Hybridization REF	TCGA-E2-A1BD-01A-11R-A12P-07
PDLIM7	-0.1125
ARL14	-2.6335
SNIP1	-0.205333333333333
TIMP3	2.16466666666667
RGS3	0.609166666666667
SPAG16	0.3254
ABHD4	0.4585
ARHGEF12	0.244666666666667
GLUD2	0.021
RAC2	-2.1927
UAP1L1	-0.6185
SLC18A3	-0.178
YOD1	-0.319416666666667
RALY	0.247
HMOX2	1.294375
DGKH	-0.404666666666667
DBNDD2	1.85416666666667
YIPF4	-0.309875
THAP10	-0.395
ZNF513	0.755
HAGHL	-0.650166666666667
ITGB4	-0.0546666666666667
CCDC141	-0.843
YTHDF3	-0.3975
C5orf28	-0.0835
RPL7L1	-0.32125
TMEM30B	0.882857142857143
ANKRD35	1.546
DUOXA2	-0.440333333333333
TBC1D5	-0.863375
DFNB59	0.186
HRH4	1.17575
MYO6	2.2609
DNAJA4	-0.143
RBM24	0.257625
CEACAM20	-0.978
RBM23	-0.150785714285714
NGFB	0.882
C1orf63	-0.4496
KRTAP7-1	0.2
PERLD1	1.3285
NPB	0.122
C17orf59	1.1928
HSPBAP1	0.42775
SLC15A4	-0.486625
PRTFDC1	-1.39175
OSMR	-0.110571428571429
CYSLTR2	-0.011
C19orf25	0.0334
KIAA1797	-0.004
NLRP6	-0.6915
FAM105B	-0.2194
SCRN2	0.797333333333333
LRRC58	-1.0621
RNF17	1.07514285714286
NEIL3	-3.7215
FAM137A	1.19
SKP2	-2.83275
PARVA	0.346
PKLR	-0.8855
RNF34	-0.2085
A3GALT2	0.291666666666667
C12orf50	0.5224
SUNC1	-0.90725
FAM102B	-0.451833333333333
CCT2	-1.03775
LRRC37A2	-0.3145
ARF4	0.2
SIKE	-0.90775
C8orf48	1.33383333333333
MBTPS1	0.404
GPSN2	0.431
NCF2	1.5945
SLC12A6	-0.6725
MRPL48	-0.71025
HMGN3	0.492333333333333
LRRC62	-0.578
PAX9	1.62675
FAM55A	1.769
C20orf42	-2.20366666666667
SCML2	-0.0786666666666666
BCL9	0.497
FAM40A	-0.409
C9orf41	-0.654666666666667
ZNF774	-1.64
LETM1	-1.57925
PLXNB1	0.9
NIPSNAP1	-0.497875
USP10	-1.71475
F9	0.27275
LIPE	0.837
CNGB3	0.6095
C12orf52	-0.3625
PI4K2A	-0.00625000000000002
MED8	-0.345875
STAT4	0.0414
FGD4	-0.310833333333333
RNF145	-2.872
WDR32	0.4121
CLDN2	-0.147333333333333
TCEAL8	0.89225
ZMYND8	0.2227
PDXK	-0.64365625
GATAD2A	-0.19525
PTGES3	-0.9475
CCM2	0.15625
TAP1	1.096375
ZNF670	-0.5945
ETS2	-0.591357142857143
C6orf166	-0.943333333333333
PRMT2	1.07207142857143
OR4B1	0.1825
INTS8	-0.395
CCDC102A	-0.2815
CCDC83	-0.1896
ITGA1	-0.5226
EPHA5	-0.5865
FAM24B	-0.464
TSGA10	1.54475
HAL	-1.25883333333333
MYOT	-0.162
SPACA3	0.21475
BCL2L2	0.0943333333333333
CUGBP2	-1.27283333333333
CCNB3	1.69475
RNF113B	0.03
MERTK	-0.75975
BAG1	0.25075
VPS36	-0.019
ORMDL3	0.9156
C1orf190	-0.09425
ZNF625	-0.525
CORO2B	-1.92225
ALOX15	0.527
CST1	2.114
NUPR1	3.59816666666667
CCL7	0.919333333333333
SMCR5	-2.35
DSC2	1.729
RBMS2	-0.62625
GRIK4	1.53
TRIM65	-0.0555
TMPRSS6	0.5245
TP53INP2	-0.41325
GLB1L	0.563166666666667
LOC388284	0.00566666666666664
PUS1	-0.684428571428571
BCL9L	-0.13
OLFM1	-0.00575000000000003
RET	0.75625
MASTL	-2.07516666666667
ALX3	-0.166
IL1RL1	-0.1115
ZNF765	-0.7485
C14orf138	-0.60975
SNX10	-0.663
TAC4	0.5845
C1orf64	1.872375
POGK	1.00775
MAPK9	-0.659
ZNF366	1.77075
C8orf79	0.904
CLDN7	2.345625
OR5AT1	0.5955
TRIM37	-2.193
LRRC25	0.97075
GRHL2	3.2766
TEKT3	1.58225
LASS5	0.843166666666667
ABCC4	-1.94163636363636
DLG3	1.22325
VGLL1	-0.44375
ZFP36L2	2.74083333333333
MFRP	-0.293333333333333
KIAA1799	1.16275
FLJ44379	1.549
PCNX	-0.43325
ANXA9	3.548
CYP4V2	1.3856
PIK3C2A	-0.773
SRR	1.158
NOL3	-1.03725
IFITM2	0.572
ARNTL2	-1.48625
ZNF595	0.34275
NLRP13	0.4185
ASPH	0.2015
CPA2	0.239
PVRIG	-1.92566666666667
LEPR	1.284
C16orf42	0.903166666666667
SH3BGRL	4.316
FAM77D	-0.3036
FNDC7	-1.6685
C9orf6	-0.212666666666667
NOTCH2NL	0.9695
PGBD1	-1.512
SYNGR2	0.614666666666667
PITPNA	-0.64375
PRPF4B	-1.6923
SLC43A3	-1.07692857142857
NRBP1	0.5855
SLC25A22	-0.1465
ILK	0.22375
SLC22A8	0.257333333333333
MRPS7	0.10375
PITX2	-0.83525
FABP3	-0.41175
OR1L1	0.712
LOC728215	2.1045
BLID	-2.0645
KIAA1217	3.40882352941176
TFPT	0.0205
AP4B1	-0.9895
VBP1	-1.6155
OR1K1	0.217
MORC3	0.83625
BHMT2	-0.506166666666667
C3orf10	0.475375
FZD7	0.389
WFDC10A	12.679
PMS2CL	0.290875
CCDC32	0.843166666666667
FA2H	-2.51625
ALG13	0.046
TTLL7	-1.7798
SPOCK3	0.468
SLC13A2	0.5695
AIM1	1.85025
GPRC6A	-0.374
EGR2	1.344
MED11	0.913
WWC1	2.579
SH3GL3	-2.69325
RIF1	-0.523214285714286
PRLH	0.0945
VLDLR	0.2375
DBT	0.517466666666667
C21orf63	0.7105
CGGBP1	-0.11425
KRTAP12-2	-2.0275
TADA3L	-0.2025
ZBTB16	2.81175
PDGFB	0.759875
RFX1	0.753
UQCRB	-0.0523
LOC133874	-0.523
HPS3	0.56025
LGALS3BP	1.465
DKFZP564O0823	1.42364285714286
MRFAP1L1	1.155
HOXA10	-0.821333333333333
NGB	0.5955
KIF21A	-0.898615384615385
IFLTD1	null
LZTS1	-0.984875
ARHGEF3	2.76675
RHBDL3	-1.798
CSNK1G2	-0.537083333333333
ChGn	-1.09075
KIAA1244	1.88016666666667
GABRB2	0.2115
MGC72080	-1.957
CD27	2.01025
EGLN1	-1.7481
PEX13	0.339
RWDD3	-0.17725
RNF12	-1.192
GRIN2B	0.666
ADAMTS14	-0.209
DYDC2	3.30716666666667
ATP6AP1	1.1934
NR1H2	0.206333333333333
PDK2	0.6305
C3orf17	-0.408833333333333
SLC38A2	-1.04314285714286
SLC25A29	0.683
C15orf29	-0.109125
ADAM9	-2.2155
TMUB2	1.046375
GPR176	-0.309
AGK	-0.290428571428571
MCCD1	0.24175
NDUFA4	-1.0815
TMEM146	1.05075
DUSP1	0.821125
UNQ6975	-0.0545
EMX2OS	2.978
INSM2	-0.91075
LUZP4	0.09425
SETD6	-1.19175
P2RY2	1.97475
SLC45A2	-0.4975
RABGAP1	1.03033333333333
UBXD5	0.982125
GPRC5A	-0.0604
PAK3	0.174333333333333
LOC63920	0.17925
TGFBR1	-0.8368
KRTAP6-3	0.37
SFMBT2	-0.719666666666667
CDC42	0.1618125
C11orf35	0.038
TTLL2	0.121
UACA	0.64625
CD97	-1.3737
SETD5	0.322125
NINJ2	-0.68325
PTER	0.977833333333333
POMGNT1	0.07525
KRTAP4-2	-0.3615
ECGF1	1.531375
HRB	-0.301272727272727
ATP1B2	0.0421
LOC400506	0.78275
COL4A3BP	0.87475
C6orf97	2.22825
GRHPR	0.781625
TAS2R1	0.266
SEMA7A	-1.61325
EDF1	1.37425
ODF2L	0.371666666666667
PCID2	0.0298333333333333
GTF2H4	-0.0636666666666667
ZCCHC3	-0.344125
CGB2	0.1015
NEUROD1	0.0853333333333333
C20orf75	-0.21
RP5-1054A22.3	0.568166666666667
IFNA5	0.343
ZNF134	0.619
MGC119295	-0.0964
ZSWIM6	-0.267125
SMEK1	-0.242166666666667
PCGF2	0.71325
C1orf102	2.676
CYP2A13	1.141
KCNH6	-0.6299
MDM1	0.2969
ALDH7A1	0.621166666666667
C9orf75	1.61325
VDAC3	-0.291375
OR51T1	0.156
EIF3F	-1.38608333333333
KCNJ10	-0.5455
LENG8	0.97475
EDEM2	0.85775
CCNJL	-0.0126666666666666
DHX37	-0.5025
CRYGN	0.1915
AATF	0.596125
ZNF630	1.319875
E2F5	-0.916
WFDC13	0.6955
FTSJ3	-0.889666666666666
C4orf33	0.60075
LHFPL4	-1.9905
C19orf56	-0.335416666666667
SMAD4	-0.924625
AFM	0.6525
G0S2	-3.28175
FCHSD2	0.0642
RRP1B	-1.2095
EEF1B2	-1.0665
STAT6	1.05533333333333
ZNF195	-1.31125
GNL1	-0.363666666666667
ZNRF2	0.9025
PER3	-0.51975
ASB16	-0.33575
C10orf10	2.36507142857143
ADCY8	-3.96066666666667
C9orf58	-1.45666666666667
ARMC10	-0.314
PSG1	0.049
DHX34	0.25575
VARS2	-0.96175
NFIC	0.53125
ITPR2	-0.31425
AGXT2	0.460333333333333
OR6K3	0.281
H2AFZ	-0.949083333333333
MLLT3	0.89625
COX4I2	1.01475
CCNT2	-0.33725
PLK4	-2.16414285714286
NUMBL	-0.0366666666666666
MED16	0.54725
PLEKHQ1	0.536
GOSR1	0.340944444444444
BTG4	-0.02
RPL30	0.286666666666667
IGSF5	0.11725
IGFL2	2.8545
ELMOD2	0.630666666666667
SHC3	-1.00233333333333
HAVCR1	1.1245
DYNC2H1	0.156285714285714
RNF5	-0.408666666666667
C2orf7	-0.6425
NLF1	-0.101
KLHL25	-0.284
LRP10	0.1851
KRI1	-0.213
PUS7L	-0.781166666666667
MGMT	1.26425
HOXD1	-0.577833333333333
CSH1	0.1053
ATG16L2	-0.5945
FLJ44635	1.9235
CHODL	-0.4175
EXOSC8	-1.21825
SLC28A1	-0.261
MYO7B	-0.0508333333333333
SEH1L	-1.3673
MTNR1A	0.0922
TSPAN5	-0.411333333333333
CDC45L	-4.31616666666667
AMIGO1	-0.5945
ATAD3A	-1.86575
OSGIN2	0.6165
PDIK1L	0.536833333333333
DARC	1.072125
PIPSL	0.47
SHMT1	0.568
CRISP3	1.3335
POPDC2	1.89716666666667
ZRANB2	-1.06383333333333
FBXL8	-0.279
TRIP13	-1.96872727272727
EIF5AL1	-0.6765
POU5F1P3	-4.70183333333333
IL6	-2.53783333333333
CXorf38	-1.14516666666667
IFNA16	-0.253
FBXL2	2.05516666666667
BRD1	0.126
STATH	2.39125
FBXO44	0.416166666666667
MCCC2	0.99125
CDC2	-1.6346
C5orf23	-0.04275
IVD	-0.264
C10orf122	-1.20475
MSL3L1	-0.3428
MVP	1.37775
EPOR	-0.1329
ZMYM1	-0.1035
BCL7C	1.25316666666667
PSTPIP2	0.8305
LYPD1	-1.328125
OR8G5	2.023
ZP3	0.930833333333333
BCAS4	1.21533333333333
EDG6	0.09075
ISY1	0.1255
PRAMEF2	-0.173
CUL1	-0.142
RNF213	-0.5554
CCRK	1.71075
DHX9	0.251
C13orf29	-1.3045
NCKAP1	1.57133333333333
MRPL43	0.552714285714286
XPR1	-0.32325
PKN2	0.1868
PODNL1	-0.5245
ZNF333	0.180625
DALRD3	0.705
OPN1SW	0.445
BTBD6	0.577
C11orf82	-1.6635
OR5P3	0.829
DUSP11	-0.262
L1CAM	-0.25375
NEK11	3.15883333333333
OR7E91P	0.8155
CNTN3	0.964111111111111
CREB3L2	-1.3625
ZBTB37	-0.383
KIAA1324L	0.902
NDUFB10	0.649166666666667
NUDT2	1.35425
GTPBP8	-0.97675
CACNA1D	2.030375
PRKAA2	0.9035
PRDM8	-0.264
MGC16075	-0.4236
KRT14	0.728928571428571
PP8961	-0.010125
MRPL18	-0.2315
ABCG2	-2.016
PACRG	0.63825
BBS2	-0.00299999999999999
KREMEN2	-1.8165
FBXO21	0.52275
HNRPUL1	0.194083333333333
GRB10	0.8545
CLSTN1	1.075875
LMAN2	0.5861
C17orf61	-0.33575
NIPSNAP3A	-0.165
INSIG2	-1.4195
PCDHB7	-0.429
STXBP2	0.674625
CMAH	1.01833333333333
SEMA5B	0.45275
ZNF155	0.1675
COQ6	-0.218333333333333
PRPF4	0.138
TSPAN15	3.4633
VN1R5	0.09275
LATS2	0.236
SELK	0.777
PGK2	1.44766666666667
MS4A1	-1.199625
TYW3	-0.4448
KRTAP5-1	0.47175
RCCD1	-1.88366666666667
BTN1A1	-0.0715
DDX28	-0.645
TMEM65	-1.27275
LOC92345	-0.0815
TTC31	-0.095
WDR46	-0.708333333333333
CHP2	-1.12316666666667
LSP1	-0.29175
ZNF542	0.621
EXOSC1	0.4525
ARHGAP18	-0.4275
LRRTM4	-1.10171428571429
MAOB	2.29166666666667
CACNB4	-1.07375
MGC33846	-0.283625
RANBP3L	2.410375
ATP5L	-1.282125
ONECUT1	-3.194
NUDT9	0.78125
TMEM149	-0.425
STX17	0.364
IGSF10	-4.53475
TMPRSS9	-0.181
BMPR2	0.670818181818182
ALLC	-0.486
KLF7	0.65725
GCC1	0.686
TIMM9	-0.179
CDO1	-0.3485
MGC10701	-0.450666666666667
IFI6	2.6825
FRMD8	0.13925
MGAT2	-0.69075
WBP5	0.739833333333333
CNIH2	-1.36175
KIAA0907	-0.4942
KCNH8	0.4645
CTSG	-2.833
GRIK1	0.176666666666667
CUL5	-0.360125
FRMD1	0.287
OR9A4	1.55
SYT6	-0.973625
FOXD4L2	1.59175
ANAPC2	0.602833333333333
OPN5	0.081
TAF13	-1.2735
LYG2	-0.65725
GGNBP1	-1.042
C11orf40	0.2945
OTX2	-0.047
REG4	0.3966
EIF5	-1.732625
PALB2	0.78775
SEPSECS	0.2574
RNASE3	0.11725
TRIM49	-0.8785
POLR2K	0.1849
GPR42	0.1465
C8B	-1.5455
SASS6	0.54225
PREB	-0.804333333333333
OR3A3	0.4945
TUBA8	-0.168625
IGLV2-14	-2.14875
STIL	-2.0655
ANKFN1	0.718166666666667
NME7	1.30725
HOXC12	1.4425
UBE2C	-1.928875
FHOD1	-0.691375
CDK2AP1	0.262583333333333
OR6K2	-0.563333333333333
DHPS	-0.31425
RPL5	0.0856666666666667
TRGV5	0.8375
LOC541472	0.31025
HCCS	-0.8344
DENND1B	0.96
LHX3	-0.3595
OR5D16	0.453
CXorf57	-2.528
IRF2BP1	0.3065
NDST2	-0.0591666666666667
LCE3D	0.0395
BOLL	0.727
SYT3	-0.45425
PIH1D2	1.61325
C20orf7	-1.132
IL1R2	-0.291666666666667
SLAMF9	1.5965
PPME1	-0.41675
PIK3CA	-0.28025
TRAPPC1	0.80375
COLEC10	-0.57425
SLC9A6	-1.80483333333333
PDDC1	-0.8055
CCDC53	0.6725
GK3P	-0.192
DAZL	-1.8205
BRI3	-1.0145
SDK1	-0.777375
CYP2C18	-0.463666666666667
IFI44L	3.63175
RPL3L	-0.0135
FUT9	2.59316666666667
KIFC2	-0.596333333333333
PMP2	-0.252285714285714
SLC4A9	-0.1565
PLAG1	-1.50166666666667
MYCBP2	0.241833333333333
OR4E2	0.621
CCDC65	2.734
C16orf82	0.805625
ENTPD4	0.260625
BRP44L	-0.4675
PMP22CD	0.86025
TMCO4	1.35916666666667
KCNN1	-0.3804
WDR35	-0.04625
CCDC80	2.198125
C3orf31	-0.3665
SLC7A9	0.27175
TMEM190	2.386
DBC1	-1.62866666666667
FADS3	-1.76366666666667
PDZD8	-0.420166666666667
GRM5	-0.111
AZGP1	4.7006
PEX3	-0.023
MED1	-0.451642857142857
ATG4C	-1.00233333333333
HNRPH3	-1.16925
FAM109B	1.37925
C4orf17	0.8505
CA10	0.539
OPRD1	0.1305
CCL16	-0.84125
SACM1L	-0.90725
CST6	4.1015
CD63	1.0248125
LGI1	-0.23325
ZNF784	-0.38475
CRYBB1	-0.731
CX3CL1	0.96625
TOP2A	-2.099
GYPB	-0.8635
GADD45GIP1	-1.13575
FEN1	-1.617125
IGF1R	0.9723125
WDR72	-2.0816
PURG	-0.2456
DEFB126	-0.369
PKD1L1	-0.578666666666667
CAV1	-1.6279
GNPDA2	0.4568
DGAT2	-0.043
NLGN1	-5.28125
STRBP	0.023875
HPRT1	-1.3735
FANCI	-2.129625
PSMA7	-0.12825
DBF4B	-0.138666666666667
TTF1	0.46525
RAD54L	-2.727
ELOF1	0.275
PLAGL2	-1.649
ZNF256	1.03525
HMGCL	1.5305
MSI2	-0.9205
RPESP	3.99966666666667
C11orf60	1.07825
ABCD1	-0.7945
ACAA1	0.2035
SPARCL1	5.00028571428571
IL6ST	0.811
ZNF319	-0.1
TMEM109	0.1177
FAM90A1	-0.524
IL22RA1	-0.6195
ATP4B	-0.0115
TEC	-0.6036
C7orf30	-1.49675
TXNDC2	-0.894666666666667
ABCB4	-0.666
KIAA1191	1.115875
C9orf38	0.1325
SFTPB	0.214
CNTNAP2	0.0205833333333333
FRK	1.7045
TBX19	-0.729
CHD4	0.7025
C6orf26	-2.70566666666667
MOSC2	2.22575
IKBKE	1.0445
HIF1A	-2.59883333333333
LOC595101	-0.3985
RELA	-0.0618333333333333
TMEM16B	-0.3425
ABHD12B	-1.686
TSEN34	0.42
KIF18A	-2.75625
TXNDC9	-0.7615
SPATA2L	-0.121
SEMA4G	-1.104
C21orf91	-0.951375
MATN1	-0.023
KCNIP4	-1.0098
TUSC1	1.648375
OR4C15	0.02525
ARMCX6	1.56658333333333
WBSCR27	0.115833333333333
OR52I2	1.6645
KIAA1604	0.41475
DYNC1I1	-0.755
PPP4C	1.13775
SLC47A2	-1.1574
TREH	0.038875
CD48	0.325
ST14	1.86183333333333
PKN1	0.39075
SPON2	1.43875
XBP1	2.09291666666667
SFRS12	-0.242
EFCAB6	1.539
SELT	-0.39575
SLC39A2	0.7425
ERF	0.144833333333333
ARL3	0.55125
SURF6	-0.0245
MLLT10	-0.870095238095238
FLJ11171	-0.7096
TDGF1	-3.818
ERCC6	0.34575
EIF2AK4	0.08475
BAZ1A	-0.476333333333333
LRRN3	0.611833333333333
TMC3	1.735
EFTUD1	0.3085
PTPRO	0.8728
CLEC12A	0.191
ACBD4	0.383375
ZDHHC14	-0.828125
OTUD7B	2.330125
ACTB	1.5274375
MSRA	-0.072375
LCE5A	-1.249
IFI35	0.956
BSCL2	0.477333333333333
ANKRD12	0.563083333333333
CFHR2	0.40025
RGAG1	0.631666666666667
HSFY1	-0.486
SLC30A5	0.251818181818182
IMPG1	-0.2485
GPR109A	0.1385
ZNF185	-0.14
IYD	-0.606333333333333
NPCDR1	0.456
SERPINA13	2.7525
HMGCLL1	-0.85125
NEUROG1	0.0748333333333333
UBQLN1	0.1800625
LIN37	-0.41925
SOCS2	-1.42225
DSCR4	-1.141
XKR6	-1.70275
GPR142	0.2995
KRTAP13-3	-0.277
CCDC15	-0.211
MOS	0.4395
CD1E	-0.7195
OFCC1	0.7106
FAM83D	-3.27525
SRFBP1	0.21875
C9orf96	-0.123
DHDH	0.03525
CCDC90A	-0.859
RABL3	0.4034
CD320	-1.79666666666667
ANGEL2	0.704416666666667
MRPL21	-0.9265
SMG6	0.49
INSR	2.74607142857143
FLJ14816	-0.559
GLRB	-0.535333333333333
C9orf89	1.3365
CIZ1	0.4935
URG4	1.139
LRDD	-1.3965
CBY1	0.947666666666667
NFX1	0.359125
MTERFD2	0.348571428571429
C19orf23	-0.1955
PGC	-2.093
IER3IP1	-0.1522
RASAL2	0.741916666666667
C1orf89	-0.0275
SYNJ1	-0.6235
NFKBIE	-0.12875
FLJ40125	-0.878
TCEB2	-0.0574
NOG	-0.186
POLR2J2	0.033
HLA-B	1.7565
PCDHA1	1.131
PPP2R2B	-2.331
ARHGEF17	0.5375
TCF7L2	0.611571428571429
CHD5	-0.893
ZNF431	-0.673333333333333
TBC1D25	0.372666666666667
ZNF800	-0.827
SCUBE2	3.76490909090909
MYCBP	0.893666666666667
GPX5	0.3035
C6orf129	-0.515166666666667
QSER1	-1.852
ULK2	1.3525
PIGO	0.2965
NRCAM	-1.94461538461538
SLC35E3	-0.499375
CSRP2	-1.38425
HYPE	-0.79325
MAPK15	-0.555666666666667
MGC14327	0.18
TIMM13	-0.771833333333333
ZNF462	-1.34725
GBA3	0.113
TEX13A	0.8075
MCM6	-1.246
MTRF1	-0.242
ABCA7	-0.471
EIF4A2	-0.756
ZC3H10	0.6871
RPGR	0.984166666666667
C20orf94	1.2465
RP1L1	0.2665
GPR125	-0.205
USP22	0.573642857142857
OR1L4	-0.02375
MLZE	0.3795
FLJ32065	0.2865
PTCD1	-0.0165
CRTAC1	-0.0196666666666666
BXDC2	-0.77725
C18orf1	2.60316666666667
FAM107A	0.219
EFNA3	0.4525
P18SRP	-0.2798
CAMKK2	0.130583333333333
KIAA0649	0.02325
NES	-1.37066666666667
HS6ST3	-0.0435
PON2	-0.356
TCP11L2	-0.715
CLEC4A	1.03375
PRR12	0.32
MLXIPL	-1.3723
C2orf50	1.646
ZNF28	1.05825
ENC1	0.669166666666667
MAP2K1	-0.97075
FKSG2	2.08575
KIAA0430	1.57
PTP4A1	-2.55355555555556
GPR156	0.376
GTF3C6	-0.59875
UBR2	0.3583
LOC388272	-2.25125
MAK	0.792166666666667
ACOT4	3.079
STC2	3.2785
PIGW	-1.763125
SAE1	-1.057625
COL6A1	0.64005
OAZ1	-0.630166666666667
STMN4	0.200166666666667
EDG3	0.671
SGCE	1.5925
IL11	-0.9036
PRSS8	3.119875
YIPF5	0.113583333333333
WNT4	3.193875
CSN2	0.363333333333333
TCF7	-2.860375
TDO2	-0.21525
SAMD9	1.0815
S100A7A	1.616
MMRN1	1.6195
GKAP1	0.95275
AKR1C3	-1.851
RNF19A	0.935875
GMDS	-1.40625
YKT6	-0.5665
SPARC	2.2143
C12orf31	0.0635
UBE2V2	-0.600333333333333
FBXL18	-1.0315
KIAA0460	2.385
ADAM22	-0.364
SERPINC1	-3.14775
KCTD21	0.76375
MYOHD1	-2.31825
ZNF37A	-0.349166666666667
GTF3C1	1.16816666666667
CTSZ	1.2415
PRNPIP	-1.146625
DRD1IP	0.115
NR1I2	-1.717
ZNF266	0.2405
SPAG4L	-2.067
COX4NB	-1.505
SAPS1	1.52366666666667
APOA1	-4.577875
TATDN1	0.0431666666666667
C10orf82	2.0085
KPNB1	0.37
FOXO3	1.14791666666667
CRYBB2	-2.013
ZBTB5	0.0111666666666667
SLC25A38	0.60225
DCTN2	0.1945
IFT20	0.67925
CTHRC1	1.6785
C1orf31	0.069625
UHRF1	-1.521625
GPC6	-1.63425
C10orf54	0.33375
MCF2L2	0.800333333333333
WNT9B	-0.316875
OLA1	-0.91975
FAM120B	1.16
TTLL10	-0.285
CYorf15A	-2.966
RELN	-1.169875
SCN2B	0.935454545454545
MFHAS1	-0.6235
NKX3-2	-1.01033333333333
RASGRF2	0.2985
SSBP1	-0.4375
KPNA6	0.019
LOC389118	0.161
HS3ST4	-0.721875
SUPT7L	-0.77775
FLJ32658	-1.54333333333333
IGFBPL1	-0.543
KIAA1641	0.5152
SHKBP1	-0.301166666666667
CSF1R	4.8175
NAGK	1.6075
MYL2	0.31225
HIST1H4C	-0.892833333333333
TOMM7	-0.859125
ADAMTSL3	1.303
TNFSF14	-0.827
PRRT2	0.18225
VTA1	-0.616625
AOAH	1.663
CRISPLD2	1.392
PNN	-1.2177
TA-NFKBH	-0.3315
ESPN	-0.099
RBM43	-0.308
KIAA1267	0.326125
DDX3X	0.0872222222222222
KIAA1576	-3.84475
PLXDC1	2.6305
FLJ25801	-4.00333333333333
HNRNPL	1.16375
RUNDC3A	0.27
CASP12	1.164
SH2D5	-0.86175
RPL26L1	-0.011
OR51A7	-0.564
HDC	1.858
C2orf16	0.171666666666667
SYTL3	1.091375
GOLGA4	0.46025
NOTCH1	-0.168833333333333
ATPAF2	1.187
ECD	0.814
SSX5	-0.342833333333333
SNAP91	0.88
OCA2	-2.908
PNPO	-0.231666666666667
DAPK1	-0.724
PINX1	-0.833666666666667
SELENBP1	2.533875
NEK3	0.632666666666667
TMED4	0.244357142857143
SSTR4	-0.3715
FOSL1	-2.7649
CD40LG	0.1015
CES1	-0.233
DCI	-0.296333333333333
B3GAT3	-0.300666666666667
STK17B	-1.57525
CNTN6	-1.0185
CYP3A4	-0.495
MBOAT2	0.0775
PISD	-0.014
USP1	-1.34275
PYDC1	3.48533333333333
CENPM	-1.907625
SAR1B	0.622
TTC7B	-1.17114285714286
DP58	-0.4595
GPC1	0.402
RBL1	-1.769375
TMEM137	-2.39266666666667
TOB1	1.1665
TCEAL1	0.482833333333333
CENPF	-0.787727272727273
C6	1.326
PRSS1	-3.46475
PPIL6	1.458
C6orf124	2.3115
ODZ4	0.285666666666667
SNCB	0.11125
NDUFB9	-0.07
CNOT6L	-0.176
S100A9	3.17066666666667
TRIM50	0.0385
KCTD1	2.9894
WDR63	1.80025
SPEF2	3.370125
RNGTT	-1.43816666666667
CXorf22	2.299
KCNK16	-0.38425
CEP250	-1.275625
ATPBD1B	-0.36575
KCNJ2	3.964
MT1B	-3.0595
ZNF684	-0.147
SLC4A1	0.3745
PDHA1	-0.4875
ZNF492	-0.492625
TKT	-1.621
BYSL	-1.3425
RNF38	-0.06225
AHDC1	2.163
KLHL2	0.219375
CMTM8	1.7285
DMP1	-0.376
HERPUD2	0.325
CRTAM	1.76233333333333
ZNF572	0.91625
TMEM16J	0.3925
HSD17B2	-3.60575
UBE2G1	-0.6095
AHSA2	-2.205
PELI2	-1.338
TPX2	-2.148
ATP9B	0.7685
DAZAP1	-1.20057142857143
HMGCS2	1.16966666666667
C17orf38	0.251666666666667
B9D1	-0.523
NKX2-5	-1.26916666666667
KIAA1276	1.24325
LILRB2	3.5885
CSTF1	-0.143
BTN2A1	-0.224666666666667
C15orf48	4.331
IGF2BP3	-4.08466666666667
FAM113B	0.954833333333333
HRG	-0.175714285714286
ZNF131	-0.4985
USP47	0.519
CCDC88B	-1.17725
HCN1	-0.10225
HTN1	0.637333333333333
SYCP3	0.11
C13orf23	-0.2351
PAPOLA	-0.551
AATK	-0.2393
MSH3	0.488833333333333
NDUFAB1	-0.81125
ITLN2	-0.615
BAK1	-0.7935
MRPL45	-0.223666666666667
MTNR1B	-0.212166666666667
LOC645843	1.1265
SPECC1L	-0.43425
PGCP	1.3
SPN	-1.0375
GPR143	0.829166666666667
ZNF576	-0.445333333333333
TMEM39A	0.3858
ATP5D	-1.45466666666667
MAGEB3	-1.062
RPS5	-0.264166666666667
ANP32E	-0.237857142857143
MTMR1	0.2765
YEATS4	-1.02225
SYNGAP1	-0.3465
PCOLCE	-1.47816666666667
MNS1	1.18275
PCYT2	-0.282
ZNF182	1.50925
LAX1	-0.376571428571429
SPPL2B	-0.3139
ELOVL5	0.9181
PCDHAC1	0.0415
B4GALNT1	-1.07366666666667
BLOC1S2	0.63075
ZNF673	-0.369
ARHGAP21	-1.2005
IRX5	2.943875
LRFN5	-0.5128
FAM7A1	-2.2435
RAB19	0.309
GINS1	-1.45225
ITM2B	1.4272
PAPSS2	-0.77975
OR5BF1	0.092
ACSL3	-0.704
KIAA1919	-0.667083333333333
GLT8D2	2.13775
UTRN	0.946785714285714
CNN1	1.3975
HISPPD2A	0.460833333333333
SDAD1	0.378875
SIGLEC9	-0.0985
RPL35	0.526571428571429
C22orf26	-0.214
IMPDH2	-1.255375
WDR69	0.033
SEC14L5	0.634166666666667
CLTA	0.51425
RP11-529I10.4	0.4895
GPR37L1	0.174666666666667
OGDH	-0.181166666666667
ASB13	1.78116666666667
ZFP14	0.96175
ZCRB1	0.0703333333333333
KPNA3	-0.913
HSPA1L	1.701
RHOC	0.3265
LOC554175	-0.34875
PPP3CA	1.5093
SLC1A7	-0.7104
ZNF529	-0.343333333333333
RBED1	0.86175
DDB2	-1.32875
FLJ11286	0.702166666666667
SPATA1	0.609
MKNK1	0.0123333333333333
