Hybridization REF	TCGA-E2-A15G-01A-11R-A12D-07
NKD1	-3.47416666666667
C1orf174	-0.76
PLEKHO1	0.360833333333333
ASB10	-0.287
RING1	0.0255
NPC2	0.523875
AVPR1B	0.5645
YTHDF1	-0.1275
LMAN1L	0.1075
GSG2	-3.2175
CEP170	-0.6607
RPS4Y2	-5.5865
MSH6	-1.044
HECTD2	1.5525
ZNF556	-1.529
PLEKHC1	-1.3717
AIRE	-0.0796666666666667
BCL2L10	0.52425
LMOD3	0.0578333333333333
ZBTB8	0.9136
FOXA2	-4.2321
SLCO2A1	2.73075
C3orf46	0.672
PRDM16	-0.955666666666667
TMEM98	0.48325
FRMD5	-4.2815
PDE6C	0.116
C1orf216	0.185833333333333
EP400	0.0970714285714286
PTK2	3.46944695195361e-18
RNF217	-0.5205
NDUFA8	-0.2505
ZFAT1	0.672
LAMP3	-0.572666666666667
GLTSCR2	1.10025
NPW	-0.8815
LLGL2	0.6156
PPM1K	-1.55533333333333
C20orf177	0.0815
KIR2DL4	0.0993
NFKB2	0.133
C21orf122	0.149
HESX1	-0.5635
GPR114	0.125666666666667
SLC25A35	0.697833333333333
GNAT1	-0.056
ORAI3	1.12525
FAM76B	-0.449375
TMEM99	0.6964
TRIM29	-2.3257
CDS1	3.33175
RHEB	-0.4812
C4orf27	-0.275333333333333
RAB3A	-0.552
OTUD6B	-0.736
GPD1	0.044375
CDH15	-2.248
NPM1	-1.05828571428571
TMEM117	-1.5405
PRPS2	-0.379
GCK	-0.562
ADRA2A	4.99566666666667
TSPYL4	0.67
TASP1	-0.246
WDR19	1.06083333333333
C10orf38	-2.28525
PDE4C	-0.276333333333333
FYB	0.343083333333333
C1orf55	0.0698333333333334
PPFIA3	-0.97975
RAD18	-0.14475
C12orf44	0.2015
CRYBA4	-0.7795
HVCN1	0.277
TAF10	-0.320166666666667
C16orf48	-0.563166666666667
DEPDC5	0.605666666666667
LTBP1	-0.9695
MAPRE1	-0.938375
FGF8	-0.083
C3orf52	-0.645
SENP7	0.277333333333333
LRRK2	-0.014
RUNDC2A	0.7725
KIAA0355	-0.0111666666666667
CPEB1	-2.6495
PPEF2	0.5395
ABI2	-0.0243333333333333
KIAA0317	-0.130375
ATF1	-0.835333333333333
DYNC1H1	0.34375
DIP	-0.1315
TMEM33	0.1655
POLDIP3	-0.103
C7orf24	0.5345
GPR171	1.0945
CDC6	-3.84866666666667
PLD1	-2.1362
ITFG2	0.3124
NDUFC1	0.3805
AKNA	-0.3235
NBR1	0.71725
PKHD1	0.467875
HPS4	-0.5084
MAFA	0.23575
ULBP3	-0.6085
DIRC1	0.5145
IMMT	-0.606
C22orf13	0.624083333333333
CEL	0.1205
MARK3	0.1235
ADAMTS2	0.161583333333333
ARPC3	0.705666666666667
TMEM10	0.138714285714286
NPHS1	0.12025
BRD8	0.4435
WDR12	-1.62725
IDI2	-0.295
HOXD13	-1.9495
OR8G2	-1.0885
SLAIN1	-4.8225
GABRQ	-0.90025
NR2C2	-0.473
NKTR	0.1195
TLE2	1.0195
KIAA0892	0.978333333333333
AURKA	-3.26327272727273
GPRC5C	0.829666666666666
TBC1D9B	0.74175
PNPLA6	-0.323166666666667
AP3B1	0.2875
NAG	-0.065625
C11orf68	-0.3125
AKR7A3	1.27375
AHCYL1	0.992166666666667
COP1	-0.3075
RPP14	-0.111333333333333
PCDHB18	0.11175
CDH24	0.527
KRT17	-2.7646
LACTB2	-2.21525
DDX24	1.3444
PHACTR1	-2.71316666666667
SLC35E2	0.5685
LOXL1	-0.296
IQSEC2	0.367
RGSL1	-0.2925
PCDHGC5	0.0675
MEGF10	0.07275
PRRX1	-0.137666666666667
ASTE1	1.23333333333333
C6orf159	-2.614
MYOD1	0.249
GAA	0.54875
ZNF747	1.496
KLRC1	-2.23075
IL1RL2	0.79
GDF9	1.39425
GPR119	-0.0875
TRAF2	0.0251666666666667
HCK	3.00316666666667
BMP6	-2.86075
IL8RA	0.759833333333333
FLJ35848	-1.2575
EFHA1	0.892
CDSN	-0.877166666666667
C14orf54	-0.918333333333333
LSM3	-0.285375
ZFP41	0.592
C9orf126	-1.65833333333333
VIT	-2.9965
SPCS3	-1.75075
DEF8	-1.7066
CHAF1A	-2.00783333333333
C1orf165	0.173833333333333
ZFPM2	-0.200333333333333
FTH1	0.01875
SLC35F1	-2.2125
YWHAH	-0.16425
C17orf66	-0.235
ADRB1	0.185333333333333
FOXL1	-0.422
RG9MTD3	0.998333333333333
UMPS	-0.008625
MGC13008	0.5725
KIAA1161	0.0205
CCDC77	-1.193
C12orf65	-0.258
COG4	-0.631
RCP9	1.54216666666667
RP4-692D3.1	4.082
CDC2L5	0.05525
MGC7036	1.5195
DNAJC11	-0.123
GDF2	-0.0406666666666667
TIMM17A	-0.249
HNRNPA0	-0.2687
OR2H1	0.052
PCBP1	-0.000249999999999998
COL23A1	-2.3825
LRRC2	-0.673642857142857
NSD1	0.589571428571429
FLJ37078	-1.103375
WDR91	-0.154333333333333
TMEM179	-0.1475
DSCR10	-0.505
CNDP2	1.3458
FYN	-1.552
BEX2	-0.310666666666667
KCND3	1.54525
YPEL5	1.428125
LRRC42	0.0531666666666667
C17orf45	0.324125
ZNF649	0.3612
LOC150763	0.482375
COL5A2	1.52966666666667
CNGA2	-0.369
ELA2B	-1.4466
RAB9B	1.2455
FAM100A	-0.4985
NAIP	-0.0624285714285714
MYOZ2	1.268375
SPATA12	-0.8265
XRCC4	-0.54375
CYB561	1.8
CHST10	0.17975
BAI1	-0.754
BRSK1	-0.778166666666667
C17orf89	-0.6645
PDE6H	-2.648
FLJ20309	0.589
MAP7	1.452375
SCN4B	0.42625
SPAG9	-1.0676875
SERTAD1	0.730833333333333
FLJ21963	-3.159
ANTXR1	-0.1283
TMPRSS13	2.71383333333333
ETV7	2.5585
DGAT1	-0.1855
NKIRAS1	0.0426666666666667
TAC3	-4.0865
CORO1C	-2.13058333333333
RAD54B	-1.81625
HRASLS3	2.41316666666667
C21orf42	0.21925
BARD1	-1.0615
ZNF177	0.992666666666667
MIP	0.179
ZNF442	0.9145
F2	-3.8872
GRIA1	0.347875
GALNTL2	1.67083333333333
WNT5A	-0.9815
LENG9	-0.033
hCG_25371	-1.894
FOXR1	0.1045
TRA@	0.4322
PWWP2	1.3655
C1QTNF7	2.95683333333333
SLC7A4	0.3805
C4orf7	1.819
C17orf80	-0.260666666666667
KLK4	0.258
IL31	0.502
TMEM176A	3.4415
CTNNB1	1.6053125
BHLHB2	0.775
TMEM185B	0.566833333333333
ARD1B	-0.97725
C1orf93	0.5715
BRUNOL4	-0.359666666666667
LOC541469	0.52425
UPK2	0.194
GAS8	0.846
PATE	0.4175
IMPACT	0.7425
WNK4	0.932
HNRPLL	-1.092375
GAD2	0.6075
ITGA6	0.6045
BMP15	0.0913333333333333
CYP2A7	4.728625
RIC8A	0.4955
CCND1	1.24225
USP35	-0.017
DSCR2	-1.87725
CCL4	3.7795
ZCCHC10	0.7445
NOL11	-1.14375
TRPM2	1.61641666666667
PSMD2	-0.229545454545455
CHTF18	-1.46
USP18	-0.034375
RRAS	-0.21425
LAMC3	-2.553
TOX	-3.93933333333333
PCDH15	-0.00650000000000001
GABRG3	-3.20633333333333
NUDCD2	-0.29175
SGCZ	-0.9245
KCTD17	-0.9476
SPSB2	0.8535
TPPP3	1.85033333333333
CILP2	1.27816666666667
CALB2	1.669375
CEBPZ	-0.4325
ZNF479	0.541
FMOD	4.905
C21orf66	-1.20492857142857
CLN6	-0.997
ANAPC1	-1.15675
SH2D3C	1.9575
PTPN14	-0.5401
TRIM42	0.1645
APTX	-0.0555
SNRPG	-0.788166666666667
BMS1	-0.07375
MAGEA3	-4.358
NFATC3	-0.573666666666667
LRRC45	0.0883333333333333
ARS2	-0.149071428571429
LRIG1	3.12716666666667
EPSTI1	-0.205
PRSS27	0.5395
ERC2	-0.991125
PRKACB	-1.98985714285714
PRDM13	-5.008
HCG27	-1.1175
KLK12	0.792
HSD17B7	1.4565
ZNF354A	0.51
PCDH11X	0.731
DMGDH	-0.9305
PCBD2	0.4725
TMC6	-1.63975
RIMS1	1.399875
SF3B2	-0.0255
RCN1	-1.55433333333333
CPB1	3.562
BCAR3	0.23575
FCRLB	1.445
PAK1IP1	-1.2405
OR10H1	0.4295
KIF9	1.4092
PITPNM2	-1.53375
L3MBTL4	-0.425
TGFB1	-0.893
ZXDC	0.54
SLC6A16	-1.131
SRrp35	-2.933125
LRRC8E	2.307
PPIAL4	-1.35775
EOMES	0.409666666666667
PAX2	-0.124
SCARF2	-0.32325
PSEN2	1.33425
PCDHB13	0.11775
C10orf28	-0.055625
DHRS7B	0.226714285714286
C1orf131	-0.20925
ASB1	-0.7582
ZNF223	0.551833333333333
LCMT2	0.73775
MEP1A	-1.96533333333333
TMEM53	-0.15825
RSPH3	2.0045
C10orf33	0.1695
LOC644285	0.44575
PTPN9	0.573333333333333
ABCA12	-1.8935
CCDC37	-1.9985
RUNDC1	1.9862
YES1	-0.4635
FAM120AOS	1.766
OR5M3	0.1935
PPP1R3F	0.230666666666667
IL13	-0.368222222222222
MDFI	-0.52975
PRNT	-0.47325
ZDBF2	-0.9235
OR10C1	0.0913333333333333
CLIC1	-0.194
LILRA5	-0.0696666666666667
CSAG1	-3.70516666666667
TREML2	-1.0215
FAM125A	-0.0111666666666667
ZNF74	-0.20625
FAM104A	-0.58425
LRRC39	-0.9945
SAMD5	-0.91
HYAL2	0.92575
HIST2H2AC	-0.0733749999999999
IGFBP5	2.82247826086956
NRTN	-2.54933333333333
KIAA0556	0.8276
FAM29A	-1.34294444444444
JMJD2A	1.29375
EPHB1	0.26275
POLD4	0.615625
ANAPC10	-0.94325
LRRC36	1.14875
MEGF6	-0.148
LPHN3	-0.498
BMP10	-0.648666666666667
C21orf55	1.3255
CREM	-0.979875
PTGER4	-1.15683333333333
METAP1	-1.24025
KCNQ1	1.118
NR2F2	2.615125
SSFA2	0.05275
CTTNBP2	-2.733
BCL2A1	-2.42475
ZBTB24	-0.55225
SLCO6A1	-2.21275
PRDM1	-0.3521
OR7D2	-0.784666666666667
CCDC47	-0.3503
LOC646982	0.376
SLC26A6	-0.881
BIN1	-0.2216
SRRM1	0.581142857142857
PCSK1N	-1.621125
ALS2	-0.109
ECT2	-1.30636842105263
CACNA2D2	1.316375
DOCK6	-0.54875
C10orf119	-0.30575
FATE1	-0.4805
DUSP23	1.3075
TRIP6	0.314642857142857
NUP35	-0.50425
CDH3	-1.75725
KLHDC8A	0.53425
C9orf116	1.689
EI24	0.081
CENTD1	0.02
RWDD2B	-0.352333333333333
DOCK1	1.2095
NPAS2	-0.459375
NR3C2	1.3865
FAM63A	1.84083333333333
INPP5F	-1.27233333333333
FAM111A	-0.0722
MYBL1	-3.005
IQGAP3	-1.394
CRADD	-0.655
DUSP12	-0.4725
PDZK1IP1	3.6535
VASH2	-0.55475
CTR9	1.217
VIL1	-4.22575
OR8U1	0.149
CCDC107	-0.2645
PTTG1IP	0.163875
OR4X2	0.1795
COL9A1	-1.5225
PSMD9	0.237
ZFP62	1.03225
TIP39	-0.90075
PARP15	-0.623
TTC19	0.54225
C1orf114	-2.22633333333333
GFPT1	-0.2245
SLC27A6	-3.31425
MRPS10	-0.512
CALML5	2.721
TRPM7	-0.592625
CGNL1	3.018
CECR1	0.41175
SERPINB8	-0.9645
TMEM102	0.57725
PDIA2	-3.7795
NUCKS1	0.389666666666667
HOTAIR	2.761
EBI3	0.113
NXN	-0.75575
ZMYND19	-0.243625
FOXJ3	0.50875
EIF5B	-0.1936
EIF2B4	0.153333333333333
LEO1	0.112
ZIC5	-2.88191666666667
IL20	3.13366666666667
KIAA0415	1.23666666666667
FLJ37357	-0.067
TSPAN12	2.13325
ACTR3B	-0.394375
TFAM	-0.451166666666667
IL17RD	0.146625
PARP12	0.802
KLHDC7A	1.0255
KCTD4	-0.1005
GTF2H1	-0.1575
FLCN	-1.21683333333333
BIRC4	1.885
LOC790955	-0.734
VKORC1L1	-0.1405
CYP4F22	1.42133333333333
TAS2R5	0.7105
ZNF582	2.0905
HS3ST3B1	-0.576
CTNS	-0.29225
STK36	0.532833333333333
MMD2	-0.20975
RP5-1103G7.6	-0.0885
FLJ23356	-0.1065
CRH	-0.6595
C1orf182	-0.765333333333333
ACP5	2.06483333333333
AMFR	-0.0773
CA4	-2.89975
PLCB4	-1.14675
MPHOSPH10	0.3005
UNQ473	2.93366666666667
G3BP2	-0.146666666666667
SR140	-0.338583333333333
HOXA2	-0.6075
PYGB	0.5365
BAT1	-0.765583333333333
DKK3	-1.11683333333333
DDX31	-0.128375
TULP1	-1.084
NHLRC2	0.38675
TNRC4	-0.993666666666667
ZNF430	0.345
TNRC6A	0.7395
PLA2G1B	0.835333333333333
RCHY1	0.844166666666667
GTF2A2	-0.951166666666666
MGC4294	-1.196
ZNF691	0.05375
TACC3	-1.591
DNAJC5G	-0.96275
LOC4951	0.574
MS4A4A	-2.778
LOC152485	1.8845
PPP1R2P1	0.1
PPP2R5B	-0.6075
RPGRIP1L	0.047125
SPOP	0.9408
PTPRF	1.865
MGC42090	0.307
SUSD3	3.9115
THOC4	-1.714
MAML1	0.8021
FXR2	0.3875
TYK2	0.291125
MUC6	-0.0721666666666667
DNAJB7	0.014
PIP4K2A	-0.248571428571429
MEX3A	-0.0628333333333333
RRP1	-0.616125
TFAP4	0.6895
CXorf41	0.45925
MTMR4	-0.634166666666667
CTLA4	-1.0705
SNX9	0.699875
CIB3	1.35883333333333
NECAP1	0.347125
PLA2G2D	-0.1
GLMN	-1.43183333333333
DCLRE1A	-0.046
PDX1	1.784
SAMD11	-1.2505
MRPL55	0.3774
TLR7	2.3695
TBC1D21	-0.276
SMAD1	1.6564
ACTRT2	0.226
RIOK2	0.45175
PDLIM4	-1.9565
SLC22A15	1.73166666666667
ABHD13	0.1451
STX18	0.7252
CCPG1	0.188785714285714
DCBLD1	0.5235
SLC2A6	-2.358
NOLA3	-1.073
TRDMT1	-1.51971428571429
IL17F	-0.2425
ATP1A4	0.386333333333333
OR52W1	-0.077
CFL1	-0.98825
IL4	-1.83425
RBP2	0.018
CPSF6	-0.36425
TTC8	0.812333333333333
MUCL1	0.434
EYA3	-2.25016666666667
KRT38	0.9805
GNE	-1.172
ZNF501	1.3995
SLC35A2	0.846
CEP110	0.1477
MYF6	-0.2335
MGST2	0.412666666666667
TRPV4	0.480666666666667
NEK8	0.577
NOX5	-0.535
NCKAP1L	-1.093
EMP3	-2.67183333333333
BPY2C	0.231
C1orf38	-0.6615
ELOVL2	0.968
CBX7	1.13308333333333
OSBPL1A	0.934833333333333
ZNF589	0.7045
ESCO1	0.724666666666667
TRA2A	0.0331666666666667
C3orf26	-1.44625
PHF2	1.46975
PID1	-1.97916666666667
RFC1	-0.1435
MTAP	-0.5464375
ADORA3	3.28733333333333
LOC389458	-1.85175
TRNT1	-0.600125
CRIPAK	-0.1195
RAI2	3.95816666666667
ANKRD44	-0.7475
GZMB	1.47575
NFE2L1	0.492125
STIP1	-0.519666666666667
RASL11B	0.0285
NT5DC2	-3.115
LRP2	4.0065
MTDH	-0.289
ARSG	1.2515
HSP90AB1	0.415166666666667
CT45-6	-5.132
ZNF483	0.764
LMBR1L	-0.25925
S100A2	-3.641
C2	-0.958833333333333
C2orf27	0.533
EIF4EBP1	-1.959
GCKR	-3.88883333333333
PPP1R9B	-0.015125
FER	-0.659
SNRK	1.06683333333333
OR5M10	0.5275
UTP6	-0.81825
CAPZA3	0.0743333333333333
FBP1	2.68633333333333
TERT	-1.5935
CCL1	-2.1385
FUCA1	1.443
ALS2CR8	1.43633333333333
KCMF1	-0.229833333333333
SRCRB4D	-0.1055
OXCT2	-1.546
IL17RA	1.2705
MPP5	0.914875
SPA17	1.10625
FLJ10986	0.675333333333333
GALNT14	-0.3355
CXorf27	0.595375
NPLOC4	-0.64475
RAB34	-0.15025
KRTAP3-3	4.3715
ARSD	2.00266666666667
CPLX2	-2.2669
PJA1	1.01425
WHDC1L1	0.152666666666667
RB1	-0.3405
MTMR15	0.181
PHLDA2	-2.4438
GUCY2F	-0.3955
MPV17	-0.387
SLC35D1	-1.078
LYSMD3	0.2769
COL16A1	0.84575
ERLIN1	-0.62
JMJD4	0.24125
HIST1H2BK	-0.26025
TP53I11	1.85033333333333
ST3GAL4	-0.4613
PF4V1	0.4958
ALG8	-0.6435
REG1A	0.30675
MINA	-1.57325
CYB5R3	0.00383333333333334
HHLA1	-1.225
MYST4	2.0706
VASN	-1.562
UCHL5IP	-1.0885
TFAP2A	1.911125
MGC9913	0.0325
C9orf97	-0.009
LOC90379	-1.5765
PHF15	0.925428571428571
ZNF169	-0.4565
KRT7	1.2781
GLIPR1L2	2.898
LOC116236	-0.138
IQCF3	-0.6915
RDH14	0.451666666666667
HNRPK	0.583928571428571
RABEPK	-0.260666666666667
ISX	-3.422
CBARA1	0.76525
RAD51AP1	-2.91525
MLL5	0.82975
CXorf48	-6.804
SGCD	-1.77075
PHTF1	-1.40975
CA3	0.2315
CMTM5	-0.47675
STX10	0.03975
JMJD2D	-0.9865
P4HA1	-1.4005
GAB3	-1.2055
DHRS4	0.480333333333333
COL4A1	2.1199375
C20orf20	-1.16475
OSBPL2	0.24025
PTTG2	-3.752
KIAA1688	1.44125
STS	-2.728125
SHROOM4	0.7738
KBTBD5	0.0215
ALDH1A3	-0.1234
BTNL2	-0.00249999999999998
TGIF1	0.197
ZFAND5	0.132
ICA1	2.335875
NAV3	-1.531
FLJ12331	-0.79575
EPS8L2	0.7069
MNT	0.2985
ENTPD1	1.66858333333333
OR51E2	1.5705
STK11	0.477
MX1	2.209
TTTY9A	1.28866666666667
CX62	0.908
LOXL4	-1.62575
EXOSC4	-1.019
PURB	0.782071428571429
SETD1A	0.338833333333333
RELB	0.40375
LAMB2	1.47816666666667
HNF1B	-0.271666666666667
PNLIPRP3	-0.6965
C14orf139	-1.3
UMOD	3.334
GRIN3B	-0.438
GPR25	0.212
ZNF512B	-0.61925
ATP6V0A1	-0.205625
SRA1	0.298
ZNF615	1.45175
ZNF768	0.841
ZNF469	1.86475
DYNC2LI1	0.922666666666667
DNAH3	-0.1675
LOC387911	0.38525
LOC554234	0.21275
ARRDC5	0.7855
TMEM59L	-2.0735
MARCH4	-0.99675
CNOT8	0.8225
KIRREL3	-1.78633333333333
ADAM17	-0.2135
MYOG	-0.336375
CPNE1	-0.922666666666667
AK5	1.283
LOC204010	-0.53575
NDRG4	-1.255
LOC130074	0.085
PIAS4	1.2075
NCOA2	0.2485
TEGT	1.2401
USP5	-0.3135
ANKRD21	1.5925
KIAA0692	-0.426
HAPLN3	-0.1105
LZIC	-0.738
NRXN3	3.016
CDKN2C	-2.96416666666667
KIAA0226	0.0341666666666667
CYB5D1	0.7325
WDR68	-0.8194375
ABCB6	-2.4052
MRPS25	-1.26975
ZMAT2	0.774416666666667
KRT25	-0.3065
RPL11	0.06125
GRAP	0.166
LOC198437	-1.63733333333333
RORC	1.7005
RAP2C	1.22514285714286
MXD1	0.29575
AZI2	0.264833333333333
NUAK2	-0.17275
AHSG	-5.989125
MANSC1	2.62725
IMP3	0.215833333333333
C2orf3	-0.795125
VSTM3	1.537
PCTP	-0.69375
SIRT1	0.5605
MANBA	0.603
CD164	1.24375
GFRA1	3.3178
PRM2	0.1135
ZKSCAN3	0.4725
PLEKHG1	0.9855
TPRKB	-0.01
UBFD1	-0.411916666666667
CDKL5	0.688333333333333
HIST1H2BD	0.269666666666667
INPP4A	-0.976166666666667
BMX	-0.52175
PTPRU	-1.7695
LOC554202	-0.916833333333333
HOXC8	0.158
IL12B	-0.7125
ADPGK	-0.16675
ZNF418	1.449
SIAE	1.8835
CWC15	0.06525
RP13-401N8.2	-0.7635
KLHL11	-0.19475
DEDD2	0.571125
PSMB3	-1.0125
DDX25	-3.91475
ZBTB3	0.413666666666667
GFRAL	0.0725
RPS25	-0.254833333333333
FAM57B	-0.226166666666667
TESK2	0.5535
DNM1L	-0.554
ZNF207	-0.521666666666667
CLEC11A	0.0365
TOLLIP	0.644
TMEM61	0.0996666666666667
DLK1	-4.4979
PLVAP	3.162
NOD2	2.96316666666667
SCMH1	0.5105
FLJ40235	-0.13225
HTR2A	-0.9125
ARMC5	0.0765
FUT7	-0.223
PRELP	1.5441
ALKBH6	-0.161666666666667
GYG1	0.275666666666667
POLR3GL	0.5465
COL8A2	3.55833333333333
OR10A5	0.08875
C1orf187	-2.014
TXLNB	2.30716666666667
C16orf68	-0.860916666666667
R3HDM1	-1.52175
C16orf75	-1.79475
BAALC	-1.62375
TNP1	0.01775
GAPDH	-1.444
COX7C	0.055
ERRFI1	-1.3285
PGAM2	0.490333333333333
FAM108B1	-1.2555
APC	0.1465
TLR2	2.63975
SUCNR1	1.536
ZNF233	1.73575
WFDC1	-2.5515
PSG11	-0.2274
SLC39A1	1.07
PSAPL1	-0.4285
CDC42EP1	-0.693
MECR	-0.43825
KIAA0101	-2.4595
MACROD2	1.0057
MMP19	-0.1405
LOC202459	-0.686
VNN2	1.89675
ACCN3	-1.2785
TIMD4	-0.2845
RNASE8	0.136
CCDC7	1.3795
SULT2B1	0.3415
ME1	-1.6475
MGRN1	0.522625
MRPL30	-0.742875
IVL	-0.516875
CALM1	0.10515
PLEKHA6	2.1787
B4GALNT2	0.8135
PGDS	4.524625
C8orf33	-0.453666666666667
TMEM56	-0.540666666666667
CKM	-1.558
ESR2	-0.2442
ACOT8	-0.4315
AGTR2	1.113
LOC155006	0.5265
BC37295_3	0.2915
EPM2AIP1	0.4665
PZP	0.22375
RPS9	-0.0896666666666667
C18orf51	-2.3795
SIVA1	0.0239
HEATR2	-0.276
CD3E	-1.00841666666667
C20orf142	-0.99025
PGLYRP3	-0.6225
CCDC139	-0.24625
GPS2	-0.646
NOL14	0.31375
LRTM2	2.22325
TRIM36	-1.0645
TP53RK	-0.4188
FBXL13	-0.295833333333333
RUFY2	1.16428571428571
C11orf70	1.8075
HSPB9	-0.359
GJA5	2.6805
HGF	-1.76533333333333
EPHB4	1.59275
SOX18	0.7745
IFRG15	0.688
SERPINA10	-4.517
WDR23	0.3925
REEP2	-2.198
CDK3	-0.219
HSPA12A	2.18075
ARL8B	0.6896
SATB1	-1.77566666666667
PPM1D	-1.70966666666667
VPS45	0.355833333333333
TP53BP2	-0.014625
GJE1	2.866
CACNA1G	-0.240875
VGLL4	1.033375
GNPTG	1.31225
ROS1	-3.621
C21orf128	-0.187
BMP8B	0.77775
SLC5A4	-1.629
SLC6A3	0.0638
C16orf53	1.120625
TMEM81	-0.285
APC2	-0.8299
SYAP1	0.871375
C6orf54	-1.65233333333333
ZBED5	-0.2057
PVR	-1.178625
LTA4H	0.084
CCDC24	2.4426
MAGEA4	-4.17516666666667
IFIT3	1.8705
MYADM	0.188375
C21orf82	0.6675
PDE3B	-2.87525
TMPRSS11A	1.95233333333333
PGK1	-1.46394117647059
CCL13	2.24416666666667
DERL3	-1.98133333333333
MLXIP	-0.2385
PLOD1	-1.432875
MTFR1	-1.4302
NPDC1	0.899333333333333
GPAA1	0.1165
LTV1	-0.743
RYR3	-1.32775
C7orf46	0.8245
VAMP2	0.42225
RNF135	1.8356
SUPV3L1	-0.849
FIBP	-0.391625
ADAMTS18	1.39583333333333
RNF25	0.5585
SOS1	-0.12525
PLAU	-0.753
MATK	-3.30575
EHF	6.7215
CTNND2	-2.751875
PTEN	0.532785714285714
ZNF189	0.53425
SLC28A3	3.619
GUCY1A3	2.82675
SETD2	1.1295625
ROGDI	1.95275
TICAM1	0.7189
RASSF3	0.565
PACSIN2	-0.411666666666667
SERPINB5	-2.09758333333333
PRKCDBP	-0.727875
TFDP3	-0.615
LGR6	-0.939375
RFX5	-0.0581666666666667
OR52J3	0.5995
PTPN18	0.937125
ZBTB34	0.075625
KCNF1	2.1135
SYNE2	1.58078571428571
SLC22A4	-0.274
NETO2	-3.72425
VCPIP1	-0.46475
LDHD	-0.62475
ESX1	-4.14675
SQRDL	2.31525
GALK1	-1.29525
SERPINA6	1.0585
HD	0.280375
ASCL3	0.18
FBXL6	-0.428
FABP7	-5.65825
MAGEC3	-0.908
KLC4	0.01625
CD1D	-1.64375
PRAM1	1.11675
EIF3B	-0.633857142857143
DSCR8	-5.4745
FLVCR1	-0.58775
KIAA0141	0.547375
PROM2	3.38533333333333
ALOX5	2.5188
GPR162	-1.272625
LYRM2	0.28525
RNASE6	-1.228625
HES5	1.19625
GJA1	4.72975
MRPS14	-0.0535
HMHB1	0.78
TAF7	1.538875
BTNL9	1.144
SFXN2	1.78725
VEPH1	-2.67275
GK2	-0.0385
AMBP	-4.60325
KIAA0953	-0.3385
XAGE5	-0.254833333333333
CCBP2	0.587
TGM2	-0.649333333333333
ZNF202	-0.898
ACTL6A	-0.3695
SLC23A2	-0.8309
ARHGEF7	-0.265416666666667
LOC728635	0.5715
CRYM	-2.98766666666667
PKD2	-0.8885
MANBAL	0.451
LIN54	-1.3605
ACTL7B	-0.41175
OR4D9	0.317
KIAA1683	-0.173125
ZNF704	1.9955
TCP10	-0.290875
MAGEB18	-0.438
DEFA4	0.187
ZNF197	-0.101
PTOV1	0.17
RNF208	0.103833333333333
CMIP	-0.424
TRDN	0.3365
UCHL1	-2.654875
APOL6	0.6039
PLK1	-2.33183333333333
NPHP1	1.5995
NDUFA11	-0.892
DAB1	0.41
RTN4R	-0.8245
PUSL1	-1.564
SYT2	-0.40225
ANXA13	-0.2765
RFTN1	-0.09075
ATP8B2	-0.0228333333333333
VN1R2	-0.5135
OR52E4	0.088
NPPB	-3.5575
ZNF148	0.883875
ZNF141	0.496
IKZF1	-2.214125
PSMC2	-0.35575
GGA3	-0.877
LPGAT1	1.79125
SEC16B	0.675666666666667
C5orf38	3.09633333333333
THOC2	0.1304
SLC16A12	-1.112
ALK	-2.926875
DACT3	0.4385
CACHD1	-0.9915
GAN	-1.55825
EXOC6B	1.0915
HIST1H2AE	0.29225
VAMP1	-1.4355
SRI	0.0680833333333333
AKAP14	0.208
HLA-E	1.3376
SLC25A32	-1.10633333333333
FLT3LG	-1.03383333333333
ATP1B1	1.65
WDR1	0.4740625
SWAP70	1.144
TRIM31	-0.7745
ARNT	0.531625
ZNF596	1.1082
CDKN1B	1.06725
FOXC1	-2.588875
SEMA3A	-4.3108
LSM14A	0.236916666666667
STEAP3	-0.175375
ABCA1	-1.29233333333333
PLSCR2	0.867333333333333
EDC3	-0.702416666666667
THBS3	1.5045
C15orf43	-0.012
GMCL1	0.0935
C9orf71	0.17825
MGAT5	-0.439
LOC402164	0.03525
TSPAN8	-4.98966666666667
DYNLT1	1.00325
IGSF1	-0.29875
TMEM143	-0.12025
FLJ25006	-1.86675
ATP13A3	-0.615333333333333
C3AR1	1.54525
CADM2	2.76516666666667
EFNA4	1.778
HAO1	-0.6075
TWF1	0.579333333333333
MRPS17	-1.05175
MYH9	0.749666666666667
C9orf9	0.2265
C17orf79	-0.682666666666667
FSCN3	-0.26225
BDKRB2	0.692666666666667
PCGF6	-1.28133333333333
RAP1GAP	0.85625
TAS2R41	0.02
DCLK1	0.2095
DEFT1P	-1.08116666666667
TAF2	0.111666666666667
COPZ1	0.748125
KATNA1	-0.55425
STIM1	0.777
TBX2	-1.624
RPS4X	0.592615384615385
MARCH8	1.22816666666667
DHX33	-0.905833333333333
TMEM161B	-0.02
SYPL2	-0.49
ADCY5	1.26825
SRPK3	0.518
CXorf9	0.4895
REC8	-1.013375
CLP1	-0.00499999999999999
MGC52498	-0.3535
DUOX2	0.172
C6orf150	-0.012
TSC22D3	2.401
CASP8	-0.4046
PRKD3	-2.404125
CFH	0.59675
TRO	-0.81075
NRIP1	1.79275
ZNF707	0.941
TBC1D22B	-0.613
HYI	1.4475
COX7B2	-0.406
GPR52	-0.199
CASC3	0.849
METRN	0.5695
