Hybridization REF	TCGA-BH-A1F0-11B-23R-A137-07
PUS7L	-0.314166666666667
MGMT	1.475
HOXD1	0.5445
CSH1	0.3265
ATG16L2	-1.24
FLJ44635	1.412
CHODL	2.58475
EXOSC8	-0.88
SLC28A1	0.0515
MYO7B	-0.5235
SEH1L	-0.9601
MTNR1A	-0.330333333333333
TSPAN5	0.473666666666667
CDC45L	-5.09816666666667
AMIGO1	0.1625
ATAD3A	-1.652375
OSGIN2	0.213
PDIK1L	-0.0618333333333334
DARC	5.08125
PIPSL	-0.1545
SHMT1	-0.141
CRISP3	-2.678
POPDC2	2.37233333333333
ZRANB2	-0.685
FBXL8	0.56325
TRIP13	-3.868
EIF5AL1	-1.372
POU5F1P3	-4.87733333333333
IL6	3.38066666666667
CXorf38	-0.6075
IFNA16	-0.314
FBXL2	1.06783333333333
BRD1	0.44525
STATH	1.0725
FBXO44	0.498666666666667
MCCC2	-1.23025
CDC2	-3.5976
C5orf23	3.92
IVD	-0.585333333333333
C10orf122	-2.0675
MSL3L1	0.0702
MVP	0.69125
EPOR	-0.5797
ZMYM1	-0.487833333333333
BCL7C	0.1065
PSTPIP2	0.271
LYPD1	-2.879375
OR8G5	-1.6495
ZP3	-0.4465
BCAS4	-0.759416666666667
EDG6	2.90125
ISY1	-0.9855
PRAMEF2	-1.52225
CUL1	-0.5115
RNF213	-0.00169999999999998
CCRK	0.72875
DHX9	-1.003375
C13orf29	0.232
NCKAP1	1.45016666666667
MRPL43	0.925142857142857
XPR1	-1.67325
PKN2	0.4045
PODNL1	-0.021
ZNF333	0.485
DALRD3	0.1335
OPN1SW	0.8695
BTBD6	0.69425
C11orf82	-2.737
OR5P3	2.164
DUSP11	0.527
L1CAM	-1.5754
NEK11	1.32383333333333
OR7E91P	1.308
CNTN3	2.71066666666667
CREB3L2	0.54025
ZBTB37	-0.786
KIAA1324L	1.1045
NDUFB10	-0.0925
NUDT2	0.14125
GTPBP8	-0.53525
CACNA1D	0.25275
PRKAA2	-1.35316666666667
PRDM8	0.0615
MGC16075	1.06633333333333
KRT14	3.55821428571429
PP8961	1.39775
MRPL18	-0.14725
ABCG2	-1.22575
PACRG	3.6415
BBS2	0.836
KREMEN2	-3.8425
FBXO21	0.712
HNRPUL1	-0.261333333333333
GRB10	0.5395
CLSTN1	0.435
LMAN2	-0.7323
C17orf61	0.5525
NIPSNAP3A	1.834
INSIG2	-0.388666666666667
PCDHB7	1.4205
STXBP2	-1.05
CMAH	1.778
SEMA5B	-0.86925
ZNF155	0.410333333333333
COQ6	0.3315
PRPF4	-1.16475
TSPAN15	2.364
VN1R5	0.09975
LATS2	1.2195
SELK	1.14
PGK2	-0.2775
MS4A1	0.9955
TYW3	-0.2636
KRTAP5-1	0.43475
RCCD1	-2.34683333333333
BTN1A1	0.06225
DDX28	0.07075
TMEM65	-0.1235
LOC92345	-0.94525
TTC31	-0.74175
WDR46	-1.18766666666667
CHP2	-1.23733333333333
LSP1	1.0185
ZNF542	0.117
EXOSC1	0.1315
ARHGAP18	0.0665
LRRTM4	-0.649875
MAOB	4.519
CACNB4	-0.81125
MGC33846	1.29225
RANBP3L	2.194625
ATP5L	0.745375
ONECUT1	-3.5415
NUDT9	0.10875
TMEM149	0.7745
STX17	0.62575
IGSF10	0.6285
TMPRSS9	-0.3125
BMPR2	0.89925
ALLC	0.41875
KLF7	0.4265
GCC1	0.3862
TIMM9	0.47375
CDO1	4.56533333333333
MGC10701	-0.631
IFI6	1.70933333333333
FRMD8	0.58225
MGAT2	-0.16925
WBP5	0.822833333333333
CNIH2	0.247
KIAA0907	-1.9331
KCNH8	3.086
CTSG	1.5725
GRIK1	3.27216666666667
CUL5	1.359125
FRMD1	0.576
OR9A4	0.2995
SYT6	-1.085125
FOXD4L2	-1.2445
ANAPC2	-0.934666666666667
OPN5	-0.069
TAF13	0.2335
LYG2	-0.67625
GGNBP1	-0.7985
C11orf40	-1.0875
OTX2	-1.7975
REG4	0.0955
EIF5	0.0881875
PALB2	-1.40425
SEPSECS	-0.338
RNASE3	-0.39775
TRIM49	-1.6125
POLR2K	0.745
GPR42	0.3735
C8B	-2.3835
SASS6	-0.84575
PREB	-0.449
OR3A3	-0.17
TUBA8	0.801
IGLV2-14	0.11275
STIL	-3.60875
ANKFN1	-1.29516666666667
NME7	-0.66875
HOXC12	-1.791
UBE2C	-3.88125
FHOD1	-0.6685
CDK2AP1	0.2775
OR6K2	0.6335
DHPS	-0.86775
RPL5	0.870916666666667
TRGV5	0.3195
LOC541472	1.209875
HCCS	-0.3528
DENND1B	0.125
LHX3	0.201
OR5D16	0.465
CXorf57	-0.596166666666667
IRF2BP1	0.28425
NDST2	0.4785
LCE3D	0.048
BOLL	0.423125
SYT3	-0.42525
PIH1D2	0.85325
C20orf7	-0.4765
IL1R2	0.0996666666666666
SLAMF9	-0.223
PPME1	-1.4955
PIK3CA	0.50025
TRAPPC1	-0.179875
COLEC10	-1.38325
SLC9A6	-0.427666666666667
PDDC1	0.0369166666666666
CCDC53	1.15625
GK3P	-1.76225
DAZL	-0.91225
BRI3	0.5685
SDK1	0.43075
CYP2C18	-0.0125
IFI44L	3.909375
RPL3L	0.992
FUT9	0.849
KIFC2	-0.630333333333333
PMP2	0.36225
SLC4A9	-0.141
PLAG1	-0.559333333333333
MYCBP2	1.23933333333333
OR4E2	0.5265
CCDC65	0.62775
C16orf82	0.28775
ENTPD4	-0.75875
BRP44L	1.177375
PMP22CD	-0.2805
TMCO4	1.41866666666667
KCNN1	-1.264
WDR35	-0.59725
CCDC80	3.063625
C3orf31	-0.57
SLC7A9	-1.332
TMEM190	-1.40525
DBC1	0.703
FADS3	0.907166666666667
PDZD8	-0.440833333333333
GRM5	0.059625
AZGP1	4.2027
PEX3	1.062
MED1	-0.5855
ATG4C	-0.383666666666667
HNRPH3	-0.6135
FAM109B	1.253
C4orf17	0.1395
CA10	-0.362
OPRD1	-0.062
CCL16	-1.22825
SACM1L	-1.68
CST6	4.4165
CD63	1.523125
LGI1	-0.4215
ZNF784	0.3675
CRYBB1	-1.3285
CX3CL1	3.1549
TOP2A	-5.10875
GYPB	-3.0155
GADD45GIP1	-0.77675
FEN1	-2.98825
IGF1R	-0.57925
WDR72	-2.07616666666667
PURG	-1.0445
DEFB126	-0.30225
PKD1L1	-0.431
CAV1	1.6568
GNPDA2	1.4413
DGAT2	2.456
NLGN1	-0.15525
STRBP	-1.450875
HPRT1	-1.47733333333333
FANCI	-3.681875
PSMA7	0.088625
DBF4B	-0.929
TTF1	-0.24775
RAD54L	-3.61875
ELOF1	-0.743
PLAGL2	-0.493125
ZNF256	0.7995
HMGCL	0.60225
MSI2	-1.44016666666667
RPESP	1.57183333333333
C11orf60	0.34
ABCD1	-0.3825
ACAA1	0.4033
SPARCL1	6.319
IL6ST	0.3434
ZNF319	0.6135
TMEM109	-0.1157
FAM90A1	-0.602
IL22RA1	-0.0425
ATP4B	-0.43
TEC	-0.9788
C7orf30	-0.4085
TXNDC2	-0.524
ABCB4	-0.984
KIAA1191	0.4685
C9orf38	0.283
SFTPB	0.4035
CNTNAP2	-2.04590909090909
FRK	1.2675
TBX19	0.41725
CHD4	-1.1405
C6orf26	-2.892
MOSC2	2.13875
IKBKE	-0.832
HIF1A	-1.54716666666667
LOC595101	0.343
RELA	0.311833333333333
TMEM16B	1.323
ABHD12B	-2.30825
TSEN34	-0.43075
KIF18A	-4.3375
TXNDC9	0.0875
SPATA2L	0.0595
SEMA4G	-1.246
C21orf91	0.781625
MATN1	-0.085
KCNIP4	0.533
TUSC1	1.77725
OR4C15	0.316
ARMCX6	0.670916666666667
WBSCR27	-0.6005
OR52I2	-2.164
KIAA1604	0.27625
DYNC1I1	0.55925
PPP4C	-1.7575
SLC47A2	-0.656
TREH	-0.2145
CD48	2.33016666666667
ST14	0.759
PKN1	-0.91875
SPON2	2.0015
XBP1	0.854583333333333
SFRS12	-0.9325
EFCAB6	2.67225
SELT	0.3235
SLC39A2	1.302
ERF	-0.608833333333333
ARL3	0.561875
SURF6	-1.1616
MLLT10	-0.401666666666667
FLJ11171	0.262
TDGF1	-3.10883333333333
ERCC6	0.02075
EIF2AK4	-0.316875
BAZ1A	-0.767166666666667
LRRN3	2.95433333333333
TMC3	-0.169
EFTUD1	-0.5545
PTPRO	0.451333333333333
CLEC12A	0.62175
ACBD4	0.24425
ZDHHC14	-0.504125
OTUD7B	0.064625
ACTB	0.512625
MSRA	0.721125
LCE5A	0.4745
IFI35	0.6155
BSCL2	0.0125
ANKRD12	0.783166666666667
CFHR2	0.13
RGAG1	-0.159833333333333
HSFY1	0.027
SLC30A5	0.01225
IMPG1	0.9405
GPR109A	0.8245
ZNF185	0.89
IYD	0.58825
NPCDR1	0.691
SERPINA13	1.305
HMGCLL1	1.99075
NEUROG1	0.680666666666667
UBQLN1	-0.6714375
LIN37	0.32625
SOCS2	0.00225000000000001
DSCR4	-2.02128571428571
XKR6	-0.06825
GPR142	0.6915
KRTAP13-3	0.5895
CCDC15	-1.77166666666667
MOS	0.6015
CD1E	-2.053
OFCC1	-0.037
FAM83D	-5.35825
SRFBP1	0.3545
C9orf96	0.378
DHDH	-0.3585
CCDC90A	-0.599
RABL3	0.43845
CD320	-1.34066666666667
ANGEL2	0.0896666666666666
MRPL21	0.07775
SMG6	0.8635
INSR	1.6605
FLJ14816	-0.1845
GLRB	0.128833333333333
C9orf89	0.81275
CIZ1	-0.586625
URG4	-0.0786666666666667
LRDD	-1.30133333333333
CBY1	1.08766666666667
NFX1	-0.03975
MTERFD2	0.708642857142857
C19orf23	0.5675
PGC	-2.532625
IER3IP1	0.768
RASAL2	0.58675
C1orf89	-0.02025
SYNJ1	-0.20925
NFKBIE	-0.90425
FLJ40125	-0.169666666666667
TCEB2	-0.3723
NOG	-1.904
POLR2J2	-0.422833333333333
HLA-B	2.46725
PCDHA1	0.1695
PPP2R2B	1.33975
ARHGEF17	0.806166666666667
TCF7L2	2.04785714285714
CHD5	-0.711
ZNF431	-0.6025
TBC1D25	0.405
ZNF800	-1.64875
SCUBE2	1.66181818181818
MYCBP	-0.248333333333333
GPX5	0.57
C6orf129	-0.7885
QSER1	-1.66716666666667
ULK2	2.621
PIGO	0.037
NRCAM	-2.37323076923077
SLC35E3	-0.96425
CSRP2	0.64925
HYPE	-0.6375
MAPK15	0.0733333333333333
MGC14327	-0.3285
TIMM13	-1.11833333333333
ZNF462	1.137
GBA3	0.53675
TEX13A	-0.3425
MCM6	-1.905
MTRF1	-0.539
ABCA7	-1.054
EIF4A2	0.0845
ZC3H10	0.6097
RPGR	1.35783333333333
C20orf94	-1.22625
RP1L1	0.56
GPR125	0.257142857142857
USP22	-0.1925
OR1L4	-0.808
MLZE	0.9995
FLJ32065	0.007
PTCD1	-0.84925
CRTAC1	2.70883333333333
BXDC2	-1.419
C18orf1	2.07016666666667
FAM107A	4.22292857142857
EFNA3	-1.29025
P18SRP	0.097
CAMKK2	0.225
KIAA0649	-0.83125
NES	-0.163666666666667
HS6ST3	-0.640375
PON2	-0.19
TCP11L2	0.21075
CLEC4A	2.088
PRR12	-0.2065
MLXIPL	0.4971
C2orf50	0.0115
ZNF28	0.12075
ENC1	0.00266666666666665
MAP2K1	-0.162875
FKSG2	2.2145
KIAA0430	1.1855
PTP4A1	-0.853944444444445
GPR156	1.071
GTF3C6	-0.34225
UBR2	0.0331
LOC388272	-0.9755
MAK	0.734166666666667
ACOT4	1.8745
STC2	0.267166666666667
PIGW	-1.432
SAE1	-0.954875
COL6A1	0.901727272727273
OAZ1	-0.322666666666667
STMN4	0.927666666666667
EDG3	0.627333333333333
SGCE	1.373
IL11	-2.68966666666667
PRSS8	1.053375
YIPF5	0.716083333333333
WNT4	2.48225
CSN2	-0.281333333333333
TCF7	-2.237125
TDO2	-0.69175
SAMD9	-0.266625
S100A7A	0.26
MMRN1	6.35716666666667
GKAP1	0.83975
AKR1C3	1.5575
RNF19A	0.03825
GMDS	-0.84025
YKT6	-1.161
SPARC	1.7596
C12orf31	-0.37975
UBE2V2	-0.861
FBXL18	-0.938666666666667
KIAA0460	0.2805
ADAM22	-0.714
SERPINC1	-4.174
KCTD21	-0.12175
MYOHD1	-2.339
ZNF37A	-0.488333333333333
GTF3C1	-1.17183333333333
CTSZ	2.59
PRNPIP	-1.336125
DRD1IP	0.30025
NR1I2	-2.761
ZNF266	0.2509
SPAG4L	-0.818
COX4NB	-0.283
SAPS1	1.13666666666667
APOA1	-3.631375
TATDN1	-0.05
C10orf82	1.22225
KPNB1	-2.69975
FOXO3	0.617
CRYBB2	-0.8225
ZBTB5	-0.0545
SLC25A38	-0.72125
DCTN2	0.0536666666666667
IFT20	0.82375
CTHRC1	1.853
C1orf31	-1.207375
UHRF1	-3.17586666666667
GPC6	-0.764
C10orf54	3.26625
MCF2L2	0.4115
WNT9B	-0.215125
OLA1	-0.48775
FAM120B	0.70775
TTLL10	-0.862
CYorf15A	-5.47066666666667
RELN	-0.675
SCN2B	2.59658333333333
MFHAS1	-1.50525
NKX3-2	-2.13266666666667
RASGRF2	0.9525
SSBP1	-0.605166666666667
KPNA6	-0.542285714285714
LOC389118	0.4295
HS3ST4	0.7678
SUPT7L	-0.16275
FLJ32658	-2.577
IGFBPL1	-0.77925
KIAA1641	-1.5983
SHKBP1	-1.014
CSF1R	5.35675
NAGK	0.39125
MYL2	1.1305
HIST1H4C	-2.78166666666667
TOMM7	1.009125
ADAMTSL3	2.8106
TNFSF14	-0.61825
PRRT2	-2.4095
VTA1	-0.281
AOAH	2.64183333333333
CRISPLD2	1.435
PNN	-0.518
TA-NFKBH	0.376
ESPN	-0.96675
RBM43	-1.045
KIAA1267	0.64175
DDX3X	0.837888888888889
KIAA1576	-3.78825
PLXDC1	4.0245
FLJ25801	-4.33825
HNRNPL	-0.48975
RUNDC3A	0.3325
CASP12	2.8195
SH2D5	-1.243
RPL26L1	-0.325
OR51A7	0.541
HDC	4.0065
C2orf16	-0.289833333333333
SYTL3	2.35375
GOLGA4	0.74975
NOTCH1	-0.383
ATPAF2	0.012
ECD	0.16875
SSX5	-1.3072
SNAP91	0.465
OCA2	-1.413
PNPO	-0.324666666666667
DAPK1	-1.08566666666667
PINX1	-0.533833333333333
SELENBP1	1.039625
NEK3	0.354083333333333
TMED4	-0.111
SSTR4	-0.421
FOSL1	-2.4892
CD40LG	0.1555
CES1	1.27733333333333
DCI	-0.574666666666667
B3GAT3	-0.269
STK17B	1.159
CNTN6	-0.00199999999999997
CYP3A4	-0.703166666666667
MBOAT2	-1.12464285714286
PISD	0.432375
USP1	-0.9315
PYDC1	0.630666666666667
CENPM	-3.04825
SAR1B	0.37975
TTC7B	-0.340125
DP58	0.0055
GPC1	-0.2375
RBL1	-2.33042857142857
TMEM137	-1.90033333333333
TOB1	0.998083333333333
TCEAL1	2.49083333333333
CENPF	-5.36063636363636
C6	5.86016666666667
PRSS1	-3.6855
PPIL6	1.5625
C6orf124	0.5405
ODZ4	0.657666666666667
SNCB	-0.14325
NDUFB9	0.048
CNOT6L	-0.0936666666666667
S100A9	2.79466666666667
TRIM50	1.0035
KCTD1	1.1807
WDR63	0.5145
SPEF2	1.85125
RNGTT	-1.00333333333333
CXorf22	0.701
KCNK16	-0.106
CEP250	-2.358
ATPBD1B	0.00475
KCNJ2	5.26525
MT1B	0.1465
ZNF684	0.575
SLC4A1	-0.03675
PDHA1	-0.47
ZNF492	-0.401625
TKT	-1.598
BYSL	-1.186875
RNF38	0.113125
AHDC1	-0.0235000000000001
KLHL2	1.288
CMTM8	1.8375
DMP1	-1.7545
HERPUD2	0.262125
CRTAM	2.97166666666667
ZNF572	0.15575
TMEM16J	-1.044
HSD17B2	-0.897
UBE2G1	-0.7255
AHSA2	-1.128
PELI2	1.242
TPX2	-5.013375
ATP9B	0.526
DAZAP1	-0.584125
HMGCS2	3.5565
C17orf38	0.31475
B9D1	0.2005
NKX2-5	-1.28466666666667
KIAA1276	-0.1235
LILRB2	3.9215
CSTF1	-0.802
BTN2A1	-0.270833333333333
C15orf48	3.6915
IGF2BP3	-4.1435
FAM113B	0.711666666666667
HRG	0.753625
ZNF131	-0.94225
USP47	0.905785714285714
CCDC88B	-0.409875
HCN1	1.2692
HTN1	-0.0393333333333333
SYCP3	-0.2865
C13orf23	-0.8834
PAPOLA	-1.045375
AATK	-0.5012
MSH3	-0.589333333333333
NDUFAB1	-0.444
ITLN2	-0.7855
BAK1	-0.66
MRPL45	0.091
MTNR1B	0.098
LOC645843	-0.0965
SPECC1L	0.652375
PGCP	1.3785
SPN	-1.118
GPR143	0.518166666666667
ZNF576	-0.1505
TMEM39A	0.5915
ATP5D	-0.145333333333333
MAGEB3	-2.332
RPS5	-0.0201666666666667
ANP32E	-1.85571428571429
MTMR1	-0.27275
YEATS4	-0.38725
SYNGAP1	-0.553
PCOLCE	-0.600833333333333
MNS1	0.61
PCYT2	-0.273333333333333
ZNF182	-1.18975
LAX1	1.0135
SPPL2B	0.351
ELOVL5	1.2514
PCDHAC1	0.259
B4GALNT1	-1.7805
BLOC1S2	0.7675
ZNF673	0.195
ARHGAP21	0.529666666666667
IRX5	1.914875
LRFN5	1.77
FAM7A1	0.81375
RAB19	-0.1645
GINS1	-3.875
ITM2B	2.6284
PAPSS2	1.54991666666667
OR5BF1	0.7085
ACSL3	-0.80675
KIAA1919	-0.79725
GLT8D2	2.973875
UTRN	1.98471428571429
CNN1	4.02125
HISPPD2A	0.076
SDAD1	-0.346
SIGLEC9	-0.244333333333333
RPL35	0.373571428571429
C22orf26	0.1535
IMPDH2	-0.725625
WDR69	0.390333333333333
SEC14L5	0.345166666666667
CLTA	0.36725
RP11-529I10.4	0.45025
GPR37L1	0.5135
OGDH	-0.654833333333333
ASB13	-0.290666666666667
ZFP14	0.8295
ZCRB1	0.2355
KPNA3	-1.06575
HSPA1L	0.621
RHOC	0.160875
LOC554175	-0.28375
PPP3CA	1.6926
SLC1A7	0.6967
ZNF529	-0.336833333333333
RBED1	2.506
DDB2	-0.6535
FLJ11286	0.073
SPATA1	0.2285
MKNK1	0.639333333333333
DYSF	1.72566666666667
ALKBH2	-0.22275
NKD1	-2.97783333333333
C1orf174	-0.359
PLEKHO1	-0.09
ASB10	0.00149999999999997
RING1	-0.498166666666667
NPC2	1.72575
AVPR1B	-0.065
YTHDF1	-0.119333333333333
LMAN1L	0.5905
GSG2	-3.823
CEP170	-1.1192
RPS4Y2	-5.0805
MSH6	-1.7995
HECTD2	0.632333333333333
ZNF556	-3.36583333333333
PLEKHC1	0.9485
AIRE	0.298333333333333
BCL2L10	1.27175
LMOD3	0.618333333333333
ZBTB8	-0.0196
FOXA2	-3.3509
SLCO2A1	3.263625
C3orf46	0.483
PRDM16	1.52566666666667
TMEM98	1.216
FRMD5	-1.603
PDE6C	-0.129
C1orf216	-0.356666666666667
EP400	-0.597857142857143
PTK2	-0.486666666666667
RNF217	1.02925
NDUFA8	0.263
ZFAT1	0.358
LAMP3	0.8525
GLTSCR2	1.189375
NPW	-1.564
LLGL2	-1.4973
PPM1K	-0.2576
C20orf177	-1.9385
KIR2DL4	0.3006
NFKB2	-0.73
C21orf122	0.7415
HESX1	-0.39925
GPR114	1.19683333333333
SLC25A35	-0.0426666666666667
GNAT1	0.4745
ORAI3	0.12575
FAM76B	-0.260125
TMEM99	0.3771
TRIM29	2.2187
CDS1	0.90925
RHEB	0.3389
C4orf27	0.0646666666666667
RAB3A	-0.621
OTUD6B	-1.8425
GPD1	4.733
CDH15	-1.2855
NPM1	-0.393928571428571
TMEM117	1.02
PRPS2	-0.419083333333333
GCK	-0.273
ADRA2A	6.0975
TSPYL4	0.337
TASP1	0.347
WDR19	0.255833333333333
C10orf38	0.12425
PDE4C	-0.529833333333333
FYB	-0.09475
C1orf55	-0.418333333333333
PPFIA3	-2.12925
RAD18	-0.89425
C12orf44	-0.345
CRYBA4	-0.0435
HVCN1	1.67475
TAF10	-0.115
C16orf48	-0.007
DEPDC5	0.829
LTBP1	-0.563
MAPRE1	0.194375
FGF8	0.6525
C3orf52	-0.211
SENP7	0.356
LRRK2	2.1135
RUNDC2A	-0.309166666666667
KIAA0355	1.26333333333333
CPEB1	-0.44975
PPEF2	0.1245
ABI2	-0.9365
KIAA0317	-0.18825
ATF1	-0.411166666666667
DYNC1H1	1.049
DIP	-0.01875
TMEM33	-0.463888888888889
POLDIP3	0.2075
C7orf24	-0.52125
GPR171	2.5565
CDC6	-4.48983333333333
PLD1	0.3881
ITFG2	0.016
NDUFC1	-0.13175
AKNA	-0.3065
NBR1	0.90425
PKHD1	-0.1345
HPS4	-0.5951
MAFA	0.9165
ULBP3	-0.642
DIRC1	1.0215
IMMT	-0.96175
C22orf13	-0.3795
CEL	0.0795
MARK3	-0.69725
ADAMTS2	1.28008333333333
ARPC3	-0.0611666666666667
TMEM10	0.7625
NPHS1	-0.171
BRD8	-0.0353333333333333
WDR12	-1.70825
IDI2	-0.055125
HOXD13	-1.7265
OR8G2	-0.5895
SLAIN1	-0.16325
GABRQ	-1.4325
NR2C2	-1.237
NKTR	-1.0807
TLE2	2.238
KIAA0892	-0.481333333333333
AURKA	-3.99554545454545
GPRC5C	-0.205666666666667
TBC1D9B	0.38575
PNPLA6	-0.206166666666667
AP3B1	-0.07625
NAG	0.31325
C11orf68	-0.39925
AKR7A3	0.58675
AHCYL1	0.419666666666667
COP1	1.914
RPP14	-0.366083333333333
PCDHB18	1.1965
CDH24	0.556
KRT17	2.6022
LACTB2	-0.04
DDX24	-0.6466
PHACTR1	-2.76016666666667
SLC35E2	-0.19325
LOXL1	-1.0605
IQSEC2	0.204625
RGSL1	1.218
PCDHGC5	0.5665
MEGF10	0.442125
PRRX1	0.410666666666667
ASTE1	0.5585
C6orf159	-0.641
MYOD1	0.76725
GAA	-0.12875
ZNF747	-0.2365
KLRC1	-0.703125
IL1RL2	0.1175
GDF9	0.493
GPR119	0.411
TRAF2	-0.953666666666667
HCK	2.67966666666667
BMP6	0.29525
IL8RA	0.794666666666667
FLJ35848	-0.7185
EFHA1	0.5985
CDSN	-0.018
C14orf54	0.406166666666667
LSM3	-0.15675
ZFP41	-0.3225
C9orf126	-1.08
VIT	2.183
SPCS3	-1.2705
DEF8	-0.6452
CHAF1A	-2.247
C1orf165	0.634333333333333
ZFPM2	2.37983333333333
FTH1	0.63025
SLC35F1	-0.417
YWHAH	-0.435
C17orf66	0.422833333333333
ADRB1	0.126333333333333
FOXL1	0.028
RG9MTD3	-0.305833333333333
UMPS	0.4215
MGC13008	-1.7005
KIAA1161	-1.1695
CCDC77	-1.79725
C12orf65	-0.2477
COG4	-0.751166666666667
RCP9	-1.28875
RP4-692D3.1	2.045
CDC2L5	-0.7195
MGC7036	1.3225
DNAJC11	-1.02425
GDF2	-0.3705
TIMM17A	-0.6075
HNRNPA0	-0.3639
OR2H1	-0.068
PCBP1	0.063375
COL23A1	-0.7605
LRRC2	2.36292857142857
NSD1	-0.256785714285714
FLJ37078	-0.377625
WDR91	-0.185
TMEM179	-0.461
DSCR10	1.119
CNDP2	0.2009
FYN	0.394
BEX2	0.624666666666666
KCND3	-0.3265
YPEL5	2.811625
LRRC42	-1.23383333333333
C17orf45	0.14475
ZNF649	0.7919
LOC150763	1.5415
COL5A2	0.09475
CNGA2	0.333
ELA2B	-1.23866666666667
RAB9B	-0.42725
FAM100A	-0.68975
NAIP	-0.165071428571429
MYOZ2	0.696125
SPATA12	-0.0495
XRCC4	-0.51275
CYB561	-0.2132
CHST10	-0.5955
BAI1	-1.59533333333333
BRSK1	-0.4805
C17orf89	0.13025
PDE6H	-0.278
FLJ20309	0.1637
MAP7	-0.0515
SCN4B	3.41525
SPAG9	-1.383125
SERTAD1	1.63383333333333
FLJ21963	0.7155
ANTXR1	0.4617
TMPRSS13	1.7575
ETV7	2.4385
DGAT1	1.19516666666667
NKIRAS1	1.21
TAC3	-3.118
CORO1C	-0.51525
RAD54B	-1.185
HRASLS3	4.37033333333333
C21orf42	0.43975
BARD1	-1.52183333333333
ZNF177	0.2705
MIP	0.6205
ZNF442	-0.8325
F2	-3.5828
GRIA1	1.351125
GALNTL2	3.1625
WNT5A	-0.766
LENG9	0.351
hCG_25371	-1.3235
FOXR1	-0.5575
TRA@	0.7495
PWWP2	0.05075
C1QTNF7	5.2665
SLC7A4	1.534
C4orf7	4.2485
C17orf80	-0.530833333333333
KLK4	0.322666666666667
IL31	-0.086
TMEM176A	4.7105
CTNNB1	0.2660625
BHLHB2	0.503
TMEM185B	-0.075
ARD1B	-0.31725
C1orf93	-0.153
BRUNOL4	-0.346166666666667
LOC541469	-0.342333333333333
UPK2	-0.1035
GAS8	0.1465
PATE	0.139
IMPACT	0.958
WNK4	-0.825666666666667
HNRPLL	-1.1275
GAD2	0.41125
ITGA6	1.50725
BMP15	-0.754333333333333
CYP2A7	1.206125
RIC8A	-0.617625
CCND1	-1.47525
USP35	-0.07
DSCR2	-1.34325
CCL4	5.6025
ZCCHC10	-0.039
NOL11	-1.0945
TRPM2	0.01025
PSMD2	-1.62554545454545
CHTF18	-2.35525
USP18	0.162375
RRAS	1.28175
LAMC3	-0.0225
TOX	-1.42466666666667
PCDH15	-0.082
GABRG3	-1.606
NUDCD2	0.353875
SGCZ	0.591
KCTD17	-0.2366
SPSB2	-0.3795
TPPP3	3.93033333333333
CILP2	-0.212166666666667
CALB2	4.928125
CEBPZ	-0.353166666666667
ZNF479	-0.357
FMOD	6.0365
C21orf66	-1.74657142857143
CLN6	-0.626333333333333
ANAPC1	-0.595625
SH2D3C	2.2155
PTPN14	-0.4501
TRIM42	0.405
APTX	-0.0765
SNRPG	-0.820666666666667
BMS1	-0.51775
MAGEA3	-4.2445
NFATC3	-0.819833333333334
LRRC45	-0.7155
ARS2	-0.980357142857143
LRIG1	2.13983333333333
EPSTI1	0.433333333333333
PRSS27	-0.27225
ERC2	-0.850625
PRKACB	-0.0326428571428571
PRDM13	-4.2005
HCG27	-0.956
KLK12	-1.283
HSD17B7	-0.897666666666667
ZNF354A	0.021
PCDH11X	0.206
DMGDH	2.74075
PCBD2	-0.933333333333333
TMC6	-1.3315
RIMS1	-0.467285714285714
SF3B2	-1.07766666666667
RCN1	0.0471666666666667
CPB1	4.99925
BCAR3	0.87775
FCRLB	-0.096375
PAK1IP1	-0.47025
OR10H1	0.179
KIF9	0.4435
PITPNM2	-0.416375
L3MBTL4	-0.13
TGFB1	-0.9176
ZXDC	0.01575
SLC6A16	1.2585
SRrp35	-0.413
LRRC8E	0.565
PPIAL4	-0.45475
EOMES	0.731166666666667
PAX2	-0.7085
SCARF2	0.06225
PSEN2	0.660083333333333
PCDHB13	-0.00249999999999999
C10orf28	-0.324625
DHRS7B	1.3215
C1orf131	-0.1115
ASB1	-0.3994
ZNF223	0.609
LCMT2	0.412
MEP1A	-1.51175
TMEM53	1.04375
RSPH3	0.83275
C10orf33	0.677
LOC644285	0.03625
PTPN9	-0.0236666666666667
ABCA12	-2.84825
CCDC37	-1.277
RUNDC1	0.906
YES1	0.176333333333333
FAM120AOS	0.4315
OR5M3	0.052
PPP1R3F	0.122166666666667
IL13	0.592
MDFI	0.05675
PRNT	0.4295
ZDBF2	0.7695
OR10C1	-0.0306666666666667
CLIC1	-0.963666666666667
LILRA5	0.0951666666666667
CSAG1	-3.57233333333333
TREML2	-0.635333333333333
FAM125A	-0.400333333333333
ZNF74	-1.5435
FAM104A	-0.637
LRRC39	-0.521
SAMD5	2.71575
HYAL2	1.0345
HIST2H2AC	-0.866375
IGFBP5	1.63086956521739
NRTN	0.585333333333333
KIAA0556	-0.275
FAM29A	-1.53316666666667
JMJD2A	-1.2715
EPHB1	2.753
POLD4	0.167625
ANAPC10	0.70075
LRRC36	-0.4435
MEGF6	0.5215
LPHN3	2.3545
BMP10	0.0475
