Hybridization REF	TCGA-C8-A1HI-01A-11R-A137-07
KRT14	2.35842857142857
PP8961	0.112875
MRPL18	0.66425
ABCG2	-1.5395
PACRG	3.07975
BBS2	0.00325
KREMEN2	-0.9615
FBXO21	1.38575
HNRPUL1	0.209666666666667
GRB10	-0.43525
CLSTN1	1.590625
LMAN2	0.0342
C17orf61	-1.05175
NIPSNAP3A	-0.04225
INSIG2	-1.17916666666667
PCDHB7	1.3265
STXBP2	0.4725
CMAH	0.37825
SEMA5B	-1.24775
ZNF155	0.781833333333333
COQ6	0.773666666666667
PRPF4	-0.35225
TSPAN15	2.0038
VN1R5	0.71975
LATS2	-0.2915
SELK	0.53625
PGK2	1.24725
MS4A1	-2.06625
TYW3	-1.2262
KRTAP5-1	0.4845
RCCD1	-1.658
BTN1A1	-0.51225
DDX28	-0.54625
TMEM65	0.0975
LOC92345	0.10625
TTC31	-0.372
WDR46	-0.723833333333333
CHP2	-1.22233333333333
LSP1	0.18
ZNF542	-0.90425
EXOSC1	-0.11125
ARHGAP18	0.474333333333333
LRRTM4	-1.080125
MAOB	2.55333333333333
CACNB4	-1.0355
MGC33846	0.609125
RANBP3L	0.0807499999999999
ATP5L	-0.36625
ONECUT1	-3.86
NUDT9	0.44525
TMEM149	-0.237
STX17	1.602
IGSF10	-3.69675
TMPRSS9	0.1695
BMPR2	0.418666666666667
ALLC	-0.6
KLF7	1.00775
GCC1	1.1085
TIMM9	-0.58125
CDO1	0.500833333333333
MGC10701	-1.82283333333333
IFI6	3.4795
FRMD8	0.37675
MGAT2	-0.24625
WBP5	0.421
CNIH2	-0.19525
KIAA0907	-1.06
KCNH8	1.2165
CTSG	-0.65625
GRIK1	-1.4476
CUL5	0.347375
FRMD1	0.4755
OR9A4	0.128
SYT6	-1.539375
FOXD4L2	2.0725
ANAPC2	0.276166666666667
OPN5	0.272
TAF13	0.132
LYG2	-0.8145
GGNBP1	0.024
C11orf40	1.3335
OTX2	-1.95
REG4	1.074
EIF5	-0.745125
PALB2	-0.154
SEPSECS	0.672
RNASE3	-0.0985
TRIM49	-1.4965
POLR2K	0.6153
GPR42	0.3935
C8B	-2.587
SASS6	-0.64875
PREB	-0.341166666666667
OR3A3	0.4105
TUBA8	0.472375
IGLV2-14	0.25675
STIL	-2.295
ANKFN1	-0.3325
NME7	-0.32375
HOXC12	0.24225
UBE2C	-1.89525
FHOD1	-0.7125
CDK2AP1	0.749833333333333
OR6K2	-0.13725
DHPS	0.01225
RPL5	-0.585333333333333
TRGV5	1.318
LOC541472	-0.496714285714286
HCCS	0.2648
DENND1B	0.5015
LHX3	0.361
OR5D16	0.952
CXorf57	-1.9084
IRF2BP1	1.18375
NDST2	0.326833333333333
LCE3D	0.24
BOLL	0.384
SYT3	0.92475
PIH1D2	0.1615
C20orf7	-0.6865
IL1R2	-0.527666666666667
SLAMF9	0.1685
PPME1	-0.35725
PIK3CA	0.3
TRAPPC1	-0.05325
COLEC10	-1.30775
SLC9A6	-0.491
PDDC1	-0.833416666666667
CCDC53	0.17425
GK3P	-0.084
DAZL	-2.13325
BRI3	-0.05075
SDK1	-0.286125
CYP2C18	-0.467
IFI44L	4.313
RPL3L	5.6485
FUT9	-1.40483333333333
KIFC2	-0.563166666666667
PMP2	-0.326875
SLC4A9	-0.6275
PLAG1	-1.6855
MYCBP2	-0.506833333333333
OR4E2	-0.3295
CCDC65	2.721
C16orf82	-0.013125
ENTPD4	-0.33425
BRP44L	0.534125
PMP22CD	-0.194
TMCO4	1.33583333333333
KCNN1	-0.9445
WDR35	0.02075
CCDC80	1.40225
C3orf31	-0.69975
SLC7A9	-0.05675
TMEM190	-0.83025
DBC1	0.636333333333333
FADS3	-0.808833333333333
PDZD8	-0.299
GRM5	0.62825
AZGP1	4.1071
PEX3	0.294
MED1	-0.101214285714286
ATG4C	-1.109
HNRPH3	-1.31
FAM109B	2.11275
C4orf17	-0.1015
CA10	-0.27025
OPRD1	0.1415
CCL16	-1.77425
SACM1L	-0.68625
CST6	4.92575
CD63	1.337
LGI1	-2.0445
ZNF784	0.49025
CRYBB1	-1.739
CX3CL1	1.3309
TOP2A	-2.688625
GYPB	-3.96683333333333
GADD45GIP1	-0.54075
FEN1	-2.3135
IGF1R	4.1105
WDR72	-0.165333333333333
PURG	-0.784166666666667
DEFB126	-0.03175
PKD1L1	0.822
CAV1	-1.6425
GNPDA2	1.2169
DGAT2	-0.20375
NLGN1	-3.03525
STRBP	0.386125
HPRT1	-0.937833333333333
FANCI	-0.926375
PSMA7	0.163875
DBF4B	-1.38333333333333
TTF1	0.047
RAD54L	-2.868
ELOF1	-0.133
PLAGL2	-0.613875
ZNF256	0.77325
HMGCL	0.82325
MSI2	-0.0496666666666667
RPESP	2.01166666666667
C11orf60	0.558
ABCD1	0.191
ACAA1	0.1969
SPARCL1	5.45071428571429
IL6ST	0.4806
ZNF319	0.3935
TMEM109	-0.1142
FAM90A1	-1.62233333333333
IL22RA1	0.284
ATP4B	0.77
TEC	-0.780666666666667
C7orf30	-0.48325
TXNDC2	-0.923166666666667
ABCB4	0.09625
KIAA1191	0.539375
C9orf38	0.198
SFTPB	0.427375
CNTNAP2	0.566416666666667
FRK	2.3655
TBX19	0.8835
CHD4	0.1365
C6orf26	-3.64833333333333
MOSC2	2.05475
IKBKE	0.5985
HIF1A	-1.44816666666667
LOC595101	0.101
RELA	0.185833333333333
TMEM16B	0.209666666666667
ABHD12B	-0.54725
TSEN34	-0.0225
KIF18A	-2.6365
TXNDC9	0.0348333333333333
SPATA2L	-0.017
SEMA4G	-1.6855
C21orf91	-0.67675
MATN1	-0.6095
KCNIP4	-0.143166666666667
TUSC1	2.232875
OR4C15	0.386
ARMCX6	0.66
WBSCR27	-0.0588333333333333
OR52I2	0.6875
KIAA1604	-0.18775
DYNC1I1	-0.807875
PPP4C	0.39625
SLC47A2	-0.250166666666667
TREH	0.305
CD48	1.13566666666667
ST14	2.1605
PKN1	-0.336
SPON2	1.6835
XBP1	2.54083333333333
SFRS12	-0.397
EFCAB6	2.554
SELT	0.42875
SLC39A2	2.8665
ERF	0.0213333333333333
ARL3	0.444
SURF6	-0.4542
MLLT10	-1.26819047619048
FLJ11171	-0.094
TDGF1	-4.55816666666667
ERCC6	-0.40325
EIF2AK4	0.50375
BAZ1A	0.109166666666667
LRRN3	0.464333333333333
TMC3	0.5115
EFTUD1	0.641
PTPRO	0.994333333333333
CLEC12A	1.48975
ACBD4	-0.548375
ZDHHC14	-0.458625
OTUD7B	1.4255
ACTB	0.545875
MSRA	-0.085375
LCE5A	0.4045
IFI35	0.5545
BSCL2	0.3385
ANKRD12	0.19325
CFHR2	0.873
RGAG1	0.857
HSFY1	0.416
SLC30A5	0.978416666666667
IMPG1	0.565
GPR109A	0.6275
ZNF185	0.83375
IYD	4.794
NPCDR1	0.4095
SERPINA13	-0.3455
HMGCLL1	-0.00824999999999999
NEUROG1	0.350333333333333
UBQLN1	0.7480625
LIN37	0.362
SOCS2	-2.684875
DSCR4	-1.7675
XKR6	-0.48075
GPR142	0.71
KRTAP13-3	0.773
CCDC15	-1.2395
MOS	0.2595
CD1E	-1.2355
OFCC1	-0.112833333333333
FAM83D	-2.9675
SRFBP1	0.8655
C9orf96	-0.104
DHDH	-1.146
CCDC90A	-0.2885
RABL3	0.41695
CD320	-2.325
ANGEL2	0.6345
MRPL21	-0.918
SMG6	-0.0668333333333333
INSR	1.3164375
FLJ14816	-1.1275
GLRB	1.335
C9orf89	1.277
CIZ1	-0.280125
URG4	0.573666666666667
LRDD	-1.19466666666667
CBY1	0.5755
NFX1	0.129125
MTERFD2	0.0911428571428571
C19orf23	0.3895
PGC	-3.048125
IER3IP1	0.6239
RASAL2	1.537
C1orf89	-0.1615
SYNJ1	-0.551875
NFKBIE	0.33075
FLJ40125	-0.531666666666667
TCEB2	0.4271
NOG	1.354
POLR2J2	-0.969
HLA-B	1.49975
PCDHA1	2.5475
PPP2R2B	0.53525
ARHGEF17	0.422666666666667
TCF7L2	0.706857142857143
CHD5	-0.309333333333333
ZNF431	-0.92625
TBC1D25	0.8155
ZNF800	-0.87775
SCUBE2	2.34372727272727
MYCBP	0.319166666666667
GPX5	0.3335
C6orf129	-0.717666666666667
QSER1	-0.319166666666667
ULK2	1.18525
PIGO	0.501666666666667
NRCAM	-1.88485714285714
SLC35E3	0.083875
CSRP2	-1.02025
HYPE	0.6705
MAPK15	0.333
MGC14327	0.266
TIMM13	-0.530166666666667
ZNF462	-0.3885
GBA3	0.69375
TEX13A	-0.523
MCM6	-1.53422222222222
MTRF1	-1.61
ABCA7	-0.50675
EIF4A2	0.312
ZC3H10	1.3671
RPGR	0.552
C20orf94	0.2285
RP1L1	0.059
GPR125	-0.459625
USP22	0.282071428571429
OR1L4	-0.14875
MLZE	1.552
FLJ32065	1.07075
PTCD1	-0.02925
CRTAC1	2.39083333333333
BXDC2	-0.88975
C18orf1	0.577833333333333
FAM107A	1.367
EFNA3	1.2325
P18SRP	0.0843
CAMKK2	0.990166666666667
KIAA0649	-0.498
NES	-0.336333333333333
HS6ST3	1.830625
PON2	-0.2395
TCP11L2	0.28575
CLEC4A	1.75175
PRR12	0.6675
MLXIPL	-0.8614
C2orf50	1.45
ZNF28	1.67025
ENC1	1.382
MAP2K1	-0.61925
FKSG2	0.8795
KIAA0430	0.83425
PTP4A1	0.333611111111111
GPR156	0.7795
GTF3C6	-0.101
UBR2	0.2424
LOC388272	-1.587
MAK	1.089
ACOT4	3.42425
STC2	-1.34933333333333
PIGW	-1.1525
SAE1	-0.67925
COL6A1	0.387545454545455
OAZ1	0.213
STMN4	1.16716666666667
EDG3	0.132333333333333
SGCE	0.210333333333333
IL11	-1.58983333333333
PRSS8	2.76725
YIPF5	0.590833333333333
WNT4	3.870625
CSN2	0.179333333333333
TCF7	-2.081875
TDO2	1.5385
SAMD9	1.1109375
S100A7A	-0.0595
MMRN1	3.80883333333333
GKAP1	0.49375
AKR1C3	-1.499875
RNF19A	0.13825
GMDS	-0.63575
YKT6	-0.388
SPARC	1.3935
C12orf31	0.30525
UBE2V2	-0.645833333333333
FBXL18	-0.857833333333333
KIAA0460	1.264
ADAM22	-0.7875
SERPINC1	-2.6075
KCTD21	1.4615
MYOHD1	-2.31825
ZNF37A	-0.574833333333333
GTF3C1	0.844
CTSZ	2.43325
PRNPIP	-0.93175
DRD1IP	2.157
NR1I2	-2.79716666666667
ZNF266	-0.3067
SPAG4L	-0.3745
COX4NB	-1.027
SAPS1	0.486833333333333
APOA1	-3.121375
TATDN1	-1.07166666666667
C10orf82	-1.5175
KPNB1	-1.098
FOXO3	1.20983333333333
CRYBB2	-1.34
ZBTB5	-0.391833333333333
SLC25A38	0.53225
DCTN2	0.3605
IFT20	0.482
CTHRC1	1.2955
C1orf31	0.20575
UHRF1	-1.4974375
GPC6	-1.144
C10orf54	2.10675
MCF2L2	-0.125
WNT9B	0.29675
OLA1	-0.753125
FAM120B	1.1415
TTLL10	0.398
CYorf15A	-4.9505
RELN	-3.41488888888889
SCN2B	3.16475
MFHAS1	-2.0755
NKX3-2	-0.8785
RASGRF2	0.2265
SSBP1	-0.634833333333333
KPNA6	-0.124214285714286
LOC389118	-0.5345
HS3ST4	-0.5105
SUPT7L	-0.1655
FLJ32658	-0.26825
IGFBPL1	-1.5205
KIAA1641	-2.783
SHKBP1	-0.275333333333333
CSF1R	4.65125
NAGK	0.8605
MYL2	0.77575
HIST1H4C	-3.5285
TOMM7	-0.198
ADAMTSL3	2.512
TNFSF14	-1.3215
PRRT2	-1.82375
VTA1	0.066
AOAH	3.28833333333333
CRISPLD2	1.60757142857143
PNN	-1.6404
TA-NFKBH	-0.65125
ESPN	0.28825
RBM43	-0.332
KIAA1267	0.47725
DDX3X	0.376222222222222
KIAA1576	-3.46775
PLXDC1	4.0335
FLJ25801	-4.766
HNRNPL	0.09275
RUNDC3A	0.857833333333334
CASP12	1.7055
SH2D5	-1.732375
RPL26L1	0.152
OR51A7	0.15825
HDC	4.9935
C2orf16	-0.0868333333333333
SYTL3	2.152875
GOLGA4	0.7375625
NOTCH1	0.139833333333333
ATPAF2	0.6885
ECD	0.12
SSX5	-2.178
SNAP91	0.34225
OCA2	-3.027
PNPO	0.682833333333333
DAPK1	-0.479333333333333
PINX1	-1.28533333333333
SELENBP1	1.94625
NEK3	-0.753
TMED4	-0.0463571428571429
SSTR4	0.0165
FOSL1	-2.902
CD40LG	0.413
CES1	0.888583333333333
DCI	0.687666666666667
B3GAT3	-0.175333333333333
STK17B	-0.6705
CNTN6	1.37675
CYP3A4	1.57416666666667
MBOAT2	0.108642857142857
PISD	-0.16175
USP1	-1.23825
PYDC1	1.11933333333333
CENPM	-2.25175
SAR1B	2.0105
TTC7B	-0.724125
DP58	-0.1915
GPC1	1.076
RBL1	-1.549
TMEM137	-3.0745
TOB1	3.13766666666667
TCEAL1	1.54233333333333
CENPF	-1.94545454545455
C6	1.859
PRSS1	-4.07925
PPIL6	1.75483333333333
C6orf124	-0.941
ODZ4	0.894
SNCB	-0.31775
NDUFB9	0.23275
CNOT6L	0.541333333333333
S100A9	0.631166666666667
TRIM50	0.2655
KCTD1	2.0208
WDR63	2.40825
SPEF2	3.446875
RNGTT	-0.0771666666666667
CXorf22	0.3525
KCNK16	0.1255
CEP250	-1.7275
ATPBD1B	-0.478
KCNJ2	3.3275
MT1B	-0.991
ZNF684	-0.2155
SLC4A1	0.59775
PDHA1	-0.59925
ZNF492	-1.284875
TKT	-1.26775
BYSL	-0.813125
RNF38	-0.149125
AHDC1	0.0905
KLHL2	1.069125
CMTM8	1.48975
DMP1	-1.4765
HERPUD2	0.080375
CRTAM	3.209
ZNF572	-0.06075
TMEM16J	-0.1775
HSD17B2	-3.51075
UBE2G1	-0.565
AHSA2	-3.2145
PELI2	0.0555
TPX2	-2.35725
ATP9B	0.503833333333333
DAZAP1	-0.353625
HMGCS2	3.42533333333333
C17orf38	0.49525
B9D1	-0.961375
NKX2-5	-1.59683333333333
KIAA1276	1.5505
LILRB2	3.405
CSTF1	-0.0563333333333333
BTN2A1	-0.649333333333333
C15orf48	3.2775
IGF2BP3	-4.6465
FAM113B	0.213666666666667
HRG	-0.01575
ZNF131	-0.76575
USP47	0.713785714285714
CCDC88B	-0.580125
HCN1	-0.1723
HTN1	-1.0195
SYCP3	-1.09925
C13orf23	-0.7438
PAPOLA	0.2585625
AATK	-0.3973
MSH3	-0.503
NDUFAB1	0.17075
ITLN2	-1.40816666666667
BAK1	-0.5965
MRPL45	-0.639166666666667
MTNR1B	0.242166666666667
LOC645843	-0.6715
SPECC1L	-0.263375
PGCP	1.6325
SPN	-1.495375
GPR143	0.4965
ZNF576	0.0851666666666667
TMEM39A	0.3542
ATP5D	-0.353333333333333
MAGEB3	-3.039
RPS5	-0.661833333333333
ANP32E	-1.33264285714286
MTMR1	0.574
YEATS4	-0.71225
SYNGAP1	-0.2705
PCOLCE	-1.31416666666667
MNS1	-0.4225
PCYT2	-0.464833333333333
ZNF182	-0.089
LAX1	0.567
SPPL2B	0.1529
ELOVL5	-0.4957
PCDHAC1	0.089
B4GALNT1	-1.16133333333333
BLOC1S2	0.582125
ZNF673	-0.6075
ARHGAP21	-0.475
IRX5	3.357875
LRFN5	-0.0168333333333333
FAM7A1	-0.84125
RAB19	1.311
GINS1	-2.86175
ITM2B	1.4477
PAPSS2	2.94383333333333
OR5BF1	0.513
ACSL3	0.144875
KIAA1919	-0.888416666666667
GLT8D2	3.089375
UTRN	0.893571428571429
CNN1	2.678
HISPPD2A	0.448666666666667
SDAD1	-0.259125
SIGLEC9	1.04033333333333
RPL35	-0.502642857142857
C22orf26	0.254
IMPDH2	-0.84025
WDR69	-0.8775
SEC14L5	-0.304666666666667
CLTA	0.07375
RP11-529I10.4	-0.2085
GPR37L1	0.419
OGDH	-0.0808333333333333
ASB13	-0.338833333333333
ZFP14	1.03775
ZCRB1	0.792333333333333
KPNA3	-0.32325
HSPA1L	1.9245
RHOC	1.311625
LOC554175	-0.20425
PPP3CA	0.7525
SLC1A7	-0.8601
ZNF529	-0.358333333333333
RBED1	-0.033
DDB2	0.00575000000000001
FLJ11286	0.304166666666667
SPATA1	0.974
MKNK1	0.119
DYSF	0.707833333333333
ALKBH2	-0.31375
NKD1	-2.4705
C1orf174	-0.26225
PLEKHO1	-0.176666666666667
ASB10	-0.061
RING1	-0.329333333333333
NPC2	1.275
AVPR1B	0.0425
YTHDF1	0.512583333333333
LMAN1L	0.5715
GSG2	-2.9015
CEP170	-1.351
RPS4Y2	-5.51325
MSH6	-1.23
HECTD2	-0.0763333333333333
ZNF556	-3.84433333333333
PLEKHC1	-1.2509
AIRE	-0.0565
BCL2L10	2.78125
LMOD3	0.0501666666666667
ZBTB8	0.42
FOXA2	-3.945
SLCO2A1	2.847
C3orf46	0.2225
PRDM16	0.278
TMEM98	1.2715
FRMD5	-1.6495
PDE6C	-0.018
C1orf216	-0.00666666666666667
EP400	0.124571428571429
PTK2	0.0995833333333333
RNF217	-0.2565
NDUFA8	0.798
ZFAT1	0.36025
LAMP3	2.49733333333333
GLTSCR2	0.514125
NPW	-1.248
LLGL2	1.6313
PPM1K	0.0698333333333333
C20orf177	-0.233
KIR2DL4	0.561
NFKB2	-0.07325
C21orf122	0.2105
HESX1	-0.022
GPR114	3.63683333333333
SLC25A35	-0.807166666666667
GNAT1	0.20475
ORAI3	1.3
FAM76B	-1.1855
TMEM99	0.1595
TRIM29	1.9775
CDS1	3.363
RHEB	0.00409999999999999
C4orf27	-0.532666666666667
RAB3A	0.1965
OTUD6B	-1.59875
GPD1	-1.0125
CDH15	0.0671666666666667
NPM1	-0.329142857142857
TMEM117	0.42375
PRPS2	0.197333333333333
GCK	-0.48
ADRA2A	4.93866666666667
TSPYL4	0.374833333333333
TASP1	0.023
WDR19	0.39125
C10orf38	-1.2445
PDE4C	-1.15033333333333
FYB	-0.328083333333333
C1orf55	0.6255
PPFIA3	0.8565
RAD18	-0.93225
C12orf44	0.5405
CRYBA4	-0.4045
HVCN1	1.41725
TAF10	-0.0775
C16orf48	-0.955333333333333
DEPDC5	0.533333333333333
LTBP1	-1.5675
MAPRE1	0.406125
FGF8	-0.1595
C3orf52	1.841375
SENP7	-0.250833333333333
LRRK2	4.757
RUNDC2A	-0.282
KIAA0355	0.334166666666667
CPEB1	-1.99175
PPEF2	0.735
ABI2	-0.376666666666667
KIAA0317	0.48125
ATF1	-0.305833333333333
DYNC1H1	1.221375
DIP	0.49575
TMEM33	0.560666666666667
POLDIP3	0.09125
C7orf24	1.35825
GPR171	1.8185
CDC6	-3.02783333333333
PLD1	0.0107
ITFG2	-0.8407
NDUFC1	0.359
AKNA	-1.33925
NBR1	1.167
PKHD1	3.054
HPS4	-0.6521
MAFA	0.55725
ULBP3	0.2985
DIRC1	0.32
IMMT	-0.412125
C22orf13	-0.0864166666666667
CEL	0.977
MARK3	0.2215
ADAMTS2	0.64275
ARPC3	1.15983333333333
TMEM10	0.088
NPHS1	0.39575
BRD8	0.337666666666667
WDR12	-1.51175
IDI2	-0.067375
HOXD13	-2.484
OR8G2	-1.3665
SLAIN1	-0.26475
GABRQ	-0.597
NR2C2	-0.64725
NKTR	-0.6689
TLE2	0.3715
KIAA0892	-0.937666666666667
AURKA	-2.39390909090909
GPRC5C	3.03283333333333
TBC1D9B	0.952875
PNPLA6	-0.0886666666666667
AP3B1	0.90975
NAG	0.20625
C11orf68	-0.34525
AKR7A3	0.98225
AHCYL1	0.151416666666667
COP1	0.7135
RPP14	0.042
PCDHB18	1.397
CDH24	0.329
KRT17	1.6798
LACTB2	-0.656
DDX24	0.5021
PHACTR1	-2.83933333333333
SLC35E2	-0.53175
LOXL1	-0.1865
IQSEC2	0.77
RGSL1	0.5385
PCDHGC5	0.768
MEGF10	0.428875
PRRX1	0.456666666666667
ASTE1	0.981833333333333
C6orf159	-1.56866666666667
MYOD1	0.60425
GAA	0.21975
ZNF747	1.2975
KLRC1	-1.1605
IL1RL2	0.276
GDF9	0.92775
GPR119	0.193
TRAF2	-0.116166666666667
HCK	3.28833333333333
BMP6	-2.14725
IL8RA	0.782333333333333
FLJ35848	-1.50875
EFHA1	0.34375
CDSN	-0.81
C14orf54	-0.2525
LSM3	-0.346625
ZFP41	0.5665
C9orf126	-1.80783333333333
VIT	1.5555
SPCS3	-0.7365
DEF8	-1.3736
CHAF1A	-1.97766666666667
C1orf165	0.228166666666667
ZFPM2	0.547
FTH1	0.02775
SLC35F1	-1.799
YWHAH	0.2905
C17orf66	-0.111166666666667
ADRB1	-0.8598
FOXL1	-0.3275
RG9MTD3	-0.478
UMPS	0.5825
MGC13008	-1.177
KIAA1161	-0.25
CCDC77	-2.4285
C12orf65	-0.9298
COG4	-1.31233333333333
RCP9	-0.491166666666667
RP4-692D3.1	3.39733333333333
CDC2L5	0.27875
MGC7036	0.105166666666667
DNAJC11	0.33225
GDF2	0.251166666666667
TIMM17A	0.346
HNRNPA0	-0.331
OR2H1	0.121
PCBP1	0.098375
COL23A1	-1.71125
LRRC2	-0.584714285714286
NSD1	0.367785714285714
FLJ37078	0.616875
WDR91	0.2825
TMEM179	-0.09975
DSCR10	0.89
CNDP2	0.5508
FYN	-1.266
BEX2	1.00833333333333
KCND3	0.16025
YPEL5	2.11525
LRRC42	-0.695
C17orf45	-0.83675
ZNF649	0.43
LOC150763	0.948875
COL5A2	1.19216666666667
CNGA2	-0.224
ELA2B	-1.11033333333333
RAB9B	0.3015
FAM100A	0.4155
NAIP	1.06721428571429
MYOZ2	-0.360142857142857
SPATA12	0.343
XRCC4	-0.5695
CYB561	1.9134
CHST10	-0.01525
BAI1	0.135666666666667
BRSK1	-0.203166666666667
C17orf89	-0.221375
PDE6H	-1.917
FLJ20309	0.309
MAP7	2.285375
SCN4B	2.618
SPAG9	-0.1935625
SERTAD1	1.465
FLJ21963	0.203
ANTXR1	-0.0186
TMPRSS13	3.06383333333333
ETV7	3.49616666666667
DGAT1	0.807833333333333
NKIRAS1	0.968833333333333
TAC3	-3.4825
CORO1C	-0.6115
RAD54B	-1.479
HRASLS3	1.12466666666667
C21orf42	0.06725
BARD1	-1.237
ZNF177	0.988833333333333
MIP	-0.1005
ZNF442	0.4735
F2	-4.0562
GRIA1	0.14525
GALNTL2	1.38216666666667
WNT5A	-0.8353
LENG9	0.2715
hCG_25371	-1.1065
FOXR1	-0.705
TRA@	0.6398
PWWP2	0.82175
C1QTNF7	2.76183333333333
SLC7A4	2.41225
C4orf7	4.01675
C17orf80	0.636
KLK4	1.1435
IL31	1.1435
TMEM176A	4.298
CTNNB1	1.24425
BHLHB2	1.1935
TMEM185B	0.656166666666667
ARD1B	-0.05575
C1orf93	0.9605
BRUNOL4	-0.335333333333333
LOC541469	0.9955
UPK2	-0.00399999999999999
GAS8	0.35
PATE	1.341
IMPACT	0.445625
WNK4	-0.0166666666666667
HNRPLL	-0.490125
GAD2	-0.00800000000000001
ITGA6	0.3285
BMP15	0.359333333333333
CYP2A7	5.441875
RIC8A	0.329
CCND1	0.166333333333333
USP35	0.38
DSCR2	-2.22025
CCL4	5.11483333333333
ZCCHC10	-0.0775
NOL11	0.2385
TRPM2	0.885416666666667
PSMD2	-0.453181818181818
CHTF18	-1.73525
USP18	1.2645
RRAS	0.277125
LAMC3	-0.78
TOX	-2.96866666666667
PCDH15	0.663
GABRG3	-3.843
NUDCD2	0.023
SGCZ	0.4955
KCTD17	-0.2212
SPSB2	-0.074
TPPP3	3.18183333333333
CILP2	1.49583333333333
CALB2	0.627125
CEBPZ	-0.335666666666667
ZNF479	-0.58575
FMOD	5.33083333333333
C21orf66	-2.10314285714286
CLN6	-0.0331666666666667
ANAPC1	-1.159875
SH2D3C	1.68525
PTPN14	-0.3587
TRIM42	-0.53
APTX	0.3735
SNRPG	-0.822
BMS1	-0.35625
MAGEA3	-4.059
NFATC3	-0.70725
LRRC45	0.223833333333333
ARS2	0.0265
LRIG1	2.46633333333333
EPSTI1	1.2452
PRSS27	0.13525
ERC2	-0.792375
PRKACB	-0.195214285714286
PRDM13	-4.004
HCG27	-1.33675
KLK12	-1.761
HSD17B7	0.1225
ZNF354A	0.768
PCDH11X	0.054
DMGDH	0.65875
PCBD2	0.567333333333333
TMC6	-1.003375
RIMS1	2.76275
SF3B2	-0.1285
RCN1	-0.225333333333333
CPB1	4.9075
BCAR3	0.00425
FCRLB	0.5735
PAK1IP1	-1.16225
OR10H1	0.6195
KIF9	1.5689
PITPNM2	-1.38525
L3MBTL4	-0.48675
TGFB1	-0.8376
ZXDC	1.013
SLC6A16	-0.538
SRrp35	-1.827625
LRRC8E	1.87225
PPIAL4	0.121583333333333
EOMES	0.885666666666667
PAX2	0.3835
SCARF2	-0.04
PSEN2	1.98358333333333
PCDHB13	1.4385
C10orf28	-0.31725
DHRS7B	0.709928571428571
C1orf131	0.25875
ASB1	-0.5391
ZNF223	0.832333333333333
LCMT2	1.67125
MEP1A	-1.017
TMEM53	0.59275
RSPH3	1.7925
C10orf33	-0.972
LOC644285	-1.111
PTPN9	0.167166666666667
ABCA12	2.59525
CCDC37	-1.49175
RUNDC1	0.9804
YES1	-0.409666666666667
FAM120AOS	1.032
OR5M3	0.4495
PPP1R3F	0.976416666666667
IL13	-0.1289
MDFI	0.3315
PRNT	0.29325
ZDBF2	-0.0125
OR10C1	0.179333333333333
CLIC1	-0.4385
LILRA5	0.339833333333333
CSAG1	-4.15083333333333
TREML2	-0.653
FAM125A	-0.4325
ZNF74	-0.708
FAM104A	0.876
LRRC39	0.0345
SAMD5	2.30625
HYAL2	0.56475
HIST2H2AC	1.776
IGFBP5	2.2404347826087
NRTN	0.384833333333333
KIAA0556	0.6055
FAM29A	-1.88738888888889
JMJD2A	-0.6535
EPHB1	2.19875
POLD4	1.019875
ANAPC10	-0.62125
LRRC36	-0.7525
MEGF6	0.1985
LPHN3	0.195833333333333
BMP10	0.1075
C21orf55	0.0835
CREM	-0.638733333333333
PTGER4	-0.156166666666667
METAP1	-0.58225
KCNQ1	1.292
NR2F2	1.389
SSFA2	2.70733333333333
CTTNBP2	-0.977
BCL2A1	-0.5225
ZBTB24	-0.865125
SLCO6A1	-1.83225
PRDM1	0.0857
OR7D2	-1.2645
CCDC47	0.043
LOC646982	0.00850000000000001
SLC26A6	-1.5525
BIN1	-1.0737
SRRM1	-1.11514285714286
PCSK1N	-0.604
ALS2	-0.4276
ECT2	-0.933210526315789
CACNA2D2	1.245
DOCK6	-0.524
C10orf119	-0.88275
FATE1	0.348
DUSP23	2.20875
TRIP6	-0.3745
NUP35	-0.635
CDH3	2.83175
KLHDC8A	1.80225
C9orf116	1.404375
EI24	-0.362
CENTD1	0.860333333333333
RWDD2B	-0.7195
DOCK1	0.902
NPAS2	-0.35075
NR3C2	3.78233333333333
FAM63A	1.46141666666667
INPP5F	-0.539166666666667
FAM111A	0.5984
MYBL1	-1.79925
IQGAP3	-0.3935
CRADD	0.046
DUSP12	-0.96775
PDZK1IP1	3.874
VASH2	-1.53325
CTR9	0.89
VIL1	-4.3075
OR8U1	0.5995
CCDC107	0.786
PTTG1IP	0.04025
OR4X2	0.29725
COL9A1	0.1415
PSMD9	-0.023
ZFP62	0.7545
TIP39	-0.17325
PARP15	-0.0855
TTC19	-0.729125
C1orf114	-2.061
GFPT1	1.2595
SLC27A6	2.01975
MRPS10	-0.5404
CALML5	2.0405
TRPM7	1.732625
CGNL1	0.52725
CECR1	0.664
SERPINB8	-0.6135
TMEM102	0.667
PDIA2	-3.69425
NUCKS1	0.106166666666667
HOTAIR	-0.1735
EBI3	0.16575
NXN	0.71325
ZMYND19	-0.102125
FOXJ3	0.45175
EIF5B	-0.2885
EIF2B4	0.413833333333333
LEO1	2.19575
ZIC5	-2.24158333333333
IL20	1.47666666666667
