Hybridization REF	TCGA-BH-A0C1-01B-11R-A12D-07
FAM105B	0.1527
SCRN2	-0.833833333333333
LRRC58	0.1928
RNF17	0.682125
NEIL3	-2.48
FAM137A	-1.17075
SKP2	-3.01575
PARVA	1.357
PKLR	-1.8555
RNF34	-0.401875
A3GALT2	0.5135
C12orf50	-0.369
SUNC1	-2.503
FAM102B	-1.26283333333333
CCT2	0.0545
LRRC37A2	-0.7565
ARF4	0.677
SIKE	0.272125
C8orf48	0.351833333333333
MBTPS1	-0.0422857142857143
GPSN2	-0.292
NCF2	3.52725
SLC12A6	-0.452166666666667
MRPL48	-0.46875
HMGN3	-0.1585
LRRC62	-1.09375
PAX9	1.98175
FAM55A	-0.256
C20orf42	-2.93083333333333
SCML2	-1.80916666666667
BCL9	1.42425
FAM40A	-0.72275
C9orf41	-0.22
ZNF774	0.075
LETM1	-0.81725
PLXNB1	-0.139
NIPSNAP1	0.466875
USP10	-0.63475
F9	0.065
LIPE	1.14875
CNGB3	-0.5005
C12orf52	-0.32525
PI4K2A	-0.179
MED8	-0.5735
STAT4	1.4999
FGD4	0.458
RNF145	-2.10933333333333
WDR32	2.1692
CLDN2	-0.2435
TCEAL8	1.1835
ZMYND8	-1.0763
PDXK	-0.269625
GATAD2A	-0.29475
PTGES3	-0.48
CCM2	-0.406
TAP1	1.72325
ZNF670	-0.1075
ETS2	0.172857142857143
C6orf166	0.303333333333333
PRMT2	0.222714285714286
OR4B1	0.3075
INTS8	0.2195
CCDC102A	0.07725
CCDC83	-1.516
ITGA1	0.264
EPHA5	-2.534
FAM24B	-1.02633333333333
TSGA10	1.24825
HAL	-2.5314
MYOT	-0.665
SPACA3	1.27225
BCL2L2	-0.817666666666667
CUGBP2	0.492666666666667
CCNB3	0.44125
RNF113B	0.11575
MERTK	-0.0625
BAG1	0.08725
VPS36	0.356
ORMDL3	0.5626
C1orf190	0.11375
ZNF625	0.28425
CORO2B	-1.19875
ALOX15	-0.2565
CST1	2.5
NUPR1	1.442
CCL7	-0.05675
SMCR5	-1.92
DSC2	2.171
RBMS2	0.7275
GRIK4	0.6235
TRIM65	-0.4024
TMPRSS6	0.788928571428571
TP53INP2	0.07025
GLB1L	0.742
LOC388284	0.0585
PUS1	-1.26078571428571
BCL9L	0.4425
OLFM1	0.5465
RET	2.559875
MASTL	-1.99916666666667
ALX3	0.43575
IL1RL1	0.641
ZNF765	0.0686
C14orf138	-0.54625
SNX10	-1.041
TAC4	0.2935
C1orf64	3.23775
POGK	1.37825
MAPK9	1.1175
ZNF366	3.67625
C8orf79	2.0811
CLDN7	1.794875
OR5AT1	0.158
TRIM37	-1.89125
LRRC25	2.46075
GRHL2	3.2193
TEKT3	1.1065
LASS5	-0.345833333333333
ABCC4	-1.897
DLG3	0.984375
VGLL1	1.07775
ZFP36L2	1.94283333333333
MFRP	0.019
KIAA1799	-0.10775
FLJ44379	0.7245
PCNX	-0.22775
ANXA9	2.784
CYP4V2	1.7533
PIK3C2A	0.71625
SRR	-1.0465
NOL3	-0.89425
IFITM2	1.0035
ARNTL2	-1.3515
ZNF595	1.006
NLRP13	-0.6415
ASPH	0.713625
CPA2	-0.486
PVRIG	-0.298
LEPR	0.0516666666666667
C16orf42	0.005
SH3BGRL	3.36175
FAM77D	0.1298
FNDC7	0.4555
C9orf6	0.263666666666667
NOTCH2NL	1.07616666666667
PGBD1	-0.487666666666667
SYNGR2	0.487833333333333
PITPNA	-0.544
PRPF4B	-0.2411
SLC43A3	-1.69771428571429
NRBP1	-0.026
SLC25A22	0.10325
ILK	0.22725
SLC22A8	0.7265
MRPS7	-1.23125
PITX2	-1.432
FABP3	-0.413375
OR1L1	-0.299
LOC728215	2.80025
BLID	-2.556
KIAA1217	2.28752941176471
TFPT	0.5985
AP4B1	-1.05675
VBP1	-0.92725
OR1K1	0.088
MORC3	0.914
BHMT2	0.456333333333333
C3orf10	0.572375
FZD7	1.56133333333333
WFDC10A	-1.238
PMS2CL	-0.41
CCDC32	-0.220333333333333
FA2H	-0.1085
ALG13	-0.7315
TTLL7	-1.0193
SPOCK3	0.0315
SLC13A2	0.956
AIM1	1.97375
GPRC6A	0.1835
EGR2	4.30775
MED11	-0.27575
WWC1	2.45575
SH3GL3	-3.88475
RIF1	0.140571428571429
PRLH	0.15
VLDLR	-2.1715
DBT	0.0304375
C21orf63	0.9645
CGGBP1	-0.318125
KRTAP12-2	0.1535
TADA3L	-0.198625
ZBTB16	3.0185
PDGFB	1.706375
RFX1	0.448125
UQCRB	-0.1544
LOC133874	-0.4615
HPS3	-1.0055
LGALS3BP	0.1744
DKFZP564O0823	1.66728571428571
MRFAP1L1	0.379875
HOXA10	-1.21566666666667
NGB	-0.1055
KIF21A	-0.482692307692308
IFLTD1	0.5245
LZTS1	-0.757875
ARHGEF3	1.95925
RHBDL3	-1.0615
CSNK1G2	-0.169583333333333
ChGn	1.426375
KIAA1244	3.0185
GABRB2	0.2105
MGC72080	-0.755
CD27	3.314
EGLN1	-1.1575
PEX13	0.96325
RWDD3	-0.296
RNF12	-0.218
GRIN2B	0.7735
ADAMTS14	0.020375
DYDC2	0.123333333333333
ATP6AP1	0.669
NR1H2	0.0596666666666667
PDK2	0.39625
C3orf17	-0.148833333333333
SLC38A2	-0.443928571428571
SLC25A29	0.280833333333333
C15orf29	0.086625
ADAM9	0.45775
TMUB2	-0.4675
GPR176	-0.61425
AGK	-0.143125
MCCD1	0.28525
NDUFA4	-0.1325
TMEM146	0.102
DUSP1	2.10425
UNQ6975	2.2735
EMX2OS	3.972
INSM2	-0.63925
LUZP4	-0.5955
SETD6	-0.443
P2RY2	2.82475
SLC45A2	-1.652
RABGAP1	0.219666666666667
UBXD5	0.0025
GPRC5A	1.0897
PAK3	2.04116666666667
LOC63920	0.22425
TGFBR1	1.2689
KRTAP6-3	0.27
SFMBT2	-1.233
CDC42	-0.3031875
C11orf35	-0.1095
TTLL2	-0.04425
UACA	0.04625
CD97	-1.2929
SETD5	-0.19525
NINJ2	-0.42625
PTER	0.56
POMGNT1	-0.246
KRTAP4-2	-0.111
ECGF1	2.611625
HRB	0.483909090909091
ATP1B2	-0.2341
LOC400506	-0.07175
COL4A3BP	0.9165
C6orf97	0.05075
GRHPR	-0.2175
TAS2R1	-0.622
SEMA7A	-0.34575
EDF1	-0.36525
ODF2L	1.0355
PCID2	-0.842333333333333
GTF2H4	-0.958
ZCCHC3	-0.579625
CGB2	0.218
NEUROD1	1.179
C20orf75	-0.3155
RP5-1054A22.3	1.86833333333333
IFNA5	-0.313
ZNF134	-0.08725
MGC119295	-0.9723
ZSWIM6	0.3865
SMEK1	-0.0513333333333333
PCGF2	0.632125
C1orf102	1.618
CYP2A13	0.3905
KCNH6	-1.1564
MDM1	0.5028
ALDH7A1	-0.197833333333333
C9orf75	1.20275
VDAC3	-0.564875
OR51T1	0.5675
EIF3F	-0.554
KCNJ10	-0.676
LENG8	0.14825
EDEM2	-0.00633333333333334
CCNJL	-0.588833333333333
DHX37	-1.213
CRYGN	2.313
AATF	-0.676
ZNF630	2.018625
E2F5	0.276
WFDC13	-0.754
FTSJ3	-1.0595
C4orf33	0.156
LHFPL4	-2.939
C19orf56	-0.1685
SMAD4	0.780625
AFM	-0.476666666666667
G0S2	-2.33175
FCHSD2	0.3623
RRP1B	-0.6499
EEF1B2	-0.1785
STAT6	1.11866666666667
ZNF195	0.1255
GNL1	-0.6995
ZNRF2	1.35116666666667
PER3	0.229
ASB16	0.526
C10orf10	2.49807142857143
ADCY8	-3.07266666666667
C9orf58	-0.559666666666667
ARMC10	0.160833333333333
PSG1	-0.684
DHX34	0.14425
VARS2	-0.2915
NFIC	1.59425
ITPR2	1.38275
AGXT2	-0.6588
OR6K3	-0.055
H2AFZ	-1.18833333333333
MLLT3	0.9285
COX4I2	1.9825
CCNT2	0.32125
PLK4	-2.041
NUMBL	-0.101333333333333
MED16	0.418
PLEKHQ1	0.74125
GOSR1	-0.199055555555556
BTG4	0.459
RPL30	0.500166666666667
IGSF5	2.70975
IGFL2	3.1155
ELMOD2	1.119
SHC3	-1.1555
HAVCR1	-0.471
DYNC2H1	-0.45225
RNF5	-0.221666666666667
C2orf7	-0.39225
NLF1	0.9705
KLHL25	0.4445
LRP10	1.3177
KRI1	-0.4925
PUS7L	1.09433333333333
MGMT	0.77875
HOXD1	-0.740666666666667
CSH1	-0.0175
ATG16L2	-1.90475
FLJ44635	0.2245
CHODL	0.392
EXOSC8	-1.62675
SLC28A1	0.072
MYO7B	-0.695833333333333
SEH1L	0.1477
MTNR1A	0.3315
TSPAN5	0.379333333333333
CDC45L	-2.88583333333333
AMIGO1	0.3545
ATAD3A	-1.309125
OSGIN2	0.807
PDIK1L	0.510666666666667
DARC	3.737875
PIPSL	0.8245
SHMT1	-1.5535
CRISP3	-0.1505
POPDC2	1.85333333333333
ZRANB2	-1.00533333333333
FBXL8	0.84325
TRIP13	-1.68781818181818
EIF5AL1	-0.3805
POU5F1P3	-4.60833333333333
IL6	-1.07216666666667
CXorf38	-0.444166666666667
IFNA16	-0.0575
FBXL2	2.32783333333333
BRD1	0.60625
STATH	0.97025
FBXO44	-0.189166666666667
MCCC2	0.666
CDC2	-2.018
C5orf23	-0.433
IVD	-0.469166666666667
C10orf122	-1.965
MSL3L1	0.72
MVP	0.61475
EPOR	-1.433
ZMYM1	-0.919166666666667
BCL7C	0.799
PSTPIP2	0.7646
LYPD1	-1.7045
OR8G5	-1.621
ZP3	-0.6695
BCAS4	1.51408333333333
EDG6	2.83025
ISY1	-0.47425
PRAMEF2	-1.95275
CUL1	-0.5165
RNF213	0.2624
CCRK	1.0795
DHX9	-0.03975
C13orf29	-0.92575
NCKAP1	0.357
MRPL43	0.929357142857143
XPR1	0.46725
PKN2	0.3564
PODNL1	0.7385
ZNF333	0.978125
DALRD3	0.70275
OPN1SW	0.0135
BTBD6	0.41125
C11orf82	-1.742
OR5P3	0.0545
DUSP11	0.41925
L1CAM	-1.3951
NEK11	1.66783333333333
OR7E91P	1.033
CNTN3	3.6322
CREB3L2	0.62875
ZBTB37	1.0495
KIAA1324L	-0.813
NDUFB10	-0.356333333333333
NUDT2	-0.5845
GTPBP8	-0.585
CACNA1D	1.646
PRKAA2	1.25766666666667
PRDM8	0.256
MGC16075	0.397333333333333
KRT14	-0.4565
PP8961	0.6305
MRPL18	-0.38425
ABCG2	-2.55675
PACRG	2.21675
BBS2	0.052
KREMEN2	0.3985
FBXO21	0.17075
HNRPUL1	0.588916666666667
GRB10	0.395
CLSTN1	0.331875
LMAN2	0.2345
C17orf61	-1.002
NIPSNAP3A	0.56725
INSIG2	-0.761666666666667
PCDHB7	0.525
STXBP2	1.305375
CMAH	2.34983333333333
SEMA5B	-0.755
ZNF155	0.428666666666667
COQ6	-0.0385
PRPF4	-0.68875
TSPAN15	2.4213
VN1R5	0.059
LATS2	0.972
SELK	-0.60975
PGK2	-0.1105
MS4A1	-0.954875
TYW3	-1.1078
KRTAP5-1	0.985
RCCD1	-1.84183333333333
BTN1A1	-0.56875
DDX28	-0.3595
TMEM65	0.706875
LOC92345	0.1605
TTC31	-0.1745
WDR46	-0.530833333333333
CHP2	-1.81433333333333
LSP1	0.799875
ZNF542	-0.30325
EXOSC1	-0.7835
ARHGAP18	0.256833333333333
LRRTM4	-0.803428571428571
MAOB	4.37008333333333
CACNB4	-0.74175
MGC33846	0.512375
RANBP3L	4.018125
ATP5L	0.27825
ONECUT1	-3.2965
NUDT9	1.6135
TMEM149	1.0555
STX17	0.513
IGSF10	-2.5065
TMPRSS9	0.2755
BMPR2	1.588
ALLC	0.04975
KLF7	1.65325
GCC1	0.3282
TIMM9	-0.60225
CDO1	1.3765
MGC10701	-0.306
IFI6	1.128
FRMD8	0.4545
MGAT2	0.16075
WBP5	0.6505
CNIH2	0.564
KIAA0907	-1.3332
KCNH8	-3.919
CTSG	-0.518
GRIK1	-0.277666666666667
CUL5	0.37
FRMD1	0.218
OR9A4	2.592
SYT6	-1.0105
FOXD4L2	2.76925
ANAPC2	-0.289666666666667
OPN5	null
TAF13	-0.3005
LYG2	-0.52675
GGNBP1	0.1405
C11orf40	-0.4515
OTX2	-1.4505
REG4	-0.1044
EIF5	-0.33675
PALB2	-0.7515
SEPSECS	-0.5134
RNASE3	-0.17625
TRIM49	-1.93
POLR2K	-0.0242
GPR42	-0.075
C8B	-3.534
SASS6	-1.057
PREB	-0.618166666666667
OR3A3	0.5535
TUBA8	0.600375
IGLV2-14	-0.29625
STIL	-2.411
ANKFN1	-0.429666666666667
NME7	0.097
HOXC12	-1.75566666666667
UBE2C	-1.2435
FHOD1	-1.062
CDK2AP1	0.211583333333333
OR6K2	0.34425
DHPS	-0.18075
RPL5	-0.897083333333333
TRGV5	1.39
LOC541472	0.057625
HCCS	-0.1062
DENND1B	2.087
LHX3	-0.493
OR5D16	0.374
CXorf57	-2.4964
IRF2BP1	1.10925
NDST2	0.517
LCE3D	-0.0055
BOLL	0.95175
SYT3	-0.63425
PIH1D2	0.07325
C20orf7	-0.540666666666667
IL1R2	1.42183333333333
SLAMF9	0.5825
PPME1	-0.206
PIK3CA	-0.00425
TRAPPC1	0.376375
COLEC10	-0.4675
SLC9A6	-1.46716666666667
PDDC1	-0.595416666666667
CCDC53	-1.00475
GK3P	-0.45125
DAZL	-1.358
BRI3	-0.031
SDK1	-0.2275
CYP2C18	0.12575
IFI44L	2.639625
RPL3L	0.565
FUT9	3.37366666666667
KIFC2	0.151333333333333
PMP2	-0.466571428571429
SLC4A9	0.296
PLAG1	-1.94066666666667
MYCBP2	0.457833333333333
OR4E2	0.911
CCDC65	1.552
C16orf82	-0.176375
ENTPD4	0.771375
BRP44L	0.338375
PMP22CD	-0.07
TMCO4	0.265
KCNN1	-0.802
WDR35	0.822
CCDC80	2.678125
C3orf31	-0.81025
SLC7A9	-1.45875
TMEM190	-1.70625
DBC1	0.0945
FADS3	-1.2015
PDZD8	0.750333333333333
GRM5	0.350375
AZGP1	3.4052
PEX3	-0.063
MED1	-0.101428571428571
ATG4C	-1.4
HNRPH3	-1.157875
FAM109B	1.973
C4orf17	0.0575
CA10	-1.7705
OPRD1	0.0985
CCL16	-1.2615
SACM1L	-0.30475
CST6	4.60575
CD63	1.0945
LGI1	-2.474
ZNF784	0.77175
CRYBB1	-0.7665
CX3CL1	1.9014
TOP2A	-2.048625
GYPB	-3.42566666666667
GADD45GIP1	-0.84875
FEN1	-1.900625
IGF1R	-0.0895625
WDR72	-2.29975
PURG	-0.31
DEFB126	0.836
PKD1L1	0.58575
CAV1	-2.0541
GNPDA2	0.8101
DGAT2	0.326875
NLGN1	-3.697
STRBP	0.155
HPRT1	-0.5245
FANCI	-2.46725
PSMA7	-0.63325
DBF4B	-1.08166666666667
TTF1	-0.75775
RAD54L	-2.60075
ELOF1	-0.065
PLAGL2	0.0905
ZNF256	0.19375
HMGCL	-0.49925
MSI2	-0.472666666666667
RPESP	3.44033333333333
C11orf60	-0.20425
ABCD1	-0.286
ACAA1	0.6029
SPARCL1	4.80778571428571
IL6ST	1.9342
ZNF319	0.3805
TMEM109	-0.131
FAM90A1	0.0075
IL22RA1	-2.2675
ATP4B	0.2405
TEC	-1.48633333333333
C7orf30	-0.90125
TXNDC2	-0.617333333333333
ABCB4	-0.529
KIAA1191	0.720375
C9orf38	0.022
SFTPB	1.6015
CNTNAP2	0.082
FRK	2.0145
TBX19	1.0865
CHD4	-0.0115
C6orf26	-2.45916666666667
MOSC2	2.27125
IKBKE	1.599
HIF1A	-0.202333333333333
LOC595101	-0.846
RELA	-0.0173333333333333
TMEM16B	-1.03566666666667
ABHD12B	1.05575
TSEN34	0.448
KIF18A	-2.15725
TXNDC9	0.225833333333333
SPATA2L	0.7025
SEMA4G	-0.84
C21orf91	-0.797
MATN1	-0.3085
KCNIP4	-0.261666666666667
TUSC1	2.307875
OR4C15	0.3495
ARMCX6	0.888166666666667
WBSCR27	-1.86766666666667
OR52I2	0.361
KIAA1604	-0.054
DYNC1I1	-0.97025
PPP4C	0.5445
SLC47A2	-3.36333333333333
TREH	0.03
CD48	2.01516666666667
ST14	1.58433333333333
PKN1	0.28775
SPON2	3.01625
XBP1	2.82275
SFRS12	0.114166666666667
EFCAB6	2.976
SELT	-0.13625
SLC39A2	1.1955
ERF	0.0256666666666667
ARL3	0.434375
SURF6	-0.692
MLLT10	-0.461238095238095
FLJ11171	0.648833333333333
TDGF1	-3.89133333333333
ERCC6	-0.07275
EIF2AK4	0.159
BAZ1A	0.5435
LRRN3	0.4285
TMC3	0.231
EFTUD1	-0.266
PTPRO	0.971166666666667
CLEC12A	1.1165
ACBD4	-0.018875
ZDHHC14	-0.111125
OTUD7B	1.640875
ACTB	0.7015
MSRA	0.779875
LCE5A	1.2915
IFI35	0.10125
BSCL2	0.121
ANKRD12	0.745083333333333
CFHR2	1.33675
RGAG1	0.943
HSFY1	0.809
SLC30A5	0.401
IMPG1	1.34
GPR109A	0.591
ZNF185	-1.10475
IYD	3.52875
NPCDR1	0.216
SERPINA13	0.6695
HMGCLL1	-2.57625
NEUROG1	1.16316666666667
UBQLN1	0.03825
LIN37	0.304
SOCS2	-0.621875
DSCR4	-1.65275
XKR6	1.80375
GPR142	0.6135
KRTAP13-3	-0.152
CCDC15	-0.541833333333333
MOS	0.2105
CD1E	-0.108
OFCC1	-0.031
FAM83D	-1.24575
SRFBP1	0.907
C9orf96	-0.1595
DHDH	-1.77175
CCDC90A	-0.2605
RABL3	0.5409
CD320	-1.8205
ANGEL2	1.12058333333333
MRPL21	-0.24775
SMG6	-0.0541666666666667
INSR	1.305125
FLJ14816	-0.791
GLRB	-1.02483333333333
C9orf89	0.656
CIZ1	-0.63375
URG4	-0.221166666666667
LRDD	-1.58983333333333
CBY1	0.6225
NFX1	0.122
MTERFD2	0.263
C19orf23	0.4
PGC	-2.35625
IER3IP1	0.2214
RASAL2	1.76691666666667
C1orf89	0.123
SYNJ1	-0.204375
NFKBIE	0.78225
FLJ40125	-1.715
TCEB2	-0.2528
NOG	-2.224
POLR2J2	-0.616833333333333
HLA-B	3.0315
PCDHA1	1.948
PPP2R2B	-0.455
ARHGEF17	1.1665
TCF7L2	1.82321428571429
CHD5	-0.753333333333333
ZNF431	0.191875
TBC1D25	0.632
ZNF800	0.458
SCUBE2	2.79990909090909
MYCBP	-0.047
GPX5	0.1145
C6orf129	0.128
QSER1	-0.163333333333333
ULK2	1.47975
PIGO	0.372166666666667
NRCAM	-2.16478571428571
SLC35E3	-0.227875
CSRP2	-1.18925
HYPE	-0.3225
MAPK15	0.782666666666667
MGC14327	-0.20325
TIMM13	0.1715
ZNF462	-0.142
GBA3	0.52
TEX13A	1.17
MCM6	-0.768777777777778
MTRF1	-1.13675
ABCA7	-0.89
EIF4A2	-1.1395
ZC3H10	1.0859
RPGR	-0.134
C20orf94	0.769
RP1L1	0.237
GPR125	-0.103142857142857
USP22	-0.1315
OR1L4	0.85375
MLZE	2.12075
FLJ32065	-0.991
PTCD1	-0.0095
CRTAC1	-0.0423333333333333
BXDC2	-1.3095
C18orf1	2.438
FAM107A	1.56964285714286
EFNA3	1.61975
P18SRP	0.2378
CAMKK2	0.241083333333333
KIAA0649	0.237
NES	-1.2915
HS6ST3	1.547375
PON2	0.0305
TCP11L2	-0.633
CLEC4A	2.09525
PRR12	0.9415
MLXIPL	-1.4981
C2orf50	0.2855
ZNF28	1.3905
ENC1	1.45216666666667
MAP2K1	-1.14125
FKSG2	0.337
KIAA0430	0.4255
PTP4A1	-1.13838888888889
GPR156	0.8885
GTF3C6	-0.047
UBR2	0.3243
LOC388272	-1.37475
MAK	2.45816666666667
ACOT4	1.6575
STC2	-0.41575
PIGW	-0.96575
SAE1	-0.7065
COL6A1	1.3285
OAZ1	0.374333333333333
STMN4	0.615
EDG3	-0.171833333333333
SGCE	1.032
IL11	-2.29116666666667
PRSS8	2.867125
YIPF5	1.42008333333333
WNT4	1.86325
CSN2	-0.0346666666666667
TCF7	-2.99375
TDO2	3.52025
SAMD9	0.21075
S100A7A	3.9825
MMRN1	4.60433333333333
GKAP1	-0.06175
AKR1C3	-2.433125
RNF19A	1.000875
GMDS	-0.76925
YKT6	-0.78675
SPARC	1.9352
C12orf31	-1.10125
UBE2V2	-0.847333333333333
FBXL18	-0.520666666666667
KIAA0460	1.47525
ADAM22	0.512875
SERPINC1	-4.52925
KCTD21	0.55725
MYOHD1	-2.02275
ZNF37A	-0.00100000000000002
GTF3C1	0.286333333333333
CTSZ	2.3775
PRNPIP	-0.38625
DRD1IP	0.012
NR1I2	-2.61266666666667
ZNF266	-0.6926
SPAG4L	0.2905
COX4NB	-0.7935
SAPS1	0.366666666666667
APOA1	-3.42125
TATDN1	-0.916833333333333
C10orf82	1.33075
KPNB1	-1.473
FOXO3	1.131
CRYBB2	-1.315
ZBTB5	-0.127166666666667
SLC25A38	-1
DCTN2	-0.100666666666667
IFT20	-0.17325
CTHRC1	3.3625
C1orf31	-0.047375
UHRF1	-0.3670625
GPC6	0.35275
C10orf54	1.73975
MCF2L2	-0.4548
WNT9B	0.20525
OLA1	0.426625
FAM120B	0.54275
TTLL10	0.0395
CYorf15A	-5.96625
RELN	-1.6675
SCN2B	1.47766666666667
MFHAS1	-0.63625
NKX3-2	-0.519666666666667
RASGRF2	0.199
SSBP1	-0.591
KPNA6	-0.833928571428571
LOC389118	0.078
HS3ST4	-1.99122222222222
SUPT7L	0.066125
FLJ32658	-1.7145
IGFBPL1	-1.051
KIAA1641	-1.3846
SHKBP1	0.588
CSF1R	4.31725
NAGK	0.74
MYL2	0.982
HIST1H4C	-0.8495
TOMM7	-0.027875
ADAMTSL3	2.2626
TNFSF14	-0.6675
PRRT2	-2.166
VTA1	0.406875
AOAH	3.62383333333333
CRISPLD2	2.09078571428571
PNN	-0.8466
TA-NFKBH	-0.00225
ESPN	1.16225
RBM43	0.5275
KIAA1267	0.39875
DDX3X	0.162722222222222
KIAA1576	-3.74525
PLXDC1	4.54066666666667
FLJ25801	-4.2385
HNRNPL	-0.39475
RUNDC3A	-0.345
CASP12	1.277
SH2D5	-1.129
RPL26L1	-0.2515
OR51A7	-0.3245
HDC	2.92
C2orf16	-0.327833333333333
SYTL3	2.70625
GOLGA4	0.308375
NOTCH1	-0.842833333333333
ATPAF2	-0.41125
ECD	0.42675
SSX5	-1.76133333333333
SNAP91	-0.63475
OCA2	-5.2405
PNPO	-0.155166666666667
DAPK1	-0.336833333333333
PINX1	-0.417166666666667
SELENBP1	2.342
NEK3	-0.247416666666667
TMED4	0.088
SSTR4	0.239
FOSL1	-2.3854
CD40LG	2.3485
CES1	-1.48772727272727
DCI	-0.250833333333333
B3GAT3	-0.1875
STK17B	0.79725
CNTN6	-0.0105
CYP3A4	-1.3085
MBOAT2	2.15364285714286
PISD	-0.623625
USP1	-1.0765
PYDC1	3.16466666666667
CENPM	-1.3085
SAR1B	0.36125
TTC7B	-1.211125
DP58	-0.443
GPC1	0.02025
RBL1	-1.72425
TMEM137	-3.2465
TOB1	0.50175
TCEAL1	1.236
CENPF	-0.623818181818182
C6	2.6985
PRSS1	-4.1175
PPIL6	0.5568
C6orf124	-0.035
ODZ4	1.6925
SNCB	0.04575
NDUFB9	0.017125
CNOT6L	1.097
S100A9	3.1205
TRIM50	0.556
KCTD1	2.9001
WDR63	1.02875
SPEF2	1.90585714285714
RNGTT	-0.1255
CXorf22	-0.2545
KCNK16	0.46075
CEP250	-1.4545
ATPBD1B	-0.5435
KCNJ2	3.539
MT1B	-0.9505
ZNF684	-0.777
SLC4A1	0.651
PDHA1	-1.08825
ZNF492	0.22025
TKT	-1.54375
BYSL	-0.25225
RNF38	0.77575
AHDC1	0.0025
KLHL2	1.5805
CMTM8	2.74875
DMP1	-1.9605
HERPUD2	0.542625
CRTAM	4.38933333333333
ZNF572	1.16225
TMEM16J	-0.339
HSD17B2	-1.355
UBE2G1	0.17675
AHSA2	-3.3445
PELI2	-0.8875
TPX2	-2.00975
ATP9B	1.472
DAZAP1	-0.065625
HMGCS2	1.37933333333333
C17orf38	0.287
B9D1	-0.490375
NKX2-5	1.3985
KIAA1276	1.59525
LILRB2	3.0445
CSTF1	-0.248
BTN2A1	-0.488833333333333
C15orf48	2.71575
IGF2BP3	-4.16125
FAM113B	0.668833333333333
HRG	-0.72
ZNF131	-0.4915
USP47	0.930071428571429
CCDC88B	-0.7365
HCN1	0.1756
HTN1	-1.50366666666667
SYCP3	-0.7905
C13orf23	-0.2293
PAPOLA	-0.035875
AATK	-0.5171
MSH3	0.572
NDUFAB1	-1.2225
ITLN2	-1.10783333333333
BAK1	-0.470666666666667
MRPL45	-0.663666666666667
MTNR1B	-0.771166666666667
LOC645843	-0.499
SPECC1L	0.360875
PGCP	0.60925
SPN	-0.40725
GPR143	1.9665
ZNF576	0.902833333333333
TMEM39A	0.2769
ATP5D	-0.111166666666667
MAGEB3	-2.435
RPS5	-0.743666666666667
ANP32E	-1.02264285714286
MTMR1	0.68425
YEATS4	-0.08625
SYNGAP1	-0.10825
PCOLCE	-0.0593333333333333
MNS1	-1.183
PCYT2	-0.839833333333333
ZNF182	-0.654
LAX1	0.955875
SPPL2B	0.5192
ELOVL5	0.6877
PCDHAC1	0.17
B4GALNT1	-2.06933333333333
BLOC1S2	0.112375
ZNF673	-0.0333
ARHGAP21	-0.866666666666667
IRX5	2.36025
LRFN5	1.26866666666667
FAM7A1	-1.40925
RAB19	0.7905
GINS1	-1.65875
ITM2B	1.3016
PAPSS2	1.91708333333333
OR5BF1	0.472
ACSL3	0.568875
KIAA1919	-0.48275
GLT8D2	2.773375
UTRN	1.11735714285714
CNN1	0.93325
HISPPD2A	0.202
SDAD1	0.468875
SIGLEC9	0.351333333333333
RPL35	-0.575
C22orf26	0.221
IMPDH2	-0.822875
WDR69	-1.23433333333333
SEC14L5	-0.940833333333333
CLTA	-0.018
RP11-529I10.4	0.56275
GPR37L1	0.2235
OGDH	-0.180916666666667
ASB13	1.29666666666667
ZFP14	-0.081
ZCRB1	-0.151333333333333
KPNA3	0.55475
HSPA1L	0.86925
RHOC	0.5495
LOC554175	0.167
PPP3CA	1.1977
SLC1A7	-0.5808
ZNF529	0.172166666666667
RBED1	0.42925
DDB2	-2.01875
FLJ11286	-0.271
SPATA1	0.6425
MKNK1	-0.732
DYSF	1.001
ALKBH2	-0.42425
NKD1	-1.62283333333333
C1orf174	-0.75275
PLEKHO1	1.17533333333333
ASB10	-0.304
RING1	-0.0123333333333333
NPC2	0.865
AVPR1B	0.065
YTHDF1	0.0310833333333333
LMAN1L	0.1455
GSG2	-2.1475
CEP170	0.5738
RPS4Y2	-4.98
MSH6	-0.2255
HECTD2	0.467333333333333
ZNF556	-4.26816666666667
PLEKHC1	0.5045
AIRE	0.2065
BCL2L10	0.236
LMOD3	2.56983333333333
ZBTB8	0.54
FOXA2	-3.7033
SLCO2A1	2.550375
C3orf46	null
PRDM16	-0.221166666666667
TMEM98	0.678
FRMD5	-1.085
PDE6C	-1.0255
C1orf216	-0.282
EP400	-0.966857142857143
PTK2	0.0985
RNF217	1.483
NDUFA8	-0.2975
ZFAT1	0.86775
LAMP3	2.87133333333333
GLTSCR2	1.187
NPW	-0.27
LLGL2	-1.1773
PPM1K	-0.7665
C20orf177	0.0275
KIR2DL4	0.3796
NFKB2	1.0965
C21orf122	-0.481833333333333
HESX1	-1.242
GPR114	0.735833333333333
SLC25A35	-0.545666666666667
GNAT1	0.35175
ORAI3	0.085
FAM76B	-0.317875
TMEM99	0.5315
TRIM29	-0.9762
CDS1	2.58325
RHEB	-0.2389
C4orf27	-0.374333333333333
RAB3A	0.083
OTUD6B	-0.9215
GPD1	-0.860875
CDH15	-0.79
NPM1	-0.246642857142857
TMEM117	-0.226
PRPS2	0.599333333333333
GCK	-0.743
