Hybridization REF	TCGA-C8-A1HN-01A-11R-A137-07
ADRBK1	0.286125
CDRT4	-1.09375
ZNF84	-0.399
HOXD8	3.56875
STARD8	-0.326333333333333
FOXP2	-1.561125
CCDC103	1.95925
POLR3A	-0.9219
GSC	0.567666666666667
ZNF114	-2.6825
HTR7P	-0.1035
LALBA	-0.0495
RMND5A	-0.170333333333333
PSCD2	0.48725
ZNF409	-0.1675
KRTAP1-3	-0.0936666666666667
MAF1	0.51025
LOC201725	-0.873333333333333
NRN1	-2.8275
SPAG5	-0.491833333333333
DNAH7	2.7045
FLJ43860	0.7125
BRCA2	-0.681
ACADM	-0.4635
CXXC6	-3.752875
RAGE	-1.71925
CHMP2A	1.49775
FAM8A1	0.3145
GPR21	0.3115
SLC12A3	-2.52266666666667
FVT1	0.719428571428572
ZDHHC7	-0.790375
FLJ44048	-0.32525
SLC44A3	0.674666666666667
SDSL	0.9945
MMP8	-0.7645
PLA2G12B	-3.554
ACY1	-0.54425
MT1E	-0.174833333333333
OR4K15	0.752
TECTB	-0.198
GPR20	-0.127125
IRAK2	-0.72625
RFPL3	-0.253
MYO9A	-0.562
NARG1L	-0.667916666666667
BLMH	-0.25125
CCDC3	1.37283333333333
C9orf21	-0.316833333333333
KIAA0513	-0.458166666666667
MIER2	-0.00275
PNMA2	-2.50141666666667
SH3BP2	0.896
ANXA10	-1.866
RTN2	0.434666666666667
TFB1M	-1.3565
PRPH2	0.9535
C14orf133	-0.215
GOLGB1	1.24966666666667
IRX4	-1.69525
NFKBIL1	0.418833333333333
C10orf62	-0.15
APBB3	0.46425
RPS10	-0.2995
LOC728378	-1.4445
TLE3	1.418
PSMB7	-0.082125
MESDC1	0.416
SLC6A1	2.1945
OCLN	1.88425
PTTG3	-1.08183333333333
NAGLU	-0.268
SERTAD4	2.377375
SPRY1	0.09375
FLJ10781	1.30341666666667
MYSM1	0.2445
TRIM4	0.435142857142857
SH3YL1	0.572
TREM2	3.9225
SERPINI1	2.506
HDHD3	0.963625
TMEM38A	-0.1355
EID2B	0.02075
TDRD3	-0.336333333333333
SEDLP	0.67
THSD7A	0.88
NDST3	-3.56625
KLHL15	-0.306583333333333
DHRS12	1.737
FBXO9	-0.0293571428571428
TNPO1	-0.320916666666667
MRPL13	0.991333333333333
SNX5	-3.20233333333333
METTL6	-0.32925
SOD1	1.1475
CHML	-0.406166666666667
PACS1	0.4805
SIRT5	-0.3646
CAPN2	-1.23816666666667
FXYD5	-0.608333333333333
TWISTNB	-0.384
LRFN1	0.784833333333333
UBE1L	1.674625
UBE1C	0.745
OR51B2	-0.859
OR4D11	0.3065
C15orf2	-0.0795
NR4A1	-0.4
LOC339047	-2.04975
TRIM17	1.07675
ATP5G3	0.101642857142857
RPL15	-0.5
ADAMTS8	-0.8695
HOXC4	0.985
C14orf37	1.5005
CEACAM5	1.665375
MYT1L	-0.374333333333333
RASA2	-0.325
OSBPL7	-0.613
STAG1	-0.861
GIMAP4	4.4405
FUT3	-0.141166666666667
PIF1	-2.298625
LPIN2	-0.2518
SH3PX3	0.44725
PDP2	0.028
PAPD1	-0.398
ERP27	3.313
APOOL	0.8625
DIABLO	0.297
TRHR	0.337875
ARMC9	-0.20275
RNF152	2.50525
SLITRK3	0.0531666666666667
ZNF211	-0.00709999999999999
PFDN1	-0.003875
RGS11	2.0995
HS6ST1	0.7953
AKR1D1	-0.991
TNP2	0.121166666666667
STK31	-0.588166666666667
EML4	-1.15425
SGTA	-0.624
HIST1H2BI	0.219666666666667
PSMD6	-1.19666666666667
KIAA1257	1.9935
C18orf55	0.2635
FLJ20273	2.88775
RPL28	-0.55
EPYC	3.015625
NOX3	-0.5545
ELAC1	-0.817833333333333
METT11D1	-1.0955
BIN2	-0.1535
NACA2	-0.10375
CCDC17	-1.23225
HM13	-0.5687
UBOX5	-0.861375
UBE2O	0.213625
UBL5	0.68975
APOLD1	0.825875
C9orf31	0.40625
TNFSF8	0.9805
ARHGAP29	-0.5775
PROKR2	0.3395
PDE5A	-0.8925
C6orf12	-0.822
TOM1L1	0.259
WHDC1	0.3
FOXI1	0.607333333333333
RAB4A	0.4665
TMEM39B	-0.96375
ATPBD1C	-0.2115
FARSA	-0.654
PLEKHG5	0.75075
CMAS	0.765333333333333
OR7E24	0.581
SLC30A1	-0.4475
CDC42EP5	0.946666666666667
PLAC1	2.41775
KLHL18	-0.11575
LBA1	0.2936
TAZ	-0.3425
CRIP2	1.0005
BTBD11	-0.557166666666667
C16orf72	1.42375
DIO2	0.6012
LRRCC1	0.316833333333333
CCDC136	-2.661
PRX	0.542625
RBM5	-0.7241
TMEM85	-1.01625
TUBGCP4	-0.953166666666667
APLN	2.131
CDK7	0.284
SSR2	0.451
CRELD1	0.61
C19orf46	2.69
GAL3ST4	0.616
KBTBD10	1.9205
IL28A	0.33175
WDR27	-0.645
MCM2	-0.7395
SOX14	-0.881
FLJ39743	0.28
KIAA0922	-0.6715
HIPK4	0.7355
FLJ25758	-0.6385
C16orf57	-0.676916666666667
PDZD2	-0.695875
MCC	-0.013875
HHLA3	0.1954
ID2	1.58825
C20orf23	0.935
ZNF688	1.51525
APOC2	-1.00283333333333
LOC440093	-0.0505
FAM50B	1.30983333333333
PWP1	-0.3585
DNAH10	-0.36725
HIST1H2BA	-0.2625
GPR56	0.612833333333333
METAP2	-0.201875
PAN3	0.912
STXBP4	0.618
PDHX	0.126
MTA1	-0.65425
ZBED4	-0.111625
ZNF720	0.15825
CDK2	-1.117125
RHOJ	-0.105625
CDC37	-0.9025
ZER1	0.6605
GRK4	0.71675
PRPH	-0.4235
POLR2A	0.619625
OGFOD1	-0.395
NOL5A	-2.4575
PHEX	1.218
FLJ16478	-0.559
C20orf117	-0.29975
CAMTA2	-0.02325
C11orf74	-1.49966666666667
DDX17	-0.446916666666667
C5orf27	0.209875
PLEKHA2	-2.1798
PDE4DIP	-0.783
SCN7A	1.1495
ZNF559	-2.071
CXCL10	3.94725
ZMYM4	0.3365
STK32B	1.08993333333333
KIAA0888	-1.885
TACR3	0.7715
CKAP2L	-1.37425
KIF1A	-1.086
RSPRY1	1.1125
VCAN	0.7325
CYP27C1	-0.1095
SYDE1	-1.37816666666667
MED12L	-1.0605
ZDHHC21	0.9415
NHS	-0.248
TM9SF3	1.21666666666667
DDHD1	-0.510875
MAFG	-0.06775
BICD2	-0.772
C14orf119	-0.4525
C14orf43	0.614071428571428
CDH7	-1.13275
ALKBH5	0.0171428571428571
JUP	1.30225
TMEM41A	0.4205
MAMDC4	-1.09566666666667
CBX3	-0.1715
LRRC18	0.09275
RBMXL2	-1.08725
PLA2G4D	0.474
FGF13	-0.067
KIF3A	1.16833333333333
PDIA6	-1.42275
DCXR	0.85075
CASKIN2	0.975666666666667
EHD1	0.238666666666667
MARCKSL1	0.4315
ZNF496	-0.217166666666667
SCAF1	0.881
KCTD8	-3.35175
TRAF3IP3	0.575142857142857
LSR	0.97675
CXorf1	0.0945
C14orf112	0.678166666666667
EIF2B1	0.11875
OMP	0.307
GSTZ1	-0.17
LOC92017	1.0825
ISLR2	0.6765
C12orf36	0.554
GATA2	-0.4155
GABRA5	-2.606
CELSR2	-0.985785714285714
STAM2	0.3881
TNAP	-1.2875
PTPMT1	-0.8165
GRP	6.6685
SV2A	-1.35416666666667
MAGEA12	-1.0215
CACNG1	1.4035
C18orf19	-1.02
GSG1	-0.3695
PTPRJ	-0.296357142857143
FRMPD1	-0.5835
ZNF668	1.092
PLEKHJ1	-0.623125
ADAT1	-1.563
TMEM50A	0.6538
UCN3	0.0595
HOOK1	1.353125
IL17B	-0.964
MLKL	-1.46483333333333
TTC14	-0.185333333333333
KLHL5	-0.3595
CRYL1	-0.115333333333333
FOXH1	0.532
NFYB	0.025375
PPM1G	0.15175
GOLGA2LY1	-2.0885
NMT1	0.20375
HADHA	-0.3848
CHSY-2	1.658
PLEKHF1	1.11514285714286
SAGE1	-2.0565
MUSTN1	0.4645
SUHW4	0.97225
TFEB	1.1525
ZFYVE27	0.18675
ATG12	-0.521166666666667
BMI1	0.3385
ZIM3	0.799
MYH4	0.59625
MASP1	-1.5535
KIAA0984	1.9825
RPAP2	-0.43725
ASB5	0.0916666666666667
BOLA3	-0.162833333333333
MIA3	0.402166666666667
KRT35	1.2085
KIR3DL3	-1.7255
MRPL51	0.394
SEMA3F	1.61983333333333
NDUFB2	1.06083333333333
LOC253012	-0.48825
FAM46C	-0.3264
G6PC	-2.577
CSAG3A	-1.57883333333333
PREX1	2.2605
SLC25A45	0.544625
MAPKBP1	0.529
CPE	1.3478
GNB1	-0.745375
CXCR6	1.496
TRIM46	0.14575
C16orf3	0.313333333333333
HPSE	1.765375
TIGD3	1.118
SPG3A	1.63975
LCAT	-1.7455
ST6GAL1	-1.17655555555556
POMC	0.2065
FLJ36031	-1.56983333333333
NSMAF	-1.0105
SKIL	3.0995
ADSS	0.561166666666667
HMGCS1	-1.5699
POLR3F	-0.207666666666667
RAB10	0.341375
ZNF277P	-1.11925
ZBTB7B	1.27875
DHRS1	0.734375
ABCC13	0.28025
CNOT3	0.679
NFKBIA	2.18375
GAK	1.24433333333333
SFT2D2	0.835666666666667
HOXA6	-0.23
CRTC1	0.260375
LY6D	-0.560833333333333
C20orf72	-2.08966666666667
CPT1A	-0.1585
LMO1	-0.7895
EIF3I	0.0745
PRB4	0.087
MCM3APAS	-2.3465
C20orf132	1.4948
FOXF2	-3.168
S100A12	0.06575
MLH1	0.5635
ACTN1	0.4856
MRPL36	-0.1645
C20orf106	-0.17375
FBXO6	1.64033333333333
MKS1	-0.0851666666666667
CX3CR1	-0.7145
PDE1B	0.7495
PLP1	-4.05125
KISS1	0.0258333333333333
C14orf2	-0.512333333333333
TBC1D3P2	-0.8965
COMMD6	1.0583
ANKRD7	-1.62325
PTCHD1	-1.664875
NARS2	-0.408
DOCK7	-0.5395
FAM127B	0.323625
LOC390243	-0.297666666666667
N6AMT2	0.474
ZNF391	-0.498
DNAJB14	0.00333333333333333
WRB	0.41175
BPI	0.00783333333333331
TTC4	-1.09316666666667
FAM10A5	-0.67225
GOT1L1	0.4675
MAGED1	-0.088625
RESP18	0.233
WFDC6	0.42275
MT2A	-0.8315
C11orf56	0.1265
KIAA1432	-0.422
ROR1	-1.966625
HSD17B14	1.097
ZFAND2B	0.5445
SAMD4B	0.946
HEXA	0.047875
HNRNPU	0.00763636363636363
USP39	-0.324875
NRD1	-0.2905
R3HDML	0.83725
FLT4	0.618333333333333
OMG	0.178333333333333
OR52N4	0.7065
LOC399818	0.0985
ELA2	-1.33925
VENTXP1	-1.206
RFC5	-0.551
OR52L1	0.6215
PAX5	0.153
FBXO2	1.0215
GMEB1	-0.4105
AKT3	-1.5085
CRB1	-0.349166666666667
CTTN	0.492333333333333
UTP15	-0.0606666666666667
HSBP1	0.819166666666667
PHF11	1.41025
NDEL1	-0.0508333333333333
USP8	0.185
BAIAP2	0.6013125
SI	0.163333333333333
ARSJ	-0.975666666666667
BAAT	-3.05325
KCNS3	2.71333333333333
LOC126147	-0.307
TMEM37	-0.4145
C1orf162	3.215
MBD1	-0.1952
ITGAL	0.881833333333333
WDR73	0.0821666666666667
GKN2	-0.268166666666667
ARFGAP1	0.152625
SLC5A8	-1.80633333333333
ZBTB40	0.1137
CYP4B1	2.74683333333333
LYPLAL1	0.72875
CHST3	-2.192
MAP3K9	0.234
BTAF1	-1.44316666666667
TFAP2E	-0.0945
RBM35B	0.2415
LOC441251	-0.0658333333333333
ANKRD25	-0.894055555555556
UQCRC2	0.3295
MAEA	0.709583333333333
HYAL1	-1.978
RNPEPL1	0.472666666666667
CPSF2	-1.41275
PSD3	0.1753
ABCA13	-1.38825
AGR2	4.07325
GBX1	-1.412
HDLBP	0.627214285714286
ACY3	-0.31525
HECW1	-0.9155
ZNF519	-1.59075
HOPX	2.94775
ZNF304	1.511
OR12D3	0.25
FKSG43	0.5565
METTL1	0.34825
MFSD3	1.3512
PSPH	-0.61325
CLCA3	-0.351
DARS2	0.164
CDC25A	-1.58166666666667
BAIAP2L1	0.6395
B3GNT5	-0.471875
USP29	0.24475
ARHGEF10L	1.1757
ATOX1	0.73025
ADAM30	0.38225
DNASE1	1.1445
STT3A	0.624666666666667
RAB6IP1	-0.03275
PTN	-0.1998
C1orf106	0.0680769230769231
HECA	1.19325
RNF122	-0.09225
SLC22A18AS	1.2895
GNG8	0.504
ELP4	-1.2025
FAM65A	0.640666666666667
RPL10A	-0.496166666666667
IRS4	0.2025
MACF1	0.4515
SEC24D	0.73875
LOC374395	1.08325
TGFB2	-0.835125
MDFIC	-0.703
CHRNE	0.454166666666667
PCMTD2	-0.251833333333333
ATP6V0D1	-0.309666666666667
MTA2	0.42
LZTR1	-0.596
RAP1A	0.25
AXIN1	0.827
POLR1C	-0.416
TRIO	-1.09891666666667
PLXNA4A	-1.02508333333333
C5orf33	-0.55325
DEPDC1B	-1.454625
ZNF473	0.462666666666667
MTM1	0.602375
GPR107	0.482
CSNK1A1L	0.0931666666666667
FLJ14154	0.38075
NLRC4	4.21225
ENPP4	2.58616666666667
PADI3	0.5685
RNF170	0.013125
CG018	-0.168833333333333
C16orf7	-0.1785
KCNE1	-1.288
NRM	-0.545
SLC37A3	-0.408642857142857
TPD52L2	-0.1305
UNC5B	1.381
C12orf12	-0.0318333333333333
SDHB	-0.11625
CLRN1	0.54025
NUDT10	-1.871
UGT3A1	0.11725
FBXW8	0.0575
RHOF	-0.696
PTPLAD1	0.531
MYO3B	-3.233
DERA	-1.094
TPP2	-1.08725
C19orf53	0.461666666666667
GINS3	-1.769875
ST6GALNAC5	0.739
CHSY1	-0.84075
MGC15705	-0.1495
GPR83	0.140666666666667
EXT2	-0.473
DOLK	0.52875
TUBAL3	1.4645
ACVRL1	1.7331
ABL2	-0.64975
C14orf156	-0.508
PTPRZ1	-3.13425
DIP2C	-0.235125
LAMP1	0.192625
RXRA	0.3832
MAP3K5	-0.695
ALKBH1	-0.715333333333333
PDLIM7	-0.37575
ARL14	-2.633
SNIP1	0.0265
TIMP3	1.85825
RGS3	0.191333333333333
SPAG16	0.8874
ABHD4	0.22025
ARHGEF12	1.03433333333333
GLUD2	-1.037
RAC2	-1.0663
UAP1L1	-0.8705
SLC18A3	-0.1105
YOD1	-2.47475
RALY	-0.29475
HMOX2	1.1805
DGKH	-0.37775
DBNDD2	2.37516666666667
YIPF4	0.750625
THAP10	0.17175
ZNF513	0.97625
HAGHL	1.1645
ITGB4	-1.06066666666667
CCDC141	-1.9005
YTHDF3	-0.48225
C5orf28	0.61025
RPL7L1	-0.373375
TMEM30B	1.01964285714286
ANKRD35	-0.025
DUOXA2	-0.149
TBC1D5	0.1265
DFNB59	-0.4045
HRH4	-0.101
MYO6	3.0537
DNAJA4	1.577625
RBM24	0.727875
CEACAM20	-0.269
RBM23	-0.558714285714286
NGFB	0.242
C1orf63	-1.058
KRTAP7-1	0.157
PERLD1	1.9965
NPB	0.654
C17orf59	0.2081
HSPBAP1	-0.227
SLC15A4	0.169625
PRTFDC1	-1.25325
OSMR	-1.8375
CYSLTR2	0.0605
C19orf25	0.5842
KIAA1797	-0.5595
NLRP6	0.388
FAM105B	0.183
SCRN2	-0.4955
LRRC58	-0.3332
RNF17	-0.25925
NEIL3	-0.958
FAM137A	-1.43175
SKP2	-2.9785
PARVA	0.468333333333333
PKLR	-1.6925
RNF34	0.477375
A3GALT2	0.189
C12orf50	-0.501
SUNC1	-1.5365
FAM102B	0.893166666666667
CCT2	2.38425
LRRC37A2	-0.7815
ARF4	1.0035
SIKE	0.1555
C8orf48	2.01483333333333
MBTPS1	-0.884285714285714
GPSN2	-0.1335
NCF2	2.828
SLC12A6	-0.9105
MRPL48	-0.3505
HMGN3	0.567333333333333
LRRC62	-0.0405
PAX9	0.96275
FAM55A	-0.9565
C20orf42	-4.15583333333333
SCML2	-1.31233333333333
BCL9	1.11725
FAM40A	-0.259
C9orf41	-1.04283333333333
ZNF774	0.04
LETM1	0.17875
PLXNB1	0.225666666666667
NIPSNAP1	-0.784625
USP10	-1.68375
F9	0.986
LIPE	0.39775
CNGB3	-0.3335
C12orf52	-0.0405
PI4K2A	-0.239375
MED8	0.454
STAT4	-0.1978
FGD4	-0.295666666666667
RNF145	-2.1975
WDR32	-0.3314
CLDN2	0.2
TCEAL8	0.59975
ZMYND8	-0.3628
PDXK	-0.648
GATAD2A	-0.59175
PTGES3	-0.209
CCM2	0.0385
TAP1	-0.074125
ZNF670	0.19425
ETS2	-0.6245
C6orf166	0.163166666666667
PRMT2	-0.351642857142857
OR4B1	0.4565
INTS8	-0.124
CCDC102A	-0.524
CCDC83	-1.382
ITGA1	0.1351
EPHA5	-2.8777
FAM24B	-2.52816666666667
TSGA10	-0.28725
HAL	-3.03216666666667
MYOT	-0.5935
SPACA3	-0.27025
BCL2L2	-0.353166666666667
CUGBP2	-0.912666666666667
CCNB3	2.99275
RNF113B	0.062
MERTK	0.781
BAG1	0.32375
VPS36	-0.5685
ORMDL3	1.1178
C1orf190	1.7905
ZNF625	-0.8265
CORO2B	-1.89075
ALOX15	0.538
CST1	3.074
NUPR1	2.86483333333333
CCL7	0.2695
SMCR5	-2.293
DSC2	1.251
RBMS2	-0.1945
GRIK4	0.4395
TRIM65	0.4306
TMPRSS6	1.1045
TP53INP2	0.85
GLB1L	0.428833333333333
LOC388284	0.0481666666666667
PUS1	-0.785571428571428
BCL9L	-0.2445
OLFM1	-0.65175
RET	4.469375
MASTL	-1.21033333333333
ALX3	0.59875
IL1RL1	-0.000666666666666672
ZNF765	-0.7388
C14orf138	-0.581
SNX10	0.434666666666667
TAC4	0.147
C1orf64	2.5315
POGK	0.6685
MAPK9	0.19
ZNF366	2.2715
C8orf79	0.2743
CLDN7	2.35775
OR5AT1	0.3855
TRIM37	-1.58725
LRRC25	3.2185
GRHL2	3.9519
TEKT3	-0.5025
LASS5	-0.517166666666667
ABCC4	-2.93983333333333
DLG3	1.47775
VGLL1	-0.014
ZFP36L2	0.320166666666667
MFRP	0.0273333333333333
KIAA1799	0.87125
FLJ44379	0.702
PCNX	-0.72025
ANXA9	0.8275
CYP4V2	2.7684
PIK3C2A	-0.6195
SRR	-0.4815
NOL3	0.41675
IFITM2	-0.132
ARNTL2	-2.00975
ZNF595	0.10725
NLRP13	0.603
ASPH	-1.5065
CPA2	0.3225
PVRIG	-1.75683333333333
LEPR	-1.473
C16orf42	0.7415
SH3BGRL	0.54625
FAM77D	-1.229
FNDC7	1.1665
C9orf6	-0.1945
NOTCH2NL	0.504833333333333
PGBD1	-0.111833333333333
SYNGR2	0.863333333333333
PITPNA	-0.492125
PRPF4B	-0.7786
SLC43A3	-1.50228571428571
NRBP1	-0.00275
SLC25A22	0.202
ILK	-0.6265
SLC22A8	0.524166666666667
MRPS7	0.582875
PITX2	-1.872
FABP3	0.229625
OR1L1	0.8185
LOC728215	-0.723375
BLID	-2.5065
KIAA1217	2.46505882352941
TFPT	0.5015
AP4B1	0.174
VBP1	-0.6655
OR1K1	0.482
MORC3	0.048
BHMT2	-1.4755
C3orf10	0.748
FZD7	1.71583333333333
WFDC10A	0.5615
PMS2CL	-0.03625
CCDC32	0.8405
FA2H	-4.531
ALG13	0.366
TTLL7	0.2434
SPOCK3	-0.98625
SLC13A2	0.643
AIM1	-0.1735
GPRC6A	0.327
EGR2	3.2065
MED11	0.52575
WWC1	0.57375
SH3GL3	-2.463
RIF1	-0.845785714285714
PRLH	0.25
VLDLR	-1.5305
DBT	0.6783125
C21orf63	-1.70975
CGGBP1	0.197
KRTAP12-2	-0.1665
TADA3L	-0.31525
ZBTB16	0.13525
PDGFB	1.529625
RFX1	0.43175
UQCRB	0.5616
LOC133874	0.0425
HPS3	-1.316
LGALS3BP	1.4724
DKFZP564O0823	0.907928571428571
MRFAP1L1	0.804875
HOXA10	-1.19033333333333
NGB	0.3625
KIF21A	-0.122769230769231
IFLTD1	0.23
LZTS1	-0.5005
ARHGEF3	1.68775
RHBDL3	2.395
CSNK1G2	0.128333333333333
ChGn	-1.87275
KIAA1244	2.24716666666667
GABRB2	0.2415
MGC72080	0.839
CD27	2.666
EGLN1	-2.146
PEX13	0.41375
RWDD3	0.46975
RNF12	-0.646166666666667
GRIN2B	-0.662
ADAMTS14	-0.629375
DYDC2	2.43233333333333
ATP6AP1	1.1659
NR1H2	0.394166666666667
PDK2	0.4515
C3orf17	-0.00183333333333334
SLC38A2	-1.00664285714286
SLC25A29	-1.51166666666667
C15orf29	0.514875
ADAM9	-0.245333333333333
TMUB2	1.018875
GPR176	-0.719
AGK	-0.397
MCCD1	1.663
NDUFA4	0.88925
TMEM146	0.3765
DUSP1	1.206375
UNQ6975	0.4005
EMX2OS	3.94075
INSM2	0.52175
LUZP4	0.12025
SETD6	-1.22975
P2RY2	3.48425
SLC45A2	-1.1915
RABGAP1	0.038
UBXD5	0.609875
GPRC5A	1.3232
PAK3	-1.37166666666667
LOC63920	0.60975
TGFBR1	0.6657
KRTAP6-3	0.12075
SFMBT2	-0.593
CDC42	0.2143125
C11orf35	0.7565
TTLL2	0.00499999999999998
UACA	0.108166666666667
CD97	-2.1634
SETD5	-0.30675
NINJ2	-0.12075
PTER	0.4625
POMGNT1	1.069
KRTAP4-2	-0.182
ECGF1	2.45825
HRB	-0.516
ATP1B2	-0.2496
LOC400506	1.207
COL4A3BP	0.56775
C6orf97	1.47525
GRHPR	0.8665
TAS2R1	1.5515
SEMA7A	-0.31425
EDF1	0.1855
ODF2L	1.1444
PCID2	-1.68983333333333
GTF2H4	-0.882833333333333
ZCCHC3	-1.691875
CGB2	0.177833333333333
NEUROD1	-1.02825
C20orf75	0.1375
RP5-1054A22.3	1.12483333333333
IFNA5	-0.8325
ZNF134	0.0835833333333333
MGC119295	-0.7109
ZSWIM6	0.59975
SMEK1	-1.2365
PCGF2	0.366375
C1orf102	3.219
CYP2A13	1.2975
KCNH6	-1.2026
MDM1	3.9194
ALDH7A1	-0.344333333333333
C9orf75	0.6265
VDAC3	0.066625
OR51T1	0.493
EIF3F	-1.37241666666667
KCNJ10	-0.467
LENG8	0.29775
EDEM2	0.370833333333333
CCNJL	-0.261333333333333
DHX37	-0.617
CRYGN	-0.1705
AATF	0.093625
ZNF630	2.187875
E2F5	-1.419
WFDC13	-0.906
FTSJ3	-0.4495
C4orf33	0.684
LHFPL4	-3.234
C19orf56	-0.194166666666667
SMAD4	-0.1225
AFM	-0.546666666666667
G0S2	-1.7015
FCHSD2	-0.1623
RRP1B	-1.434
EEF1B2	-0.656166666666667
STAT6	0.615666666666667
ZNF195	-1.30325
GNL1	-0.8805
ZNRF2	0.570166666666667
PER3	-0.106375
ASB16	-0.019
C10orf10	0.499642857142857
ADCY8	-3.0385
C9orf58	0.0485
ARMC10	-0.0753333333333333
PSG1	-1.021
DHX34	0.19725
VARS2	-0.277
NFIC	0.3355
ITPR2	-1.13575
AGXT2	-0.00333333333333333
OR6K3	0.2845
H2AFZ	0.378083333333333
MLLT3	0.836416666666667
COX4I2	1.7605
CCNT2	-0.320125
PLK4	-1.48025
NUMBL	0.101666666666667
MED16	-0.14525
PLEKHQ1	1.08575
GOSR1	1.60022222222222
BTG4	0.701
RPL30	0.759333333333333
IGSF5	-0.5015
IGFL2	3.04716666666667
ELMOD2	1.46
SHC3	-1.46583333333333
HAVCR1	0.1795
DYNC2H1	0.236875
RNF5	-0.124833333333333
C2orf7	-0.04325
NLF1	1.0275
KLHL25	0.778
LRP10	0.4538
KRI1	-0.86575
PUS7L	0.438166666666667
MGMT	1.31875
HOXD1	0.739
CSH1	0.2249
ATG16L2	-0.487
FLJ44635	-0.446
CHODL	-0.44275
EXOSC8	-1.8055
SLC28A1	-0.081
MYO7B	-0.468333333333333
SEH1L	-0.7588
MTNR1A	-0.196166666666667
TSPAN5	0.520166666666667
CDC45L	-2.36983333333333
AMIGO1	0.2995
ATAD3A	-1.023625
OSGIN2	0.935166666666667
PDIK1L	1.094
DARC	0.205625
PIPSL	0.738
SHMT1	-0.484
CRISP3	0.211
POPDC2	2.11266666666667
ZRANB2	-0.866333333333333
FBXL8	0.5135
TRIP13	-1.34218181818182
EIF5AL1	-1.377
POU5F1P3	-4.22783333333333
IL6	-1.96916666666667
CXorf38	-0.501166666666667
IFNA16	0.0595
FBXL2	1.78016666666667
BRD1	0.167
STATH	0.2655
FBXO44	1.01333333333333
MCCC2	0.78
CDC2	-0.8721
C5orf23	-1.103
IVD	0.6415
C10orf122	-0.7895
MSL3L1	0.00469999999999999
MVP	0.545
EPOR	-0.7963
ZMYM1	-0.364
BCL7C	0.82
PSTPIP2	1.4486
LYPD1	-2.05075
OR8G5	0.1365
ZP3	-0.177333333333333
BCAS4	2.18958333333333
EDG6	0.92725
ISY1	-0.58125
PRAMEF2	-1.42975
CUL1	-0.338625
RNF213	1.4674
CCRK	1.55275
DHX9	-0.3265
C13orf29	-0.5045
NCKAP1	1.14366666666667
MRPL43	0.871428571428572
XPR1	-0.1635
PKN2	0.3397
PODNL1	0.507
ZNF333	0.04875
DALRD3	0.60775
OPN1SW	0.5065
BTBD6	-0.59075
C11orf82	-1.1495
OR5P3	0.488
DUSP11	-0.1105
L1CAM	-1.2383
NEK11	2.033
OR7E91P	1.322
CNTN3	0.6536
CREB3L2	0.96475
ZBTB37	0.9085
KIAA1324L	-0.465
NDUFB10	1.231
NUDT2	0.8045
GTPBP8	-0.85375
CACNA1D	1.270375
PRKAA2	-2.15966666666667
PRDM8	-0.042
MGC16075	-0.729333333333333
KRT14	-1.8345
PP8961	0.825625
MRPL18	0.6245
ABCG2	-2.642
PACRG	0.279
BBS2	0.91475
KREMEN2	-1.3115
FBXO21	0.863
HNRPUL1	0.2915
GRB10	-0.61325
CLSTN1	1.180875
LMAN2	-0.2912
C17orf61	0.00975
NIPSNAP3A	0.39125
INSIG2	-1.45066666666667
PCDHB7	0.5835
STXBP2	0.106125
CMAH	-0.358
SEMA5B	-0.63425
ZNF155	-0.113
COQ6	0.156
PRPF4	-0.17825
TSPAN15	2.1802
VN1R5	0.40675
LATS2	-0.01925
SELK	0.982
PGK2	-1.03525
MS4A1	-1.9345
TYW3	-1.009
KRTAP5-1	0.54075
RCCD1	-1.77333333333333
BTN1A1	0.8495
DDX28	-0.3545
TMEM65	1.191875
LOC92345	0.2005
TTC31	-0.45425
WDR46	-1.00216666666667
CHP2	-1.41783333333333
LSP1	0.71075
ZNF542	0.2695
EXOSC1	-0.3215
ARHGAP18	-0.0676666666666667
LRRTM4	-0.681125
MAOB	1.18741666666667
CACNB4	-1.441
MGC33846	0.028125
RANBP3L	0.64825
ATP5L	0.706625
ONECUT1	-3.516
NUDT9	0.4025
TMEM149	1.038
STX17	-0.49725
IGSF10	-4.74125
TMPRSS9	0.295
BMPR2	0.76075
ALLC	-0.25025
KLF7	0.36275
GCC1	0.9877
TIMM9	-0.75525
CDO1	-1.05316666666667
MGC10701	-1.11916666666667
IFI6	1.67033333333333
FRMD8	0.9215
MGAT2	0.4385
WBP5	-0.504
CNIH2	0.54275
KIAA0907	-1.0998
KCNH8	-0.851
CTSG	-3.08475
GRIK1	-1.11766666666667
CUL5	1.037875
FRMD1	0.5535
OR9A4	1.9415
SYT6	-1.08325
FOXD4L2	2.8325
ANAPC2	-0.320333333333333
OPN5	0.034
TAF13	1.216
LYG2	-0.5865
GGNBP1	-0.0345
C11orf40	0.606
OTX2	-1.289
REG4	-0.0991666666666666
EIF5	-1.604625
PALB2	0.068
SEPSECS	0.6528
RNASE3	-0.1225
TRIM49	-1.089
POLR2K	1.8448
GPR42	0.3385
C8B	-2.86525
SASS6	0.10975
PREB	-0.466666666666667
OR3A3	0.389
TUBA8	0.3785
IGLV2-14	-1.43075
STIL	-1.04275
ANKFN1	-0.866833333333333
NME7	-0.46025
HOXC12	3.23525
