Hybridization REF	TCGA-AR-A1AU-01A-11R-A12P-07
CLRN1	0.512857142857143
NUDT10	1.027
UGT3A1	-0.583666666666667
FBXW8	-0.16825
RHOF	-1.275625
PTPLAD1	0.53475
MYO3B	-0.2465
DERA	-0.53125
TPP2	-0.54625
C19orf53	0.186333333333333
GINS3	-1.152625
ST6GALNAC5	0.331
CHSY1	0.3945
MGC15705	1.3935
GPR83	0.02025
EXT2	-0.134
DOLK	0.26075
TUBAL3	0.74875
ACVRL1	2.6452
ABL2	-0.175333333333333
C14orf156	-1.3165
PTPRZ1	-2.17475
DIP2C	0.2025
LAMP1	0.859875
RXRA	-0.3765
MAP3K5	0.61425
ALKBH1	-1.02816666666667
PDLIM7	-0.343125
ARL14	-2.928
SNIP1	-0.664
TIMP3	3.31516666666667
RGS3	0.610833333333333
SPAG16	1.46088888888889
ABHD4	0.15525
ARHGEF12	0.65225
GLUD2	-0.671
RAC2	-1.663
UAP1L1	0.455
SLC18A3	0.0315
YOD1	-1.852
RALY	-0.217
HMOX2	0.2965
DGKH	-0.96275
DBNDD2	2.24183333333333
YIPF4	0.636125
THAP10	-0.2025
ZNF513	1.102
HAGHL	1.70533333333333
ITGB4	0.860666666666666
CCDC141	-3.5015
YTHDF3	0.31675
C5orf28	0.9005
RPL7L1	-0.521875
TMEM30B	0.417642857142857
ANKRD35	2.939
DUOXA2	0.18025
TBC1D5	-0.74025
DFNB59	-0.017
HRH4	1.4035
MYO6	1.9051
DNAJA4	2.29
RBM24	1.258875
CEACAM20	0.16525
RBM23	0.1375
NGFB	-0.7845
C1orf63	-1.2373
KRTAP7-1	0.1535
PERLD1	1.40575
NPB	0.671
C17orf59	0.7167
HSPBAP1	-0.4265
SLC15A4	0.03575
PRTFDC1	1.25875
OSMR	-0.944357142857143
CYSLTR2	0.171
C19orf25	0.6409
KIAA1797	-0.203
NLRP6	0.4255
FAM105B	-0.3958
SCRN2	0.686333333333333
LRRC58	-1.0196
RNF17	0.858857142857143
NEIL3	-3.222
FAM137A	-2.33175
SKP2	-2.49225
PARVA	1.45583333333333
PKLR	-2.177
RNF34	0.04725
A3GALT2	0.10775
C12orf50	-0.165333333333333
SUNC1	-2.07575
FAM102B	-0.194166666666667
CCT2	-0.73775
LRRC37A2	-0.5265
ARF4	0.6955
SIKE	-1.25
C8orf48	3.15916666666667
MBTPS1	0.406642857142857
GPSN2	0.02
NCF2	2.38125
SLC12A6	-0.608833333333333
MRPL48	-0.0695
HMGN3	0.0576666666666667
LRRC62	-1.12275
PAX9	-0.3735
FAM55A	1.6815
C20orf42	-2.87133333333333
SCML2	-3.28533333333333
BCL9	0.01
FAM40A	-1.19625
C9orf41	-0.907833333333333
ZNF774	-1.0745
LETM1	-0.6865
PLXNB1	1.0165
NIPSNAP1	0.2455
USP10	-1.11425
F9	0.197666666666667
LIPE	3.319
CNGB3	2.3485
C12orf52	-0.223625
PI4K2A	-0.1745
MED8	-0.04525
STAT4	0.736
FGD4	-0.114833333333333
RNF145	-1.01566666666667
WDR32	0.2023
CLDN2	0.201166666666667
TCEAL8	1.07675
ZMYND8	0.2245
PDXK	-0.260875
GATAD2A	-0.29025
PTGES3	-0.504
CCM2	0.108
TAP1	0.753625
ZNF670	-0.443
ETS2	0.149142857142857
C6orf166	0.0683333333333333
PRMT2	1.34271428571429
OR4B1	0.3145
INTS8	-0.478
CCDC102A	1.18225
CCDC83	-3.1218
ITGA1	0.2147
EPHA5	-3.890625
FAM24B	-0.789166666666667
TSGA10	2.4185
HAL	-1.11233333333333
MYOT	1.20233333333333
SPACA3	-0.3895
BCL2L2	0.0643333333333333
CUGBP2	1.01016666666667
CCNB3	0.93525
RNF113B	0.135
MERTK	0.59925
BAG1	1.57725
VPS36	0.196
ORMDL3	0.9407
C1orf190	0.83875
ZNF625	-0.81925
CORO2B	-1.392
ALOX15	-0.4035
CST1	3.158
NUPR1	2.16716666666667
CCL7	1.4915
SMCR5	-2.4795
DSC2	0.442
RBMS2	-0.296
GRIK4	0.562
TRIM65	-0.1148
TMPRSS6	2.01692857142857
TP53INP2	-0.732
GLB1L	0.941333333333333
LOC388284	0.469333333333333
PUS1	-0.937642857142857
BCL9L	-0.5245
OLFM1	0.358727272727273
RET	1.909
MASTL	-1.90216666666667
ALX3	-0.1275
IL1RL1	1.22133333333333
ZNF765	-0.9992
C14orf138	-0.088
SNX10	-0.0553333333333333
TAC4	0.043
C1orf64	2.685125
POGK	0.581125
MAPK9	0.615
ZNF366	3.4775
C8orf79	2.6537
CLDN7	1.680125
OR5AT1	0.3745
TRIM37	-2.49375
LRRC25	1.868
GRHL2	3.6147
TEKT3	0.6175
LASS5	0.382333333333333
ABCC4	-3.46075
DLG3	0.364375
VGLL1	1.91325
ZFP36L2	1.10533333333333
MFRP	-0.0793333333333333
KIAA1799	0.769
FLJ44379	1.165
PCNX	-0.63925
ANXA9	2.9555
CYP4V2	0.803
PIK3C2A	-0.68175
SRR	0.3105
NOL3	0.745
IFITM2	1.7375
ARNTL2	-2.76375
ZNF595	0.49775
NLRP13	null
ASPH	-0.71375
CPA2	-0.169
PVRIG	-1.60083333333333
LEPR	1.11483333333333
C16orf42	0.559
SH3BGRL	1.39075
FAM77D	0.6296
FNDC7	0.8995
C9orf6	-0.0556666666666667
NOTCH2NL	1.19916666666667
PGBD1	0.281
SYNGR2	1.47766666666667
PITPNA	-0.5549375
PRPF4B	-1.2021
SLC43A3	-1.20371428571429
NRBP1	0.019
SLC25A22	1.0335
ILK	0.6505
SLC22A8	0.462
MRPS7	-0.58025
PITX2	-0.3985
FABP3	-0.4305
OR1L1	0.2795
LOC728215	0.072
BLID	-2.185
KIAA1217	3.18776470588235
TFPT	0.31925
AP4B1	-1.38525
VBP1	-0.65375
OR1K1	0.664
MORC3	0.09125
BHMT2	0.725833333333333
C3orf10	1.0045
FZD7	1.37583333333333
WFDC10A	-0.921
PMS2CL	-0.64675
CCDC32	0.408
FA2H	-1.344
ALG13	0.044
TTLL7	-0.638333333333333
SPOCK3	0.1755
SLC13A2	0.381
AIM1	2.0285
GPRC6A	-0.423
EGR2	5.6215
MED11	0.21225
WWC1	1.0005
SH3GL3	-3.39525
RIF1	-1.08528571428571
PRLH	0.0805
VLDLR	-0.9415
DBT	-0.389466666666667
C21orf63	1.16075
CGGBP1	-0.373625
KRTAP12-2	-0.00749999999999998
TADA3L	-0.95575
ZBTB16	3.779
PDGFB	1.7275
RFX1	0.290375
UQCRB	0.69
LOC133874	0.2795
HPS3	-1.7315
LGALS3BP	1.1568
DKFZP564O0823	1.95814285714286
MRFAP1L1	0.903625
HOXA10	-1.746
NGB	-0.73
KIF21A	-0.304307692307692
IFLTD1	0.128
LZTS1	-0.159875
ARHGEF3	1.51075
RHBDL3	-1.8975
CSNK1G2	-0.0490833333333333
ChGn	-0.964625
KIAA1244	1.024
GABRB2	0.3255
MGC72080	-1.0665
CD27	3.372
EGLN1	-2.0827
PEX13	0.77175
RWDD3	-0.18925
RNF12	-0.957333333333333
GRIN2B	0.57
ADAMTS14	-0.700375
DYDC2	1.8975
ATP6AP1	1.5491
NR1H2	0.1545
PDK2	0.412
C3orf17	-0.184333333333333
SLC38A2	-0.829142857142857
SLC25A29	-0.971833333333333
C15orf29	0.936875
ADAM9	0.3865
TMUB2	0.809
GPR176	-0.81275
AGK	-2.3875
MCCD1	4.4205
NDUFA4	0.0115
TMEM146	-0.535333333333333
DUSP1	3.592875
UNQ6975	2.132
EMX2OS	4.80125
INSM2	-0.42975
LUZP4	-0.80475
SETD6	-1.38725
P2RY2	3.29175
SLC45A2	-1.988
RABGAP1	0.417166666666667
UBXD5	-0.029375
GPRC5A	-0.5382
PAK3	1.95116666666667
LOC63920	-0.91125
TGFBR1	0.0206
KRTAP6-3	0.000999999999999996
SFMBT2	-0.2115
CDC42	0.485375
C11orf35	1.2955
TTLL2	1.0565
UACA	0.613333333333333
CD97	-0.7816
SETD5	-0.42175
NINJ2	-0.38775
PTER	0.824833333333333
POMGNT1	-0.04025
KRTAP4-2	-0.3915
ECGF1	2.67625
HRB	-0.502727272727273
ATP1B2	-0.3479
LOC400506	-0.5315
COL4A3BP	0.09475
C6orf97	-0.00774999999999998
GRHPR	1.13825
TAS2R1	0.104
SEMA7A	-0.772
EDF1	0.2675
ODF2L	1.26388888888889
PCID2	-1.05966666666667
GTF2H4	-0.632666666666667
ZCCHC3	-1.303125
CGB2	1.64816666666667
NEUROD1	-0.5915
C20orf75	-2.0315
RP5-1054A22.3	2.61333333333333
IFNA5	0.3265
ZNF134	0.1955
MGC119295	-0.9813
ZSWIM6	0.57825
SMEK1	-0.851666666666667
PCGF2	0.935125
C1orf102	2.7265
CYP2A13	1.555
KCNH6	-1.1661
MDM1	0.4404
ALDH7A1	0.00933333333333333
C9orf75	1.43125
VDAC3	0.120375
OR51T1	0.9665
EIF3F	0.066
KCNJ10	-0.498125
LENG8	-0.0905
EDEM2	-1.001
CCNJL	0.717
DHX37	-0.972
CRYGN	2.172
AATF	-0.51
ZNF630	1.192375
E2F5	-0.148
WFDC13	-0.851666666666667
FTSJ3	-1.33733333333333
C4orf33	0.5795
LHFPL4	-2.92225
C19orf56	-0.183583333333333
SMAD4	0.0685
AFM	-1.1058
G0S2	2.591
FCHSD2	0.113
RRP1B	-0.7297
EEF1B2	-0.258166666666667
STAT6	1.06883333333333
ZNF195	-0.59425
GNL1	-0.341333333333333
ZNRF2	0.214833333333333
PER3	-0.149125
ASB16	0.06325
C10orf10	3.56264285714286
ADCY8	-3.426
C9orf58	-1.0315
ARMC10	-0.083
PSG1	-1.98
DHX34	-0.20025
VARS2	-1.007875
NFIC	0.442
ITPR2	-0.335
AGXT2	0.1608
OR6K3	-0.214
H2AFZ	-0.111583333333333
MLLT3	-0.625833333333333
COX4I2	2.23225
CCNT2	-0.158
PLK4	-2.379375
NUMBL	-0.656
MED16	0.55325
PLEKHQ1	0.701
GOSR1	0.277833333333333
BTG4	-0.768
RPL30	0.626416666666667
IGSF5	-0.582666666666667
IGFL2	2.9285
ELMOD2	0.831166666666667
SHC3	-0.925166666666667
HAVCR1	-1.6385
DYNC2H1	0.044625
RNF5	-0.809333333333333
C2orf7	-0.22125
NLF1	0.8205
KLHL25	0.422
LRP10	0.623
KRI1	-1.0485
PUS7L	-0.410166666666667
MGMT	1.898
HOXD1	-1.28266666666667
CSH1	0.2312
ATG16L2	-0.62875
FLJ44635	0.578
CHODL	0.76075
EXOSC8	-1.099
SLC28A1	-0.02275
MYO7B	-0.38
SEH1L	-0.6343
MTNR1A	0.2245
TSPAN5	1.0745
CDC45L	-2.91566666666667
AMIGO1	0.821
ATAD3A	-1.198375
OSGIN2	0.5095
PDIK1L	0.718333333333333
DARC	4.359125
PIPSL	-0.3485
SHMT1	-1.06
CRISP3	0.916
POPDC2	1.92583333333333
ZRANB2	-0.6295
FBXL8	1.52725
TRIP13	-1.909
EIF5AL1	-1.535
POU5F1P3	-4.65566666666667
IL6	2.50366666666667
CXorf38	-0.432166666666667
IFNA16	-0.358
FBXL2	2.678
BRD1	0.3865
STATH	-0.282333333333333
FBXO44	1.306
MCCC2	-1.2035
CDC2	-1.413
C5orf23	1.052
IVD	0.211833333333333
C10orf122	-0.591
MSL3L1	-0.1355
MVP	0.7185
EPOR	-0.8214
ZMYM1	-0.522833333333333
BCL7C	0.0173333333333333
PSTPIP2	-0.3122
LYPD1	-1.214625
OR8G5	2.692
ZP3	0.698
BCAS4	1.18825
EDG6	1.39625
ISY1	-0.6045
PRAMEF2	-2.16525
CUL1	-0.908875
RNF213	0.414
CCRK	1.52275
DHX9	-0.47225
C13orf29	0.5385
NCKAP1	1.40316666666667
MRPL43	0.692
XPR1	0.2295
PKN2	0.0443
PODNL1	0.789
ZNF333	-0.148
DALRD3	1.84525
OPN1SW	0.854
BTBD6	-0.671
C11orf82	-3.0985
OR5P3	0.694
DUSP11	0.1265
L1CAM	-2.4214
NEK11	1.40466666666667
OR7E91P	2.568
CNTN3	3.014
CREB3L2	0.27975
ZBTB37	-0.87
KIAA1324L	0.99625
NDUFB10	-0.0536666666666667
NUDT2	0.44475
GTPBP8	-0.7935
CACNA1D	1.2965
PRKAA2	-1.60016666666667
PRDM8	0.3915
MGC16075	0.033
KRT14	1.77142857142857
PP8961	1.186
MRPL18	-0.53375
ABCG2	-1.6895
PACRG	2.73375
BBS2	0.4825
KREMEN2	-1.7205
FBXO21	0.8935
HNRPUL1	-0.26425
GRB10	0.42775
CLSTN1	1.061875
LMAN2	0.1306
C17orf61	-0.8005
NIPSNAP3A	1.6645
INSIG2	-0.568333333333333
PCDHB7	0.288333333333333
STXBP2	0.191125
CMAH	0.379583333333333
SEMA5B	1.06425
ZNF155	-0.3205
COQ6	-0.606166666666667
PRPF4	-0.67725
TSPAN15	2.022
VN1R5	0.0295
LATS2	0.0495
SELK	1.35125
PGK2	1.7595
MS4A1	-2.2035
TYW3	-0.5073
KRTAP5-1	0.85775
RCCD1	-1.58866666666667
BTN1A1	2.7635
DDX28	-0.2775
TMEM65	-0.00474999999999998
LOC92345	-0.35575
TTC31	-0.46425
WDR46	-0.781666666666667
CHP2	-1.93633333333333
LSP1	0.0555
ZNF542	-0.3405
EXOSC1	-0.1045
ARHGAP18	-0.494166666666667
LRRTM4	-0.68
MAOB	2.71216666666667
CACNB4	-0.787
MGC33846	0.94675
RANBP3L	0.0521428571428572
ATP5L	-0.00850000000000003
ONECUT1	-3.2615
NUDT9	0.52775
TMEM149	-2.607
STX17	0.15075
IGSF10	-1.72125
TMPRSS9	-0.5835
BMPR2	0.7404
ALLC	0.564666666666667
KLF7	1.6005
GCC1	0.3299
TIMM9	-0.35675
CDO1	2.571
MGC10701	-0.947166666666667
IFI6	2.69
FRMD8	1.12425
MGAT2	0.3475
WBP5	0.811166666666667
CNIH2	0.51775
KIAA0907	-1.0972
KCNH8	2.0135
CTSG	1.26825
GRIK1	-0.0772
CUL5	-0.324125
FRMD1	0.26
OR9A4	null
SYT6	-2.03175
FOXD4L2	0.2085
ANAPC2	-0.295666666666667
OPN5	-0.229
TAF13	-0.437
LYG2	-0.38225
GGNBP1	-0.398
C11orf40	0.404
OTX2	-1.957
REG4	-1.45125
EIF5	-0.8039375
PALB2	-1.591
SEPSECS	-0.4299
RNASE3	-0.42925
TRIM49	-1.3735
POLR2K	1.3044
GPR42	0.2915
C8B	-2.75825
SASS6	-1.33125
PREB	0.0421666666666667
OR3A3	-0.2755
TUBA8	1.2495
IGLV2-14	0.812
STIL	-2.20175
ANKFN1	-0.807166666666667
NME7	-0.13075
HOXC12	0.743
UBE2C	-1.2735
FHOD1	-0.353
CDK2AP1	0.350416666666667
OR6K2	-0.23675
DHPS	-0.15
RPL5	-0.0845833333333333
TRGV5	0.7645
LOC541472	0.2725
HCCS	-0.372625
DENND1B	0.942
LHX3	0.827
OR5D16	0.3445
CXorf57	-1.541
IRF2BP1	-0.141
NDST2	0.344
LCE3D	0.1235
BOLL	1.01116666666667
SYT3	-1.4175
PIH1D2	-0.308
C20orf7	-0.232333333333333
IL1R2	0.251166666666667
SLAMF9	0.4085
PPME1	-0.28425
PIK3CA	-0.153
TRAPPC1	-0.174
COLEC10	-1.0805
SLC9A6	-1.05383333333333
PDDC1	0.781833333333333
CCDC53	0.84175
GK3P	-1.7795
DAZL	-2.1165
BRI3	0.061
SDK1	-0.1715
CYP2C18	0.5595
IFI44L	3.703875
RPL3L	0.608
FUT9	0.523
KIFC2	0.8685
PMP2	-0.881
SLC4A9	-0.017
PLAG1	-1.53066666666667
MYCBP2	-0.603666666666667
OR4E2	0.394
CCDC65	2.207
C16orf82	-0.00485714285714288
ENTPD4	-0.288375
BRP44L	-0.32225
PMP22CD	-1.17066666666667
TMCO4	1.46116666666667
KCNN1	-1.73733333333333
WDR35	0.247
CCDC80	1.714875
C3orf31	-0.50725
SLC7A9	-1.29925
TMEM190	1.589
DBC1	0.9628
FADS3	-0.715666666666667
PDZD8	-0.548333333333333
GRM5	0.682
AZGP1	3.9701
PEX3	0.6035
MED1	0.459357142857143
ATG4C	-0.775833333333333
HNRPH3	-0.162125
FAM109B	2.26025
C4orf17	1.029
CA10	-2.589
OPRD1	0.199
CCL16	-1.88
SACM1L	-0.964
CST6	5.2905
CD63	1.4085625
LGI1	-2.74775
ZNF784	0.78375
CRYBB1	-1.103
CX3CL1	2.15075
TOP2A	-2.14325
GYPB	-3.84316666666667
GADD45GIP1	-0.94475
FEN1	-2.603
IGF1R	0.20975
WDR72	-1.3155
PURG	-0.789833333333333
DEFB126	-0.16875
PKD1L1	-0.74
CAV1	-1.0557
GNPDA2	1.3358
DGAT2	1.504875
NLGN1	-2.66375
STRBP	-0.1315
HPRT1	-0.693333333333333
FANCI	-1.82
PSMA7	-0.02
DBF4B	-1.1865
TTF1	-0.452
RAD54L	-2.441
ELOF1	0.513
PLAGL2	-0.692875
ZNF256	0.15
HMGCL	1.11475
MSI2	0.459
RPESP	0.948333333333333
C11orf60	0.406
ABCD1	0.3645
ACAA1	0.4191
SPARCL1	5.42915384615385
IL6ST	-0.0298
ZNF319	0.43975
TMEM109	-0.2696
FAM90A1	0.381166666666667
IL22RA1	-0.813
ATP4B	0.0195
TEC	-0.777
C7orf30	-0.8855
TXNDC2	-0.52
ABCB4	-1.36725
KIAA1191	0.394
C9orf38	0.1135
SFTPB	0.5092
CNTNAP2	1.72090909090909
FRK	1.638
TBX19	-0.13675
CHD4	-0.28525
C6orf26	-3.01966666666667
MOSC2	1.135
IKBKE	0.1675
HIF1A	-1.96366666666667
LOC595101	-0.032
RELA	0.858333333333333
TMEM16B	1.56166666666667
ABHD12B	2.86775
TSEN34	0.88725
KIF18A	-1.9825
TXNDC9	0.340666666666667
SPATA2L	0.532
SEMA4G	-0.897
C21orf91	0.26725
MATN1	-0.4415
KCNIP4	-1.41425
TUSC1	1.276625
OR4C15	-0.119666666666667
ARMCX6	1.23991666666667
WBSCR27	-0.298833333333333
OR52I2	-1.623
KIAA1604	-0.8465
DYNC1I1	-0.7235
PPP4C	-1.07575
SLC47A2	-2.50933333333333
TREH	-0.400625
CD48	1.36683333333333
ST14	0.826166666666667
PKN1	0.0405
SPON2	2.685
XBP1	2.3185
SFRS12	-1.05733333333333
EFCAB6	3.3805
SELT	0.48175
SLC39A2	1.304
ERF	-0.5355
ARL3	1.54625
SURF6	-0.955
MLLT10	-0.431428571428572
FLJ11171	0.4755
TDGF1	-3.8475
ERCC6	-0.5785
EIF2AK4	-0.1145
BAZ1A	-0.817666666666667
LRRN3	0.353666666666667
TMC3	-0.356
EFTUD1	-0.1875
PTPRO	0.487666666666667
CLEC12A	-1.15157142857143
ACBD4	0.334875
ZDHHC14	-1.6895
OTUD7B	0.7875
ACTB	0.43975
MSRA	0.254875
LCE5A	1.376
IFI35	0.5955
BSCL2	0.883333333333333
ANKRD12	0.067
CFHR2	0.887
RGAG1	-0.297666666666667
HSFY1	1.828
SLC30A5	-0.589333333333333
IMPG1	-0.8475
GPR109A	0.8265
ZNF185	0.9455
IYD	-0.158
NPCDR1	0.5425
SERPINA13	-0.918
HMGCLL1	0.484
NEUROG1	0.6595
UBQLN1	0.027625
LIN37	-0.1785
SOCS2	-1.136125
DSCR4	-2.31325
XKR6	0.872
GPR142	0.7395
KRTAP13-3	0.7985
CCDC15	-1.83016666666667
MOS	0.497
CD1E	-2.166
OFCC1	-1.291
FAM83D	-2.1305
SRFBP1	0.33875
C9orf96	0.3755
DHDH	-0.855
CCDC90A	1.029
RABL3	0.7522
CD320	-1.5585
ANGEL2	-0.207333333333333
MRPL21	-0.02675
SMG6	0.1005
INSR	1.44421428571429
FLJ14816	0.2195
GLRB	-0.223666666666667
C9orf89	2.3845
CIZ1	-0.429375
URG4	0.2065
LRDD	-0.647666666666667
CBY1	1.67233333333333
NFX1	-0.107125
MTERFD2	-0.222571428571429
C19orf23	0.745
PGC	-2.749125
IER3IP1	1.4051
RASAL2	0.2475
C1orf89	-0.42575
SYNJ1	-0.716625
NFKBIE	-0.85625
FLJ40125	-0.0371666666666667
TCEB2	-0.3025
NOG	-2.0595
POLR2J2	-0.484333333333333
HLA-B	1.19525
PCDHA1	0.569
PPP2R2B	-0.309
ARHGEF17	0.895333333333333
TCF7L2	0.560214285714286
CHD5	-0.0983333333333334
ZNF431	-0.8315
TBC1D25	0.002
ZNF800	-1.18575
SCUBE2	2.04227272727273
MYCBP	0.538
GPX5	0.445
C6orf129	-0.490166666666667
QSER1	-1.0225
ULK2	1.803
PIGO	0.779166666666667
NRCAM	-0.760928571428571
SLC35E3	-0.385
CSRP2	-0.238
HYPE	-0.3815
MAPK15	0.692833333333334
MGC14327	-0.1065
TIMM13	0.0411666666666667
ZNF462	0.141
GBA3	2.371
TEX13A	1.7305
MCM6	-1.601
MTRF1	-0.72025
ABCA7	-0.7365
EIF4A2	0.1215
ZC3H10	0.1776
RPGR	0.3985
C20orf94	-0.64375
RP1L1	0.72275
GPR125	-0.128142857142857
USP22	-0.657857142857143
OR1L4	0.10075
MLZE	1.3875
FLJ32065	-0.13475
PTCD1	-1.00125
CRTAC1	1.695
BXDC2	-0.7665
C18orf1	2.2535
FAM107A	3.22428571428571
EFNA3	-0.476
P18SRP	-1.1611
CAMKK2	0.662833333333333
KIAA0649	-0.00725
NES	-0.383666666666667
HS6ST3	1.57625
PON2	-0.6115
TCP11L2	-0.4345
CLEC4A	1.94325
PRR12	-0.448
MLXIPL	-0.8319
C2orf50	-2.0305
ZNF28	0.33525
ENC1	0.159833333333333
MAP2K1	-0.0825
FKSG2	1.5135
KIAA0430	0.47675
PTP4A1	-0.463333333333333
GPR156	1.082
GTF3C6	-1.10025
UBR2	-0.4228
LOC388272	-0.51325
MAK	0.017
ACOT4	2.19275
STC2	1.60508333333333
PIGW	-1.25975
SAE1	-0.37975
COL6A1	1.5215
OAZ1	-0.126
STMN4	3.58116666666667
EDG3	0.491666666666667
SGCE	-0.185
IL11	-1.499
PRSS8	1.5275
YIPF5	0.93125
WNT4	3.742
CSN2	0.648166666666667
TCF7	-2.52475
TDO2	2.84325
SAMD9	-0.874125
S100A7A	0.44
MMRN1	4.2726
GKAP1	-0.44225
AKR1C3	-0.35175
RNF19A	0.41325
GMDS	-0.41775
YKT6	-0.548625
SPARC	1.6328
C12orf31	-0.16875
UBE2V2	0.282166666666667
FBXL18	-1.16783333333333
KIAA0460	-0.005
ADAM22	-0.971
SERPINC1	-4.02125
KCTD21	0.883
MYOHD1	-1.736
ZNF37A	-0.253666666666667
GTF3C1	-0.487166666666667
CTSZ	2.1025
PRNPIP	-0.674
DRD1IP	0.1465
NR1I2	-3.27733333333333
ZNF266	-0.9394
SPAG4L	0.087
COX4NB	0.00375000000000001
SAPS1	3.76466666666667
APOA1	-3.48125
TATDN1	0.736333333333333
C10orf82	3.77025
KPNB1	-1.67225
FOXO3	0.262333333333333
CRYBB2	-1.0915
ZBTB5	-0.4675
SLC25A38	-0.12825
DCTN2	0.0995
IFT20	0.748
CTHRC1	3.101
C1orf31	-0.629375
UHRF1	-0.8519375
GPC6	-1.57075
C10orf54	1.92675
MCF2L2	-0.426333333333333
WNT9B	0.25725
OLA1	0.54125
FAM120B	0.13425
TTLL10	-0.953
CYorf15A	-4.851
RELN	-2.883
SCN2B	1.51266666666667
MFHAS1	-1.09975
NKX3-2	-1.65883333333333
RASGRF2	-0.6605
SSBP1	-0.583666666666667
KPNA6	-0.337642857142857
LOC389118	-0.2255
HS3ST4	-0.861333333333333
SUPT7L	-0.167875
FLJ32658	-1.21225
IGFBPL1	-1.38975
KIAA1641	-1.3183
SHKBP1	-0.311333333333333
CSF1R	4.694
NAGK	1.35
MYL2	0.38975
HIST1H4C	-2.43216666666667
TOMM7	-0.265875
ADAMTSL3	1.921
TNFSF14	-1.88875
PRRT2	1.08225
VTA1	0.21275
AOAH	3.35433333333333
CRISPLD2	2.87014285714286
PNN	-0.5267
TA-NFKBH	-0.34925
ESPN	0.28575
RBM43	-1.498
KIAA1267	0.43325
DDX3X	0.224555555555556
KIAA1576	-3.84625
PLXDC1	4.79933333333333
FLJ25801	-4.19925
HNRNPL	-0.23025
RUNDC3A	1.25316666666667
CASP12	3.067
SH2D5	-0.8245
RPL26L1	-0.2425
OR51A7	-0.841
HDC	4.517
C2orf16	0.4072
SYTL3	1.785375
GOLGA4	0.1223125
NOTCH1	-0.913166666666667
ATPAF2	-0.4295
ECD	0.34
SSX5	-1.90533333333333
SNAP91	0.572
OCA2	-2.67525
PNPO	-0.337
DAPK1	-0.976833333333333
PINX1	-1.0155
SELENBP1	1.07425
NEK3	-0.0296666666666667
TMED4	0.441357142857143
SSTR4	-0.3235
FOSL1	-2.6194
CD40LG	1.4135
CES1	-0.170416666666667
DCI	-0.529
B3GAT3	0.219
STK17B	0.1415
CNTN6	0.835666666666667
CYP3A4	-2.124
MBOAT2	0.101714285714286
PISD	0.102125
USP1	-0.81
PYDC1	1.0495
CENPM	-1.263625
SAR1B	0.423
TTC7B	-0.9795
DP58	-0.095
GPC1	1.276
RBL1	-2.409375
TMEM137	-2.29566666666667
TOB1	1.82683333333333
TCEAL1	1.749
CENPF	-2.37718181818182
C6	4.036
PRSS1	-3.55
PPIL6	1.5314
C6orf124	0.2995
ODZ4	0.546166666666667
SNCB	-0.3785
NDUFB9	0.24775
CNOT6L	-0.0243333333333333
S100A9	2.89166666666667
TRIM50	0.482
KCTD1	1.1701
WDR63	-0.159
SPEF2	1.718875
RNGTT	-0.875166666666667
CXorf22	0.561
KCNK16	0.4325
CEP250	-1.94725
ATPBD1B	-0.63375
KCNJ2	3.96175
MT1B	0.9995
ZNF684	-0.753
SLC4A1	0.52225
PDHA1	-0.98275
ZNF492	-1.12475
TKT	-1.4715
BYSL	-0.484625
RNF38	-0.139
AHDC1	2.2775
KLHL2	0.59025
CMTM8	0.672
DMP1	-0.597
HERPUD2	-0.102125
CRTAM	3.5062
ZNF572	0.93375
TMEM16J	1.2055
HSD17B2	-0.30025
UBE2G1	-0.868375
AHSA2	-1.80925
PELI2	0.0185
TPX2	-2.696125
ATP9B	1.7005
DAZAP1	-0.117625
HMGCS2	0.830333333333333
C17orf38	-0.01275
B9D1	-0.1615
NKX2-5	-1.3225
KIAA1276	-0.57575
LILRB2	3.459
CSTF1	-0.560333333333333
BTN2A1	-0.113666666666667
C15orf48	3.406
IGF2BP3	-4.35
FAM113B	-0.2935
HRG	-0.1245
ZNF131	-0.9075
USP47	1.569
CCDC88B	-0.23975
HCN1	-0.6425
HTN1	0.0568333333333333
SYCP3	-2.0635
C13orf23	-0.5504
PAPOLA	-0.7423125
AATK	-0.0293
MSH3	-1.45366666666667
NDUFAB1	-0.35025
ITLN2	-0.9775
BAK1	-0.489666666666667
MRPL45	-0.3095
MTNR1B	-0.0421666666666667
LOC645843	-1.321
SPECC1L	0.33525
PGCP	1.55575
SPN	-2.171
GPR143	1.34616666666667
ZNF576	-0.381833333333333
TMEM39A	0.5494
ATP5D	-0.346666666666667
MAGEB3	-4.695
RPS5	-0.255166666666667
ANP32E	-2.0255
MTMR1	-0.00400000000000001
YEATS4	-0.79575
SYNGAP1	0.34175
PCOLCE	-0.829833333333333
MNS1	0.43525
PCYT2	-0.465333333333333
ZNF182	-0.624
LAX1	-0.0414285714285714
SPPL2B	1.1969
ELOVL5	1.7292
PCDHAC1	-0.609
B4GALNT1	-1.978
BLOC1S2	0.598125
ZNF673	-0.4781
ARHGAP21	-0.489333333333333
IRX5	4.068375
LRFN5	0.836833333333333
FAM7A1	-1.69225
RAB19	-1.689
GINS1	-2.304
ITM2B	1.6137
PAPSS2	0.948333333333333
OR5BF1	0.054
ACSL3	0.091125
KIAA1919	-1.11141666666667
GLT8D2	2.772375
UTRN	0.525428571428571
CNN1	1.57125
HISPPD2A	0.71
