Hybridization REF	TCGA-E2-A14S-01A-11R-A12D-07
GATAD2A	-0.92575
PTGES3	-0.828
CCM2	-0.32825
TAP1	0.318875
ZNF670	-0.2715
ETS2	-0.614
C6orf166	-0.643666666666667
PRMT2	0.602714285714286
OR4B1	0.227
INTS8	1.0275
CCDC102A	-0.70825
CCDC83	-1.50466666666667
ITGA1	-0.2987
EPHA5	-1.5561
FAM24B	-0.713666666666667
TSGA10	2.16925
HAL	-2.04183333333333
MYOT	0.279
SPACA3	0.2105
BCL2L2	0.102166666666667
CUGBP2	-0.344833333333333
CCNB3	1.80525
RNF113B	-0.15575
MERTK	1.29625
BAG1	0.37075
VPS36	-0.32225
ORMDL3	0.693
C1orf190	-0.3995
ZNF625	0.2515
CORO2B	-2.21775
ALOX15	-0.296
CST1	2.082
NUPR1	2.8165
CCL7	-0.26575
SMCR5	-2.391
DSC2	1.4965
RBMS2	-0.02125
GRIK4	1.1145
TRIM65	-0.1005
TMPRSS6	2.41578571428571
TP53INP2	0.07
GLB1L	0.2475
LOC388284	0.138666666666667
PUS1	-1.02564285714286
BCL9L	-0.3515
OLFM1	0.648583333333333
RET	4.42425
MASTL	-1.97116666666667
ALX3	-0.13675
IL1RL1	-0.458166666666667
ZNF765	-0.6793
C14orf138	-0.868
SNX10	-0.3095
TAC4	0.0825
C1orf64	3.807875
POGK	0.184625
MAPK9	0.09775
ZNF366	2.471
C8orf79	1.1346
CLDN7	1.949375
OR5AT1	0.237
TRIM37	-2.10525
LRRC25	2.9005
GRHL2	2.6807
TEKT3	1.09675
LASS5	-0.00100000000000001
ABCC4	-1.51891666666667
DLG3	0.893
VGLL1	0.140875
ZFP36L2	0.427333333333333
MFRP	0.0843333333333333
KIAA1799	0.06375
FLJ44379	0.275
PCNX	-0.4795
ANXA9	3.123
CYP4V2	2.125
PIK3C2A	0.2545
SRR	0.205
NOL3	-0.6555
IFITM2	0.9145
ARNTL2	-2.69875
ZNF595	0.9575
NLRP13	0.042
ASPH	1.7235
CPA2	0.266
PVRIG	-1.376
LEPR	-0.502333333333333
C16orf42	0.1895
SH3BGRL	3.70975
FAM77D	-0.406
FNDC7	-0.199
C9orf6	0.277
NOTCH2NL	-0.395833333333333
PGBD1	-0.357666666666667
SYNGR2	0.273333333333333
PITPNA	-0.9751875
PRPF4B	-0.8557
SLC43A3	-1.52178571428571
NRBP1	-0.0765
SLC25A22	0.418
ILK	-0.157375
SLC22A8	0.406
MRPS7	-0.479875
PITX2	-3.8955
FABP3	-0.395
OR1L1	-0.199
LOC728215	-0.246125
BLID	-1.572
KIAA1217	2.14564705882353
TFPT	-0.11125
AP4B1	-0.74175
VBP1	-1.4835
OR1K1	0.045
MORC3	0.48775
BHMT2	-1.50533333333333
C3orf10	0.662625
FZD7	-0.948166666666667
WFDC10A	-0.603
PMS2CL	-0.414
CCDC32	0.5745
FA2H	-2.3695
ALG13	-0.867
TTLL7	-0.5595
SPOCK3	0.07225
SLC13A2	1.1415
AIM1	-1.552
GPRC6A	0.2385
EGR2	3.205
MED11	-0.014
WWC1	2.7995
SH3GL3	-3.507
RIF1	-0.903642857142857
PRLH	-0.1225
VLDLR	-1.4315
DBT	0.3964375
C21orf63	-0.11125
CGGBP1	-0.210875
KRTAP12-2	-0.173
TADA3L	-0.244375
ZBTB16	-0.0255
PDGFB	1.089875
RFX1	0.188
UQCRB	1.3016
LOC133874	0.429
HPS3	-2.385
LGALS3BP	-1.0552
DKFZP564O0823	1.57428571428571
MRFAP1L1	1.152625
HOXA10	-1.83083333333333
NGB	-0.2155
KIF21A	-0.0632307692307692
IFLTD1	-0.6835
LZTS1	-1.150875
ARHGEF3	2.1625
RHBDL3	0.535
CSNK1G2	-0.256333333333333
ChGn	-1.657
KIAA1244	2.60666666666667
GABRB2	0.0885
MGC72080	-1.311
CD27	3.09625
EGLN1	-3.4268
PEX13	-0.03225
RWDD3	0.107
RNF12	-0.986166666666667
GRIN2B	0.895
ADAMTS14	-1.073875
DYDC2	-0.115666666666667
ATP6AP1	1.5184
NR1H2	-0.162333333333333
PDK2	0.59975
C3orf17	-0.296333333333333
SLC38A2	-1.1135
SLC25A29	0.149833333333333
C15orf29	0.186625
ADAM9	-1.06333333333333
TMUB2	0.645625
GPR176	0.06675
AGK	-0.655
MCCD1	0.5655
NDUFA4	-0.287
TMEM146	0.17025
DUSP1	1.04525
UNQ6975	0.0305
EMX2OS	1.65625
INSM2	-0.11425
LUZP4	0.36725
SETD6	-1.32325
P2RY2	4.1755
SLC45A2	-1.9475
RABGAP1	0.557666666666667
UBXD5	0.539875
GPRC5A	1.1856
PAK3	-0.946833333333333
LOC63920	-0.04375
TGFBR1	0.3022
KRTAP6-3	-0.0475
SFMBT2	0.13825
CDC42	-0.0074375
C11orf35	1.4855
TTLL2	0.08975
UACA	0.320083333333333
CD97	-1.4463
SETD5	-0.275625
NINJ2	-1.459
PTER	0.317166666666667
POMGNT1	1.0485
KRTAP4-2	-0.044
ECGF1	2.388875
HRB	-0.604909090909091
ATP1B2	-0.0722
LOC400506	-0.04125
COL4A3BP	0.622
C6orf97	-1.51575
GRHPR	0.7745
TAS2R1	0.5245
SEMA7A	-1.42575
EDF1	0.38575
ODF2L	0.8943
PCID2	-0.748166666666667
GTF2H4	-0.8615
ZCCHC3	-0.497375
CGB2	-0.127833333333333
NEUROD1	-0.397
C20orf75	-0.0735
RP5-1054A22.3	1.29033333333333
IFNA5	0.6965
ZNF134	0.531416666666667
MGC119295	-0.5234
ZSWIM6	0.308875
SMEK1	0.0765
PCGF2	0.847375
C1orf102	2.77625
CYP2A13	0.6235
KCNH6	-0.589
MDM1	0.4095
ALDH7A1	0.342666666666667
C9orf75	1.01425
VDAC3	0.976875
OR51T1	0.153
EIF3F	-0.35425
KCNJ10	-0.4395
LENG8	0.34525
EDEM2	0.9335
CCNJL	-1.72966666666667
DHX37	-0.684
CRYGN	-0.1605
AATF	-0.44425
ZNF630	0.977
E2F5	0.9055
WFDC13	0.00775000000000001
FTSJ3	-0.672833333333333
C4orf33	0.272
LHFPL4	-2.5575
C19orf56	-0.25825
SMAD4	-0.574125
AFM	-0.271166666666667
G0S2	-0.55
FCHSD2	1.5206
RRP1B	-1.2582
EEF1B2	-0.696666666666667
STAT6	-0.643166666666667
ZNF195	-0.55025
GNL1	-0.9415
ZNRF2	0.657833333333333
PER3	0.823375
ASB16	0.22175
C10orf10	0.582357142857143
ADCY8	-3.384
C9orf58	-0.799166666666667
ARMC10	-0.291333333333333
PSG1	-0.542
DHX34	0.0865
VARS2	-0.107875
NFIC	1.1795
ITPR2	1.85475
AGXT2	0.602
OR6K3	0.088
H2AFZ	-0.230083333333333
MLLT3	0.478916666666667
COX4I2	1.4715
CCNT2	0.0695
PLK4	-1.215875
NUMBL	-0.138166666666667
MED16	0.5635
PLEKHQ1	1.4705
GOSR1	0.498333333333333
BTG4	0.2035
RPL30	1.2885
IGSF5	0.65875
IGFL2	0.129833333333333
ELMOD2	0.903666666666667
SHC3	-0.551666666666667
HAVCR1	-0.621
DYNC2H1	0.31225
RNF5	-0.153666666666667
C2orf7	-0.4525
NLF1	0.93
KLHL25	0.1725
LRP10	0.545
KRI1	-0.3585
PUS7L	-0.5465
MGMT	0.787
HOXD1	-0.369
CSH1	0.2066
ATG16L2	1.4045
FLJ44635	0.3345
CHODL	-0.19375
EXOSC8	-1.20025
SLC28A1	-0.19325
MYO7B	-0.1515
SEH1L	-0.1294
MTNR1A	0.52
TSPAN5	0.775666666666667
CDC45L	-2.2635
AMIGO1	0.5995
ATAD3A	-0.80075
OSGIN2	1.28366666666667
PDIK1L	0.894833333333333
DARC	1.142125
PIPSL	-0.242
SHMT1	-0.284
CRISP3	-0.148
POPDC2	1.84633333333333
ZRANB2	-0.458
FBXL8	0.26975
TRIP13	-1.32672727272727
EIF5AL1	-0.805
POU5F1P3	-4.35383333333333
IL6	-2.314
CXorf38	-0.415333333333333
IFNA16	-0.15
FBXL2	2.17866666666667
BRD1	0.93475
STATH	0.3105
FBXO44	1.88916666666667
MCCC2	0.48275
CDC2	-1.2059
C5orf23	0.642
IVD	0.894166666666667
C10orf122	-0.96525
MSL3L1	-0.2126
MVP	0.23075
EPOR	-0.6678
ZMYM1	-0.5785
BCL7C	0.294333333333333
PSTPIP2	0.3791
LYPD1	-2.93725
OR8G5	-0.2995
ZP3	0.524166666666667
BCAS4	0.8935
EDG6	1.21366666666667
ISY1	-0.67375
PRAMEF2	-0.50625
CUL1	-0.294875
RNF213	0.4828
CCRK	1.342
DHX9	-0.272875
C13orf29	-1.44925
NCKAP1	0.373666666666667
MRPL43	0.97
XPR1	-0.57175
PKN2	0.555
PODNL1	-0.613
ZNF333	0.8135
DALRD3	1.052
OPN1SW	-0.1375
BTBD6	0.6325
C11orf82	-2.6705
OR5P3	-0.2955
DUSP11	-0.3515
L1CAM	-1.3702
NEK11	1.65583333333333
OR7E91P	1.469
CNTN3	3.1919
CREB3L2	0.07375
ZBTB37	0.6625
KIAA1324L	0.2275
NDUFB10	0.321833333333333
NUDT2	0.121
GTPBP8	-0.7015
CACNA1D	1.642375
PRKAA2	-0.385333333333333
PRDM8	-0.011
MGC16075	-0.804833333333333
KRT14	-0.316928571428571
PP8961	0.813375
MRPL18	-0.251
ABCG2	-2.47375
PACRG	1.4355
BBS2	-0.0715
KREMEN2	-4.6055
FBXO21	0.632
HNRPUL1	0.368583333333333
GRB10	0.2405
CLSTN1	0.892125
LMAN2	0.5429
C17orf61	-0.75125
NIPSNAP3A	0.9175
INSIG2	-1.31566666666667
PCDHB7	-0.452333333333333
STXBP2	0.554875
CMAH	-0.05175
SEMA5B	-0.257
ZNF155	0.268833333333333
COQ6	-0.139166666666667
PRPF4	-0.775
TSPAN15	2.0485
VN1R5	-0.00674999999999999
LATS2	-0.41725
SELK	0.5705
PGK2	0.116
MS4A1	-1.0425
TYW3	-0.143
KRTAP5-1	0.994
RCCD1	-1.6625
BTN1A1	0.2715
DDX28	-0.94875
TMEM65	0.39175
LOC92345	0.51375
TTC31	0.018
WDR46	-0.7015
CHP2	-1.48983333333333
LSP1	0.33475
ZNF542	0.3935
EXOSC1	-0.694
ARHGAP18	0.339666666666667
LRRTM4	-0.496857142857143
MAOB	-0.563083333333333
CACNB4	-0.30675
MGC33846	0.598375
RANBP3L	0.760125
ATP5L	1.168
ONECUT1	-2.1325
NUDT9	1.24125
TMEM149	0.7915
STX17	-0.272
IGSF10	-4.1155
TMPRSS9	1.003
BMPR2	0.546666666666667
ALLC	0.40925
KLF7	0.45875
GCC1	0.1753
TIMM9	-0.611
CDO1	-1.095
MGC10701	-0.936166666666667
IFI6	0.0105
FRMD8	0.251
MGAT2	-0.2345
WBP5	-0.493333333333333
CNIH2	0.08425
KIAA0907	-1.0536
KCNH8	0.546
CTSG	-3.46775
GRIK1	-0.515333333333333
CUL5	-0.3565
FRMD1	0.0795
OR9A4	0.1815
SYT6	-0.762
FOXD4L2	1.11675
ANAPC2	-0.0351666666666667
OPN5	-0.0115
TAF13	-0.243
LYG2	-0.659
GGNBP1	0.00699999999999995
C11orf40	-0.7005
OTX2	-1.1705
REG4	-0.112833333333333
EIF5	-0.058125
PALB2	-0.79125
SEPSECS	-0.1099
RNASE3	0.194
TRIM49	-1.9255
POLR2K	1.6964
GPR42	0.233
C8B	-2.71075
SASS6	-0.32425
PREB	-0.250166666666667
OR3A3	0.13
TUBA8	0.389875
IGLV2-14	-2.6485
STIL	-2.03625
ANKFN1	-1.1205
NME7	-0.4085
HOXC12	-1.29266666666667
UBE2C	-0.219625
FHOD1	-1.182625
CDK2AP1	0.211833333333333
OR6K2	-0.14525
DHPS	-0.1195
RPL5	-0.195166666666667
TRGV5	0.06
LOC541472	-0.078625
HCCS	-0.3998
DENND1B	1.711
LHX3	0.0925
OR5D16	0.272
CXorf57	-1.52783333333333
IRF2BP1	0.45025
NDST2	0.773166666666667
LCE3D	-0.0455
BOLL	0.2255
SYT3	-1.26175
PIH1D2	-0.18575
C20orf7	-0.707666666666667
IL1R2	-1.13433333333333
SLAMF9	-0.262
PPME1	0.64075
PIK3CA	-0.02475
TRAPPC1	-0.609125
COLEC10	-0.4225
SLC9A6	-1.46516666666667
PDDC1	0.6935
CCDC53	0.376
GK3P	-0.06525
DAZL	-0.92175
BRI3	-0.396
SDK1	0.855375
CYP2C18	0.147
IFI44L	3.023375
RPL3L	0.1955
FUT9	1.453
KIFC2	1.38033333333333
PMP2	-0.488125
SLC4A9	-0.131
PLAG1	-1.9415
MYCBP2	0.2625
OR4E2	-0.392
CCDC65	0.39375
C16orf82	-0.022
ENTPD4	-0.620375
BRP44L	0.4935
PMP22CD	0.364
TMCO4	1.50083333333333
KCNN1	-0.572666666666667
WDR35	0.53875
CCDC80	0.6575
C3orf31	-0.99075
SLC7A9	-0.322
TMEM190	0.35125
DBC1	-2.28916666666667
FADS3	-0.589
PDZD8	-0.139
GRM5	0.1205
AZGP1	4.0737
PEX3	0.4235
MED1	0.0108571428571429
ATG4C	-0.671833333333333
HNRPH3	-0.918375
FAM109B	2.057
C4orf17	0.53
CA10	1.73733333333333
OPRD1	-0.311
CCL16	-1.4765
SACM1L	-0.2945
CST6	3.5055
CD63	0.8055625
LGI1	-1.40925
ZNF784	0.43775
CRYBB1	-0.8905
CX3CL1	-0.03485
TOP2A	-1.362875
GYPB	-3.78066666666667
GADD45GIP1	-0.365
FEN1	-1.3495
IGF1R	1.4659375
WDR72	0.0971666666666667
PURG	-0.6255
DEFB126	0.09975
PKD1L1	1.232
CAV1	-2.5402
GNPDA2	0.7321
DGAT2	1.285875
NLGN1	-4.5555
STRBP	0.425
HPRT1	-0.782
FANCI	-1.487
PSMA7	0.325875
DBF4B	-0.5645
TTF1	-0.492
RAD54L	-1.872
ELOF1	-0.1075
PLAGL2	-0.42775
ZNF256	-0.21025
HMGCL	0.69
MSI2	-0.851166666666667
RPESP	5.52783333333333
C11orf60	0.6315
ABCD1	-0.278
ACAA1	0.4266
SPARCL1	4.46692857142857
IL6ST	1.7381
ZNF319	-0.2855
TMEM109	-0.0387
FAM90A1	-1.61633333333333
IL22RA1	-1.497
ATP4B	0.8215
TEC	-0.663
C7orf30	-1.17125
TXNDC2	0.0571666666666667
ABCB4	-0.6545
KIAA1191	1.520625
C9orf38	0.3455
SFTPB	0.3085
CNTNAP2	0.0360833333333333
FRK	-0.8105
TBX19	-0.207
CHD4	0.278
C6orf26	-2.03816666666667
MOSC2	1.6025
IKBKE	-0.2935
HIF1A	-2.34666666666667
LOC595101	-1.067
RELA	0.295333333333333
TMEM16B	1.529
ABHD12B	-1.609
TSEN34	0.54575
KIF18A	-2.39475
TXNDC9	-0.343666666666667
SPATA2L	0.2405
SEMA4G	-0.3675
C21orf91	-0.9425
MATN1	-0.463
KCNIP4	0.038
TUSC1	2.18175
OR4C15	-0.2185
ARMCX6	0.92025
WBSCR27	-1.95433333333333
OR52I2	-0.784
KIAA1604	-0.38575
DYNC1I1	-1.074375
PPP4C	-0.6155
SLC47A2	-1.37083333333333
TREH	0.085875
CD48	1.82783333333333
ST14	2.85166666666667
PKN1	-0.1745
SPON2	0.7175
XBP1	3.1855
SFRS12	-0.424333333333333
EFCAB6	2.568
SELT	0.312
SLC39A2	-0.7975
ERF	-0.833833333333333
ARL3	1.45175
SURF6	-0.4066
MLLT10	-0.43452380952381
FLJ11171	-0.148
TDGF1	-4.84033333333333
ERCC6	-0.21025
EIF2AK4	1.193
BAZ1A	-0.7535
LRRN3	-0.656833333333333
TMC3	-0.333
EFTUD1	-0.2875
PTPRO	1.64383333333333
CLEC12A	0.6435
ACBD4	0.680875
ZDHHC14	-0.471875
OTUD7B	0.75475
ACTB	0.307625
MSRA	-0.22125
LCE5A	1.26
IFI35	0.037
BSCL2	0.514
ANKRD12	0.50525
CFHR2	0.246
RGAG1	0.405833333333333
HSFY1	-0.77
SLC30A5	0.6445
IMPG1	0.1255
GPR109A	0.285
ZNF185	0.14275
IYD	0.89675
NPCDR1	0.3915
SERPINA13	-0.757
HMGCLL1	-0.59325
NEUROG1	0.871833333333333
UBQLN1	-0.54125
LIN37	0.23675
SOCS2	-0.27675
DSCR4	-1.5385
XKR6	1.04525
GPR142	0.2275
KRTAP13-3	0.1515
CCDC15	1.26883333333333
MOS	0.0335
CD1E	-2.2285
OFCC1	0.414
FAM83D	-1.63775
SRFBP1	0.0855
C9orf96	-0.084
DHDH	-0.7745
CCDC90A	-0.3155
RABL3	0.4574
CD320	-0.569333333333333
ANGEL2	-0.0121666666666667
MRPL21	-0.17775
SMG6	0.197833333333333
INSR	2.3434375
FLJ14816	-0.638
GLRB	1.28666666666667
C9orf89	1.852
CIZ1	-0.232
URG4	-0.475333333333333
LRDD	-0.458833333333333
CBY1	1.23616666666667
NFX1	-0.056875
MTERFD2	0.268214285714286
C19orf23	0.1065
PGC	-3.327625
IER3IP1	0.8403
RASAL2	0.745
C1orf89	0.06825
SYNJ1	-0.642125
NFKBIE	0.7145
FLJ40125	-0.672166666666667
TCEB2	-0.1692
NOG	-2.047
POLR2J2	-0.319666666666667
HLA-B	1.482
PCDHA1	-1.206
PPP2R2B	-0.821
ARHGEF17	1.48466666666667
TCF7L2	0.287357142857143
CHD5	-0.464666666666667
ZNF431	-0.681625
TBC1D25	-0.01375
ZNF800	-0.165
SCUBE2	4.14709090909091
MYCBP	0.164666666666667
GPX5	0.012
C6orf129	0.476666666666667
QSER1	-1.03816666666667
ULK2	1.71875
PIGO	0.7235
NRCAM	-1.24342857142857
SLC35E3	0.885625
CSRP2	-2.58075
HYPE	1.011
MAPK15	0.9165
MGC14327	0.3225
TIMM13	-0.170666666666667
ZNF462	0.66475
GBA3	0.07325
TEX13A	0.4225
MCM6	-1.00777777777778
MTRF1	-0.44975
ABCA7	-1.1515
EIF4A2	-0.041
ZC3H10	1.04
RPGR	0.359
C20orf94	0.27275
RP1L1	0.06025
GPR125	-0.29225
USP22	0.0953571428571428
OR1L4	0.09
MLZE	1.92875
FLJ32065	-0.05
PTCD1	-0.1745
CRTAC1	1.33816666666667
BXDC2	-1.12075
C18orf1	2.7545
FAM107A	1.25207142857143
EFNA3	-0.9575
P18SRP	-0.194
CAMKK2	0.942166666666667
KIAA0649	-0.2985
NES	-1.80733333333333
HS6ST3	0.855
PON2	-0.4205
TCP11L2	-0.72
CLEC4A	2.92375
PRR12	0.78
MLXIPL	-1.1698
C2orf50	0.967
ZNF28	0.7895
ENC1	0.288166666666667
MAP2K1	-0.3035
FKSG2	0.6445
KIAA0430	0.91825
PTP4A1	-1.401
GPR156	0.652
GTF3C6	-1.196
UBR2	-0.1866
LOC388272	-1.97325
MAK	-0.0931666666666667
ACOT4	2.846
STC2	2.67658333333333
PIGW	-1.2435
SAE1	-0.744875
COL6A1	-0.8035
OAZ1	0.401833333333333
STMN4	0.257666666666667
EDG3	0.578833333333333
SGCE	-2.77116666666667
IL11	-2.65316666666667
PRSS8	2.555375
YIPF5	0.5305
WNT4	3.704125
CSN2	-0.1055
TCF7	-3.183125
TDO2	0.13775
SAMD9	-0.3825625
S100A7A	0.7335
MMRN1	2.7785
GKAP1	0.41675
AKR1C3	-3.162375
RNF19A	2.160875
GMDS	-0.518
YKT6	-0.73825
SPARC	0.4348
C12orf31	-0.691
UBE2V2	0.398666666666667
FBXL18	-0.248333333333333
KIAA0460	0.653
ADAM22	-0.998285714285714
SERPINC1	-3.77625
KCTD21	1.88525
MYOHD1	-1.08025
ZNF37A	0.648166666666667
GTF3C1	0.121666666666667
CTSZ	1.4695
PRNPIP	-0.4075
DRD1IP	0.29225
NR1I2	-1.73733333333333
ZNF266	-0.1578
SPAG4L	-0.0035
COX4NB	-1.12375
SAPS1	0.537333333333333
APOA1	-4.612625
TATDN1	0.521833333333333
C10orf82	3.13825
KPNB1	-0.38175
FOXO3	-0.118416666666667
CRYBB2	-0.1705
ZBTB5	-0.0931666666666667
SLC25A38	0.067
DCTN2	-0.158166666666667
IFT20	0.47425
CTHRC1	0.12775
C1orf31	-0.770875
UHRF1	-1.0280625
GPC6	-2.01775
C10orf54	1.4305
MCF2L2	-0.195166666666667
WNT9B	0.40025
OLA1	-0.07625
FAM120B	0.42
TTLL10	0.2085
CYorf15A	-4.28175
RELN	-1.7689
SCN2B	0.133
MFHAS1	-1.24825
NKX3-2	-1.75283333333333
RASGRF2	-0.623
SSBP1	-0.920666666666667
KPNA6	-0.415571428571429
LOC389118	-0.0555
HS3ST4	-0.9482
SUPT7L	-0.166125
FLJ32658	-0.99375
IGFBPL1	-1.26925
KIAA1641	-0.5027
SHKBP1	-0.215833333333333
CSF1R	4.759
NAGK	0.83475
MYL2	0.6315
HIST1H4C	-1.47116666666667
TOMM7	-0.411
ADAMTSL3	1.7481
TNFSF14	-0.35425
PRRT2	1.011
VTA1	-0.379375
AOAH	3.0855
CRISPLD2	0.450071428571429
PNN	-0.814
TA-NFKBH	-0.35025
ESPN	-0.29525
RBM43	-0.119
KIAA1267	0.332875
DDX3X	-0.174333333333333
KIAA1576	-5.48575
PLXDC1	3.571
FLJ25801	-4.846
HNRNPL	-0.245
RUNDC3A	0.207833333333333
CASP12	0.6315
SH2D5	-1.70075
RPL26L1	0.234
OR51A7	0.59225
HDC	1.2735
C2orf16	0.1575
SYTL3	2.178125
GOLGA4	0.1753125
NOTCH1	-0.495166666666667
ATPAF2	0.749
ECD	0.2275
SSX5	-1.41816666666667
SNAP91	0.1795
OCA2	-4.34075
PNPO	-0.088
DAPK1	-0.214
PINX1	-1.3395
SELENBP1	1.6555
NEK3	-0.756166666666667
TMED4	0.0123571428571429
SSTR4	0.6545
FOSL1	-2.5882
CD40LG	-0.091
CES1	-2.16016666666667
DCI	0.392666666666667
B3GAT3	0.00183333333333333
STK17B	-1.1975
CNTN6	-0.06
CYP3A4	-1.3595
MBOAT2	0.307642857142857
PISD	1.355875
USP1	-0.783
PYDC1	0.822
CENPM	0.0275
SAR1B	0.90825
TTC7B	-0.075125
DP58	0.402
GPC1	1.007
RBL1	-0.2405
TMEM137	-1.31883333333333
TOB1	1.08433333333333
TCEAL1	0.788333333333333
CENPF	-1.66818181818182
C6	1.03916666666667
PRSS1	-3.85025
PPIL6	0.749166666666667
C6orf124	0.4225
ODZ4	0.451333333333333
SNCB	-0.32225
NDUFB9	1.283
CNOT6L	0.8115
S100A9	-0.722166666666667
TRIM50	-0.494
KCTD1	0.2343
WDR63	0.6895
SPEF2	1.982625
RNGTT	-1.21483333333333
CXorf22	-0.0485
KCNK16	0.14125
CEP250	0.138375
ATPBD1B	-0.921
KCNJ2	3.4965
MT1B	-1.331
ZNF684	-0.099
SLC4A1	0.311
PDHA1	-0.98475
ZNF492	0.047625
TKT	-1.913
BYSL	-0.603125
RNF38	-0.003125
AHDC1	-0.1635
KLHL2	0.07875
CMTM8	2.236
DMP1	-0.0435
HERPUD2	-0.50125
CRTAM	2.1125
ZNF572	2.32975
TMEM16J	0.386
HSD17B2	-5.32775
UBE2G1	-0.919875
AHSA2	-0.4665
PELI2	0.404
TPX2	-1.681875
ATP9B	1.55516666666667
DAZAP1	-0.378875
HMGCS2	2.542
C17orf38	0.3295
B9D1	1.20925
NKX2-5	-1.14266666666667
KIAA1276	0.067
LILRB2	3.419
CSTF1	-0.4175
BTN2A1	-0.653333333333333
C15orf48	5.1695
IGF2BP3	-4.689
FAM113B	1.23616666666667
HRG	-0.397625
ZNF131	-0.0365
USP47	1.14421428571429
CCDC88B	-0.607875
HCN1	-0.4663
HTN1	0.0241666666666667
SYCP3	0.18375
C13orf23	-0.6481
PAPOLA	0.2199375
AATK	0.4109
MSH3	0.536166666666667
NDUFAB1	-1.1225
ITLN2	-0.824166666666667
BAK1	-0.244666666666667
MRPL45	-0.5755
MTNR1B	-0.240166666666667
LOC645843	0.491
SPECC1L	1.164125
PGCP	2.0665
SPN	-0.563375
GPR143	2.62666666666667
ZNF576	0.333333333333333
TMEM39A	0.2843
ATP5D	-0.019
MAGEB3	-1.5385
RPS5	-0.977833333333333
ANP32E	-3.20978571428571
MTMR1	0.3075
YEATS4	-0.9205
SYNGAP1	0.18575
PCOLCE	-2.08933333333333
MNS1	1.43
PCYT2	-0.683666666666667
ZNF182	0.20175
LAX1	0.423125
SPPL2B	0.9454
ELOVL5	0.8936
PCDHAC1	1.2845
B4GALNT1	-1.41216666666667
BLOC1S2	0.612375
ZNF673	-0.7229
ARHGAP21	-0.387166666666667
IRX5	3.38875
LRFN5	-0.719333333333333
FAM7A1	-1.056
RAB19	-0.0815
GINS1	-1.55575
ITM2B	1.2943
PAPSS2	-1.44891666666667
OR5BF1	0.0285
ACSL3	-0.102125
KIAA1919	-0.651166666666667
GLT8D2	0.2125
UTRN	0.353785714285714
CNN1	-0.1875
HISPPD2A	1.08583333333333
SDAD1	0.490125
SIGLEC9	1.9375
RPL35	-0.321642857142857
C22orf26	0.3215
IMPDH2	-1.029625
WDR69	-0.502
SEC14L5	-0.454666666666667
CLTA	-0.1755
RP11-529I10.4	0.3605
GPR37L1	0.167666666666667
OGDH	-0.525083333333333
ASB13	2.2115
ZFP14	0.98875
ZCRB1	-0.2065
KPNA3	-0.19375
HSPA1L	1.20025
RHOC	0.9865
LOC554175	-0.512
PPP3CA	1.2079
SLC1A7	-0.4821
ZNF529	-0.3685
RBED1	1.22775
DDB2	-1.0945
FLJ11286	0.217166666666667
SPATA1	0.7355
MKNK1	0.498166666666667
DYSF	0.848
ALKBH2	0.0285
NKD1	-3.535
C1orf174	-0.82325
PLEKHO1	0.5485
ASB10	0.04975
RING1	0.0891666666666667
NPC2	0.741375
AVPR1B	-0.294
YTHDF1	0.0515833333333333
LMAN1L	0.161
GSG2	-2.1205
CEP170	-0.4534
RPS4Y2	-6.33525
MSH6	-1.3555
HECTD2	0.6555
ZNF556	-2.713
PLEKHC1	-2.3033
AIRE	0.0688333333333333
BCL2L10	-0.05675
LMOD3	0.4962
ZBTB8	0.661
FOXA2	-3.6105
SLCO2A1	2.6445
C3orf46	-0.9545
PRDM16	0.203
TMEM98	-1.4195
FRMD5	-3.028
PDE6C	0.417
C1orf216	0.3095
EP400	-0.320214285714286
PTK2	1.33016666666667
RNF217	-0.464
NDUFA8	0.4995
ZFAT1	0.91375
LAMP3	0.930666666666667
GLTSCR2	0.4405
NPW	-1.243
LLGL2	-0.4297
PPM1K	-1.69633333333333
C20orf177	-0.103
KIR2DL4	0.2721
NFKB2	-0.22175
C21orf122	-1.18983333333333
HESX1	0.323
GPR114	0.303833333333333
SLC25A35	-0.117
GNAT1	0.1615
ORAI3	-0.19325
FAM76B	-0.8495
TMEM99	0.8267
TRIM29	-2.1893
CDS1	4.07175
RHEB	-0.2208
C4orf27	-0.0126666666666667
RAB3A	0.16675
OTUD6B	0.88275
GPD1	0.149375
CDH15	-1.446
NPM1	-0.114142857142857
TMEM117	-0.543
PRPS2	0.032
GCK	-0.952
ADRA2A	2.84183333333333
TSPYL4	-0.805
TASP1	-0.82725
WDR19	1.06841666666667
C10orf38	-0.634
PDE4C	-0.566333333333333
FYB	0.896416666666667
C1orf55	-0.290333333333333
PPFIA3	0.37025
RAD18	-1.62025
C12orf44	-0.409166666666667
CRYBA4	-0.795
HVCN1	1.195
TAF10	-0.248
C16orf48	-0.8855
DEPDC5	1.509
LTBP1	-1.363
MAPRE1	-0.675375
FGF8	-0.153
C3orf52	-0.1675
SENP7	0.202666666666667
LRRK2	0.74725
RUNDC2A	0.226833333333333
KIAA0355	0.507666666666667
CPEB1	-2.78025
PPEF2	0.172
ABI2	-0.559166666666667
KIAA0317	0.272125
ATF1	-0.8945
DYNC1H1	0.73325
DIP	0.4625
TMEM33	0.741388888888889
POLDIP3	1.0615
C7orf24	0.0635
GPR171	1.9475
CDC6	-1.42383333333333
PLD1	-1.3953
