Hybridization REF	TCGA-BH-A0H3-01A-11R-A12P-07
FBXL2	1.82316666666667
BRD1	0.53575
STATH	1.24325
FBXO44	1.038
MCCC2	1.97375
CDC2	-2.5446
C5orf23	0.76725
IVD	0.355666666666667
C10orf122	-0.8215
MSL3L1	0.0301
MVP	0.89925
EPOR	-1.1606
ZMYM1	-1.04883333333333
BCL7C	0.998
PSTPIP2	0.8421
LYPD1	-1.819
OR8G5	-0.071
ZP3	-0.7
BCAS4	0.0378333333333334
EDG6	3.09975
ISY1	-0.547
PRAMEF2	-0.791
CUL1	-0.94725
RNF213	1.302
CCRK	1.021
DHX9	-0.857125
C13orf29	-0.46875
NCKAP1	0.1385
MRPL43	1.19192857142857
XPR1	-0.81325
PKN2	0.6788
PODNL1	1.7405
ZNF333	0.525125
DALRD3	-1.05375
OPN1SW	0.556
BTBD6	1.3525
C11orf82	-2.622
OR5P3	0.4035
DUSP11	0.05475
L1CAM	-0.9998
NEK11	1.561
OR7E91P	0.59
CNTN3	1.7443
CREB3L2	0.688
ZBTB37	0.897
KIAA1324L	0.6535
NDUFB10	0.4755
NUDT2	-0.037
GTPBP8	-0.29425
CACNA1D	0.43275
PRKAA2	-0.703833333333333
PRDM8	0.3265
MGC16075	-0.415333333333333
KRT14	1.59957142857143
PP8961	1.43925
MRPL18	-0.9855
ABCG2	-1.96725
PACRG	1.69325
BBS2	-0.1755
KREMEN2	-3.2215
FBXO21	0.556
HNRPUL1	0.665333333333333
GRB10	-0.77625
CLSTN1	1.512625
LMAN2	0.3473
C17orf61	-0.213
NIPSNAP3A	0.374
INSIG2	-1.83633333333333
PCDHB7	0.7165
STXBP2	1.2875
CMAH	0.668833333333333
SEMA5B	-0.27
ZNF155	0.478666666666667
COQ6	-0.084
PRPF4	-0.1365
TSPAN15	2.2801
VN1R5	0.43575
LATS2	0.65675
SELK	0.4935
PGK2	0.0263333333333333
MS4A1	-0.111375
TYW3	-0.6126
KRTAP5-1	1.39225
RCCD1	-2.1315
BTN1A1	1.21825
DDX28	0.17
TMEM65	-0.76875
LOC92345	0.585
TTC31	-0.29
WDR46	-0.908166666666667
CHP2	-0.9045
LSP1	1.480375
ZNF542	0.45425
EXOSC1	-0.18475
ARHGAP18	-0.453666666666667
LRRTM4	-0.552625
MAOB	0.233583333333333
CACNB4	-0.82125
MGC33846	1.330625
RANBP3L	1.3185
ATP5L	0.0595
ONECUT1	-2.9925
NUDT9	0.58325
TMEM149	1.0835
STX17	1.281
IGSF10	-1.73875
TMPRSS9	0.4775
BMPR2	1.30625
ALLC	0.078
KLF7	0.6705
GCC1	0.4035
TIMM9	-0.633
CDO1	0.324
MGC10701	-1.39016666666667
IFI6	4.1755
FRMD8	0.906
MGAT2	-0.0875
WBP5	0.436166666666667
CNIH2	0.85975
KIAA0907	-1.9327
KCNH8	-0.6935
CTSG	-0.062
GRIK1	-0.195
CUL5	1.1345
FRMD1	0.4125
OR9A4	0.781
SYT6	-0.201375
FOXD4L2	0.98425
ANAPC2	0.207666666666667
OPN5	-0.3245
TAF13	-0.11875
LYG2	-0.55575
GGNBP1	0.446
C11orf40	0.627
OTX2	-0.986
REG4	-0.1615
EIF5	-1.26125
PALB2	-0.7695
SEPSECS	-0.469
RNASE3	0.3475
TRIM49	-0.6885
POLR2K	-0.2464
GPR42	0.1235
C8B	-2.833
SASS6	-0.546
PREB	0.0855
OR3A3	0.631
TUBA8	0.83475
IGLV2-14	-0.49125
STIL	-2.8425
ANKFN1	-0.507833333333333
NME7	-0.967
HOXC12	3.3725
UBE2C	-1.428875
FHOD1	-0.24475
CDK2AP1	0.88325
OR6K2	-0.0245
DHPS	0.11475
RPL5	-1.19966666666667
TRGV5	0.491
LOC541472	0.578125
HCCS	-1.1517
DENND1B	0.207
LHX3	0.13
OR5D16	0.397
CXorf57	-3.04333333333333
IRF2BP1	2.0405
NDST2	0.963833333333333
LCE3D	0.3925
BOLL	0.279
SYT3	0.7285
PIH1D2	1.055
C20orf7	-0.7915
IL1R2	0.232
SLAMF9	1.6785
PPME1	-0.037375
PIK3CA	-0.127
TRAPPC1	0.86
COLEC10	-0.50575
SLC9A6	-1.5655
PDDC1	0.562666666666667
CCDC53	0.6305
GK3P	-1.7305
DAZL	-0.68575
BRI3	0.141
SDK1	-0.585875
CYP2C18	0.4135
IFI44L	4.968875
RPL3L	0.767
FUT9	-1.74833333333333
KIFC2	-0.0816666666666667
PMP2	-0.566375
SLC4A9	-0.0785
PLAG1	-1.51916666666667
MYCBP2	0.1925
OR4E2	0.5905
CCDC65	1.9615
C16orf82	0.237
ENTPD4	-0.469125
BRP44L	-0.82375
PMP22CD	0.25175
TMCO4	1.50633333333333
KCNN1	-0.142166666666667
WDR35	-0.01925
CCDC80	2.484875
C3orf31	-1.46475
SLC7A9	-0.33825
TMEM190	-0.5315
DBC1	-0.7775
FADS3	-0.810666666666667
PDZD8	0.2855
GRM5	0.44875
AZGP1	3.9386
PEX3	-1.027
MED1	0.0633571428571428
ATG4C	-1.55516666666667
HNRPH3	-1.708
FAM109B	2.055
C4orf17	0.496
CA10	-0.35725
OPRD1	0.0815
CCL16	-0.707
SACM1L	-1.72875
CST6	4.66075
CD63	1.2471875
LGI1	-2.09175
ZNF784	1.263
CRYBB1	-0.4405
CX3CL1	1.179
TOP2A	-2.94875
GYPB	-2.2205
GADD45GIP1	0.74075
FEN1	-1.848625
IGF1R	1.170625
WDR72	-3.0575
PURG	-0.872666666666667
DEFB126	0.39475
PKD1L1	1.31675
CAV1	-1.6185
GNPDA2	0.1541
DGAT2	-0.114375
NLGN1	-3.36575
STRBP	-0.307
HPRT1	-1.94216666666667
FANCI	-1.825875
PSMA7	0.436625
DBF4B	-0.601333333333333
TTF1	-0.88875
RAD54L	-2.45625
ELOF1	0.236
PLAGL2	0.43075
ZNF256	1.1405
HMGCL	-0.03625
MSI2	-0.145333333333333
RPESP	0.504
C11orf60	0.7715
ABCD1	1.3145
ACAA1	-0.0521
SPARCL1	5.20057142857143
IL6ST	0.9455
ZNF319	0.928
TMEM109	-0.1468
FAM90A1	0.445333333333333
IL22RA1	-0.586
ATP4B	0.992
TEC	-1.473
C7orf30	-1.379
TXNDC2	0.1535
ABCB4	-0.61325
KIAA1191	0.436375
C9orf38	0.3135
SFTPB	0.092625
CNTNAP2	-1.06966666666667
FRK	0.4985
TBX19	-0.43225
CHD4	0.05225
C6orf26	-2.51766666666667
MOSC2	1.42475
IKBKE	0.21525
HIF1A	-2.388
LOC595101	-1.013
RELA	0.472666666666667
TMEM16B	0.427666666666667
ABHD12B	-2.51625
TSEN34	0.28625
KIF18A	-3.35925
TXNDC9	-1.054
SPATA2L	1.2975
SEMA4G	-0.518
C21orf91	-0.492875
MATN1	0.21
KCNIP4	0.335833333333333
TUSC1	1.88525
OR4C15	0.246
ARMCX6	0.491333333333333
WBSCR27	0.0223333333333333
OR52I2	-0.63
KIAA1604	-0.26
DYNC1I1	-0.74925
PPP4C	0.28275
SLC47A2	-1.3435
TREH	0.28675
CD48	2.345
ST14	2.18716666666667
PKN1	0.16325
SPON2	3.34575
XBP1	0.6225
SFRS12	-0.9045
EFCAB6	2.33425
SELT	-0.53475
SLC39A2	1.0275
ERF	-0.267833333333333
ARL3	0.71525
SURF6	-1.1256
MLLT10	-1.02909523809524
FLJ11171	-0.366833333333333
TDGF1	-3.92166666666667
ERCC6	0.063
EIF2AK4	0.06625
BAZ1A	-0.1235
LRRN3	1.07
TMC3	3.259
EFTUD1	-0.20975
PTPRO	0.913833333333333
CLEC12A	0.205375
ACBD4	0.7935
ZDHHC14	-1.09725
OTUD7B	1.566375
ACTB	0.8434375
MSRA	0.54225
LCE5A	2.1135
IFI35	1.64425
BSCL2	0.789333333333333
ANKRD12	0.25525
CFHR2	1.00225
RGAG1	-0.194333333333333
HSFY1	0.5795
SLC30A5	-0.413416666666667
IMPG1	0.7605
GPR109A	0.8195
ZNF185	0.744
IYD	1.49225
NPCDR1	0.754
SERPINA13	0.8095
HMGCLL1	-1.63125
NEUROG1	1.35983333333333
UBQLN1	-0.6475
LIN37	1.17525
SOCS2	-1.928625
DSCR4	-1.143875
XKR6	-0.16175
GPR142	0.659
KRTAP13-3	-0.038
CCDC15	-1.00133333333333
MOS	0.33
CD1E	-0.8405
OFCC1	0.114666666666667
FAM83D	-3.917
SRFBP1	-0.67825
C9orf96	0.09
DHDH	-1.523
CCDC90A	0.073
RABL3	0.552
CD320	-1.01816666666667
ANGEL2	-0.2985
MRPL21	-0.05325
SMG6	0.8485
INSR	2.5499375
FLJ14816	-0.3235
GLRB	1.37183333333333
C9orf89	1.80825
CIZ1	-0.148125
URG4	-0.379666666666667
LRDD	-0.658333333333333
CBY1	0.410833333333333
NFX1	0.289375
MTERFD2	-0.0627857142857143
C19orf23	0.784
PGC	-2.31575
IER3IP1	-0.2234
RASAL2	0.904083333333333
C1orf89	-0.45475
SYNJ1	-0.8905
NFKBIE	1.17975
FLJ40125	-1.05016666666667
TCEB2	0.1125
NOG	-1.0075
POLR2J2	-0.700166666666667
HLA-B	3.255
PCDHA1	2.2845
PPP2R2B	-0.72325
ARHGEF17	1.05516666666667
TCF7L2	1.81471428571429
CHD5	-0.420666666666667
ZNF431	-0.581625
TBC1D25	-0.688
ZNF800	-0.313
SCUBE2	4.43081818181818
MYCBP	-0.514333333333333
GPX5	0.189
C6orf129	0.1775
QSER1	-1.29033333333333
ULK2	1.3955
PIGO	-0.193
NRCAM	-1.97042857142857
SLC35E3	-0.44525
CSRP2	0.15525
HYPE	1.453
MAPK15	0.593166666666667
MGC14327	-0.25475
TIMM13	-0.0983333333333333
ZNF462	-0.71425
GBA3	0.41625
TEX13A	-0.3595
MCM6	-1.80977777777778
MTRF1	-1.3935
ABCA7	-0.32625
EIF4A2	-0.97425
ZC3H10	0.611
RPGR	-0.313
C20orf94	0.70675
RP1L1	0.26425
GPR125	-1.008875
USP22	-0.434928571428571
OR1L4	0.41
MLZE	0.438
FLJ32065	-0.364
PTCD1	-0.05325
CRTAC1	0.6235
BXDC2	-2.27525
C18orf1	1.35366666666667
FAM107A	1.23864285714286
EFNA3	-0.00325
P18SRP	-0.012
CAMKK2	0.839333333333333
KIAA0649	0.1875
NES	-0.6905
HS6ST3	0.974875
PON2	-0.91275
TCP11L2	-0.45475
CLEC4A	1.58825
PRR12	1.4
MLXIPL	-1.1949
C2orf50	0.444
ZNF28	-0.29025
ENC1	0.305833333333333
MAP2K1	-0.909625
FKSG2	0.746
KIAA0430	0.235
PTP4A1	-1.61966666666667
GPR156	1.6665
GTF3C6	-0.68625
UBR2	0.2927
LOC388272	-1.52475
MAK	-0.100666666666667
ACOT4	3.26275
STC2	1.72516666666667
PIGW	-1.80275
SAE1	-0.520875
COL6A1	2.19490909090909
OAZ1	0.220333333333333
STMN4	0.644166666666667
EDG3	0.729666666666667
SGCE	-0.839666666666667
IL11	-2.28233333333333
PRSS8	2.70575
YIPF5	-0.23875
WNT4	2.84275
CSN2	0.3875
TCF7	-2.397375
TDO2	2.3915
SAMD9	1.9165
S100A7A	0.1215
MMRN1	1.43966666666667
GKAP1	-0.17725
AKR1C3	-0.396375
RNF19A	-0.06525
GMDS	-0.82725
YKT6	-0.361
SPARC	2.7723
C12orf31	-0.786
UBE2V2	-1.57216666666667
FBXL18	-0.7285
KIAA0460	1.45125
ADAM22	-0.460375
SERPINC1	-4.409
KCTD21	0.3725
MYOHD1	-1.633
ZNF37A	0.199333333333333
GTF3C1	0.556166666666667
CTSZ	1.70625
PRNPIP	-0.048625
DRD1IP	0.51375
NR1I2	-2.18633333333333
ZNF266	-0.2016
SPAG4L	0.598
COX4NB	-0.47525
SAPS1	1.5655
APOA1	-3.628625
TATDN1	-1.6125
C10orf82	2.778
KPNB1	-0.8725
FOXO3	0.1695
CRYBB2	-0.8335
ZBTB5	-0.601666666666667
SLC25A38	-0.76925
DCTN2	-0.442333333333333
IFT20	0.164
CTHRC1	3.434
C1orf31	-0.69625
UHRF1	-1.0789375
GPC6	0.131
C10orf54	1.5285
MCF2L2	0.0372
WNT9B	-0.019625
OLA1	-0.7575
FAM120B	-0.73175
TTLL10	0.265
CYorf15A	-4.6605
RELN	-2.5955
SCN2B	1.96783333333333
MFHAS1	-1.25575
NKX3-2	-0.0396666666666667
RASGRF2	0.3225
SSBP1	-0.783333333333333
KPNA6	0.293
LOC389118	-0.266
HS3ST4	-1.2231
SUPT7L	-0.46425
FLJ32658	-0.5615
IGFBPL1	-0.38975
KIAA1641	-2.0311
SHKBP1	0.438833333333333
CSF1R	4.89425
NAGK	0.591
MYL2	0.42475
HIST1H4C	-1.96416666666667
TOMM7	-0.449
ADAMTSL3	1.6098
TNFSF14	-0.88175
PRRT2	-0.45275
VTA1	-1.318125
AOAH	2.95583333333333
CRISPLD2	2.02614285714286
PNN	-1.3251
TA-NFKBH	0.2745
ESPN	1.00725
RBM43	-0.784
KIAA1267	1.630875
DDX3X	-0.393
KIAA1576	-4.6085
PLXDC1	4.32416666666667
FLJ25801	-3.99075
HNRNPL	0.914
RUNDC3A	0.4765
CASP12	1.4715
SH2D5	-0.5105
RPL26L1	-0.213
OR51A7	0.38125
HDC	2.926
C2orf16	0.451166666666667
SYTL3	0.839625
GOLGA4	-0.7029375
NOTCH1	-0.285
ATPAF2	0.5575
ECD	0.19425
SSX5	-1.53966666666667
SNAP91	-0.25175
OCA2	-4.4625
PNPO	0.554833333333333
DAPK1	-0.780166666666667
PINX1	-0.571833333333333
SELENBP1	0.352625
NEK3	-1.113
TMED4	0.471071428571429
SSTR4	0.035
FOSL1	-2.2171
CD40LG	0.208
CES1	-1.493
DCI	0.847333333333333
B3GAT3	0.535
STK17B	-0.33775
CNTN6	0.1285
CYP3A4	-1.777
MBOAT2	0.5615
PISD	3.46944695195361e-18
USP1	-2.0135
PYDC1	1.79816666666667
CENPM	-1.4405
SAR1B	0.7785
TTC7B	-0.657625
DP58	0.4105
GPC1	1.557
RBL1	-2.29175
TMEM137	-3.49283333333333
TOB1	0.977416666666667
TCEAL1	0.119
CENPF	-2.47190909090909
C6	1.36916666666667
PRSS1	-2.2305
PPIL6	-0.226
C6orf124	0.4815
ODZ4	0.693333333333333
SNCB	0.47125
NDUFB9	0.462125
CNOT6L	0.342
S100A9	-0.966666666666667
TRIM50	-0.079
KCTD1	1.9322
WDR63	0.97725
SPEF2	1.905
RNGTT	-0.667666666666667
CXorf22	-0.329
KCNK16	0.035
CEP250	-1.3305
ATPBD1B	-0.088
KCNJ2	3.563
MT1B	-0.7155
ZNF684	-0.776
SLC4A1	0.43675
PDHA1	-1.019
ZNF492	0.027
TKT	-2.37475
BYSL	-0.65025
RNF38	0.069625
AHDC1	0.515
KLHL2	0.11875
CMTM8	1.0435
DMP1	-0.456
HERPUD2	-0.0695
CRTAM	3.167
ZNF572	-1.3365
TMEM16J	-0.4285
HSD17B2	-3.844
UBE2G1	-0.9885
AHSA2	-2.354
PELI2	-0.5015
TPX2	-2.646
ATP9B	1.1845
DAZAP1	-0.058625
HMGCS2	0.3365
C17orf38	0.32475
B9D1	0.21175
NKX2-5	-0.755
KIAA1276	0.67725
LILRB2	4.1395
CSTF1	-0.6505
BTN2A1	-0.7905
C15orf48	5.62575
IGF2BP3	-4.1455
FAM113B	0.393
HRG	0.6735
ZNF131	-0.99075
USP47	0.388428571428571
CCDC88B	-0.248125
HCN1	-0.7485
HTN1	-0.587333333333333
SYCP3	-0.51575
C13orf23	-0.0231
PAPOLA	-0.4165625
AATK	0.9679
MSH3	-0.593166666666667
NDUFAB1	-1.30325
ITLN2	-0.771
BAK1	0.937833333333333
MRPL45	-0.923333333333333
MTNR1B	0.160833333333333
LOC645843	-0.4415
SPECC1L	0.4015
PGCP	0.56675
SPN	-0.103
GPR143	0.636833333333333
ZNF576	0.479833333333333
TMEM39A	0.444
ATP5D	0.9085
MAGEB3	-2.224
RPS5	-1.43083333333333
ANP32E	-2.11928571428571
MTMR1	1.004
YEATS4	-1.84
SYNGAP1	0.4595
PCOLCE	0.924666666666667
MNS1	0.76225
PCYT2	-0.0891666666666667
ZNF182	0.109
LAX1	1.150125
SPPL2B	1.701
ELOVL5	1.3575
PCDHAC1	0.3115
B4GALNT1	-0.7525
BLOC1S2	0.3515
ZNF673	-0.8504
ARHGAP21	-0.482666666666667
IRX5	4.10975
LRFN5	0.224833333333333
FAM7A1	-0.60875
RAB19	-0.262
GINS1	-2.864
ITM2B	1.7708
PAPSS2	0.22475
OR5BF1	0.6385
ACSL3	-0.64925
KIAA1919	-1.37558333333333
GLT8D2	3.305375
UTRN	0.437571428571429
CNN1	2.59875
HISPPD2A	0.153
SDAD1	0.38725
SIGLEC9	0.737666666666667
RPL35	-0.332428571428571
C22orf26	0.399
IMPDH2	-1.970375
WDR69	-0.847666666666667
SEC14L5	-0.322666666666667
CLTA	0.17025
RP11-529I10.4	0.74825
GPR37L1	0.408
OGDH	-0.173583333333333
ASB13	0.9195
ZFP14	-0.39025
ZCRB1	0.339666666666667
KPNA3	-0.62975
HSPA1L	0.83675
RHOC	1.399125
LOC554175	0.86625
PPP3CA	0.8049
SLC1A7	-0.2478
ZNF529	-0.551
RBED1	1.257
DDB2	-0.978
FLJ11286	1.70433333333333
SPATA1	0.6465
MKNK1	0.519333333333333
DYSF	1.75566666666667
ALKBH2	-0.2255
NKD1	-1.9605
C1orf174	-0.6375
PLEKHO1	1.03116666666667
ASB10	0.28275
RING1	0.5845
NPC2	0.668375
AVPR1B	0.3305
YTHDF1	0.0546666666666667
LMAN1L	0.5615
GSG2	-2.8645
CEP170	-0.9102
RPS4Y2	-5.171
MSH6	-1.6035
HECTD2	1.01233333333333
ZNF556	-2.32933333333333
PLEKHC1	-0.8357
AIRE	1.084
BCL2L10	0.149
LMOD3	-0.322666666666667
ZBTB8	0.2931
FOXA2	-2.9943
SLCO2A1	3.5255
C3orf46	0.657
PRDM16	-0.154333333333333
TMEM98	1.13125
FRMD5	-1.6995
PDE6C	0.1625
C1orf216	0.697666666666667
EP400	-0.232142857142857
PTK2	0.00433333333333331
RNF217	-0.14475
NDUFA8	0.625
ZFAT1	0.76175
LAMP3	3.42166666666667
GLTSCR2	0.753125
NPW	-1.3315
LLGL2	0.2972
PPM1K	0.9465
C20orf177	-1.0725
KIR2DL4	0.853
NFKB2	0.67925
C21orf122	0.2405
HESX1	0.1645
GPR114	0.5615
SLC25A35	-0.449833333333333
GNAT1	-0.06675
ORAI3	0.49125
FAM76B	-0.658
TMEM99	-0.1637
TRIM29	0.4357
CDS1	2.22175
RHEB	-0.8691
C4orf27	-0.797333333333333
RAB3A	-0.12
OTUD6B	-1.71625
GPD1	0.406125
CDH15	0.531833333333333
NPM1	-1.08078571428571
TMEM117	-0.35425
PRPS2	-0.8575
GCK	0.1865
ADRA2A	5.36716666666667
TSPYL4	0.118
TASP1	-1.06225
WDR19	0.132833333333333
C10orf38	-0.77425
PDE4C	-0.628333333333333
FYB	0.821
C1orf55	-0.0131666666666667
PPFIA3	-0.42275
RAD18	-1.9265
C12orf44	-0.153166666666667
CRYBA4	0.082
HVCN1	1.46
TAF10	0.593333333333333
C16orf48	0.351666666666667
DEPDC5	0.9575
LTBP1	-2.028
MAPRE1	-0.01775
FGF8	0.3545
C3orf52	1.7905
SENP7	-0.424666666666667
LRRK2	0.0975
RUNDC2A	0.3475
KIAA0355	0.2845
CPEB1	-0.864
PPEF2	0.1555
ABI2	-0.4695
KIAA0317	0.0775
ATF1	-0.8865
DYNC1H1	1.482375
DIP	1.13275
TMEM33	0.2995
POLDIP3	-0.4365
C7orf24	-0.86325
GPR171	2.99325
CDC6	-3.111
PLD1	-0.9943
ITFG2	0.1028
NDUFC1	0.90775
AKNA	-1.09825
NBR1	0.68425
PKHD1	0.073375
HPS4	-1.1858
MAFA	1.87375
ULBP3	-0.00874999999999999
DIRC1	0.598
IMMT	-1.054125
C22orf13	0.29275
CEL	0.3135
MARK3	-0.877
ADAMTS2	1.16783333333333
ARPC3	0.711833333333333
TMEM10	0.02675
NPHS1	0.5555
BRD8	-0.296833333333333
WDR12	-2.13325
IDI2	-0.183625
HOXD13	-0.9585
OR8G2	-0.58
SLAIN1	-3.0945
GABRQ	-0.31875
NR2C2	-1.68425
NKTR	-1.4076
TLE2	0.71
KIAA0892	-0.829666666666667
AURKA	-2.93636363636364
GPRC5C	0.460833333333333
TBC1D9B	1.067625
PNPLA6	0.507333333333333
AP3B1	-0.167
NAG	-0.375125
C11orf68	0.4535
AKR7A3	2.35125
AHCYL1	0.352083333333333
COP1	0.754666666666667
RPP14	-1.06991666666667
PCDHB18	0.637
CDH24	1.834
KRT17	1.001
LACTB2	-0.99325
DDX24	0.5841
PHACTR1	-2.5545
SLC35E2	0.52875
LOXL1	1.49875
IQSEC2	1.284625
RGSL1	-0.8175
PCDHGC5	0.5395
MEGF10	-0.172875
PRRX1	1.80066666666667
ASTE1	0.496833333333333
C6orf159	-1.69033333333333
MYOD1	1.809
GAA	1.45575
ZNF747	0.672
KLRC1	-1.33
IL1RL2	0.298
GDF9	-0.207
GPR119	0.457
TRAF2	0.124833333333333
HCK	2.98783333333333
BMP6	-1.88025
IL8RA	0.472166666666667
FLJ35848	-1.37875
EFHA1	0.38075
CDSN	0.0513333333333333
C14orf54	0.106333333333333
LSM3	-1.208875
ZFP41	0.1315
C9orf126	-1.68266666666667
VIT	-1.2975
SPCS3	-0.4855
DEF8	-0.456
CHAF1A	-1.4365
C1orf165	0.121
ZFPM2	1.6315
FTH1	0.35825
SLC35F1	-1.23725
YWHAH	0.388
C17orf66	0.3115
ADRB1	-0.612833333333333
FOXL1	-0.1305
RG9MTD3	0.0283333333333333
UMPS	-0.154875
MGC13008	-0.7495
KIAA1161	-0.4315
CCDC77	-1.83075
C12orf65	0.2113
COG4	-0.505
RCP9	-0.499916666666667
RP4-692D3.1	3.21533333333333
CDC2L5	-0.1275
MGC7036	0.703
DNAJC11	-0.6175
GDF2	0.176
TIMM17A	-1.0685
HNRNPA0	-0.2866
OR2H1	0.422
PCBP1	0.291875
COL23A1	-1.03025
LRRC2	0.0639285714285714
NSD1	1.00092857142857
FLJ37078	-0.220375
WDR91	-0.139333333333333
TMEM179	-0.00550000000000002
DSCR10	-2.794
CNDP2	0.7777
FYN	-0.0225
BEX2	-1.67533333333333
KCND3	2
YPEL5	1.528375
LRRC42	-1.30516666666667
C17orf45	-1.011
ZNF649	0.906
LOC150763	1.656
COL5A2	3.829
CNGA2	0.3275
ELA2B	-0.623
RAB9B	-0.28475
FAM100A	1.08
NAIP	-0.305357142857143
MYOZ2	-0.03975
SPATA12	-0.343
XRCC4	-1.12125
CYB561	1.7144
CHST10	-0.6185
BAI1	0.270666666666667
BRSK1	-0.247666666666667
C17orf89	-0.026625
PDE6H	-0.5485
FLJ20309	0.4989
MAP7	0.452875
SCN4B	2.49175
SPAG9	-1.7110625
SERTAD1	1.33666666666667
FLJ21963	-2.7855
ANTXR1	0.958
TMPRSS13	1.55683333333333
ETV7	3.91266666666667
DGAT1	0.751833333333333
NKIRAS1	-1.38183333333333
TAC3	-2.938
CORO1C	-0.620333333333333
RAD54B	-1.84325
HRASLS3	2.874
C21orf42	0.97675
BARD1	-0.541
ZNF177	0.803666666666667
MIP	0.361
ZNF442	1.074
F2	-3.4268
GRIA1	0.418625
GALNTL2	1.93316666666667
WNT5A	-0.4133
LENG9	0.4895
hCG_25371	-1.682
FOXR1	0.255
TRA@	1.2656
PWWP2	1.796
C1QTNF7	1.45933333333333
SLC7A4	1.5965
C4orf7	0.95575
C17orf80	-0.148
KLK4	1.6755
IL31	1.1605
TMEM176A	4.1385
CTNNB1	-0.20925
BHLHB2	0.69225
TMEM185B	0.673833333333333
ARD1B	-0.02525
C1orf93	2.293
BRUNOL4	0.0435
LOC541469	1.27858333333333
UPK2	0.057
GAS8	1.106
PATE	0.766
IMPACT	0.6435
WNK4	0.884333333333333
HNRPLL	-1.4395
GAD2	0.06825
ITGA6	-0.695
BMP15	0.242666666666667
CYP2A7	1.93325
RIC8A	0.222125
CCND1	0.76675
USP35	1.3355
DSCR2	-2.0475
CCL4	4.48583333333333
ZCCHC10	-0.221
NOL11	-1.80925
TRPM2	0.33425
PSMD2	-1.25881818181818
CHTF18	-1.62275
USP18	2.223
RRAS	1.10775
LAMC3	-0.39625
TOX	-1.98983333333333
PCDH15	-0.1675
GABRG3	-1.84025
NUDCD2	-1.032375
SGCZ	-1.6975
KCTD17	0.6068
SPSB2	0.8255
TPPP3	3.29883333333333
CILP2	1.69316666666667
CALB2	1.99
CEBPZ	-0.585666666666667
ZNF479	-0.075
FMOD	5.55116666666667
C21orf66	-1.45685714285714
CLN6	0.8805
ANAPC1	-0.825
SH2D3C	1.97925
PTPN14	-0.0884
TRIM42	-0.10525
APTX	-0.015
SNRPG	-0.7635
BMS1	-0.18725
MAGEA3	-3.925
NFATC3	-0.792166666666667
LRRC45	0.729166666666667
ARS2	-0.231428571428571
LRIG1	1.19883333333333
EPSTI1	2.13716666666667
PRSS27	0.1575
ERC2	-0.88675
PRKACB	1.91442857142857
PRDM13	-3.593
HCG27	-1.77
KLK12	-0.0535
HSD17B7	-0.521666666666667
ZNF354A	0.17875
PCDH11X	0.078
DMGDH	0.4975
PCBD2	0.434833333333333
TMC6	-0.473375
RIMS1	-0.1035
SF3B2	-0.121166666666667
RCN1	-0.364166666666667
CPB1	6.121
BCAR3	-0.4645
FCRLB	1.5
PAK1IP1	-0.58025
OR10H1	0.1905
KIF9	0.5753
PITPNM2	-0.760125
L3MBTL4	-0.03225
TGFB1	0.7048
ZXDC	-0.03475
SLC6A16	0.20375
SRrp35	-1.655
LRRC8E	1.78425
PPIAL4	-0.477333333333333
EOMES	1.70633333333333
PAX2	-0.171
SCARF2	1.724875
PSEN2	1.16975
PCDHB13	0.82625
C10orf28	-0.76825
DHRS7B	0.895285714285714
C1orf131	-0.9145
ASB1	-1.1947
ZNF223	0.582
LCMT2	0.85275
MEP1A	-0.6125
TMEM53	0.79975
RSPH3	0.95225
C10orf33	0.0745
LOC644285	-1.6515
PTPN9	0.937166666666667
ABCA12	-1.622
CCDC37	-0.604
RUNDC1	1.355
YES1	-1.563
FAM120AOS	0.40925
OR5M3	-0.233
PPP1R3F	0.483916666666667
IL13	0.136888888888889
MDFI	-0.271
PRNT	0.658
ZDBF2	0.827
OR10C1	1.06083333333333
CLIC1	-0.616
LILRA5	0.651333333333333
CSAG1	-2.10333333333333
TREML2	-0.0758333333333333
FAM125A	0.307833333333333
ZNF74	-1.46225
FAM104A	0.196625
LRRC39	-1.1155
SAMD5	-0.564
HYAL2	0.90525
HIST2H2AC	1.1805
IGFBP5	2.79534782608696
NRTN	-0.719
KIAA0556	0.0384
FAM29A	-1.97438888888889
JMJD2A	0.381
EPHB1	1.36775
POLD4	0.94225
ANAPC10	-0.8475
LRRC36	0.55625
MEGF6	0.9195
LPHN3	0.6025
BMP10	0.0793333333333333
C21orf55	0.4675
CREM	-1.1063125
PTGER4	-0.0471666666666667
METAP1	-1.675375
KCNQ1	2.87283333333333
NR2F2	0.619375
SSFA2	-1.15633333333333
CTTNBP2	-2.2695
BCL2A1	-1.052625
ZBTB24	-0.552125
SLCO6A1	-1.24075
PRDM1	1.0895
OR7D2	-0.0358333333333333
CCDC47	-0.6223
LOC646982	0.0179999999999999
SLC26A6	-1.57033333333333
BIN1	0.0205
SRRM1	-0.384571428571429
PCSK1N	0.4695
ALS2	-0.1841
ECT2	-2.54768421052632
CACNA2D2	1.75175
DOCK6	0.241
C10orf119	-0.37225
FATE1	0.56175
DUSP23	1.66875
TRIP6	-0.0742142857142857
NUP35	-1.0635
CDH3	0.85025
KLHDC8A	1.04075
C9orf116	1.66325
EI24	0.2205
CENTD1	0.295833333333333
RWDD2B	-0.1225
