Hybridization REF	TCGA-BH-A1EW-01A-11R-A137-07
FNDC7	-1.0125
C9orf6	0.387333333333333
NOTCH2NL	0.706
PGBD1	-0.716
SYNGR2	1.06583333333333
PITPNA	-0.2569375
PRPF4B	-0.8262
SLC43A3	-0.985642857142857
NRBP1	-0.411
SLC25A22	0.29475
ILK	-0.386875
SLC22A8	0.550166666666667
MRPS7	0.6385
PITX2	-3.214
FABP3	-0.291625
OR1L1	-0.0175
LOC728215	1.638
BLID	-1.8995
KIAA1217	3.02947058823529
TFPT	-0.07825
AP4B1	-0.545
VBP1	-0.595
OR1K1	0.223
MORC3	0.50625
BHMT2	-0.133833333333333
C3orf10	1.590125
FZD7	0.734166666666667
WFDC10A	-0.4295
PMS2CL	-0.465375
CCDC32	0.378666666666667
FA2H	-3.17275
ALG13	0.5115
TTLL7	-1.0982
SPOCK3	-0.1865
SLC13A2	0.3845
AIM1	1.10875
GPRC6A	0.173
EGR2	3.8005
MED11	0.645
WWC1	0.00675000000000001
SH3GL3	-1.7055
RIF1	-1.23907142857143
PRLH	0.116
VLDLR	-2.356
DBT	-0.352
C21orf63	1.76375
CGGBP1	1.297375
KRTAP12-2	-0.0375
TADA3L	-0.25825
ZBTB16	1.27825
PDGFB	0.396875
RFX1	0.446875
UQCRB	0.6169
LOC133874	0.156
HPS3	1.648
LGALS3BP	2.1147
DKFZP564O0823	3.41228571428571
MRFAP1L1	0.856125
HOXA10	-1.81533333333333
NGB	0.1305
KIF21A	-0.721538461538462
IFLTD1	0.6735
LZTS1	-0.322625
ARHGEF3	0.925
RHBDL3	0.167
CSNK1G2	-0.547666666666667
ChGn	-0.99475
KIAA1244	1.66333333333333
GABRB2	0.399
MGC72080	-1.189
CD27	3.276
EGLN1	-1.346
PEX13	0.95875
RWDD3	-0.77975
RNF12	-0.772833333333333
GRIN2B	0.328
ADAMTS14	-0.522625
DYDC2	0.293166666666667
ATP6AP1	1.3339
NR1H2	-0.1325
PDK2	0.14325
C3orf17	-0.122166666666667
SLC38A2	-0.456428571428571
SLC25A29	-0.132333333333333
C15orf29	0.992625
ADAM9	-0.152916666666667
TMUB2	0.773875
GPR176	-0.57875
AGK	-0.725
MCCD1	3.02625
NDUFA4	0.083
TMEM146	0.12825
DUSP1	1.549
UNQ6975	0.7135
EMX2OS	4.3095
INSM2	-0.078
LUZP4	-0.06375
SETD6	-0.9945
P2RY2	2.56025
SLC45A2	-0.6115
RABGAP1	0.0251666666666667
UBXD5	-0.00100000000000001
GPRC5A	0.9525
PAK3	0.424166666666667
LOC63920	-0.51725
TGFBR1	1.2261
KRTAP6-3	0.29125
SFMBT2	-0.63125
CDC42	0.1550625
C11orf35	0.107
TTLL2	0.08675
UACA	0.2845
CD97	-1.1456
SETD5	0.237875
NINJ2	-1.07775
PTER	0.977833333333333
POMGNT1	0.119
KRTAP4-2	0.404
ECGF1	3.274875
HRB	-0.143545454545455
ATP1B2	0.0321
LOC400506	0.00600000000000001
COL4A3BP	-0.23975
C6orf97	0.74075
GRHPR	0.66975
TAS2R1	0.6725
SEMA7A	-1.02075
EDF1	0.36725
ODF2L	0.6229
PCID2	-0.706333333333333
GTF2H4	-0.306666666666667
ZCCHC3	-0.7515
CGB2	0.181666666666667
NEUROD1	0.11275
C20orf75	-0.1645
RP5-1054A22.3	0.9015
IFNA5	0.3455
ZNF134	-0.2165
MGC119295	-0.8212
ZSWIM6	0.786
SMEK1	-0.249666666666667
PCGF2	0.778125
C1orf102	2.66075
CYP2A13	0.689
KCNH6	-1.2337
MDM1	2.2527
ALDH7A1	0.1855
C9orf75	0.58575
VDAC3	-0.132
OR51T1	0.183
EIF3F	-0.41725
KCNJ10	-0.54
LENG8	0.16875
EDEM2	0.287833333333333
CCNJL	0.307
DHX37	-1.2085
CRYGN	0.0275
AATF	-0.019
ZNF630	0.50125
E2F5	0.1855
WFDC13	-0.2295
FTSJ3	-1.07616666666667
C4orf33	1.56525
LHFPL4	-2.315
C19orf56	-0.034
SMAD4	0.206
AFM	-0.762333333333333
G0S2	1.15725
FCHSD2	-0.2127
RRP1B	-1.0597
EEF1B2	-0.770333333333333
STAT6	1.19816666666667
ZNF195	-0.6795
GNL1	-0.7465
ZNRF2	1.32783333333333
PER3	-0.30275
ASB16	0.30725
C10orf10	1.7185
ADCY8	-2.24666666666667
C9orf58	0.580166666666667
ARMC10	-0.206166666666667
PSG1	-0.369
DHX34	-0.037
VARS2	-1.121875
NFIC	-0.52725
ITPR2	-0.44525
AGXT2	0.375666666666667
OR6K3	0.167
H2AFZ	0.238166666666667
MLLT3	0.33325
COX4I2	1.1845
CCNT2	-0.597375
PLK4	-1.756125
NUMBL	0.051
MED16	-0.49875
PLEKHQ1	1.49825
GOSR1	0.727555555555555
BTG4	-0.1935
RPL30	0.748083333333333
IGSF5	0.66975
IGFL2	2.52916666666667
ELMOD2	1.06516666666667
SHC3	-1.2005
HAVCR1	-0.065
DYNC2H1	-0.66525
RNF5	-0.753666666666667
C2orf7	-0.1055
NLF1	0.2285
KLHL25	0.75025
LRP10	0.4539
KRI1	-0.78475
PUS7L	-0.2425
MGMT	1.27275
HOXD1	1.03183333333333
CSH1	0.1196
ATG16L2	-0.898
FLJ44635	-0.0315
CHODL	0.20825
EXOSC8	-1.19625
SLC28A1	0.1075
MYO7B	-0.313833333333333
SEH1L	-0.7391
MTNR1A	0.391833333333333
TSPAN5	0.591666666666667
CDC45L	-2.44766666666667
AMIGO1	0.1025
ATAD3A	-1.177125
OSGIN2	1.33433333333333
PDIK1L	0.467333333333333
DARC	3.862125
PIPSL	0.5985
SHMT1	-0.71475
CRISP3	0.065
POPDC2	1.89883333333333
ZRANB2	-1.43516666666667
FBXL8	-0.07225
TRIP13	-1.16872727272727
EIF5AL1	-0.68
POU5F1P3	-4.18716666666667
IL6	3.28633333333333
CXorf38	-0.429166666666667
IFNA16	0.1585
FBXL2	0.676666666666667
BRD1	0.74375
STATH	0.63
FBXO44	0.595333333333333
MCCC2	0.379
CDC2	-0.9077
C5orf23	0.05925
IVD	-0.458666666666667
C10orf122	-0.7155
MSL3L1	0.3052
MVP	0.76625
EPOR	-0.4849
ZMYM1	-0.173333333333333
BCL7C	0.293333333333333
PSTPIP2	0.7364
LYPD1	-2.145
OR8G5	0.1605
ZP3	-0.337666666666667
BCAS4	1.574
EDG6	3.17575
ISY1	-1.2385
PRAMEF2	-1.088
CUL1	-0.451125
RNF213	1.4983
CCRK	1.41675
DHX9	-0.36975
C13orf29	0.43425
NCKAP1	0.8065
MRPL43	0.4255
XPR1	-0.0505
PKN2	-0.38
PODNL1	0.4385
ZNF333	0.771375
DALRD3	0.657
OPN1SW	0.6075
BTBD6	-0.00375
C11orf82	-1.3365
OR5P3	0.3595
DUSP11	0.39475
L1CAM	-1.0779
NEK11	0.516333333333333
OR7E91P	0.8055
CNTN3	2.0635
CREB3L2	-0.22375
ZBTB37	-0.223
KIAA1324L	0.0015
NDUFB10	0.483333333333333
NUDT2	0.035
GTPBP8	-1.37925
CACNA1D	1.15025
PRKAA2	-1.59633333333333
PRDM8	0.334
MGC16075	0.833166666666667
KRT14	-0.171642857142857
PP8961	0.484875
MRPL18	0.30125
ABCG2	-2.38675
PACRG	1.71775
BBS2	-0.168
KREMEN2	-0.9435
FBXO21	0.144
HNRPUL1	-0.00675
GRB10	-0.0665
CLSTN1	0.783875
LMAN2	0.4157
C17orf61	0.4385
NIPSNAP3A	0.59075
INSIG2	-0.587333333333333
PCDHB7	1.212
STXBP2	-0.408
CMAH	0.918333333333333
SEMA5B	-0.436
ZNF155	-0.335
COQ6	-0.302833333333333
PRPF4	-0.465
TSPAN15	2.7942
VN1R5	0.0855
LATS2	0.04825
SELK	0.934
PGK2	-0.083
MS4A1	-0.148
TYW3	-1.0414
KRTAP5-1	0.446
RCCD1	-1.85733333333333
BTN1A1	0.3915
DDX28	-0.09225
TMEM65	0.114875
LOC92345	0.22375
TTC31	-0.48825
WDR46	-1.03283333333333
CHP2	0.787666666666667
LSP1	0.48625
ZNF542	0.28725
EXOSC1	0.37725
ARHGAP18	-0.527833333333333
LRRTM4	-0.743375
MAOB	3.5765
CACNB4	-0.51575
MGC33846	0.093625
RANBP3L	0.13175
ATP5L	-0.09825
ONECUT1	-3.0095
NUDT9	0.648
TMEM149	1.4105
STX17	0.73325
IGSF10	-1.96775
TMPRSS9	0.282
BMPR2	0.884833333333333
ALLC	0.2005
KLF7	0.671
GCC1	0.6892
TIMM9	-0.05125
CDO1	0.643166666666667
MGC10701	-0.979833333333333
IFI6	4.20783333333333
FRMD8	0.56375
MGAT2	0.42975
WBP5	0.893
CNIH2	0.108
KIAA0907	-1.3019
KCNH8	-0.033
CTSG	2.20925
GRIK1	-0.556666666666667
CUL5	-0.12525
FRMD1	0.27
OR9A4	0.741
SYT6	-1.2765
FOXD4L2	1.716
ANAPC2	-0.367833333333333
OPN5	0.5175
TAF13	0.61225
LYG2	-0.459
GGNBP1	0.1625
C11orf40	0.289
OTX2	-1.0185
REG4	0.105
EIF5	-0.78
PALB2	-0.29925
SEPSECS	-0.0391
RNASE3	0.29575
TRIM49	-0.7355
POLR2K	1.3569
GPR42	0.3325
C8B	-2.7365
SASS6	-1.035
PREB	0.135666666666667
OR3A3	0.394
TUBA8	0.807125
IGLV2-14	-0.037
STIL	-1.7825
ANKFN1	-0.728
NME7	0.624
HOXC12	-1.041
UBE2C	-0.850125
FHOD1	-1.03075
CDK2AP1	0.131
OR6K2	0.46375
DHPS	-0.772
RPL5	-0.55075
TRGV5	0.462
LOC541472	1.342875
HCCS	0.2582
DENND1B	1.0535
LHX3	0.151
OR5D16	0.575
CXorf57	-1.7235
IRF2BP1	0.6745
NDST2	0.695833333333333
LCE3D	0.2555
BOLL	0.230625
SYT3	-0.19475
PIH1D2	1.1315
C20orf7	0.131333333333333
IL1R2	1.49533333333333
SLAMF9	-0.1785
PPME1	-0.836125
PIK3CA	0.83525
TRAPPC1	0.43725
COLEC10	-0.3775
SLC9A6	-1.51916666666667
PDDC1	-0.60925
CCDC53	0.8185
GK3P	-0.49
DAZL	-1.22475
BRI3	-0.0715
SDK1	-0.146375
CYP2C18	0.00799999999999999
IFI44L	5.134
RPL3L	0.592
FUT9	-1.91416666666667
KIFC2	0.0423333333333333
PMP2	-0.8345
SLC4A9	-0.114
PLAG1	-1.7435
MYCBP2	-0.1515
OR4E2	0.124
CCDC65	2.6505
C16orf82	0.29875
ENTPD4	-0.667875
BRP44L	0.561
PMP22CD	0.1085
TMCO4	0.595833333333333
KCNN1	-0.434166666666667
WDR35	-0.238
CCDC80	2.115375
C3orf31	0.47225
SLC7A9	0.1435
TMEM190	-0.42425
DBC1	-0.384166666666667
FADS3	-0.394333333333333
PDZD8	0.057
GRM5	0.130125
AZGP1	2.835
PEX3	0.8465
MED1	0.487357142857143
ATG4C	-1.2955
HNRPH3	-0.431625
FAM109B	1.4445
C4orf17	0.1655
CA10	-0.54725
OPRD1	0.001
CCL16	-1.36375
SACM1L	-1.232
CST6	4.84625
CD63	1.292
LGI1	-2.1405
ZNF784	0.458
CRYBB1	-1.202
CX3CL1	1.05905
TOP2A	-1.363875
GYPB	-2.12533333333333
GADD45GIP1	-0.482
FEN1	-1.627875
IGF1R	0.6924375
WDR72	-1.9335
PURG	-1.09883333333333
DEFB126	0.185
PKD1L1	0.104
CAV1	-1.1948
GNPDA2	1.451
DGAT2	0.356375
NLGN1	-0.5085
STRBP	-0.114625
HPRT1	-0.331333333333333
FANCI	-1.646375
PSMA7	0.55675
DBF4B	-0.666333333333333
TTF1	-0.494
RAD54L	-2.17
ELOF1	-0.06475
PLAGL2	-0.350125
ZNF256	0.36125
HMGCL	1.041
MSI2	0.643666666666666
RPESP	3.4745
C11orf60	0.407
ABCD1	-0.385
ACAA1	-0.2469
SPARCL1	4.86492857142857
IL6ST	1.0708
ZNF319	0.16375
TMEM109	-0.167
FAM90A1	-1.77066666666667
IL22RA1	-0.3995
ATP4B	0.4435
TEC	-1.32716666666667
C7orf30	-0.3945
TXNDC2	-0.264333333333333
ABCB4	-1.01825
KIAA1191	0.486875
C9orf38	0.2625
SFTPB	0.25675
CNTNAP2	0.471916666666667
FRK	1.938
TBX19	-0.3825
CHD4	-0.65575
C6orf26	-2.88733333333333
MOSC2	1.60925
IKBKE	-0.5125
HIF1A	-0.213333333333333
LOC595101	-0.148
RELA	0.285
TMEM16B	-0.3045
ABHD12B	-1.27175
TSEN34	0.546
KIF18A	-1.89225
TXNDC9	0.704166666666667
SPATA2L	0.1265
SEMA4G	-0.2345
C21orf91	-0.335875
MATN1	-0.2315
KCNIP4	0.402166666666667
TUSC1	1.404375
OR4C15	0.33025
ARMCX6	1.03966666666667
WBSCR27	-1.42666666666667
OR52I2	-2.0795
KIAA1604	-0.25175
DYNC1I1	-0.996625
PPP4C	-0.31625
SLC47A2	-1.70816666666667
TREH	-0.174125
CD48	2.92733333333333
ST14	1.49683333333333
PKN1	-0.6145
SPON2	2.15075
XBP1	2.538
SFRS12	-0.657833333333333
EFCAB6	1.76225
SELT	0.59625
SLC39A2	1.05
ERF	-0.250833333333333
ARL3	1.698
SURF6	-0.7873
MLLT10	-0.824142857142857
FLJ11171	0.173333333333333
TDGF1	-3.48816666666667
ERCC6	-0.63475
EIF2AK4	-0.035
BAZ1A	0.0586666666666667
LRRN3	-0.115333333333333
TMC3	0.4185
EFTUD1	-0.40525
PTPRO	1.11766666666667
CLEC12A	1.484125
ACBD4	-0.44875
ZDHHC14	-1.2925
OTUD7B	1.335125
ACTB	0.7434375
MSRA	0.00587500000000001
LCE5A	0.5505
IFI35	2.0035
BSCL2	0.1755
ANKRD12	-0.0726666666666667
CFHR2	0.78425
RGAG1	0.103666666666667
HSFY1	-0.0335
SLC30A5	0.0864166666666667
IMPG1	0.352
GPR109A	0.371
ZNF185	0.29575
IYD	1.4595
NPCDR1	0.2665
SERPINA13	0.0705
HMGCLL1	-0.12225
NEUROG1	0.373333333333333
UBQLN1	0.28975
LIN37	0.67675
SOCS2	-1.058625
DSCR4	-1.073625
XKR6	-0.8875
GPR142	0.535
KRTAP13-3	0.3365
CCDC15	-1.226
MOS	0.3565
CD1E	-0.7595
OFCC1	-0.5055
FAM83D	-1.5695
SRFBP1	0.57875
C9orf96	-0.3135
DHDH	0.27725
CCDC90A	-0.5155
RABL3	0.092
CD320	-1.22933333333333
ANGEL2	0.602666666666667
MRPL21	-0.4695
SMG6	0.254166666666667
INSR	1.461375
FLJ14816	-0.46
GLRB	0.0221666666666667
C9orf89	2.25225
CIZ1	-0.744375
URG4	-0.132833333333333
LRDD	-0.969833333333333
CBY1	0.915
NFX1	0.0355
MTERFD2	-0.0877142857142857
C19orf23	0.3875
PGC	-2.344625
IER3IP1	1.1275
RASAL2	0.286333333333333
C1orf89	0.02475
SYNJ1	-0.226125
NFKBIE	-0.044
FLJ40125	-1.28083333333333
TCEB2	0.1246
NOG	-1.2945
POLR2J2	-0.6695
HLA-B	2.42
PCDHA1	0.1425
PPP2R2B	-0.6525
ARHGEF17	0.2295
TCF7L2	0.406642857142857
CHD5	-0.245333333333333
ZNF431	-0.96
TBC1D25	-0.338
ZNF800	-1.16475
SCUBE2	2.38145454545455
MYCBP	0.576666666666667
GPX5	0.0725
C6orf129	0.683333333333333
QSER1	-0.949666666666667
ULK2	2.0385
PIGO	0.838
NRCAM	-2.59385714285714
SLC35E3	2.374
CSRP2	0.0755
HYPE	-0.20725
MAPK15	0.0535
MGC14327	0.0705
TIMM13	-0.207666666666667
ZNF462	-1.189
GBA3	0.0395
TEX13A	0.453
MCM6	-1.093
MTRF1	-1.563125
ABCA7	-1.3755
EIF4A2	0.55375
ZC3H10	0.8109
RPGR	1.01866666666667
C20orf94	-0.508
RP1L1	0.127
GPR125	-0.210625
USP22	-0.0837142857142857
OR1L4	0.30625
MLZE	1.4805
FLJ32065	0.79575
PTCD1	-0.34425
CRTAC1	0.491666666666667
BXDC2	0.04575
C18orf1	1.749
FAM107A	2.37192857142857
EFNA3	-0.761
P18SRP	-0.0544
CAMKK2	-0.0839166666666666
KIAA0649	-0.5905
NES	-0.975333333333333
HS6ST3	-0.406375
PON2	0.94825
TCP11L2	-0.77475
CLEC4A	2.277
PRR12	0.172
MLXIPL	-1.2921
C2orf50	0.677
ZNF28	0.38575
ENC1	0.59
MAP2K1	-0.306375
FKSG2	0.4195
KIAA0430	0.7705
PTP4A1	-0.320833333333333
GPR156	0.655
GTF3C6	0.0485
UBR2	-0.4703
LOC388272	1.1075
MAK	2.2775
ACOT4	2.16425
STC2	-0.797833333333333
PIGW	-0.816375
SAE1	-0.591
COL6A1	0.533727272727273
OAZ1	-0.348166666666667
STMN4	0.106333333333333
EDG3	0.353666666666667
SGCE	-0.732166666666667
IL11	-1.99616666666667
PRSS8	2.0435
YIPF5	0.79075
WNT4	3.900875
CSN2	0.422
TCF7	-1.9995
TDO2	3.094
SAMD9	0.23
S100A7A	0.085
MMRN1	3.21883333333333
GKAP1	0.63825
AKR1C3	0.612125
RNF19A	1.2335
GMDS	-1.2685
YKT6	-0.640125
SPARC	0.9483
C12orf31	2.2415
UBE2V2	-0.2005
FBXL18	-1.02133333333333
KIAA0460	0.429
ADAM22	-0.770428571428571
SERPINC1	-3.6175
KCTD21	0.65475
MYOHD1	-1.09925
ZNF37A	-0.1545
GTF3C1	-0.250333333333333
CTSZ	2.5065
PRNPIP	-0.737625
DRD1IP	0.053
NR1I2	-2.588
ZNF266	-0.4492
SPAG4L	0.0965
COX4NB	-0.34475
SAPS1	0.5015
APOA1	-3.445375
TATDN1	0.1655
C10orf82	-1.98775
KPNB1	-0.99125
FOXO3	0.494916666666667
CRYBB2	-0.2025
ZBTB5	-0.0461666666666667
SLC25A38	-0.7855
DCTN2	0.151
IFT20	0.82775
CTHRC1	1.76675
C1orf31	0.469
UHRF1	-0.163875
GPC6	-1.50275
C10orf54	1.40975
MCF2L2	-0.8245
WNT9B	0.059125
OLA1	-0.011875
FAM120B	0.474
TTLL10	-0.3395
CYorf15A	-4.5655
RELN	-1.8692
SCN2B	0.668166666666667
MFHAS1	-0.2955
NKX3-2	-2.199
RASGRF2	-0.374
SSBP1	-0.4425
KPNA6	-0.0185714285714286
LOC389118	-0.1195
HS3ST4	-1.4589
SUPT7L	-0.254875
FLJ32658	-2.37125
IGFBPL1	-0.5555
KIAA1641	-1.5005
SHKBP1	-0.328
CSF1R	4.6505
NAGK	1.001
MYL2	0.69575
HIST1H4C	-2.809
TOMM7	-0.284375
ADAMTSL3	1.4625
TNFSF14	-0.54975
PRRT2	-0.94275
VTA1	0.141625
AOAH	3.40033333333333
CRISPLD2	2.43585714285714
PNN	-0.9581
TA-NFKBH	0.000750000000000001
ESPN	-0.12275
RBM43	-1.371
KIAA1267	0.689625
DDX3X	0.846444444444444
KIAA1576	-2.74075
PLXDC1	3.6855
FLJ25801	-4.14675
HNRNPL	0.31625
RUNDC3A	0.0733333333333333
CASP12	1.0545
SH2D5	-1.003125
RPL26L1	0.1935
OR51A7	0.23475
HDC	5.0575
C2orf16	0.0631666666666667
SYTL3	2.7945
GOLGA4	0.106625
NOTCH1	-0.0621666666666667
ATPAF2	0.367
ECD	0.556
SSX5	-1.66583333333333
SNAP91	-0.03075
OCA2	-4.69275
PNPO	0.239666666666667
DAPK1	-0.628166666666667
PINX1	-1.02316666666667
SELENBP1	1.2735
NEK3	-0.878583333333333
TMED4	-0.086
SSTR4	-0.3805
FOSL1	-1.5425
CD40LG	0.491
CES1	-1.06783333333333
DCI	0.265833333333333
B3GAT3	-0.323666666666667
STK17B	0.36325
CNTN6	-0.14925
CYP3A4	-1.27333333333333
MBOAT2	0.402071428571429
PISD	0.117375
USP1	-0.874
PYDC1	3.24866666666667
CENPM	-0.81475
SAR1B	0.904
TTC7B	-0.73825
DP58	0.18
GPC1	0.33025
RBL1	-1.473375
TMEM137	-2.58066666666667
TOB1	1.23675
TCEAL1	0.803333333333333
CENPF	-1.839
C6	2.7565
PRSS1	-2.12975
PPIL6	1.61783333333333
C6orf124	0.1045
ODZ4	-0.146333333333333
SNCB	-0.0975
NDUFB9	0.474625
CNOT6L	0.345
S100A9	3.16216666666667
TRIM50	0.199
KCTD1	1.543
WDR63	1.36175
SPEF2	3.26325
RNGTT	-0.5105
CXorf22	0.821
KCNK16	0.163
CEP250	-1.682
ATPBD1B	0.057
KCNJ2	3.74925
MT1B	-0.1855
ZNF684	-0.102
SLC4A1	0.4035
PDHA1	-0.65125
ZNF492	-1.151625
TKT	-1.5635
BYSL	0.015625
RNF38	-0.33875
AHDC1	0.3215
KLHL2	0.59375
CMTM8	0.38725
DMP1	-0.1555
HERPUD2	-0.061125
CRTAM	2.8775
ZNF572	0.5025
TMEM16J	-0.723
HSD17B2	-2.78575
UBE2G1	-0.275875
AHSA2	-1.89875
PELI2	-0.786
TPX2	-2.183375
ATP9B	0.8355
DAZAP1	-0.6705
HMGCS2	2.06466666666667
C17orf38	-0.0475
B9D1	-0.106875
NKX2-5	-0.995666666666667
KIAA1276	1.3035
LILRB2	3.8035
CSTF1	-0.293166666666667
BTN2A1	-0.264166666666667
C15orf48	4.54375
IGF2BP3	-4.07275
FAM113B	1.53983333333333
HRG	0.242625
ZNF131	-0.0735
USP47	0.814785714285714
CCDC88B	-0.8085
HCN1	-0.3421
HTN1	-0.649166666666667
SYCP3	-0.518
C13orf23	0.0335
PAPOLA	-0.6154375
AATK	-0.1802
MSH3	-0.8695
NDUFAB1	0.35675
ITLN2	-0.953166666666667
BAK1	0.149
MRPL45	0.246166666666667
MTNR1B	0.0506666666666667
LOC645843	-0.1505
SPECC1L	0.318875
PGCP	0.53425
SPN	-0.724125
GPR143	2.74016666666667
ZNF576	0.341166666666667
TMEM39A	0.6331
ATP5D	-0.7395
MAGEB3	-2.922
RPS5	-0.168166666666667
ANP32E	-0.708285714285714
MTMR1	0.001
YEATS4	1.688
SYNGAP1	-0.3195
PCOLCE	-1.03683333333333
MNS1	0.878
PCYT2	-0.587333333333333
ZNF182	-0.01
LAX1	0.9255
SPPL2B	0.2166
ELOVL5	0.8242
PCDHAC1	-0.214
B4GALNT1	-0.548333333333333
BLOC1S2	0.8735
ZNF673	-0.2536
ARHGAP21	0.0381666666666667
IRX5	1.954625
LRFN5	0.876
FAM7A1	-1.31825
RAB19	0.5855
GINS1	-2.15125
ITM2B	1.0657
PAPSS2	0.658666666666667
OR5BF1	0.481
ACSL3	0.1715
KIAA1919	-0.59725
GLT8D2	2.059
UTRN	0.568857142857143
CNN1	1.102
HISPPD2A	-0.0735
SDAD1	-0.07975
SIGLEC9	0.971833333333333
RPL35	-0.328642857142857
C22orf26	0.1505
IMPDH2	-1.24975
WDR69	-0.8545
SEC14L5	-0.3285
CLTA	0.25625
RP11-529I10.4	1.21725
GPR37L1	0.368666666666667
OGDH	-0.384666666666667
ASB13	0.894166666666667
ZFP14	0.18575
ZCRB1	0.0903333333333333
KPNA3	-0.96975
HSPA1L	0.46575
RHOC	0.365375
LOC554175	-0.33825
PPP3CA	1.0169
SLC1A7	-0.4789
ZNF529	-0.6385
RBED1	0.44675
DDB2	-1.2125
FLJ11286	0.763166666666667
SPATA1	0.4395
MKNK1	0.256166666666667
DYSF	1.0045
ALKBH2	-0.33725
NKD1	-2.57833333333333
C1orf174	-0.332
PLEKHO1	0.598833333333333
ASB10	-0.00575
RING1	-0.5005
NPC2	1.0355
AVPR1B	-0.0135
YTHDF1	0.72425
LMAN1L	0.3735
GSG2	-1.6335
CEP170	-0.6197
RPS4Y2	-4.96075
MSH6	-0.691
HECTD2	1.47833333333333
ZNF556	-3.25733333333333
PLEKHC1	-0.7018
AIRE	0.153333333333333
BCL2L10	0.20425
LMOD3	0.425
ZBTB8	0.7213
FOXA2	-2.718
SLCO2A1	3.4635
C3orf46	-0.038
PRDM16	-0.103333333333333
TMEM98	2.3335
FRMD5	-2.478
PDE6C	-0.755
C1orf216	-0.246166666666667
EP400	-0.763357142857143
PTK2	0.139583333333333
RNF217	0.27075
NDUFA8	0.2575
ZFAT1	0.2995
LAMP3	3.14533333333333
GLTSCR2	-0.213875
NPW	-0.8255
LLGL2	-0.3344
PPM1K	-0.0938333333333333
C20orf177	-0.7005
KIR2DL4	0.5278
NFKB2	0.11175
C21orf122	-0.271166666666667
HESX1	0.08275
GPR114	0.526333333333333
SLC25A35	-0.186
GNAT1	0.1915
ORAI3	-0.02875
FAM76B	-0.5105
TMEM99	0.7348
TRIM29	-0.7825
CDS1	2.46275
RHEB	0.498
C4orf27	-0.393166666666667
RAB3A	-0.13475
OTUD6B	-0.2235
GPD1	0.79375
CDH15	-0.658833333333333
NPM1	-0.435857142857143
TMEM117	-0.845
PRPS2	0.42925
GCK	-0.2425
ADRA2A	4.44216666666667
TSPYL4	-0.5845
TASP1	0.64675
WDR19	0.561583333333333
C10orf38	-1.1545
PDE4C	-0.651666666666667
FYB	0.391916666666667
C1orf55	0.458166666666667
PPFIA3	-1.0175
RAD18	-0.1295
C12orf44	0.4695
CRYBA4	-0.1465
HVCN1	0.79575
TAF10	0.212
C16orf48	-0.431166666666667
DEPDC5	1.01233333333333
LTBP1	-0.666
MAPRE1	0.624125
FGF8	-0.0285
C3orf52	1.1155
SENP7	-0.6095
LRRK2	0.79325
RUNDC2A	-0.451
KIAA0355	0.856833333333333
CPEB1	-1.97925
PPEF2	-0.02
ABI2	-0.931
KIAA0317	-0.04775
ATF1	0.099
DYNC1H1	0.379
DIP	0.14775
TMEM33	0.367111111111111
POLDIP3	0.1725
C7orf24	1.0585
GPR171	4.567
CDC6	-0.499
PLD1	-0.4917
ITFG2	-0.4412
NDUFC1	0.52725
AKNA	-0.95875
NBR1	0.69725
PKHD1	0.3325
HPS4	-0.2236
MAFA	0.5635
ULBP3	-0.25375
DIRC1	0.528
IMMT	-0.68925
C22orf13	0.228
CEL	0.121
MARK3	-0.823
ADAMTS2	0.329416666666667
ARPC3	0.149666666666667
TMEM10	0.336375
NPHS1	-0.0485
BRD8	-0.392333333333333
WDR12	-0.9585
IDI2	0.163375
HOXD13	-0.72
OR8G2	-0.63175
SLAIN1	-0.967
GABRQ	0.005
NR2C2	-0.61275
NKTR	-1.4746
TLE2	1.0205
KIAA0892	-0.685
AURKA	-1.77881818181818
GPRC5C	0.637666666666667
TBC1D9B	0.02325
PNPLA6	-0.373
AP3B1	0.19925
NAG	-0.39125
C11orf68	-0.923
AKR7A3	1.433
AHCYL1	0.354166666666667
COP1	1.13716666666667
RPP14	-0.392666666666667
PCDHB18	0.4755
CDH24	0.73775
KRT17	-1.2462
LACTB2	-0.769
DDX24	-0.3694
PHACTR1	-2.21966666666667
SLC35E2	-0.2925
LOXL1	-0.872
IQSEC2	0.395875
RGSL1	0.1135
PCDHGC5	0.516
MEGF10	-0.7275
PRRX1	0.0858333333333334
ASTE1	-0.3645
C6orf159	-1.862
MYOD1	0.6645
GAA	1.10775
ZNF747	0.25275
KLRC1	-1.086625
IL1RL2	0.0265
GDF9	4.38325
GPR119	0.1805
TRAF2	-0.132
HCK	3.4015
BMP6	-0.61275
IL8RA	0.775666666666667
FLJ35848	-1.07375
EFHA1	1.116
CDSN	-0.101166666666667
C14orf54	-0.509666666666667
LSM3	1.110875
ZFP41	0.6695
C9orf126	-1.25866666666667
VIT	-0.981
SPCS3	-0.58075
DEF8	-0.9183
CHAF1A	-1.72666666666667
C1orf165	-1.03866666666667
ZFPM2	0.927
FTH1	0.73825
SLC35F1	-1.11425
YWHAH	0.48725
C17orf66	0.184333333333333
ADRB1	-0.113333333333333
FOXL1	-0.1745
RG9MTD3	-0.2205
UMPS	-0.2525
MGC13008	-0.326
KIAA1161	0.0105
CCDC77	-1.89225
C12orf65	-0.9015
COG4	-1.00466666666667
RCP9	-0.487
