Hybridization REF	TCGA-AR-A1AY-01A-21R-A12P-07
TGFB1	-1.7299
ZXDC	0.64125
SLC6A16	-0.6315
SRrp35	2.875625
LRRC8E	1.847
PPIAL4	1.20983333333333
EOMES	0.484
PAX2	-0.1585
SCARF2	-1.03175
PSEN2	1.12475
PCDHB13	-0.807333333333333
C10orf28	-0.96125
DHRS7B	-0.224142857142857
C1orf131	0.85425
ASB1	-1.8276
ZNF223	-0.0485
LCMT2	-0.6315
MEP1A	-0.83
TMEM53	-1.41125
RSPH3	0.77575
C10orf33	-1.079
LOC644285	-2.08875
PTPN9	-0.0505
ABCA12	-3.198
CCDC37	-0.37375
RUNDC1	-0.0237
YES1	1.7865
FAM120AOS	-0.783
OR5M3	-0.2185
PPP1R3F	0.509583333333333
IL13	-0.211444444444444
MDFI	2.1715
PRNT	0.207333333333333
ZDBF2	-2.0555
OR10C1	0.115
CLIC1	0.482833333333333
LILRA5	1.02133333333333
CSAG1	-4.74116666666667
TREML2	-1.8015
FAM125A	-1.08866666666667
ZNF74	0.206
FAM104A	0.18925
LRRC39	-1.558
SAMD5	1.34275
HYAL2	0.119
HIST2H2AC	-1.27625
IGFBP5	-0.887863636363637
NRTN	1.79633333333333
KIAA0556	-0.1772
FAM29A	1.02016666666667
JMJD2A	0.208
EPHB1	1.7045
POLD4	-1.8415
ANAPC10	0.2015
LRRC36	-0.72025
MEGF6	-0.96875
LPHN3	-0.301666666666667
BMP10	0.894
C21orf55	0.2115
CREM	1.082125
PTGER4	1.4495
METAP1	0.257125
KCNQ1	0.802833333333333
NR2F2	-0.889125
SSFA2	-1.07183333333333
CTTNBP2	-2.3675
BCL2A1	2.02925
ZBTB24	1.600625
SLCO6A1	-0.807
PRDM1	0.1097
OR7D2	2.03316666666667
CCDC47	-0.224
LOC646982	0.165
SLC26A6	-0.1695
BIN1	-1.6752
SRRM1	-0.466571428571429
PCSK1N	-0.094875
ALS2	-0.5505
ECT2	0.670947368421053
CACNA2D2	-0.503625
DOCK6	-1.4025
C10orf119	0.11725
FATE1	0.13275
DUSP23	1.43675
TRIP6	0.427928571428571
NUP35	-0.0895
CDH3	3.63275
KLHDC8A	0.897
C9orf116	-0.64925
EI24	0.7015
CENTD1	0.894
RWDD2B	0.438333333333333
DOCK1	-1.284
NPAS2	-1.5665
NR3C2	2.18266666666667
FAM63A	0.397333333333333
INPP5F	-0.930666666666667
FAM111A	0.0497
MYBL1	1.41166666666667
IQGAP3	1.79533333333333
CRADD	-0.340833333333333
DUSP12	0.57175
PDZK1IP1	4.20725
VASH2	0.82
CTR9	0.58
VIL1	-5.16275
OR8U1	-0.00966666666666668
CCDC107	0.5255
PTTG1IP	-0.577625
OR4X2	-0.12325
COL9A1	0.7585
PSMD9	0.14725
ZFP62	0.85475
TIP39	-0.53925
PARP15	-0.407
TTC19	0.245125
C1orf114	-1.81016666666667
GFPT1	0.9815
SLC27A6	1.97775
MRPS10	-0.1309
CALML5	4.632
TRPM7	-1.464875
CGNL1	1.11175
CECR1	-0.139
SERPINB8	2.9615
TMEM102	-0.322
PDIA2	-3.293
NUCKS1	0.980333333333333
HOTAIR	1.22
EBI3	-0.78025
NXN	0.44325
ZMYND19	-0.168875
FOXJ3	0.5705
EIF5B	0.4057
EIF2B4	0.103833333333333
LEO1	-0.4765
ZIC5	-1.08033333333333
IL20	-0.9378
KIAA0415	1.1815
FLJ37357	1.4815
TSPAN12	2.24625
ACTR3B	2.189125
TFAM	-0.195333333333333
IL17RD	2.383
PARP12	0.905
KLHDC7A	0.266
KCTD4	-0.0969999999999999
GTF2H1	0.77525
FLCN	-1.05016666666667
BIRC4	-0.205125
LOC790955	-0.295
VKORC1L1	0.51475
CYP4F22	0.064
TAS2R5	0.916
ZNF582	0.5035
HS3ST3B1	0.112428571428571
CTNS	-1.24875
STK36	-1.85466666666667
MMD2	0.9155
RP5-1103G7.6	-1.4635
FLJ23356	-0.3975
CRH	-0.101666666666667
C1orf182	-0.170666666666667
ACP5	1.179
AMFR	-1.0728
CA4	-1.6335
PLCB4	1.930875
MPHOSPH10	1.534
UNQ473	0.578666666666667
G3BP2	-0.336333333333333
SR140	0.5305
HOXA2	-0.26525
PYGB	0.028375
BAT1	0.62975
DKK3	-0.238333333333333
DDX31	-0.647625
TULP1	0.121625
NHLRC2	-0.4675
TNRC4	-0.82
ZNF430	0.0440000000000001
TNRC6A	-1.02675
PLA2G1B	-0.2346
RCHY1	1.36433333333333
GTF2A2	-0.465
MGC4294	-2.544
ZNF691	-0.59425
TACC3	0.33825
DNAJC5G	-0.9495
LOC4951	-0.887
MS4A4A	-1.193
LOC152485	0.471
PPP1R2P1	0.62575
PPP2R5B	-0.14275
RPGRIP1L	-0.444
SPOP	-0.5186
PTPRF	2.32675
MGC42090	2.213
SUSD3	-1.99575
THOC4	0.77925
MAML1	0.872
FXR2	-0.0313333333333333
TYK2	-0.1105
MUC6	0.221333333333333
DNAJB7	-0.201
PIP4K2A	0.153214285714286
MEX3A	2.707
RRP1	0.539625
TFAP4	0.993
CXorf41	1.781
MTMR4	-0.268666666666667
CTLA4	-0.1335
SNX9	-0.275
CIB3	-1.19783333333333
NECAP1	0.098625
PLA2G2D	-1.17077777777778
GLMN	0.880833333333333
DCLRE1A	-0.71875
PDX1	1.4205
SAMD11	-2.213
MRPL55	0.8033
TLR7	0.98575
TBC1D21	-0.4985
SMAD1	1.3814
ACTRT2	0.524333333333333
RIOK2	0.1005
PDLIM4	-2.72775
SLC22A15	-0.127333333333333
ABHD13	1.4978
STX18	0.5677
CCPG1	0.168
DCBLD1	2.263
SLC2A6	0.614
NOLA3	-1.32175
TRDMT1	2.90321428571429
IL17F	0.6135
ATP1A4	0.442666666666667
OR52W1	0.7235
CFL1	-0.41725
IL4	-2.30325
RBP2	0.0308
CPSF6	0.887
TTC8	-0.783666666666667
MUCL1	3.9055
EYA3	0.758833333333333
KRT38	0.90175
GNE	-0.10625
ZNF501	2.0515
SLC35A2	0.947
CEP110	-0.9491
MYF6	1.392
MGST2	-0.882
TRPV4	0.866
NEK8	0.00260000000000001
NOX5	-0.551
NCKAP1L	-0.795
EMP3	-2.59616666666667
BPY2C	-1.383
C1orf38	0.27525
ELOVL2	-2.44325
CBX7	-0.4935
OSBPL1A	2.1204
ZNF589	-0.3585
ESCO1	1.65666666666667
TRA2A	-0.10925
C3orf26	0.3595
PHF2	-0.359
PID1	1.63416666666667
RFC1	-1.232
MTAP	1.3235
ADORA3	1.3015
LOC389458	-1.40975
TRNT1	-0.36575
CRIPAK	-1.10675
RAI2	0.164833333333333
ANKRD44	0.00900000000000001
GZMB	3.8065
NFE2L1	-0.518375
STIP1	0.930166666666667
RASL11B	-1.307
NT5DC2	1.23983333333333
LRP2	0.0318571428571429
MTDH	1.76246666666667
ARSG	-1.86325
HSP90AB1	0.5395
CT45-6	-4.25475
ZNF483	-0.01325
LMBR1L	-1.36275
S100A2	-1.1051
C2	-1.18772222222222
C2orf27	0.025875
EIF4EBP1	-1.9855
GCKR	-3.56616666666667
PPP1R9B	-0.913875
FER	-1.01975
SNRK	0.7065
OR5M10	1.217
UTP6	-0.7965
CAPZA3	0.52575
FBP1	-3.30788888888889
TERT	-1.145
CCL1	-1.673
FUCA1	0.06425
ALS2CR8	-0.419
KCMF1	0.76925
SRCRB4D	-0.7105
OXCT2	-1.10433333333333
IL17RA	0.785833333333333
MPP5	-0.053125
SPA17	0.90825
FLJ10986	0.00449999999999999
GALNT14	-0.3325
CXorf27	-0.9408
NPLOC4	-1.151
RAB34	-0.8325
KRTAP3-3	-0.1325
ARSD	0.112333333333333
CPLX2	-1.9758
PJA1	0.9245
WHDC1L1	-1.54416666666667
RB1	-2.329
MTMR15	-0.77
PHLDA2	-1.6992
GUCY2F	-0.723
MPV17	-1.161
SLC35D1	-0.438
LYSMD3	0.2095
COL16A1	2.859
ERLIN1	-0.694666666666667
JMJD4	1.33725
HIST1H2BK	-0.714
TP53I11	0.934833333333333
ST3GAL4	0.2536
PF4V1	0.953666666666667
ALG8	-0.99525
REG1A	-0.68475
MINA	0.952
CYB5R3	0.04425
HHLA1	-0.32775
MYST4	-0.9164
VASN	0.5995
UCHL5IP	-0.385
TFAP2A	1.4660625
MGC9913	3.5185
C9orf97	0.0965
LOC90379	-0.71
PHF15	-1.4005
ZNF169	-0.355
KRT7	3.1958
GLIPR1L2	0.661142857142857
LOC116236	-2.2935
IQCF3	0.633333333333333
RDH14	-0.311333333333333
HNRPK	0.710857142857143
RABEPK	-1.72183333333333
ISX	-3.3685
CBARA1	-0.42975
RAD51AP1	0.21925
MLL5	0.080125
CXorf48	-4.6395
SGCD	-0.8875
PHTF1	-0.92725
CA3	2.578
CMTM5	-0.412666666666667
STX10	1.17875
JMJD2D	-1.1805
P4HA1	-0.00600000000000001
GAB3	-1.90216666666667
DHRS4	-1.3415
COL4A1	2.7495625
C20orf20	0.04075
OSBPL2	-0.545125
PTTG2	-0.40875
KIAA1688	1.11075
STS	-2.77975
SHROOM4	-0.1954
KBTBD5	-0.404666666666667
ALDH1A3	0.5933
BTNL2	-0.2075
TGIF1	-0.355
ZFAND5	0.264375
ICA1	0.506
NAV3	-2.4046
FLJ12331	0.44
EPS8L2	-0.3699
MNT	0.164833333333333
ENTPD1	1.66933333333333
OR51E2	0.75475
STK11	-0.08875
MX1	2.45
TTTY9A	0.8555
CX62	1.1395
LOXL4	-1.58575
EXOSC4	0.26325
PURB	0.147571428571429
SETD1A	0.193666666666667
RELB	2.45825
LAMB2	0.156833333333333
HNF1B	-0.0198333333333333
PNLIPRP3	-0.549
C14orf139	-1.473
UMOD	0.81975
GRIN3B	-0.2725
GPR25	0.4455
ZNF512B	-0.479
ATP6V0A1	-0.8325
SRA1	-0.74325
ZNF615	0.372
ZNF768	0.21825
ZNF469	3.181
DYNC2LI1	1.32366666666667
DNAH3	0.294
LOC387911	-0.31075
LOC554234	-0.46225
ARRDC5	-0.348
TMEM59L	-2.02116666666667
MARCH4	-1.27625
CNOT8	-0.1975
KIRREL3	-0.204833333333333
ADAM17	0.141375
MYOG	-0.51925
CPNE1	0.1935
AK5	0.55775
LOC204010	0.84
NDRG4	0.873
LOC130074	0.3525
PIAS4	0.9395
NCOA2	0.38775
TEGT	0.7438
USP5	-0.5015
ANKRD21	-2.216
KIAA0692	0.197166666666667
HAPLN3	1.6865
LZIC	-0.96175
NRXN3	0.2
CDKN2C	-0.0161666666666667
KIAA0226	0.239272727272727
CYB5D1	-1.0415
WDR68	-0.8986875
ABCB6	-1.5928
MRPS25	-1.0615
ZMAT2	-0.229666666666667
KRT25	0.3745
RPL11	0.4905
GRAP	0.032
LOC198437	-1.11016666666667
RORC	-1.18825
RAP2C	0.478571428571429
MXD1	0.78875
AZI2	0.0805
NUAK2	-1.4785
AHSG	-6.702625
MANSC1	1.20675
IMP3	-0.786833333333333
C2orf3	0.2055
VSTM3	2.565
PCTP	-1.2405
SIRT1	-0.30325
MANBA	0.234
CD164	1.276125
GFRA1	-3.1781
PRM2	-0.041
ZKSCAN3	-0.187
PLEKHG1	3.5625
TPRKB	0.14075
UBFD1	-1.02716666666667
CDKL5	0.897666666666667
HIST1H2BD	-1.18266666666667
INPP4A	-1.0625
BMX	-1.252875
PTPRU	1.78
LOC554202	0.175166666666667
HOXC8	0.80675
IL12B	0.9395
ADPGK	-0.97225
ZNF418	2.016
SIAE	0.5735
CWC15	-0.10075
RP13-401N8.2	-1.222
KLHL11	-1.945
DEDD2	0.39375
PSMB3	-1.03225
DDX25	-2.506
ZBTB3	0.297333333333333
GFRAL	-1.021
RPS25	-0.817
FAM57B	-0.981166666666667
TESK2	-1.143
DNM1L	0.09025
ZNF207	-0.0535
CLEC11A	0.076625
TOLLIP	0.879625
TMEM61	-0.354666666666667
DLK1	-5.3106
PLVAP	2.18425
NOD2	3.25216666666667
SCMH1	-0.21525
FLJ40235	0.90225
HTR2A	0.726333333333333
ARMC5	-1.847
FUT7	-0.1915
PRELP	2.9493
ALKBH6	1.051
GYG1	1.17833333333333
POLR3GL	0.51925
COL8A2	3.907
OR10A5	0.356625
C1orf187	-0.20425
TXLNB	2.46233333333333
C16orf68	-1.04208333333333
R3HDM1	0.345
C16orf75	-1.6185
BAALC	-1.93875
TNP1	0.6415
GAPDH	-0.346916666666667
COX7C	0.472
ERRFI1	-0.118
PGAM2	-0.0356666666666667
FAM108B1	-0.12375
APC	0.030375
TLR2	3.56725
SUCNR1	0.120375
ZNF233	0.79725
WFDC1	-1.58033333333333
PSG11	-0.395
SLC39A1	1.31325
PSAPL1	0.2935
CDC42EP1	0.5475
MECR	0.026
KIAA0101	-1.275
MACROD2	0.8332
MMP19	0.676916666666667
LOC202459	-0.0316666666666667
VNN2	2.02725
ACCN3	-0.8815
TIMD4	0.825
RNASE8	0.4065
CCDC7	1.028
SULT2B1	-1.2105
ME1	0.42
MGRN1	0.129125
MRPL30	-1.077375
IVL	0.107571428571429
CALM1	0.62915
PLEKHA6	-0.7157
B4GALNT2	0.834
PGDS	2.90516666666667
C8orf33	0.362
TMEM56	-0.285666666666667
CKM	-1.01516666666667
ESR2	0.164888888888889
ACOT8	-0.01025
AGTR2	0.22425
LOC155006	3.012
BC37295_3	0.1225
EPM2AIP1	-0.607833333333333
PZP	3.53225
RPS9	0.809666666666667
C18orf51	-0.462
SIVA1	-0.3196
HEATR2	-0.301
CD3E	-0.452583333333333
C20orf142	-1.806
PGLYRP3	0.8125
CCDC139	1.793
GPS2	-0.833666666666666
NOL14	-0.14775
LRTM2	0.09825
TRIM36	-0.171625
TP53RK	1.51
FBXL13	3.4845
RUFY2	-0.121928571428571
C11orf70	3.31383333333333
HSPB9	-1.6805
GJA5	2.445
HGF	-1.8955
EPHB4	1.404
SOX18	-1.2335
IFRG15	0.9045
SERPINA10	-3.4655
WDR23	-1.544125
REEP2	-1.11633333333333
CDK3	-0.4855
HSPA12A	-0.549857142857143
ARL8B	1.0554
SATB1	1.3815
PPM1D	-0.421833333333333
VPS45	0.687666666666667
TP53BP2	2.296375
GJE1	3.06175
CACNA1G	-0.89825
VGLL4	1.720375
GNPTG	-0.4585
ROS1	1.2
C21orf128	-0.0961666666666666
BMP8B	-0.76625
SLC5A4	0.265
SLC6A3	-0.111
C16orf53	0.9325
TMEM81	-0.0355
APC2	0.1375
SYAP1	0.588375
C6orf54	-0.5655
ZBED5	-1.0822
PVR	-0.0535
LTA4H	-1.1605
CCDC24	-0.5068
MAGEA4	-4.26666666666667
IFIT3	2.101
MYADM	0.684125
C21orf82	0.641
PDE3B	-1.98425
TMPRSS11A	1.158
PGK1	0.0658235294117647
CCL13	2.514
DERL3	-1.86983333333333
MLXIP	0.294583333333333
PLOD1	-0.353375
MTFR1	1.3507
NPDC1	-2.664
GPAA1	0.673333333333333
LTV1	1.2385
RYR3	-1.19633333333333
C7orf46	0.25825
VAMP2	-1.143625
RNF135	0.1841
SUPV3L1	-0.49375
FIBP	-0.167125
ADAMTS18	0.1416
RNF25	-0.249333333333333
SOS1	0.90125
PLAU	0.40575
MATK	-1.49775
EHF	6.821
CTNND2	-1.9155
PTEN	-1.03128571428571
ZNF189	0.502375
SLC28A3	0.2975
GUCY1A3	3.5395
SETD2	0.2349375
ROGDI	0.713
TICAM1	0.5293
RASSF3	-0.6055
PACSIN2	0.308333333333333
SERPINB5	4.82083333333333
PRKCDBP	0.1255
TFDP3	0.216
LGR6	2.0345
RFX5	0.809333333333333
OR52J3	-0.2085
PTPN18	-0.58625
ZBTB34	-0.3925
KCNF1	0.1115
SYNE2	-0.125285714285714
SLC22A4	-2.69925
NETO2	-0.231625
VCPIP1	0.39975
LDHD	-2.53175
ESX1	-4.99725
SQRDL	0.95925
GALK1	-1.19475
SERPINA6	-3.62866666666667
HD	-1.0355
ASCL3	1.181
FBXL6	-0.4485
FABP7	5.318125
MAGEC3	-0.363
KLC4	-0.311375
CD1D	-1.854
PRAM1	-0.23875
EIF3B	1.76628571428571
DSCR8	-5.6415
FLVCR1	0.11525
KIAA0141	-2.08125
PROM2	2.3125
ALOX5	0.9779
GPR162	-1.804875
LYRM2	1.049125
RNASE6	-2.2565
HES5	-1.3645
GJA1	1.996875
MRPS14	0.36675
HMHB1	0.04225
TAF7	0.265625
BTNL9	0.1784
SFXN2	-0.751125
VEPH1	-1.939
GK2	0.482333333333333
AMBP	-5.849375
KIAA0953	0.502
XAGE5	-0.711333333333333
CCBP2	0.3755
TGM2	-0.186
ZNF202	0.347
ACTL6A	1.5465
SLC23A2	-0.698
ARHGEF7	0.208833333333333
LOC728635	-2.6055
CRYM	-0.290833333333333
PKD2	-0.5425
MANBAL	0.4245
LIN54	-0.41875
ACTL7B	0.75775
OR4D9	0.22
KIAA1683	-1.489
ZNF704	0.244833333333333
TCP10	-0.248625
MAGEB18	0.5765
DEFA4	0.6978
ZNF197	-0.33675
PTOV1	-0.724833333333333
RNF208	-0.418666666666667
CMIP	-0.883166666666667
TRDN	0.3595
UCHL1	1.699375
APOL6	-0.4889
PLK1	0.0703333333333333
NPHP1	0.2905
NDUFA11	-0.04775
DAB1	0.3845
RTN4R	-0.539
PUSL1	-1.32
SYT2	-0.2355
ANXA13	0.895
RFTN1	-0.29275
ATP8B2	-1.895
VN1R2	0.611
OR52E4	-0.2725
NPPB	-3.55633333333333
ZNF148	0.771375
ZNF141	-0.623
IKZF1	-2.287
PSMC2	1.0725
GGA3	-1.9455
LPGAT1	1.74691666666667
SEC16B	-0.492166666666667
C5orf38	0.00950000000000001
THOC2	0.4004
SLC16A12	-0.681333333333333
ALK	-0.13125
DACT3	0.115
CACHD1	-1.0975
GAN	0.6195
EXOC6B	2.751
HIST1H2AE	-0.20325
VAMP1	-0.7885
SRI	1.06025
AKAP14	-0.071
HLA-E	1.5122
SLC25A32	1.30633333333333
FLT3LG	-1.32866666666667
ATP1B1	3.94325
WDR1	0.473875
SWAP70	1.12625
TRIM31	-0.7705
ARNT	1.2135
ZNF596	1.8408
CDKN1B	0.666333333333333
FOXC1	2.16725
SEMA3A	-3.7262
LSM14A	1.30583333333333
STEAP3	0.40825
ABCA1	0.649166666666667
PLSCR2	0.5802
EDC3	-1.056
THBS3	2.28025
C15orf43	0.827833333333333
GMCL1	1.39383333333333
C9orf71	0.18225
MGAT5	0.552
LOC402164	0.4765
TSPAN8	-0.3675
DYNLT1	2.126
IGSF1	-1.444
TMEM143	-0.4245
FLJ25006	-1.829
ATP13A3	1.0645
C3AR1	1.65875
CADM2	0.854666666666667
EFNA4	1.331
HAO1	2.0735
TWF1	0.894833333333333
MRPS17	0.38025
MYH9	1.96858333333333
C9orf9	-1.3065
C17orf79	-1.0735
FSCN3	-0.0665
BDKRB2	0.960666666666667
PCGF6	-0.107
RAP1GAP	-1.17609090909091
TAS2R41	1.8085
DCLK1	-0.479
DEFT1P	-0.244
TAF2	0.79175
COPZ1	0.514875
KATNA1	0.94625
STIM1	0.962
TBX2	-4.20016666666667
RPS4X	-0.252384615384615
MARCH8	-0.196
DHX33	0.249833333333333
TMEM161B	-0.948166666666667
SYPL2	0.738
ADCY5	-0.187625
SRPK3	-0.66
CXorf9	-0.31125
REC8	-1.561625
CLP1	0.7581
MGC52498	-1.8595
DUOX2	1.104
C6orf150	1.093
TSC22D3	0.06325
CASP8	-1.1772
PRKD3	-0.1020625
CFH	1.836
TRO	-2.83625
NRIP1	0.82875
ZNF707	0.675833333333333
TBC1D22B	-0.59
HYI	0.3825
COX7B2	-0.40375
GPR52	-0.67625
CASC3	0.148
METRN	-0.68425
KRT3	0.0315
ARF1	2.20928571428571
C1orf111	-0.65575
MOG	1.177
C6orf50	-0.003
MGC12966	0.11125
ATP7A	0.958
NOTUM	-1.984
LOC342897	-0.1805
ITSN2	-1.19508333333333
GIP	-0.624
LOC89944	0.568666666666667
UBXD8	-0.541125
GYPE	-1.61566666666667
JAG1	-0.162333333333333
RLBP1L2	-0.033
HIST1H2AL	-0.806333333333333
PAPPA	-1.4522
CYP4F8	-1.05425
TRH	-0.4365
DCTN3	-0.6172
NT5C	-2.14
HTR3C	0.28
VPS41	0.222
KIAA0174	0.7818
ANKS6	-0.582285714285714
MPV17L	-0.503333333333333
MT1M	-1.75383333333333
DTX1	-0.274125
LOC146325	-0.516833333333333
ZNF639	0.960666666666667
CACNG4	-1.1245
TNNC1	-3.24775
MGC27345	0.4125
CASD1	-0.1711
HOXD4	0.385
SMC4	-0.260647058823529
TTC35	1.8763
CTXN1	1.63975
RGS19	0.574
SFRS3	1.11058333333333
TRIM43	1.7425
HLA-DQB1	1.498
NUPL1	0.0877
NRAS	-1.556625
RPL22L1	-2.13475
ZNF138	-0.1415
FBXW2	-0.457
SIX3	-0.0313333333333333
HDAC9	0.646272727272727
OGG1	-0.0681875
APLP1	0.706
OR7A5	1.104
DLX4	-2.933
TUBA1B	1.0045
CRY1	0.262375
C12orf29	1.124875
MGC70863	-0.2385
OR1D2	-2.051
C1orf25	0.252125
CUZD1	0.60175
PUNC	-4.217
SCAND1	-0.168666666666667
MYT1	-1.4655
MPND	-0.176
GOLGA1	-1.0194
ZBTB43	-0.074
VAPA	0.0951666666666667
C4orf36	0.1
STAP1	2.185
SLC34A1	-1.00175
PIK3R3	1.4426
TGM5	0.555
USPL1	-0.595
FBXO40	0.125
BRF1	-0.9422
CCL27	0.083
hCG_1657980	-0.4985
PFN2	1.6007
MYBPH	-2.964
PPP1CC	1.02375
CDCA7L	0.013
KCNB2	1.8355
C20orf151	0.3455
USP13	-0.3125
RCOR2	0.051
FBXW4	-0.403666666666667
WT1	1.2005
TAS2R46	-0.131
STK38L	3.58033333333333
LEPROT	-0.348875
DDX42	0.3165
TXNRD2	-1.17383333333333
TNFRSF4	0.4605
KSR1	-0.695375
SLC27A1	0.549666666666667
POU5F2	-0.56675
SLC22A11	0.1715
C8orf32	0.7555
ZNF236	0.6605
GABRB1	-3.83225
LRRC29	-0.0435
FBLN1	1.10058333333333
MRRF	-0.837
RP1	0.6825
MARVELD1	-0.8595
AFF4	-0.700357142857143
C17orf54	-0.73425
RAF1	-0.10375
SUB1	0.603333333333333
MRPS33	-0.088
ZIC1	0.3317
ARL10	0.49
RAG1AP1	1.43116666666667
P2RX5	-1.806
NCR3	-0.0463333333333333
LTB4R2	0.319
HLA-DPA1	3.71975
FKBPL	0.820166666666667
JAKMIP1	-3.93225
SNX4	1.3295
CD248	-0.01475
CCR2	-2.127375
LOC401152	0.0195
SH3KBP1	0.2458
LMBRD2	-0.275857142857143
WDR51A	-0.157166666666667
SYT15	-1.508
SMOX	-0.785
NACAP1	0.1575
DRD2	-0.082
COPS2	0.12125
FCER1A	4.565
TMEM112B	-0.424
SUGT1	0.3498
CALR	1.71775
DPY19L2P4	-0.0113333333333333
ADRA1B	-0.658625
LTB	4.31975
SNRPD1	-0.176
NCAPG2	-0.419333333333333
KCNMB1	2.91933333333333
ITGAV	1.79883333333333
LENG4	-0.205875
C13orf16	-0.133833333333333
C20orf3	1.078
PIP5K1A	0.236666666666667
PCNA	-0.695875
C1orf34	-1.173
MMACHC	0.24575
BEST1	-0.416166666666667
REV3L	-0.49625
ZRANB1	0.1065
AVPI1	-3.01625
ATG5	1.5915
SARM1	-0.4755
RGS7	-1.4075
HMP19	-0.300333333333333
SGTB	-0.6769
FEM1A	0.1017
C1orf122	-0.319625
MYCT1	1.1682
GM2A	0.271625
ZCCHC7	0.0165714285714286
MYH10	-0.592875
DKFZp761B107	-0.7485
ADAL	-1.69875
OR10J1	-0.041
TMEM9B	1.211875
DNAJA1	0.924625
SCGB1D4	2.003
LRRC50	3.08
PRKX	0.91425
NUDT14	-0.8403
PCTK1	-0.338
ARG1	-3.2815
KIF2C	-1.066
GFM1	0.42275
RAB11FIP3	-0.968
HBD	-3.458
NPR3	1.9092
IRAK3	1.21433333333333
OLAH	0.295833333333333
CYB561D2	-0.02675
CNNM4	-0.13925
MYO5A	-1.038
SIPA1L3	-0.62875
ADAM10	-0.36925
LIPA	0.936583333333334
NAP1L4	0.4509
MRPS22	-0.03725
GNG4	-2.07766666666667
PSG5	0.346
PPP2R2C	0.181
P2RY12	1.39966666666667
SLC6A13	-0.807375
AGPAT4	-0.5143
C6orf199	0.747125
FAM53C	-0.4675
TPM1	0.499727272727273
PYHIN1	0.5445
LINGO1	-1.22666666666667
CIDEC	0.483166666666667
CRIM1	0.554
DHTKD1	1.678
ZNF546	-0.118916666666667
CD300LG	0.1584
SFRS2IP	0.5395
FLNB	1.656125
NOC2L	-0.523
SPINK7	-0.03675
CRTC2	0.392
HMG4L	0.95675
C14orf162	0.0575
CCDC123	1.192
HTRA3	0.047125
SPTBN5	1.52683333333333
C1orf77	0.136666666666667
TAF1L	0.417
WDR78	1.85233333333333
WDR49	1.6075
SIN3A	-0.2385
ECSIT	-1.59733333333333
VSIG4	4.5485
DIRAS2	-0.0256
TXNL1	1.36325
MTERFD3	0.96175
CCNYL1	0.581375
CISD2	-0.106166666666667
OR5C1	0.106
OBSCN	-0.332285714285714
GBA	0.979833333333333
SLC9A11	0.2855
C6orf64	1.12041666666667
ESD	-0.528375
CYYR1	1.72666666666667
PNRC1	0.22575
FCAMR	-0.221
PPIA	0.292785714285714
VDAC1	0.69125
TRIB1	1.301
NT5C1B	-0.2814
CLDN17	-0.38825
ICOSLG	0.425428571428571
RGR	0.160875
DSG1	3.6825
TMEM27	0.3155
C1orf69	0.67875
PRAP1	-2.07025
DQX1	-3.382125
C20orf46	-2.24372727272727
NHEJ1	-0.639166666666667
DNAJC18	-2.013875
MANEAL	-1.88633333333333
MTBP	0.98025
S100A6	1.230375
ABHD7	1.3865
NEDD1	0.4295
TINF2	-0.42375
SLC7A10	0.5345
KIAA1875	-0.508166666666667
TMEM20	-0.677
COX19	-0.68075
SPRR1A	-0.337333333333333
SCEL	-0.000285714285714254
CCDC70	0.82
CRISP2	1.15466666666667
ILF3	0.0589444444444444
NTRK3	0.395
B3GNT1	-1.6725
LARP6	-0.324333333333333
FBN1	0.8336
ZNF621	-0.35925
JOSD1	1.5283
SNX14	0.5175
INHBB	-0.1865
TBL2	-0.645
GUSBL1	-1.97716666666667
TXLNA	0.10125
PEX6	-0.905166666666667
DDEF1	0.102333333333333
TMEM187	-1.3635
AIP	0.228125
MCEE	-0.49925
LGALS14	0.89475
TNFRSF13C	-1.0815
CTNNA3	0.2256
HSDL1	0.6955
LAMA5	-1.74233333333333
KIAA1853	0.737
PMS2L11	0.618
AKAP4	0.413
DIS3L2	-0.427833333333333
ZNF292	0.99525
TBX15	-0.041
CTCF	-0.6411
FAM19A3	1.9785
FUT10	-0.11225
KIAA0746	-1.36125
KRT81	3.456
ALDH3B2	1.18075
MOGAT2	-1.766
M6PR	0.33075
COASY	-2.29333333333333
CCND3	-0.625928571428571
LAMC1	-0.39775
CLASP2	-0.0830714285714286
EIF2AK3	0.31225
SMYD2	1.5005
PBX3	-0.48425
TMPRSS2	1.476
OR10R2	0.049
ZNF761	0.743666666666667
MED30	1.50775
ZNF629	0.169625
CORO6	-2.6655
FLJ10154	0.365666666666667
FAM123B	0.522
ANGPT1	-1.1945
MED23	0.536625
LOC255374	-0.106
SEMA6A	-1.0373
HSD11B1L	0.935666666666667
GMEB2	0.636166666666667
PSMD14	-0.15475
FLJ10213	-1.1875
PDCD2	-1.5805
MAST1	0.199
EPHA1	-0.622166666666667
XCL2	0.217375
EIF4G1	-0.199
UBE2D1	0.5943
RAB39B	-2.35233333333333
IDH3A	-1.554
CREB5	-0.94525
FLJ21511	1.4155
ANGPT2	2.09883333333333
RANBP3	0.2252
DYRK1B	-0.2395
HLA-DRB6	1.071
FLJ11292	-1.722
NMRAL1	0.0285
ATP6V0A4	2.67666666666667
FGFRL1	-1.436
GZF1	0.2897
TMSB4Y	0.0795
RBKS	-0.45925
PHLDB1	0.739375
