Hybridization REF	TCGA-E2-A15C-01A-31R-A12D-07
LOC126147	0.2625
TMEM37	-1.224
C1orf162	2.421
MBD1	0.0872
ITGAL	0.757666666666667
WDR73	0.154
GKN2	0.377833333333333
ARFGAP1	-0.70925
SLC5A8	-0.863166666666667
ZBTB40	0.2221
CYP4B1	4.1715
LYPLAL1	0.18875
CHST3	-0.4595
MAP3K9	0.041
BTAF1	-0.741166666666667
TFAP2E	0.4265
RBM35B	0.7765
LOC441251	-0.0531666666666667
ANKRD25	-0.877944444444444
UQCRC2	0.7845
MAEA	0.276583333333333
HYAL1	-2.5415
RNPEPL1	0.3225
CPSF2	-0.1745
PSD3	-0.2874
ABCA13	-0.671375
AGR2	3.718125
GBX1	-0.676
HDLBP	0.701428571428571
ACY3	-0.43775
HECW1	-1.26175
ZNF519	-0.6755
HOPX	3.38575
ZNF304	1.108375
OR12D3	-0.0635
FKSG43	0.04025
METTL1	-0.276875
MFSD3	1.0999
PSPH	-0.9765
CLCA3	-0.571
DARS2	-1.7575
CDC25A	-2.434
BAIAP2L1	-0.1345
B3GNT5	-0.836
USP29	-0.36475
ARHGEF10L	1.5486
ATOX1	0.092375
ADAM30	0.4545
DNASE1	0.615
STT3A	0.432583333333333
RAB6IP1	-0.52625
PTN	2.6791
C1orf106	-1.34246153846154
HECA	1.33625
RNF122	0.44025
SLC22A18AS	-0.4075
GNG8	0.233
ELP4	-0.116
FAM65A	0.262833333333333
RPL10A	-0.1
IRS4	0.839
MACF1	1.0455
SEC24D	-0.50375
LOC374395	0.8765
TGFB2	1.812875
MDFIC	0.212875
CHRNE	0.260833333333333
PCMTD2	0.422666666666667
ATP6V0D1	-0.206166666666667
MTA2	0.49225
LZTR1	-0.6715
RAP1A	0.589666666666667
AXIN1	0.630125
POLR1C	0.11525
TRIO	-0.11525
PLXNA4A	-0.0429166666666667
C5orf33	0.37525
DEPDC1B	-4.34875
ZNF473	-0.224166666666667
MTM1	0.74475
GPR107	0.718333333333333
CSNK1A1L	-0.076
FLJ14154	0.47525
NLRC4	3.0385
ENPP4	0.365666666666667
PADI3	-0.0065
RNF170	1.568125
CG018	1.83416666666667
C16orf7	0.25875
KCNE1	0.863
NRM	-1.13233333333333
SLC37A3	0.617142857142857
TPD52L2	-0.323833333333333
UNC5B	3.37675
C12orf12	0.3868
SDHB	-0.269
CLRN1	0.269125
NUDT10	-0.477333333333333
UGT3A1	0.020375
FBXW8	-0.231375
RHOF	-1.03825
PTPLAD1	0.623125
MYO3B	-1.206
DERA	-0.6385
TPP2	-0.93775
C19orf53	-0.0621666666666667
GINS3	-1.48375
ST6GALNAC5	1.01
CHSY1	0.75925
MGC15705	-0.0615
GPR83	-0.266
EXT2	-0.11625
DOLK	0.20325
TUBAL3	0.88325
ACVRL1	1.926
ABL2	-0.70275
C14orf156	-0.929166666666667
PTPRZ1	-3.201625
DIP2C	0.60275
LAMP1	0.999125
RXRA	0.3915
MAP3K5	-0.41875
ALKBH1	0.296333333333333
PDLIM7	-0.47875
ARL14	-2.038
SNIP1	0.295166666666667
TIMP3	2.94766666666667
RGS3	0.190333333333333
SPAG16	-0.1729
ABHD4	0.00574999999999998
ARHGEF12	1.14591666666667
GLUD2	0.016
RAC2	-1.0494
UAP1L1	-0.383
SLC18A3	0.1225
YOD1	-1.80866666666667
RALY	-0.19025
HMOX2	0.727625
DGKH	-0.83275
DBNDD2	2.497
YIPF4	0.384375
THAP10	-0.29075
ZNF513	0.55925
HAGHL	0.579
ITGB4	1.41566666666667
CCDC141	-1.988
YTHDF3	0.913
C5orf28	-0.00975
RPL7L1	-0.46975
TMEM30B	1.76214285714286
ANKRD35	2.1325
DUOXA2	-0.16975
TBC1D5	-0.227
DFNB59	0.4525
HRH4	0.20175
MYO6	2.962
DNAJA4	2.7055
RBM24	1.60925
CEACAM20	-0.46075
RBM23	-0.160285714285714
NGFB	0.553
C1orf63	-0.8791
KRTAP7-1	-0.7605
PERLD1	2.37025
NPB	0.586
C17orf59	1.38
HSPBAP1	-0.58225
SLC15A4	0.208125
PRTFDC1	-0.63725
OSMR	-1.26778571428571
CYSLTR2	-0.0985
C19orf25	0.8849
KIAA1797	-0.1295
NLRP6	0.296
FAM105B	-0.3429
SCRN2	0.2515
LRRC58	-1.537
RNF17	0.281875
NEIL3	-4.29
FAM137A	-1.80825
SKP2	-3.26525
PARVA	1.09091666666667
PKLR	-1.821
RNF34	0.097
A3GALT2	0.28725
C12orf50	-0.226833333333333
SUNC1	-1.39
FAM102B	-0.419166666666667
CCT2	-1.07175
LRRC37A2	-0.7255
ARF4	0.022
SIKE	-0.560125
C8orf48	0.178833333333333
MBTPS1	-0.2165
GPSN2	0.237
NCF2	2.266
SLC12A6	-0.412666666666667
MRPL48	-0.68825
HMGN3	-0.115166666666667
LRRC62	-0.98925
PAX9	1.23775
FAM55A	-0.1015
C20orf42	-2.36116666666667
SCML2	-2.77175
BCL9	0.92
FAM40A	0.03375
C9orf41	-0.895166666666667
ZNF774	-0.048
LETM1	-0.37375
PLXNB1	1.197
NIPSNAP1	-1.139875
USP10	-1.62875
F9	0.28925
LIPE	1.8495
CNGB3	-0.0129999999999999
C12orf52	-0.31825
PI4K2A	-0.126125
MED8	-0.076125
STAT4	0.9118
FGD4	-0.526166666666667
RNF145	-1.96233333333333
WDR32	0.6563
CLDN2	0.0175
TCEAL8	0.0295
ZMYND8	-0.3808
PDXK	0.22240625
GATAD2A	-0.7855
PTGES3	-0.3985
CCM2	-0.00499999999999999
TAP1	0.683375
ZNF670	0.01675
ETS2	-0.505571428571429
C6orf166	-0.4535
PRMT2	0.454785714285714
OR4B1	-0.945
INTS8	-0.088
CCDC102A	0.3205
CCDC83	-2.99633333333333
ITGA1	0.1623
EPHA5	-2.6945
FAM24B	-0.272666666666667
TSGA10	2.92525
HAL	-2.42916666666667
MYOT	-0.292
SPACA3	-0.13525
BCL2L2	0.0976666666666667
CUGBP2	0.0651666666666667
CCNB3	2.6655
RNF113B	-0.261
MERTK	-0.44125
BAG1	1.0855
VPS36	0.53225
ORMDL3	0.8865
C1orf190	0.28775
ZNF625	-0.35925
CORO2B	-1.71775
ALOX15	-0.793
CST1	0.728
NUPR1	2.78833333333333
CCL7	-0.77
SMCR5	-2.216
DSC2	1.508
RBMS2	0.11325
GRIK4	2.037
TRIM65	0.1625
TMPRSS6	0.115142857142857
TP53INP2	-1.237
GLB1L	0.151
LOC388284	0.389833333333333
PUS1	-0.823571428571429
BCL9L	-0.6195
OLFM1	-0.940166666666667
RET	2.884875
MASTL	-2.217
ALX3	0.21875
IL1RL1	-0.482166666666667
ZNF765	-0.7204
C14orf138	-0.3715
SNX10	-0.799166666666667
TAC4	-0.007
C1orf64	4.110625
POGK	-0.25975
MAPK9	-0.373
ZNF366	2.5855
C8orf79	0.3924
CLDN7	2.013625
OR5AT1	0.3145
TRIM37	-2.797
LRRC25	2.005
GRHL2	3.0791
TEKT3	1.70475
LASS5	-0.0611666666666667
ABCC4	-2.83116666666667
DLG3	0.435
VGLL1	1.448
ZFP36L2	1.1805
MFRP	-0.0268333333333333
KIAA1799	-0.092
FLJ44379	-1.263
PCNX	-0.34175
ANXA9	2.7665
CYP4V2	-0.6545
PIK3C2A	-0.70675
SRR	1.1265
NOL3	-0.60825
IFITM2	1.246
ARNTL2	-2.652
ZNF595	0.21175
NLRP13	-1.558
ASPH	-1.007125
CPA2	0.502
PVRIG	-0.853666666666667
LEPR	-0.447666666666667
C16orf42	1.0745
SH3BGRL	-0.45425
FAM77D	-0.197
FNDC7	-0.986
C9orf6	-0.0991666666666667
NOTCH2NL	0.440333333333333
PGBD1	-1.54916666666667
SYNGR2	1.30816666666667
PITPNA	-0.4358125
PRPF4B	-0.6833
SLC43A3	-2.06092857142857
NRBP1	-0.53925
SLC25A22	0.48225
ILK	-0.050125
SLC22A8	0.8085
MRPS7	-0.240375
PITX2	-1.283
FABP3	-0.661125
OR1L1	0.5845
LOC728215	1.451125
BLID	-2.7685
KIAA1217	3.37447058823529
TFPT	0.70275
AP4B1	-0.58575
VBP1	-1.662
OR1K1	0.281
MORC3	0.799
BHMT2	0.166666666666667
C3orf10	1.140625
FZD7	1.35133333333333
WFDC10A	0.194
PMS2CL	-0.370125
CCDC32	0.355166666666667
FA2H	-1.237
ALG13	-0.022
TTLL7	-1.518
SPOCK3	0.64
SLC13A2	0.84
AIM1	1.08325
GPRC6A	-0.1505
EGR2	4.755
MED11	0.617
WWC1	1.44275
SH3GL3	-3.75825
RIF1	-1.118
PRLH	0.2265
VLDLR	-1.7595
DBT	0.5296875
C21orf63	0.985
CGGBP1	-0.317
KRTAP12-2	-0.601
TADA3L	-0.76575
ZBTB16	0.8125
PDGFB	1.118125
RFX1	0.526125
UQCRB	0.2493
LOC133874	-0.681
HPS3	-2.52475
LGALS3BP	0.4097
DKFZP564O0823	1.73057142857143
MRFAP1L1	0.827625
HOXA10	-1.49233333333333
NGB	0.327
KIF21A	-1.66146153846154
IFLTD1	0.466
LZTS1	0.37
ARHGEF3	0.942
RHBDL3	-1.1825
CSNK1G2	0.0344166666666667
ChGn	-1.25825
KIAA1244	2.01333333333333
GABRB2	0.354
MGC72080	-1.336
CD27	3.9485
EGLN1	-1.9084
PEX13	0.19975
RWDD3	-0.0085
RNF12	-0.849333333333333
GRIN2B	-1.2735
ADAMTS14	-0.410375
DYDC2	-0.089
ATP6AP1	0.8052
NR1H2	-0.152
PDK2	0.76525
C3orf17	-0.214166666666667
SLC38A2	-0.115285714285714
SLC25A29	0.5455
C15orf29	0.30275
ADAM9	-1.46541666666667
TMUB2	0.501125
GPR176	-0.85775
AGK	-0.78825
MCCD1	2.96025
NDUFA4	-0.58575
TMEM146	-0.18675
DUSP1	2.284875
UNQ6975	0.236
EMX2OS	3.725
INSM2	0.4525
LUZP4	-0.472
SETD6	-1.884
P2RY2	3.394
SLC45A2	-1.854
RABGAP1	0.654
UBXD5	-0.0665
GPRC5A	0.6248
PAK3	-0.339666666666667
LOC63920	-0.01875
TGFBR1	1.6618
KRTAP6-3	0.15175
SFMBT2	-0.47925
CDC42	0.2325625
C11orf35	0.9825
TTLL2	-0.00175
UACA	1.14425
CD97	-1.2181
SETD5	-0.465125
NINJ2	0.206
PTER	0.846666666666667
POMGNT1	0.168
KRTAP4-2	-0.661
ECGF1	2.157125
HRB	-0.38
ATP1B2	-0.196
LOC400506	0.88625
COL4A3BP	0.558
C6orf97	1.497
GRHPR	0.652375
TAS2R1	-0.119
SEMA7A	-1.38025
EDF1	0.1825
ODF2L	0.8735
PCID2	-0.691
GTF2H4	-0.6985
ZCCHC3	-0.30025
CGB2	0.107
NEUROD1	0.118
C20orf75	-0.1065
RP5-1054A22.3	2.088
IFNA5	0.5155
ZNF134	0.0268333333333333
MGC119295	-0.9284
ZSWIM6	0.2035
SMEK1	0.0923333333333333
PCGF2	0.450625
C1orf102	2.95775
CYP2A13	0.4105
KCNH6	-0.6061
MDM1	0.9341
ALDH7A1	-0.691166666666667
C9orf75	1.5815
VDAC3	-0.092375
OR51T1	-0.507
EIF3F	-0.5465
KCNJ10	-0.53325
LENG8	-0.11625
EDEM2	-0.0963333333333333
CCNJL	-0.721
DHX37	-0.4465
CRYGN	0.0145
AATF	-0.965125
ZNF630	1.62275
E2F5	-0.7405
WFDC13	-0.866
FTSJ3	-0.836
C4orf33	0.31625
LHFPL4	-2.676
C19orf56	-0.29225
SMAD4	0.71625
AFM	-1.25816666666667
G0S2	-1.08125
FCHSD2	-0.1206
RRP1B	-1.0846
EEF1B2	-0.39
STAT6	1.217
ZNF195	-1.14075
GNL1	-0.912833333333333
ZNRF2	0.7645
PER3	1.16975
ASB16	0.1315
C10orf10	1.56164285714286
ADCY8	-3.56166666666667
C9orf58	-0.904833333333333
ARMC10	-0.0245
PSG1	-1.2415
DHX34	-0.25625
VARS2	-0.516875
NFIC	-0.377
ITPR2	-0.076
AGXT2	0.189333333333333
OR6K3	0.258
H2AFZ	-0.761333333333333
MLLT3	0.91175
COX4I2	1.815
CCNT2	0.32425
PLK4	-2.45675
NUMBL	-0.921166666666667
MED16	0.333
PLEKHQ1	1.05175
GOSR1	0.671555555555556
BTG4	-0.2295
RPL30	0.801583333333333
IGSF5	-0.101
IGFL2	4.0225
ELMOD2	1.24566666666667
SHC3	-0.796833333333333
HAVCR1	-0.933
DYNC2H1	0.571
RNF5	-0.337166666666667
C2orf7	-0.6705
NLF1	1.091
KLHL25	0.8355
LRP10	0.8828
KRI1	-0.23975
PUS7L	-0.451
MGMT	1.649
HOXD1	-0.659333333333333
CSH1	0.1922
ATG16L2	-0.07075
FLJ44635	0.7155
CHODL	-0.63325
EXOSC8	-1.091
SLC28A1	0.153
MYO7B	-1.38283333333333
SEH1L	-0.219
MTNR1A	0.309833333333333
TSPAN5	1.16733333333333
CDC45L	-4.10266666666667
AMIGO1	-0.129
ATAD3A	-1.18175
OSGIN2	1.12483333333333
PDIK1L	1.35883333333333
DARC	2.561625
PIPSL	0.388
SHMT1	-0.54125
CRISP3	1.0585
POPDC2	2.18583333333333
ZRANB2	-1.12866666666667
FBXL8	0.53025
TRIP13	-3.04063636363636
EIF5AL1	-1.2845
POU5F1P3	-4.3365
IL6	-0.587833333333333
CXorf38	-1.01383333333333
IFNA16	-0.652
FBXL2	1.86033333333333
BRD1	0.05425
STATH	0.9695
FBXO44	0.670666666666667
MCCC2	-0.06475
CDC2	-2.5669
C5orf23	0.265
IVD	0.9275
C10orf122	-1.58
MSL3L1	0.0155
MVP	1.56875
EPOR	-0.4726
ZMYM1	-0.435166666666667
BCL7C	0.606333333333333
PSTPIP2	1.9668
LYPD1	-1.224375
OR8G5	0.672
ZP3	0.469
BCAS4	1.1975
EDG6	2.431
ISY1	-0.52625
PRAMEF2	-2.18775
CUL1	-0.96375
RNF213	0.5364
CCRK	1.6685
DHX9	-0.489625
C13orf29	-0.47275
NCKAP1	1.61483333333333
MRPL43	0.7825
XPR1	-0.807
PKN2	0.7149
PODNL1	1.294
ZNF333	0.226625
DALRD3	1.09375
OPN1SW	0.6685
BTBD6	0.603
C11orf82	-2.248
OR5P3	-0.258
DUSP11	0.24975
L1CAM	-1.4766
NEK11	2.71233333333333
OR7E91P	0.7205
CNTN3	0.1834
CREB3L2	1.20575
ZBTB37	0.069
KIAA1324L	-0.13525
NDUFB10	0.522333333333333
NUDT2	0.35275
GTPBP8	-0.942
CACNA1D	2.0035
PRKAA2	-0.177333333333333
PRDM8	-0.254
MGC16075	1.09733333333333
KRT14	1.89471428571429
PP8961	0.63875
MRPL18	0.10725
ABCG2	-1.484
PACRG	1.6295
BBS2	0.315
KREMEN2	-0.4965
FBXO21	0.47025
HNRPUL1	-0.334333333333333
GRB10	0.5865
CLSTN1	0.86575
LMAN2	-0.1056
C17orf61	0.71725
NIPSNAP3A	0.853
INSIG2	0.1825
PCDHB7	0.128166666666667
STXBP2	0.22525
CMAH	1.35625
SEMA5B	0.0465
ZNF155	-0.0956666666666667
COQ6	0.657
PRPF4	-0.30475
TSPAN15	2.4119
VN1R5	0.82875
LATS2	0.799
SELK	0.41475
PGK2	0.262333333333333
MS4A1	1.763875
TYW3	-0.5283
KRTAP5-1	0.522
RCCD1	-1.733
BTN1A1	0.358
DDX28	-0.3585
TMEM65	-1.053375
LOC92345	-0.575
TTC31	-0.35975
WDR46	-0.6025
CHP2	-1.71966666666667
LSP1	0.819875
ZNF542	0.0585
EXOSC1	-0.23725
ARHGAP18	-0.438333333333333
LRRTM4	-1.325
MAOB	4.92433333333333
CACNB4	-0.648
MGC33846	0.626125
RANBP3L	1.300375
ATP5L	0.29775
ONECUT1	-3.5555
NUDT9	0.588
TMEM149	0.924
STX17	0.34225
IGSF10	-3.413
TMPRSS9	-0.1025
BMPR2	0.901833333333333
ALLC	-0.34025
KLF7	1.0715
GCC1	0.5109
TIMM9	-0.83875
CDO1	0.219333333333333
MGC10701	0.194
IFI6	1.191
FRMD8	1.14675
MGAT2	0.13725
WBP5	-1.02016666666667
CNIH2	-0.0569999999999999
KIAA0907	-1.2238
KCNH8	0.507
CTSG	-0.138
GRIK1	-0.12
CUL5	0.97575
FRMD1	0.49
OR9A4	1.3425
SYT6	-1.4055
FOXD4L2	1.403
ANAPC2	-0.839333333333333
OPN5	1.784
TAF13	0.00475
LYG2	-0.395
GGNBP1	-0.1145
C11orf40	0.2225
OTX2	-2.003
REG4	0.00533333333333334
EIF5	-0.0650625
PALB2	-0.22475
SEPSECS	0.3856
RNASE3	-0.36625
TRIM49	-1.3985
POLR2K	1.4537
GPR42	0.4935
C8B	-3.286
SASS6	-0.69475
PREB	-0.340666666666667
OR3A3	0.356
TUBA8	0.49625
IGLV2-14	1.1665
STIL	-2.5455
ANKFN1	-1.16683333333333
NME7	-0.496
HOXC12	4.25725
UBE2C	-2.253875
FHOD1	-0.817375
CDK2AP1	-0.283583333333333
OR6K2	0.21
DHPS	-0.34275
RPL5	-0.320583333333333
TRGV5	0.271
LOC541472	0.215375
HCCS	-0.3118
DENND1B	0.8795
LHX3	0.321
OR5D16	0.5635
CXorf57	-2.10083333333333
IRF2BP1	0.97425
NDST2	0.693833333333333
LCE3D	-1.677
BOLL	0.547375
SYT3	-1.44875
PIH1D2	1.68225
C20orf7	-0.474
IL1R2	-0.849833333333333
SLAMF9	0.6965
PPME1	-1.0165
PIK3CA	0.20575
TRAPPC1	-0.683375
COLEC10	-1.058
SLC9A6	-1.3915
PDDC1	0.258
CCDC53	0.642
GK3P	-1.458
DAZL	-0.8695
BRI3	0.2385
SDK1	-0.847875
CYP2C18	0.54125
IFI44L	2.5265
RPL3L	0.3455
FUT9	4.74816666666667
KIFC2	0.252166666666667
PMP2	-1.221625
SLC4A9	-0.367
PLAG1	-1.06566666666667
MYCBP2	-0.0338333333333333
OR4E2	0.269
CCDC65	1.20525
C16orf82	-0.28
ENTPD4	-1.221375
BRP44L	0.101875
PMP22CD	0.2315
TMCO4	1.61683333333333
KCNN1	-0.844333333333333
WDR35	0.26675
CCDC80	1.969375
C3orf31	-1.00525
SLC7A9	-0.18675
TMEM190	1.1045
DBC1	-0.337
FADS3	-0.757
PDZD8	-0.513666666666667
GRM5	0.252875
AZGP1	2.8699
PEX3	0.621
MED1	0.364928571428571
ATG4C	-0.629333333333333
HNRPH3	-0.65625
FAM109B	1.19175
C4orf17	-0.72
CA10	-1.0145
OPRD1	0.12
CCL16	-1.358
SACM1L	-0.783
CST6	5.25425
CD63	1.1700625
LGI1	-2.845
ZNF784	0.57925
CRYBB1	-1.6865
CX3CL1	1.35095
TOP2A	-3.16
GYPB	-3.2695
GADD45GIP1	-0.55675
FEN1	-1.99425
IGF1R	0.4206875
WDR72	-3.5348
PURG	-1.5774
DEFB126	0.257666666666667
PKD1L1	-0.10325
CAV1	-1.6278
GNPDA2	0.7825
DGAT2	-2.110875
NLGN1	-3.96775
STRBP	-0.035125
HPRT1	-1.15783333333333
FANCI	-2.3805
PSMA7	0.270125
DBF4B	-0.650333333333333
TTF1	-0.73925
RAD54L	-2.55375
ELOF1	-0.3255
PLAGL2	0.552625
ZNF256	0.1585
HMGCL	1.47175
MSI2	-0.182166666666667
RPESP	-0.574666666666667
C11orf60	1.10475
ABCD1	-0.3335
ACAA1	0.5305
SPARCL1	5.128
IL6ST	1.8182
ZNF319	0.087
TMEM109	0.1932
FAM90A1	1.26383333333333
IL22RA1	-1.628
ATP4B	0
TEC	-0.6166
C7orf30	-1.4985
TXNDC2	-0.0385
ABCB4	-1.07325
KIAA1191	0.29425
C9orf38	0.044
SFTPB	0.227625
CNTNAP2	1.5325
FRK	0.8195
TBX19	-0.14525
CHD4	-0.2635
C6orf26	-2.72766666666667
MOSC2	0.8775
IKBKE	-0.83
HIF1A	-0.857
LOC595101	0.6225
RELA	0.0995
TMEM16B	-0.555
ABHD12B	-0.85175
TSEN34	0.6715
KIF18A	-3.48325
TXNDC9	0.215166666666667
SPATA2L	0.3055
SEMA4G	-1.407
C21orf91	-0.405625
MATN1	-0.4445
KCNIP4	-0.253666666666667
TUSC1	2.36325
OR4C15	0.5745
ARMCX6	1.08458333333333
WBSCR27	0.694166666666667
OR52I2	0.167
KIAA1604	-0.50975
DYNC1I1	-0.509125
PPP4C	-0.03975
SLC47A2	-1.84983333333333
TREH	-0.11775
CD48	1.9265
ST14	1.34716666666667
PKN1	-0.53675
SPON2	2.723
XBP1	2.21583333333333
SFRS12	-0.2945
EFCAB6	3.0585
SELT	0.1745
SLC39A2	1.3305
ERF	-0.5785
ARL3	1.80075
SURF6	-0.8326
MLLT10	-0.355142857142857
FLJ11171	0.5605
TDGF1	-3.71166666666667
ERCC6	0.393
EIF2AK4	0.05475
BAZ1A	-1.14133333333333
LRRN3	0.253166666666667
TMC3	0.504
EFTUD1	-0.328
PTPRO	0.924166666666667
CLEC12A	0.567375
ACBD4	0.646125
ZDHHC14	-1.355875
OTUD7B	1.40275
ACTB	0.0570625
MSRA	0.044625
LCE5A	1.0585
IFI35	0.8145
BSCL2	0.312333333333333
ANKRD12	1.02733333333333
CFHR2	0.58375
RGAG1	0.587333333333333
HSFY1	-0.166
SLC30A5	-0.0743333333333333
IMPG1	0.8925
GPR109A	0.3785
ZNF185	1.401
IYD	1.01075
NPCDR1	1.619
SERPINA13	-1.103
HMGCLL1	-1.5125
NEUROG1	0.706333333333333
UBQLN1	-0.44575
LIN37	0.63575
SOCS2	0.049625
DSCR4	-1.51925
XKR6	-0.957
GPR142	0.251
KRTAP13-3	0.2565
CCDC15	-0.57
MOS	0.2985
CD1E	-1.529
OFCC1	-0.9025
FAM83D	-3.03725
SRFBP1	-0.0005
C9orf96	-0.356
DHDH	-0.9575
CCDC90A	-1.54
RABL3	0.92715
CD320	-1.577
ANGEL2	0.32725
MRPL21	0.07
SMG6	0.826833333333333
INSR	2.829375
FLJ14816	-0.3005
GLRB	-0.902166666666667
C9orf89	1.4625
CIZ1	-0.900375
URG4	-0.131
LRDD	-0.1975
CBY1	0.858833333333333
NFX1	-0.273875
MTERFD2	0.663857142857143
C19orf23	0.5705
PGC	-2.73225
IER3IP1	1.9696
RASAL2	0.669166666666667
C1orf89	0.53925
SYNJ1	-1.07975
NFKBIE	0.7995
FLJ40125	-0.583333333333333
TCEB2	0.6947
NOG	-2.021
POLR2J2	-0.516833333333333
HLA-B	2.14875
PCDHA1	-0.3205
PPP2R2B	-1.04
ARHGEF17	1.06983333333333
TCF7L2	0.114571428571429
CHD5	-0.433
ZNF431	-1.061125
TBC1D25	-0.6425
ZNF800	-0.998
SCUBE2	3.29318181818182
MYCBP	0.6265
GPX5	0.323
C6orf129	-0.175333333333333
QSER1	-1.035
ULK2	2.58075
PIGO	0.8625
NRCAM	-1.00814285714286
SLC35E3	0.208875
CSRP2	-1.29075
HYPE	0.0635
MAPK15	0.405333333333333
MGC14327	0.45925
TIMM13	-0.157
ZNF462	-0.843
GBA3	0.17975
TEX13A	-0.571
MCM6	-2.10455555555556
MTRF1	-0.45525
ABCA7	-0.59675
EIF4A2	0.083
ZC3H10	1.1705
RPGR	0.3285
C20orf94	0.8705
RP1L1	0.03275
GPR125	-0.846875
USP22	-0.00607142857142857
OR1L4	0.559666666666667
MLZE	2.8125
FLJ32065	0.042
PTCD1	-0.2695
CRTAC1	1.17566666666667
BXDC2	-1.54475
C18orf1	3.21183333333333
FAM107A	1.38264285714286
EFNA3	-1.16475
P18SRP	-0.3923
CAMKK2	0.337916666666667
KIAA0649	-0.3795
NES	-1.71016666666667
HS6ST3	2.556125
PON2	-0.72025
TCP11L2	-0.6625
CLEC4A	1.65175
PRR12	0.757
MLXIPL	-1.4893
C2orf50	2.1475
ZNF28	0.67575
ENC1	1.7045
MAP2K1	-0.454625
FKSG2	1.16975
KIAA0430	1.75
PTP4A1	-1.34533333333333
GPR156	0.907
GTF3C6	-0.53975
UBR2	0.1998
LOC388272	-1.4045
MAK	2.2205
ACOT4	3.3425
STC2	2.68458333333333
PIGW	-1.224375
SAE1	-0.685125
COL6A1	1.58331818181818
OAZ1	0.409166666666667
STMN4	0.397166666666667
EDG3	1.2065
SGCE	1.48483333333333
IL11	-2.064
PRSS8	3.208625
YIPF5	0.989166666666667
WNT4	3.23475
CSN2	0.0661666666666667
TCF7	-2.708
TDO2	1.2195
SAMD9	0.337625
S100A7A	-0.377
MMRN1	0.956166666666667
GKAP1	-0.15175
AKR1C3	-1.865125
RNF19A	0.98025
GMDS	0.4585
YKT6	-0.67125
SPARC	2.1045
C12orf31	-0.757
UBE2V2	-0.378333333333333
FBXL18	-1.01933333333333
KIAA0460	0.40675
ADAM22	-0.655
SERPINC1	-4.34875
KCTD21	0.2055
MYOHD1	-2.1925
ZNF37A	-0.441333333333333
GTF3C1	0.345166666666667
CTSZ	1.18325
PRNPIP	-1.445875
DRD1IP	0.28625
NR1I2	-2.53366666666667
ZNF266	-0.3603
SPAG4L	-0.297
COX4NB	-0.753
SAPS1	0.3205
APOA1	-3.417875
TATDN1	0.0703333333333333
C10orf82	-2.50025
KPNB1	-2.0695
FOXO3	0.399333333333333
CRYBB2	-1.325
ZBTB5	-0.1345
SLC25A38	-0.22875
DCTN2	-0.541333333333333
IFT20	0.36575
CTHRC1	2.548
C1orf31	-1.128
UHRF1	-0.956625
GPC6	-0.3755
C10orf54	1.43675
MCF2L2	-1.149
WNT9B	0.0335
OLA1	-0.21825
FAM120B	0.224
TTLL10	0.163
CYorf15A	-4.66425
RELN	-2.0119
SCN2B	1.80433333333333
MFHAS1	-2.02575
NKX3-2	-0.969833333333333
RASGRF2	0.6015
SSBP1	-0.8825
KPNA6	0.173857142857143
LOC389118	-0.0025
HS3ST4	-1.2132
SUPT7L	-0.385
FLJ32658	-0.9835
IGFBPL1	-0.54375
KIAA1641	-0.874
SHKBP1	-0.649666666666667
CSF1R	4.6055
NAGK	1.0895
MYL2	0.75725
HIST1H4C	-1.36366666666667
TOMM7	0.402625
ADAMTSL3	2.373
TNFSF14	0.04325
PRRT2	0.26325
VTA1	-0.291875
AOAH	2.81116666666667
CRISPLD2	1.80978571428571
PNN	-0.7403
TA-NFKBH	0.12475
ESPN	0.40975
RBM43	-1.1795
KIAA1267	0.966875
DDX3X	0.437
KIAA1576	-4.293
PLXDC1	4.40366666666667
FLJ25801	-3.986
HNRNPL	-0.6425
RUNDC3A	-0.200166666666667
CASP12	1.1115
SH2D5	-0.909125
RPL26L1	0.0315
OR51A7	0.04475
HDC	3.8595
C2orf16	0.258666666666667
SYTL3	2.50575
GOLGA4	0.5385
NOTCH1	-0.523666666666667
ATPAF2	0.9825
ECD	0.334
SSX5	-1.789
SNAP91	0.186
OCA2	-4.1735
PNPO	0.404666666666667
DAPK1	-1.17816666666667
PINX1	-1.32833333333333
SELENBP1	1.231375
NEK3	-0.465916666666667
TMED4	0.517214285714286
SSTR4	-0.198
FOSL1	-2.6496
CD40LG	0.258
CES1	-1.71308333333333
DCI	1.1265
B3GAT3	0.295166666666667
STK17B	-0.5295
CNTN6	1.35575
CYP3A4	-1.46916666666667
MBOAT2	0.765785714285714
PISD	-0.169375
USP1	-0.65
PYDC1	1.508
CENPM	-2.09
SAR1B	0.2745
TTC7B	-1.279125
DP58	-0.237
GPC1	0.93475
RBL1	-1.948875
TMEM137	-1.93933333333333
TOB1	2.36166666666667
TCEAL1	1.65533333333333
CENPF	-2.78763636363636
C6	1.53383333333333
PRSS1	-3.38275
PPIL6	1.5645
C6orf124	0.4
ODZ4	1.1815
SNCB	-0.07025
NDUFB9	0.784375
CNOT6L	0.822333333333333
S100A9	0.995833333333333
TRIM50	-0.2905
KCTD1	1.9445
WDR63	1.33275
SPEF2	3.07275
RNGTT	-0.5305
CXorf22	-0.34
KCNK16	0.00824999999999999
CEP250	-1.1215
ATPBD1B	-0.36025
KCNJ2	4.04525
