Hybridization REF	TCGA-AR-A1AK-01A-21R-A12P-07
MTF2	-0.994666666666667
ATP6V1F	0.27575
CCDC94	-0.06675
PERF15	1.1195
CCL11	2.6985
LMO7	-1.500375
DCST1	0.1175
ADRBK1	0.307875
CDRT4	-0.202375
ZNF84	-0.75025
HOXD8	1.291
STARD8	0.358833333333333
FOXP2	-0.860375
CCDC103	1.463
POLR3A	-1.2507
GSC	0.2475
ZNF114	-1.546
HTR7P	0.439
LALBA	-0.15
RMND5A	-0.691
PSCD2	0.57475
ZNF409	-0.0185
KRTAP1-3	0.332666666666667
MAF1	0.47875
LOC201725	-1.3365
NRN1	-2.07675
SPAG5	-1.75716666666667
DNAH7	1.7555
FLJ43860	-0.0835
BRCA2	-1.95125
ACADM	-0.330875
CXXC6	-3.09325
RAGE	-0.695875
CHMP2A	0.77925
FAM8A1	0.168
GPR21	0.119
SLC12A3	-2.87466666666667
FVT1	0.594571428571429
ZDHHC7	-0.623625
FLJ44048	-0.03925
SLC44A3	1.3665
SDSL	1.38966666666667
MMP8	-1.3325
PLA2G12B	-3.99516666666667
ACY1	-0.8485
MT1E	1.15216666666667
OR4K15	0.241
TECTB	-0.7855
GPR20	0.570875
IRAK2	-0.47325
RFPL3	-0.32675
MYO9A	-0.3245
NARG1L	-0.744
BLMH	0.70975
CCDC3	2.727
C9orf21	-0.0415
KIAA0513	0.241
MIER2	-0.08275
PNMA2	-1.01583333333333
SH3BP2	0.3489
ANXA10	-2.18725
RTN2	1.0985
TFB1M	-1.2715
PRPH2	4.4515
C14orf133	0.0555
GOLGB1	0.912833333333333
IRX4	0.811375
NFKBIL1	0.194833333333333
C10orf62	-0.3385
APBB3	0.47675
RPS10	0.2843
LOC728378	1.322
TLE3	0.864833333333333
PSMB7	-0.049125
MESDC1	0.289
SLC6A1	0.802333333333333
OCLN	1.05333333333333
PTTG3	-1.63733333333333
NAGLU	0.28775
SERTAD4	1.8385
SPRY1	2.47075
FLJ10781	1.16458333333333
MYSM1	-0.14775
TRIM4	0.195142857142857
SH3YL1	0.719125
TREM2	4.04316666666667
SERPINI1	2.33375
HDHD3	0.355
TMEM38A	0.815125
EID2B	-0.23625
TDRD3	-0.616
SEDLP	0.5535
THSD7A	1.96516666666667
NDST3	-3.34725
KLHL15	-0.469666666666667
DHRS12	1.5805
FBXO9	0.0517142857142857
TNPO1	-0.212083333333333
MRPL13	0.554
SNX5	-2.6225
METTL6	-0.05125
SOD1	0.574625
CHML	-0.7375
PACS1	0.771875
SIRT5	-0.5634
CAPN2	0.4855
FXYD5	0.0633333333333333
TWISTNB	-0.175875
LRFN1	0.891
UBE1L	2.1
UBE1C	0.12675
OR51B2	0.49075
OR4D11	0.359
C15orf2	0.1445
NR4A1	1.9545
LOC339047	-1.84025
TRIM17	1.662125
ATP5G3	-0.404928571428571
RPL15	-0.382666666666667
ADAMTS8	0.191
HOXC4	-0.3415
C14orf37	0.7725
CEACAM5	0.145875
MYT1L	-0.991666666666667
RASA2	-0.480875
OSBPL7	-0.2165
STAG1	-0.562
GIMAP4	5.09816666666667
FUT3	0.241166666666667
PIF1	-3.097375
LPIN2	0.2279
SH3PX3	0.538
PDP2	-0.33475
PAPD1	-0.06075
ERP27	0.91775
APOOL	-0.6937
DIABLO	0.31
TRHR	0.167714285714286
ARMC9	-0.068125
RNF152	4.1295
SLITRK3	0.250333333333333
ZNF211	0.1367
PFDN1	0.369375
RGS11	0.770625
HS6ST1	0.2759
AKR1D1	-1.68325
TNP2	0.302666666666667
STK31	0.858833333333333
EML4	-0.994833333333333
SGTA	-1.088
HIST1H2BI	-0.812333333333333
PSMD6	-1.65333333333333
KIAA1257	0.72825
C18orf55	-0.249333333333333
FLJ20273	2.050125
RPL28	-0.601166666666667
EPYC	0.899125
NOX3	-0.6745
ELAC1	0.563166666666667
METT11D1	-0.557
BIN2	0.828
NACA2	-0.01025
CCDC17	-0.5195
HM13	-0.832
UBOX5	-0.207
UBE2O	-0.229875
UBL5	0.646
APOLD1	1.7985
C9orf31	0.34625
TNFSF8	1.0195
ARHGAP29	1.346875
PROKR2	-0.4375
PDE5A	0.479
C6orf12	-0.5965
TOM1L1	-0.262
WHDC1	0.67875
FOXI1	0.856
RAB4A	0.4412
TMEM39B	-0.40925
ATPBD1C	-0.2325
FARSA	0.194166666666667
PLEKHG5	0.5685
CMAS	-0.317166666666667
OR7E24	0.7175
SLC30A1	0.6725
CDC42EP5	1.56816666666667
PLAC1	-1.046
KLHL18	-0.51175
LBA1	0.8078
TAZ	-0.2205
CRIP2	1.247375
BTBD11	-1.01683333333333
C16orf72	0.66075
DIO2	2.0887
LRRCC1	0.548666666666667
CCDC136	-2.4115
PRX	0.388375
RBM5	-0.036
TMEM85	0.644
TUBGCP4	-1.251
APLN	0.585625
CDK7	0.606
SSR2	0.90525
CRELD1	-0.548
C19orf46	2.728
GAL3ST4	1.00866666666667
KBTBD10	1.67925
IL28A	1.4025
WDR27	-0.0585
MCM2	-1.54616666666667
SOX14	0.1935
FLJ39743	0.305
KIAA0922	-1.032875
HIPK4	0.632
FLJ25758	0.0155
C16orf57	-0.855583333333333
PDZD2	1.11525
MCC	1.52025
HHLA3	-0.5933
ID2	0.3435
C20orf23	1.46925
ZNF688	1.119
APOC2	-0.636
LOC440093	0.6215
FAM50B	2.01516666666667
PWP1	-0.181
DNAH10	0.12975
HIST1H2BA	0.8
GPR56	0.816
METAP2	-0.161625
PAN3	0.574833333333333
STXBP4	0.04975
PDHX	-0.1015
MTA1	-0.722416666666667
ZBED4	-0.388125
ZNF720	-0.055
CDK2	-1.959375
RHOJ	1.142625
CDC37	-0.236333333333333
ZER1	0.586
GRK4	0.21375
PRPH	-0.5445
POLR2A	0.245875
OGFOD1	-1.4245
NOL5A	-1.82325
PHEX	-0.4045
FLJ16478	0.1045
C20orf117	-0.5065
CAMTA2	-0.2025
C11orf74	0.775166666666667
DDX17	0.0452500000000001
C5orf27	0.2385
PLEKHA2	-1.643
PDE4DIP	-1.1501
SCN7A	1.566
ZNF559	-0.199833333333333
CXCL10	4.08975
ZMYM4	0.0638333333333333
STK32B	0.953733333333333
KIAA0888	-1.1475
TACR3	1.839
CKAP2L	-2.74625
KIF1A	-1.42733333333333
RSPRY1	-0.1825
VCAN	0.5875
CYP27C1	-0.333
SYDE1	-1.13283333333333
MED12L	-1.035
ZDHHC21	1.086125
NHS	0.5035
TM9SF3	0.893833333333333
DDHD1	-0.538875
MAFG	-0.8105
BICD2	-1.0548
C14orf119	-0.176833333333333
C14orf43	0.359428571428572
CDH7	-1.71875
ALKBH5	0.242142857142857
JUP	1.20425
TMEM41A	0.067
MAMDC4	-1.64933333333333
CBX3	-0.578125
LRRC18	-0.3395
RBMXL2	-0.35325
PLA2G4D	0.436166666666667
FGF13	0.138625
KIF3A	0.3925
PDIA6	-1.40975
DCXR	1.4935
CASKIN2	1.29816666666667
EHD1	0.244333333333333
MARCKSL1	0.542333333333333
ZNF496	0.00116666666666667
SCAF1	0.147
KCTD8	-1.7085
TRAF3IP3	1.60085714285714
LSR	0.6865
CXorf1	-0.635
C14orf112	0.524666666666667
EIF2B1	0.078
OMP	-0.1775
GSTZ1	0.149
LOC92017	0.7025
ISLR2	1.928
C12orf36	0.2505
GATA2	-1.628
GABRA5	-3.371
CELSR2	-0.0773571428571429
STAM2	0.6316
TNAP	0.501
PTPMT1	-0.381166666666667
GRP	5.03325
SV2A	-0.809666666666667
MAGEA12	-4.2235
CACNG1	3.299
C18orf19	-0.39675
GSG1	-0.52
PTPRJ	0.0305714285714286
FRMPD1	1.025
ZNF668	0.46
PLEKHJ1	-1.22525
ADAT1	-1.2807
TMEM50A	0.8035
UCN3	-0.041
HOOK1	0.34225
IL17B	1.0015
MLKL	-0.367333333333333
TTC14	-0.998666666666667
KLHL5	0.775875
CRYL1	0.0526666666666667
FOXH1	-0.242
NFYB	0.048125
PPM1G	-0.563
GOLGA2LY1	-1.496
NMT1	0.53575
HADHA	-0.8684
CHSY-2	1.53775
PLEKHF1	1.11842857142857
SAGE1	-2.6105
MUSTN1	1.2515
SUHW4	0.861
TFEB	1.98533333333333
ZFYVE27	-0.00675000000000001
ATG12	-0.2035
BMI1	0.236642857142857
ZIM3	-0.8165
MYH4	0.103
MASP1	-1.32691666666667
KIAA0984	1.157
RPAP2	-0.5765
ASB5	0.17725
BOLA3	-0.626166666666667
MIA3	1.20016666666667
KRT35	1.7725
KIR3DL3	-0.7215
MRPL51	-0.017
SEMA3F	1.2725
NDUFB2	0.609833333333333
LOC253012	0.9075
FAM46C	-0.6395
G6PC	-2.923125
CSAG3A	-2.469
PREX1	2.0875
SLC25A45	0.163625
MAPKBP1	0.7475
CPE	0.4828
GNB1	-1.038375
CXCR6	4.209
TRIM46	-0.121
C16orf3	0.122333333333333
HPSE	2.210375
TIGD3	-0.4955
SPG3A	1.49775
LCAT	-0.757166666666667
ST6GAL1	-0.932333333333333
POMC	0.31825
FLJ36031	-0.271166666666667
NSMAF	-0.5215
SKIL	0.7045
ADSS	0.156166666666667
HMGCS1	-1.4191
POLR3F	-0.576166666666667
RAB10	-0.406625
ZNF277P	-1.08325
ZBTB7B	1.011875
DHRS1	0.758
ABCC13	1.5665
CNOT3	0.04375
NFKBIA	1.277
GAK	0.501333333333333
SFT2D2	1.3265
HOXA6	0.779
CRTC1	0.470875
LY6D	1.14083333333333
C20orf72	-2.0895
CPT1A	0.04825
LMO1	-1.1365
EIF3I	-0.5705
PRB4	0.238
MCM3APAS	-1.9675
C20orf132	0.8092
FOXF2	-2.02575
S100A12	0.452
MLH1	-0.1695
ACTN1	0.6924
MRPL36	-0.0465
C20orf106	0.21325
FBXO6	2.0475
MKS1	-0.157333333333333
CX3CR1	0.630125
PDE1B	1.2975
PLP1	-3.231
KISS1	-0.0466
C14orf2	0.315666666666667
TBC1D3P2	0.429
COMMD6	1.1699
ANKRD7	-0.835
PTCHD1	-0.241125
NARS2	-1.59775
DOCK7	-0.943
FAM127B	-0.27975
LOC390243	-0.0999999999999999
N6AMT2	0.27825
ZNF391	-0.982
DNAJB14	-0.181
WRB	0.20075
BPI	1.03758333333333
TTC4	-0.3435
FAM10A5	-0.7405
GOT1L1	0.0328888888888889
MAGED1	-0.184
RESP18	-0.09975
WFDC6	3.9345
MT2A	0.292
C11orf56	0.64925
KIAA1432	-0.874
ROR1	-1.704
HSD17B14	1.49166666666667
ZFAND2B	0.171625
SAMD4B	0.382
HEXA	0.057
HNRNPU	-0.0696363636363636
USP39	-0.64225
NRD1	-0.57475
R3HDML	0.41425
FLT4	0.747333333333333
OMG	-0.115
OR52N4	0.8495
LOC399818	0.10375
ELA2	-1.32775
VENTXP1	1.785
RFC5	-1.356
OR52L1	-0.117
PAX5	-0.1825
FBXO2	2.107
GMEB1	-0.3225
AKT3	-0.595666666666667
CRB1	-0.669333333333333
CTTN	2.15133333333333
UTP15	-0.183833333333333
HSBP1	-0.509166666666667
PHF11	1.661
NDEL1	0.177
USP8	-0.188
BAIAP2	0.3659375
SI	0.244166666666667
ARSJ	-1.253
BAAT	-2.80025
KCNS3	3.36216666666667
LOC126147	-0.161
TMEM37	0.8065
C1orf162	3.943
MBD1	-0.3436
ITGAL	1.6885
WDR73	-0.177333333333333
GKN2	-0.224833333333333
ARFGAP1	-0.55925
SLC5A8	4.1625
ZBTB40	-0.336
CYP4B1	2.86833333333333
LYPLAL1	1.08
CHST3	-0.347
MAP3K9	0.3165
BTAF1	-0.599166666666667
TFAP2E	0.164
RBM35B	0.021
LOC441251	-0.0283333333333333
ANKRD25	-0.706888888888889
UQCRC2	-0.2125
MAEA	0.0515
HYAL1	-1.9349
RNPEPL1	0.330666666666667
CPSF2	-0.263125
PSD3	-2.2968
ABCA13	0.0207142857142857
AGR2	3.613125
GBX1	-1.297
HDLBP	0.411428571428571
ACY3	-0.3085
HECW1	-0.308666666666667
ZNF519	-1.24175
HOPX	3.283
ZNF304	0.597
OR12D3	0.478
FKSG43	0.10475
METTL1	0.2805
MFSD3	1.0927
PSPH	-1.38075
CLCA3	0.214
DARS2	-0.917
CDC25A	-2.33033333333333
BAIAP2L1	-1.331
B3GNT5	0.9005
USP29	-0.24025
ARHGEF10L	1.2732
ATOX1	0.798625
ADAM30	-0.28375
DNASE1	-0.9805
STT3A	-0.855583333333333
RAB6IP1	0.471
PTN	2.7615
C1orf106	-1.40792307692308
HECA	1.8155
RNF122	0.36125
SLC22A18AS	0.0585
GNG8	0.5855
ELP4	-0.625
FAM65A	0.2785
RPL10A	-0.59
IRS4	0.2705
MACF1	0.1276
SEC24D	0.32575
LOC374395	0.9945
TGFB2	-0.196125
MDFIC	0.56025
CHRNE	0.447333333333333
PCMTD2	0.306333333333333
ATP6V0D1	0.1925
MTA2	0.0185
LZTR1	-0.293833333333333
RAP1A	0.405166666666667
AXIN1	0.053375
POLR1C	-0.1435
TRIO	-0.595833333333333
PLXNA4A	-0.467166666666667
C5orf33	-0.50625
DEPDC1B	-2.47
ZNF473	-0.372333333333333
MTM1	0.665625
GPR107	-0.1215
CSNK1A1L	-0.0215
FLJ14154	-0.196
NLRC4	4.6435
ENPP4	2.33316666666667
PADI3	-0.273
RNF170	-0.9105
CG018	1.74616666666667
C16orf7	0.123
KCNE1	2.20225
NRM	-0.791333333333333
SLC37A3	-0.303857142857143
TPD52L2	-0.418333333333333
UNC5B	1.2695
C12orf12	0.4206
SDHB	-0.02825
CLRN1	0.215375
NUDT10	-0.9355
UGT3A1	0.366571428571429
FBXW8	0.298375
RHOF	-0.06525
PTPLAD1	-0.068125
MYO3B	-0.608
DERA	-0.44825
TPP2	-1.27775
C19orf53	1.07266666666667
GINS3	-1.49675
ST6GALNAC5	3.2915
CHSY1	-0.255
MGC15705	-0.0355
GPR83	-0.232
EXT2	-0.711875
DOLK	0.681
TUBAL3	3.248
ACVRL1	2.4624
ABL2	-0.293916666666667
C14orf156	0.111666666666667
PTPRZ1	-2.402625
DIP2C	0.369375
LAMP1	0.133625
RXRA	0.1025
MAP3K5	1.316
ALKBH1	0.455666666666667
PDLIM7	0.14075
ARL14	-2.0185
SNIP1	-0.1295
TIMP3	1.52141666666667
RGS3	0.467333333333333
SPAG16	0.8227
ABHD4	0.01775
ARHGEF12	0.347
GLUD2	-0.729
RAC2	0.1828
UAP1L1	-0.458
SLC18A3	-0.234
YOD1	-2.24183333333333
RALY	0.14875
HMOX2	0.687125
DGKH	-0.885
DBNDD2	2.71166666666667
YIPF4	0.63475
THAP10	-0.57525
ZNF513	0.6705
HAGHL	-0.0728333333333333
ITGB4	1.357
CCDC141	-1.835
YTHDF3	0.29825
C5orf28	1.1835
RPL7L1	-0.909
TMEM30B	1.24685714285714
ANKRD35	2.6945
DUOXA2	-0.17475
TBC1D5	-0.647375
DFNB59	0.702
HRH4	0.88425
MYO6	1.5717
DNAJA4	1.000375
RBM24	2.9675
CEACAM20	-0.343
RBM23	0.0689285714285715
NGFB	0.2255
C1orf63	-1.0211
KRTAP7-1	-0.3755
PERLD1	1.776
NPB	0.218
C17orf59	0.9162
HSPBAP1	0.32775
SLC15A4	0.28975
PRTFDC1	0.3505
OSMR	-0.978642857142857
CYSLTR2	0.099
C19orf25	0.1013
KIAA1797	-0.123
NLRP6	0.425
FAM105B	0.1002
SCRN2	0.2185
LRRC58	-1.1668
RNF17	0.615375
NEIL3	-2.5765
FAM137A	-1.36275
SKP2	-2.797
PARVA	0.72775
PKLR	-1.6255
RNF34	0.26375
A3GALT2	0.16975
C12orf50	0.130333333333333
SUNC1	-0.755
FAM102B	0.797166666666667
CCT2	-0.83
LRRC37A2	-0.5995
ARF4	0.732
SIKE	-0.661125
C8orf48	0.465833333333333
MBTPS1	-0.618714285714286
GPSN2	0.653
NCF2	3.5615
SLC12A6	0.004
MRPL48	-1.3505
HMGN3	0.397333333333333
LRRC62	-1.19175
PAX9	-0.27975
FAM55A	-0.3385
C20orf42	-1.70216666666667
SCML2	-3.212
BCL9	0.31625
FAM40A	-0.3065
C9orf41	-1.32133333333333
ZNF774	0.5275
LETM1	-0.014
PLXNB1	0.140666666666667
NIPSNAP1	-0.50775
USP10	-1.63425
F9	-0.03
LIPE	1.9545
CNGB3	-0.937
C12orf52	0.191875
PI4K2A	0.316375
MED8	0.112875
STAT4	2.4564
FGD4	0.535666666666667
RNF145	-1.43783333333333
WDR32	0.8107
CLDN2	-0.240833333333333
TCEAL8	0.69375
ZMYND8	-1.3585
PDXK	-0.52659375
GATAD2A	-0.52275
PTGES3	-0.235
CCM2	0.197
TAP1	1.754125
ZNF670	-0.02575
ETS2	0.763928571428572
C6orf166	0.0845
PRMT2	-0.0626428571428571
OR4B1	0.2425
INTS8	-0.6845
CCDC102A	0.2445
CCDC83	-1.6675
ITGA1	-0.0454
EPHA5	-2.62077777777778
FAM24B	-0.566333333333333
TSGA10	2.10175
HAL	-2.27266666666667
MYOT	1.5335
SPACA3	-0.08625
BCL2L2	-0.21
CUGBP2	0.7685
CCNB3	1.8105
RNF113B	-0.44575
MERTK	1.643
BAG1	0.41
VPS36	-0.69475
ORMDL3	1.0159
C1orf190	1.078
ZNF625	0.1855
CORO2B	-1.44525
ALOX15	-0.6415
CST1	3.142
NUPR1	2.62883333333333
CCL7	-0.443
SMCR5	-2.3685
DSC2	1.493
RBMS2	0.4385
GRIK4	0.595
TRIM65	0.3601
TMPRSS6	1.95642857142857
TP53INP2	-0.07025
GLB1L	1.17933333333333
LOC388284	0.6615
PUS1	-0.422571428571429
BCL9L	-0.3865
OLFM1	0.949666666666667
RET	2.661375
MASTL	-1.1545
ALX3	1.823
IL1RL1	0.312333333333333
ZNF765	-0.785
C14orf138	-0.16025
SNX10	-0.0426666666666667
TAC4	0.3415
C1orf64	3.218
POGK	0.371125
MAPK9	0.25525
ZNF366	3.85425
C8orf79	1.6851
CLDN7	2.59725
OR5AT1	0.3715
TRIM37	-1.644
LRRC25	3.60025
GRHL2	2.4235
TEKT3	1.26125
LASS5	0.2115
ABCC4	-2.12416666666667
DLG3	0.412375
VGLL1	1.864875
ZFP36L2	2.00783333333333
MFRP	0.160666666666667
KIAA1799	0.46
FLJ44379	2.2595
PCNX	-0.481
ANXA9	2.78
CYP4V2	1.2654
PIK3C2A	-0.9215
SRR	1.245
NOL3	-0.79725
IFITM2	2.4715
ARNTL2	-2.8275
ZNF595	0.44425
NLRP13	-0.114
ASPH	-0.733375
CPA2	0.0855
PVRIG	0.588166666666667
LEPR	0.799833333333333
C16orf42	0.8915
SH3BGRL	2.9435
FAM77D	-0.375833333333333
FNDC7	0.173
C9orf6	-0.14
NOTCH2NL	0.3255
PGBD1	-0.7555
SYNGR2	1.1945
PITPNA	-0.2625
PRPF4B	-0.76
SLC43A3	-0.846714285714286
NRBP1	-0.03475
SLC25A22	0.3575
ILK	0.14125
SLC22A8	0.813833333333333
MRPS7	0.357125
PITX2	-3.13025
FABP3	0.184125
OR1L1	-0.045
LOC728215	-0.79025
BLID	-2.3355
KIAA1217	3.01988235294118
TFPT	0.4825
AP4B1	-0.55725
VBP1	-1.77175
OR1K1	0.2735
MORC3	0.30575
BHMT2	0.883333333333333
C3orf10	0.853125
FZD7	1.02066666666667
WFDC10A	-0.337
PMS2CL	-0.487125
CCDC32	0.476833333333333
FA2H	-2.60375
ALG13	-0.656
TTLL7	-1.1078
SPOCK3	1.171
SLC13A2	0.575
AIM1	0.45275
GPRC6A	0.6915
EGR2	5.90925
MED11	0.59625
WWC1	0.587
SH3GL3	-4.045
RIF1	-1.01135714285714
PRLH	0.317
VLDLR	-2.6725
DBT	0.0261875
C21orf63	1.28475
CGGBP1	-0.357125
KRTAP12-2	-0.244
TADA3L	-0.505
ZBTB16	2.74225
PDGFB	1.27025
RFX1	0.43375
UQCRB	0.4556
LOC133874	-0.169
HPS3	-1.49625
LGALS3BP	1.9891
DKFZP564O0823	2.54221428571429
MRFAP1L1	0.544625
HOXA10	-1.2535
NGB	-0.125
KIF21A	-0.945538461538462
IFLTD1	-1.1945
LZTS1	-0.08975
ARHGEF3	1.538
RHBDL3	-0.886
CSNK1G2	-0.45275
ChGn	-0.55925
KIAA1244	1.4665
GABRB2	0.4565
MGC72080	0.7055
CD27	4.06875
EGLN1	-2.1527
PEX13	0.29325
RWDD3	0.705
RNF12	-0.8275
GRIN2B	-0.5765
ADAMTS14	-0.934125
DYDC2	3.179
ATP6AP1	0.7731
NR1H2	0.107833333333333
PDK2	1.10775
C3orf17	0.011
SLC38A2	-0.711928571428571
SLC25A29	0.0441666666666667
C15orf29	0.435375
ADAM9	-1.4615
TMUB2	1.188125
GPR176	-0.74525
AGK	-0.513625
MCCD1	0.297
NDUFA4	0.66775
TMEM146	0.48175
DUSP1	3.518625
UNQ6975	0.6865
EMX2OS	3.8875
INSM2	-0.11725
LUZP4	-1.17125
SETD6	-0.966
P2RY2	0.9385
SLC45A2	-1.7845
RABGAP1	0.156833333333333
UBXD5	0.440625
GPRC5A	0.0263
PAK3	1.95866666666667
LOC63920	-0.15925
TGFBR1	0.8852
KRTAP6-3	0.33375
SFMBT2	-0.29825
CDC42	0.5006875
C11orf35	0.3425
TTLL2	0.322
UACA	0.768166666666667
CD97	-0.4068
SETD5	-0.77
NINJ2	-0.725
PTER	1.20466666666667
POMGNT1	-0.0855
KRTAP4-2	-0.1755
ECGF1	3.4125
HRB	-0.357818181818182
ATP1B2	0.0389
LOC400506	-0.26
COL4A3BP	-0.13875
C6orf97	1.6485
GRHPR	1.03575
TAS2R1	-0.3955
SEMA7A	-1.51375
EDF1	0.01075
ODF2L	0.4369
PCID2	-1.40383333333333
GTF2H4	-0.829333333333333
ZCCHC3	-1.01975
CGB2	0.506
NEUROD1	0.23825
C20orf75	-1.142
RP5-1054A22.3	2.42933333333333
IFNA5	0.5855
ZNF134	-0.0945
MGC119295	-0.7419
ZSWIM6	0.22
SMEK1	-0.0816666666666667
PCGF2	1.004125
C1orf102	2.773
CYP2A13	1.66
KCNH6	-0.8308
MDM1	0.8238
ALDH7A1	0.176666666666667
C9orf75	0.31325
VDAC3	-1.096125
OR51T1	0.2115
EIF3F	-0.370833333333333
KCNJ10	-0.273625
LENG8	0.27025
EDEM2	0.23425
CCNJL	-0.98
DHX37	-0.636
CRYGN	0.9035
AATF	-0.15725
ZNF630	0.628375
E2F5	-0.115
WFDC13	-0.535333333333333
FTSJ3	-0.447666666666667
C4orf33	0.61
LHFPL4	-2.9175
C19orf56	0.4565
SMAD4	0.373
AFM	-0.465166666666667
G0S2	-0.205
FCHSD2	-0.1178
RRP1B	-0.9445
EEF1B2	-0.52
STAT6	1.1265
ZNF195	-0.826
GNL1	-0.599166666666667
ZNRF2	0.488333333333333
PER3	0.033
ASB16	0.73625
C10orf10	2.50007142857143
ADCY8	-2.5505
C9orf58	0.3665
ARMC10	-0.746333333333333
PSG1	-0.6
DHX34	-0.4015
VARS2	-0.66575
NFIC	-0.60475
ITPR2	0.814
AGXT2	-0.0718333333333333
OR6K3	-0.1765
H2AFZ	-0.424916666666667
MLLT3	0.676
COX4I2	2.109
CCNT2	-0.37925
PLK4	-2.568625
NUMBL	-0.529333333333333
MED16	-0.30275
PLEKHQ1	2.2975
GOSR1	0.675
BTG4	1.07275
RPL30	0.742833333333333
IGSF5	0.59075
IGFL2	1.58466666666667
ELMOD2	0.696666666666667
SHC3	-1.7075
HAVCR1	-1.2745
DYNC2H1	-0.08925
RNF5	-0.499
C2orf7	-0.51325
NLF1	0.608
KLHL25	0.3075
LRP10	0.7712
KRI1	-0.3595
PUS7L	-0.055
MGMT	1.04075
HOXD1	0.109333333333333
CSH1	0.0971
ATG16L2	-0.74975
FLJ44635	0.087
CHODL	-0.0385
EXOSC8	-1.55475
SLC28A1	-0.0895
MYO7B	-0.4955
SEH1L	-0.8055
MTNR1A	0.251
TSPAN5	0.349333333333333
CDC45L	-3.06983333333333
AMIGO1	0.9425
ATAD3A	-1.162875
OSGIN2	0.6685
PDIK1L	0.635
DARC	4.185625
PIPSL	0.773
SHMT1	-0.252
CRISP3	-0.202
POPDC2	2.29733333333333
ZRANB2	-1.09916666666667
FBXL8	0.80325
TRIP13	-1.89227272727273
EIF5AL1	-0.901
POU5F1P3	-4.593
IL6	1.82083333333333
CXorf38	0.298
IFNA16	-0.161
FBXL2	1.29
BRD1	0.2875
STATH	0.0366666666666667
FBXO44	1.26783333333333
MCCC2	0.1435
CDC2	-1.8283
C5orf23	0.54725
IVD	0.5345
C10orf122	-2.01825
MSL3L1	0.0869
MVP	0.92875
EPOR	-0.0577
ZMYM1	-0.209666666666667
BCL7C	0.745666666666667
PSTPIP2	1.3653
LYPD1	-1.477125
OR8G5	-0.038
ZP3	0.354
BCAS4	1.79266666666667
EDG6	3.02475
ISY1	-0.55075
PRAMEF2	-1.52675
CUL1	-0.567625
RNF213	1.7978
CCRK	1.493
DHX9	-0.504375
C13orf29	-0.7235
NCKAP1	0.254333333333333
MRPL43	0.763071428571429
XPR1	-0.267
PKN2	0.4487
PODNL1	0.3025
ZNF333	0.8265
DALRD3	1.0045
OPN1SW	0.21
BTBD6	0.425
C11orf82	-2.068
OR5P3	0.8295
DUSP11	0.29975
L1CAM	-1.64
NEK11	1.79633333333333
OR7E91P	1.5885
CNTN3	1.1772
CREB3L2	0.37875
ZBTB37	0.5035
KIAA1324L	-0.17025
NDUFB10	0.480166666666667
NUDT2	-0.0805
GTPBP8	-0.8605
CACNA1D	2.448375
PRKAA2	-1.35233333333333
PRDM8	-0.0255
MGC16075	0.92
KRT14	2.47228571428571
PP8961	0.727625
MRPL18	-0.28425
ABCG2	-1.627
PACRG	2.238
BBS2	0.22625
KREMEN2	-4.4105
FBXO21	0.7505
HNRPUL1	-0.29575
GRB10	-0.09575
CLSTN1	0.598625
LMAN2	0.0167
C17orf61	0.4025
NIPSNAP3A	0.88575
INSIG2	-1.027
PCDHB7	0.3945
STXBP2	0.435
CMAH	1.57125
SEMA5B	-0.37525
ZNF155	0.1165
COQ6	0.334166666666667
PRPF4	-0.747
TSPAN15	1.5661
VN1R5	-0.122
LATS2	-0.021
SELK	0.95325
PGK2	0.0545
MS4A1	-0.996375
TYW3	-0.6822
KRTAP5-1	0.7265
RCCD1	-1.9715
BTN1A1	-0.23325
DDX28	-0.19525
TMEM65	-0.463875
LOC92345	-0.30725
TTC31	-0.51675
WDR46	-1.10683333333333
CHP2	-1.81133333333333
LSP1	1.111375
ZNF542	-0.45025
EXOSC1	0.0275
ARHGAP18	0.391
LRRTM4	-1.104875
MAOB	3.65791666666667
CACNB4	-0.8085
MGC33846	1.275
RANBP3L	-0.39325
ATP5L	-0.032875
ONECUT1	-3.957
NUDT9	0.656
TMEM149	1.719
STX17	0.33425
IGSF10	-2.0795
TMPRSS9	-0.215
BMPR2	0.61925
ALLC	1.12825
KLF7	0.368125
GCC1	0.5076
TIMM9	0.069
CDO1	1.12683333333333
MGC10701	-0.8985
IFI6	4.15016666666667
FRMD8	0.3775
MGAT2	0.09175
WBP5	0.397333333333333
CNIH2	0.42775
KIAA0907	-1.2922
KCNH8	1.0595
CTSG	1.215
GRIK1	1.76583333333333
CUL5	0.31725
FRMD1	-0.0215
OR9A4	1.1065
SYT6	-0.514
FOXD4L2	0.15575
ANAPC2	-0.677166666666667
OPN5	0.965
TAF13	0.3725
LYG2	-0.30675
GGNBP1	1.128
C11orf40	-0.4255
OTX2	-1.3175
REG4	0.356333333333333
EIF5	-0.2415
PALB2	-0.42325
SEPSECS	0.0369
RNASE3	0.22875
TRIM49	-1.285
POLR2K	1.3398
GPR42	-0.0055
C8B	-3.07275
SASS6	-0.6705
PREB	-0.0793333333333333
OR3A3	0.8165
TUBA8	1.025125
IGLV2-14	-0.53075
STIL	-2.26325
ANKFN1	-1.26066666666667
NME7	0.25775
HOXC12	-1.8085
UBE2C	-1.30275
