Hybridization REF	TCGA-BH-A0DI-01A-21R-A12P-07
PRDM1	1.8087
OR7D2	-0.1805
CCDC47	-0.1535
LOC646982	-3.376
SLC26A6	-1.44066666666667
BIN1	0.4291
SRRM1	-0.333928571428571
PCSK1N	0.7135
ALS2	-0.1588
ECT2	-1.38063157894737
CACNA2D2	0.803625
DOCK6	0.0665
C10orf119	-0.56925
FATE1	0.591
DUSP23	1.82425
TRIP6	0.388714285714286
NUP35	-0.582
CDH3	2.0595
KLHDC8A	0.80175
C9orf116	0.311125
EI24	-0.234
CENTD1	0.292
RWDD2B	-0.0838333333333333
DOCK1	1.135
NPAS2	-0.141875
NR3C2	2.559
FAM63A	0.081
INPP5F	0.323166666666667
FAM111A	-0.127
MYBL1	-3.04383333333333
IQGAP3	-1.22166666666667
CRADD	-0.0421666666666667
DUSP12	-1.5455
PDZK1IP1	3.08325
VASH2	-0.173
CTR9	0.0565
VIL1	-3.97625
OR8U1	0.4985
CCDC107	0.6675
PTTG1IP	0.3295
OR4X2	0.39275
COL9A1	-2.074
PSMD9	0.0645
ZFP62	1.01075
TIP39	0.16
PARP15	0.1965
TTC19	-0.475125
C1orf114	-1.6865
GFPT1	-0.1895
SLC27A6	0.44475
MRPS10	-0.3136
CALML5	-0.303333333333333
TRPM7	-0.49625
CGNL1	0.615875
CECR1	1.06375
SERPINB8	-0.205666666666667
TMEM102	0.544
PDIA2	-2.75875
NUCKS1	-0.313333333333333
HOTAIR	2.37825
EBI3	0.69175
NXN	1.9465
ZMYND19	-0.31725
FOXJ3	0.125
EIF5B	-0.0389
EIF2B4	0.0631666666666667
LEO1	-0.3465
ZIC5	-1.55008333333333
IL20	-0.0751666666666667
KIAA0415	-0.11625
FLJ37357	0.7375
TSPAN12	0.46925
ACTR3B	0.087
TFAM	-0.863166666666667
IL17RD	0.219375
PARP12	1.059
KLHDC7A	0.49
KCTD4	-0.089
GTF2H1	-0.8935
FLCN	-0.372166666666667
BIRC4	0.993375
LOC790955	-0.50325
VKORC1L1	-0.30675
CYP4F22	1.03
TAS2R5	0.367
ZNF582	0.5055
HS3ST3B1	0.104875
CTNS	0.53275
STK36	-0.0603333333333333
MMD2	0.22175
RP5-1103G7.6	0.711
FLJ23356	0.095
CRH	-0.1905
C1orf182	-1.51966666666667
ACP5	1.92616666666667
AMFR	1.9781
CA4	-0.77825
PLCB4	-0.299
MPHOSPH10	-0.2665
UNQ473	1.07116666666667
G3BP2	-0.3015
SR140	-0.798
HOXA2	0.48775
PYGB	-0.238125
BAT1	-0.641
DKK3	1.21183333333333
DDX31	-0.303625
TULP1	-0.250875
NHLRC2	-0.13375
TNRC4	-0.499666666666667
ZNF430	-0.4225
TNRC6A	-0.036625
PLA2G1B	0.795666666666667
RCHY1	0.655833333333333
GTF2A2	-0.1995
MGC4294	0.457
ZNF691	0.30525
TACC3	-2.055
DNAJC5G	0.111
LOC4951	0.32975
MS4A4A	-0.3395
LOC152485	2.3605
PPP1R2P1	-1.50966666666667
PPP2R5B	0.26375
RPGRIP1L	-0.188375
SPOP	0.7624
PTPRF	1.81333333333333
MGC42090	0.5565
SUSD3	1.153
THOC4	-0.34925
MAML1	0.5725
FXR2	-0.417333333333333
TYK2	0.3265
MUC6	0.205333333333333
DNAJB7	-0.039
PIP4K2A	0.140285714285714
MEX3A	-1.19216666666667
RRP1	-0.356125
TFAP4	-0.0495
CXorf41	-0.3285
MTMR4	-0.343833333333333
CTLA4	0.3895
SNX9	0.51025
CIB3	0.2375
NECAP1	0.191625
PLA2G2D	-0.3768
GLMN	-1.04116666666667
DCLRE1A	-0.67225
PDX1	0.0595
SAMD11	-0.48125
MRPL55	0.5881
TLR7	2.1155
TBC1D21	-0.0625
SMAD1	4.1933
ACTRT2	0.434
RIOK2	0.10925
PDLIM4	0.64625
SLC22A15	0.232333333333333
ABHD13	0.84
STX18	0.2322
CCPG1	0.480142857142857
DCBLD1	-0.234166666666667
SLC2A6	-1.12
NOLA3	-0.142
TRDMT1	-0.687357142857143
IL17F	0.241
ATP1A4	0.323166666666667
OR52W1	0.36
CFL1	-0.19875
IL4	-0.504333333333333
RBP2	0.856
CPSF6	-0.09175
TTC8	0.149666666666667
MUCL1	3.937
EYA3	-1.35016666666667
KRT38	0.440333333333333
GNE	-1.691
ZNF501	0.605
SLC35A2	0.22525
CEP110	-1.3815
MYF6	0.29375
MGST2	1.46433333333333
TRPV4	0.5815
NEK8	-0.0416666666666667
NOX5	-1.4655
NCKAP1L	0.257833333333333
EMP3	-1.345
BPY2C	0.6325
C1orf38	1.017875
ELOVL2	-1.648125
CBX7	1.31075
OSBPL1A	0.2975
ZNF589	-0.8895
ESCO1	-0.380833333333333
TRA2A	0.212166666666667
C3orf26	-1.12775
PHF2	0.6895
PID1	1.05516666666667
RFC1	-0.752625
MTAP	-1.100375
ADORA3	3.4145
LOC389458	-0.69725
TRNT1	-1.095
CRIPAK	-1.2325
RAI2	2.61883333333333
ANKRD44	-1.2925
GZMB	3.7255
NFE2L1	0.302
STIP1	-0.558833333333333
RASL11B	1.483
NT5DC2	-1.69233333333333
LRP2	3.45125
MTDH	0.0535333333333333
ARSG	0.37025
HSP90AB1	-0.300083333333333
CT45-6	-4.756
ZNF483	0.2565
LMBR1L	-0.17975
S100A2	-0.8928
C2	0.470777777777778
C2orf27	0.195625
EIF4EBP1	1.5835
GCKR	-2.4785
PPP1R9B	0.52825
FER	-0.56
SNRK	0.781666666666667
OR5M10	0.3135
UTP6	-0.88625
CAPZA3	-0.34575
FBP1	1.806
TERT	-1.0035
CCL1	-0.493
FUCA1	1.185
ALS2CR8	-0.952333333333333
KCMF1	-0.163666666666667
SRCRB4D	-1.8645
OXCT2	0.539666666666667
IL17RA	0.880833333333333
MPP5	-0.35275
SPA17	-0.775
FLJ10986	1.22566666666667
GALNT14	-0.977
CXorf27	-0.878625
NPLOC4	0.33125
RAB34	-0.2235
KRTAP3-3	0.394
ARSD	1.10866666666667
CPLX2	-0.8844
PJA1	1
WHDC1L1	-0.347666666666667
RB1	-0.5161
MTMR15	0.059
PHLDA2	-1.5143
GUCY2F	-0.476
MPV17	0.190333333333333
SLC35D1	-0.409
LYSMD3	0.2315
COL16A1	2.99175
ERLIN1	-0.381833333333333
JMJD4	0.1795
HIST1H2BK	-0.28625
TP53I11	1.14516666666667
ST3GAL4	0.0236
PF4V1	0.723
ALG8	-0.4065
REG1A	-0.02
MINA	-0.62075
CYB5R3	0.895666666666667
HHLA1	-0.86625
MYST4	0.0707
VASN	0.32425
UCHL5IP	-0.76425
TFAP2A	1.099
MGC9913	0.732
C9orf97	-0.1665
LOC90379	-0.69575
PHF15	0.336071428571429
ZNF169	-0.2128
KRT7	2.9045
GLIPR1L2	1.886625
LOC116236	-0.31225
IQCF3	-0.35525
RDH14	0.5945
HNRPK	0.263714285714286
RABEPK	-0.736666666666667
ISX	-1.504
CBARA1	0.8495
RAD51AP1	-3.18475
MLL5	0.422625
CXorf48	-4.379
SGCD	0.93725
PHTF1	-0.765875
CA3	2.80175
CMTM5	0.32675
STX10	-0.2845
JMJD2D	-1.16275
P4HA1	-0.8425
GAB3	0.0878333333333334
DHRS4	0.642
COL4A1	2.9241875
C20orf20	-1.114625
OSBPL2	0.400375
PTTG2	-2.53275
KIAA1688	1.65375
STS	-1.682875
SHROOM4	0.5395
KBTBD5	0.341833333333333
ALDH1A3	1.7408
BTNL2	-0.105666666666667
TGIF1	0.156
ZFAND5	0.85125
ICA1	0.834625
NAV3	-0.004
FLJ12331	-0.3115
EPS8L2	-0.517
MNT	-0.0873333333333333
ENTPD1	1.83741666666667
OR51E2	0.716125
STK11	0.76775
MX1	2.945
TTTY9A	0.695
CX62	1.229
LOXL4	0.24075
EXOSC4	-0.165
PURB	0.184285714285714
SETD1A	-0.110333333333333
RELB	0.8455
LAMB2	1.51916666666667
HNF1B	-0.233666666666667
PNLIPRP3	0.1225
C14orf139	-0.182
UMOD	-0.567
GRIN3B	-0.2055
GPR25	0.002
ZNF512B	-1.028
ATP6V0A1	0.13325
SRA1	0.312083333333333
ZNF615	1.26275
ZNF768	0.069
ZNF469	4.17375
DYNC2LI1	-0.0421666666666667
DNAH3	0.699
LOC387911	0.99975
LOC554234	0.000499999999999999
ARRDC5	1.751
TMEM59L	-0.0615
MARCH4	0.01
CNOT8	0.249833333333333
KIRREL3	-1.14083333333333
ADAM17	0.71675
MYOG	0.27875
CPNE1	-0.496666666666667
AK5	3.386
LOC204010	-0.6525
NDRG4	0.8305
LOC130074	-0.36925
PIAS4	0.6115
NCOA2	0.46625
TEGT	0.681
USP5	-0.0665
ANKRD21	-1.01566666666667
KIAA0692	0.209333333333333
HAPLN3	1.98575
LZIC	-0.6785
NRXN3	2.627
CDKN2C	-1.47766666666667
KIAA0226	0.0710833333333333
CYB5D1	-0.87025
WDR68	-0.649
ABCB6	-0.8438
MRPS25	-1.23425
ZMAT2	0.572666666666667
KRT25	0.482
RPL11	0.20075
GRAP	0.928666666666667
LOC198437	0.6775
RORC	0.540125
RAP2C	1.09328571428571
MXD1	-0.3275
AZI2	-0.204833333333333
NUAK2	0.2845
AHSG	-5.53975
MANSC1	2.0865
IMP3	0.0525
C2orf3	-0.662375
VSTM3	2.8055
PCTP	0.2105
SIRT1	0.1525
MANBA	0.8485
CD164	1.5005
GFRA1	-1.7365
PRM2	0.659
ZKSCAN3	-0.1755
PLEKHG1	2.79
TPRKB	-0.64575
UBFD1	-0.377333333333333
CDKL5	0.678166666666667
HIST1H2BD	0.483583333333333
INPP4A	-0.372
BMX	0.587125
PTPRU	-0.5145
LOC554202	0.169333333333333
HOXC8	1.522625
IL12B	0.5745
ADPGK	-0.26475
ZNF418	1.2905
SIAE	1.72825
CWC15	-0.72875
RP13-401N8.2	0.017
KLHL11	-0.3295
DEDD2	0.582125
PSMB3	-0.6355
DDX25	-2.2765
ZBTB3	0.1165
GFRAL	0.765
RPS25	-0.5695
FAM57B	-1.221
TESK2	1.233
DNM1L	-1.361875
ZNF207	-0.338666666666667
CLEC11A	2.360125
TOLLIP	0.706375
TMEM61	-0.00133333333333333
DLK1	-3.8336
PLVAP	3.045625
NOD2	1.6495
SCMH1	0.51225
FLJ40235	-0.31225
HTR2A	0.609666666666667
ARMC5	0.314
FUT7	0.6315
PRELP	2.363
ALKBH6	-0.398
GYG1	0.09525
POLR3GL	0.52825
COL8A2	4.9955
OR10A5	0.541625
C1orf187	-1.325
TXLNB	1.57
C16orf68	-0.742916666666667
R3HDM1	-1.00425
C16orf75	-2.497
BAALC	0.914875
TNP1	0.19975
GAPDH	-1.093
COX7C	0.1795
ERRFI1	-1.56558333333333
PGAM2	0.819333333333333
FAM108B1	-0.80075
APC	0.852
TLR2	3.1785
SUCNR1	1.771125
ZNF233	0.4545
WFDC1	0.432833333333333
PSG11	-0.4891
SLC39A1	1.17825
PSAPL1	-0.2305
CDC42EP1	0.56325
MECR	0.00825000000000001
KIAA0101	-2.4085
MACROD2	-0.1964
MMP19	1.59666666666667
LOC202459	0.0758333333333333
VNN2	1.53975
ACCN3	-1.4405
TIMD4	1.5055
RNASE8	0.3025
CCDC7	-0.025
SULT2B1	1.143
ME1	-1.0105
MGRN1	-0.085125
MRPL30	-0.682875
IVL	0.79525
CALM1	0.9562
PLEKHA6	2.0793
B4GALNT2	0.126
PGDS	3.84975
C8orf33	0.2775
TMEM56	-2.13833333333333
CKM	-1.77466666666667
ESR2	-0.0128
ACOT8	-0.4025
AGTR2	0.558
LOC155006	-0.353
BC37295_3	0.44
EPM2AIP1	-0.34
PZP	1.11625
RPS9	0.476833333333333
C18orf51	-1.94225
SIVA1	-0.00429999999999999
HEATR2	-0.846
CD3E	-0.31475
C20orf142	-0.81225
PGLYRP3	0.0495
CCDC139	-0.4915
GPS2	-0.503
NOL14	-1.112
LRTM2	1.952
TRIM36	0.277375
TP53RK	-0.0045
FBXL13	-0.4595
RUFY2	-0.269571428571429
C11orf70	-0.218333333333333
HSPB9	0.446833333333333
GJA5	2.9395
HGF	-0.656
EPHB4	0.53875
SOX18	1.8705
IFRG15	-0.3935
SERPINA10	-3.30975
WDR23	-0.257875
REEP2	-1.29483333333333
CDK3	-0.209
HSPA12A	0.591625
ARL8B	-0.4589
SATB1	0.223833333333333
PPM1D	-1.361
VPS45	-0.135166666666667
TP53BP2	-0.103875
GJE1	1.73625
CACNA1G	0.61725
VGLL4	1.153875
GNPTG	1.323
ROS1	-2.70475
C21orf128	0.462333333333333
BMP8B	1.1215
SLC5A4	-0.0425
SLC6A3	0.441
C16orf53	0.1965
TMEM81	0.495
APC2	0.0947
SYAP1	-0.268
C6orf54	-0.266833333333333
ZBED5	-0.8886
PVR	-0.50975
LTA4H	-0.244166666666667
CCDC24	1.0737
MAGEA4	-3.70966666666667
IFIT3	2.28933333333333
MYADM	1.3065
C21orf82	0.861
PDE3B	-1.3375
TMPRSS11A	1.639
PGK1	-1.36635294117647
CCL13	5.14133333333333
DERL3	0.423833333333333
MLXIP	-0.396916666666667
PLOD1	-0.17775
MTFR1	-0.9952
NPDC1	0.648166666666667
GPAA1	-0.032
LTV1	-1.01675
RYR3	-0.2225
C7orf46	-0.18125
VAMP2	0.459125
RNF135	1.5416
SUPV3L1	-0.77175
FIBP	0.195375
ADAMTS18	2.1955
RNF25	0.504
SOS1	0.05475
PLAU	1.74125
MATK	-1.084
EHF	5.2445
CTNND2	-0.28025
PTEN	1.58828571428571
ZNF189	0.841625
SLC28A3	1.7145
GUCY1A3	3.773
SETD2	-0.359125
ROGDI	1.421
TICAM1	0.6824
RASSF3	0.4435
PACSIN2	0.548833333333333
SERPINB5	0.575833333333333
PRKCDBP	1.0915
TFDP3	-1.2395
LGR6	3.195625
RFX5	-1.19233333333333
OR52J3	0.7465
PTPN18	0.6785
ZBTB34	-0.04975
KCNF1	-0.843
SYNE2	-0.253142857142857
SLC22A4	-0.90425
NETO2	-2.023375
VCPIP1	-0.632
LDHD	-1.0815
ESX1	-3.197
SQRDL	2.207
GALK1	-0.199
SERPINA6	-2.065
HD	-0.215625
ASCL3	0.347
FBXL6	-0.01425
FABP7	-2.22
MAGEC3	-0.7965
KLC4	-0.1295
CD1D	-0.925
PRAM1	1.26025
EIF3B	-0.0927142857142857
DSCR8	-5.4965
FLVCR1	-1.5915
KIAA0141	0.202
PROM2	3.5365
ALOX5	1.2664
GPR162	-0.78425
LYRM2	-0.413875
RNASE6	0.1845
HES5	0.25725
GJA1	1.788125
MRPS14	-0.4565
HMHB1	0.12425
TAF7	0.746
BTNL9	1.3522
SFXN2	-0.948875
VEPH1	-2.17725
GK2	0.160666666666667
AMBP	-4.609625
KIAA0953	0.2135
XAGE5	-1.39716666666667
CCBP2	-0.722
TGM2	-0.0735
ZNF202	-0.8915
ACTL6A	1.71016666666667
SLC23A2	-0.2929
ARHGEF7	-0.0933333333333333
LOC728635	0.0185
CRYM	0.711833333333333
PKD2	0.6935
MANBAL	0.640833333333333
LIN54	-1.3695
ACTL7B	-0.2125
OR4D9	-1.051
KIAA1683	-0.341625
ZNF704	0.619166666666667
TCP10	-0.21325
MAGEB18	-1.413
DEFA4	0.0246666666666667
ZNF197	-0.4985
PTOV1	0.256833333333333
RNF208	0.478666666666667
CMIP	0.518
TRDN	0.0435
UCHL1	0.21825
APOL6	0.3742
PLK1	-2.19166666666667
NPHP1	0.918833333333333
NDUFA11	-0.14025
DAB1	0.163
RTN4R	0.25925
PUSL1	-0.855
SYT2	-0.19225
ANXA13	2.31425
RFTN1	-0.072
ATP8B2	-0.263416666666667
VN1R2	0.7345
OR52E4	0.127
NPPB	-1.83366666666667
ZNF148	0.485125
ZNF141	-0.559
IKZF1	-1.163875
PSMC2	-0.14525
GGA3	-0.655666666666667
LPGAT1	0.555833333333333
SEC16B	0.432166666666667
C5orf38	1.07616666666667
THOC2	-0.7894
SLC16A12	-0.0938333333333333
ALK	-0.11425
DACT3	2.35266666666667
CACHD1	-0.011
GAN	-0.398
EXOC6B	-0.33
HIST1H2AE	1.0715
VAMP1	-1.488
SRI	0.6445
AKAP14	0.376
HLA-E	2.3707
SLC25A32	-0.553166666666667
FLT3LG	-0.0831666666666667
ATP1B1	1.41875
WDR1	0.340375
SWAP70	0.26125
TRIM31	-1.07066666666667
ARNT	0.726625
ZNF596	0.038
CDKN1B	0.240583333333333
FOXC1	-0.4655625
SEMA3A	-2.8218
LSM14A	0.18175
STEAP3	0.21375
ABCA1	0.8995
PLSCR2	0.4446
EDC3	-0.521583333333333
THBS3	1.5415
C15orf43	-0.3038
GMCL1	-0.616
C9orf71	1.05975
MGAT5	-0.7605
LOC402164	-0.149
TSPAN8	-2.0385
DYNLT1	0.598875
IGSF1	-2.508
TMEM143	0.0505
FLJ25006	-2.70075
ATP13A3	-0.976833333333333
C3AR1	2.00925
CADM2	1.04883333333333
EFNA4	0.898
HAO1	-0.012
TWF1	0.120833333333333
MRPS17	-0.78875
MYH9	1.76958333333333
C9orf9	0.516333333333333
C17orf79	-0.239
FSCN3	0.2355
BDKRB2	1.6715
PCGF6	-0.9775
RAP1GAP	1.0635
TAS2R41	-0.2725
DCLK1	1.264
DEFT1P	-0.1635
TAF2	-0.387166666666667
COPZ1	0.2995
KATNA1	-0.762
STIM1	0.5805
TBX2	-0.8905
RPS4X	0.759846153846154
MARCH8	0.194333333333333
DHX33	-1.1265
TMEM161B	-0.688833333333333
SYPL2	0.2825
ADCY5	0.32375
SRPK3	0.091375
CXorf9	1.597
REC8	-1.078625
CLP1	-0.3782
MGC52498	0.116
DUOX2	0.553
C6orf150	-0.7905
TSC22D3	2.63825
CASP8	-1.3825
PRKD3	-1.9905
CFH	2.47825
TRO	-0.203
NRIP1	1.41375
ZNF707	0.242333333333333
TBC1D22B	-0.341833333333333
HYI	1.309
COX7B2	-1.2085
GPR52	0.48125
CASC3	0.106
METRN	-0.248
KRT3	1.1765
ARF1	1.01735714285714
C1orf111	-0.026
MOG	0.01
C6orf50	0.8445
MGC12966	-0.13275
ATP7A	2.01166666666667
NOTUM	-2.34216666666667
LOC342897	1.4245
ITSN2	0.143583333333333
GIP	-0.383
LOC89944	-0.734666666666667
UBXD8	0.3845
GYPE	-1.2825
JAG1	1.3815
RLBP1L2	0.0639999999999999
HIST1H2AL	-0.15925
PAPPA	-0.4007
CYP4F8	1.4005
TRH	-0.229
DCTN3	-0.7241
NT5C	-0.1615
HTR3C	-0.037
VPS41	0.00125000000000001
KIAA0174	0.1287
ANKS6	-1.331375
MPV17L	-1.081
MT1M	0.648666666666667
DTX1	0.636625
LOC146325	-0.365
ZNF639	2.05883333333333
CACNG4	0.5419
TNNC1	-1.59875
MGC27345	-0.09725
CASD1	0.5017
HOXD4	1.8835
SMC4	-2.19964705882353
TTC35	-0.0421
CTXN1	0.341625
RGS19	0.365
SFRS3	-0.772416666666667
TRIM43	-2.098
HLA-DQB1	2.511625
NUPL1	-0.9835
NRAS	-1.782
RPL22L1	-1.49625
ZNF138	-0.439166666666667
FBXW2	0.0848
SIX3	0.592666666666667
HDAC9	0.0150833333333333
OGG1	-0.33075
APLP1	0.0678333333333333
OR7A5	0.7305
DLX4	-1.4295
TUBA1B	-0.777083333333333
CRY1	0.353875
C12orf29	-0.80275
MGC70863	0.0248181818181818
OR1D2	-0.232
C1orf25	-0.00387500000000001
CUZD1	-0.101
PUNC	-3.187
SCAND1	0.302333333333333
MYT1	0.418
MPND	1.26575
GOLGA1	0.3056
ZBTB43	0.1495
VAPA	0.785166666666667
C4orf36	-0.26375
STAP1	1.68
SLC34A1	-0.31
PIK3R3	1.8323
TGM5	1.2905
USPL1	-0.6334
FBXO40	-0.5065
BRF1	0.1036
CCL27	-1.0415
hCG_1657980	0.0535
PFN2	-0.4132
MYBPH	-1.865
PPP1CC	-0.4149375
CDCA7L	-2.267
KCNB2	1.7535
C20orf151	0.7205
USP13	1.364
RCOR2	1.31283333333333
FBXW4	1.08266666666667
WT1	-1.48833333333333
TAS2R46	-0.268
STK38L	0.841833333333333
LEPROT	1.289625
DDX42	0.344625
TXNRD2	-0.346833333333333
TNFRSF4	2.393
KSR1	-0.095125
SLC27A1	0.9825
POU5F2	0.47125
SLC22A11	0.3585
C8orf32	-0.247833333333333
ZNF236	-0.0389285714285714
GABRB1	-4.39825
LRRC29	0.759
FBLN1	2.25925
MRRF	-1.13383333333333
RP1	1.318
MARVELD1	1.7315
AFF4	-0.218428571428571
C17orf54	0.102
RAF1	-0.629
SUB1	-0.321833333333333
MRPS33	-0.091
ZIC1	-0.3745
ARL10	-0.52
RAG1AP1	-0.142
P2RX5	-2.2662
NCR3	0.4315
LTB4R2	0.4325
HLA-DPA1	4.833375
FKBPL	-0.298333333333333
JAKMIP1	-2.132
SNX4	0.289
CD248	2.68325
CCR2	-0.389125
LOC401152	1.24333333333333
SH3KBP1	-0.4693
LMBRD2	-0.212285714285714
WDR51A	-1.7835
SYT15	-0.244
SMOX	-0.9565
NACAP1	0.10725
DRD2	-0.211666666666667
COPS2	0.1005
FCER1A	5.08775
TMEM112B	0.079
SUGT1	-0.3449
CALR	0.444875
DPY19L2P4	-0.7715
ADRA1B	-0.1665
LTB	3.812
SNRPD1	-1.111
NCAPG2	-1.81383333333333
KCNMB1	2.65933333333333
ITGAV	1.62033333333333
LENG4	0.632625
C13orf16	1.15133333333333
C20orf3	1.438375
PIP5K1A	-0.661666666666667
PCNA	-2.0845
C1orf34	1.28275
MMACHC	-0.6855
BEST1	0.241
REV3L	-0.36
ZRANB1	0.0195
AVPI1	-0.844
ATG5	0.484375
SARM1	0.1155
RGS7	-0.82525
HMP19	2.02683333333333
SGTB	-0.5822
FEM1A	0.3609
C1orf122	0.3835
MYCT1	2.73933333333333
GM2A	0.8375
ZCCHC7	-0.612642857142857
MYH10	-1.143
DKFZp761B107	-0.695
ADAL	-0.59725
OR10J1	0.05725
TMEM9B	1.074625
DNAJA1	-0.698125
SCGB1D4	0.234
LRRC50	1.7035
PRKX	0.2095
NUDT14	1.5088
PCTK1	-0.225272727272727
ARG1	-3.232
KIF2C	-3.18225
GFM1	-0.637
RAB11FIP3	0.0843333333333333
HBD	-1.4185
NPR3	1.1641
IRAK3	1.55083333333333
OLAH	-1.15416666666667
CYB561D2	-0.0695
CNNM4	0.8555
MYO5A	-1.0597
SIPA1L3	1.12508333333333
ADAM10	-0.32175
LIPA	1.70591666666667
NAP1L4	-0.3666
MRPS22	-0.82575
GNG4	-1.73416666666667
PSG5	0.146833333333333
PPP2R2C	0.1545
P2RY12	1.82975
SLC6A13	0.347375
AGPAT4	0.5032
C6orf199	0.538375
FAM53C	0.089
TPM1	0.569363636363636
PYHIN1	1.69933333333333
LINGO1	0.1965
CIDEC	0.851333333333333
CRIM1	0.6061
DHTKD1	-0.323916666666667
ZNF546	-0.204833333333333
CD300LG	0.449
SFRS2IP	-0.0185
FLNB	-0.19175
NOC2L	-0.084
SPINK7	0.364
CRTC2	-0.096
HMG4L	-1.13625
C14orf162	0.65325
CCDC123	0.423
HTRA3	2.6153125
SPTBN5	1.75466666666667
C1orf77	-0.182333333333333
TAF1L	-0.413
WDR78	2.07733333333333
WDR49	-0.744666666666667
SIN3A	0.39725
ECSIT	0.452166666666667
VSIG4	3.8165
DIRAS2	0.427111111111111
TXNL1	0.029
MTERFD3	0.5065
CCNYL1	-0.846625
CISD2	-0.815333333333333
OR5C1	-0.68
OBSCN	-0.312625
GBA	0.680166666666667
SLC9A11	-0.2705
C6orf64	0.653416666666667
ESD	-0.188125
CYYR1	2.04433333333333
PNRC1	0.4105
FCAMR	0.864
PPIA	-0.333928571428571
VDAC1	-0.4135
TRIB1	1.489375
NT5C1B	-0.0923333333333333
CLDN17	0.52925
ICOSLG	0.6545
RGR	-0.00625
DSG1	0.473
TMEM27	-0.6735
C1orf69	-0.757
PRAP1	-0.69725
DQX1	-3.090125
C20orf46	-1.15672727272727
NHEJ1	-0.449666666666667
DNAJC18	0.000125000000000002
MANEAL	-0.1165
MTBP	-2.0635
S100A6	0.33025
ABHD7	2.94975
NEDD1	-1.03783333333333
TINF2	0.75625
SLC7A10	1.4555
KIAA1875	-0.199666666666667
TMEM20	-1.37425
COX19	-1.101375
SPRR1A	0.658
SCEL	0.0845
CCDC70	4.1485
CRISP2	0.959
ILF3	-0.581277777777778
NTRK3	1.253
B3GNT1	-0.0238333333333333
LARP6	-0.0968333333333333
FBN1	1.5937
ZNF621	-0.44875
JOSD1	0.1701
SNX14	0.085
INHBB	4.16116666666667
TBL2	-0.21125
GUSBL1	-1.319
TXLNA	0.367083333333333
PEX6	0.3655
DDEF1	-0.200583333333333
TMEM187	0.650333333333333
AIP	0.3755
MCEE	-0.5695
LGALS14	0.328
TNFRSF13C	0.25225
CTNNA3	-0.892333333333333
HSDL1	-0.409
LAMA5	-0.1715
KIAA1853	0.0035
PMS2L11	-0.712
AKAP4	-1.9455
DIS3L2	0.2585
ZNF292	0.102
TBX15	2.002
CTCF	-0.1528
FAM19A3	0.754
FUT10	-0.36825
KIAA0746	-0.11125
KRT81	1.095
ALDH3B2	2.25275
MOGAT2	4.2685
M6PR	-0.78025
COASY	-0.2065
CCND3	-0.568285714285714
LAMC1	0.7225
CLASP2	-0.677428571428572
EIF2AK3	0.47775
SMYD2	-0.026
PBX3	0.307875
TMPRSS2	2.80933333333333
OR10R2	0.0981666666666667
ZNF761	-0.0668333333333333
MED30	-0.89475
ZNF629	0.621125
CORO6	-0.8455
FLJ10154	-1.30516666666667
FAM123B	-0.7885
ANGPT1	-2.022
MED23	-0.08025
LOC255374	0.29075
SEMA6A	-0.2817
HSD11B1L	0.635333333333333
GMEB2	0.04
PSMD14	-0.56025
FLJ10213	-1.93675
PDCD2	-1.60125
MAST1	0.09425
EPHA1	0.411333333333333
XCL2	0.936625
EIF4G1	1.21983333333333
UBE2D1	0.2631
RAB39B	-1.3055
IDH3A	-0.8845
CREB5	-0.457375
FLJ21511	1.771
ANGPT2	2.54566666666667
RANBP3	0.1826
DYRK1B	1.259
HLA-DRB6	4.6875
FLJ11292	-0.142
NMRAL1	0.55825
ATP6V0A4	-2.22233333333333
FGFRL1	-1.0955
GZF1	-0.3306
TMSB4Y	0.293
RBKS	0.19975
PHLDB1	1.488
SEC23A	-0.246833333333333
MLX	0.0454
TPD52	0.690333333333333
CPNE8	0.0483333333333333
DACH2	0.43925
PSMA4	-0.326142857142857
C1orf149	0.3533
PGM2	-1.10075
ROCK1	0.382071428571429
TAGLN	2.9268
PTPRK	0.367166666666667
TPSAB1	3.872
GPR82	0.2775
ZNF45	0.36425
ZNF610	0.03925
TK1	-1.58833333333333
LETM2	1.12
KLF1	-2.1835
SAP30L	0.3465
KCNK2	0.0451666666666667
SORCS1	-2.05583333333333
VEZF1	0.411
DNM3	1.77475
GIT1	0.338
OR4K1	-0.14
LSM11	-0.679
C7orf10	0.2345
MMP28	0.931
ZNF394	0.2235
DPF3	0.3235
FAM35A	-0.16825
ODF2	-0.1951
TREX2	0.1445
EPB41	-1.1022
PRKRIR	-0.103666666666667
MED4	0.2165
C11orf21	0.349
ECM2	5.46
SHCBP1	-3.1482
TRABD	0.6011
COTL1	-0.3423
CLEC3A	2.316
TNC	0.79125
ZNF659	0.241
C22orf30	0.0335
C13orf7	0.2015
PPP1R12B	1.0145
SOCS7	-0.679125
MARCKS	2.13058333333333
SACS	-1.81161538461538
TTLL12	0.06375
PPARA	-0.38921052631579
LAYN	2.51733333333333
FAM83G	0.164
MOSPD3	0.24325
PSMG3	-0.8345
ATP1A2	-1.1325
KIAA1702	-0.4145
FAM12A	0.146
PLEK2	-0.44825
TG	1.0175
OPTN	1.13275
HDX	0.876
MAPKAPK5	-0.428166666666667
DGKG	-1.37
AFAP1L2	1.055125
C14orf49	-0.2865
ZFP91	0.094
ZNF428	0.931
OR5B12	0.4555
