Hybridization REF	TCGA-E2-A15H-01A-11R-A12D-07
CYP4B1	2.4485
LYPLAL1	0.36425
CHST3	0.3165
MAP3K9	0.2485
BTAF1	-1.434
TFAP2E	0.271
RBM35B	1.0625
LOC441251	-0.0543333333333333
ANKRD25	0.09
UQCRC2	-0.785
MAEA	0.3285
HYAL1	-2.6579
RNPEPL1	1.19383333333333
CPSF2	-0.8315
PSD3	-1.24
ABCA13	0.439375
AGR2	3.24
GBX1	-0.718
HDLBP	0.7685
ACY3	-0.66225
HECW1	-0.354
ZNF519	-1.9165
HOPX	4.8625
ZNF304	-0.177625
OR12D3	0.128
FKSG43	0.276
METTL1	0.658625
MFSD3	1.3054
PSPH	-2.13325
CLCA3	-0.212
DARS2	0.0111666666666667
CDC25A	-1.08816666666667
BAIAP2L1	-0.092
B3GNT5	-1.387125
USP29	0.581
ARHGEF10L	0.254
ATOX1	0.45675
ADAM30	0.134666666666667
DNASE1	1.02625
STT3A	0.151333333333333
RAB6IP1	-0.38825
PTN	1.6446
C1orf106	0.341153846153846
HECA	0.70625
RNF122	-0.68225
SLC22A18AS	-0.381166666666667
GNG8	0.747666666666667
ELP4	-0.227
FAM65A	0.425666666666667
RPL10A	-0.293833333333333
IRS4	-0.09
MACF1	0.6228
SEC24D	0.108
LOC374395	1.426
TGFB2	-0.3665
MDFIC	-0.893375
CHRNE	0.502666666666667
PCMTD2	-0.189833333333333
ATP6V0D1	0.9935
MTA2	-0.2175
LZTR1	0.237166666666667
RAP1A	0.326
AXIN1	0.649375
POLR1C	0.77025
TRIO	0.561583333333333
PLXNA4A	-0.594083333333333
C5orf33	-0.6485
DEPDC1B	-2.635125
ZNF473	-0.617333333333333
MTM1	0.6185
GPR107	0.432333333333333
CSNK1A1L	0.896833333333333
FLJ14154	1.43575
NLRC4	2.29575
ENPP4	1.32733333333333
PADI3	-0.1875
RNF170	-1.012
CG018	-1.283
C16orf7	1.0715
KCNE1	1.1155
NRM	-1.117
SLC37A3	-1.2305
TPD52L2	-0.2945
UNC5B	2.09425
C12orf12	0.1244
SDHB	-0.52425
CLRN1	0.297375
NUDT10	-0.778333333333333
UGT3A1	0.384125
FBXW8	0.400625
RHOF	-0.82025
PTPLAD1	0.42275
MYO3B	-0.288
DERA	-0.87225
TPP2	-0.3555
C19orf53	0.265
GINS3	-1.132375
ST6GALNAC5	-0.4135
CHSY1	-0.34425
MGC15705	1.0585
GPR83	0.163333333333333
EXT2	-0.079125
DOLK	0.8085
TUBAL3	-0.5875
ACVRL1	1.5873
ABL2	-0.313
C14orf156	-0.630833333333333
PTPRZ1	-3.346625
DIP2C	0.75225
LAMP1	1.439625
RXRA	0.2423
MAP3K5	-1.149
ALKBH1	0.546833333333333
PDLIM7	0.406375
ARL14	-2.796
SNIP1	-0.864166666666667
TIMP3	2.73808333333333
RGS3	0.701833333333333
SPAG16	-0.5318
ABHD4	1.39225
ARHGEF12	0.277333333333333
GLUD2	-0.409
RAC2	-1.2536
UAP1L1	0.3885
SLC18A3	0.236
YOD1	-1.22225
RALY	0.86175
HMOX2	1.466375
DGKH	0.6895
DBNDD2	3.03966666666667
YIPF4	-0.39825
THAP10	-1.55175
ZNF513	1.66175
HAGHL	2.32233333333333
ITGB4	1.7155
CCDC141	-0.533
YTHDF3	0.185
C5orf28	-0.21725
RPL7L1	-0.086
TMEM30B	1.15107142857143
ANKRD35	1.39
DUOXA2	-0.259
TBC1D5	-0.45725
DFNB59	-0.196
HRH4	0.33
MYO6	1.1315
DNAJA4	1.934375
RBM24	-1.37025
CEACAM20	-0.1425
RBM23	0.457071428571429
NGFB	-0.4625
C1orf63	-0.7645
KRTAP7-1	-0.65
PERLD1	4.0075
NPB	0.4185
C17orf59	0.8436
HSPBAP1	-0.29275
SLC15A4	0.083375
PRTFDC1	-1.792
OSMR	-0.4405
CYSLTR2	-0.2855
C19orf25	0.4207
KIAA1797	-0.3955
NLRP6	1.758
FAM105B	-0.7215
SCRN2	0.203333333333333
LRRC58	-0.2703
RNF17	0.049
NEIL3	-2.4815
FAM137A	1.12875
SKP2	-3.56975
PARVA	0.341166666666667
PKLR	-1.9015
RNF34	0.450875
A3GALT2	1.4735
C12orf50	0.0733333333333333
SUNC1	-1.4845
FAM102B	0.005
CCT2	-0.59475
LRRC37A2	0.2385
ARF4	-0.057
SIKE	-0.261
C8orf48	1.92066666666667
MBTPS1	0.994142857142857
GPSN2	-0.3905
NCF2	1.342
SLC12A6	0.360666666666667
MRPL48	-0.71375
HMGN3	-1.02133333333333
LRRC62	-1.49925
PAX9	0.565375
FAM55A	1.7195
C20orf42	-2.1055
SCML2	-1.67866666666667
BCL9	0.8705
FAM40A	-0.084
C9orf41	-0.754833333333333
ZNF774	-1.107
LETM1	-0.614
PLXNB1	1.41916666666667
NIPSNAP1	0.070375
USP10	-0.31375
F9	0.275
LIPE	-1.30675
CNGB3	0.219
C12orf52	0.421125
PI4K2A	0.554875
MED8	-0.143125
STAT4	0.6628
FGD4	-0.0246666666666666
RNF145	-2.96666666666667
WDR32	0.9812
CLDN2	0.414666666666667
TCEAL8	0.73625
ZMYND8	-0.5523
PDXK	-0.34459375
GATAD2A	-0.43825
PTGES3	-0.1015
CCM2	0.56525
TAP1	1.355
ZNF670	-1.6
ETS2	-1.585
C6orf166	-0.507833333333333
PRMT2	0.437571428571428
OR4B1	0.507
INTS8	-0.3795
CCDC102A	0.29925
CCDC83	-0.0391666666666667
ITGA1	0.1944
EPHA5	-2.39566666666667
FAM24B	-0.320166666666667
TSGA10	0.84375
HAL	-2.80766666666667
MYOT	-0.22125
SPACA3	0.08825
BCL2L2	-0.0421666666666667
CUGBP2	-0.9235
CCNB3	0.48875
RNF113B	0.003
MERTK	-0.6865
BAG1	1.768
VPS36	0.044
ORMDL3	2.3137
C1orf190	-0.13375
ZNF625	-1.0975
CORO2B	-1.6555
ALOX15	0.1605
CST1	2.6685
NUPR1	2.55783333333333
CCL7	0.43625
SMCR5	-2.811
DSC2	2.88
RBMS2	-0.27525
GRIK4	0.802
TRIM65	-0.00359999999999999
TMPRSS6	0.734642857142857
TP53INP2	-0.09175
GLB1L	1.60666666666667
LOC388284	0.241666666666667
PUS1	0.612285714285714
BCL9L	0.8895
OLFM1	-0.69275
RET	1.045875
MASTL	-1.45183333333333
ALX3	0.1125
IL1RL1	0.537833333333333
ZNF765	-1.5593
C14orf138	-1.002
SNX10	-1.75383333333333
TAC4	0.388
C1orf64	3.9865
POGK	0.4315
MAPK9	0.797
ZNF366	2.1865
C8orf79	0.3557
CLDN7	2.34625
OR5AT1	0.3865
TRIM37	-1.78625
LRRC25	1.65075
GRHL2	2.4632
TEKT3	-0.388
LASS5	0.525833333333333
ABCC4	-2.51883333333333
DLG3	0.886625
VGLL1	0.666625
ZFP36L2	0.896666666666667
MFRP	-0.355333333333333
KIAA1799	0.31275
FLJ44379	0.54
PCNX	0.01525
ANXA9	2.909
CYP4V2	0.4373
PIK3C2A	-0.16175
SRR	-0.8335
NOL3	0.239
IFITM2	1.8495
ARNTL2	-3.02
ZNF595	-0.62425
NLRP13	0.48
ASPH	-0.158
CPA2	0.2
PVRIG	-1.78483333333333
LEPR	-1.6395
C16orf42	1.77883333333333
SH3BGRL	0.92125
FAM77D	-0.518
FNDC7	-0.9605
C9orf6	-0.308
NOTCH2NL	2.47533333333333
PGBD1	-2.12066666666667
SYNGR2	2.9675
PITPNA	-0.3094375
PRPF4B	-1.1019
SLC43A3	-0.692285714285714
NRBP1	0.95975
SLC25A22	0.5125
ILK	1.13175
SLC22A8	0.336666666666667
MRPS7	0.113625
PITX2	-1.6085
FABP3	-0.89625
OR1L1	0.2245
LOC728215	1.347625
BLID	-1.3785
KIAA1217	2.23547058823529
TFPT	0.16075
AP4B1	-0.7845
VBP1	-1.13325
OR1K1	0.0545
MORC3	-0.384
BHMT2	-0.550166666666667
C3orf10	0.748875
FZD7	0.2905
WFDC10A	0.689
PMS2CL	-0.53525
CCDC32	0.744833333333333
FA2H	-0.71525
ALG13	0.196
TTLL7	0.6487
SPOCK3	0.07175
SLC13A2	0.833
AIM1	0.83625
GPRC6A	-0.142
EGR2	3.2605
MED11	0.82825
WWC1	2.747
SH3GL3	-4.3165
RIF1	-0.208214285714286
PRLH	0.111
VLDLR	-3.16
DBT	0.5405
C21orf63	0.02825
CGGBP1	-0.17025
KRTAP12-2	-0.4225
TADA3L	-0.2135
ZBTB16	3.9
PDGFB	1.5615
RFX1	0.593875
UQCRB	0.0341
LOC133874	-0.871
HPS3	-1.618
LGALS3BP	1.9868
DKFZP564O0823	1.451
MRFAP1L1	0.608875
HOXA10	-0.763333333333333
NGB	0.6025
KIF21A	1.13476923076923
IFLTD1	0.00600000000000001
LZTS1	-0.36275
ARHGEF3	0.9705
RHBDL3	-2.762
CSNK1G2	0.0368333333333333
ChGn	-1.8305
KIAA1244	1.84133333333333
GABRB2	0.1705
MGC72080	0.189
CD27	3.22375
EGLN1	-2.5575
PEX13	0.6685
RWDD3	0.05025
RNF12	-1.09
GRIN2B	1.052
ADAMTS14	0.14125
DYDC2	-0.303833333333333
ATP6AP1	1.4748
NR1H2	0.315333333333333
PDK2	-1.1135
C3orf17	-0.394333333333333
SLC38A2	-0.665
SLC25A29	1.06433333333333
C15orf29	-0.033875
ADAM9	-1.72325
TMUB2	0.98725
GPR176	-0.468
AGK	-0.45
MCCD1	1.159
NDUFA4	-0.3165
TMEM146	0.03125
DUSP1	1.71425
UNQ6975	0.24
EMX2OS	4.12125
INSM2	0.03875
LUZP4	0.571666666666667
SETD6	0.149
P2RY2	2.25325
SLC45A2	-1.801
RABGAP1	1.06183333333333
UBXD5	-0.11
GPRC5A	2.613
PAK3	-0.102
LOC63920	0.28425
TGFBR1	0.1779
KRTAP6-3	0.278
SFMBT2	-0.6825
CDC42	-0.122625
C11orf35	1.569
TTLL2	0.224333333333333
UACA	0.597833333333333
CD97	-2.0661
SETD5	0.308375
NINJ2	0.0575
PTER	-0.675666666666667
POMGNT1	0.18375
KRTAP4-2	0.5095
ECGF1	3.3095
HRB	-0.653909090909091
ATP1B2	-0.3846
LOC400506	-0.359
COL4A3BP	0.23525
C6orf97	1.1415
GRHPR	1.49575
TAS2R1	0.4
SEMA7A	-1.2855
EDF1	0.57225
ODF2L	1.063
PCID2	0.2715
GTF2H4	-0.285833333333333
ZCCHC3	-0.165
CGB2	0.355166666666667
NEUROD1	0.158
C20orf75	0.695
RP5-1054A22.3	1.86583333333333
IFNA5	0.46
ZNF134	-0.11975
MGC119295	0.1948
ZSWIM6	-0.329
SMEK1	0.187166666666667
PCGF2	1.2745
C1orf102	1.75475
CYP2A13	4.443
KCNH6	-0.5019
MDM1	-0.1747
ALDH7A1	0.809833333333333
C9orf75	2.51
VDAC3	-0.982875
OR51T1	-0.447
EIF3F	-0.120083333333333
KCNJ10	-0.7075
LENG8	0.36275
EDEM2	0.171
CCNJL	-0.9935
DHX37	-0.0425
CRYGN	0.1795
AATF	-0.907375
ZNF630	0.91225
E2F5	-0.627
WFDC13	-1.012
FTSJ3	1.27233333333333
C4orf33	0.6135
LHFPL4	-3.088
C19orf56	-0.876416666666667
SMAD4	-0.059125
AFM	0.0551666666666666
G0S2	-2.60475
FCHSD2	-0.091
RRP1B	-1.4412
EEF1B2	-0.480166666666667
STAT6	0.9845
ZNF195	-0.3545
GNL1	0.0841666666666667
ZNRF2	0.220166666666667
PER3	-1.445125
ASB16	-0.051
C10orf10	1.06321428571429
ADCY8	-3.767
C9orf58	-1.903
ARMC10	-0.372333333333333
PSG1	-1.341
DHX34	0.13425
VARS2	-0.08025
NFIC	1.07975
ITPR2	-0.0455
AGXT2	-0.129833333333333
OR6K3	-0.0785
H2AFZ	-0.473583333333333
MLLT3	-0.0506666666666667
COX4I2	1.249
CCNT2	-0.32675
PLK4	-1.643125
NUMBL	-0.864666666666667
MED16	0.79425
PLEKHQ1	0.435
GOSR1	0.131333333333333
BTG4	0.68675
RPL30	0.07925
IGSF5	0.09025
IGFL2	1.701
ELMOD2	0.928
SHC3	-1.076
HAVCR1	-0.576
DYNC2H1	-0.53775
RNF5	-0.6685
C2orf7	-0.74725
NLF1	1.061
KLHL25	0.7925
LRP10	1.5282
KRI1	-0.36325
PUS7L	-0.404666666666667
MGMT	1.69175
HOXD1	-1.03816666666667
CSH1	2.9631
ATG16L2	-0.6185
FLJ44635	1.2755
CHODL	0.1375
EXOSC8	-0.77675
SLC28A1	-0.36575
MYO7B	-0.674
SEH1L	-0.421
MTNR1A	0.4725
TSPAN5	-0.277
CDC45L	-3.14
AMIGO1	0.451
ATAD3A	-1.06
OSGIN2	-0.263833333333333
PDIK1L	-0.0496666666666667
DARC	1.507125
PIPSL	0.418
SHMT1	-1.10725
CRISP3	0.584
POPDC2	1.9865
ZRANB2	0.0818333333333334
FBXL8	1.85175
TRIP13	-2.02609090909091
EIF5AL1	-0.0335
POU5F1P3	-5.06816666666667
IL6	-2.8855
CXorf38	0.516
IFNA16	-0.0345
FBXL2	1.39516666666667
BRD1	-0.5215
STATH	0.42625
FBXO44	-0.127333333333333
MCCC2	2.30225
CDC2	-1.4585
C5orf23	-2.05875
IVD	1.23433333333333
C10orf122	-1.51733333333333
MSL3L1	-0.2526
MVP	1.7995
EPOR	-1.7054
ZMYM1	-0.822333333333333
BCL7C	0.6645
PSTPIP2	0.0775
LYPD1	-2.718875
OR8G5	-0.1905
ZP3	0.587
BCAS4	1.6055
EDG6	0.9935
ISY1	0.541
PRAMEF2	-1.718
CUL1	-0.727375
RNF213	2.0497
CCRK	1.1965
DHX9	-0.091125
C13orf29	0.35825
NCKAP1	0.521833333333333
MRPL43	0.9685
XPR1	-0.39525
PKN2	1.204
PODNL1	1.1345
ZNF333	-0.854625
DALRD3	2.26175
OPN1SW	0.422
BTBD6	0.4695
C11orf82	-2.062
OR5P3	0.224
DUSP11	-0.3685
L1CAM	-1.343
NEK11	2.37316666666667
OR7E91P	1.157
CNTN3	2.1309
CREB3L2	-0.53325
ZBTB37	1.4745
KIAA1324L	0.503
NDUFB10	0.325833333333333
NUDT2	1.8365
GTPBP8	0.08975
CACNA1D	-0.0435714285714286
PRKAA2	1.34583333333333
PRDM8	-0.309
MGC16075	-1.08016666666667
KRT14	1.63378571428571
PP8961	0.912875
MRPL18	-0.578
ABCG2	-3.45425
PACRG	1.22875
BBS2	-0.01875
KREMEN2	-2.005
FBXO21	0.46375
HNRPUL1	-0.302083333333333
GRB10	-1.317
CLSTN1	1.217
LMAN2	1.275
C17orf61	0.19775
NIPSNAP3A	0.50575
INSIG2	-1.56083333333333
PCDHB7	1.60366666666667
STXBP2	0.737125
CMAH	0.242727272727273
SEMA5B	-0.9825
ZNF155	-0.488666666666667
COQ6	0.515666666666667
PRPF4	0.24275
TSPAN15	3.6804
VN1R5	0.29325
LATS2	-0.15125
SELK	0.056
PGK2	0.24075
MS4A1	-1.336125
TYW3	-0.0803
KRTAP5-1	0.97925
RCCD1	-1.27983333333333
BTN1A1	0.44275
DDX28	0.3645
TMEM65	-1.31575
LOC92345	-0.07575
TTC31	-0.058
WDR46	-0.761166666666667
CHP2	-1.54
LSP1	0.621875
ZNF542	-0.58925
EXOSC1	-0.43625
ARHGAP18	-1.0225
LRRTM4	-1.08957142857143
MAOB	0.0188333333333333
CACNB4	-0.5045
MGC33846	0.61275
RANBP3L	1.27775
ATP5L	-0.274375
ONECUT1	-3.279
NUDT9	0.5195
TMEM149	-0.334
STX17	0.7445
IGSF10	-2.861
TMPRSS9	0.8795
BMPR2	0.576583333333333
ALLC	0.55275
KLF7	1.3585
GCC1	0.427
TIMM9	-0.3885
CDO1	-0.786
MGC10701	-0.42
IFI6	1.44783333333333
FRMD8	0.65325
MGAT2	-0.45275
WBP5	-0.229666666666667
CNIH2	0.4935
KIAA0907	-0.3439
KCNH8	-0.4585
CTSG	-2.05025
GRIK1	-0.6395
CUL5	0.510875
FRMD1	0.332
OR9A4	1.3735
SYT6	-1.84
FOXD4L2	1.75625
ANAPC2	0.636833333333333
OPN5	0.6635
TAF13	-0.5885
LYG2	-0.60975
GGNBP1	0.2695
C11orf40	0.154
OTX2	-2.2745
REG4	-0.283166666666667
EIF5	-0.6870625
PALB2	-0.8895
SEPSECS	-0.2472
RNASE3	-0.139
TRIM49	-1.3375
POLR2K	0.7523
GPR42	0.5175
C8B	-1.82575
SASS6	-0.9225
PREB	-0.182666666666667
OR3A3	0.1175
TUBA8	0.463125
IGLV2-14	-0.61
STIL	-1.20425
ANKFN1	-0.936666666666667
NME7	-0.697
HOXC12	1.18025
UBE2C	-1.123875
FHOD1	0.213875
CDK2AP1	-0.0240833333333333
OR6K2	0.00625
DHPS	-0.3565
RPL5	0.0974166666666667
TRGV5	0.116
LOC541472	-0.29625
HCCS	-0.6663
DENND1B	1.4645
LHX3	-0.0605
OR5D16	0.004
CXorf57	-2.5836
IRF2BP1	-0.61975
NDST2	0.543666666666667
LCE3D	-0.235
BOLL	0.348857142857143
SYT3	-1.1695
PIH1D2	0.146
C20orf7	-0.756333333333333
IL1R2	-1.41933333333333
SLAMF9	0.7205
PPME1	0.797625
PIK3CA	0.22275
TRAPPC1	0.43325
COLEC10	-0.81025
SLC9A6	-2.04516666666667
PDDC1	0.113916666666667
CCDC53	0.882
GK3P	-0.90175
DAZL	-1.97033333333333
BRI3	-0.10275
SDK1	-0.885625
CYP2C18	-0.08925
IFI44L	2.341625
RPL3L	0.1395
FUT9	-0.369333333333333
KIFC2	1.373
PMP2	-0.278875
SLC4A9	-0.6245
PLAG1	-0.0656666666666667
MYCBP2	0.408166666666667
OR4E2	0.6165
CCDC65	0.793
C16orf82	-0.2725
ENTPD4	-0.582
BRP44L	-1.056625
PMP22CD	2.77
TMCO4	1.08916666666667
KCNN1	-0.818
WDR35	-0.56675
CCDC80	1.886
C3orf31	-0.6475
SLC7A9	-0.86375
TMEM190	-1.3055
DBC1	-0.562
FADS3	-0.328
PDZD8	-0.0518333333333333
GRM5	0.287375
AZGP1	4.7205
PEX3	-1.6725
MED1	1.76007142857143
ATG4C	-1.09866666666667
HNRPH3	-1.309625
FAM109B	1.97925
C4orf17	-0.252
CA10	0.148
OPRD1	0.386
CCL16	-1.743
SACM1L	-1.46175
CST6	5.3545
CD63	1.4019375
LGI1	-2.04375
ZNF784	0.8645
CRYBB1	-1.715
CX3CL1	0.6809
TOP2A	-0.692375
GYPB	-4.00833333333333
GADD45GIP1	-1.10775
FEN1	-0.708875
IGF1R	1.2855625
WDR72	-1.70283333333333
PURG	-0.789166666666667
DEFB126	0.1015
PKD1L1	0.584
CAV1	-2.7797
GNPDA2	0.0212
DGAT2	0.361375
NLGN1	-5.4895
STRBP	0.16475
HPRT1	-0.675666666666667
FANCI	-1.65525
PSMA7	0.846875
DBF4B	-0.489333333333333
TTF1	-0.172
RAD54L	-1.97525
ELOF1	0.24975
PLAGL2	0.00387499999999998
ZNF256	-0.21075
HMGCL	0.59525
MSI2	-0.528833333333333
RPESP	0.0786666666666667
C11orf60	0.899
ABCD1	0.5465
ACAA1	0.4507
SPARCL1	5.01557142857143
IL6ST	1.0418
ZNF319	-0.483
TMEM109	0.7096
FAM90A1	-1.24316666666667
IL22RA1	-1.759
ATP4B	0.693
TEC	-0.923
C7orf30	-1.572
TXNDC2	-1.125
ABCB4	0.06825
KIAA1191	0.0535
C9orf38	0.23
SFTPB	0.11775
CNTNAP2	2.12908333333333
FRK	1.18
TBX19	-0.17
CHD4	0.63475
C6orf26	-2.49866666666667
MOSC2	1.9335
IKBKE	2.02725
HIF1A	-3.16966666666667
LOC595101	0.3945
RELA	0.7695
TMEM16B	-2.574
ABHD12B	-2.17525
TSEN34	-0.3575
KIF18A	-2.4535
TXNDC9	0.0726666666666667
SPATA2L	0.8095
SEMA4G	-1.814
C21orf91	-0.398625
MATN1	-0.1845
KCNIP4	-0.564666666666667
TUSC1	0.860875
OR4C15	0.04775
ARMCX6	0.506166666666667
WBSCR27	0.891
OR52I2	-0.4415
KIAA1604	-0.6425
DYNC1I1	-1.5875
PPP4C	0.2835
SLC47A2	-2.16283333333333
TREH	-0.107375
CD48	0.556333333333333
ST14	3.01016666666667
PKN1	0.36675
SPON2	2.6105
XBP1	1.67358333333333
SFRS12	-0.418166666666667
EFCAB6	1.65
SELT	0.14325
SLC39A2	1.493
ERF	-0.767166666666666
ARL3	0.854375
SURF6	-0.0523000000000001
MLLT10	-0.574666666666667
FLJ11171	-0.00616666666666667
TDGF1	-4.6445
ERCC6	-0.43575
EIF2AK4	-0.0285
BAZ1A	0.447
LRRN3	-0.649833333333333
TMC3	-0.7465
EFTUD1	-0.0115
PTPRO	0.519833333333333
CLEC12A	0.403
ACBD4	-0.14725
ZDHHC14	-1.186375
OTUD7B	1.570625
ACTB	0.8438125
MSRA	-0.026875
LCE5A	1.844
IFI35	0.86275
BSCL2	1.45066666666667
ANKRD12	0.802416666666667
CFHR2	-0.08825
RGAG1	-0.919333333333333
HSFY1	-1.128
SLC30A5	-0.35775
IMPG1	0.017
GPR109A	0.3885
ZNF185	-0.8445
IYD	2.191
NPCDR1	0.0265
SERPINA13	1.7985
HMGCLL1	-1.1275
NEUROG1	1.15416666666667
UBQLN1	0.13825
LIN37	-0.58475
SOCS2	-3.3495
DSCR4	-1.594375
XKR6	-1.17575
GPR142	0.4455
KRTAP13-3	0.8045
CCDC15	-0.255166666666667
MOS	0.381
CD1E	-2.158
OFCC1	-0.1204
FAM83D	-1.98275
SRFBP1	0.0705
C9orf96	-0.117
DHDH	-1.57625
CCDC90A	-0.4925
RABL3	0.85555
CD320	-1.91816666666667
ANGEL2	0.4275
MRPL21	-0.67275
SMG6	0.493833333333333
INSR	1.172125
FLJ14816	-0.627
GLRB	0.291333333333333
C9orf89	1.99725
CIZ1	0.247
URG4	1.12366666666667
LRDD	-0.286
CBY1	0.8915
NFX1	1.184625
MTERFD2	-0.138928571428571
C19orf23	0.6495
PGC	-2.541625
IER3IP1	0.9834
RASAL2	1.18716666666667
C1orf89	0.9465
SYNJ1	-0.723625
NFKBIE	0.28075
FLJ40125	-1.98416666666667
TCEB2	-0.3474
NOG	-1.1335
POLR2J2	-0.366333333333333
HLA-B	2.1795
PCDHA1	3.6585
PPP2R2B	-1.729
ARHGEF17	0.742166666666667
TCF7L2	0.805071428571429
CHD5	-0.766166666666667
ZNF431	-1.705375
TBC1D25	0.12
ZNF800	0.31725
SCUBE2	1.13254545454545
MYCBP	-0.268333333333333
GPX5	-0.013
C6orf129	0.229
QSER1	-0.454166666666667
ULK2	0.3235
PIGO	1.93966666666667
NRCAM	-3.45007692307692
SLC35E3	0.43275
CSRP2	-1.4175
HYPE	0.1295
MAPK15	0.665
MGC14327	0.09875
TIMM13	-0.696666666666667
ZNF462	-1.3605
GBA3	-0.318
TEX13A	0.112
MCM6	-1.51955555555556
MTRF1	-0.916
ABCA7	-1.01525
EIF4A2	-0.5455
ZC3H10	0.8948
RPGR	-0.564666666666667
C20orf94	1.19475
RP1L1	0.5895
GPR125	-0.385125
USP22	0.196071428571429
OR1L4	-0.063
MLZE	0.343
FLJ32065	0.51975
PTCD1	0.006
CRTAC1	0.107333333333333
BXDC2	-0.987
C18orf1	2.232
FAM107A	-0.0186428571428571
EFNA3	2.15625
P18SRP	-0.4189
CAMKK2	0.484333333333333
KIAA0649	0.07075
NES	-0.730833333333333
HS6ST3	2.148125
PON2	-0.6805
TCP11L2	-0.6365
CLEC4A	0.481
PRR12	-0.011
MLXIPL	-1.6027
C2orf50	0.7
ZNF28	0.23325
ENC1	0.909833333333333
MAP2K1	-0.7905
FKSG2	1.438
KIAA0430	0.3335
PTP4A1	-1.862
GPR156	1.4885
GTF3C6	-1.2045
UBR2	0.0917
LOC388272	-1.36775
MAK	-0.343833333333333
ACOT4	4.13025
STC2	2.04966666666667
PIGW	-1.62825
SAE1	-1.2335
COL6A1	1.76559090909091
OAZ1	-0.400166666666667
STMN4	0.950833333333333
EDG3	0.719333333333333
SGCE	-0.515166666666667
IL11	-2.01716666666667
PRSS8	3.112375
YIPF5	0.760416666666667
WNT4	1.237375
CSN2	0.166666666666667
TCF7	-2.842125
TDO2	0.51975
SAMD9	-0.238375
S100A7A	-0.0825
MMRN1	0.968
GKAP1	-0.0665
AKR1C3	-1.611875
RNF19A	1.29375
GMDS	-0.26625
YKT6	0.075
SPARC	2.088
C12orf31	-0.09525
UBE2V2	-0.456166666666667
FBXL18	-0.4485
KIAA0460	1.04825
ADAM22	-0.60175
SERPINC1	-5.3855
KCTD21	0.7385
MYOHD1	-2.55025
ZNF37A	0.134
GTF3C1	0.760166666666667
CTSZ	1.48925
PRNPIP	-0.55325
DRD1IP	0.85625
NR1I2	-1.70933333333333
ZNF266	-0.3987
SPAG4L	0.586
COX4NB	-0.6765
SAPS1	1.23583333333333
APOA1	-4.111
TATDN1	-0.253833333333333
C10orf82	3.03275
KPNB1	-0.9465
FOXO3	1.21933333333333
CRYBB2	-1.371
ZBTB5	-0.278166666666667
SLC25A38	0.11175
DCTN2	0.248833333333333
IFT20	-0.187
CTHRC1	2.322
C1orf31	0.235875
UHRF1	-0.736125
GPC6	0.42825
C10orf54	0.6715
MCF2L2	-0.2732
WNT9B	-0.2085
OLA1	-1.379875
FAM120B	0.522
TTLL10	0.023
CYorf15A	-4.6445
RELN	-2.1045
SCN2B	1.24708333333333
MFHAS1	-0.93275
NKX3-2	-0.150333333333333
RASGRF2	-0.122
SSBP1	-0.885833333333333
KPNA6	-0.712928571428571
LOC389118	-0.0445
HS3ST4	-1.35375
SUPT7L	-0.707125
FLJ32658	0.37925
IGFBPL1	-1.61725
KIAA1641	0.1903
SHKBP1	-0.448
CSF1R	4.6525
NAGK	0.98
MYL2	0.20275
HIST1H4C	-0.977833333333333
TOMM7	-0.381
ADAMTSL3	1.9296
TNFSF14	-0.25125
PRRT2	0.139
VTA1	-1.058625
AOAH	2.09116666666667
CRISPLD2	1.73128571428571
PNN	-0.731
TA-NFKBH	-0.21475
ESPN	1.148
RBM43	-0.108
KIAA1267	-0.20725
DDX3X	-0.0163888888888889
KIAA1576	-5.1805
PLXDC1	3.84516666666667
FLJ25801	-4.858
HNRNPL	-0.4905
RUNDC3A	0.554
CASP12	0.5905
SH2D5	-1.5035
RPL26L1	0.286
OR51A7	-0.26275
HDC	1.6395
C2orf16	0.0851666666666667
SYTL3	1.652875
GOLGA4	0.7830625
NOTCH1	-0.651333333333333
ATPAF2	0.515
ECD	0.059
SSX5	-1.231
SNAP91	0.20525
OCA2	-5.176
PNPO	-0.205666666666667
DAPK1	-0.929166666666667
PINX1	-1.02216666666667
SELENBP1	3.143125
NEK3	0.397166666666667
TMED4	0.239928571428571
SSTR4	0.3375
FOSL1	-2.9438
CD40LG	-0.13
CES1	-1.76575
DCI	0.567833333333333
B3GAT3	0.672666666666667
STK17B	-1.48375
CNTN6	0.66975
CYP3A4	-1.60833333333333
MBOAT2	1.40735714285714
PISD	0.476
USP1	-0.97
PYDC1	2.69866666666667
CENPM	-1.09325
SAR1B	0.428
TTC7B	-1.34875
DP58	0.8205
GPC1	1.751
RBL1	-2.141125
TMEM137	-1.893
TOB1	-0.344166666666667
TCEAL1	0.627333333333333
CENPF	-1.23718181818182
C6	-0.295166666666667
PRSS1	-4.21425
PPIL6	-0.3245
C6orf124	0.245
ODZ4	1.25216666666667
SNCB	0.02125
NDUFB9	-0.25675
CNOT6L	-0.0426666666666667
S100A9	0.953833333333333
TRIM50	0.3595
KCTD1	1.7518
WDR63	-0.4
SPEF2	2.1845
RNGTT	-1.78466666666667
CXorf22	0.6295
KCNK16	0.77325
CEP250	-0.4065
ATPBD1B	-0.7615
KCNJ2	2.935
MT1B	-2.006
ZNF684	-1.284
SLC4A1	0.47425
PDHA1	-0.66725
ZNF492	-1.43675
