Hybridization REF	TCGA-BH-A0BT-01A-11R-A12P-07
SERTAD1	1.02566666666667
FLJ21963	-1.43875
ANTXR1	-0.5593
TMPRSS13	2.74666666666667
ETV7	2.50983333333333
DGAT1	0.765
NKIRAS1	0.627166666666667
TAC3	-3.1585
CORO1C	-1.13191666666667
RAD54B	-1.26975
HRASLS3	2.78383333333333
C21orf42	0.251
BARD1	-0.691
ZNF177	-0.377666666666667
MIP	0.4285
ZNF442	0.47
F2	-3.421
GRIA1	0.027
GALNTL2	0.4815
WNT5A	0.3454
LENG9	0.4045
hCG_25371	-1.3945
FOXR1	0.783
TRA@	0.494
PWWP2	1.41675
C1QTNF7	0.584833333333333
SLC7A4	2.84475
C4orf7	3.56725
C17orf80	-0.421333333333333
KLK4	0.602333333333333
IL31	0.707
TMEM176A	2.578
CTNNB1	1.315
BHLHB2	1.03375
TMEM185B	0.969333333333333
ARD1B	0.18325
C1orf93	2.014
BRUNOL4	-0.592666666666667
LOC541469	1.86558333333333
UPK2	0.212
GAS8	0.271
PATE	1.5675
IMPACT	1.467
WNK4	-1.43
HNRPLL	-0.459625
GAD2	0.338
ITGA6	0.7665
BMP15	0.504166666666667
CYP2A7	0.774125
RIC8A	0.504125
CCND1	0.687833333333333
USP35	1.043
DSCR2	-1.13875
CCL4	4.16116666666667
ZCCHC10	0.421
NOL11	-0.64525
TRPM2	-0.0179166666666667
PSMD2	-0.454272727272727
CHTF18	-2.2155
USP18	0.561375
RRAS	1.20875
LAMC3	-0.957
TOX	-3.53533333333333
PCDH15	-0.1725
GABRG3	-1.96025
NUDCD2	0.2115
SGCZ	1.823
KCTD17	0.1621
SPSB2	0.25
TPPP3	4.249
CILP2	0.459666666666667
CALB2	1.016625
CEBPZ	-0.912666666666667
ZNF479	-0.2105
FMOD	4.46166666666667
C21orf66	-1.8375
CLN6	0.2505
ANAPC1	-1.170125
SH2D3C	1.4935
PTPN14	-1.7072
TRIM42	-0.0105
APTX	0.2425
SNRPG	-0.4735
BMS1	-0.77675
MAGEA3	-4.199
NFATC3	-1.419
LRRC45	0.978333333333333
ARS2	-0.0349285714285714
LRIG1	2.59733333333333
EPSTI1	-0.562833333333333
PRSS27	0.5435
ERC2	-1.270875
PRKACB	-0.793142857142857
PRDM13	-3.4865
HCG27	-0.934
KLK12	-3.789
HSD17B7	0.587833333333333
ZNF354A	-0.11575
PCDH11X	-0.1025
DMGDH	-1.0055
PCBD2	0.0458333333333333
TMC6	-0.344375
RIMS1	1.68057142857143
SF3B2	-0.502
RCN1	0.575166666666667
CPB1	2.576
BCAR3	-1.41025
FCRLB	0.726625
PAK1IP1	-1.51575
OR10H1	0.434
KIF9	2.1795
PITPNM2	-1.094625
L3MBTL4	-0.6575
TGFB1	-0.0368
ZXDC	-0.394
SLC6A16	-0.7965
SRrp35	-2.383125
LRRC8E	2.20875
PPIAL4	-0.752166666666667
EOMES	-0.0626666666666667
PAX2	-0.6415
SCARF2	0.665125
PSEN2	2.00833333333333
PCDHB13	0.70525
C10orf28	-0.73675
DHRS7B	1.12371428571429
C1orf131	-0.367
ASB1	-0.7967
ZNF223	-0.0473333333333333
LCMT2	0.666
MEP1A	-0.54275
TMEM53	1.99875
RSPH3	1.385
C10orf33	0.0255
LOC644285	-2.3
PTPN9	0.568666666666667
ABCA12	-1.75025
CCDC37	-0.896
RUNDC1	1.744
YES1	0.353333333333333
FAM120AOS	0.6845
OR5M3	0.5955
PPP1R3F	0.109
IL13	-0.2363
MDFI	-0.83475
PRNT	0.9125
ZDBF2	-1.9045
OR10C1	0.821833333333333
CLIC1	0.204833333333333
LILRA5	0.596833333333333
CSAG1	-3.87833333333333
TREML2	-0.612666666666667
FAM125A	0.677833333333333
ZNF74	-1.02825
FAM104A	-0.1025
LRRC39	-2.4305
SAMD5	-0.92075
HYAL2	1.33975
HIST2H2AC	0.35775
IGFBP5	-0.484695652173913
NRTN	-0.887
KIAA0556	0.3885
FAM29A	-1.81722222222222
JMJD2A	-0.82925
EPHB1	0.44125
POLD4	1.298375
ANAPC10	-0.84
LRRC36	0.9485
MEGF6	0.574875
LPHN3	0.383833333333333
BMP10	-0.0511666666666667
C21orf55	0.584
CREM	-0.5628
PTGER4	-1.23433333333333
METAP1	-0.724625
KCNQ1	0.9925
NR2F2	1.338125
SSFA2	0.460583333333333
CTTNBP2	-4.02625
BCL2A1	-1.633375
ZBTB24	-0.659125
SLCO6A1	-0.9245
PRDM1	-0.2072
OR7D2	-0.2505
CCDC47	-0.2429
LOC646982	0.6075
SLC26A6	-0.425
BIN1	-0.1928
SRRM1	-0.499285714285714
PCSK1N	0.451375
ALS2	-0.650333333333333
ECT2	-0.888421052631579
CACNA2D2	0.987625
DOCK6	-0.1605
C10orf119	-0.47325
FATE1	0.044
DUSP23	1.983
TRIP6	0.374142857142857
NUP35	-0.792
CDH3	-0.72525
KLHDC8A	1.45525
C9orf116	2.16625
EI24	0.2565
CENTD1	-0.103166666666667
RWDD2B	0.1565
DOCK1	0.421
NPAS2	-0.278
NR3C2	2.3215
FAM63A	1.49908333333333
INPP5F	-0.910166666666667
FAM111A	0.0698
MYBL1	-4.20941666666667
IQGAP3	-0.155833333333333
CRADD	-0.2935
DUSP12	-1.3505
PDZK1IP1	4.0905
VASH2	-0.49175
CTR9	0.5185
VIL1	-3.9335
OR8U1	0.464166666666667
CCDC107	1.0165
PTTG1IP	0.39725
OR4X2	0.361
COL9A1	-1.2915
PSMD9	0.00649999999999999
ZFP62	0.0275
TIP39	0.88725
PARP15	-0.8815
TTC19	1.27475
C1orf114	-2.36366666666667
GFPT1	0.7105
SLC27A6	-1.7355
MRPS10	-0.279
CALML5	1.17066666666667
TRPM7	-0.05325
CGNL1	1.18725
CECR1	0.4985
SERPINB8	-0.338166666666667
TMEM102	2.15575
PDIA2	-2.58525
NUCKS1	-1.02966666666667
HOTAIR	-1.42075
EBI3	0.216
NXN	-1.374
ZMYND19	-0.727375
FOXJ3	-0.4015
EIF5B	0.1934
EIF2B4	0.614
LEO1	0.1235
ZIC5	-1.43525
IL20	-0.0125
KIAA0415	0.3235
FLJ37357	0.1885
TSPAN12	1.171
ACTR3B	-0.52475
TFAM	-0.715166666666667
IL17RD	1.702625
PARP12	0.6615
KLHDC7A	0.688
KCTD4	0.0648333333333333
GTF2H1	-0.50725
FLCN	-0.404333333333333
BIRC4	0.9245
LOC790955	0.47025
VKORC1L1	0.23825
CYP4F22	0.612833333333333
TAS2R5	0.7315
ZNF582	0.954
HS3ST3B1	-1.376125
CTNS	0.397
STK36	0.926166666666667
MMD2	0.3215
RP5-1103G7.6	0.402
FLJ23356	0.477
CRH	-0.7055
C1orf182	0.981
ACP5	2.55916666666667
AMFR	0.3038
CA4	-1.803
PLCB4	-2.2685
MPHOSPH10	-0.79225
UNQ473	1.92633333333333
G3BP2	0.184833333333333
SR140	-1.04158333333333
HOXA2	-0.15125
PYGB	0.494375
BAT1	-0.08825
DKK3	-0.118833333333333
DDX31	-0.755625
TULP1	-0.281125
NHLRC2	1.26175
TNRC4	-0.350166666666667
ZNF430	-0.5235
TNRC6A	-0.468875
PLA2G1B	0.940833333333333
RCHY1	1.60983333333333
GTF2A2	-0.355166666666667
MGC4294	-1.494
ZNF691	0.30025
TACC3	-1.721
DNAJC5G	0.3815
LOC4951	-0.0205
MS4A4A	-2.296
LOC152485	1.15
PPP1R2P1	0.773
PPP2R5B	0.406
RPGRIP1L	-0.9085
SPOP	0.3586
PTPRF	2.2305
MGC42090	-0.567
SUSD3	2.90525
THOC4	-0.409875
MAML1	-0.3348
FXR2	-0.3065
TYK2	-0.02925
MUC6	0.458
DNAJB7	-0.172
PIP4K2A	0.0727857142857143
MEX3A	-1.66583333333333
RRP1	-0.45575
TFAP4	-0.42125
CXorf41	0.509
MTMR4	-0.1175
CTLA4	-0.196
SNX9	0.60675
CIB3	1.39233333333333
NECAP1	0.483875
PLA2G2D	-0.3888
GLMN	-0.741
DCLRE1A	-0.537
PDX1	-0.189
SAMD11	-1.136
MRPL55	1.0056
TLR7	1.6005
TBC1D21	0.102333333333333
SMAD1	1.6942
ACTRT2	0.1855
RIOK2	-0.4275
PDLIM4	-1.54475
SLC22A15	1.01583333333333
ABHD13	1.0589
STX18	0.7052
CCPG1	0.841214285714286
DCBLD1	-0.542833333333333
SLC2A6	-1.185
NOLA3	0.007
TRDMT1	-1.90107142857143
IL17F	0.69
ATP1A4	0.371666666666667
OR52W1	0.3355
CFL1	-0.15275
IL4	-1.13575
RBP2	-0.206333333333333
CPSF6	0.3135
TTC8	0.136666666666667
MUCL1	4.0525
EYA3	-1.81916666666667
KRT38	0.26975
GNE	-2.56975
ZNF501	1.1235
SLC35A2	0.47575
CEP110	-2.2014
MYF6	0.3325
MGST2	0.822333333333333
TRPV4	0.829333333333333
NEK8	-0.05
NOX5	-1.22
NCKAP1L	-1.79333333333333
EMP3	-1.30033333333333
BPY2C	1.2355
C1orf38	-1.039625
ELOVL2	-2.06475
CBX7	1.08958333333333
OSBPL1A	1.06533333333333
ZNF589	-0.908
ESCO1	-1.51933333333333
TRA2A	0.5515
C3orf26	-1.72425
PHF2	0.486666666666667
PID1	-1.3925
RFC1	-1.028625
MTAP	-0.5394375
ADORA3	2.95233333333333
LOC389458	-0.8195
TRNT1	-0.8345
CRIPAK	0.1415
RAI2	0.883666666666667
ANKRD44	0.522666666666667
GZMB	1.59075
NFE2L1	0.26575
STIP1	-0.951333333333333
RASL11B	0.5
NT5DC2	-2.13816666666667
LRP2	1.830125
MTDH	0.0177333333333333
ARSG	1.036
HSP90AB1	-0.624666666666667
CT45-6	-5.02675
ZNF483	-0.72175
LMBR1L	-0.58475
S100A2	-3.1165
C2	-0.909222222222222
C2orf27	-0.893125
EIF4EBP1	-0.339
GCKR	-3.14966666666667
PPP1R9B	-0.00549999999999999
FER	-1.15425
SNRK	0.749
OR5M10	0.629
UTP6	-0.91625
CAPZA3	0.568
FBP1	2.47
TERT	-0.6735
CCL1	-0.8185
FUCA1	2.3405
ALS2CR8	-0.404333333333333
KCMF1	-0.13625
SRCRB4D	-0.032
OXCT2	-1.24983333333333
IL17RA	0.812
MPP5	-0.03675
SPA17	0.997
FLJ10986	1.5795
GALNT14	1.3205
CXorf27	-0.5925
NPLOC4	-0.00125000000000001
RAB34	0.0685
KRTAP3-3	3.994
ARSD	1.85783333333333
CPLX2	-1.3213
PJA1	0.62375
WHDC1L1	-0.962
RB1	-0.1368
MTMR15	0.2265
PHLDA2	0.2557
GUCY2F	-1.38
MPV17	0.0878333333333333
SLC35D1	0.625
LYSMD3	-0.0348
COL16A1	0.44025
ERLIN1	-0.187666666666667
JMJD4	0.80775
HIST1H2BK	-1.0405
TP53I11	1.72266666666667
ST3GAL4	-0.4115
PF4V1	0.457666666666667
ALG8	0.00125
REG1A	-0.01675
MINA	-0.2805
CYB5R3	0.626666666666667
HHLA1	-0.52625
MYST4	0.4179
VASN	-1.2635
UCHL5IP	-0.82675
TFAP2A	2.231375
MGC9913	-1.5675
C9orf97	0.231
LOC90379	-0.30875
PHF15	0.205785714285714
ZNF169	-0.2665
KRT7	0.6091
GLIPR1L2	2.286125
LOC116236	0.67525
IQCF3	0.2755
RDH14	0.983166666666667
HNRPK	0.366
RABEPK	-0.166333333333333
ISX	-2.7595
CBARA1	-0.004
RAD51AP1	-2.52575
MLL5	-0.270875
CXorf48	-5.3595
SGCD	0.0955
PHTF1	-0.699625
CA3	0.92625
CMTM5	0.2515
STX10	-0.216125
JMJD2D	-1.516
P4HA1	-0.634333333333333
GAB3	-1.41716666666667
DHRS4	1.07483333333333
COL4A1	2.9323125
C20orf20	-1.3145
OSBPL2	0.019875
PTTG2	-2.629
KIAA1688	1.30075
STS	-1.825625
SHROOM4	0.751666666666667
KBTBD5	0.461166666666667
ALDH1A3	0.5595
BTNL2	0.181
TGIF1	0.5555
ZFAND5	0.1595
ICA1	1.965125
NAV3	-0.025
FLJ12331	-0.26425
EPS8L2	1.0599
MNT	0.089
ENTPD1	1.42633333333333
OR51E2	2.785875
STK11	0.606875
MX1	2.229
TTTY9A	-0.860333333333334
CX62	1.003
LOXL4	-1.330875
EXOSC4	0.0935
PURB	-0.388642857142857
SETD1A	-0.640333333333333
RELB	1.083
LAMB2	2.23766666666667
HNF1B	-0.34
PNLIPRP3	-1.6315
C14orf139	-1.18375
UMOD	2.6315
GRIN3B	0.2085
GPR25	0.436
ZNF512B	-0.7325
ATP6V0A1	-0.428125
SRA1	0.418333333333333
ZNF615	1.033
ZNF768	-0.07475
ZNF469	1.97225
DYNC2LI1	0.869666666666667
DNAH3	0.04
LOC387911	0.939
LOC554234	0.38275
ARRDC5	1.407
TMEM59L	-0.945833333333333
MARCH4	0.71425
CNOT8	0.478
KIRREL3	-1.47383333333333
ADAM17	-0.135875
MYOG	0.528875
CPNE1	-1.025
AK5	4.73075
LOC204010	-0.544
NDRG4	-0.73675
LOC130074	0.13825
PIAS4	0.6225
NCOA2	1.42025
TEGT	1.7676
USP5	0.46675
ANKRD21	-0.305
KIAA0692	0.0336666666666667
HAPLN3	0.07875
LZIC	-0.6455
NRXN3	1.03025
CDKN2C	-1.8445
KIAA0226	0.306583333333333
CYB5D1	1.04
WDR68	-0.6034375
ABCB6	-0.7118
MRPS25	-0.976
ZMAT2	-1.05116666666667
KRT25	0.7525
RPL11	-0.365
GRAP	0.209666666666667
LOC198437	2.74166666666667
RORC	1.577625
RAP2C	1.66492857142857
MXD1	-1.0550625
AZI2	0.179333333333333
NUAK2	-0.2945
AHSG	-5.697875
MANSC1	2.7045
IMP3	0.289333333333333
C2orf3	-1.06125
VSTM3	0.6255
PCTP	-0.17475
SIRT1	0.45825
MANBA	1.90975
CD164	1.856625
GFRA1	2.0913
PRM2	0.25075
ZKSCAN3	0.208
PLEKHG1	1.43
TPRKB	0.28375
UBFD1	-0.20925
CDKL5	0.2885
HIST1H2BD	-0.0908333333333333
INPP4A	-0.572333333333333
BMX	-0.343875
PTPRU	-2.159
LOC554202	-0.453333333333333
HOXC8	-0.737125
IL12B	-0.2295
ADPGK	-0.403
ZNF418	1.0245
SIAE	2.623875
CWC15	-0.5155
RP13-401N8.2	-0.0445
KLHL11	0.22225
DEDD2	0.51125
PSMB3	0.1955
DDX25	-2.5335
ZBTB3	0.655
GFRAL	1.762
RPS25	-0.5635
FAM57B	-0.703
TESK2	0.512833333333333
DNM1L	-1.081625
ZNF207	-0.3695
CLEC11A	0.40575
TOLLIP	1.31575
TMEM61	1.43533333333333
DLK1	-4.3297
PLVAP	3.34225
NOD2	1.46666666666667
SCMH1	0.366
FLJ40235	-0.84
HTR2A	-0.281666666666667
ARMC5	0.4335
FUT7	0.5635
PRELP	1.3738
ALKBH6	0.1845
GYG1	1.0055
POLR3GL	0.158
COL8A2	2.05083333333333
OR10A5	0.618625
C1orf187	-1.58975
TXLNB	2.9005
C16orf68	-0.809333333333333
R3HDM1	-1.47875
C16orf75	-1.4975
BAALC	-0.54675
TNP1	-1.41
GAPDH	-0.964166666666667
COX7C	1.055
ERRFI1	0.151333333333333
PGAM2	0.977
FAM108B1	-0.8305
APC	0.373625
TLR2	2.799
SUCNR1	1.406375
ZNF233	2.675
WFDC1	-1.10383333333333
PSG11	-0.6161
SLC39A1	0.811
PSAPL1	0.198
CDC42EP1	0.497375
MECR	0.06675
KIAA0101	-1.6551
MACROD2	0.7123
MMP19	0.059
LOC202459	0.6435
VNN2	0.76425
ACCN3	-1.501
TIMD4	0.0025
RNASE8	-0.593
CCDC7	0.43875
SULT2B1	2.4655
ME1	-0.8435
MGRN1	-0.294625
MRPL30	-0.422625
IVL	0.20825
CALM1	1.17105
PLEKHA6	1.5639
B4GALNT2	0.0885
PGDS	3.815375
C8orf33	-0.19425
TMEM56	0.749
CKM	-1.13683333333333
ESR2	-0.2452
ACOT8	0.76875
AGTR2	0.63925
LOC155006	-0.22025
BC37295_3	0.5155
EPM2AIP1	-0.4305
PZP	-0.125
RPS9	0.934166666666667
C18orf51	-3.122
SIVA1	0.41
HEATR2	-0.3165
CD3E	-0.420416666666666
C20orf142	0.3665
PGLYRP3	0.7195
CCDC139	-0.04925
GPS2	0.113166666666667
NOL14	-0.835
LRTM2	0.16625
TRIM36	-1.2775
TP53RK	0.1811
FBXL13	-0.4285
RUFY2	-0.0927857142857143
C11orf70	1.14233333333333
HSPB9	0.7925
GJA5	1.97625
HGF	-1.9645
EPHB4	1.07275
SOX18	2.04875
IFRG15	-0.419
SERPINA10	-4.02375
WDR23	0.39075
REEP2	-1.39616666666667
CDK3	-0.355
HSPA12A	0.19175
ARL8B	0.417
SATB1	-0.895666666666667
PPM1D	-2.033
VPS45	0.425833333333333
TP53BP2	0.181
GJE1	2.3745
CACNA1G	-0.111375
VGLL4	0.6635
GNPTG	0.7905
ROS1	-3.0095
C21orf128	-0.063
BMP8B	1.4955
SLC5A4	-0.023
SLC6A3	0.138
C16orf53	0.5525
TMEM81	-0.579
APC2	0.2386
SYAP1	0.55425
C6orf54	-0.476
ZBED5	-1.0931
PVR	-1.148375
LTA4H	-0.549833333333333
CCDC24	2.4446
MAGEA4	-3.97666666666667
IFIT3	1.5375
MYADM	0.97475
C21orf82	-0.337
PDE3B	-1.95875
TMPRSS11A	0.01125
PGK1	-0.917058823529412
CCL13	3.013
DERL3	-1.09533333333333
MLXIP	-0.450583333333333
PLOD1	-0.864125
MTFR1	-0.8121
NPDC1	1.85366666666667
GPAA1	0.552166666666667
LTV1	-1.028
RYR3	-2.63425
C7orf46	0.53725
VAMP2	1.00725
RNF135	1.4262
SUPV3L1	-0.60175
FIBP	0.76575
ADAMTS18	0.035
RNF25	0.250833333333333
SOS1	0.042
PLAU	-1.563125
MATK	-2.32
EHF	6.579
CTNND2	-3.220375
PTEN	1.19857142857143
ZNF189	0.862875
SLC28A3	3.48
GUCY1A3	2.557
SETD2	-0.4211875
ROGDI	2.266
TICAM1	0.541
RASSF3	1.1055
PACSIN2	-0.2885
SERPINB5	-1.045
PRKCDBP	-0.52175
TFDP3	-0.51
LGR6	1.359125
RFX5	-0.558333333333333
OR52J3	0.644
PTPN18	1.34
ZBTB34	0.214
KCNF1	0.98
SYNE2	-0.225142857142857
SLC22A4	-0.0215
NETO2	-3.087875
VCPIP1	-0.775
LDHD	0.8685
ESX1	-2.926
SQRDL	3.10425
GALK1	0.53275
SERPINA6	-1.05616666666667
HD	0.675875
ASCL3	-0.0115
FBXL6	0.82675
FABP7	-2.49375
MAGEC3	-0.7245
KLC4	0.05725
CD1D	-1.710875
PRAM1	0.77275
EIF3B	-0.200428571428571
DSCR8	-2.24025
FLVCR1	-0.53275
KIAA0141	-0.138375
PROM2	3.93083333333333
ALOX5	1.5995
GPR162	-1.483125
LYRM2	-0.2195
RNASE6	-0.7685
HES5	0.726
GJA1	5.111625
MRPS14	0.564
HMHB1	0.11725
TAF7	0.864875
BTNL9	0.4867
SFXN2	0.803875
VEPH1	-3.27
GK2	0.2238
AMBP	-4.964125
KIAA0953	-0.3065
XAGE5	-0.622666666666667
CCBP2	-0.127
TGM2	-1.692
ZNF202	-1.329
ACTL6A	-0.184166666666667
SLC23A2	-0.8942
ARHGEF7	-0.522333333333333
LOC728635	1.0475
CRYM	-2.29533333333333
PKD2	-1.6985
MANBAL	0.619166666666667
LIN54	-0.79775
ACTL7B	0.73625
OR4D9	0.2355
KIAA1683	-0.562875
ZNF704	0.2175
TCP10	-0.336125
MAGEB18	-1.6995
DEFA4	0.479
ZNF197	-0.3865
PTOV1	0.6275
RNF208	0.774333333333333
CMIP	0.285666666666667
TRDN	0.7765
UCHL1	-2.05675
APOL6	-0.0274
PLK1	-1.91
NPHP1	1.18116666666667
NDUFA11	0.2505
DAB1	0.416
RTN4R	1.566
PUSL1	-0.3305
SYT2	0.402
ANXA13	0.91575
RFTN1	-2.13825
ATP8B2	-1.36733333333333
VN1R2	-0.2355
OR52E4	0.0505
NPPB	-2.055
ZNF148	0.12525
ZNF141	0.037125
IKZF1	-2.92575
PSMC2	0.0335
GGA3	-1.0295
LPGAT1	1.85358333333333
SEC16B	0.0741666666666667
C5orf38	4.10716666666667
THOC2	-1.5194
SLC16A12	-0.678166666666667
ALK	-2.497125
DACT3	0.589833333333333
CACHD1	-0.851
GAN	-0.776
EXOC6B	-0.606
HIST1H2AE	-0.5405
VAMP1	-1.84025
SRI	1.43266666666667
AKAP14	0.2215
HLA-E	1.8269
SLC25A32	-0.956833333333333
FLT3LG	-0.525333333333333
ATP1B1	2.7275
WDR1	0.3365
SWAP70	1.19125
TRIM31	0.1375
ARNT	0.78525
ZNF596	0.6827
CDKN1B	0.334916666666667
FOXC1	-2.1508125
SEMA3A	-3.9644
LSM14A	0.37875
STEAP3	0.575125
ABCA1	-0.641
PLSCR2	0.1224
EDC3	-0.34625
THBS3	1.17325
C15orf43	-0.169666666666667
GMCL1	-0.158333333333333
C9orf71	0.3075
MGAT5	-0.471
LOC402164	0.524
TSPAN8	-3.58333333333333
DYNLT1	2.09325
IGSF1	-3.10925
TMEM143	0.32775
FLJ25006	-4.0595
ATP13A3	-0.2155
C3AR1	1.7585
CADM2	2.731
EFNA4	1.5255
HAO1	0.56025
TWF1	0.552833333333333
MRPS17	-0.65375
MYH9	1.02733333333333
C9orf9	1.78816666666667
C17orf79	0.421833333333333
FSCN3	0.266
BDKRB2	1.7605
PCGF6	-1.14666666666667
RAP1GAP	1.91166666666667
TAS2R41	0.7085
DCLK1	2.2814
DEFT1P	0.2525
TAF2	-0.65025
COPZ1	0.789875
KATNA1	0.03675
STIM1	0.9185
TBX2	-1.19383333333333
RPS4X	0.441307692307692
MARCH8	0.981833333333333
DHX33	-1.18416666666667
TMEM161B	-0.655666666666667
SYPL2	0.5655
ADCY5	0.222
SRPK3	-0.049375
CXorf9	-0.099
REC8	-1.8815
CLP1	-0.0899
MGC52498	-0.1025
DUOX2	0.77225
C6orf150	-0.51
TSC22D3	1.414375
CASP8	-1.1915
PRKD3	-2.6094375
CFH	0.22975
TRO	-2.478
NRIP1	1.44025
ZNF707	0.327833333333333
TBC1D22B	-0.472833333333333
HYI	1.8605
COX7B2	0.63025
GPR52	0.5765
CASC3	0.110571428571429
METRN	0.3635
KRT3	0.5605
ARF1	1.01
C1orf111	0.54725
MOG	0.0915
C6orf50	0.914
MGC12966	0.041
ATP7A	1.52416666666667
NOTUM	-2.52133333333333
LOC342897	0.7405
ITSN2	-0.226166666666667
GIP	0.2545
LOC89944	-0.000666666666666667
UBXD8	-0.0795
GYPE	-1.75666666666667
JAG1	0.996166666666667
RLBP1L2	-0.307
HIST1H2AL	-0.3325
PAPPA	-1.4805
CYP4F8	-0.33525
TRH	-0.3325
DCTN3	0.5553
NT5C	0.0415
HTR3C	-0.092
VPS41	-0.2545
KIAA0174	-0.5331
ANKS6	-2.530375
MPV17L	0.1975
MT1M	-0.0551666666666667
DTX1	0.34925
LOC146325	0.363833333333333
ZNF639	-0.576
CACNG4	0.2351
TNNC1	-1.348
MGC27345	-0.948375
CASD1	3.0643
HOXD4	-0.497
SMC4	-2.16005882352941
TTC35	-0.2986
CTXN1	1.21125
RGS19	0.30625
SFRS3	-0.264
TRIM43	-0.2885
HLA-DQB1	1.926875
NUPL1	-0.6586
NRAS	-1.437625
RPL22L1	-3.2545
ZNF138	-0.412
FBXW2	-0.4486
SIX3	0.905666666666667
HDAC9	-0.391166666666667
OGG1	0.38525
APLP1	-0.228333333333333
OR7A5	1.032
DLX4	-3.02
TUBA1B	-0.637833333333333
CRY1	-0.61025
C12orf29	0.131
MGC70863	0.0484090909090909
OR1D2	0.037
C1orf25	0.339625
CUZD1	-1.4025
PUNC	-3.1555
SCAND1	0.956166666666667
MYT1	-0.509
MPND	1.4965
GOLGA1	0.356
ZBTB43	-0.3615
VAPA	1.46775
C4orf36	1.024
STAP1	-0.00175000000000002
SLC34A1	-0.056
PIK3R3	2.0998
TGM5	0.138
USPL1	-0.9408
FBXO40	-0.2145
BRF1	0.3477
CCL27	-0.8735
hCG_1657980	-0.568
PFN2	-1.61
MYBPH	-2.108
PPP1CC	-0.3853125
CDCA7L	-2.6715
KCNB2	0.65325
C20orf151	1.5945
USP13	-1.201
RCOR2	1.34716666666667
FBXW4	1.66433333333333
WT1	-4.40133333333333
TAS2R46	-0.187
STK38L	0.89
LEPROT	0.29025
DDX42	-0.318625
TXNRD2	0.161333333333333
TNFRSF4	2.1405
KSR1	-0.127625
SLC27A1	1.07033333333333
POU5F2	0.41775
SLC22A11	0.46125
C8orf32	0.324666666666667
ZNF236	0.498142857142857
GABRB1	-4.33225
LRRC29	1.495
FBLN1	0.509666666666667
MRRF	-0.868166666666667
RP1	0.7745
MARVELD1	0.00975
AFF4	-0.333
C17orf54	-0.2925
RAF1	-0.60775
SUB1	-0.042
MRPS33	-0.09
ZIC1	-3.151
ARL10	-0.4615
RAG1AP1	1.3735
P2RX5	-2.7245
NCR3	0.1075
LTB4R2	0.5765
HLA-DPA1	4.2645
FKBPL	0.4065
JAKMIP1	-4.60125
SNX4	0.83075
CD248	1.53425
CCR2	-2.266875
LOC401152	0.4855
SH3KBP1	-1.8715
LMBRD2	0.646071428571428
WDR51A	-0.914333333333333
SYT15	-0.7924
SMOX	-1.796
NACAP1	-0.232
DRD2	-0.200333333333333
COPS2	0.127
FCER1A	4.5065
TMEM112B	0.5025
SUGT1	-0.0479
CALR	0.665375
DPY19L2P4	-0.84525
ADRA1B	1.5845
LTB	0.569
SNRPD1	-1.00025
NCAPG2	-2.24433333333333
KCNMB1	2.34433333333333
ITGAV	1.61033333333333
LENG4	0.519375
C13orf16	-0.5555
C20orf3	1.845125
PIP5K1A	-0.730166666666667
PCNA	-1.9555
C1orf34	3.71225
MMACHC	-0.598
BEST1	-1.5435
REV3L	-1.51025
ZRANB1	-0.1545
AVPI1	-1.84725
ATG5	0.438375
SARM1	-1.6805
RGS7	-1.627
HMP19	-0.27
SGTB	-1.0825
FEM1A	0.2692
C1orf122	0.6035
MYCT1	2.38466666666667
GM2A	0.091125
ZCCHC7	-0.335142857142857
MYH10	-0.975875
DKFZp761B107	-0.7375
ADAL	-1.48675
OR10J1	0.494
TMEM9B	2.422875
DNAJA1	-0.493125
SCGB1D4	-1.101
LRRC50	2.354
PRKX	-1.733
NUDT14	2.9506
PCTK1	0.249090909090909
ARG1	-3.81975
KIF2C	-2.962
GFM1	-0.2485
RAB11FIP3	0.301333333333333
HBD	-1.78516666666667
NPR3	-1.6032
IRAK3	0.642333333333333
OLAH	-1.06266666666667
CYB561D2	1.671
CNNM4	0.91075
MYO5A	-1.745
SIPA1L3	2.12083333333333
ADAM10	0.2385
LIPA	1.64983333333333
NAP1L4	0.0889
MRPS22	-0.5095
GNG4	-2.89033333333333
PSG5	-0.0261666666666667
PPP2R2C	-2.0737
P2RY12	2.5735
SLC6A13	0.059375
AGPAT4	-1.7025
C6orf199	0.984375
FAM53C	-0.4415
TPM1	0.631363636363636
PYHIN1	0.909666666666667
LINGO1	-0.159
CIDEC	0.681666666666667
CRIM1	1.8957
DHTKD1	0.638833333333333
ZNF546	-0.00608333333333334
CD300LG	0.5548
SFRS2IP	-0.428333333333333
FLNB	0.820375
NOC2L	-0.204
SPINK7	0.6845
CRTC2	0.14775
HMG4L	-0.181
C14orf162	0.977
CCDC123	0.51425
HTRA3	0.69975
SPTBN5	2.50583333333333
C1orf77	-0.521083333333333
TAF1L	-0.651
WDR78	3.48483333333333
WDR49	-0.1016
SIN3A	0.79075
ECSIT	0.1175
VSIG4	3.8895
DIRAS2	-0.1798
TXNL1	0.04275
MTERFD3	1.38575
CCNYL1	-0.587
CISD2	0.217333333333333
OR5C1	-0.123
OBSCN	0.208625
GBA	1.143
SLC9A11	0.196
C6orf64	1.251
ESD	-0.139625
CYYR1	1.3245
