Hybridization REF	TCGA-BH-A1ET-11B-23R-A137-07
TMPRSS13	1.83316666666667
ETV7	2.10216666666667
DGAT1	0.5525
NKIRAS1	0.877333333333333
TAC3	-3.588
CORO1C	-0.575416666666667
RAD54B	-1.18025
HRASLS3	3.85633333333333
C21orf42	-0.0975
BARD1	-1.43566666666667
ZNF177	1.09966666666667
MIP	-0.1395
ZNF442	0.3555
F2	-3.9829
GRIA1	1.61625
GALNTL2	3.6696
WNT5A	-1.666
LENG9	-0.032
hCG_25371	-1.5375
FOXR1	0.2145
TRA@	1.0023
PWWP2	0.21975
C1QTNF7	4.1165
SLC7A4	1.738
C4orf7	4.18875
C17orf80	-0.3095
KLK4	0.7685
IL31	-1.1175
TMEM176A	4.493
CTNNB1	0.7799375
BHLHB2	0.19925
TMEM185B	-0.00333333333333333
ARD1B	-0.5695
C1orf93	-0.0145
BRUNOL4	-0.143833333333333
LOC541469	-0.43775
UPK2	0.028
GAS8	-1.27066666666667
PATE	1.143
IMPACT	0.567125
WNK4	-0.3375
HNRPLL	-0.967
GAD2	-0.4795
ITGA6	1.3375
BMP15	-0.0628
CYP2A7	1.2435
RIC8A	-0.17025
CCND1	-0.96625
USP35	-0.0135
DSCR2	-1.66125
CCL4	5.72933333333333
ZCCHC10	0.2895
NOL11	-0.9055
TRPM2	0.303833333333333
PSMD2	-1.576
CHTF18	-2.117
USP18	-0.307125
RRAS	0.973875
LAMC3	0.967
TOX	-2.11316666666667
PCDH15	-0.5125
GABRG3	-1.4505
NUDCD2	-0.1605
SGCZ	-0.378
KCTD17	-0.0796
SPSB2	0.6325
TPPP3	3.7485
CILP2	-0.333166666666667
CALB2	4.458
CEBPZ	-0.700666666666667
ZNF479	0.23725
FMOD	6.06466666666667
C21orf66	-1.52028571428571
CLN6	-0.767666666666667
ANAPC1	-0.71
SH2D3C	2.90175
PTPN14	-0.4548
TRIM42	0.17
APTX	-0.106
SNRPG	-1.06466666666667
BMS1	-0.659
MAGEA3	-4.4315
NFATC3	-0.509916666666667
LRRC45	-0.770833333333333
ARS2	-0.604428571428572
LRIG1	2.15383333333333
EPSTI1	0.377333333333333
PRSS27	-0.6305
ERC2	-0.318625
PRKACB	0.0222857142857143
PRDM13	-4.6945
HCG27	-0.99675
KLK12	-3.795
HSD17B7	-0.572
ZNF354A	0.4035
PCDH11X	0.000499999999999987
DMGDH	2.25475
PCBD2	-0.845
TMC6	-1.00125
RIMS1	-0.6125
SF3B2	-0.923333333333333
RCN1	0.0753333333333333
CPB1	4.88225
BCAR3	0.494
FCRLB	-0.081625
PAK1IP1	-0.682
OR10H1	0.2365
KIF9	0.5321
PITPNM2	-0.642375
L3MBTL4	0.65
TGFB1	-0.7521
ZXDC	0.196
SLC6A16	1.56325
SRrp35	-1.023
LRRC8E	0.319
PPIAL4	-0.607166666666667
EOMES	0.592166666666667
PAX2	-1.3865
SCARF2	0.3855
PSEN2	0.37
PCDHB13	-0.0976666666666667
C10orf28	-0.30525
DHRS7B	1.07885714285714
C1orf131	-0.277
ASB1	-0.7524
ZNF223	0.750166666666667
LCMT2	0.339
MEP1A	-1.459
TMEM53	0.55575
RSPH3	0.9025
C10orf33	0.2185
LOC644285	1.23925
PTPN9	0.0183333333333333
ABCA12	-3.85
CCDC37	-0.827
RUNDC1	1.1624
YES1	0.169666666666667
FAM120AOS	0.40675
OR5M3	-0.23
PPP1R3F	0.218333333333333
IL13	0.0938
MDFI	0.45075
PRNT	0.782
ZDBF2	1.2235
OR10C1	0.164666666666667
CLIC1	-0.742166666666667
LILRA5	0.583833333333333
CSAG1	-3.933
TREML2	-0.455833333333333
FAM125A	-0.249166666666667
ZNF74	-1.259
FAM104A	-0.550625
LRRC39	-0.3915
SAMD5	2.49675
HYAL2	0.96175
HIST2H2AC	-0.87575
IGFBP5	1.13660869565217
NRTN	0.4555
KIAA0556	-0.2329
FAM29A	-1.4575
JMJD2A	-0.98325
EPHB1	3.09475
POLD4	-0.004
ANAPC10	0.31075
LRRC36	0.286
MEGF6	0.930625
LPHN3	1.91016666666667
BMP10	0.1985
C21orf55	0.6585
CREM	-0.192625
PTGER4	1.75316666666667
METAP1	-0.432625
KCNQ1	1.81683333333333
NR2F2	1.29275
SSFA2	-0.477416666666667
CTTNBP2	0.2245
BCL2A1	-1.546125
ZBTB24	0.209375
SLCO6A1	-2.464
PRDM1	0.1219
OR7D2	1.6885
CCDC47	-0.6625
LOC646982	0.3295
SLC26A6	-1.86233333333333
BIN1	0.7449
SRRM1	-0.579928571428571
PCSK1N	-1.15125
ALS2	-0.0172
ECT2	-2.88468421052632
CACNA2D2	0.14875
DOCK6	0.11725
C10orf119	-0.06975
FATE1	0.25175
DUSP23	1.617
TRIP6	0.322142857142857
NUP35	0.067
CDH3	2.03175
KLHDC8A	0.4595
C9orf116	-1.02525
EI24	-0.1175
CENTD1	0.308666666666667
RWDD2B	-0.0311666666666667
DOCK1	1.8825
NPAS2	-0.759125
NR3C2	4.17666666666667
FAM63A	0.560166666666667
INPP5F	-0.7895
FAM111A	-0.1077
MYBL1	-2.66433333333333
IQGAP3	-2.486
CRADD	-0.120666666666667
DUSP12	-0.52525
PDZK1IP1	4.41075
VASH2	-1.073
CTR9	0.59375
VIL1	-4.432
OR8U1	0.0215
CCDC107	1.8695
PTTG1IP	-0.769875
OR4X2	0.4465
COL9A1	-2.3545
PSMD9	-0.10675
ZFP62	0.5955
TIP39	-0.18925
PARP15	0.5925
TTC19	0.540125
C1orf114	-2.01466666666667
GFPT1	-0.693
SLC27A6	1.37
MRPS10	-0.9601
CALML5	0.241666666666667
TRPM7	-0.408125
CGNL1	1.87275
CECR1	0.2695
SERPINB8	-1.13433333333333
TMEM102	0.7745
PDIA2	-3.3735
NUCKS1	-0.793166666666667
HOTAIR	-2.3825
EBI3	0.2165
NXN	1.1405
ZMYND19	-0.966125
FOXJ3	0.52775
EIF5B	0.0267
EIF2B4	-0.0293333333333333
LEO1	-0.39625
ZIC5	-1.64808333333333
IL20	-0.789333333333333
KIAA0415	0.502333333333333
FLJ37357	0.9325
TSPAN12	2.007875
ACTR3B	-0.320625
TFAM	-0.429666666666667
IL17RD	0.893625
PARP12	0.29975
KLHDC7A	0.935
KCTD4	0.904166666666667
GTF2H1	-0.02725
FLCN	-0.799166666666667
BIRC4	0.00312500000000001
LOC790955	-0.36225
VKORC1L1	0.03425
CYP4F22	1.09566666666667
TAS2R5	0.0515
ZNF582	1.616
HS3ST3B1	-0.830125
CTNS	0.10225
STK36	-0.0121666666666667
MMD2	-0.1445
RP5-1103G7.6	1.037
FLJ23356	-0.356
CRH	-1.17075
C1orf182	-0.854166666666667
ACP5	1.6375
AMFR	0.5564
CA4	4.22875
PLCB4	0.565375
MPHOSPH10	-0.2505
UNQ473	2.75333333333333
G3BP2	-0.668583333333333
SR140	-0.660583333333333
HOXA2	2.124
PYGB	-0.459625
BAT1	-0.42575
DKK3	0.971
DDX31	-1.26675
TULP1	-0.20875
NHLRC2	-0.7405
TNRC4	-0.684
ZNF430	-0.05075
TNRC6A	0.225375
PLA2G1B	0.944333333333333
RCHY1	1.56666666666667
GTF2A2	-0.129833333333333
MGC4294	-1.114
ZNF691	-0.269
TACC3	-3.47
DNAJC5G	0.07925
LOC4951	1.10525
MS4A4A	1.1255
LOC152485	-0.1785
PPP1R2P1	-0.83125
PPP2R5B	0.052
RPGRIP1L	-1.134375
SPOP	0.3672
PTPRF	1.06041666666667
MGC42090	0.884
SUSD3	2.21875
THOC4	-1.256625
MAML1	-0.018
FXR2	-0.940166666666667
TYK2	-0.43
MUC6	1.4675
DNAJB7	-0.6115
PIP4K2A	-0.253071428571429
MEX3A	-1.748
RRP1	-1.012375
TFAP4	-0.8815
CXorf41	-0.45375
MTMR4	-0.647333333333333
CTLA4	-0.3565
SNX9	0.383125
CIB3	-0.3925
NECAP1	0.663875
PLA2G2D	-0.192
GLMN	-1.35683333333333
DCLRE1A	-0.85225
PDX1	-0.691
SAMD11	-1.7295
MRPL55	0.3458
TLR7	1.660875
TBC1D21	-0.34
SMAD1	2.2362
ACTRT2	-0.4565
RIOK2	-0.14325
PDLIM4	1.0265
SLC22A15	-0.2225
ABHD13	1.4808
STX18	0.1078
CCPG1	0.543571428571429
DCBLD1	-1.09766666666667
SLC2A6	-1.9695
NOLA3	-0.52675
TRDMT1	0.179714285714286
IL17F	0.4705
ATP1A4	-0.550166666666667
OR52W1	-0.1575
CFL1	-1.8995
IL4	-0.55975
RBP2	-0.310333333333333
CPSF6	-0.067375
TTC8	0.2235
MUCL1	6.6215
EYA3	-1.26983333333333
KRT38	0.183333333333333
GNE	-0.693
ZNF501	1.149
SLC35A2	-0.4545
CEP110	-1.0448
MYF6	2.6685
MGST2	0.823333333333333
TRPV4	0.499333333333333
NEK8	-0.474833333333333
NOX5	-1.698
NCKAP1L	-0.4045
EMP3	-1.905
BPY2C	-0.004
C1orf38	0.296625
ELOVL2	-0.78475
CBX7	2.29583333333333
OSBPL1A	1.217
ZNF589	-0.4055
ESCO1	-0.589333333333333
TRA2A	0.312166666666667
C3orf26	-1.14075
PHF2	1.04808333333333
PID1	2.9965
RFC1	-0.521875
MTAP	-0.39975
ADORA3	3.93033333333333
LOC389458	-0.0445
TRNT1	-0.927375
CRIPAK	0.0195
RAI2	3.914
ANKRD44	-0.9565
GZMB	4.6025
NFE2L1	0.044
STIP1	-1.402
RASL11B	-1.113
NT5DC2	-2.49716666666667
LRP2	3.528125
MTDH	-0.125733333333333
ARSG	0.13125
HSP90AB1	-1.20858333333333
CT45-6	-4.7415
ZNF483	0.18175
LMBR1L	0.25375
S100A2	-1.5423
C2	-0.493888888888889
C2orf27	0.293125
EIF4EBP1	-1.72275
GCKR	-3.00166666666667
PPP1R9B	0.265
FER	-0.75575
SNRK	1.33233333333333
OR5M10	0.0735
UTP6	-0.7965
CAPZA3	2.67425
FBP1	1.52977777777778
TERT	-1.961
CCL1	-2.1335
FUCA1	0.85875
ALS2CR8	0.1395
KCMF1	-0.0401666666666666
SRCRB4D	-1.333
OXCT2	-0.441
IL17RA	0.713166666666667
MPP5	-0.81875
SPA17	-0.62175
FLJ10986	0.686666666666667
GALNT14	-1.226
CXorf27	-1.617
NPLOC4	-0.13125
RAB34	-0.186
KRTAP3-3	0.0235
ARSD	0.718
CPLX2	-2.0078
PJA1	1.059
WHDC1L1	0.383
RB1	-0.876
MTMR15	-0.5085
PHLDA2	-1.9156
GUCY2F	-0.6325
MPV17	-0.845
SLC35D1	-1.3055
LYSMD3	0.7049
COL16A1	1.815
ERLIN1	-0.343333333333333
JMJD4	-0.64175
HIST1H2BK	-1.814
TP53I11	0.991833333333333
ST3GAL4	-1.1114
PF4V1	2.07916666666667
ALG8	-0.95425
REG1A	-0.05775
MINA	-0.77425
CYB5R3	0.757
HHLA1	-0.81125
MYST4	0.4678
VASN	0.058
UCHL5IP	-1.06025
TFAP2A	0.2939375
MGC9913	2.211
C9orf97	-0.2625
LOC90379	-0.964
PHF15	0.511
ZNF169	-0.483666666666667
KRT7	2.2223
GLIPR1L2	2.902625
LOC116236	0.23025
IQCF3	0.211
RDH14	1.0485
HNRPK	0.1755
RABEPK	-0.8105
ISX	-2.926
CBARA1	0.03325
RAD51AP1	-3.59975
MLL5	0.63125
CXorf48	-4.1135
SGCD	-0.8785
PHTF1	-1.379625
CA3	3.75375
CMTM5	2.327
STX10	-0.5545
JMJD2D	-0.69375
P4HA1	-2.2795
GAB3	1.08233333333333
DHRS4	0.2755
COL4A1	2.532875
C20orf20	-2.092375
OSBPL2	0.236625
PTTG2	-3.90025
KIAA1688	0.496
STS	-1.15325
SHROOM4	1.05683333333333
KBTBD5	0.167833333333333
ALDH1A3	2.1342
BTNL2	-0.00399999999999999
TGIF1	-0.1905
ZFAND5	0.835625
ICA1	1.038625
NAV3	0.950333333333333
FLJ12331	-0.5445
EPS8L2	0.0534
MNT	0.3545
ENTPD1	1.55716666666667
OR51E2	1.646625
STK11	-0.056125
MX1	3.057
TTTY9A	-0.04575
CX62	-0.2015
LOXL4	0.7995
EXOSC4	-0.7215
PURB	0.0634285714285714
SETD1A	-0.727666666666667
RELB	0.53875
LAMB2	2.1465
HNF1B	-0.436833333333333
PNLIPRP3	-0.3455
C14orf139	2.64425
UMOD	1.5425
GRIN3B	-0.63275
GPR25	0.369
ZNF512B	-1.104
ATP6V0A1	-0.242125
SRA1	-0.136166666666667
ZNF615	1.706
ZNF768	0.01125
ZNF469	2.2845
DYNC2LI1	0.705166666666667
DNAH3	0.2505
LOC387911	4.5305
LOC554234	0.532
ARRDC5	0.705
TMEM59L	-1.0735
MARCH4	-4.14525
CNOT8	0.283
KIRREL3	-1.52533333333333
ADAM17	-0.044
MYOG	0.25625
CPNE1	-1.11
AK5	4.44725
LOC204010	-0.247
NDRG4	1.96325
LOC130074	-0.439
PIAS4	-0.3795
NCOA2	0.28675
TEGT	-0.1076
USP5	-2.0875
ANKRD21	-3.64675
KIAA0692	-0.0218333333333333
HAPLN3	1.5235
LZIC	-1.09425
NRXN3	1.86475
CDKN2C	-0.014
KIAA0226	-0.0758333333333333
CYB5D1	-0.45125
WDR68	-1.0130625
ABCB6	-1.1329
MRPS25	-1.2645
ZMAT2	0.0514166666666666
KRT25	2.6705
RPL11	0.67
GRAP	1.12183333333333
LOC198437	-1.24316666666667
RORC	1.52575
RAP2C	-0.146214285714286
MXD1	0.1171875
AZI2	0.535166666666667
NUAK2	-1.293
AHSG	-6.08725
MANSC1	2.033
IMP3	0.292666666666667
C2orf3	-0.535875
VSTM3	2.204
PCTP	0.4475
SIRT1	1.03025
MANBA	0.435
CD164	0.7875
GFRA1	-1.124
PRM2	0.275
ZKSCAN3	0.0635
PLEKHG1	3.30375
TPRKB	-0.069
UBFD1	-1.17558333333333
CDKL5	1.136
HIST1H2BD	-0.915333333333333
INPP4A	-1.29266666666667
BMX	3.55225
PTPRU	-0.6025
LOC554202	-0.4845
HOXC8	0.776
IL12B	-0.4855
ADPGK	-0.6135
ZNF418	1.687
SIAE	1.97275
CWC15	0.09425
RP13-401N8.2	-0.5205
KLHL11	-0.1165
DEDD2	0.35625
PSMB3	-1.0185
DDX25	-2.80975
ZBTB3	0.3675
GFRAL	1.247
RPS25	0.585
FAM57B	-0.6895
TESK2	0.7555
DNM1L	-1.1375
ZNF207	-0.409166666666667
CLEC11A	0.491375
TOLLIP	0.397625
TMEM61	0.583333333333333
DLK1	-3.645
PLVAP	3.918
NOD2	0.871333333333333
SCMH1	0.2535
FLJ40235	-0.088
HTR2A	0.891333333333333
ARMC5	0.25
FUT7	-0.3575
PRELP	3.9963
ALKBH6	-0.813333333333333
GYG1	0.262833333333333
POLR3GL	0.98125
COL8A2	3.44316666666667
OR10A5	-0.03675
C1orf187	-2.344
TXLNB	1.2015
C16orf68	-0.3605
R3HDM1	-1.59625
C16orf75	-4.5785
BAALC	0.861125
TNP1	-0.479
GAPDH	-2.29725
COX7C	0.4885
ERRFI1	-0.26825
PGAM2	1.23983333333333
FAM108B1	-0.27725
APC	0.577875
TLR2	3.41
SUCNR1	1.030375
ZNF233	1.28425
WFDC1	-0.919
PSG11	0.0174
SLC39A1	-0.35725
PSAPL1	-0.515
CDC42EP1	0.10475
MECR	-0.25925
KIAA0101	-4.21622222222222
MACROD2	0.8649
MMP19	2.02883333333333
LOC202459	-0.590666666666667
VNN2	1.7265
ACCN3	-1.1905
TIMD4	2.0845
RNASE8	0.526
CCDC7	0.3935
SULT2B1	0.3325
ME1	-0.62925
MGRN1	-0.237875
MRPL30	-0.995
IVL	-0.448
CALM1	1.5129
PLEKHA6	1.517
B4GALNT2	-0.386
PGDS	5.15925
C8orf33	-0.361916666666667
TMEM56	-1.6795
CKM	-1.7135
ESR2	0.4939
ACOT8	-0.6075
AGTR2	0.6555
LOC155006	1.84725
BC37295_3	0.7305
EPM2AIP1	-0.0925
PZP	1.47225
RPS9	1.25083333333333
C18orf51	-1.53325
SIVA1	0.1149
HEATR2	-1.355
CD3E	-0.696666666666667
C20orf142	-1.55625
PGLYRP3	0.714
CCDC139	-0.633
GPS2	-0.5295
NOL14	-1.48375
LRTM2	-0.61525
TRIM36	-0.6055
TP53RK	-0.2401
FBXL13	0.170333333333333
RUFY2	0.0444285714285714
C11orf70	1.22933333333333
HSPB9	0.902833333333333
GJA5	3.73325
HGF	-0.829
EPHB4	-0.1095
SOX18	1.37225
IFRG15	-0.622
SERPINA10	-3.81475
WDR23	-0.591625
REEP2	-1.829
CDK3	-0.931
HSPA12A	1.89875
ARL8B	-0.00990000000000002
SATB1	0.9595
PPM1D	-0.498
VPS45	-0.621
TP53BP2	0.131875
GJE1	3.3985
CACNA1G	0.374625
VGLL4	0.65725
GNPTG	0.53875
ROS1	-3.201
C21orf128	-0.9085
BMP8B	-0.077
SLC5A4	-0.787
SLC6A3	-0.0538333333333333
C16orf53	-0.485375
TMEM81	-0.8235
APC2	-0.7842
SYAP1	-0.5125
C6orf54	-0.8715
ZBED5	0.6059
PVR	-1.4355
LTA4H	-0.320666666666667
CCDC24	0.6043
MAGEA4	-4.18316666666667
IFIT3	2.25283333333333
MYADM	1.532
C21orf82	1.3365
PDE3B	-0.05975
TMPRSS11A	-0.5265
PGK1	-2.08670588235294
CCL13	6.22783333333333
DERL3	-0.463
MLXIP	-0.402916666666667
PLOD1	-1.714125
MTFR1	-1.1876
NPDC1	0.1465
GPAA1	-0.686666666666667
LTV1	-0.04875
RYR3	1.9685
C7orf46	1.23575
VAMP2	0.968625
RNF135	1.265
SUPV3L1	-0.6265
FIBP	-0.557125
ADAMTS18	3.641
RNF25	0.0751666666666667
SOS1	0.11875
PLAU	-0.84825
MATK	-2.29375
EHF	6.89
CTNND2	0.37075
PTEN	1.59607142857143
ZNF189	1.07725
SLC28A3	2.747
GUCY1A3	4.1255
SETD2	-0.334125
ROGDI	0.18675
TICAM1	0.5989
RASSF3	0.653
PACSIN2	0.0961666666666667
SERPINB5	0.801083333333333
PRKCDBP	0.708875
TFDP3	-1.442
LGR6	4.7995
RFX5	-0.720833333333333
OR52J3	0.5415
PTPN18	0.932
ZBTB34	0.869125
KCNF1	-1.2155
SYNE2	0.0642857142857143
SLC22A4	-0.728
NETO2	-2.61675
VCPIP1	-0.29125
LDHD	0.25
ESX1	-3.966
SQRDL	1.7375
GALK1	-0.865
SERPINA6	-3.63833333333333
HD	-0.041625
ASCL3	0.00399999999999999
FBXL6	-1.12475
FABP7	-0.952875
MAGEC3	-0.218
KLC4	-0.4205
CD1D	-1.442
PRAM1	1.3385
EIF3B	-0.135285714285714
DSCR8	-6.096
FLVCR1	-3.23
KIAA0141	0.27575
PROM2	2.70416666666667
ALOX5	2.3279
GPR162	-0.195625
LYRM2	0.30775
RNASE6	-0.143625
HES5	2.93875
GJA1	1.07825
MRPS14	-0.501
HMHB1	-0.198
TAF7	0.965625
BTNL9	4.2646
SFXN2	-1.037625
VEPH1	-3.2385
GK2	0.562666666666667
AMBP	-5.07075
KIAA0953	-1.6765
XAGE5	0.0256666666666667
CCBP2	2.2275
TGM2	-1.497
ZNF202	-0.6175
ACTL6A	-0.684333333333333
SLC23A2	-0.6011
ARHGEF7	0.407583333333333
LOC728635	-0.163
CRYM	-0.321666666666667
PKD2	0.3525
MANBAL	0.464166666666667
LIN54	-1.4935
ACTL7B	0.04625
OR4D9	-0.746
KIAA1683	1.8405
ZNF704	0.363166666666667
TCP10	-1.06525
MAGEB18	0.319
DEFA4	0.298333333333333
ZNF197	-0.46325
PTOV1	-0.276333333333333
RNF208	-0.218166666666667
CMIP	0.1815
TRDN	0.362
UCHL1	-0.534875
APOL6	1.2424
PLK1	-2.76883333333333
NPHP1	1.73933333333333
NDUFA11	-0.334
DAB1	0.2445
RTN4R	-0.3435
PUSL1	-1.0975
SYT2	-0.30325
ANXA13	2.00275
RFTN1	-0.58325
ATP8B2	-0.803916666666667
VN1R2	-0.3795
OR52E4	-0.574
NPPB	-3.05283333333333
ZNF148	0.7805
ZNF141	0.49025
IKZF1	-2.428875
PSMC2	-0.621
GGA3	-0.353
LPGAT1	-0.155166666666667
SEC16B	0.928166666666667
C5orf38	0.258666666666667
THOC2	-0.8712
SLC16A12	3.17533333333333
ALK	-1.103125
DACT3	1.4475
CACHD1	0.866
GAN	-0.705
EXOC6B	-0.2225
HIST1H2AE	-1.18725
VAMP1	-1.62025
SRI	1.523
AKAP14	0.244
HLA-E	1.8291
SLC25A32	-0.2555
FLT3LG	0.135666666666667
ATP1B1	1.89575
WDR1	-0.42725
SWAP70	1.3585
TRIM31	-0.48275
ARNT	0.76375
ZNF596	1.0867
CDKN1B	0.644416666666667
FOXC1	0.904125
SEMA3A	-1.0867
LSM14A	0.510333333333333
STEAP3	-0.542375
ABCA1	1.302
PLSCR2	0.0426666666666667
EDC3	-0.766833333333333
THBS3	0.75975
C15orf43	0.235666666666667
GMCL1	-1.02616666666667
C9orf71	0.58125
MGAT5	-0.775
LOC402164	0.78475
TSPAN8	-1.13383333333333
DYNLT1	0.964375
IGSF1	-2.51975
TMEM143	-0.00575
FLJ25006	-1.86825
ATP13A3	-1.09683333333333
C3AR1	2.4325
CADM2	1.98383333333333
EFNA4	0.3325
HAO1	0.249
TWF1	-0.131333333333333
MRPS17	-1.22775
MYH9	0.981833333333333
C9orf9	0.585833333333333
C17orf79	-0.101
FSCN3	0.24175
BDKRB2	1.86533333333333
PCGF6	-0.3845
RAP1GAP	-0.0929166666666667
TAS2R41	-0.0625
DCLK1	0.594
DEFT1P	0.17
TAF2	-0.747083333333333
COPZ1	-0.316875
KATNA1	-0.02825
STIM1	0.796
TBX2	-1.38083333333333
RPS4X	1.21676923076923
MARCH8	0.780666666666667
DHX33	-1.39766666666667
TMEM161B	-0.505166666666667
SYPL2	0.087
ADCY5	0.919375
SRPK3	0.544125
CXorf9	0.606
REC8	0.286125
CLP1	0.0582
MGC52498	-1.559
DUOX2	0.217
C6orf150	-1.861
TSC22D3	2.5
CASP8	-1.3725
PRKD3	-1.5784375
CFH	2.885
TRO	-0.1345
NRIP1	0.82025
ZNF707	-0.364833333333333
TBC1D22B	-0.660833333333333
HYI	1.327
COX7B2	-1.45575
GPR52	0.1625
CASC3	0.398714285714286
METRN	-1.22025
KRT3	0.9295
ARF1	-0.128571428571429
C1orf111	-0.1115
MOG	-0.553
C6orf50	0.199
MGC12966	-0.43225
ATP7A	2.19383333333333
NOTUM	-3.31966666666667
LOC342897	0.0785
ITSN2	0.259416666666667
GIP	0.1735
LOC89944	-0.924666666666667
UBXD8	-0.754
GYPE	-2.264
JAG1	1.78283333333333
RLBP1L2	-0.965
HIST1H2AL	-1.3175
PAPPA	-1.5837
CYP4F8	1.6985
TRH	0.93775
DCTN3	-0.1335
NT5C	-0.28875
HTR3C	0.4485
VPS41	-0.236125
KIAA0174	-0.1986
ANKS6	-1.06725
MPV17L	-0.169666666666667
MT1M	2.01833333333333
DTX1	1.600125
LOC146325	-0.383333333333333
ZNF639	0.164166666666667
CACNG4	0.0155
TNNC1	-1.231
MGC27345	0.017875
CASD1	0.4399
HOXD4	0.3345
SMC4	-2.69476470588235
TTC35	0.5501
CTXN1	-0.303875
RGS19	-1.08525
SFRS3	-0.0503333333333333
TRIM43	-0.3225
HLA-DQB1	3.26
NUPL1	-1.1038
NRAS	-2.097625
RPL22L1	-2.17075
ZNF138	-0.493166666666667
FBXW2	-0.1334
SIX3	0.549333333333333
HDAC9	0.107
OGG1	-0.1419375
APLP1	-1.3755
OR7A5	1.284
DLX4	-2.79525
TUBA1B	-1.38625
CRY1	-0.17075
C12orf29	0.0965
MGC70863	0.502318181818182
OR1D2	-0.819
C1orf25	0.169875
CUZD1	1.19525
PUNC	-2.365
SCAND1	-0.0608333333333333
MYT1	-1.518
MPND	0.1575
GOLGA1	0.5963
ZBTB43	-0.517
VAPA	0.408083333333333
C4orf36	0.423
STAP1	1.27525
SLC34A1	0.03
PIK3R3	0.3011
TGM5	1.6195
USPL1	0.069
FBXO40	-0.422333333333333
BRF1	-0.1068
CCL27	-0.567
hCG_1657980	0.3155
PFN2	-0.877
MYBPH	-2.2905
PPP1CC	-0.264875
CDCA7L	-1.7795
KCNB2	1.27325
C20orf151	0.343
USP13	-0.85875
RCOR2	0.114333333333333
FBXW4	0.7895
WT1	-4.94683333333333
TAS2R46	-0.3375
STK38L	0.388833333333333
LEPROT	0.282
DDX42	-0.4025
TXNRD2	-0.9795
TNFRSF4	2.8025
KSR1	-0.04675
SLC27A1	1.76766666666667
POU5F2	0.27425
SLC22A11	0.457
C8orf32	-0.374333333333333
ZNF236	0.385571428571429
GABRB1	-4.06175
LRRC29	0.905
FBLN1	1.57891666666667
MRRF	-0.577333333333333
RP1	0.353
MARVELD1	0.6615
AFF4	-0.391071428571429
C17orf54	0.625
RAF1	-0.4465
SUB1	-0.5305
MRPS33	-0.30175
ZIC1	-2.3625
ARL10	-0.152
RAG1AP1	-0.981333333333333
P2RX5	-2.8217
NCR3	0.363666666666667
LTB4R2	0.351
HLA-DPA1	5.479125
FKBPL	-0.23
JAKMIP1	-3.84075
SNX4	0.775
CD248	3.1275
CCR2	-0.4785
LOC401152	1.414
SH3KBP1	-0.4887
LMBRD2	-0.842571428571429
WDR51A	-2.89516666666667
SYT15	0.8874
SMOX	-1.5615
NACAP1	0.853
DRD2	0.263166666666667
COPS2	0.10125
FCER1A	5.88
TMEM112B	-0.5945
SUGT1	-0.2389
CALR	-0.3345
DPY19L2P4	2.437
ADRA1B	0.835375
LTB	2.558
SNRPD1	-1.24425
NCAPG2	-2.80183333333333
KCNMB1	3.41583333333333
ITGAV	0.7275
LENG4	-0.811125
C13orf16	0.4525
C20orf3	0.051125
PIP5K1A	-1.48775
PCNA	-2.144375
C1orf34	1.46
MMACHC	-0.3875
BEST1	1.13516666666667
REV3L	0.38725
ZRANB1	-0.5225
AVPI1	-0.29775
ATG5	0.679375
SARM1	1.003
RGS7	-3.3765
HMP19	-0.122666666666667
SGTB	-0.9664
FEM1A	-0.045
C1orf122	-0.695875
MYCT1	4.669
GM2A	-0.59475
ZCCHC7	-0.209714285714286
MYH10	-1.277
DKFZp761B107	1.119
ADAL	-1.41025
OR10J1	-0.08175
TMEM9B	1.404125
DNAJA1	-0.375375
SCGB1D4	-0.225
LRRC50	-0.084
PRKX	0.36575
NUDT14	0.7611
PCTK1	-1.052
ARG1	-3.10125
KIF2C	-4.8
GFM1	-0.703
RAB11FIP3	-0.1475
HBD	0.0161666666666667
NPR3	1.4801
IRAK3	2.786
OLAH	-0.3875
CYB561D2	-0.02225
CNNM4	0.59075
MYO5A	-1.7342
SIPA1L3	0.932
ADAM10	-0.36275
LIPA	1.50833333333333
NAP1L4	-0.3438
MRPS22	-0.2795
GNG4	-2.15933333333333
PSG5	-0.592666666666667
PPP2R2C	-2.1316
P2RY12	4.527
SLC6A13	-0.31975
AGPAT4	0.4329
C6orf199	0.98975
FAM53C	0.303
TPM1	0.905181818181818
PYHIN1	2.094
LINGO1	-0.151166666666667
CIDEC	3.55483333333333
CRIM1	1.9279
DHTKD1	-0.951333333333333
ZNF546	0.135583333333333
CD300LG	3.0613
SFRS2IP	-0.0618333333333333
FLNB	0.79525
NOC2L	-1.6125
SPINK7	0.2755
CRTC2	0.3925
HMG4L	-3.24325
C14orf162	1.3105
CCDC123	0.055875
HTRA3	1.2960625
SPTBN5	2.275
C1orf77	-0.263833333333333
TAF1L	-0.9795
WDR78	2.28033333333333
WDR49	0.3545
SIN3A	0.50225
ECSIT	0.064
VSIG4	4.7935
DIRAS2	0.3038
TXNL1	-0.33225
MTERFD3	0.9575
CCNYL1	-1.0475
CISD2	-0.6525
OR5C1	-0.457
OBSCN	0.437375
GBA	-0.0666666666666667
SLC9A11	0.6135
C6orf64	0.653833333333333
ESD	0.136875
