Hybridization REF	TCGA-BH-A18G-01A-11R-A12D-07
KCNN1	-0.687333333333333
WDR35	-0.5245
CCDC80	1.165625
C3orf31	-1.2055
SLC7A9	-1.34625
TMEM190	-0.60675
DBC1	2.9425
FADS3	-1.55333333333333
PDZD8	1.19466666666667
GRM5	0.795375
AZGP1	-0.6142
PEX3	-1.3145
MED1	-0.832285714285714
ATG4C	-1.5435
HNRPH3	-1.703625
FAM109B	1.692
C4orf17	-0.189
CA10	-1.42066666666667
OPRD1	0.608
CCL16	-0.94925
SACM1L	-3.51875
CST6	6.363
CD63	1.540625
LGI1	-1.52325
ZNF784	2.878
CRYBB1	-1.219
CX3CL1	4.2039
TOP2A	-2.264375
GYPB	-2.00033333333333
GADD45GIP1	0.0415
FEN1	-1.469125
IGF1R	0.228875
WDR72	-1.845
PURG	-0.7578
DEFB126	0.133
PKD1L1	0.60325
CAV1	-2.4872
GNPDA2	0.7279
DGAT2	2.123125
NLGN1	-3.3165
STRBP	0.013
HPRT1	-0.0306666666666667
FANCI	-1.479125
PSMA7	1.360625
DBF4B	-0.278166666666667
TTF1	-0.796
RAD54L	-1.59
ELOF1	-0.57825
PLAGL2	-0.054375
ZNF256	0.022
HMGCL	-0.532
MSI2	0.112666666666667
RPESP	-2.8005
C11orf60	-0.1045
ABCD1	1.4985
ACAA1	-0.5109
SPARCL1	5.74607142857143
IL6ST	-0.553
ZNF319	0.645
TMEM109	0.3022
FAM90A1	0.953666666666667
IL22RA1	-1.0145
ATP4B	0.5135
TEC	-1.06116666666667
C7orf30	-1.31425
TXNDC2	-0.4295
ABCB4	-0.30375
KIAA1191	1.09925
C9orf38	-0.1065
SFTPB	0.5735
CNTNAP2	-1.62616666666667
FRK	1.313
TBX19	0.799
CHD4	-0.50075
C6orf26	-1.51233333333333
MOSC2	1.6195
IKBKE	-0.3425
HIF1A	0.0873333333333333
LOC595101	-0.898
RELA	0.708666666666667
TMEM16B	-2.4425
ABHD12B	-2.75375
TSEN34	0.20775
KIF18A	-2.83625
TXNDC9	-1.241
SPATA2L	1.6535
SEMA4G	-0.2545
C21orf91	-0.05225
MATN1	-0.376
KCNIP4	0.097
TUSC1	1.754125
OR4C15	0.51925
ARMCX6	0.541416666666667
WBSCR27	1.30783333333333
OR52I2	-0.081
KIAA1604	-0.04025
DYNC1I1	-1.549125
PPP4C	-0.92425
SLC47A2	-1.86833333333333
TREH	0.273
CD48	-0.0748333333333333
ST14	3.33333333333333
PKN1	-0.69725
SPON2	1.9095
XBP1	-1.0365
SFRS12	-0.921333333333333
EFCAB6	-0.691
SELT	-0.93
SLC39A2	4.1325
ERF	0.375333333333333
ARL3	-0.183375
SURF6	-0.1731
MLLT10	-0.608666666666667
FLJ11171	-0.5935
TDGF1	-3.846
ERCC6	0.32375
EIF2AK4	0.829875
BAZ1A	0.935
LRRN3	-0.682833333333333
TMC3	1.594
EFTUD1	-0.311
PTPRO	-0.518833333333333
CLEC12A	0.648833333333333
ACBD4	1.04075
ZDHHC14	1.756875
OTUD7B	1.700625
ACTB	0.862125
MSRA	1.33425
LCE5A	3.488
IFI35	-0.29725
BSCL2	-0.00783333333333338
ANKRD12	0.0949166666666667
CFHR2	0.898
RGAG1	-0.364166666666667
HSFY1	0.347
SLC30A5	-0.383166666666667
IMPG1	0.359
GPR109A	1.836
ZNF185	-1.08775
IYD	-0.236666666666667
NPCDR1	0.7955
SERPINA13	-0.0705
HMGCLL1	-2.62075
NEUROG1	2.94266666666667
UBQLN1	-0.2518125
LIN37	0.801
SOCS2	-3.05975
DSCR4	-1.855625
XKR6	-2.70975
GPR142	0.601
KRTAP13-3	0.7745
CCDC15	-2.8035
MOS	1.006
CD1E	-2.862
OFCC1	-0.293
FAM83D	-2.29675
SRFBP1	-0.03325
C9orf96	1.005
DHDH	-0.2685
CCDC90A	-0.543
RABL3	-0.2502
CD320	-1.513
ANGEL2	0.644083333333333
MRPL21	-0.134
SMG6	0.610666666666667
INSR	3.454625
FLJ14816	-2.3515
GLRB	0.944
C9orf89	1.78425
CIZ1	-0.1775
URG4	-0.511666666666667
LRDD	-0.4885
CBY1	0.491833333333333
NFX1	0.177875
MTERFD2	-0.537142857142857
C19orf23	1.2965
PGC	-1.922875
IER3IP1	0.0799
RASAL2	3.48991666666667
C1orf89	-0.372
SYNJ1	-1.14
NFKBIE	0.9775
FLJ40125	-1.11233333333333
TCEB2	0.1166
NOG	-0.737
POLR2J2	-0.209333333333333
HLA-B	1.2055
PCDHA1	2.4395
PPP2R2B	-0.70625
ARHGEF17	0.3115
TCF7L2	1.58314285714286
CHD5	0.0375
ZNF431	-3.064375
TBC1D25	-1.2435
ZNF800	0.2485
SCUBE2	-1.09945454545455
MYCBP	-1.177
GPX5	0.418
C6orf129	0.296
QSER1	-0.0975
ULK2	1.49475
PIGO	-0.327
NRCAM	-2.79984615384615
SLC35E3	-0.144625
CSRP2	-0.7115
HYPE	1.21625
MAPK15	0.3005
MGC14327	-0.6935
TIMM13	-0.1075
ZNF462	1.9405
GBA3	0.09125
TEX13A	-0.045
MCM6	-1.321
MTRF1	-1.0565
ABCA7	-0.445
EIF4A2	-1.6235
ZC3H10	0.5967
RPGR	-0.6045
C20orf94	1.29275
RP1L1	-0.08625
GPR125	0.364
USP22	-0.109785714285714
OR1L4	-0.863
MLZE	3.30275
FLJ32065	0.56525
PTCD1	-0.01
CRTAC1	-0.401666666666667
BXDC2	-1.73425
C18orf1	1.67516666666667
FAM107A	4.09892857142857
EFNA3	-0.54375
P18SRP	-0.8641
CAMKK2	1.29366666666667
KIAA0649	-1.03325
NES	1.578
HS6ST3	1.32875
PON2	-0.848
TCP11L2	-0.97275
CLEC4A	0.69125
PRR12	0.666
MLXIPL	-0.3444
C2orf50	0.3685
ZNF28	-0.438
ENC1	1.8525
MAP2K1	-0.586625
FKSG2	1.9495
KIAA0430	0.41975
PTP4A1	-0.770444444444444
GPR156	3.4965
GTF3C6	-0.0395
UBR2	-0.0986
LOC388272	-1.03175
MAK	-1.0986
ACOT4	1.02825
STC2	-2.47441666666667
PIGW	-1.936625
SAE1	-1.169
COL6A1	3.15736363636364
OAZ1	0.347333333333333
STMN4	0.418
EDG3	-0.599166666666667
SGCE	-0.0658333333333334
IL11	-1.32783333333333
PRSS8	3.3045
YIPF5	0.12275
WNT4	3.8635
CSN2	0.295333333333333
TCF7	-2.3815
TDO2	5.603
SAMD9	-0.4925
S100A7A	5.807
MMRN1	0.3308
GKAP1	-1.421
AKR1C3	0.895375
RNF19A	0.074875
GMDS	0.122
YKT6	-0.21175
SPARC	2.0054
C12orf31	-0.42075
UBE2V2	-1.2195
FBXL18	-0.774166666666667
KIAA0460	1.99
ADAM22	-1.91466666666667
SERPINC1	-3.72425
KCTD21	-0.097
MYOHD1	-1.5425
ZNF37A	0.717666666666667
GTF3C1	-0.803166666666667
CTSZ	2.029
PRNPIP	-1.554375
DRD1IP	0.74875
NR1I2	-1.3515
ZNF266	-1.2624
SPAG4L	-0.2005
COX4NB	-0.35975
SAPS1	1.005
APOA1	-2.64775
TATDN1	-1.13683333333333
C10orf82	-2.84325
KPNB1	-0.66675
FOXO3	0.539666666666667
CRYBB2	-0.6795
ZBTB5	-0.0878333333333333
SLC25A38	-1.3495
DCTN2	-0.238166666666667
IFT20	0.98625
CTHRC1	1.83575
C1orf31	0.7035
UHRF1	-1.0974375
GPC6	-0.607
C10orf54	1.729
MCF2L2	0.0418333333333333
WNT9B	0.1855
OLA1	-1.185
FAM120B	-0.16075
TTLL10	0.0015
CYorf15A	-3.77333333333333
RELN	-2.73711111111111
SCN2B	0.37725
MFHAS1	-1.308
NKX3-2	0.568
RASGRF2	-0.216
SSBP1	-0.498
KPNA6	0.238714285714286
LOC389118	-0.8095
HS3ST4	3.4409
SUPT7L	-0.78925
FLJ32658	-2.09725
IGFBPL1	-0.77575
KIAA1641	0.2221
SHKBP1	-0.660833333333333
CSF1R	5.82225
NAGK	-0.017
MYL2	-0.15725
HIST1H4C	1.21166666666667
TOMM7	0.456125
ADAMTSL3	2.5964
TNFSF14	-0.378
PRRT2	-2.23325
VTA1	-1.1095
AOAH	1.56516666666667
CRISPLD2	1.02178571428571
PNN	-0.2747
TA-NFKBH	0.67375
ESPN	-0.60125
RBM43	0.624
KIAA1267	0.1525
DDX3X	0.418666666666667
KIAA1576	-3.73975
PLXDC1	3.48283333333333
FLJ25801	-3.099
HNRNPL	0.644
RUNDC3A	0.452333333333333
CASP12	0.2505
SH2D5	-0.84775
RPL26L1	0.6275
OR51A7	0.374
HDC	-0.5435
C2orf16	0.684333333333333
SYTL3	2.01375
GOLGA4	0.0845
NOTCH1	1.28433333333333
ATPAF2	0.467
ECD	0.0785
SSX5	-0.8765
SNAP91	0.12025
OCA2	-3.82825
PNPO	-0.131333333333333
DAPK1	0.219666666666667
PINX1	-0.0483333333333333
SELENBP1	0.583375
NEK3	0.220416666666667
TMED4	-0.395428571428571
SSTR4	0.849
FOSL1	-1.7045
CD40LG	-0.496
CES1	-1.76475
DCI	-0.293333333333333
B3GAT3	0.2305
STK17B	1.08825
CNTN6	0.518
CYP3A4	-1.40483333333333
MBOAT2	0.546285714285714
PISD	-0.341125
USP1	-1.516
PYDC1	2.19033333333333
CENPM	-0.779625
SAR1B	0.46875
TTC7B	-0.488125
DP58	-0.799
GPC1	0.41625
RBL1	-1.899125
TMEM137	-3.44833333333333
TOB1	-0.73325
TCEAL1	-0.491666666666667
CENPF	-0.0831818181818182
C6	-0.192
PRSS1	-2.97225
PPIL6	0.338666666666667
C6orf124	2.106
ODZ4	1.549
SNCB	1.04975
NDUFB9	0.226
CNOT6L	0.352333333333333
S100A9	6.17166666666667
TRIM50	-0.0695
KCTD1	1.8508
WDR63	0.52075
SPEF2	2.33475
RNGTT	-0.799666666666667
CXorf22	0.9235
KCNK16	0.07675
CEP250	-0.709375
ATPBD1B	-0.289
KCNJ2	5.745
MT1B	-1.098
ZNF684	-1.7845
SLC4A1	-0.05275
PDHA1	-1.0605
ZNF492	-1.863375
TKT	-2.1485
BYSL	-0.37025
RNF38	0.765375
AHDC1	0.6385
KLHL2	2.776875
CMTM8	3.61275
DMP1	-0.544
HERPUD2	-0.452375
CRTAM	2.4165
ZNF572	-2.3255
TMEM16J	-0.7685
HSD17B2	-2.63425
UBE2G1	-0.5115
AHSA2	-2.54075
PELI2	0.027
TPX2	-1.76
ATP9B	-0.0645
DAZAP1	1.40825
HMGCS2	-0.0841666666666667
C17orf38	-0.01675
B9D1	-0.543125
NKX2-5	0.544
KIAA1276	-0.45375
LILRB2	4.4735
CSTF1	-1.27783333333333
BTN2A1	-0.749833333333333
C15orf48	2.83675
IGF2BP3	-2.986
FAM113B	-0.368333333333333
HRG	0.649
ZNF131	-0.51175
USP47	-0.0062142857142857
CCDC88B	-0.434375
HCN1	-1.1724
HTN1	-0.4302
SYCP3	-1.111
C13orf23	-0.472
PAPOLA	0.5850625
AATK	0.6118
MSH3	-0.521333333333333
NDUFAB1	-1.3365
ITLN2	-0.7155
BAK1	-0.103166666666667
MRPL45	-1.13966666666667
MTNR1B	0.357333333333333
LOC645843	0.464
SPECC1L	0.471125
PGCP	-0.2305
SPN	-0.43025
GPR143	-0.419833333333333
ZNF576	1.2715
TMEM39A	0.4195
ATP5D	0.473666666666667
MAGEB3	-1.832
RPS5	-1.1415
ANP32E	0.969857142857143
MTMR1	1.69975
YEATS4	-1.537
SYNGAP1	-0.7205
PCOLCE	0.123333333333333
MNS1	-0.80225
PCYT2	1.21533333333333
ZNF182	-1.11675
LAX1	-0.38575
SPPL2B	2.6993
ELOVL5	-0.6164
PCDHAC1	0.575
B4GALNT1	-0.2145
BLOC1S2	0.33475
ZNF673	-1.5476
ARHGAP21	-0.214333333333333
IRX5	3.534125
LRFN5	-0.742666666666667
FAM7A1	-2.074
RAB19	-0.101
GINS1	-2.31525
ITM2B	1.6901
PAPSS2	-0.09825
OR5BF1	1.1705
ACSL3	0.41975
KIAA1919	-0.741166666666667
GLT8D2	2.741875
UTRN	1.38728571428571
CNN1	-0.18775
HISPPD2A	-0.640666666666666
SDAD1	1.00975
SIGLEC9	1.0445
RPL35	0.476785714285714
C22orf26	-0.6455
IMPDH2	-1.8535
WDR69	-0.74925
SEC14L5	-0.635666666666667
CLTA	0.382
RP11-529I10.4	0.08225
GPR37L1	0.623
OGDH	-0.29175
ASB13	0.153166666666667
ZFP14	-0.87475
ZCRB1	0.595333333333333
KPNA3	-0.1435
HSPA1L	-0.31825
RHOC	1.01275
LOC554175	-0.4065
PPP3CA	1.6233
SLC1A7	-0.5162
ZNF529	-0.9895
RBED1	0.5645
DDB2	-1.2245
FLJ11286	1.4605
SPATA1	-0.3685
MKNK1	0.142666666666667
DYSF	0.0911666666666667
ALKBH2	0.9305
NKD1	-2.60783333333333
C1orf174	-1.0725
PLEKHO1	0.521333333333333
ASB10	0.024
RING1	-0.369333333333333
NPC2	0.971125
AVPR1B	0.968
YTHDF1	0.0653333333333334
LMAN1L	1.082
GSG2	-1.9135
CEP170	0.3398
RPS4Y2	-4.437
MSH6	-0.9405
HECTD2	-0.076
ZNF556	-3.16916666666667
PLEKHC1	-2.0863
AIRE	1.36066666666667
BCL2L10	1.3905
LMOD3	-0.3522
ZBTB8	0.2706
FOXA2	-2.6532
SLCO2A1	2.050625
C3orf46	-0.882
PRDM16	0.212333333333333
TMEM98	-0.56025
FRMD5	2.7085
PDE6C	0.2795
C1orf216	-0.424833333333333
EP400	-0.188285714285714
PTK2	0.220166666666667
RNF217	1.6815
NDUFA8	0.1335
ZFAT1	0.8875
LAMP3	1.89733333333333
GLTSCR2	0.6495
NPW	-0.741
LLGL2	1.2663
PPM1K	0.745
C20orf177	-1.269
KIR2DL4	1.484
NFKB2	0.87
C21orf122	0.502666666666667
HESX1	-1.13375
GPR114	-0.850166666666667
SLC25A35	-0.832833333333333
GNAT1	0.073
ORAI3	0.0965
FAM76B	-0.2925
TMEM99	-0.8114
TRIM29	1.8627
CDS1	2.59175
RHEB	0.1712
C4orf27	-0.162666666666667
RAB3A	-0.23325
OTUD6B	-1.33425
GPD1	-0.640125
CDH15	-0.552333333333333
NPM1	0.0829285714285714
TMEM117	1.023
PRPS2	0.94525
GCK	0.571
ADRA2A	2.58816666666667
TSPYL4	-0.291166666666667
TASP1	-1.292
WDR19	-0.311333333333333
C10orf38	-0.22225
PDE4C	-0.393
FYB	0.385545454545455
C1orf55	0.967833333333333
PPFIA3	-6.93889390390723e-18
RAD18	-0.73125
C12orf44	-0.498833333333333
CRYBA4	-0.3985
HVCN1	0.14575
TAF10	0.385166666666667
C16orf48	-1.98116666666667
DEPDC5	0.807166666666667
LTBP1	-0.6835
MAPRE1	-0.2295
FGF8	0.1115
C3orf52	-0.9905
SENP7	-1.05616666666667
LRRK2	0.4925
RUNDC2A	1.206
KIAA0355	0.368333333333333
CPEB1	1.3635
PPEF2	-0.059
ABI2	-0.810333333333333
KIAA0317	0.023375
ATF1	-1.08366666666667
DYNC1H1	1.96
DIP	0.48375
TMEM33	0.779058823529412
POLDIP3	-0.0895
C7orf24	-0.7155
GPR171	1.4325
CDC6	-2.6795
PLD1	0.0912
ITFG2	-0.3968
NDUFC1	0.7395
AKNA	-0.9385
NBR1	-0.806
PKHD1	0.432
HPS4	-1.0133
MAFA	3.39525
ULBP3	0.14275
DIRC1	1.566
IMMT	-1.59075
C22orf13	0.04025
CEL	0.6495
MARK3	-0.73025
ADAMTS2	1.13975
ARPC3	0.785
TMEM10	0.2375
NPHS1	-0.43775
BRD8	-0.230833333333333
WDR12	-0.82675
IDI2	-0.50825
HOXD13	-0.7355
OR8G2	-1.4955
SLAIN1	-2.33825
GABRQ	-0.94475
NR2C2	-0.2775
NKTR	-1.1969
TLE2	0.8875
KIAA0892	-0.321
AURKA	-2.03336363636364
GPRC5C	0.500166666666667
TBC1D9B	0.62
PNPLA6	0.542833333333333
AP3B1	-0.1225
NAG	-0.67675
C11orf68	0.344
AKR7A3	-0.6535
AHCYL1	0.146166666666667
COP1	0.437
RPP14	-1.06141666666667
PCDHB18	-0.287
CDH24	3.654
KRT17	-1.7155
LACTB2	-1.98125
DDX24	0.2113
PHACTR1	-2.051
SLC35E2	0.095
LOXL1	-1.111
IQSEC2	1.733875
RGSL1	0.913
PCDHGC5	0.489
MEGF10	1.944125
PRRX1	1.29216666666667
ASTE1	-0.474833333333333
C6orf159	-0.93375
MYOD1	3.28725
GAA	1.663
ZNF747	-0.06
KLRC1	-0.65875
IL1RL2	0.633
GDF9	-0.041
GPR119	0.9795
TRAF2	0.287666666666667
HCK	3.07466666666667
BMP6	-3.38225
IL8RA	0.373
FLJ35848	-1.43925
EFHA1	-0.58625
CDSN	-0.817333333333333
C14orf54	-0.280666666666667
LSM3	-0.620875
ZFP41	-0.365
C9orf126	-1.2855
VIT	-1.118
SPCS3	-0.41125
DEF8	-0.3
CHAF1A	-1.71883333333333
C1orf165	-0.9465
ZFPM2	0.632166666666667
FTH1	0.9655
SLC35F1	-2.085
YWHAH	0.204
C17orf66	0.6456
ADRB1	-0.183166666666667
FOXL1	2.564
RG9MTD3	0.0195
UMPS	-0.00887499999999995
MGC13008	-0.311
KIAA1161	-0.4255
CCDC77	-1.19075
C12orf65	-0.1622
COG4	-1.2995
RCP9	0.34025
RP4-692D3.1	1.4635
CDC2L5	-0.679
MGC7036	1.17666666666667
DNAJC11	-0.315
GDF2	-0.1015
TIMM17A	0.20575
HNRNPA0	-0.2223
OR2H1	0.62675
PCBP1	-0.5545
COL23A1	-1.55575
LRRC2	-0.559076923076923
NSD1	0.561714285714286
FLJ37078	-0.46075
WDR91	-0.217666666666667
TMEM179	-0.25375
DSCR10	1.29
CNDP2	1.2531
FYN	-0.907
BEX2	-1.4855
KCND3	-0.345666666666667
YPEL5	2.086
LRRC42	-1.14683333333333
C17orf45	0.57175
ZNF649	0.0878
LOC150763	2.338375
COL5A2	3.1795
CNGA2	0.2665
ELA2B	-0.7608
RAB9B	0.68
FAM100A	-0.2555
NAIP	-0.685071428571429
MYOZ2	-0.189375
SPATA12	0.606
XRCC4	-1.2435
CYB561	2.1151
CHST10	-0.37
BAI1	-1.0555
BRSK1	0.221333333333333
C17orf89	0.528625
PDE6H	0.425
FLJ20309	0.4856
MAP7	0.879875
SCN4B	-0.67325
SPAG9	-1.5306875
SERTAD1	0.996166666666667
FLJ21963	1.1305
ANTXR1	1.0519
TMPRSS13	0.893333333333333
ETV7	3.72183333333333
DGAT1	1.28516666666667
NKIRAS1	-0.406166666666667
TAC3	-3.12525
CORO1C	-0.6785
RAD54B	-1.311
HRASLS3	0.610833333333333
C21orf42	-0.195
BARD1	-1.36666666666667
ZNF177	-0.581333333333333
MIP	1.3555
ZNF442	-1.5485
F2	-2.9946
GRIA1	0.0981428571428572
GALNTL2	-0.183833333333333
WNT5A	-0.1034
LENG9	0.0475
hCG_25371	-1.0145
FOXR1	1.81
TRA@	0.4909
PWWP2	1.5545
C1QTNF7	1.56483333333333
SLC7A4	0.3445
C4orf7	2.32825
C17orf80	0.564333333333333
KLK4	0.378
IL31	0.016
TMEM176A	4.38575
CTNNB1	0.4903125
BHLHB2	0.7175
TMEM185B	0.1885
ARD1B	-0.32725
C1orf93	0.1605
BRUNOL4	-0.395666666666667
LOC541469	-0.363166666666667
UPK2	-0.0156666666666667
GAS8	0.822333333333333
PATE	-0.0055
IMPACT	0.27775
WNK4	-1.7795
HNRPLL	-1.331375
GAD2	0.099
ITGA6	2.975
BMP15	-0.1505
CYP2A7	0.316125
RIC8A	-0.039625
CCND1	0.60625
USP35	-0.692
DSCR2	-1.09975
CCL4	4.766
ZCCHC10	0.034
NOL11	-0.94425
TRPM2	0.495583333333333
PSMD2	-0.903272727272727
CHTF18	-1.3115
USP18	0.37775
RRAS	0.720875
LAMC3	0.04775
TOX	-2.72033333333333
PCDH15	0.1405
GABRG3	-1.23766666666667
NUDCD2	0.108
SGCZ	0.959
KCTD17	-0.0952
SPSB2	0.177
TPPP3	1.26316666666667
CILP2	1.48833333333333
CALB2	6.366
CEBPZ	0.011
ZNF479	-1.891
FMOD	5.39033333333333
C21orf66	-1.07064285714286
CLN6	0.449666666666667
ANAPC1	-0.384125
SH2D3C	0.77875
PTPN14	3.5339
TRIM42	-0.40025
APTX	-0.40975
SNRPG	-0.311666666666667
BMS1	0.40825
MAGEA3	-3.1965
NFATC3	-0.93275
LRRC45	1.964
ARS2	-0.805642857142857
LRIG1	1.24283333333333
EPSTI1	1.11466666666667
PRSS27	2.5145
ERC2	-1.080375
PRKACB	-0.791071428571429
PRDM13	1.9065
HCG27	-2.695
KLK12	-2.5845
HSD17B7	-0.407333333333333
ZNF354A	0.2605
PCDH11X	0.631
DMGDH	-1.35875
PCBD2	-0.0595
TMC6	0.127375
RIMS1	-0.353714285714286
SF3B2	-0.1925
RCN1	0.119
CPB1	-0.72475
BCAR3	-1.94125
FCRLB	2.9225
PAK1IP1	-0.26675
OR10H1	-0.1775
KIF9	-0.2457
PITPNM2	-0.865125
L3MBTL4	0.31375
TGFB1	-0.6437
ZXDC	0.0515
SLC6A16	1.35075
SRrp35	0.57775
LRRC8E	1.08225
PPIAL4	-1.37483333333333
EOMES	-0.048
PAX2	0.1765
SCARF2	2.2345
PSEN2	1.34125
PCDHB13	1.33475
C10orf28	-0.628125
DHRS7B	0.5405
C1orf131	-0.1305
ASB1	-1.3389
ZNF223	0.184166666666667
LCMT2	0.74525
MEP1A	-1.56866666666667
TMEM53	0.74625
RSPH3	1.921
C10orf33	0.849
LOC644285	-2.72075
PTPN9	0.735333333333333
ABCA12	-2.796
CCDC37	-1.07875
RUNDC1	-0.2179
YES1	0.231166666666667
FAM120AOS	-0.18625
OR5M3	-0.3705
PPP1R3F	0.3975
IL13	-0.0122
MDFI	0.582
PRNT	0.0105
ZDBF2	-2.3785
OR10C1	0.328166666666667
CLIC1	-0.6945
LILRA5	-0.277833333333333
CSAG1	-3.07433333333333
TREML2	-0.981666666666667
FAM125A	-0.0716666666666667
ZNF74	-0.29125
FAM104A	1.114
LRRC39	-0.6805
SAMD5	-1.68275
HYAL2	0.661
HIST2H2AC	2.242875
IGFBP5	-0.0573043478260869
NRTN	1.61966666666667
KIAA0556	-0.1703
FAM29A	-1.49722222222222
JMJD2A	1.16275
EPHB1	5.56025
POLD4	0.0595
ANAPC10	-0.5825
LRRC36	-0.832
MEGF6	0.046625
LPHN3	-0.023
BMP10	0.539666666666667
C21orf55	0.028
CREM	-1.21075
PTGER4	-1.8245
METAP1	-0.680375
KCNQ1	2.951
NR2F2	0.675
SSFA2	0.936166666666667
CTTNBP2	-3.3245
BCL2A1	-0.524875
ZBTB24	-0.267125
SLCO6A1	-1.497
PRDM1	1.1106
OR7D2	0.349
CCDC47	1.1946
LOC646982	-0.38
SLC26A6	-1.36566666666667
BIN1	0.196
SRRM1	0.798428571428571
PCSK1N	2.11525
ALS2	-0.0246
ECT2	-2.03484210526316
CACNA2D2	-0.249375
DOCK6	-1.63
C10orf119	-0.56125
FATE1	0.326
DUSP23	3.66475
TRIP6	1.43735714285714
NUP35	-0.81325
CDH3	2.2125
KLHDC8A	0.21275
C9orf116	-0.257
EI24	0.1375
CENTD1	1.6545
RWDD2B	0.452333333333333
DOCK1	1.507
NPAS2	1.975875
NR3C2	2.07133333333333
FAM63A	0.78275
INPP5F	-0.215833333333333
FAM111A	-1.0276
MYBL1	-1.143
IQGAP3	1.95416666666667
CRADD	-0.594333333333333
DUSP12	-0.41475
PDZK1IP1	5.4725
VASH2	-0.038
CTR9	-0.16775
VIL1	-2.959
OR8U1	1.198
CCDC107	1.224
PTTG1IP	1.091375
OR4X2	0.54925
COL9A1	-1.668
PSMD9	-0.873
ZFP62	0.576
TIP39	1.74825
PARP15	-1.458
TTC19	-0.377375
C1orf114	-1.616
GFPT1	0.44
SLC27A6	-1.959
MRPS10	-0.8092
CALML5	-1.25516666666667
TRPM7	-0.600375
CGNL1	0.512875
CECR1	1.008
SERPINB8	0.849333333333333
TMEM102	3.13025
PDIA2	-2.81
NUCKS1	0.808333333333333
HOTAIR	4.151
EBI3	0.4105
NXN	1.855
ZMYND19	0.057625
FOXJ3	-0.58575
EIF5B	0.0723
EIF2B4	-0.7995
LEO1	-0.52725
ZIC5	-1.1955
IL20	-1.0285
KIAA0415	0.619
FLJ37357	1.13
TSPAN12	3.085125
ACTR3B	-0.01225
TFAM	-0.865833333333333
IL17RD	0.121
PARP12	0.138
KLHDC7A	0.898
KCTD4	0.333833333333333
GTF2H1	-0.1755
FLCN	0.110833333333333
BIRC4	2.010875
LOC790955	0.4605
VKORC1L1	0.5625
CYP4F22	-0.780833333333333
TAS2R5	1.204
ZNF582	-0.7335
HS3ST3B1	-0.922625
CTNS	0.23425
STK36	-0.637333333333333
MMD2	-0.18575
RP5-1103G7.6	0.679
FLJ23356	0.43
CRH	-0.62625
C1orf182	0.9745
ACP5	-0.138333333333333
AMFR	0.263
CA4	-2.227
PLCB4	0.1875
MPHOSPH10	0.802
UNQ473	0.466666666666667
G3BP2	0.194166666666667
SR140	0.0613333333333332
HOXA2	0.20075
PYGB	-0.2495
BAT1	-0.786833333333333
DKK3	-1.50616666666667
DDX31	-0.65375
TULP1	0.776
NHLRC2	-0.19175
TNRC4	-0.7165
ZNF430	-2.83325
TNRC6A	0.158125
PLA2G1B	0.508166666666667
RCHY1	0.476833333333333
GTF2A2	-0.3355
MGC4294	-0.7775
ZNF691	-0.64025
TACC3	0.6205
DNAJC5G	-0.7415
LOC4951	-0.4145
MS4A4A	-1.8005
LOC152485	-0.8905
PPP1R2P1	-1.168
PPP2R5B	0.1775
RPGRIP1L	-0.5175
SPOP	-0.7102
PTPRF	1.83366666666667
MGC42090	0.4445
SUSD3	-1.2525
THOC4	0.068125
MAML1	0.2821
FXR2	-0.420833333333333
TYK2	-0.300625
MUC6	1.22533333333333
DNAJB7	0.593
PIP4K2A	-0.172071428571429
MEX3A	2.146
RRP1	-0.09525
TFAP4	-0.00525
CXorf41	0.3075
MTMR4	0.3365
CTLA4	0.038
SNX9	-0.04775
CIB3	-0.0656666666666667
NECAP1	-0.1125
PLA2G2D	0.00659999999999999
GLMN	-1.725
DCLRE1A	-0.241
PDX1	0.291
SAMD11	-0.7135
MRPL55	1.5725
TLR7	1.336
TBC1D21	0.637833333333333
SMAD1	2.2314
ACTRT2	0.157
RIOK2	0.07225
PDLIM4	-0.703
SLC22A15	0.684833333333333
ABHD13	-0.0159
STX18	-0.1105
CCPG1	-0.244357142857143
DCBLD1	1.073
SLC2A6	-1.2405
NOLA3	0.511
TRDMT1	-0.949076923076923
IL17F	0.9355
ATP1A4	-0.1515
OR52W1	0.093
CFL1	-0.7365
IL4	-0.474
RBP2	-1.09883333333333
CPSF6	-1.08725
TTC8	-0.682666666666667
MUCL1	-4.4955
EYA3	-0.809833333333333
KRT38	0.67825
GNE	0.11575
ZNF501	0.43775
SLC35A2	0.320625
CEP110	-0.9173
MYF6	0.5525
MGST2	0.566166666666667
TRPV4	2.10266666666667
NEK8	-0.3285
NOX5	-1.3205
NCKAP1L	-0.9045
EMP3	-2.2085
BPY2C	-0.511
C1orf38	0.103875
ELOVL2	-3.019875
CBX7	1.44558333333333
OSBPL1A	0.361833333333333
ZNF589	-1.65675
ESCO1	0.474333333333333
TRA2A	0.832083333333333
C3orf26	-1.54
PHF2	1.67408333333333
PID1	-0.158
RFC1	0.018125
MTAP	0.2219375
ADORA3	3.65083333333333
LOC389458	0.99025
TRNT1	-0.09975
CRIPAK	-0.67825
RAI2	1.4345
ANKRD44	-1.479
GZMB	4.21
NFE2L1	0.06175
STIP1	-0.74
RASL11B	-2.046
NT5DC2	-2.355
LRP2	0.00414285714285715
MTDH	0.168133333333333
ARSG	-0.78025
