Hybridization REF	TCGA-BH-A0C3-01A-21R-A12P-07
KCNE1	1.54625
NRM	-0.7395
SLC37A3	0.492857142857143
TPD52L2	-0.626
UNC5B	0.95975
C12orf12	0.773
SDHB	0.2265
CLRN1	0.354125
NUDT10	-1.8025
UGT3A1	0.20075
FBXW8	0.055
RHOF	-0.5125
PTPLAD1	0.149625
MYO3B	-0.3785
DERA	-0.76975
TPP2	-0.151
C19orf53	0.497
GINS3	-0.59275
ST6GALNAC5	-2.4635
CHSY1	-0.166
MGC15705	0.109
GPR83	0.424
EXT2	-0.09925
DOLK	0.2405
TUBAL3	-1.82775
ACVRL1	2.1082
ABL2	-0.49
C14orf156	-0.848166666666667
PTPRZ1	-3.9365
DIP2C	0.282
LAMP1	1.16675
RXRA	0.1419
MAP3K5	1.856
ALKBH1	0.258
PDLIM7	-0.21875
ARL14	-0.284
SNIP1	0.352333333333333
TIMP3	2.06883333333333
RGS3	1.1275
SPAG16	-0.3532
ABHD4	0.49825
ARHGEF12	0.454666666666667
GLUD2	0.0755
RAC2	-1.0104
UAP1L1	-0.0555
SLC18A3	-0.0935
YOD1	-1.14658333333333
RALY	0.168
HMOX2	0.951625
DGKH	0.06275
DBNDD2	0.7285
YIPF4	0.610125
THAP10	0.419
ZNF513	0.9045
HAGHL	1.14216666666667
ITGB4	0.621833333333333
CCDC141	-1.327
YTHDF3	0.954
C5orf28	0.39025
RPL7L1	-0.37925
TMEM30B	1.10092857142857
ANKRD35	2.7765
DUOXA2	-0.747
TBC1D5	-0.138625
DFNB59	-0.2955
HRH4	-0.101
MYO6	0.6572
DNAJA4	2.223375
RBM24	1.923625
CEACAM20	-0.94725
RBM23	0.2195
NGFB	0.3815
C1orf63	-0.8268
KRTAP7-1	0.194
PERLD1	1.52525
NPB	-0.225
C17orf59	0.733
HSPBAP1	-0.247
SLC15A4	-0.015125
PRTFDC1	0.19125
OSMR	-0.230214285714286
CYSLTR2	-0.2325
C19orf25	0.264
KIAA1797	-0.1935
NLRP6	0.484
FAM105B	-0.1744
SCRN2	1.4275
LRRC58	-0.1745
RNF17	0.305875
NEIL3	-2.959
FAM137A	-0.65425
SKP2	-2.8985
PARVA	1.1795
PKLR	-1.716
RNF34	0.510875
A3GALT2	-0.32525
C12orf50	0.171666666666667
SUNC1	-2.236
FAM102B	-0.682166666666667
CCT2	-1.08225
LRRC37A2	-0.744
ARF4	0.6995
SIKE	-0.095875
C8orf48	2.211
MBTPS1	-0.194142857142857
GPSN2	-0.3115
NCF2	3.50825
SLC12A6	0.781666666666667
MRPL48	-0.985
HMGN3	-0.323166666666667
LRRC62	-1.427
PAX9	-0.189
FAM55A	0.5285
C20orf42	-2.8575
SCML2	-1.70983333333333
BCL9	0.0545
FAM40A	-0.28675
C9orf41	-0.876
ZNF774	-1.104
LETM1	0.000500000000000004
PLXNB1	-0.00650000000000001
NIPSNAP1	-0.945125
USP10	-1.365
F9	-0.00533333333333335
LIPE	4.52825
CNGB3	0.772
C12orf52	-0.48625
PI4K2A	0.54825
MED8	0.347375
STAT4	1.82
FGD4	-0.0223333333333333
RNF145	-2.08216666666667
WDR32	-0.6501
CLDN2	0.3345
TCEAL8	0.84425
ZMYND8	-0.7474
PDXK	-0.34840625
GATAD2A	-0.5445
PTGES3	-0.979
CCM2	-0.34375
TAP1	2.212375
ZNF670	0.508
ETS2	0.503571428571429
C6orf166	-0.188
PRMT2	0.294214285714286
OR4B1	0.265
INTS8	-1.0475
CCDC102A	-0.01725
CCDC83	-1.85383333333333
ITGA1	0.5236
EPHA5	-2.189
FAM24B	-0.615833333333333
TSGA10	1.75225
HAL	-2.8655
MYOT	1.40475
SPACA3	0.31175
BCL2L2	-0.0595
CUGBP2	1.66266666666667
CCNB3	1.03575
RNF113B	0.42
MERTK	0.654
BAG1	0.167
VPS36	1.1855
ORMDL3	1.5821
C1orf190	0.326
ZNF625	-0.5845
CORO2B	-0.74375
ALOX15	0.102
CST1	1.4185
NUPR1	2.40683333333333
CCL7	0.243
SMCR5	-3.354
DSC2	0.042
RBMS2	0.29525
GRIK4	0.3265
TRIM65	-0.1625
TMPRSS6	-0.094
TP53INP2	0.1385
GLB1L	0.628666666666667
LOC388284	0.3935
PUS1	-0.810714285714286
BCL9L	-0.03
OLFM1	0.470416666666667
RET	1.8375
MASTL	-1.50783333333333
ALX3	0.2405
IL1RL1	0.588833333333333
ZNF765	0.0486
C14orf138	-0.61625
SNX10	-0.146166666666667
TAC4	0.2385
C1orf64	-2.407875
POGK	0.521375
MAPK9	1.224
ZNF366	4.3945
C8orf79	1.4276
CLDN7	1.8545
OR5AT1	-0.935
TRIM37	-1.58025
LRRC25	2.25225
GRHL2	1.9542
TEKT3	1.047
LASS5	0.76
ABCC4	-2.23008333333333
DLG3	1.196125
VGLL1	0.30725
ZFP36L2	0.7635
MFRP	-0.275333333333333
KIAA1799	0.03025
FLJ44379	3.618
PCNX	0.0365
ANXA9	3.0275
CYP4V2	1.3892
PIK3C2A	-0.05025
SRR	0.055
NOL3	-0.18725
IFITM2	0.777
ARNTL2	-1.62025
ZNF595	0.72125
NLRP13	-0.815
ASPH	-0.205
CPA2	0.126
PVRIG	-0.6025
LEPR	1.44533333333333
C16orf42	1.07833333333333
SH3BGRL	0.51275
FAM77D	-0.0551666666666667
FNDC7	-1.095
C9orf6	-0.48
NOTCH2NL	2.0955
PGBD1	-0.860666666666667
SYNGR2	1.30333333333333
PITPNA	0.1160625
PRPF4B	-0.5803
SLC43A3	-0.780642857142857
NRBP1	0.43925
SLC25A22	-0.192
ILK	-0.105875
SLC22A8	0.818666666666667
MRPS7	0.95775
PITX2	0.483
FABP3	0.558875
OR1L1	0.788
LOC728215	-1.12128571428571
BLID	-0.843
KIAA1217	2.01388235294118
TFPT	-0.52175
AP4B1	-0.706
VBP1	-0.261
OR1K1	0.4995
MORC3	0.22825
BHMT2	1.7295
C3orf10	0.5255
FZD7	0.747333333333333
WFDC10A	-0.5495
PMS2CL	-0.530625
CCDC32	0.9055
FA2H	-2.03275
ALG13	0.889
TTLL7	0.00250000000000001
SPOCK3	-0.6165
SLC13A2	-0.006
AIM1	0.6615
GPRC6A	-1.0435
EGR2	4.478
MED11	0.20175
WWC1	0.52825
SH3GL3	-3.98875
RIF1	-0.252428571428571
PRLH	-0.0855
VLDLR	-2.7235
DBT	0.321533333333333
C21orf63	1.173
CGGBP1	-0.31225
KRTAP12-2	0.648
TADA3L	-0.728
ZBTB16	2.8835
PDGFB	1.432375
RFX1	0.122125
UQCRB	-0.4522
LOC133874	0.701
HPS3	-2.81425
LGALS3BP	1.7301
DKFZP564O0823	2.42364285714286
MRFAP1L1	1.132
HOXA10	0.4465
NGB	-0.582
KIF21A	-0.514153846153846
IFLTD1	0.6135
LZTS1	-0.681375
ARHGEF3	1.4105
RHBDL3	-1.8585
CSNK1G2	-0.157833333333333
ChGn	-0.2205
KIAA1244	0.897666666666667
GABRB2	0.217
MGC72080	-0.9885
CD27	3.34825
EGLN1	-0.9003
PEX13	1.29925
RWDD3	-0.1425
RNF12	-0.0323333333333333
GRIN2B	0.582
ADAMTS14	-0.507875
DYDC2	1.164
ATP6AP1	0.8014
NR1H2	0.211666666666667
PDK2	1.1755
C3orf17	-0.2815
SLC38A2	-1.21928571428571
SLC25A29	0.4335
C15orf29	0.276875
ADAM9	-0.52875
TMUB2	0.731125
GPR176	-0.42025
AGK	-0.590125
MCCD1	-6.93889390390723e-18
NDUFA4	-0.49475
TMEM146	-0.0285
DUSP1	1.814125
UNQ6975	1.085
EMX2OS	4.706
INSM2	-0.663666666666667
LUZP4	-1.71175
SETD6	-1.407
P2RY2	1.47675
SLC45A2	-1.931
RABGAP1	-0.196333333333333
UBXD5	0.081375
GPRC5A	0.6025
PAK3	1.45416666666667
LOC63920	-1.3675
TGFBR1	0.3057
KRTAP6-3	0.22925
SFMBT2	-1.014
CDC42	0.407
C11orf35	0.113
TTLL2	0.7685
UACA	1.032
CD97	-0.9308
SETD5	-0.282375
NINJ2	0.2915
PTER	0.980833333333333
POMGNT1	0.08075
KRTAP4-2	0.501
ECGF1	2.731625
HRB	-0.264272727272727
ATP1B2	-0.065
LOC400506	0.773
COL4A3BP	0.26025
C6orf97	0.18
GRHPR	0.0545
TAS2R1	0.195
SEMA7A	-1.4175
EDF1	0.598
ODF2L	-0.0874
PCID2	-0.517166666666667
GTF2H4	-0.717166666666667
ZCCHC3	-0.491
CGB2	0.883333333333333
NEUROD1	0.18675
C20orf75	-0.376
RP5-1054A22.3	1.92883333333333
IFNA5	0.175
ZNF134	0.162083333333333
MGC119295	-1.1929
ZSWIM6	-0.914875
SMEK1	0.00566666666666666
PCGF2	0.240375
C1orf102	2.0765
CYP2A13	0.495
KCNH6	-0.6648
MDM1	0.3822
ALDH7A1	0.148
C9orf75	1.52125
VDAC3	-0.327
OR51T1	0.0115
EIF3F	-0.896
KCNJ10	-0.91225
LENG8	-0.1885
EDEM2	0.0565
CCNJL	-1.6445
DHX37	-1.2075
CRYGN	1.422
AATF	-0.131875
ZNF630	0.65375
E2F5	-0.6825
WFDC13	0.07425
FTSJ3	-0.34
C4orf33	1.37675
LHFPL4	-2.5085
C19orf56	-0.5165
SMAD4	0.036375
AFM	-0.395666666666667
G0S2	4.1885
FCHSD2	0.1656
RRP1B	-0.9787
EEF1B2	-0.862166666666667
STAT6	1.20816666666667
ZNF195	-1.051
GNL1	-0.244833333333333
ZNRF2	1.58466666666667
PER3	0.51
ASB16	0.0705
C10orf10	3.62907142857143
ADCY8	-3.1604
C9orf58	-0.235833333333333
ARMC10	-0.0723333333333333
PSG1	-0.863
DHX34	-0.19475
VARS2	0.050125
NFIC	0.7875
ITPR2	-0.322
AGXT2	0.196333333333333
OR6K3	0.036
H2AFZ	-0.705416666666667
MLLT3	-0.419416666666667
COX4I2	2.55475
CCNT2	-0.28725
PLK4	-1.560125
NUMBL	-0.195833333333333
MED16	-0.22225
PLEKHQ1	1.44625
GOSR1	-0.0654444444444445
BTG4	-0.1535
RPL30	-0.541166666666667
IGSF5	-0.29725
IGFL2	0.879
ELMOD2	1.43516666666667
SHC3	-0.0681666666666667
HAVCR1	-0.0365
DYNC2H1	-0.305875
RNF5	-0.776
C2orf7	0.0365
NLF1	0.6065
KLHL25	0.26875
LRP10	0.7151
KRI1	-0.74025
PUS7L	-0.0318333333333333
MGMT	1.00425
HOXD1	0.348833333333333
CSH1	-0.0645
ATG16L2	-0.4945
FLJ44635	1.0395
CHODL	1.101
EXOSC8	-1.31475
SLC28A1	-0.099
MYO7B	-0.905166666666667
SEH1L	-0.8503
MTNR1A	0.0856666666666667
TSPAN5	-0.601833333333333
CDC45L	-3.28466666666667
AMIGO1	-0.3835
ATAD3A	-1.1645
OSGIN2	1.3725
PDIK1L	1.26233333333333
DARC	3.765375
PIPSL	2.1265
SHMT1	0.13375
CRISP3	0.219
POPDC2	2.09716666666667
ZRANB2	-0.643
FBXL8	0.187
TRIP13	-2.50554545454545
EIF5AL1	-1.533
POU5F1P3	-4.87733333333333
IL6	-1.1085
CXorf38	0.64
IFNA16	0.6455
FBXL2	0.451666666666667
BRD1	0.11725
STATH	0.72625
FBXO44	0.155333333333333
MCCC2	1.9845
CDC2	-2.1189
C5orf23	-0.327
IVD	0.847
C10orf122	-1.53825
MSL3L1	0.045
MVP	1.15525
EPOR	-0.7176
ZMYM1	-0.815166666666667
BCL7C	1.04116666666667
PSTPIP2	1.8778
LYPD1	-1.593875
OR8G5	0.4675
ZP3	-0.171
BCAS4	1.23133333333333
EDG6	2.71875
ISY1	0
PRAMEF2	-1.08625
CUL1	-0.427
RNF213	0.9854
CCRK	0.0255
DHX9	-0.135875
C13orf29	0.49575
NCKAP1	0.841166666666667
MRPL43	1.06257142857143
XPR1	-0.32825
PKN2	0.3545
PODNL1	-0.2985
ZNF333	0.1125
DALRD3	1.08775
OPN1SW	0.544
BTBD6	0.968
C11orf82	1.8
OR5P3	0.453
DUSP11	0.18775
L1CAM	-1.1565
NEK11	1.2425
OR7E91P	0.682
CNTN3	3.3597
CREB3L2	-0.72175
ZBTB37	0.361
KIAA1324L	1.3465
NDUFB10	0.871333333333333
NUDT2	0.12875
GTPBP8	-0.5135
CACNA1D	2.3555
PRKAA2	0.248
PRDM8	-0.3075
MGC16075	-0.416166666666667
KRT14	-1.52471428571429
PP8961	0.07925
MRPL18	-0.415
ABCG2	-1.942
PACRG	1.60425
BBS2	-0.08025
KREMEN2	-1.399
FBXO21	0.16625
HNRPUL1	0.084
GRB10	0.39975
CLSTN1	1.492625
LMAN2	0.4134
C17orf61	-0.059
NIPSNAP3A	-0.09325
INSIG2	-0.232333333333333
PCDHB7	0.419
STXBP2	0.537
CMAH	1.81116666666667
SEMA5B	0.05425
ZNF155	0.437
COQ6	-0.3805
PRPF4	-0.91125
TSPAN15	2.7709
VN1R5	0.52075
LATS2	0.58125
SELK	0.43375
PGK2	0.3815
MS4A1	0.20725
TYW3	-0.9255
KRTAP5-1	0.516
RCCD1	-1.661
BTN1A1	0.15875
DDX28	-0.612
TMEM65	-0.54525
LOC92345	0.02975
TTC31	-0.41875
WDR46	-0.536833333333333
CHP2	-1.21666666666667
LSP1	0.54175
ZNF542	0.438
EXOSC1	-0.03825
ARHGAP18	-0.067
LRRTM4	-1.249125
MAOB	2.264
CACNB4	2.233
MGC33846	0.436
RANBP3L	0.784
ATP5L	-0.486375
ONECUT1	-2.8795
NUDT9	0.9175
TMEM149	0.595
STX17	0.20675
IGSF10	-1.19375
TMPRSS9	-0.117
BMPR2	0.923416666666667
ALLC	-0.38025
KLF7	0.223
GCC1	0.3873
TIMM9	-0.825
CDO1	3.20866666666667
MGC10701	-0.805333333333333
IFI6	3.3135
FRMD8	0.49925
MGAT2	0.64825
WBP5	-0.123333333333333
CNIH2	0.57175
KIAA0907	-0.9795
KCNH8	-0.576
CTSG	0.6605
GRIK1	-0.339166666666667
CUL5	-0.01725
FRMD1	0.1615
OR9A4	0.3885
SYT6	-1.825
FOXD4L2	-0.081
ANAPC2	0.0683333333333333
OPN5	0.139
TAF13	0.5785
LYG2	-0.12325
GGNBP1	-0.0765
C11orf40	-0.029
OTX2	-2.4235
REG4	0.170833333333333
EIF5	-0.5735625
PALB2	-0.4785
SEPSECS	0.4405
RNASE3	-0.191
TRIM49	-0.7115
POLR2K	-0.06
GPR42	0.2295
C8B	-2.85975
SASS6	-0.616
PREB	-0.0385
OR3A3	0.518
TUBA8	0.817625
IGLV2-14	-1.42725
STIL	-1.917
ANKFN1	-0.8695
NME7	-0.2435
HOXC12	-1.34
UBE2C	-2.00125
FHOD1	-0.60075
CDK2AP1	0.0148333333333333
OR6K2	0.35075
DHPS	-0.34325
RPL5	-0.015
TRGV5	0.1515
LOC541472	-0.157857142857143
HCCS	0.0273
DENND1B	3.098
LHX3	0.365
OR5D16	0.776
CXorf57	-0.912
IRF2BP1	0.2535
NDST2	0.8355
LCE3D	0.1195
BOLL	-0.12225
SYT3	-0.80525
PIH1D2	-0.1495
C20orf7	-0.348333333333333
IL1R2	0.264333333333333
SLAMF9	0.834
PPME1	-0.112875
PIK3CA	0.168
TRAPPC1	-0.12225
COLEC10	-0.536
SLC9A6	-0.559166666666667
PDDC1	-0.820666666666667
CCDC53	0.358
GK3P	-0.3865
DAZL	-1.06225
BRI3	0.0105
SDK1	-0.3465
CYP2C18	-0.3975
IFI44L	4.3805
RPL3L	0.1585
FUT9	-0.9948
KIFC2	-0.2765
PMP2	-0.232875
SLC4A9	0.06
PLAG1	-0.811
MYCBP2	0.404833333333333
OR4E2	-0.305
CCDC65	1.597
C16orf82	0.080875
ENTPD4	0.079125
BRP44L	0.493375
PMP22CD	-0.185
TMCO4	0.8015
KCNN1	-0.5015
WDR35	-0.10375
CCDC80	3.601125
C3orf31	-1.142
SLC7A9	-1.65225
TMEM190	-0.9925
DBC1	-2.2025
FADS3	-0.0736666666666667
PDZD8	0.439833333333333
GRM5	0.00387500000000001
AZGP1	3.3563
PEX3	-0.4235
MED1	0.052
ATG4C	-0.369333333333333
HNRPH3	-1.061875
FAM109B	1.86775
C4orf17	-0.795
CA10	-0.241666666666667
OPRD1	-0.1
CCL16	-1.75675
SACM1L	-0.6885
CST6	3.13975
CD63	0.89825
LGI1	-1.47275
ZNF784	0.33825
CRYBB1	-1.072
CX3CL1	0.82715
TOP2A	-1.793125
GYPB	-3.04216666666667
GADD45GIP1	-0.802
FEN1	-2.022625
IGF1R	0.5756875
WDR72	-1.4266
PURG	-0.558166666666667
DEFB126	1.58325
PKD1L1	1.74333333333333
CAV1	-0.0487
GNPDA2	0.9652
DGAT2	2.519125
NLGN1	-3.0785
STRBP	-1.032625
HPRT1	-1.72383333333333
FANCI	-1.564875
PSMA7	0.246875
DBF4B	-0.706833333333333
TTF1	-1.10425
RAD54L	-2.184
ELOF1	0.221
PLAGL2	-1.726125
ZNF256	0.25775
HMGCL	0.28125
MSI2	1.41916666666667
RPESP	-0.666833333333333
C11orf60	-0.11625
ABCD1	0.1655
ACAA1	0.216
SPARCL1	5.37814285714286
IL6ST	1.6226
ZNF319	0.36025
TMEM109	0.4219
FAM90A1	0.612333333333333
IL22RA1	-0.8795
ATP4B	1.5025
TEC	-0.615833333333333
C7orf30	-0.81575
TXNDC2	-0.468333333333333
ABCB4	-0.0745
KIAA1191	0.114
C9orf38	0.015
SFTPB	0.714714285714286
CNTNAP2	3.33258333333333
FRK	3.671
TBX19	0.46625
CHD4	-0.1485
C6orf26	-3.29383333333333
MOSC2	2.09225
IKBKE	0.92725
HIF1A	-1.994
LOC595101	-0.057
RELA	-0.0405
TMEM16B	-0.157333333333333
ABHD12B	-2.45025
TSEN34	0.126
KIF18A	-2.7025
TXNDC9	0.176833333333333
SPATA2L	-0.1515
SEMA4G	-2.104
C21orf91	0.02925
MATN1	-0.0575
KCNIP4	0.4752
TUSC1	1.05725
OR4C15	0.1765
ARMCX6	-0.176833333333333
WBSCR27	0.329833333333333
OR52I2	-0.4505
KIAA1604	-0.2115
DYNC1I1	-0.553125
PPP4C	0.4755
SLC47A2	-1.04916666666667
TREH	0.749125
CD48	2.85483333333333
ST14	0.644333333333333
PKN1	0.11825
SPON2	2.907
XBP1	1.831
SFRS12	-0.0861666666666667
EFCAB6	0.92675
SELT	1.077
SLC39A2	-0.132
ERF	-0.550166666666667
ARL3	0.323625
SURF6	-0.9681
MLLT10	-0.753714285714286
FLJ11171	0.0533333333333333
TDGF1	-4.05866666666667
ERCC6	0.125
EIF2AK4	-0.131125
BAZ1A	-0.152666666666667
LRRN3	1.6305
TMC3	0.2215
EFTUD1	-0.41175
PTPRO	1.63033333333333
CLEC12A	0.9765
ACBD4	1.379
ZDHHC14	-0.727875
OTUD7B	2.196375
ACTB	0.621625
MSRA	0.38475
LCE5A	0.24
IFI35	1.8365
BSCL2	0.411166666666667
ANKRD12	0.745833333333333
CFHR2	1.06575
RGAG1	-0.3155
HSFY1	0.943
SLC30A5	-0.108833333333333
IMPG1	0.359
GPR109A	0.765
ZNF185	-1.65525
IYD	1.54
NPCDR1	0.377
SERPINA13	0.696
HMGCLL1	-0.0599999999999999
NEUROG1	0.2625
UBQLN1	0.299
LIN37	-0.1415
SOCS2	-0.503125
DSCR4	-1.66725
XKR6	-1.706
GPR142	0.302
KRTAP13-3	0.0845
CCDC15	-1.54316666666667
MOS	0.4265
CD1E	0.7015
OFCC1	-0.3404
FAM83D	-2.3085
SRFBP1	-0.13775
C9orf96	-0.065
DHDH	-0.62
CCDC90A	-0.456
RABL3	0.48165
CD320	-1.708
ANGEL2	0.28125
MRPL21	1.81
SMG6	0.141833333333333
INSR	1.9915
FLJ14816	-1.079
GLRB	0.294666666666667
C9orf89	0.59625
CIZ1	-0.57525
URG4	0.106666666666667
LRDD	-1.32333333333333
CBY1	0.762166666666667
NFX1	-0.489
MTERFD2	0.1735
C19orf23	0.4465
PGC	0.67675
IER3IP1	0.7836
RASAL2	0.55175
C1orf89	-0.00500000000000001
SYNJ1	-0.885625
NFKBIE	0.7045
FLJ40125	-0.940833333333333
TCEB2	-0.0819
NOG	-1.3805
POLR2J2	-0.557333333333333
HLA-B	2.63075
PCDHA1	2.1495
PPP2R2B	-0.49175
ARHGEF17	0.6505
TCF7L2	1.12621428571429
CHD5	-0.669
ZNF431	-0.85275
TBC1D25	0.067
ZNF800	-0.72425
SCUBE2	-0.280090909090909
MYCBP	0.933333333333333
GPX5	0.1855
C6orf129	0.256
QSER1	-0.806666666666667
ULK2	2.1745
PIGO	0.304333333333333
NRCAM	-2.16457142857143
SLC35E3	0.192875
CSRP2	0.2615
HYPE	0.05425
MAPK15	-0.107166666666667
MGC14327	0.05125
TIMM13	0.236666666666667
ZNF462	-0.76475
GBA3	1.4675
TEX13A	0.4705
MCM6	-1.16955555555556
MTRF1	-0.375125
ABCA7	-0.1775
EIF4A2	-0.4685
ZC3H10	0.6881
RPGR	-0.198
C20orf94	0.01425
RP1L1	-0.26875
GPR125	-0.03025
USP22	1.15642857142857
OR1L4	1.57575
MLZE	1.4705
FLJ32065	0.8255
PTCD1	-0.23425
CRTAC1	1.31933333333333
BXDC2	-0.88125
C18orf1	1.51483333333333
FAM107A	2.4435
EFNA3	1.58875
P18SRP	-0.3229
CAMKK2	0.652416666666667
KIAA0649	-0.714
NES	-0.157666666666667
HS6ST3	0.190625
PON2	-0.33875
TCP11L2	-0.90875
CLEC4A	2.85925
PRR12	-0.0295
MLXIPL	0.5274
C2orf50	0.0985
ZNF28	0.67125
ENC1	0.887166666666667
MAP2K1	-0.32675
FKSG2	1.32225
KIAA0430	0.88825
PTP4A1	-1.25961111111111
GPR156	0.4895
GTF3C6	-0.438
UBR2	-0.2
LOC388272	-0.82925
MAK	0.282166666666667
ACOT4	3.12175
STC2	0.0365
PIGW	0.0965
SAE1	-0.254625
COL6A1	1.44377272727273
OAZ1	0.0548333333333333
STMN4	0.905833333333333
EDG3	0.8035
SGCE	0.778666666666667
IL11	-2.01983333333333
PRSS8	2.0305
YIPF5	0.590583333333333
WNT4	1.5895
CSN2	0.0504
TCF7	-2.27975
TDO2	2.8805
SAMD9	1.5779375
S100A7A	0.49
MMRN1	4.03833333333333
GKAP1	0.3255
AKR1C3	0.631625
RNF19A	-0.0495
GMDS	0.43725
YKT6	0.50225
SPARC	2.191
C12orf31	0.177
UBE2V2	-0.509
FBXL18	-1.06816666666667
KIAA0460	1.2955
ADAM22	-0.733
SERPINC1	-3.219
KCTD21	1.02525
MYOHD1	-0.74625
ZNF37A	0.163166666666667
GTF3C1	0.698166666666667
CTSZ	2.88725
PRNPIP	-0.943
DRD1IP	0.7665
NR1I2	-2.9575
ZNF266	-0.2297
SPAG4L	-0.2865
COX4NB	-0.8795
SAPS1	2.20683333333333
APOA1	-3.73425
TATDN1	-0.554166666666667
C10orf82	1.18575
KPNB1	-0.57425
FOXO3	0.484
CRYBB2	-0.861
ZBTB5	-1.08533333333333
SLC25A38	-0.3015
DCTN2	0.0345
IFT20	0.42275
CTHRC1	3.26325
C1orf31	-0.3685
UHRF1	-0.8183125
GPC6	-0.01975
C10orf54	2.33375
MCF2L2	-0.315166666666667
WNT9B	0.023375
OLA1	-1.018
FAM120B	0.12025
TTLL10	0.3345
CYorf15A	-5.25766666666667
RELN	-0.8813
SCN2B	1.51483333333333
MFHAS1	-0.5255
NKX3-2	-1.44716666666667
RASGRF2	0.6045
SSBP1	-1.05416666666667
KPNA6	-0.524571428571429
LOC389118	0.088
HS3ST4	-1.2458
SUPT7L	-0.36975
FLJ32658	-2.3175
IGFBPL1	-0.83925
KIAA1641	-1.4626
SHKBP1	0.059
CSF1R	4.56775
NAGK	1.31225
MYL2	0.98925
HIST1H4C	-2.4315
TOMM7	-0.6945
ADAMTSL3	2.8328
TNFSF14	-0.1305
PRRT2	-0.53675
VTA1	-0.51725
AOAH	3.52216666666667
CRISPLD2	2.41778571428571
PNN	-1.3589
TA-NFKBH	0.41375
ESPN	-0.0255
RBM43	0.5825
KIAA1267	-0.005625
DDX3X	0.708944444444444
KIAA1576	-4.70275
PLXDC1	4.34233333333333
FLJ25801	-4.28875
HNRNPL	0.32025
RUNDC3A	0.1165
CASP12	2.0425
SH2D5	-1.240125
RPL26L1	-0.4175
OR51A7	0.39225
HDC	4.066
C2orf16	0.166
SYTL3	2.150875
GOLGA4	0.375
NOTCH1	0.372
ATPAF2	0.475
ECD	0.28625
SSX5	-1.923
SNAP91	0.61775
OCA2	-4.5935
PNPO	0.563166666666667
DAPK1	0.1565
PINX1	-0.951
SELENBP1	2.4095
NEK3	0.196083333333333
TMED4	0.245928571428571
SSTR4	-0.5895
FOSL1	-2.8656
CD40LG	0.8915
CES1	0.119583333333333
DCI	-0.0121666666666667
B3GAT3	-0.3575
STK17B	-0.00625000000000001
CNTN6	0.246
CYP3A4	-1.1955
MBOAT2	0.972857142857143
PISD	-0.06075
USP1	-0.649
PYDC1	0.6985
CENPM	-1.84525
SAR1B	1.41425
TTC7B	0.26075
DP58	0.1475
GPC1	-0.20275
RBL1	-1.345
TMEM137	-2.38316666666667
TOB1	1.91983333333333
TCEAL1	1.014
CENPF	-1.36009090909091
C6	5.76866666666667
PRSS1	-4.0355
PPIL6	-0.548666666666667
C6orf124	1.109
ODZ4	1.15333333333333
SNCB	-0.26675
NDUFB9	-0.198
CNOT6L	0.505666666666667
S100A9	0.922833333333333
TRIM50	-0.4875
KCTD1	1.3901
WDR63	0.63275
SPEF2	1.505
RNGTT	-1.06433333333333
CXorf22	0.7845
KCNK16	-0.42875
CEP250	-0.8795
ATPBD1B	-0.147
KCNJ2	3.74225
MT1B	-2.0825
ZNF684	-0.148
SLC4A1	0.365
PDHA1	-0.33575
ZNF492	-0.56525
TKT	-0.75
BYSL	-0.871
RNF38	0.370625
AHDC1	-1.5035
KLHL2	0.778875
CMTM8	0.839
DMP1	-1.347
HERPUD2	-0.17125
CRTAM	3.38916666666667
ZNF572	-0.31825
TMEM16J	-0.832
HSD17B2	-4.08475
UBE2G1	-0.62075
AHSA2	-1.5565
PELI2	-0.6155
TPX2	-2.095375
ATP9B	0.7415
DAZAP1	-1.362125
HMGCS2	-0.0455
C17orf38	0.53825
B9D1	0.51775
NKX2-5	-1.74133333333333
KIAA1276	-0.94525
LILRB2	3.45
CSTF1	-0.785833333333333
BTN2A1	-0.0236666666666667
C15orf48	5.26725
IGF2BP3	-4.37975
FAM113B	0.165666666666667
HRG	0.0135
ZNF131	-0.91025
USP47	0.0874285714285714
CCDC88B	-0.27525
HCN1	-0.4017
HTN1	-0.9136
SYCP3	-0.6075
C13orf23	-0.0584
PAPOLA	0.0634375
AATK	-0.6148
MSH3	-0.273666666666667
NDUFAB1	0.12525
ITLN2	0.508666666666667
BAK1	-0.2805
MRPL45	0.0791666666666667
MTNR1B	0.0791666666666667
LOC645843	0.154
SPECC1L	-0.35075
PGCP	1.58475
SPN	-0.7625
GPR143	-0.490666666666667
ZNF576	0.0315
TMEM39A	0.2004
ATP5D	-0.948666666666667
MAGEB3	-1.265
RPS5	0.0786666666666667
ANP32E	-0.188785714285714
MTMR1	-0.291
YEATS4	-0.8295
SYNGAP1	-0.415
PCOLCE	-0.3035
MNS1	0.609
PCYT2	0.310833333333333
ZNF182	-0.72175
LAX1	1.754
SPPL2B	0.0362
ELOVL5	0.6335
PCDHAC1	1.914
B4GALNT1	-1.51116666666667
BLOC1S2	1.035125
ZNF673	-0.8266
ARHGAP21	-0.211166666666667
IRX5	2.264
LRFN5	0.650833333333333
FAM7A1	0.37025
RAB19	-0.5965
GINS1	-1.146
ITM2B	1.4543
PAPSS2	0.654833333333333
OR5BF1	0.3735
ACSL3	-0.090375
KIAA1919	-0.80525
GLT8D2	2.765875
UTRN	1.07657142857143
CNN1	1.193
HISPPD2A	-0.0601666666666666
