Hybridization REF	TCGA-BH-A18F-01A-11R-A12D-07
TLE3	0.905833333333333
PSMB7	0.0745
MESDC1	0.0065
SLC6A1	1.17283333333333
OCLN	1.54358333333333
PTTG3	-1.34766666666667
NAGLU	-0.2975
SERTAD4	2.302375
SPRY1	1.62175
FLJ10781	-0.6655
MYSM1	-0.4705
TRIM4	0.152571428571429
SH3YL1	1.36425
TREM2	3.44516666666667
SERPINI1	2.3525
HDHD3	0.946125
TMEM38A	-0.507875
EID2B	-0.44175
TDRD3	-0.0346666666666667
SEDLP	0.24475
THSD7A	2.11283333333333
NDST3	-3.2995
KLHL15	-0.5545
DHRS12	2.2875
FBXO9	-0.541642857142857
TNPO1	0.0574166666666667
MRPL13	-0.5105
SNX5	-1.478
METTL6	-0.329
SOD1	-0.215125
CHML	0.2195
PACS1	0.90025
SIRT5	-0.505
CAPN2	0.9135
FXYD5	-0.413666666666667
TWISTNB	-0.548625
LRFN1	-0.0805
UBE1L	1.301875
UBE1C	0.6995
OR51B2	-0.43825
OR4D11	-0.2275
C15orf2	0.045
NR4A1	0.767
LOC339047	-2.428
TRIM17	2.879875
ATP5G3	0.0263571428571429
RPL15	-0.50675
ADAMTS8	0.39075
HOXC4	0.5575
C14orf37	1.935
CEACAM5	-2.419875
MYT1L	-0.0735
RASA2	-0.197125
OSBPL7	-0.4755
STAG1	-0.539
GIMAP4	4.23833333333333
FUT3	-0.982666666666666
PIF1	-3.02025
LPIN2	0.2269
SH3PX3	-0.01225
PDP2	-0.41575
PAPD1	-0.334625
ERP27	4
APOOL	-0.0693
DIABLO	0.1535
TRHR	0.387
ARMC9	0.4045
RNF152	2.772
SLITRK3	0.0991666666666667
ZNF211	-0.2417
PFDN1	-0.136125
RGS11	0.265375
HS6ST1	0.4956
AKR1D1	-2.30225
TNP2	0.231
STK31	-0.254833333333333
EML4	-1.14375
SGTA	-0.6105
HIST1H2BI	1.395
PSMD6	-1.64883333333333
KIAA1257	2.90425
C18orf55	-0.34
FLJ20273	2.30525
RPL28	-0.8625
EPYC	1.779875
NOX3	-0.325
ELAC1	-0.0328333333333333
METT11D1	-0.5145
BIN2	0.000333333333333331
NACA2	0.29525
CCDC17	-0.90175
HM13	-0.4908
UBOX5	-0.371375
UBE2O	-0.96875
UBL5	0.21825
APOLD1	1.8255
C9orf31	0.189
TNFSF8	0.271
ARHGAP29	0.60125
PROKR2	-0.0425
PDE5A	0.151333333333333
C6orf12	-0.6895
TOM1L1	0.2095
WHDC1	-0.218625
FOXI1	-0.0188333333333333
RAB4A	0.9064
TMEM39B	-0.63675
ATPBD1C	-0.1255
FARSA	-0.72
PLEKHG5	1.35375
CMAS	-0.0736666666666667
OR7E24	-0.1195
SLC30A1	0.3895
CDC42EP5	0.898333333333333
PLAC1	0.56175
KLHL18	-0.309416666666667
LBA1	0.4157
TAZ	-0.80525
CRIP2	1.568625
BTBD11	-0.213833333333333
C16orf72	0.599
DIO2	1.8637
LRRCC1	1.0535
CCDC136	-1.993
PRX	0.125625
RBM5	-0.146
TMEM85	0.03075
TUBGCP4	-1.7075
APLN	0.92875
CDK7	0.2605
SSR2	1.36016666666667
CRELD1	-0.0965
C19orf46	1.65575
GAL3ST4	0.201666666666667
KBTBD10	0.62225
IL28A	0.0845
WDR27	-1.255
MCM2	-1.24316666666667
SOX14	-0.117
FLJ39743	0.645
KIAA0922	-0.080625
HIPK4	0.1615
FLJ25758	0.3035
C16orf57	-0.646
PDZD2	2.920125
MCC	1.313125
HHLA3	-0.6281
ID2	0.2805
C20orf23	2.87525
ZNF688	0.8515
APOC2	-2.00483333333333
LOC440093	-0.55275
FAM50B	1.5075
PWP1	-0.2045
DNAH10	0.64375
HIST1H2BA	0.12225
GPR56	0.862833333333333
METAP2	-0.1325
PAN3	0.806333333333333
STXBP4	-0.418625
PDHX	0.126
MTA1	-0.31875
ZBED4	-0.281125
ZNF720	0.602
CDK2	-1.473875
RHOJ	1.0585
CDC37	-0.341
ZER1	0.379
GRK4	0.3045
PRPH	-0.41075
POLR2A	0.273125
OGFOD1	-1.0425
NOL5A	-0.87975
PHEX	1.1685
FLJ16478	0.0465
C20orf117	-0.90675
CAMTA2	-0.42775
C11orf74	-0.127666666666667
DDX17	-0.511583333333333
C5orf27	0.2065
PLEKHA2	-1.1637
PDE4DIP	0.1948
SCN7A	0.972
ZNF559	-0.266833333333333
CXCL10	3.5025
ZMYM4	0.0566666666666667
STK32B	0.1452
KIAA0888	-2.0846
TACR3	0.1115
CKAP2L	-0.68825
KIF1A	-0.502666666666667
RSPRY1	0.40925
VCAN	1.9825
CYP27C1	-0.2615
SYDE1	-1.44216666666667
MED12L	-1.23225
ZDHHC21	1.999
NHS	0.1815
TM9SF3	1.2775
DDHD1	-0.84675
MAFG	-0.553083333333333
BICD2	-0.9935
C14orf119	-0.348166666666667
C14orf43	0.0327857142857143
CDH7	-1.71275
ALKBH5	-0.678857142857143
JUP	0.816625
TMEM41A	-0.3055
MAMDC4	-0.690166666666667
CBX3	0.124375
LRRC18	0.15425
RBMXL2	-0.36725
PLA2G4D	0.589
FGF13	1.53475
KIF3A	0.877166666666667
PDIA6	-0.71875
DCXR	-0.65575
CASKIN2	-0.0355833333333333
EHD1	1.151
MARCKSL1	0.677833333333333
ZNF496	-0.157333333333333
SCAF1	-0.340833333333333
KCTD8	-0.58225
TRAF3IP3	1.12242857142857
LSR	0.81125
CXorf1	0.214833333333333
C14orf112	0.229333333333333
EIF2B1	-0.01175
OMP	-0.036
GSTZ1	-0.33275
LOC92017	1.26375
ISLR2	1.2
C12orf36	0.2215
GATA2	-1.32716666666667
GABRA5	-2.401
CELSR2	-0.910785714285714
STAM2	0.8678
TNAP	-0.1095
PTPMT1	-0.5545
GRP	5.8335
SV2A	-1.5705
MAGEA12	-3.6905
CACNG1	1.903
C18orf19	-1.24975
GSG1	-0.250833333333333
PTPRJ	0.502642857142857
FRMPD1	0.318
ZNF668	0.4755
PLEKHJ1	-0.4815
ADAT1	-1.004
TMEM50A	0.6138
UCN3	0.0405
HOOK1	0.975875
IL17B	-0.357
MLKL	-1.30583333333333
TTC14	-0.778
KLHL5	0.453
CRYL1	0.252
FOXH1	-0.158
NFYB	0.34175
PPM1G	-0.41625
GOLGA2LY1	-1.54425
NMT1	-0.64725
HADHA	-0.0303
CHSY-2	3.06325
PLEKHF1	0.8235
SAGE1	-1.8725
MUSTN1	-0.0185
SUHW4	0.53075
TFEB	1.39333333333333
ZFYVE27	0.287
ATG12	-0.1995
BMI1	1.09585714285714
ZIM3	-0.48025
MYH4	1.14925
MASP1	-1.254
KIAA0984	0.66675
RPAP2	-0.35625
ASB5	0.04975
BOLA3	-1.21683333333333
MIA3	1.46833333333333
KRT35	0.364
KIR3DL3	-1.186
MRPL51	0.08775
SEMA3F	1.54833333333333
NDUFB2	0.284666666666667
LOC253012	3.5665
FAM46C	0.2387
G6PC	-2.706125
CSAG3A	-3.87916666666667
PREX1	0.806
SLC25A45	0.101625
MAPKBP1	0.1005
CPE	0.9607
GNB1	-0.075875
CXCR6	2.316
TRIM46	0.1005
C16orf3	0.0358333333333333
HPSE	0.146875
TIGD3	-0.407
SPG3A	1.35325
LCAT	-1.402
ST6GAL1	-0.936055555555556
POMC	1.4065
FLJ36031	-0.449833333333333
NSMAF	-0.546666666666667
SKIL	1.557
ADSS	1.12266666666667
HMGCS1	-1.438
POLR3F	0.0376666666666667
RAB10	0.106375
ZNF277P	-0.825375
ZBTB7B	0.991625
DHRS1	0.477125
ABCC13	0.29525
CNOT3	-0.7165
NFKBIA	1.63925
GAK	-0.137833333333333
SFT2D2	1.72316666666667
HOXA6	-0.1105
CRTC1	0.238
LY6D	0.292666666666667
C20orf72	-1.34
CPT1A	-0.66775
LMO1	-1.3605
EIF3I	-0.30675
PRB4	0.134
MCM3APAS	-2.557625
C20orf132	-0.6497
FOXF2	-2.0955
S100A12	0.1325
MLH1	0.277333333333333
ACTN1	0.7427
MRPL36	-0.0911666666666667
C20orf106	-0.87775
FBXO6	0.847
MKS1	-0.613833333333333
CX3CR1	-0.852
PDE1B	1.3555
PLP1	-3.02575
KISS1	0.597333333333333
C14orf2	-0.648666666666667
TBC1D3P2	-1.5235
COMMD6	1.4779
ANKRD7	-1.39575
PTCHD1	1.257
NARS2	-0.91
DOCK7	-0.09775
FAM127B	0.193875
LOC390243	-0.0615
N6AMT2	1.052
ZNF391	-0.6545
DNAJB14	0.0523333333333333
WRB	0.5005
BPI	0.395
TTC4	-0.559666666666667
FAM10A5	-0.649
GOT1L1	0.0743
MAGED1	0.398375
RESP18	-0.17625
WFDC6	-0.121
MT2A	-0.3735
C11orf56	0.25475
KIAA1432	0.386
ROR1	-0.884875
HSD17B14	0.946666666666667
ZFAND2B	0.38525
SAMD4B	-0.14175
HEXA	-0.161
HNRNPU	0.341818181818182
USP39	0.085125
NRD1	-0.95075
R3HDML	0.2875
FLT4	0.3355
OMG	-0.383166666666667
OR52N4	0.032
LOC399818	0.24825
ELA2	-1.60975
VENTXP1	0.0905
RFC5	-0.748
OR52L1	0.1945
PAX5	0.085
FBXO2	0.00675
GMEB1	0.2275
AKT3	-0.318833333333333
CRB1	-0.944666666666667
CTTN	0.503666666666667
UTP15	0.226833333333333
HSBP1	0.102083333333333
PHF11	1.88075
NDEL1	-0.104333333333333
USP8	-0.2755
BAIAP2	-0.1121875
SI	0.085
ARSJ	-1.24033333333333
BAAT	-2.659
KCNS3	1.95183333333333
LOC126147	-0.339166666666667
TMEM37	1.388
C1orf162	3.05283333333333
MBD1	0.0579
ITGAL	0.986833333333333
WDR73	-0.649666666666667
GKN2	0.255166666666667
ARFGAP1	-0.800625
SLC5A8	-1.06266666666667
ZBTB40	-0.0133
CYP4B1	3.393
LYPLAL1	0.44775
CHST3	-0.29225
MAP3K9	0.006
BTAF1	-1.02066666666667
TFAP2E	-0.0735
RBM35B	0.563
LOC441251	-0.523166666666667
ANKRD25	-0.216777777777778
UQCRC2	0.436
MAEA	0.14175
HYAL1	-1.91
RNPEPL1	0.163166666666667
CPSF2	-0.319625
PSD3	-1.2564
ABCA13	0.057
AGR2	1.77075
GBX1	0.3035
HDLBP	0.255571428571429
ACY3	-0.10075
HECW1	-0.639
ZNF519	-0.685
HOPX	3.16275
ZNF304	0.88725
OR12D3	0.0615
FKSG43	0.25375
METTL1	0.192375
MFSD3	0.2896
PSPH	-1.119
CLCA3	-0.2845
DARS2	-0.462333333333333
CDC25A	-1.615
BAIAP2L1	0.11825
B3GNT5	0.156375
USP29	0.10675
ARHGEF10L	1.2334
ATOX1	1.034
ADAM30	0.15575
DNASE1	0.731
STT3A	0.461666666666667
RAB6IP1	-0.09625
PTN	2.4517
C1orf106	-0.782538461538462
HECA	1.1985
RNF122	0.67675
SLC22A18AS	-0.0715
GNG8	0.403666666666667
ELP4	-0.2805
FAM65A	0.1035
RPL10A	0.493166666666667
IRS4	-0.214
MACF1	0.5523
SEC24D	-0.03425
LOC374395	0.086
TGFB2	-0.14375
MDFIC	0.82375
CHRNE	0.142833333333333
PCMTD2	-0.1595
ATP6V0D1	0.139666666666667
MTA2	0.27625
LZTR1	-0.680166666666667
RAP1A	0.599166666666667
AXIN1	-0.00162499999999999
POLR1C	-0.116
TRIO	0.0356666666666667
PLXNA4A	0.354416666666667
C5orf33	-0.07175
DEPDC1B	-1.695
ZNF473	-0.6965
MTM1	0.690375
GPR107	0.864166666666667
CSNK1A1L	0.381666666666667
FLJ14154	0.566
NLRC4	3.3775
ENPP4	2.2575
PADI3	-0.866
RNF170	-0.193875
CG018	1.56466666666667
C16orf7	-0.2995
KCNE1	0.7825
NRM	-0.261333333333333
SLC37A3	0.278428571428571
TPD52L2	-0.648
UNC5B	1.61975
C12orf12	0.3815
SDHB	-0.183
CLRN1	0.29225
NUDT10	-0.285
UGT3A1	-0.240875
FBXW8	0.21475
RHOF	-0.834625
PTPLAD1	0.56
MYO3B	-0.27875
DERA	-0.46325
TPP2	-0.30475
C19orf53	-0.387666666666667
GINS3	-0.7195
ST6GALNAC5	0.313
CHSY1	0.3215
MGC15705	0.0225
GPR83	-0.0371666666666667
EXT2	0.388625
DOLK	0.41975
TUBAL3	-0.44875
ACVRL1	2.0129
ABL2	-0.35
C14orf156	-0.934333333333333
PTPRZ1	-2.357
DIP2C	0.806
LAMP1	1.215625
RXRA	1.0609
MAP3K5	0.176
ALKBH1	-0.4035
PDLIM7	-0.375
ARL14	-1.818
SNIP1	0.157666666666667
TIMP3	1.76025
RGS3	1.33416666666667
SPAG16	0.8043
ABHD4	0.09875
ARHGEF12	0.774416666666667
GLUD2	-0.021
RAC2	-0.4544
UAP1L1	0.088
SLC18A3	-0.4225
YOD1	-1.42266666666667
RALY	-0.25375
HMOX2	0.70725
DGKH	0.48425
DBNDD2	0.7105
YIPF4	0.529125
THAP10	-0.62025
ZNF513	0.83275
HAGHL	0.874166666666667
ITGB4	-0.0668333333333333
CCDC141	-1.373
YTHDF3	0.7565
C5orf28	0.4715
RPL7L1	-0.3885
TMEM30B	0.990785714285714
ANKRD35	2.4495
DUOXA2	-0.098
TBC1D5	-0.377375
DFNB59	-0.314
HRH4	0.04525
MYO6	2.2421
DNAJA4	1.233625
RBM24	0.454875
CEACAM20	-0.70975
RBM23	-0.441785714285714
NGFB	0.0405
C1orf63	-1.2805
KRTAP7-1	0.115
PERLD1	1.4135
NPB	0.1795
C17orf59	0.3288
HSPBAP1	-0.689
SLC15A4	0.175375
PRTFDC1	-0.03775
OSMR	-0.511357142857143
CYSLTR2	-0.1915
C19orf25	0.2719
KIAA1797	0.349
NLRP6	-0.048
FAM105B	-0.00849999999999998
SCRN2	0.0986666666666667
LRRC58	-0.8489
RNF17	0.02275
NEIL3	-1.5955
FAM137A	-1.7855
SKP2	-2.13125
PARVA	1.44958333333333
PKLR	-1.566
RNF34	0.727625
A3GALT2	0.379
C12orf50	-0.343
SUNC1	-2.00125
FAM102B	-0.405
CCT2	-0.67875
LRRC37A2	-0.6265
ARF4	0.5085
SIKE	0.332625
C8orf48	1.88366666666667
MBTPS1	-0.0909285714285714
GPSN2	-0.4565
NCF2	3.73725
SLC12A6	-0.470166666666667
MRPL48	-0.546
HMGN3	-0.539166666666667
LRRC62	-0.906
PAX9	1.86
FAM55A	0.033
C20orf42	-2.3775
SCML2	-2.01383333333333
BCL9	0.86625
FAM40A	-0.187
C9orf41	0.0993333333333333
ZNF774	-0.394
LETM1	-0.21275
PLXNB1	0.074
NIPSNAP1	-0.67725
USP10	-1.11325
F9	0.08425
LIPE	4.021
CNGB3	-0.201
C12orf52	-0.069
PI4K2A	-0.232875
MED8	0.039
STAT4	1.5908
FGD4	0.352333333333333
RNF145	-1.52866666666667
WDR32	2.2108
CLDN2	0.2665
TCEAL8	1.1935
ZMYND8	-0.6995
PDXK	-0.09621875
GATAD2A	-0.643
PTGES3	-0.461
CCM2	-0.04325
TAP1	1.4535
ZNF670	0.4895
ETS2	0.314214285714286
C6orf166	-0.462
PRMT2	0.559714285714286
OR4B1	0.357
INTS8	-0.415
CCDC102A	0.23675
CCDC83	-1.238
ITGA1	0.8149
EPHA5	-1.9419
FAM24B	-0.1165
TSGA10	1.40975
HAL	-1.55933333333333
MYOT	0.23225
SPACA3	-0.02075
BCL2L2	-0.1855
CUGBP2	1.09633333333333
CCNB3	1.268
RNF113B	-0.2025
MERTK	-0.11975
BAG1	0.9575
VPS36	0.662
ORMDL3	0.6748
C1orf190	0.63
ZNF625	-0.324
CORO2B	-1.33725
ALOX15	-1.0265
CST1	2.342
NUPR1	2.14783333333333
CCL7	1.541
SMCR5	-2.37
DSC2	1.7425
RBMS2	0.4875
GRIK4	1.35
TRIM65	-0.1608
TMPRSS6	0.0725
TP53INP2	-0.23975
GLB1L	1.26233333333333
LOC388284	0.222166666666667
PUS1	-0.514714285714286
BCL9L	-0.1955
OLFM1	0.888833333333333
RET	1.3735
MASTL	-0.203166666666667
ALX3	0.0075
IL1RL1	0.674166666666667
ZNF765	-0.5261
C14orf138	-0.25875
SNX10	-0.6445
TAC4	0.0115
C1orf64	3.16
POGK	0.8475
MAPK9	0.9325
ZNF366	3.184
C8orf79	1.2755
CLDN7	2.007625
OR5AT1	0.1145
TRIM37	-2.2935
LRRC25	2.07275
GRHL2	2.2856
TEKT3	0.75375
LASS5	0.138166666666667
ABCC4	-2.0515
DLG3	1.15
VGLL1	1.448875
ZFP36L2	2.33016666666667
MFRP	-0.157166666666667
KIAA1799	-0.151
FLJ44379	0.8835
PCNX	-0.126
ANXA9	2.9815
CYP4V2	0.6501
PIK3C2A	-0.10475
SRR	-0.1995
NOL3	-0.145
IFITM2	0.6355
ARNTL2	-0.43375
ZNF595	0.52525
NLRP13	-0.1885
ASPH	0.5945
CPA2	-0.1815
PVRIG	-0.403
LEPR	1.08316666666667
C16orf42	0.3905
SH3BGRL	3.79725
FAM77D	-0.876
FNDC7	0.3795
C9orf6	1.02133333333333
NOTCH2NL	0.419666666666667
PGBD1	-1.37166666666667
SYNGR2	0.730333333333333
PITPNA	-0.3468125
PRPF4B	-0.515
SLC43A3	-1.00671428571429
NRBP1	-0.10275
SLC25A22	0.3765
ILK	0.375125
SLC22A8	0.4705
MRPS7	-0.6225
PITX2	-0.8105
FABP3	1.11025
OR1L1	0.1265
LOC728215	2.042625
BLID	-2.1495
KIAA1217	2.45858823529412
TFPT	0.5175
AP4B1	-0.61675
VBP1	-0.666
OR1K1	0.1115
MORC3	0.9485
BHMT2	1.63783333333333
C3orf10	1.16425
FZD7	1.67766666666667
WFDC10A	-0.0405
PMS2CL	-0.734
CCDC32	0.218666666666667
FA2H	-0.53075
ALG13	-0.3095
TTLL7	-0.6088
SPOCK3	0.41325
SLC13A2	0.428
AIM1	1.0305
GPRC6A	0.235
EGR2	5.869
MED11	0.05775
WWC1	1.50425
SH3GL3	-3.447
RIF1	-0.590285714285714
PRLH	0.109
VLDLR	-0.824
DBT	0.1735625
C21orf63	0.6445
CGGBP1	-0.12725
KRTAP12-2	0.069
TADA3L	-0.693125
ZBTB16	2.10225
PDGFB	0.9885
RFX1	0.2715
UQCRB	-0.0179
LOC133874	0.2795
HPS3	-2.10075
LGALS3BP	0.3297
DKFZP564O0823	2.03778571428571
MRFAP1L1	0.497375
HOXA10	-0.4935
NGB	0.059
KIF21A	0.0231538461538461
IFLTD1	-0.0615
LZTS1	0.15025
ARHGEF3	1.797
RHBDL3	-0.8585
CSNK1G2	-0.37625
ChGn	-0.654
KIAA1244	1.3255
GABRB2	0.1545
MGC72080	-0.8765
CD27	3.52275
EGLN1	-1.3461
PEX13	0.87425
RWDD3	-0.1545
RNF12	-0.2305
GRIN2B	0.704
ADAMTS14	-0.491125
DYDC2	0.539
ATP6AP1	0.5785
NR1H2	-0.359333333333333
PDK2	0.129
C3orf17	-0.220333333333333
SLC38A2	-0.975
SLC25A29	0.0231666666666667
C15orf29	0.16875
ADAM9	-0.277666666666667
TMUB2	-0.42975
GPR176	-0.541
AGK	-0.837625
MCCD1	0.46375
NDUFA4	-0.45925
TMEM146	-0.0185
DUSP1	2.63275
UNQ6975	0.967
EMX2OS	3.9745
INSM2	-0.52975
LUZP4	-0.3005
SETD6	-1.68525
P2RY2	3.699
SLC45A2	-1.75
RABGAP1	0.761166666666667
UBXD5	-0.413875
GPRC5A	-0.1585
PAK3	1.39716666666667
LOC63920	0.0175
TGFBR1	0.9066
KRTAP6-3	0.32625
SFMBT2	-0.649
CDC42	0.2684375
C11orf35	-0.0725
TTLL2	-0.066
UACA	0.614416666666667
CD97	-1.1422
SETD5	-0.448125
NINJ2	0.21375
PTER	0.110666666666667
POMGNT1	0.0485
KRTAP4-2	0.0805
ECGF1	2.150875
HRB	0.209909090909091
ATP1B2	-0.3549
LOC400506	0.677
COL4A3BP	0.96675
C6orf97	0.04225
GRHPR	0.835625
TAS2R1	0.308
SEMA7A	-1.17575
EDF1	0.59425
ODF2L	1.0128
PCID2	-0.61
GTF2H4	-0.7505
ZCCHC3	-0.311875
CGB2	0.164666666666667
NEUROD1	0.26625
C20orf75	0.0995
RP5-1054A22.3	2.10083333333333
IFNA5	0.245
ZNF134	0.12825
MGC119295	-0.9484
ZSWIM6	0.432125
SMEK1	0.0373333333333333
PCGF2	-0.03375
C1orf102	2.13825
CYP2A13	0.4725
KCNH6	-0.8632
MDM1	0.6607
ALDH7A1	-0.690666666666667
C9orf75	1.61875
VDAC3	-0.9005
OR51T1	-0.1195
EIF3F	-0.312166666666667
KCNJ10	-0.392625
LENG8	-0.36175
EDEM2	-0.0166666666666667
CCNJL	-0.513666666666667
DHX37	-0.503
CRYGN	1.019
AATF	-0.709625
ZNF630	1.674375
E2F5	-0.872
WFDC13	-0.35275
FTSJ3	-1.42183333333333
C4orf33	0.93975
LHFPL4	-2.61475
C19orf56	-0.0339166666666667
SMAD4	0.26
AFM	-0.430666666666667
G0S2	3.57425
FCHSD2	0.0555
RRP1B	-0.9463
EEF1B2	-0.2675
STAT6	1.6775
ZNF195	-0.54725
GNL1	-0.642166666666667
ZNRF2	0.735166666666667
PER3	0.242
ASB16	0.22225
C10orf10	3.39064285714286
ADCY8	-2.49833333333333
C9orf58	1.11833333333333
ARMC10	-0.133666666666667
PSG1	-0.7255
DHX34	-0.4125
VARS2	-0.364375
NFIC	-0.052
ITPR2	1.27675
AGXT2	0.176
OR6K3	-0.0175
H2AFZ	-0.14325
MLLT3	1.12025
COX4I2	1.3895
CCNT2	0.04525
PLK4	-1.16675
NUMBL	-0.603333333333333
MED16	-0.099
PLEKHQ1	0.936
GOSR1	-0.138833333333333
BTG4	-0.08475
RPL30	0.128666666666667
IGSF5	1.673
IGFL2	2.14366666666667
ELMOD2	0.912166666666667
SHC3	-0.709666666666667
HAVCR1	0.072
DYNC2H1	0.110625
RNF5	-0.219833333333333
C2orf7	-0.3325
NLF1	0.46
KLHL25	0.1585
LRP10	0.6713
KRI1	-0.8535
PUS7L	0.5805
MGMT	1.46425
HOXD1	0.187166666666667
CSH1	-0.0552
ATG16L2	-0.799
FLJ44635	0.7215
CHODL	-0.2755
EXOSC8	-0.7645
SLC28A1	-0.02825
MYO7B	-0.848833333333333
SEH1L	-0.4821
MTNR1A	0.198333333333333
TSPAN5	0.231666666666667
CDC45L	-2.51316666666667
AMIGO1	0.059
ATAD3A	-1.26975
OSGIN2	0.473666666666667
PDIK1L	0.654166666666667
DARC	3.50575
PIPSL	0.631
SHMT1	-0.7105
CRISP3	-0.5315
POPDC2	2.47916666666667
ZRANB2	-0.513166666666667
FBXL8	0.17025
TRIP13	-1.54736363636364
EIF5AL1	-1.479
POU5F1P3	-4.336
IL6	1.907
CXorf38	0.524666666666667
IFNA16	-0.06
FBXL2	1.54633333333333
BRD1	0.0595
STATH	0.33975
FBXO44	-0.261833333333333
MCCC2	1.47425
CDC2	-0.3735
C5orf23	2.4425
IVD	0.154
C10orf122	-0.85925
MSL3L1	0.5068
MVP	1.168
EPOR	-1.143
ZMYM1	-0.473833333333333
BCL7C	0.860666666666667
PSTPIP2	0.9251
LYPD1	-1.3475
OR8G5	0.498
ZP3	-0.735333333333333
BCAS4	1.46133333333333
EDG6	2.846
ISY1	-0.23425
PRAMEF2	-0.89975
CUL1	-0.681625
RNF213	0.2415
CCRK	1.4905
DHX9	0.01175
C13orf29	-0.655
NCKAP1	1.10133333333333
MRPL43	0.5765
XPR1	0.263
PKN2	0.1781
PODNL1	0.8355
ZNF333	0.150375
DALRD3	1.54075
OPN1SW	0.2315
BTBD6	0.50325
C11orf82	-1.1185
OR5P3	0.0975
DUSP11	0.69875
L1CAM	-1.3638
NEK11	1.495
OR7E91P	1.8365
CNTN3	2.798
CREB3L2	0.05825
ZBTB37	0.496
KIAA1324L	0.14975
NDUFB10	0.333666666666667
NUDT2	1.12325
GTPBP8	-0.259
CACNA1D	0.86675
PRKAA2	1.43333333333333
PRDM8	0.14
MGC16075	-0.244833333333333
KRT14	0.493142857142857
PP8961	0.2245
MRPL18	-0.53825
ABCG2	-1.87
PACRG	1.64925
BBS2	0.01375
KREMEN2	1.362
FBXO21	0.82275
HNRPUL1	-0.409083333333333
GRB10	-0.06825
CLSTN1	0.55275
LMAN2	0.5937
C17orf61	-0.293
NIPSNAP3A	2.252
INSIG2	-0.499833333333333
PCDHB7	1.38583333333333
STXBP2	-0.254125
CMAH	1.28625
SEMA5B	-0.841
ZNF155	-0.047
COQ6	0.249166666666667
PRPF4	0.3705
TSPAN15	2.7265
VN1R5	0.16575
LATS2	0.73525
SELK	0.15375
PGK2	-0.259333333333333
MS4A1	1.207
TYW3	-0.4446
KRTAP5-1	0.2725
RCCD1	-1.5265
BTN1A1	0.63075
DDX28	-0.383
TMEM65	0.250125
LOC92345	-0.43575
TTC31	-0.42425
WDR46	-0.615333333333333
CHP2	0.314
LSP1	0.732125
ZNF542	0.04875
EXOSC1	-0.068
ARHGAP18	-0.354333333333333
LRRTM4	-0.787375
MAOB	3.10733333333333
CACNB4	-0.60475
MGC33846	0.400625
RANBP3L	1.12175
ATP5L	0.655125
ONECUT1	-2.825
NUDT9	0.4675
TMEM149	0.2325
STX17	1.5585
IGSF10	-1.76975
TMPRSS9	0.022
BMPR2	1.20716666666667
ALLC	-0.6795
KLF7	0.743
GCC1	0.1951
TIMM9	-0.93675
CDO1	3.00733333333333
MGC10701	-0.407666666666667
IFI6	1.219
FRMD8	1.34525
MGAT2	0.37925
WBP5	0.581166666666667
CNIH2	0.23575
KIAA0907	-0.9608
KCNH8	0.4975
CTSG	0.902
GRIK1	0.0575
CUL5	0.412125
FRMD1	0.4935
OR9A4	0.5645
SYT6	-1.60925
FOXD4L2	2.43075
ANAPC2	-0.282
OPN5	0.1035
TAF13	0.394
LYG2	-0.52725
GGNBP1	0.1015
C11orf40	0.31
OTX2	-1.174
REG4	-0.004
EIF5	-0.421125
PALB2	-0.3185
SEPSECS	-0.1001
RNASE3	-0.1475
TRIM49	-1.416
POLR2K	0.4966
GPR42	0.2945
C8B	-2.43325
SASS6	-0.64725
PREB	-0.502
OR3A3	0.5155
TUBA8	1.272625
IGLV2-14	-0.07175
STIL	-1.08075
ANKFN1	-0.166333333333333
NME7	0.2655
HOXC12	-1.38775
UBE2C	-0.50625
FHOD1	-0.916625
CDK2AP1	0.134333333333333
OR6K2	0.1165
DHPS	-0.81125
RPL5	-0.382333333333333
TRGV5	0.468
LOC541472	0.58175
HCCS	0.1178
DENND1B	-1.1295
LHX3	-0.1295
OR5D16	0.473
CXorf57	-1.63866666666667
IRF2BP1	0.669
NDST2	0.596333333333333
LCE3D	0.0655
BOLL	-0.35025
SYT3	-0.67425
PIH1D2	1.05625
C20orf7	-0.3915
IL1R2	1.10583333333333
SLAMF9	0.395
PPME1	-0.7885
PIK3CA	0.215
TRAPPC1	-0.747375
COLEC10	-0.54125
SLC9A6	-1.10066666666667
PDDC1	-0.350583333333333
CCDC53	0.38375
GK3P	-0.24425
DAZL	-0.3405
BRI3	0.09075
SDK1	-0.312375
CYP2C18	0.10075
IFI44L	2.96275
RPL3L	0.261
FUT9	-0.359666666666667
KIFC2	-0.345333333333333
PMP2	-0.89775
SLC4A9	-0.372
PLAG1	-2.1225
MYCBP2	-0.0478333333333333
OR4E2	0.403
CCDC65	1.095
C16orf82	0.051625
ENTPD4	-0.259625
BRP44L	-0.309625
PMP22CD	-0.01025
TMCO4	1.02316666666667
KCNN1	-0.828166666666667
WDR35	0.45375
CCDC80	2.77525
C3orf31	-0.662
SLC7A9	-1.30475
TMEM190	-0.7145
DBC1	-0.433166666666667
FADS3	-0.3
PDZD8	-0.215666666666667
GRM5	0.085
AZGP1	2.9052
PEX3	-0.36
MED1	-0.245642857142857
ATG4C	-0.623
HNRPH3	-0.5685
FAM109B	1.75025
C4orf17	-0.1615
CA10	-0.901
