Hybridization REF	TCGA-BH-A18T-01A-11R-A12D-07
ELOVL5	1.1307
PCDHAC1	-1.2915
B4GALNT1	-1.5645
BLOC1S2	0.56675
ZNF673	0.0255
ARHGAP21	-0.801666666666667
IRX5	3.526125
LRFN5	-0.635666666666667
FAM7A1	-0.83025
RAB19	0.0575
GINS1	-1.697
ITM2B	0.9427
PAPSS2	0.429833333333333
OR5BF1	0.657
ACSL3	-0.016
KIAA1919	-0.372833333333333
GLT8D2	3.298375
UTRN	1.40064285714286
CNN1	2.35875
HISPPD2A	-0.303333333333333
SDAD1	0.042
SIGLEC9	0.929833333333333
RPL35	-0.398928571428571
C22orf26	-0.1545
IMPDH2	-1.555125
WDR69	-0.549
SEC14L5	-0.573
CLTA	-0.414
RP11-529I10.4	0.5675
GPR37L1	0.250166666666667
OGDH	-0.523416666666667
ASB13	0.589
ZFP14	-0.1035
ZCRB1	0.573833333333333
KPNA3	-1.20675
HSPA1L	1.16425
RHOC	0.485375
LOC554175	-0.00574999999999999
PPP3CA	1.7571
SLC1A7	-0.5424
ZNF529	-0.753833333333333
RBED1	0.9975
DDB2	-1.473
FLJ11286	0.241
SPATA1	0.1195
MKNK1	0.352666666666667
DYSF	1.0385
ALKBH2	0.029
NKD1	-2.64316666666667
C1orf174	-0.637
PLEKHO1	0.264666666666667
ASB10	-0.06275
RING1	0.012
NPC2	1.214
AVPR1B	0.5685
YTHDF1	0.356666666666667
LMAN1L	0.39
GSG2	-1.6875
CEP170	-0.4561
RPS4Y2	-5.095
MSH6	-0.59
HECTD2	0.328
ZNF556	-3.83716666666667
PLEKHC1	-0.1797
AIRE	0.6325
BCL2L10	0.4415
LMOD3	0.9685
ZBTB8	0.5192
FOXA2	-3.4238
SLCO2A1	2.399375
C3orf46	0.057
PRDM16	-0.3542
TMEM98	0.2515
FRMD5	-1.6515
PDE6C	0.5985
C1orf216	0.183166666666667
EP400	-0.238857142857143
PTK2	0.0689166666666666
RNF217	1.07925
NDUFA8	0.4695
ZFAT1	0.70225
LAMP3	0.996333333333333
GLTSCR2	0.0465
NPW	-0.164
LLGL2	-0.5818
PPM1K	-0.9476
C20orf177	-1.8345
KIR2DL4	0.7408
NFKB2	-0.09575
C21orf122	0.1145
HESX1	-1.036
GPR114	-0.4675
SLC25A35	0.208833333333333
GNAT1	0.23425
ORAI3	0.15025
FAM76B	-0.570625
TMEM99	0.3118
TRIM29	-0.929
CDS1	2.42925
RHEB	-0.3333
C4orf27	-0.2865
RAB3A	-0.94525
OTUD6B	-1.15425
GPD1	0.905375
CDH15	-0.4025
NPM1	-0.405071428571429
TMEM117	-0.147
PRPS2	-0.413583333333333
GCK	-1.0755
ADRA2A	5.53766666666667
TSPYL4	0.415
TASP1	0.002
WDR19	0.4545
C10orf38	-1.608
PDE4C	-0.451166666666667
FYB	-0.200916666666667
C1orf55	0.700166666666667
PPFIA3	-0.6885
RAD18	-0.56025
C12orf44	-0.141666666666667
CRYBA4	-0.425
HVCN1	1.42675
TAF10	0.0121666666666667
C16orf48	-0.360333333333333
DEPDC5	0.579666666666667
LTBP1	-0.4415
MAPRE1	0.683
FGF8	-0.229
C3orf52	2.408125
SENP7	-0.325166666666667
LRRK2	1.581
RUNDC2A	0.188333333333333
KIAA0355	0.681
CPEB1	-1.99075
PPEF2	-0.041
ABI2	-0.643666666666667
KIAA0317	0.18875
ATF1	-0.372
DYNC1H1	1.281875
DIP	0.188
TMEM33	0.392722222222222
POLDIP3	-0.9895
C7orf24	1.14375
GPR171	1.92575
CDC6	-2.58933333333333
PLD1	-0.6493
ITFG2	0.2615
NDUFC1	1.18
AKNA	-1.41525
NBR1	0.19175
PKHD1	1.586125
HPS4	-1.0642
MAFA	1.61675
ULBP3	-0.58225
DIRC1	0.9955
IMMT	-0.594125
C22orf13	0.641083333333333
CEL	-0.012
MARK3	-0.4975
ADAMTS2	1.28725
ARPC3	0.842333333333333
TMEM10	0.612571428571429
NPHS1	0.5375
BRD8	-0.072
WDR12	-1.5835
IDI2	-0.307375
HOXD13	-2.016
OR8G2	-1.0325
SLAIN1	-2.13125
GABRQ	-1.5415
NR2C2	-0.394
NKTR	-0.949
TLE2	0.5255
KIAA0892	-1.12383333333333
AURKA	-2.21563636363636
GPRC5C	0.4135
TBC1D9B	0.3315
PNPLA6	-0.0776666666666667
AP3B1	0.127
NAG	-0.7485
C11orf68	-0.49275
AKR7A3	1.505
AHCYL1	-0.63125
COP1	0.725
RPP14	-0.215083333333333
PCDHB18	1.3795
CDH24	1.5135
KRT17	-0.1001
LACTB2	-0.65575
DDX24	0.1624
PHACTR1	-2.23483333333333
SLC35E2	-1.028
LOXL1	0.6725
IQSEC2	0.684875
RGSL1	-1.7135
PCDHGC5	1.1405
MEGF10	0.021625
PRRX1	1.7905
ASTE1	0.216
C6orf159	-1.7715
MYOD1	1.50475
GAA	1.2685
ZNF747	0.504
KLRC1	-0.94175
IL1RL2	1.1415
GDF9	1.81225
GPR119	0.1185
TRAF2	-0.334166666666667
HCK	3.10433333333333
BMP6	-2.7425
IL8RA	0.7085
FLJ35848	-1.881
EFHA1	0.97775
CDSN	2.50983333333333
C14orf54	-0.109666666666667
LSM3	-0.225125
ZFP41	0.2245
C9orf126	-1.203
VIT	-1.776
SPCS3	-0.587
DEF8	-1.1368
CHAF1A	-2.0115
C1orf165	-0.443
ZFPM2	1.59166666666667
FTH1	0.199
SLC35F1	-1.0085
YWHAH	-0.04575
C17orf66	0.0778333333333333
ADRB1	-0.775833333333333
FOXL1	-0.472
RG9MTD3	-0.5155
UMPS	0.258125
MGC13008	-0.5625
KIAA1161	-0.513
CCDC77	-1.76425
C12orf65	-0.3727
COG4	-0.781333333333333
RCP9	-0.355833333333333
RP4-692D3.1	4.7675
CDC2L5	-0.0705
MGC7036	0.703
DNAJC11	-0.7645
GDF2	0.2975
TIMM17A	0.34625
HNRNPA0	-0.6028
OR2H1	0.8595
PCBP1	-0.177375
COL23A1	-1.082
LRRC2	-0.339384615384616
NSD1	0.798785714285714
FLJ37078	-0.749625
WDR91	-0.0548333333333333
TMEM179	0.38425
DSCR10	0.4635
CNDP2	0.358
FYN	-0.9
BEX2	0.0650000000000001
KCND3	1.2425
YPEL5	1.62525
LRRC42	-0.886666666666667
C17orf45	-0.005625
ZNF649	2.5888
LOC150763	1.7715
COL5A2	3.47316666666667
CNGA2	0.508
ELA2B	-1.27066666666667
RAB9B	0.3535
FAM100A	0.11125
NAIP	0.617785714285714
MYOZ2	-0.13675
SPATA12	-0.204
XRCC4	-0.88325
CYB561	1.2805
CHST10	-1.00125
BAI1	-1.44016666666667
BRSK1	0.413333333333333
C17orf89	-0.176125
PDE6H	-1.9705
FLJ20309	0.1266
MAP7	1.049375
SCN4B	1.296
SPAG9	-1.27575
SERTAD1	0.8975
FLJ21963	-1.651
ANTXR1	1.1782
TMPRSS13	1.32716666666667
ETV7	2.68116666666667
DGAT1	0.2585
NKIRAS1	0.159666666666667
TAC3	-3.0845
CORO1C	-0.672833333333333
RAD54B	-1.0365
HRASLS3	2.3805
C21orf42	-1.62275
BARD1	-1.30733333333333
ZNF177	0.173
MIP	0.3655
ZNF442	0.3675
F2	-3.442
GRIA1	-0.2635
GALNTL2	1.933
WNT5A	0.3932
LENG9	0.405
hCG_25371	-0.6065
FOXR1	0.265
TRA@	0.7715
PWWP2	1.60525
C1QTNF7	2.50083333333333
SLC7A4	1.52175
C4orf7	1.3975
C17orf80	-0.332833333333333
KLK4	2.593
IL31	0.351
TMEM176A	3.8865
CTNNB1	-0.1805
BHLHB2	0.06225
TMEM185B	0.715333333333333
ARD1B	0.07725
C1orf93	0.5685
BRUNOL4	-0.994333333333333
LOC541469	0.95725
UPK2	0.147
GAS8	0.497833333333333
PATE	0.4545
IMPACT	0.668625
WNK4	-1.77616666666667
HNRPLL	-0.711625
GAD2	-0.09975
ITGA6	0.3115
BMP15	-0.632333333333334
CYP2A7	5.89275
RIC8A	0.230875
CCND1	-1.07425
USP35	1.0255
DSCR2	-1.52175
CCL4	4.67566666666667
ZCCHC10	0.4825
NOL11	-1.2195
TRPM2	0.2105
PSMD2	-1.51709090909091
CHTF18	-0.773
USP18	1.067125
RRAS	0.151375
LAMC3	-1.364
TOX	-3.588
PCDH15	0.0915
GABRG3	-2.7125
NUDCD2	-0.183125
SGCZ	-0.642
KCTD17	-0.3424
SPSB2	1.3665
TPPP3	3.24916666666667
CILP2	1.03133333333333
CALB2	2.8505
CEBPZ	-0.339166666666667
ZNF479	0.24675
FMOD	5.39183333333333
C21orf66	-1.50542857142857
CLN6	-0.4705
ANAPC1	-0.569375
SH2D3C	1.163
PTPN14	0.4025
TRIM42	0.09975
APTX	0.19075
SNRPG	-0.173666666666667
BMS1	-0.258
MAGEA3	-4.0935
NFATC3	-1.35225
LRRC45	0.3925
ARS2	-0.341428571428571
LRIG1	1.394
EPSTI1	0.608
PRSS27	0.437
ERC2	-0.29275
PRKACB	2.5245
PRDM13	-3.5535
HCG27	-1.601
KLK12	4.942
HSD17B7	-0.0466666666666667
ZNF354A	0.71675
PCDH11X	0.3295
DMGDH	-0.377
PCBD2	0.982
TMC6	-0.955875
RIMS1	0.822625
SF3B2	-0.7375
RCN1	-0.419833333333333
CPB1	3.9715
BCAR3	-0.005
FCRLB	0.819375
PAK1IP1	-0.21675
OR10H1	0.3345
KIF9	1.3377
PITPNM2	-1.055125
L3MBTL4	-1.316
TGFB1	-0.4581
ZXDC	-0.345
SLC6A16	-0.75
SRrp35	-2.097125
LRRC8E	0.79225
PPIAL4	-0.552583333333333
EOMES	0.0866666666666667
PAX2	0.4885
SCARF2	1.022125
PSEN2	1.52916666666667
PCDHB13	0.21675
C10orf28	-1.005875
DHRS7B	1.19621428571429
C1orf131	0.6605
ASB1	-1.0477
ZNF223	0.2085
LCMT2	0.4285
MEP1A	-0.75225
TMEM53	1.43575
RSPH3	1.84675
C10orf33	-1.2525
LOC644285	-0.626
PTPN9	-0.173666666666667
ABCA12	0.36825
CCDC37	-0.2015
RUNDC1	1.198
YES1	-0.0815
FAM120AOS	1.36275
OR5M3	0.647
PPP1R3F	0.483916666666667
IL13	-0.0135
MDFI	0.4035
PRNT	0.413
ZDBF2	-0.5625
OR10C1	0.342833333333333
CLIC1	-0.6855
LILRA5	0.489833333333333
CSAG1	-3.873
TREML2	-1.03316666666667
FAM125A	-0.179666666666667
ZNF74	-0.75625
FAM104A	-0.117
LRRC39	-1.454
SAMD5	-0.77575
HYAL2	0.56325
HIST2H2AC	0.677
IGFBP5	3.06391304347826
NRTN	-1.11883333333333
KIAA0556	0.1859
FAM29A	-1.48577777777778
JMJD2A	0.1475
EPHB1	0.78975
POLD4	0.892375
ANAPC10	-0.1515
LRRC36	1.63325
MEGF6	0.037625
LPHN3	-0.233166666666667
BMP10	-0.0271666666666667
C21orf55	1.3475
CREM	-0.2470625
PTGER4	-0.280666666666667
METAP1	-1.320375
KCNQ1	1.382
NR2F2	1.43975
SSFA2	-0.8995
CTTNBP2	-1.076
BCL2A1	-1.303875
ZBTB24	-0.103625
SLCO6A1	0.06075
PRDM1	0.3603
OR7D2	-0.826333333333333
CCDC47	-0.0873
LOC646982	-0.6785
SLC26A6	-1.543
BIN1	-0.4708
SRRM1	-0.718357142857143
PCSK1N	-0.4845
ALS2	-0.4128
ECT2	-1.78847368421053
CACNA2D2	0.944375
DOCK6	-0.69275
C10orf119	0.45375
FATE1	0.752
DUSP23	2.5245
TRIP6	0.1245
NUP35	-0.45875
CDH3	0.689
KLHDC8A	1.37425
C9orf116	1.49125
EI24	-0.046
CENTD1	-0.126833333333333
RWDD2B	-0.382
DOCK1	1.888
NPAS2	-1.36525
NR3C2	1.37383333333333
FAM63A	0.352083333333333
INPP5F	-0.0963333333333333
FAM111A	-0.1954
MYBL1	-1.973
IQGAP3	0.744166666666667
CRADD	-0.291166666666667
DUSP12	-0.61
PDZK1IP1	4.4145
VASH2	-0.81675
CTR9	0.5205
VIL1	-3.88675
OR8U1	0.648833333333333
CCDC107	1.0235
PTTG1IP	0.3085
OR4X2	0.3785
COL9A1	-2.33
PSMD9	-0.95475
ZFP62	0.8415
TIP39	1.15275
PARP15	0.699
TTC19	-0.22875
C1orf114	-0.383666666666667
GFPT1	-0.147
SLC27A6	-0.258
MRPS10	-0.0257
CALML5	3.48766666666667
TRPM7	-0.413375
CGNL1	1.557
CECR1	0.084
SERPINB8	-0.173
TMEM102	1.280125
PDIA2	-3.4905
NUCKS1	0.483166666666667
HOTAIR	1.9095
EBI3	-0.6675
NXN	0.69025
ZMYND19	-0.686875
FOXJ3	0.42425
EIF5B	0.1919
EIF2B4	-0.617
LEO1	0.3295
ZIC5	-1.95025
IL20	2.681
KIAA0415	0.72725
FLJ37357	0.7095
TSPAN12	1.67575
ACTR3B	0.074125
TFAM	-0.2465
IL17RD	0.336125
PARP12	0.32475
KLHDC7A	0.1855
KCTD4	-0.5115
GTF2H1	0.0732500000000001
FLCN	-0.269333333333333
BIRC4	0.97275
LOC790955	0.49875
VKORC1L1	0.36025
CYP4F22	2.65216666666667
TAS2R5	1.5125
ZNF582	2.1115
HS3ST3B1	-0.22925
CTNS	-0.107
STK36	0.354333333333333
MMD2	0.2495
RP5-1103G7.6	0.7245
FLJ23356	1.2615
CRH	-1.172
C1orf182	0.708
ACP5	2.98033333333333
AMFR	-0.5765
CA4	-2.1955
PLCB4	-0.157625
MPHOSPH10	0.23275
UNQ473	4.15633333333333
G3BP2	-0.00358333333333332
SR140	-0.428166666666667
HOXA2	0.18075
PYGB	-0.779625
BAT1	-0.5355
DKK3	0.0316666666666667
DDX31	-0.883125
TULP1	-0.27275
NHLRC2	0.35975
TNRC4	0.161
ZNF430	-0.5885
TNRC6A	-0.329
PLA2G1B	0.522166666666667
RCHY1	0.428166666666667
GTF2A2	-0.751833333333333
MGC4294	1.3915
ZNF691	0.6195
TACC3	-1.18
DNAJC5G	-0.11
LOC4951	0.44775
MS4A4A	-1.679
LOC152485	0.7245
PPP1R2P1	-0.08375
PPP2R5B	-0.026
RPGRIP1L	1.033
SPOP	0.2583
PTPRF	1.87208333333333
MGC42090	-1.1595
SUSD3	2.97425
THOC4	-0.77425
MAML1	0.2166
FXR2	-0.796333333333333
TYK2	-0.786625
MUC6	0.905333333333333
DNAJB7	-0.022
PIP4K2A	-0.0798571428571429
MEX3A	0.141166666666667
RRP1	-0.7275
TFAP4	-0.907
CXorf41	1.6025
MTMR4	-0.195333333333333
CTLA4	0.1485
SNX9	0.26575
CIB3	0.442333333333333
NECAP1	0.8325
PLA2G2D	-0.1417
GLMN	-1.60683333333333
DCLRE1A	-0.21425
PDX1	0.0790000000000001
SAMD11	-1.542
MRPL55	1.3628
TLR7	1.212
TBC1D21	-0.179666666666667
SMAD1	2.0546
ACTRT2	0.55525
RIOK2	0.3545
PDLIM4	0.083
SLC22A15	1.05816666666667
ABHD13	0.3277
STX18	0.1561
CCPG1	0.134
DCBLD1	0.548666666666667
SLC2A6	-1.0725
NOLA3	-0.31475
TRDMT1	-1.04314285714286
IL17F	0.86
ATP1A4	-1.237
OR52W1	0.256
CFL1	-1.049
IL4	-0.8815
RBP2	1.9245
CPSF6	-0.163
TTC8	0.943333333333333
MUCL1	4.209
EYA3	-1.88133333333333
KRT38	-0.118
GNE	-1.58825
ZNF501	0.5365
SLC35A2	0.6025
CEP110	-1.4532
MYF6	0.542
MGST2	0.0596666666666667
TRPV4	-0.379166666666667
NEK8	-0.2515
NOX5	-1.7
NCKAP1L	-1.256
EMP3	-1.68033333333333
BPY2C	3.2355
C1orf38	-0.49975
ELOVL2	-0.757625
CBX7	0.76875
OSBPL1A	-0.4055
ZNF589	-1.148
ESCO1	-0.512166666666667
TRA2A	0.468416666666667
C3orf26	-1.178
PHF2	1.11
PID1	-0.214333333333333
RFC1	-0.43775
MTAP	-0.7193125
ADORA3	4.681
LOC389458	-0.05275
TRNT1	-0.941
CRIPAK	-0.05225
RAI2	3.65816666666667
ANKRD44	-1.65033333333333
GZMB	3.383
NFE2L1	-0.688
STIP1	-0.795
RASL11B	1.653
NT5DC2	-2.4445
LRP2	2.455125
MTDH	-0.204933333333333
ARSG	-0.01
HSP90AB1	-0.386583333333333
CT45-6	-5.458
ZNF483	0.1905
LMBR1L	-0.1335
S100A2	-0.0312
C2	0.734055555555555
C2orf27	0.600625
EIF4EBP1	-1.5915
GCKR	-2.8595
PPP1R9B	0.174875
FER	-0.9255
SNRK	0.0771666666666667
OR5M10	0.3565
UTP6	-0.583
CAPZA3	0.78825
FBP1	2.83644444444444
TERT	-1.331
CCL1	-1.1535
FUCA1	1.0255
ALS2CR8	-0.273666666666667
KCMF1	0.0238333333333333
SRCRB4D	-0.441
OXCT2	-0.235166666666667
IL17RA	0.371666666666667
MPP5	1.194125
SPA17	1.4125
FLJ10986	0.4565
GALNT14	-2.16225
CXorf27	-0.50925
NPLOC4	-1.10275
RAB34	-0.628
KRTAP3-3	1.4375
ARSD	1.36133333333333
CPLX2	-1.7567
PJA1	0.798
WHDC1L1	-0.588833333333333
RB1	-1.0554
MTMR15	-1.2125
PHLDA2	-1.3495
GUCY2F	0.337
MPV17	-0.222333333333333
SLC35D1	-0.02
LYSMD3	0.3055
COL16A1	2.0495
ERLIN1	-0.772
JMJD4	0.5545
HIST1H2BK	0.1395
TP53I11	1.627
ST3GAL4	-0.2064
PF4V1	0.949166666666667
ALG8	0.62475
REG1A	0.072
MINA	-1.0765
CYB5R3	-0.182916666666667
HHLA1	-0.1585
MYST4	0.9366
VASN	0.28475
UCHL5IP	-0.57375
TFAP2A	1.5991875
MGC9913	-0.3115
C9orf97	-1.238
LOC90379	-1.35
PHF15	0.299714285714286
ZNF169	-0.636833333333333
KRT7	2.8984
GLIPR1L2	2.65628571428571
LOC116236	-0.1295
IQCF3	0.0646666666666667
RDH14	0.192
HNRPK	0.116785714285714
RABEPK	-0.132
ISX	-1.769
CBARA1	0.0605
RAD51AP1	-2.1545
MLL5	0.305375
CXorf48	-2.954
SGCD	0.687
PHTF1	-0.88775
CA3	2.51925
CMTM5	0.06075
STX10	-0.9575
JMJD2D	-1.948
P4HA1	-0.731666666666667
GAB3	-0.497333333333333
DHRS4	0.0581666666666667
COL4A1	2.5655625
C20orf20	-1.294375
OSBPL2	0.208375
PTTG2	-1.86175
KIAA1688	1.53175
STS	-1.06975
SHROOM4	0.7125
KBTBD5	0.6595
ALDH1A3	0.7346
BTNL2	-0.0485
TGIF1	0.2125
ZFAND5	0.220125
ICA1	2.011125
NAV3	-1.36816666666667
FLJ12331	-0.77875
EPS8L2	0.7817
MNT	0.423666666666667
ENTPD1	2.13775
OR51E2	1.83714285714286
STK11	0.074
MX1	3.509625
TTTY9A	-0.09375
CX62	0.547
LOXL4	-1.40275
EXOSC4	-0.326
PURB	0.389142857142857
SETD1A	-0.552666666666667
RELB	1.12225
LAMB2	1.40383333333333
HNF1B	0.00516666666666669
PNLIPRP3	-0.263
C14orf139	-0.48675
UMOD	2.3705
GRIN3B	-0.45025
GPR25	0.549
ZNF512B	-0.466
ATP6V0A1	-0.4495
SRA1	0.8775
ZNF615	3.24475
ZNF768	-0.48075
ZNF469	4.32025
DYNC2LI1	0.563
DNAH3	0.497
LOC387911	0.72975
LOC554234	0.429
ARRDC5	0.9905
TMEM59L	-1.34816666666667
MARCH4	-0.01675
CNOT8	-0.551666666666667
KIRREL3	-1.77833333333333
ADAM17	-0.0985
MYOG	0.462
CPNE1	-1.05183333333333
AK5	1.522
LOC204010	-0.83925
NDRG4	1.11925
LOC130074	-0.59125
PIAS4	-0.2365
NCOA2	0.0887500000000001
TEGT	0.58
USP5	-1.07975
ANKRD21	0.3795
KIAA0692	0.0651666666666667
HAPLN3	-0.1145
LZIC	-0.61075
NRXN3	2.42725
CDKN2C	-1.946
KIAA0226	-0.415833333333333
CYB5D1	0.90525
WDR68	-0.985375
ABCB6	-1.4012
MRPS25	-0.3065
ZMAT2	0.697333333333333
KRT25	0.3735
RPL11	-0.97375
GRAP	-0.351
LOC198437	1.2245
RORC	1.111375
RAP2C	1.22471428571429
MXD1	-0.1948125
AZI2	-0.162166666666667
NUAK2	1.39275
AHSG	-5.91675
MANSC1	1.9005
IMP3	-0.613166666666667
C2orf3	-0.290625
VSTM3	2.52125
PCTP	-0.3455
SIRT1	0.22825
MANBA	0.55225
CD164	1.15725
GFRA1	1.9929
PRM2	0.89925
ZKSCAN3	0.209
PLEKHG1	2.65825
TPRKB	0.4885
UBFD1	-0.682166666666667
CDKL5	1.56183333333333
HIST1H2BD	1.36808333333333
INPP4A	-0.598166666666667
BMX	0.385375
PTPRU	-0.141
LOC554202	-0.904833333333333
HOXC8	1.923375
IL12B	-0.00349999999999998
ADPGK	-0.968
ZNF418	2.873
SIAE	1.645375
CWC15	-0.08875
RP13-401N8.2	-0.032
KLHL11	0.453
DEDD2	0.0235
PSMB3	0.13425
DDX25	-3.10225
ZBTB3	0.631
GFRAL	0.675
RPS25	-0.595833333333333
FAM57B	-1.11633333333333
TESK2	1.54666666666667
DNM1L	-0.6015
ZNF207	-0.185833333333333
CLEC11A	1.829125
TOLLIP	0.8025
TMEM61	-0.810666666666667
DLK1	-4.3868
PLVAP	3.258625
NOD2	2.61933333333333
SCMH1	0.3735
FLJ40235	0.4015
HTR2A	-1.08516666666667
ARMC5	0.3245
FUT7	0.6145
PRELP	1.4577
ALKBH6	-0.1465
GYG1	-0.576583333333333
POLR3GL	-0.157
COL8A2	5.10433333333333
OR10A5	0.51275
C1orf187	-1.50775
TXLNB	2.42566666666667
C16orf68	-0.536
R3HDM1	-0.4835
C16orf75	-1.75475
BAALC	-0.153625
TNP1	0.4255
GAPDH	-1.22033333333333
COX7C	1.016
ERRFI1	-1.41841666666667
PGAM2	1.0265
FAM108B1	-1.04925
APC	0.2035
TLR2	3.1755
SUCNR1	2.206625
ZNF233	1.20725
WFDC1	-0.942833333333333
PSG11	-0.0805
SLC39A1	0.8835
PSAPL1	-0.171
CDC42EP1	-0.138125
MECR	-0.6415
KIAA0101	-1.7288
MACROD2	1.8813
MMP19	1.04316666666667
LOC202459	0.252166666666667
VNN2	1.1825
ACCN3	-1.4825
TIMD4	2.002
RNASE8	-0.289
CCDC7	0.268
SULT2B1	0.2775
ME1	-2.54075
MGRN1	0.58625
MRPL30	-0.0665
IVL	0.876625
CALM1	1.28765
PLEKHA6	2.6129
B4GALNT2	0.3385
PGDS	5.28175
C8orf33	-0.417333333333333
TMEM56	0.148666666666667
CKM	-0.7415
ESR2	0.3652
ACOT8	0.60825
AGTR2	0.284333333333333
LOC155006	0.639
BC37295_3	0.658
EPM2AIP1	-0.301333333333333
PZP	0.04375
RPS9	0.579166666666667
C18orf51	-2.792
SIVA1	0.4442
HEATR2	-0.5265
CD3E	-0.866083333333333
C20orf142	0.689
PGLYRP3	0.3025
CCDC139	-0.00525
GPS2	-0.279
NOL14	-0.436
LRTM2	0.46675
TRIM36	0.85575
TP53RK	0.5679
FBXL13	-0.532666666666667
RUFY2	0.112142857142857
C11orf70	0.992
HSPB9	1.0015
GJA5	3.075
HGF	-1.53933333333333
EPHB4	-1.3005
SOX18	1.3265
IFRG15	1.0185
SERPINA10	-3.43175
WDR23	0.321625
REEP2	-1.80783333333333
CDK3	-1.165
HSPA12A	2.1955
ARL8B	-0.3796
SATB1	-0.062
PPM1D	-1.30283333333333
VPS45	0.258666666666667
TP53BP2	0.44625
GJE1	2.4385
CACNA1G	-0.287125
VGLL4	1.00025
GNPTG	0.719
ROS1	-3.65075
C21orf128	0.252333333333333
BMP8B	1.34325
SLC5A4	-1.1065
SLC6A3	-0.3288
C16orf53	0.532
TMEM81	-1.0585
APC2	-0.3543
SYAP1	1.05
C6orf54	6.20866666666667
ZBED5	-0.3638
PVR	-1.507125
LTA4H	-0.128333333333333
CCDC24	2.3034
MAGEA4	-3.9995
IFIT3	1.90566666666667
MYADM	1.872625
C21orf82	0.9255
PDE3B	-2.6435
TMPRSS11A	-0.747333333333333
PGK1	-1.38511764705882
CCL13	4.62683333333333
DERL3	-0.0401666666666667
MLXIP	-0.633666666666667
PLOD1	-1.09525
MTFR1	-0.5847
NPDC1	0.109166666666667
GPAA1	-0.543833333333333
LTV1	-0.31725
RYR3	-1.083
C7orf46	1.13575
VAMP2	0.65875
RNF135	1.1909
SUPV3L1	-0.12075
FIBP	0.025875
ADAMTS18	1.18166666666667
RNF25	-0.173666666666667
SOS1	-0.24425
PLAU	1.35375
MATK	-2.7935
EHF	7.713
CTNND2	1.905375
PTEN	-0.1815
ZNF189	0.442
SLC28A3	1.718
GUCY1A3	3.5345
SETD2	-0.131875
ROGDI	1.157
TICAM1	0.4593
RASSF3	0.948
PACSIN2	-0.583
SERPINB5	-1.14054545454545
PRKCDBP	0.8475
TFDP3	-1.828
LGR6	1.844
RFX5	-0.169833333333333
OR52J3	0.9075
PTPN18	1.609375
ZBTB34	0.348875
KCNF1	-0.26025
SYNE2	-0.986714285714286
SLC22A4	-1.5365
NETO2	-1.49675
VCPIP1	0.26
LDHD	0.5035
ESX1	-3.53175
SQRDL	1.7
GALK1	-1.0375
SERPINA6	0.601333333333333
HD	0.199
ASCL3	0.4915
FBXL6	0.14825
FABP7	-4.6125
MAGEC3	-1.0715
KLC4	-0.208625
CD1D	-2.488
PRAM1	1.0665
EIF3B	-0.3105
DSCR8	-4.745
FLVCR1	0.65025
KIAA0141	-0.46025
PROM2	4.07716666666667
ALOX5	2.05077777777778
GPR162	-0.489625
LYRM2	-0.314
RNASE6	-1.14025
HES5	2.4215
GJA1	2.224375
MRPS14	0.418
HMHB1	0.25975
TAF7	0.559125
BTNL9	0.1634
SFXN2	0.71775
VEPH1	-2.09625
GK2	0.364833333333333
AMBP	-5.074875
KIAA0953	-0.613
XAGE5	-0.911166666666667
CCBP2	1.0435
TGM2	-1.15733333333333
ZNF202	-0.7065
ACTL6A	-0.662833333333333
SLC23A2	-0.2927
ARHGEF7	-0.472416666666667
LOC728635	0.1535
CRYM	3.16016666666667
PKD2	-0.20475
MANBAL	0.264166666666667
LIN54	-0.648
ACTL7B	-0.37575
OR4D9	-1.5935
KIAA1683	-0.086625
ZNF704	0.119166666666667
TCP10	-0.726142857142857
MAGEB18	-1.6435
DEFA4	0.415666666666667
ZNF197	-0.1625
PTOV1	1.06566666666667
RNF208	0.312666666666667
CMIP	0.280666666666667
TRDN	0.6615
UCHL1	-1.408
APOL6	-0.6798
PLK1	-2.2135
NPHP1	1.42033333333333
NDUFA11	-0.3615
DAB1	0.2885
RTN4R	0.57225
PUSL1	-0.092
SYT2	0.26925
ANXA13	1.228
RFTN1	-0.731
ATP8B2	0.54775
VN1R2	0.223
OR52E4	-0.1
NPPB	-2.446
ZNF148	0.2385
ZNF141	-0.2205
IKZF1	-2.711125
PSMC2	-0.21
GGA3	-0.3695
LPGAT1	0.7605
SEC16B	0.744333333333333
C5orf38	0.481333333333333
THOC2	-0.3435
SLC16A12	-0.460666666666667
ALK	-1.472375
DACT3	1.301
CACHD1	0.7125
GAN	-0.39225
EXOC6B	0.2275
HIST1H2AE	1.05975
VAMP1	-1.24975
SRI	0.650833333333333
AKAP14	2.0045
HLA-E	0.7685
SLC25A32	-0.767333333333333
FLT3LG	-0.603333333333333
ATP1B1	1.647125
WDR1	0.22425
SWAP70	0.909
TRIM31	-1.0265
ARNT	1.20925
ZNF596	0.00609999999999999
CDKN1B	0.302666666666667
FOXC1	-1.296625
SEMA3A	-4.8203
LSM14A	0.629416666666667
STEAP3	-0.4485
ABCA1	0.685833333333333
PLSCR2	0.766833333333333
EDC3	-0.988333333333333
THBS3	1.41825
C15orf43	0.154166666666667
GMCL1	-0.415666666666667
C9orf71	0.859
MGAT5	0.115
LOC402164	1.129
TSPAN8	-4.92766666666667
DYNLT1	1.315375
