Hybridization REF	TCGA-BH-A0BF-01A-21R-A12P-07
EPHA5	-3.2058
FAM24B	-0.574666666666667
TSGA10	1.0945
HAL	-1.53733333333333
MYOT	0.5515
SPACA3	-0.19975
BCL2L2	-1.19883333333333
CUGBP2	1.03433333333333
CCNB3	0.908
RNF113B	0.31425
MERTK	1.08225
BAG1	0.198
VPS36	0.418
ORMDL3	0.8733
C1orf190	0.45675
ZNF625	-0.904
CORO2B	-1.34975
ALOX15	-0.6215
CST1	1.409
NUPR1	2.57016666666667
CCL7	3.7915
SMCR5	-3.0455
DSC2	1.014
RBMS2	0.627
GRIK4	1.823
TRIM65	0.5455
TMPRSS6	-0.227285714285714
TP53INP2	0.82625
GLB1L	0.124166666666667
LOC388284	0.439833333333333
PUS1	-0.054
BCL9L	0.878
OLFM1	0.390916666666667
RET	-1.0395
MASTL	-1.91283333333333
ALX3	0.19325
IL1RL1	1.7955
ZNF765	-0.5797
C14orf138	-0.76125
SNX10	-0.5335
TAC4	-0.5185
C1orf64	1.394375
POGK	0.893875
MAPK9	0.236
ZNF366	4.0195
C8orf79	0.7341
CLDN7	1.6065
OR5AT1	-0.0005
TRIM37	-1.66425
LRRC25	3.37125
GRHL2	1.4373
TEKT3	0.72775
LASS5	1.01216666666667
ABCC4	-1.37216666666667
DLG3	1.091125
VGLL1	1.35675
ZFP36L2	1.36533333333333
MFRP	0.0401666666666667
KIAA1799	-0.1785
FLJ44379	5.6175
PCNX	0.1515
ANXA9	2.751
CYP4V2	1.2928
PIK3C2A	-1.0725
SRR	0.2465
NOL3	-1.57625
IFITM2	1.6205
ARNTL2	-1.34275
ZNF595	-0.01475
NLRP13	-2.4935
ASPH	0.193
CPA2	0.52
PVRIG	0.922166666666667
LEPR	-1.8685
C16orf42	1.08883333333333
SH3BGRL	2.223
FAM77D	-0.961
FNDC7	0.727
C9orf6	0.0835
NOTCH2NL	-0.190166666666667
PGBD1	-0.810833333333333
SYNGR2	2.21716666666667
PITPNA	0.7408125
PRPF4B	-1.1248
SLC43A3	0.234071428571429
NRBP1	1.37575
SLC25A22	0.00900000000000002
ILK	0.785625
SLC22A8	0.809833333333333
MRPS7	0.821
PITX2	-1.09225
FABP3	1.271125
OR1L1	0.231
LOC728215	0.5715
BLID	-0.7685
KIAA1217	3.17252941176471
TFPT	0.54275
AP4B1	-0.737
VBP1	-1.105
OR1K1	0.0695
MORC3	0.3425
BHMT2	0.4035
C3orf10	0.826625
FZD7	0.390833333333333
WFDC10A	-0.297
PMS2CL	-0.126875
CCDC32	0.708166666666667
FA2H	-2.113
ALG13	-0.0875
TTLL7	-1.1986
SPOCK3	0.5745
SLC13A2	0.501
AIM1	2.7835
GPRC6A	2.2995
EGR2	3.92325
MED11	0.6175
WWC1	0.62075
SH3GL3	-4.12225
RIF1	-0.906785714285714
PRLH	-0.0775
VLDLR	-2.235
DBT	-0.335666666666667
C21orf63	2.30675
CGGBP1	-0.351125
KRTAP12-2	null
TADA3L	-0.6
ZBTB16	2.60625
PDGFB	1.429625
RFX1	0.180375
UQCRB	-0.4461
LOC133874	-1.3915
HPS3	-0.96025
LGALS3BP	1.9994
DKFZP564O0823	2.26028571428571
MRFAP1L1	0.925375
HOXA10	-0.3535
NGB	0.1735
KIF21A	-1.21476923076923
IFLTD1	-0.395
LZTS1	-0.921375
ARHGEF3	1.648
RHBDL3	-1.639
CSNK1G2	0.480833333333333
ChGn	-0.167875
KIAA1244	1.70016666666667
GABRB2	0.3895
MGC72080	-0.0855
CD27	4.03675
EGLN1	-1.9185
PEX13	0.02425
RWDD3	-0.2475
RNF12	-0.844166666666667
GRIN2B	0.808
ADAMTS14	-0.188125
DYDC2	1.47116666666667
ATP6AP1	1.5632
NR1H2	0.6785
PDK2	1.088
C3orf17	0.026
SLC38A2	-1.39585714285714
SLC25A29	-0.123666666666667
C15orf29	0.593875
ADAM9	-0.525666666666667
TMUB2	0.7075
GPR176	-0.62025
AGK	-0.654
MCCD1	0.19975
NDUFA4	-1.09075
TMEM146	1.4555
DUSP1	1.66125
UNQ6975	0.239
EMX2OS	4.676
INSM2	-0.479666666666667
LUZP4	-0.729
SETD6	-0.92975
P2RY2	1.99875
SLC45A2	-1.0875
RABGAP1	0.456166666666667
UBXD5	0.6545
GPRC5A	0.4391
PAK3	-0.0426666666666666
LOC63920	-1.82025
TGFBR1	0.4345
KRTAP6-3	-0.06225
SFMBT2	-2.01425
CDC42	0.1358125
C11orf35	0.373
TTLL2	0.9875
UACA	0.636636363636364
CD97	0.1705
SETD5	0.42125
NINJ2	0.7335
PTER	0.449
POMGNT1	-0.29975
KRTAP4-2	1.367
ECGF1	3.293875
HRB	-0.378454545454545
ATP1B2	-0.2032
LOC400506	-0.16525
COL4A3BP	-0.189
C6orf97	1.419
GRHPR	0.358625
TAS2R1	0.2565
SEMA7A	-1.5635
EDF1	0.7145
ODF2L	0.1293
PCID2	-0.130333333333333
GTF2H4	0.273833333333333
ZCCHC3	-0.000624999999999959
CGB2	0.0525
NEUROD1	-1.1755
C20orf75	-1.856
RP5-1054A22.3	2.10483333333333
IFNA5	-1.2235
ZNF134	0.437
MGC119295	-0.8679
ZSWIM6	-1.099625
SMEK1	-0.501833333333333
PCGF2	0.998875
C1orf102	0.82375
CYP2A13	0.504
KCNH6	-1.1543
MDM1	0.0198
ALDH7A1	-0.396833333333333
C9orf75	1.14
VDAC3	0.02425
OR51T1	-0.298
EIF3F	-0.982833333333333
KCNJ10	0.657875
LENG8	0.29325
EDEM2	1.00841666666667
CCNJL	-0.4205
DHX37	-0.8135
CRYGN	0.592
AATF	0.321875
ZNF630	0.76475
E2F5	0.0115
WFDC13	-1.72166666666667
FTSJ3	-0.591166666666667
C4orf33	0.93475
LHFPL4	-2.53725
C19orf56	-0.540166666666667
SMAD4	-0.43575
AFM	-1.1612
G0S2	0.41025
FCHSD2	0.8106
RRP1B	-1.7792
EEF1B2	-1.00816666666667
STAT6	1.2805
ZNF195	-1.3855
GNL1	0.557
ZNRF2	0.87
PER3	-0.4365
ASB16	-0.48075
C10orf10	2.1745
ADCY8	-3.8055
C9orf58	-2.04083333333333
ARMC10	-0.592666666666667
PSG1	-5.065
DHX34	0.23375
VARS2	-0.546375
NFIC	0.9665
ITPR2	0.282
AGXT2	0.2198
OR6K3	0.1485
H2AFZ	-1.16325
MLLT3	-0.54575
COX4I2	1.659
CCNT2	-0.39925
PLK4	-2.115
NUMBL	0.617166666666667
MED16	0.117
PLEKHQ1	2.1035
GOSR1	-0.276888888888889
BTG4	0.05975
RPL30	-0.22825
IGSF5	0.588
IGFL2	2.94883333333333
ELMOD2	-0.484666666666667
SHC3	1.08216666666667
HAVCR1	0.418
DYNC2H1	-0.149857142857143
RNF5	-0.7745
C2orf7	-0.339
NLF1	0.1115
KLHL25	0.493
LRP10	0.6204
KRI1	-0.2415
PUS7L	-0.829666666666667
MGMT	1.79475
HOXD1	-0.834166666666667
CSH1	-0.0443
ATG16L2	-0.51025
FLJ44635	1.054
CHODL	1.6885
EXOSC8	-0.96675
SLC28A1	0.14375
MYO7B	-0.712333333333333
SEH1L	-0.835
MTNR1A	-0.644166666666667
TSPAN5	-0.1865
CDC45L	-3.8095
AMIGO1	-0.071
ATAD3A	-1.265
OSGIN2	-0.124666666666667
PDIK1L	-0.106333333333333
DARC	2.585625
PIPSL	0.1855
SHMT1	-1.0225
CRISP3	0.6355
POPDC2	1.61766666666667
ZRANB2	-1.277
FBXL8	0.62125
TRIP13	-1.23027272727273
EIF5AL1	-0.9425
POU5F1P3	-5.11383333333333
IL6	0.728666666666667
CXorf38	-0.6295
IFNA16	0.7705
FBXL2	1.75183333333333
BRD1	0.30925
STATH	0.918666666666667
FBXO44	0.616833333333333
MCCC2	-0.1665
CDC2	-1.5382
C5orf23	0.8775
IVD	1.16583333333333
C10orf122	-0.773666666666667
MSL3L1	0.7108
MVP	1.16225
EPOR	-0.5226
ZMYM1	-0.747166666666667
BCL7C	0.762166666666667
PSTPIP2	2.0731
LYPD1	-1.941625
OR8G5	-0.9005
ZP3	0.6465
BCAS4	1.36883333333333
EDG6	3.0385
ISY1	-0.03175
PRAMEF2	-1.66275
CUL1	-0.159875
RNF213	1.342
CCRK	0.95475
DHX9	0.01925
C13orf29	0.63225
NCKAP1	0.534666666666667
MRPL43	0.741857142857143
XPR1	-0.0285
PKN2	0.1613
PODNL1	0.9365
ZNF333	0.403
DALRD3	0.96575
OPN1SW	0.2795
BTBD6	-0.20975
C11orf82	-2.006
OR5P3	0.2625
DUSP11	0.05175
L1CAM	0.1952
NEK11	1.61266666666667
OR7E91P	1.0235
CNTN3	3.94011111111111
CREB3L2	-0.22025
ZBTB37	0.417
KIAA1324L	-0.147
NDUFB10	-0.258833333333333
NUDT2	0.00925
GTPBP8	-0.44775
CACNA1D	1.69675
PRKAA2	-1.75083333333333
PRDM8	0.2575
MGC16075	0.146166666666667
KRT14	-0.378285714285714
PP8961	-0.185571428571429
MRPL18	-0.09425
ABCG2	-2.4785
PACRG	1.16925
BBS2	-0.51575
KREMEN2	0.8545
FBXO21	0.1705
HNRPUL1	0.336083333333333
GRB10	0.00275
CLSTN1	0.93025
LMAN2	0.4841
C17orf61	-1.10875
NIPSNAP3A	0.612
INSIG2	-0.669333333333333
PCDHB7	-0.1175
STXBP2	0.3515
CMAH	1.85533333333333
SEMA5B	-0.049
ZNF155	0.417
COQ6	-0.850333333333333
PRPF4	-0.28025
TSPAN15	2.5104
VN1R5	0.163333333333333
LATS2	0.14825
SELK	0.36275
PGK2	0.768
MS4A1	1.29325
TYW3	-1.4865
KRTAP5-1	0.80125
RCCD1	-1.70766666666667
BTN1A1	0.477
DDX28	-0.61625
TMEM65	-0.02675
LOC92345	-0.4615
TTC31	0.64925
WDR46	-0.0283333333333333
CHP2	-1.74183333333333
LSP1	0.97225
ZNF542	0.0275
EXOSC1	-0.05725
ARHGAP18	0.389166666666667
LRRTM4	-1.403625
MAOB	1.017
CACNB4	-0.0635
MGC33846	0.391625
RANBP3L	1.70325
ATP5L	-0.289375
ONECUT1	-4.221
NUDT9	-0.14275
TMEM149	1.2645
STX17	0.52575
IGSF10	-3.09125
TMPRSS9	0.457
BMPR2	0.788
ALLC	-0.24
KLF7	1.5625
GCC1	0.5134
TIMM9	-1.172
CDO1	0.132666666666667
MGC10701	-0.806666666666667
IFI6	3.986
FRMD8	1.66
MGAT2	0.0485
WBP5	0.390833333333333
CNIH2	-0.24025
KIAA0907	-0.2915
KCNH8	0.709
CTSG	0.836
GRIK1	0.6375
CUL5	-0.027375
FRMD1	0.32
OR9A4	0.537
SYT6	-0.962125
FOXD4L2	0.48475
ANAPC2	0.5955
OPN5	-1.5455
TAF13	-0.905
LYG2	-1.00075
GGNBP1	0.2895
C11orf40	0.777
OTX2	-1.612
REG4	0.941
EIF5	-1.84475
PALB2	-0.6905
SEPSECS	-0.1156
RNASE3	0.75575
TRIM49	-1.8
POLR2K	-0.0603
GPR42	0.5835
C8B	-3.21533333333333
SASS6	-0.5405
PREB	0.0573333333333333
OR3A3	0.4705
TUBA8	0.410125
IGLV2-14	3.529
STIL	-2.04675
ANKFN1	-1.82616666666667
NME7	-0.09925
HOXC12	1.9815
UBE2C	-1.207625
FHOD1	-0.4685
CDK2AP1	0.197916666666667
OR6K2	0.09525
DHPS	-0.28375
RPL5	-0.295416666666667
TRGV5	0.643
LOC541472	0.182
HCCS	-0.198111111111111
DENND1B	0
LHX3	-1.64
OR5D16	0.3365
CXorf57	-0.0248333333333333
IRF2BP1	-0.24525
NDST2	0.751
LCE3D	0.1065
BOLL	0.571125
SYT3	-0.67025
PIH1D2	0.36
C20orf7	-0.113333333333333
IL1R2	1.26466666666667
SLAMF9	1.919
PPME1	-0.101875
PIK3CA	0.03075
TRAPPC1	0.376
COLEC10	-0.70875
SLC9A6	-0.909
PDDC1	-0.649166666666667
CCDC53	0.37725
GK3P	-0.94675
DAZL	-2.77066666666667
BRI3	0.067
SDK1	-0.470625
CYP2C18	-0.137333333333333
IFI44L	5.000125
RPL3L	0.025
FUT9	2.01483333333333
KIFC2	0.599833333333333
PMP2	-0.57425
SLC4A9	-0.739
PLAG1	-2.1525
MYCBP2	0.212166666666667
OR4E2	1.467
CCDC65	2.42325
C16orf82	0.0270000000000001
ENTPD4	0.0445
BRP44L	0.03
PMP22CD	0.207666666666667
TMCO4	0.547833333333333
KCNN1	-1.404
WDR35	-0.14425
CCDC80	3.440125
C3orf31	-1.0345
SLC7A9	-1.64375
TMEM190	2.498
DBC1	-1.08383333333333
FADS3	0.234833333333333
PDZD8	-0.646833333333333
GRM5	-0.0541428571428571
AZGP1	3.224
PEX3	-0.115
MED1	0.00742857142857142
ATG4C	-0.726833333333333
HNRPH3	-0.724
FAM109B	2.3445
C4orf17	0.897
CA10	-0.7645
OPRD1	-0.2765
CCL16	-1.877
SACM1L	-1.306
CST6	5.332
CD63	0.8521875
LGI1	-2.03225
ZNF784	0.736
CRYBB1	-0.838
CX3CL1	1.45275
TOP2A	-2.593
GYPB	-3.21733333333333
GADD45GIP1	-1.163
FEN1	-1.056
IGF1R	-0.7596875
WDR72	-2.47883333333333
PURG	0.0113333333333333
DEFB126	0.222
PKD1L1	0.7505
CAV1	-1.8027
GNPDA2	0.4569
DGAT2	1.135125
NLGN1	-5.786
STRBP	-0.381625
HPRT1	-1.12833333333333
FANCI	-1.8655
PSMA7	0.029
DBF4B	-0.7065
TTF1	-0.52575
RAD54L	-2.5285
ELOF1	0.94775
PLAGL2	-1.286875
ZNF256	0.5475
HMGCL	0.5815
MSI2	0.286166666666667
RPESP	-1.754
C11orf60	1.23575
ABCD1	0.162
ACAA1	0.2557
SPARCL1	5.01128571428571
IL6ST	1.2085
ZNF319	-0.09875
TMEM109	1.0239
FAM90A1	-2.70316666666667
IL22RA1	-1.958
ATP4B	-0.672
TEC	-0.644333333333333
C7orf30	-1.37275
TXNDC2	-0.644
ABCB4	0.28525
KIAA1191	0.047625
C9orf38	0.522
SFTPB	-0.171714285714286
CNTNAP2	2.43925
FRK	0.3295
TBX19	0.1175
CHD4	0.5255
C6orf26	-3.1515
MOSC2	1.1575
IKBKE	2.20875
HIF1A	-1.056
LOC595101	-0.175
RELA	0.455333333333333
TMEM16B	-0.805
ABHD12B	-2.20925
TSEN34	0.3725
KIF18A	-2.127
TXNDC9	0.3895
SPATA2L	-0.121
SEMA4G	-1.635
C21orf91	-0.4695
MATN1	-0.424
KCNIP4	0.70575
TUSC1	0.627625
OR4C15	0.89475
ARMCX6	0.533083333333333
WBSCR27	-0.602666666666667
OR52I2	-0.727
KIAA1604	-0.31375
DYNC1I1	-0.44025
PPP4C	0.40375
SLC47A2	-2.683
TREH	-0.34925
CD48	3.47766666666667
ST14	2.17633333333333
PKN1	0.75125
SPON2	2.5435
XBP1	1.82941666666667
SFRS12	-1.03733333333333
EFCAB6	1.46475
SELT	0.42925
SLC39A2	0.3835
ERF	-0.524333333333333
ARL3	0.468875
SURF6	-0.2954
MLLT10	-0.493190476190476
FLJ11171	-0.561666666666667
TDGF1	-4.1405
ERCC6	-0.51975
EIF2AK4	0.003125
BAZ1A	-0.227833333333333
LRRN3	0.161333333333333
TMC3	1.199
EFTUD1	-0.42425
PTPRO	2.423
CLEC12A	1.8765
ACBD4	0.55275
ZDHHC14	-0.5755
OTUD7B	1.435625
ACTB	1.7029375
MSRA	-0.250375
LCE5A	1.381
IFI35	2.15225
BSCL2	1.23933333333333
ANKRD12	0.0900833333333333
CFHR2	-0.0129999999999999
RGAG1	-0.814833333333333
HSFY1	-2.121
SLC30A5	-0.456166666666667
IMPG1	1.1315
GPR109A	0.824
ZNF185	-0.8375
IYD	-0.176
NPCDR1	-0.126
SERPINA13	0.742
HMGCLL1	-0.84375
NEUROG1	0.337833333333333
UBQLN1	-0.308
LIN37	-0.0795
SOCS2	-1.529125
DSCR4	-2.0615
XKR6	-0.09625
GPR142	0.3805
KRTAP13-3	-0.83
CCDC15	-1.05716666666667
MOS	0.588
CD1E	-0.8615
OFCC1	0.268
FAM83D	-1.219
SRFBP1	-0.4265
C9orf96	-0.348
DHDH	-1.2715
CCDC90A	-1.144
RABL3	0.2643
CD320	-1.8025
ANGEL2	0.1535
MRPL21	-0.58175
SMG6	0.476833333333333
INSR	2.01033333333333
FLJ14816	-0.827
GLRB	-1.165
C9orf89	0.69
CIZ1	0.409375
URG4	1.046
LRDD	-0.973833333333333
CBY1	0.9905
NFX1	-0.0875
MTERFD2	-0.09
C19orf23	0.4095
PGC	-3.17025
IER3IP1	0.3058
RASAL2	1.388
C1orf89	0.411
SYNJ1	-0.302
NFKBIE	0.9325
FLJ40125	-0.922666666666667
TCEB2	-0.367
NOG	-1.823
POLR2J2	-0.376666666666667
HLA-B	3.48575
PCDHA1	1.236
PPP2R2B	-0.0965
ARHGEF17	0.6115
TCF7L2	0.980571428571429
CHD5	-0.566166666666667
ZNF431	-0.7235
TBC1D25	0.7555
ZNF800	-1.61075
SCUBE2	0.816545454545454
MYCBP	0.226
GPX5	0.3265
C6orf129	-0.0161666666666667
QSER1	-0.951666666666667
ULK2	1.16925
PIGO	-0.127166666666667
NRCAM	-2.2105
SLC35E3	-0.41525
CSRP2	-0.9205
HYPE	-0.4775
MAPK15	0.2565
MGC14327	0.319
TIMM13	0.232166666666667
ZNF462	-1.06125
GBA3	0.92975
TEX13A	-1.546
MCM6	-1.45288888888889
MTRF1	-0.4645
ABCA7	-0.184
EIF4A2	0.243
ZC3H10	0.7459
RPGR	0.0145
C20orf94	-0.32525
RP1L1	-0.3155
GPR125	-0.846714285714286
USP22	-0.723642857142857
OR1L4	1.29166666666667
MLZE	2.17225
FLJ32065	0.1805
PTCD1	-0.6655
CRTAC1	2.55866666666667
BXDC2	-0.3955
C18orf1	2.42916666666667
FAM107A	0.433642857142857
EFNA3	0.03425
P18SRP	-0.6858
CAMKK2	0.134666666666667
KIAA0649	-0.76625
NES	-1.01733333333333
HS6ST3	0.74675
PON2	-0.097
TCP11L2	-0.81325
CLEC4A	3.3845
PRR12	-0.288
MLXIPL	-1.6397
C2orf50	2.7225
ZNF28	1.00325
ENC1	0.302333333333333
MAP2K1	-0.227625
FKSG2	1.0325
KIAA0430	0.86225
PTP4A1	-1.99
GPR156	0.498
GTF3C6	0.0825
UBR2	-0.0713
LOC388272	-0.90475
MAK	1.84783333333333
ACOT4	2.22625
STC2	-1.44933333333333
PIGW	-0.462875
SAE1	-0.53875
COL6A1	1.68077272727273
OAZ1	1.052
STMN4	0.128666666666667
EDG3	-0.139333333333333
SGCE	1.05333333333333
IL11	-1.46083333333333
PRSS8	2.06475
YIPF5	0.25425
WNT4	2.774125
CSN2	-1.6295
TCF7	-1.018
TDO2	3.00675
SAMD9	2.24875
S100A7A	5.717
MMRN1	1.765
GKAP1	-0.93225
AKR1C3	-1.566625
RNF19A	0.85425
GMDS	-0.27525
YKT6	0.251375
SPARC	3.099
C12orf31	0.153
UBE2V2	-0.316833333333333
FBXL18	-1.28783333333333
KIAA0460	0.5005
ADAM22	-0.348375
SERPINC1	-5.47425
KCTD21	1.59675
MYOHD1	-1.4145
ZNF37A	0.0908333333333333
GTF3C1	0.774833333333333
CTSZ	2.61275
PRNPIP	-0.827625
DRD1IP	0.141
NR1I2	-1.58316666666667
ZNF266	0.8212
SPAG4L	0.013
COX4NB	-0.95825
SAPS1	1.15383333333333
APOA1	-3.86175
TATDN1	0.0911666666666667
C10orf82	2.232
KPNB1	-0.511
FOXO3	2.17541666666667
CRYBB2	-0.7385
ZBTB5	-0.896333333333333
SLC25A38	0.48075
DCTN2	0.345833333333333
IFT20	0.8415
CTHRC1	4.246
C1orf31	-0.323875
UHRF1	-1.135625
GPC6	0.8815
C10orf54	2.69925
MCF2L2	0.43125
WNT9B	-0.319625
OLA1	-0.657375
FAM120B	0.34875
TTLL10	0.6915
CYorf15A	-7.05666666666667
RELN	-2.77222222222222
SCN2B	0.396583333333333
MFHAS1	-0.435
NKX3-2	-0.300333333333333
RASGRF2	0.72
SSBP1	-1.239
KPNA6	-0.434285714285714
LOC389118	-0.27
HS3ST4	-1.91977777777778
SUPT7L	-0.335875
FLJ32658	-2.35225
IGFBPL1	-1.0285
KIAA1641	-1.1346
SHKBP1	0.625
CSF1R	4.79625
NAGK	2.30525
MYL2	-1.16075
HIST1H4C	-2.75383333333333
TOMM7	-1.45125
ADAMTSL3	2.185
TNFSF14	0.1015
PRRT2	-0.9005
VTA1	0.153375
AOAH	4.24033333333333
CRISPLD2	2.61092857142857
PNN	-1.5136
TA-NFKBH	-0.34825
ESPN	-0.04
RBM43	-0.3985
KIAA1267	-0.5935
DDX3X	0.223166666666667
KIAA1576	-3.90675
PLXDC1	4.27266666666667
FLJ25801	-4.7965
HNRNPL	0.57475
RUNDC3A	0.818
CASP12	2.369
SH2D5	-1.45575
RPL26L1	-1.211
OR51A7	0.9425
HDC	5.396
C2orf16	-1.3502
SYTL3	2.58825
GOLGA4	0.0818125
NOTCH1	0.166833333333333
ATPAF2	0.163
ECD	0.3085
SSX5	-0.9534
SNAP91	-0.25225
OCA2	-6.40925
PNPO	-0.692333333333333
DAPK1	0.67
PINX1	-0.878166666666667
SELENBP1	0.70375
NEK3	0.0791666666666666
TMED4	0.320142857142857
SSTR4	0.3575
FOSL1	-2.5379
CD40LG	1.6885
CES1	-0.143333333333333
DCI	-0.953333333333333
B3GAT3	0.424333333333333
STK17B	0.643
CNTN6	0.47925
CYP3A4	-1.604
MBOAT2	-0.0825714285714286
PISD	0.406875
USP1	-1.13725
PYDC1	4.21616666666667
CENPM	-1.44875
SAR1B	-0.072
TTC7B	-0.193625
DP58	-0.112
GPC1	0.52525
RBL1	-1.88475
TMEM137	-2.10866666666667
TOB1	0.787416666666667
TCEAL1	1.21233333333333
CENPF	-1.07372727272727
C6	2.35883333333333
PRSS1	-4.83
PPIL6	1.83116666666667
C6orf124	0.445
ODZ4	0.809666666666667
SNCB	0.276
NDUFB9	0.1375
CNOT6L	0.3605
S100A9	4.63433333333333
TRIM50	-0.181
KCTD1	1.9048
WDR63	1.5765
SPEF2	2.243
RNGTT	-1.19916666666667
CXorf22	1.8705
KCNK16	0.18025
CEP250	-1.05225
ATPBD1B	-1.318
KCNJ2	3.8245
MT1B	-0.0355
ZNF684	-0.5865
SLC4A1	-0.0295
PDHA1	-0.56275
ZNF492	-0.9825
TKT	-1.54525
BYSL	-0.465125
RNF38	-0.69625
AHDC1	0.1305
KLHL2	0.09825
CMTM8	-0.15975
DMP1	-0.7355
HERPUD2	-0.061625
CRTAM	5.5888
ZNF572	-1.20375
TMEM16J	1.373
HSD17B2	-2.40825
UBE2G1	0.026875
AHSA2	-1.2435
PELI2	-1.0395
TPX2	-1.0305
ATP9B	0.563833333333333
DAZAP1	-0.862125
HMGCS2	-0.441833333333333
C17orf38	1.281
B9D1	-0.656375
NKX2-5	-1.64
KIAA1276	1.41275
LILRB2	3.5365
CSTF1	-0.0821666666666667
BTN2A1	0.608333333333333
C15orf48	4.15725
IGF2BP3	-4.3985
FAM113B	2.01566666666667
HRG	-1.84714285714286
ZNF131	-0.374
USP47	-0.243928571428571
CCDC88B	0.85675
HCN1	-1.07177777777778
HTN1	-0.6328
SYCP3	-1.90975
C13orf23	0.00169999999999999
PAPOLA	-0.3493125
AATK	0.1017
MSH3	-2.40216666666667
NDUFAB1	-0.70425
ITLN2	-1.1385
BAK1	0.232
MRPL45	-0.566666666666667
MTNR1B	0.074
LOC645843	-0.725
SPECC1L	-0.22075
PGCP	1.5185
SPN	-0.779625
GPR143	3.2995
ZNF576	-0.595333333333333
TMEM39A	0.7871
ATP5D	-1.2585
MAGEB3	-4.068
RPS5	-0.148333333333333
ANP32E	-0.891142857142857
MTMR1	-0.2065
YEATS4	-0.8665
SYNGAP1	-0.0215
PCOLCE	0.571833333333333
MNS1	-0.33675
PCYT2	0.564833333333333
ZNF182	-0.02725
LAX1	3.763625
SPPL2B	1.203
ELOVL5	0.7821
PCDHAC1	-0.213
B4GALNT1	-0.740333333333333
BLOC1S2	0.932375
ZNF673	-0.716
ARHGAP21	-0.231666666666667
IRX5	1.617125
LRFN5	-0.5025
FAM7A1	-0.282
RAB19	-0.1385
GINS1	-1.45025
ITM2B	1.1934
PAPSS2	2.48991666666667
OR5BF1	0.2865
ACSL3	-0.467125
KIAA1919	-0.99675
GLT8D2	3.30625
UTRN	0.565785714285714
CNN1	1.1935
HISPPD2A	1.19016666666667
SDAD1	-0.248
SIGLEC9	1.81933333333333
RPL35	-0.452928571428572
C22orf26	1.0705
IMPDH2	-0.63325
WDR69	-0.523666666666667
SEC14L5	-0.395333333333333
CLTA	0.20625
RP11-529I10.4	0.80825
GPR37L1	0.3505
OGDH	0.271
ASB13	1.324
ZFP14	0.301
ZCRB1	-0.580166666666667
KPNA3	-0.536
HSPA1L	1.08925
RHOC	0.25375
LOC554175	0.12125
PPP3CA	0.5402
SLC1A7	-0.5308
ZNF529	0.123
RBED1	1.54
DDB2	-1.0735
FLJ11286	1.808
SPATA1	0.6515
MKNK1	0.854833333333333
DYSF	1.59
ALKBH2	-0.22
NKD1	-2.396
C1orf174	-0.31575
PLEKHO1	1.987
ASB10	-0.047
RING1	-0.123166666666667
NPC2	1.3335
AVPR1B	-0.5705
YTHDF1	0.3335
LMAN1L	0.291
GSG2	-2.3565
CEP170	-1.0582
RPS4Y2	-5.4855
MSH6	-1.3895
HECTD2	1.03616666666667
ZNF556	-3.68133333333333
PLEKHC1	-0.8482
AIRE	0.354166666666667
BCL2L10	-0.03175
LMOD3	-1.039
ZBTB8	0.1321
FOXA2	-3.7285
SLCO2A1	2.81075
C3orf46	null
PRDM16	-1.0045
TMEM98	0.52775
FRMD5	-2.216
PDE6C	-1.7485
C1orf216	0.3285
EP400	-0.307071428571429
PTK2	0.22875
RNF217	0.90475
NDUFA8	-0.342
ZFAT1	0.7525
LAMP3	3.91516666666667
GLTSCR2	0.522625
NPW	-0.6835
LLGL2	0.7338
PPM1K	0.0668333333333333
C20orf177	-0.468
KIR2DL4	1.6816
NFKB2	1.1815
C21orf122	0.00516666666666668
HESX1	0.6065
GPR114	1.682
SLC25A35	-1.09616666666667
GNAT1	-0.72675
ORAI3	0.72875
FAM76B	-0.286625
TMEM99	-0.6009
TRIM29	1.3433
CDS1	2.0955
RHEB	-0.0284
C4orf27	-0.3785
RAB3A	-0.30275
OTUD6B	-1.16
GPD1	0.794125
CDH15	-1.04133333333333
NPM1	-1.577
TMEM117	-0.6705
PRPS2	0.11025
GCK	-0.2255
ADRA2A	4.5225
TSPYL4	0.189
TASP1	0.40925
WDR19	0.1225
C10orf38	-1.181
PDE4C	-0.666833333333333
FYB	2.00733333333333
C1orf55	-0.178666666666667
PPFIA3	0.5635
RAD18	-0.817
C12orf44	0.191
CRYBA4	0.082
HVCN1	1.674
TAF10	-0.328
C16orf48	-0.827833333333333
DEPDC5	0.3725
LTBP1	-0.415
MAPRE1	-0.393
FGF8	0.049
C3orf52	-0.403
SENP7	0.0856666666666667
LRRK2	1.86075
RUNDC2A	0.189166666666667
KIAA0355	0.451833333333333
CPEB1	-2.26475
PPEF2	-0.025
ABI2	-0.191833333333333
KIAA0317	0.264375
ATF1	-0.637166666666667
DYNC1H1	-0.03525
DIP	-0.14025
TMEM33	-0.0211111111111111
POLDIP3	-0.07275
C7orf24	0.046
GPR171	4.5505
CDC6	-2.922
PLD1	-0.1255
ITFG2	-0.2111
NDUFC1	-0.6205
AKNA	0.27775
NBR1	0.4335
PKHD1	0.3384
HPS4	-0.7248
MAFA	0.324
ULBP3	0.35275
DIRC1	0.6865
IMMT	-0.3975
C22orf13	0.17625
CEL	-0.02525
MARK3	-0.2075
ADAMTS2	1.89825
ARPC3	0.821666666666667
TMEM10	0.0533333333333333
