Hybridization REF	TCGA-AR-A1AX-01A-11R-A12P-07
ZC3H10	0.3277
RPGR	-0.228833333333333
C20orf94	-0.41
RP1L1	-0.1315
GPR125	-0.456
USP22	-0.439214285714286
OR1L4	-0.4375
MLZE	2.057
FLJ32065	-0.04775
PTCD1	-0.57275
CRTAC1	0.041
BXDC2	-0.55475
C18orf1	1.96733333333333
FAM107A	1.54735714285714
EFNA3	-0.169
P18SRP	-0.681
CAMKK2	0.06
KIAA0649	-1.29775
NES	-0.190833333333333
HS6ST3	1.576125
PON2	-0.78825
TCP11L2	-1.5425
CLEC4A	3.56525
PRR12	-0.0025
MLXIPL	-1.9328
C2orf50	0.0255
ZNF28	0.63375
ENC1	0.969166666666667
MAP2K1	0.0165
FKSG2	1.68825
KIAA0430	0.8675
PTP4A1	-1.23283333333333
GPR156	1.1835
GTF3C6	0.27625
UBR2	0.0998
LOC388272	-0.31625
MAK	0.418
ACOT4	1.64425
STC2	-0.8135
PIGW	-0.29425
SAE1	-0.314375
COL6A1	0.873590909090909
OAZ1	-0.534666666666667
STMN4	0.722666666666667
EDG3	0.206333333333333
SGCE	0.121166666666667
IL11	-1.84366666666667
PRSS8	1.70575
YIPF5	0.950916666666667
WNT4	3.802625
CSN2	1.7366
TCF7	-1.16325
TDO2	3.2735
SAMD9	2.1124375
S100A7A	0.832
MMRN1	3.39733333333333
GKAP1	0.349
AKR1C3	-0.776375
RNF19A	1.74375
GMDS	0.32325
YKT6	-0.83825
SPARC	2.0834
C12orf31	0.0695
UBE2V2	0.925
FBXL18	-0.610833333333333
KIAA0460	0.4675
ADAM22	-0.417833333333333
SERPINC1	-4.89575
KCTD21	0.14225
MYOHD1	-1.77025
ZNF37A	-0.319666666666667
GTF3C1	-0.1755
CTSZ	2.23525
PRNPIP	-0.965625
DRD1IP	-0.039
NR1I2	-2.266
ZNF266	0.0605
SPAG4L	-0.149
COX4NB	-0.74375
SAPS1	0.7675
APOA1	-4.48525
TATDN1	1.03933333333333
C10orf82	1.29825
KPNB1	-0.946
FOXO3	1.11858333333333
CRYBB2	0.492
ZBTB5	-0.456166666666667
SLC25A38	-0.3815
DCTN2	-0.3105
IFT20	1.0125
CTHRC1	2.96625
C1orf31	-0.314
UHRF1	-1.4450625
GPC6	-2.6225
C10orf54	2.56575
MCF2L2	0.00299999999999999
WNT9B	0.3975
OLA1	0.01975
FAM120B	0.09675
TTLL10	-0.3175
CYorf15A	-5.20375
RELN	-1.964875
SCN2B	1.34581818181818
MFHAS1	-0.6495
NKX3-2	-3.16983333333333
RASGRF2	0.1255
SSBP1	-0.298333333333333
KPNA6	-0.851642857142857
LOC389118	0.0365
HS3ST4	-0.398
SUPT7L	-0.3365
FLJ32658	-1.215
IGFBPL1	-1.88775
KIAA1641	-0.9216
SHKBP1	-0.329
CSF1R	5.719
NAGK	1.7965
MYL2	-0.47675
HIST1H4C	-1.71033333333333
TOMM7	-0.634625
ADAMTSL3	1.657
TNFSF14	0.46775
PRRT2	-1.22475
VTA1	0.050875
AOAH	4.643
CRISPLD2	1.45685714285714
PNN	-0.9331
TA-NFKBH	-0.37725
ESPN	-0.31425
RBM43	-1.314
KIAA1267	0.0615
DDX3X	0.869444444444445
KIAA1576	-3.07675
PLXDC1	4.27916666666667
FLJ25801	-5.7545
HNRNPL	-0.2895
RUNDC3A	-0.0198333333333333
CASP12	1.199
SH2D5	-1.38975
RPL26L1	-0.344
OR51A7	0.374
HDC	6.0755
C2orf16	-0.166833333333333
SYTL3	3.046875
GOLGA4	0.61675
NOTCH1	-0.2615
ATPAF2	-0.48925
ECD	0.15575
SSX5	-1.60666666666667
SNAP91	-0.682333333333333
OCA2	-3.79925
PNPO	0.714166666666667
DAPK1	-0.671333333333333
PINX1	-1.19633333333333
SELENBP1	1.512
NEK3	-0.201166666666667
TMED4	0.0751428571428572
SSTR4	-1.0505
FOSL1	-2.6443
CD40LG	1.4275
CES1	-1.49372727272727
DCI	0.329
B3GAT3	0.0503333333333333
STK17B	1.2135
CNTN6	0.467
CYP3A4	-0.809666666666667
MBOAT2	-1.32378571428571
PISD	-0.1715
USP1	-0.65425
PYDC1	1.88316666666667
CENPM	-1.05525
SAR1B	0.703
TTC7B	-0.92775
DP58	-0.0225
GPC1	-0.5505
RBL1	-1.173625
TMEM137	-2.107
TOB1	1.85708333333333
TCEAL1	1.23166666666667
CENPF	-1.65445454545455
C6	0.941166666666667
PRSS1	-4.4215
PPIL6	1.72666666666667
C6orf124	1.25
ODZ4	0.112833333333333
SNCB	-0.41925
NDUFB9	1.105
CNOT6L	0.568166666666667
S100A9	3.90916666666667
TRIM50	0.3115
KCTD1	1.8499
WDR63	0.39275
SPEF2	1.66285714285714
RNGTT	-0.764166666666667
CXorf22	-0.9945
KCNK16	0.40725
CEP250	-1.745
ATPBD1B	-0.64125
KCNJ2	3.85975
MT1B	0.102
ZNF684	-0.0495
SLC4A1	-0.62925
PDHA1	-0.86425
ZNF492	-0.02475
TKT	-1.369
BYSL	-0.90625
RNF38	0.104875
AHDC1	0.4245
KLHL2	0.14725
CMTM8	1.009
DMP1	-0.742
HERPUD2	-0.045875
CRTAM	4.57983333333333
ZNF572	1.05325
TMEM16J	-0.0405
HSD17B2	-4.001
UBE2G1	-0.700125
AHSA2	-1.92525
PELI2	-1.031
TPX2	-2.638125
ATP9B	0.460833333333333
DAZAP1	-0.799714285714286
HMGCS2	1.91983333333333
C17orf38	0.11975
B9D1	-0.7635
NKX2-5	-2.34266666666667
KIAA1276	0.69725
LILRB2	4.119
CSTF1	-0.742333333333333
BTN2A1	-0.262
C15orf48	4.31775
IGF2BP3	-4.27975
FAM113B	1.56316666666667
HRG	0.132625
ZNF131	-0.6195
USP47	0.418357142857143
CCDC88B	0.56175
HCN1	-0.655555555555555
HTN1	0.48325
SYCP3	-0.841
C13orf23	-0.2204
PAPOLA	-0.646125
AATK	-0.1906
MSH3	-0.223333333333333
NDUFAB1	0.05725
ITLN2	-2.03933333333333
BAK1	0.0153333333333333
MRPL45	-0.382
MTNR1B	-0.122833333333333
LOC645843	0.5
SPECC1L	0.312
PGCP	1.225
SPN	-0.031375
GPR143	1.9475
ZNF576	0.171666666666667
TMEM39A	0.3427
ATP5D	-1.38183333333333
MAGEB3	-2.344
RPS5	-0.0598333333333333
ANP32E	-1.28185714285714
MTMR1	-0.52225
YEATS4	-0.66725
SYNGAP1	0.0145
PCOLCE	-1.10033333333333
MNS1	0.762
PCYT2	-0.343666666666667
ZNF182	-0.17225
LAX1	3.279875
SPPL2B	-0.0297
ELOVL5	0.8067
PCDHAC1	0.1055
B4GALNT1	-1.584
BLOC1S2	1.23
ZNF673	-0.7346
ARHGAP21	-0.814333333333333
IRX5	2.115375
LRFN5	-0.215166666666667
FAM7A1	-1.999
RAB19	-2.268
GINS1	-2.02825
ITM2B	1.7239
PAPSS2	1.4705
OR5BF1	0.5265
ACSL3	-0.271875
KIAA1919	-1.15758333333333
GLT8D2	2.450125
UTRN	0.992428571428571
CNN1	1.213
HISPPD2A	0.914166666666667
SDAD1	0.283375
SIGLEC9	0.431833333333333
RPL35	-0.147285714285714
C22orf26	0.6105
IMPDH2	-0.54675
WDR69	-1.132
SEC14L5	-0.327666666666667
CLTA	0.011
RP11-529I10.4	1.2625
GPR37L1	0.581166666666667
OGDH	-0.607916666666667
ASB13	0.329166666666667
ZFP14	0.58425
ZCRB1	-0.2695
KPNA3	-0.33
HSPA1L	0.407
RHOC	0.721375
LOC554175	-0.493
PPP3CA	3.0074
SLC1A7	-0.6612
ZNF529	0.196
RBED1	0.342
DDB2	-1.58275
FLJ11286	0.990166666666667
SPATA1	0.74
MKNK1	0.423333333333333
DYSF	1.14483333333333
ALKBH2	-0.50575
NKD1	-3.4885
C1orf174	-0.53625
PLEKHO1	1.12933333333333
ASB10	-0.10625
RING1	-0.804166666666667
NPC2	1.455625
AVPR1B	-0.199
YTHDF1	-0.0135833333333333
LMAN1L	0.346
GSG2	-2.359
CEP170	-1.59744444444444
RPS4Y2	-6.214
MSH6	-0.6195
HECTD2	-0.162833333333333
ZNF556	-2.39233333333333
PLEKHC1	-1.6872
AIRE	0.2075
BCL2L10	0.458
LMOD3	1.81666666666667
ZBTB8	-0.0644
FOXA2	-3.597
SLCO2A1	2.815
C3orf46	-0.802
PRDM16	-0.351
TMEM98	-0.10275
FRMD5	-2.0745
PDE6C	1.728
C1orf216	-0.186666666666667
EP400	-0.618285714285714
PTK2	0.470416666666667
RNF217	0.81525
NDUFA8	0.3245
ZFAT1	1.3345
LAMP3	4.54366666666667
GLTSCR2	0.31675
NPW	-1.73
LLGL2	-0.8119
PPM1K	0.634
C20orf177	-1.8895
KIR2DL4	0.3807
NFKB2	0.7205
C21orf122	-0.4155
HESX1	0.88825
GPR114	2.14883333333333
SLC25A35	-0.594666666666667
GNAT1	0.107666666666667
ORAI3	0.17375
FAM76B	-0.20625
TMEM99	2.6501
TRIM29	0.3834
CDS1	2.7195
RHEB	0.2292
C4orf27	0.107333333333333
RAB3A	0.06375
OTUD6B	0.25675
GPD1	-0.505625
CDH15	-0.907666666666667
NPM1	-0.562928571428571
TMEM117	-0.474
PRPS2	-0.727416666666667
GCK	0.025
ADRA2A	4.87733333333333
TSPYL4	0.0453333333333333
TASP1	0.167
WDR19	-0.318166666666667
C10orf38	-1.195
PDE4C	-0.625833333333333
FYB	2.09458333333333
C1orf55	-0.542166666666667
PPFIA3	0.3675
RAD18	-0.542
C12orf44	-0.3515
CRYBA4	-0.322
HVCN1	2.47725
TAF10	-0.0741666666666667
C16orf48	-1.123
DEPDC5	0.6325
LTBP1	-1.3225
MAPRE1	-0.241375
FGF8	0.0845
C3orf52	-0.00287500000000001
SENP7	0.171666666666667
LRRK2	2.2225
RUNDC2A	0.211666666666667
KIAA0355	0.988
CPEB1	-1.3905
PPEF2	0.58
ABI2	-0.717666666666667
KIAA0317	-0.762625
ATF1	-0.393
DYNC1H1	0.517
DIP	-0.041
TMEM33	0.303777777777778
POLDIP3	0.04525
C7orf24	1.44975
GPR171	5.35825
CDC6	0.638166666666667
PLD1	-0.0801
ITFG2	-0.4172
NDUFC1	0.44075
AKNA	-0.55875
NBR1	0.28125
PKHD1	0.386142857142857
HPS4	-0.4633
MAFA	0.97275
ULBP3	-0.85575
DIRC1	1.1825
IMMT	-0.15275
C22orf13	0.433416666666667
CEL	-0.0795
MARK3	-0.71125
ADAMTS2	0.317583333333333
ARPC3	0.515833333333333
TMEM10	0.471
NPHS1	0.20275
BRD8	-0.218
WDR12	-1.24625
IDI2	0.116428571428571
HOXD13	-1.752
OR8G2	-1.13433333333333
SLAIN1	-0.9975
GABRQ	0.102
NR2C2	-1.5255
NKTR	-0.9293
TLE2	0.088
KIAA0892	-0.835166666666667
AURKA	-2.47690909090909
GPRC5C	-0.461666666666667
TBC1D9B	-0.167
PNPLA6	0.256
AP3B1	0.0425
NAG	-0.155125
C11orf68	-0.52975
AKR7A3	2.485
AHCYL1	-0.18325
COP1	2.698
RPP14	0.10725
PCDHB18	-0.3865
CDH24	0.59175
KRT17	-0.9075
LACTB2	-0.229
DDX24	-0.3833
PHACTR1	-1.94166666666667
SLC35E2	-0.34275
LOXL1	0.29175
IQSEC2	0.450125
RGSL1	-0.834
PCDHGC5	0.6015
MEGF10	-0.649875
PRRX1	0.6755
ASTE1	0.178
C6orf159	-0.579
MYOD1	1.0045
GAA	0.7895
ZNF747	-0.41325
KLRC1	1.090875
IL1RL2	0.617
GDF9	-0.1805
GPR119	0.071
TRAF2	0.00233333333333333
HCK	3.991
BMP6	-1.805
IL8RA	0.330166666666667
FLJ35848	-1.53366666666667
EFHA1	0.5605
CDSN	-0.7505
C14orf54	-0.0661666666666666
LSM3	0.185375
ZFP41	0.571
C9orf126	-1.13683333333333
VIT	-0.5895
SPCS3	-0.62575
DEF8	-1.47
CHAF1A	-2.16616666666667
C1orf165	-0.348166666666667
ZFPM2	-0.121833333333333
FTH1	1.02625
SLC35F1	-0.959
YWHAH	0.513
C17orf66	0.501833333333333
ADRB1	-0.609
FOXL1	-0.304
RG9MTD3	-0.0271666666666667
UMPS	0.580125
MGC13008	-0.8225
KIAA1161	0.2615
CCDC77	-1.78275
C12orf65	-0.4447
COG4	-1.3825
RCP9	0.0569166666666667
RP4-692D3.1	3.0055
CDC2L5	-0.81475
MGC7036	0.5385
DNAJC11	-0.94475
GDF2	0.0865
TIMM17A	0.53475
HNRNPA0	-0.3957
OR2H1	-0.281
PCBP1	-0.384625
COL23A1	-0.716
LRRC2	0.702785714285714
NSD1	-0.4385
FLJ37078	-1.290375
WDR91	-0.601833333333333
TMEM179	-0.5795
DSCR10	0.431
CNDP2	1.1465
FYN	0.225
BEX2	-0.541
KCND3	1.39725
YPEL5	2.01675
LRRC42	-0.8995
C17orf45	-1.05975
ZNF649	0.3651
LOC150763	2.36225
COL5A2	2.10958333333333
CNGA2	0.832
ELA2B	-0.7992
RAB9B	-0.36475
FAM100A	-0.2245
NAIP	0.586571428571429
MYOZ2	-0.35875
SPATA12	-0.835
XRCC4	-0.0865
CYB561	1.3108
CHST10	-0.8785
BAI1	-0.972666666666667
BRSK1	-0.437333333333333
C17orf89	0.554875
PDE6H	-0.5385
FLJ20309	-0.4153
MAP7	0.45725
SCN4B	1.85775
SPAG9	-1.1255625
SERTAD1	0.638666666666667
FLJ21963	-0.7025
ANTXR1	0.3466
TMPRSS13	2.02583333333333
ETV7	3.62783333333333
DGAT1	0.9325
NKIRAS1	0.601833333333333
TAC3	-3.741
CORO1C	-0.9815
RAD54B	-0.05425
HRASLS3	4.31166666666667
C21orf42	1.791
BARD1	-0.248666666666667
ZNF177	0.448666666666667
MIP	0.6785
ZNF442	-0.2785
F2	-4.2546
GRIA1	0.145285714285714
GALNTL2	0.549
WNT5A	-1.755
LENG9	-0.809
hCG_25371	-0.9075
FOXR1	0.9505
TRA@	1.496
PWWP2	0.0965
C1QTNF7	2.36183333333333
SLC7A4	0.506
C4orf7	4.13525
C17orf80	-0.398666666666667
KLK4	0.646
IL31	-0.684
TMEM176A	4.76125
CTNNB1	0.4396875
BHLHB2	0.16125
TMEM185B	-0.700333333333333
ARD1B	-0.2545
C1orf93	0.37
BRUNOL4	-0.750666666666667
LOC541469	0.479333333333333
UPK2	-0.543333333333333
GAS8	-0.392833333333333
PATE	0.619
IMPACT	0.782
WNK4	-0.0271666666666667
HNRPLL	-0.792375
GAD2	1.248
ITGA6	-0.39225
BMP15	-0.0333333333333333
CYP2A7	-0.133875
RIC8A	-0.00650000000000001
CCND1	-1.06183333333333
USP35	-0.581
DSCR2	-0.66925
CCL4	5.7355
ZCCHC10	0.319
NOL11	-0.63975
TRPM2	1.654
PSMD2	-0.779636363636364
CHTF18	-1.03075
USP18	2.379
RRAS	0.46975
LAMC3	0.44625
TOX	-0.681
PCDH15	-0.079
GABRG3	-2.157
NUDCD2	0.148
SGCZ	-0.336
KCTD17	-0.1238
SPSB2	-0.5215
TPPP3	1.0335
CILP2	1.398
CALB2	2.3295
CEBPZ	-0.224
ZNF479	0.54825
FMOD	5.6425
C21orf66	-1.022
CLN6	0.1415
ANAPC1	-0.448875
SH2D3C	2.44925
PTPN14	-1.1654
TRIM42	-0.411
APTX	0.1865
SNRPG	-0.312166666666667
BMS1	-0.3895
MAGEA3	-5.4515
NFATC3	-0.5875
LRRC45	0.144666666666667
ARS2	-0.7065
LRIG1	2.01616666666667
EPSTI1	3.3712
PRSS27	0.85675
ERC2	-0.954
PRKACB	0.616857142857143
PRDM13	-3.8975
HCG27	-2.522
KLK12	-3.8965
HSD17B7	0.696333333333333
ZNF354A	0.0245
PCDH11X	-0.069
DMGDH	-0.427
PCBD2	-0.427
TMC6	-0.65175
RIMS1	0.457375
SF3B2	-0.951833333333333
RCN1	0.0151666666666667
CPB1	3.89425
BCAR3	0.483
FCRLB	-0.230875
PAK1IP1	-0.646
OR10H1	0.0195
KIF9	1.1453
PITPNM2	-1.701625
L3MBTL4	0.895666666666667
TGFB1	-0.5779
ZXDC	-0.21775
SLC6A16	0.76275
SRrp35	-1.463375
LRRC8E	1.84525
PPIAL4	0.599416666666667
EOMES	3.25366666666667
PAX2	0.432
SCARF2	0.056375
PSEN2	0.50825
PCDHB13	-0.85175
C10orf28	-0.16775
DHRS7B	0.157142857142857
C1orf131	0.365
ASB1	-1.0724
ZNF223	0.1695
LCMT2	1.07025
MEP1A	-0.639
TMEM53	0.71
RSPH3	0.21975
C10orf33	-1.0545
LOC644285	-0.33075
PTPN9	0.3255
ABCA12	-0.18925
CCDC37	-1.2445
RUNDC1	0.4372
YES1	-0.0431666666666667
FAM120AOS	1.132
OR5M3	0.515
PPP1R3F	-0.42525
IL13	0.384
MDFI	-0.79325
PRNT	-0.266333333333333
ZDBF2	-0.5465
OR10C1	0.310166666666667
CLIC1	-0.450166666666667
LILRA5	-0.548333333333333
CSAG1	-2.62566666666667
TREML2	1.61716666666667
FAM125A	-0.252166666666667
ZNF74	-1.221
FAM104A	-0.4745
LRRC39	-1.2575
SAMD5	1.16675
HYAL2	0.1065
HIST2H2AC	0.00337500000000002
IGFBP5	2.78482608695652
NRTN	-1.496
KIAA0556	-0.0602
FAM29A	-1.47566666666667
JMJD2A	-0.539
EPHB1	1.44025
POLD4	0.15325
ANAPC10	0.5045
LRRC36	0.30075
MEGF6	-0.1355
LPHN3	0.075
BMP10	0.4135
C21orf55	-0.2155
CREM	0.657125
PTGER4	1.0525
METAP1	-0.355375
KCNQ1	1.21816666666667
NR2F2	0.24325
SSFA2	-0.855
CTTNBP2	-1.15375
BCL2A1	0.782875
ZBTB24	0.12025
SLCO6A1	-0.332
PRDM1	1.0251
OR7D2	-0.755166666666667
CCDC47	0.1935
LOC646982	0.17
SLC26A6	-1.36683333333333
BIN1	0.236
SRRM1	-0.656357142857143
PCSK1N	-0.81475
ALS2	-0.264
ECT2	-0.680578947368421
CACNA2D2	0.159
DOCK6	-1.498
C10orf119	-0.1015
FATE1	0.526
DUSP23	1.23575
TRIP6	-0.175692307692308
NUP35	-0.26475
CDH3	1.952
KLHDC8A	-0.29625
C9orf116	1.125375
EI24	0.14
CENTD1	1.558
RWDD2B	-0.224
DOCK1	-0.115
NPAS2	-1.216625
NR3C2	2.23383333333333
FAM63A	0.374083333333333
INPP5F	-0.758333333333333
FAM111A	0.4851
MYBL1	-0.9595
IQGAP3	0.7125
CRADD	-0.123666666666667
DUSP12	-0.7515
PDZK1IP1	4.02225
VASH2	0.03775
CTR9	0.832
VIL1	-4.205
OR8U1	-0.169333333333333
CCDC107	0.3885
PTTG1IP	-0.98475
OR4X2	0.009
COL9A1	-0.859
PSMD9	-0.0175
ZFP62	0.52075
TIP39	-0.3075
PARP15	1.2295
TTC19	0.13775
C1orf114	-1.19383333333333
GFPT1	-0.0095
SLC27A6	0.24875
MRPS10	-0.7069
CALML5	-1.64983333333333
TRPM7	-0.53375
CGNL1	2.785875
CECR1	1.1985
SERPINB8	-0.0163333333333333
TMEM102	0.0995
PDIA2	-4.30525
NUCKS1	-0.522166666666667
HOTAIR	2.282
EBI3	1.727
NXN	0.25325
ZMYND19	-0.529875
FOXJ3	0.04825
EIF5B	0.1649
EIF2B4	0.144666666666667
LEO1	0.76125
ZIC5	-2.19541666666667
IL20	1.181
KIAA0415	1.21766666666667
FLJ37357	0.482
TSPAN12	0.919375
ACTR3B	-0.02775
TFAM	0.172
IL17RD	-0.078375
PARP12	1.7215
KLHDC7A	0.417
KCTD4	0.781166666666667
GTF2H1	-0.091
FLCN	-1.47266666666667
BIRC4	0.458125
LOC790955	0.37725
VKORC1L1	-0.412
CYP4F22	0.735833333333333
TAS2R5	0.383
ZNF582	1.71
HS3ST3B1	0.21375
CTNS	-0.25675
STK36	-0.0336666666666667
MMD2	-0.6675
RP5-1103G7.6	3.083
FLJ23356	-0.81
CRH	-0.899
C1orf182	0.692333333333333
ACP5	1.85633333333333
AMFR	-0.5323
CA4	-2.9525
PLCB4	1.188625
MPHOSPH10	-0.08925
UNQ473	3.497
G3BP2	-0.19875
SR140	-0.514
HOXA2	0.33475
PYGB	-1.432625
BAT1	-0.566666666666667
DKK3	0.4785
DDX31	-0.639875
TULP1	-0.29725
NHLRC2	0.04525
TNRC4	0.0661666666666667
ZNF430	0.243
TNRC6A	-0.80175
PLA2G1B	0.599833333333333
RCHY1	1.57633333333333
GTF2A2	-0.0231666666666667
MGC4294	-0.7295
ZNF691	-0.16275
TACC3	-0.7905
DNAJC5G	-1.126
LOC4951	1.03
MS4A4A	0.4085
LOC152485	0.606
PPP1R2P1	-0.354
PPP2R5B	-0.44275
RPGRIP1L	-0.52225
SPOP	0.649
PTPRF	1.31408333333333
MGC42090	1.445
SUSD3	3.97625
THOC4	-0.722625
MAML1	-0.3602
FXR2	-1.13733333333333
TYK2	-0.195875
MUC6	0.556666666666667
DNAJB7	0.8585
PIP4K2A	0.472857142857143
MEX3A	-0.449833333333333
RRP1	-0.724625
TFAP4	-0.46
CXorf41	0.17325
MTMR4	-0.6515
CTLA4	1.7155
SNX9	0.17875
CIB3	1.5415
NECAP1	0.56175
PLA2G2D	0.4328
GLMN	-0.413666666666667
DCLRE1A	-0.6655
PDX1	-0.6165
SAMD11	-0.98125
MRPL55	0.2988
TLR7	3.21575
TBC1D21	-0.0776666666666667
SMAD1	2.4118
ACTRT2	0.5425
RIOK2	-0.40575
PDLIM4	-0.0185
SLC22A15	-0.344833333333333
ABHD13	0.7008
STX18	0.7679
CCPG1	0.513214285714286
DCBLD1	-0.075
SLC2A6	-0.3865
NOLA3	-0.1145
TRDMT1	-0.328285714285714
IL17F	1.1575
ATP1A4	-0.756833333333333
OR52W1	-0.237
CFL1	-1.06175
IL4	-0.72
RBP2	0.6655
CPSF6	-0.208125
TTC8	-0.392833333333333
MUCL1	6.6565
EYA3	-1.22066666666667
KRT38	0.538
GNE	-1.82775
ZNF501	0.6465
SLC35A2	0.714125
CEP110	-0.3712
MYF6	-0.134666666666667
MGST2	0.0528333333333333
TRPV4	-0.333666666666667
NEK8	-0.244666666666667
NOX5	0.3975
NCKAP1L	0.898166666666667
EMP3	-1.50633333333333
BPY2C	-2.097
C1orf38	1.327875
ELOVL2	-1.75857142857143
CBX7	1.08633333333333
OSBPL1A	0.618833333333333
ZNF589	-0.306
ESCO1	-0.278666666666667
TRA2A	0.164333333333333
C3orf26	-0.66225
PHF2	0.253833333333333
PID1	0.562
RFC1	-0.72
MTAP	-0.123625
ADORA3	3.36333333333333
LOC389458	-1.5465
TRNT1	0.123125
CRIPAK	0.21375
RAI2	3.60716666666667
ANKRD44	0.00125000000000001
GZMB	5.87875
NFE2L1	0.00287500000000002
STIP1	-0.338333333333333
RASL11B	0.1195
NT5DC2	-1.868
LRP2	4.720125
MTDH	1.53993333333333
ARSG	-0.381
HSP90AB1	-0.197583333333333
CT45-6	-5.44766666666667
ZNF483	-0.36875
LMBR1L	-0.39525
S100A2	-2.5054
C2	0.509888888888889
C2orf27	0.680625
EIF4EBP1	-1.54925
GCKR	-2.858
PPP1R9B	0.291
FER	-1.026
SNRK	1.30166666666667
OR5M10	0.521
UTP6	-0.59425
CAPZA3	1.26725
FBP1	1.19511111111111
TERT	-0.4715
CCL1	-1.2755
FUCA1	0.681
ALS2CR8	0.461833333333333
KCMF1	-0.245416666666667
SRCRB4D	-1.6185
OXCT2	-0.1325
IL17RA	0.734833333333333
MPP5	-0.8275
SPA17	0.58675
FLJ10986	0.27
GALNT14	-2.793
CXorf27	0.0172857142857143
NPLOC4	0.231
RAB34	-0.30725
KRTAP3-3	-0.308
ARSD	0.508166666666667
CPLX2	-2.0026
PJA1	0.03675
WHDC1L1	0.02
RB1	-0.4279
MTMR15	-0.9605
PHLDA2	-2.091
GUCY2F	0.0595
MPV17	-0.417666666666667
SLC35D1	-0.205
LYSMD3	0.524666666666667
COL16A1	1.31625
ERLIN1	-0.720333333333333
JMJD4	0.034
HIST1H2BK	0.37775
TP53I11	0.801166666666667
ST3GAL4	-1.3997
PF4V1	0.265
ALG8	-0.653
REG1A	-0.47775
MINA	0.0045
CYB5R3	0.02825
HHLA1	0.08525
MYST4	-0.0606
VASN	-0.69375
UCHL5IP	-0.977
TFAP2A	0.0898125
MGC9913	-0.7805
C9orf97	0.4645
LOC90379	-1.021
PHF15	-0.189357142857143
ZNF169	-0.9428
KRT7	1.7428
GLIPR1L2	1.4145
LOC116236	-0.54175
IQCF3	0.515333333333333
RDH14	0.865666666666667
HNRPK	0.422857142857143
RABEPK	-0.522333333333333
ISX	-1.9185
CBARA1	-0.54175
RAD51AP1	-1.62625
MLL5	0.62825
CXorf48	-8.509
SGCD	-0.767
PHTF1	-0.528625
CA3	1.087
CMTM5	0.6835
STX10	0.254125
JMJD2D	-1.36075
P4HA1	-1.65516666666667
GAB3	0.703
DHRS4	-0.5245
COL4A1	1.72025
C20orf20	-1.489
OSBPL2	0.3025
PTTG2	-1.25575
KIAA1688	1.3795
STS	-1.793375
SHROOM4	-0.774333333333333
KBTBD5	0.518166666666667
ALDH1A3	1.43688888888889
BTNL2	-0.309666666666667
TGIF1	-0.529
ZFAND5	0.428125
ICA1	1.34025
NAV3	-0.952166666666666
FLJ12331	0.358
EPS8L2	-0.2582
MNT	-0.0201666666666666
ENTPD1	1.9815
OR51E2	1.395625
STK11	-0.442375
MX1	5.110875
TTTY9A	1.48433333333333
CX62	-3.002
LOXL4	-1.00675
EXOSC4	0.58525
PURB	-0.1795
SETD1A	-0.518
RELB	1.629
LAMB2	0.418166666666667
HNF1B	-0.0494
PNLIPRP3	0.335
C14orf139	0.44575
UMOD	0.5485
GRIN3B	-0.96325
GPR25	0.725
ZNF512B	-1.302
ATP6V0A1	-0.639
SRA1	0.1325
ZNF615	0.66625
ZNF768	-0.03125
ZNF469	2.21325
DYNC2LI1	0.966666666666667
DNAH3	-0.2265
LOC387911	0.700666666666667
LOC554234	0.4655
ARRDC5	1.442
TMEM59L	-2.23983333333333
MARCH4	-2.00633333333333
CNOT8	-0.155666666666667
KIRREL3	1.01066666666667
ADAM17	0.021875
MYOG	0.211875
CPNE1	-1.05483333333333
AK5	3.351875
LOC204010	0.0415
NDRG4	-0.274
LOC130074	-0.00449999999999999
PIAS4	-0.21
NCOA2	1.0015
TEGT	0.3842
USP5	-0.99575
ANKRD21	0.14775
KIAA0692	-0.0555
HAPLN3	1.623
LZIC	-0.564
NRXN3	1.4445
CDKN2C	-1.62933333333333
KIAA0226	0.0281666666666667
CYB5D1	-0.376
WDR68	-1.175125
ABCB6	-0.5142
MRPS25	-1.137
ZMAT2	0.23075
KRT25	0.713
RPL11	0.222
GRAP	0.78
LOC198437	-1.68183333333333
RORC	1.1175
RAP2C	0.892214285714286
MXD1	-0.3644
AZI2	0.2505
NUAK2	0.2435
AHSG	-6.98
MANSC1	2.02325
IMP3	0.723666666666667
C2orf3	-0.544125
VSTM3	5.65825
PCTP	0.032
SIRT1	-0.20225
MANBA	0.664
CD164	1.079625
GFRA1	0.2141
PRM2	0.66025
ZKSCAN3	-0.0495
PLEKHG1	3.0025
TPRKB	-0.22675
UBFD1	-0.131333333333333
CDKL5	0.606666666666667
HIST1H2BD	0.48775
INPP4A	-1.27483333333333
BMX	0.3525
PTPRU	-1.0345
LOC554202	0.227666666666667
HOXC8	0.736375
IL12B	1.1585
ADPGK	-0.422
ZNF418	0.389
SIAE	0.8775
CWC15	0.248
RP13-401N8.2	-0.117
KLHL11	-0.53225
DEDD2	0.668625
PSMB3	-0.59425
DDX25	-2.96125
ZBTB3	-0.407166666666667
GFRAL	0.771
RPS25	-0.247666666666667
FAM57B	-1.57766666666667
TESK2	0.912166666666667
DNM1L	-0.95025
ZNF207	-0.314
CLEC11A	0.70425
TOLLIP	0.70275
TMEM61	-1.32533333333333
DLK1	-4.8205
