Hybridization REF	TCGA-BH-A1ET-01A-11R-A137-07
DARS2	-0.792166666666667
CDC25A	-2.758
BAIAP2L1	-0.758
B3GNT5	-0.20325
USP29	-0.0035
ARHGEF10L	0.9535
ATOX1	-0.5605
ADAM30	0.394
DNASE1	0.0405
STT3A	-0.259833333333333
RAB6IP1	-0.399
PTN	0.2047
C1orf106	-2.36646153846154
HECA	1.52225
RNF122	-0.692
SLC22A18AS	-0.0376666666666667
GNG8	-0.2065
ELP4	-0.25175
FAM65A	0.0598333333333333
RPL10A	0.153333333333333
IRS4	-0.941
MACF1	0.8005
SEC24D	0.92625
LOC374395	1.23725
TGFB2	-1.087
MDFIC	-0.46625
CHRNE	0.404333333333333
PCMTD2	0.00333333333333334
ATP6V0D1	0.1065
MTA2	-0.021
LZTR1	-0.996333333333333
RAP1A	0.356166666666667
AXIN1	0.002875
POLR1C	-0.3145
TRIO	-0.0818333333333333
PLXNA4A	-0.868333333333333
C5orf33	0.25325
DEPDC1B	-4.792875
ZNF473	-0.478666666666667
MTM1	1.071
GPR107	0.297833333333333
CSNK1A1L	0.576833333333333
FLJ14154	0.7255
NLRC4	4.47625
ENPP4	3.77483333333333
PADI3	-0.0925
RNF170	0.559125
CG018	0.8925
C16orf7	-0.269
KCNE1	1.06975
NRM	-1.46433333333333
SLC37A3	-0.118857142857143
TPD52L2	-0.723166666666667
UNC5B	2.38725
C12orf12	1.02466666666667
SDHB	0.04175
CLRN1	0.472125
NUDT10	2.08416666666667
UGT3A1	-0.426
FBXW8	0.74975
RHOF	-1.1925
PTPLAD1	0.216
MYO3B	4.85625
DERA	-0.5705
TPP2	-0.7725
C19orf53	0.431833333333333
GINS3	-2.248875
ST6GALNAC5	3.95
CHSY1	0.48275
MGC15705	0.4435
GPR83	0.059
EXT2	-0.04525
DOLK	0.97625
TUBAL3	-0.57875
ACVRL1	2.25822222222222
ABL2	-0.678
C14orf156	0.0455
PTPRZ1	-3.618625
DIP2C	0.585
LAMP1	1.4425
RXRA	-0.073
MAP3K5	0.08625
ALKBH1	0.7915
PDLIM7	-0.384875
ARL14	-2.95
SNIP1	-0.0131666666666667
TIMP3	1.7825
RGS3	0.709
SPAG16	1.6195
ABHD4	0.4865
ARHGEF12	1.04083333333333
GLUD2	0.3345
RAC2	-1.1576
UAP1L1	-0.5025
SLC18A3	0.269
YOD1	-1.58566666666667
RALY	-0.3015
HMOX2	1.43075
DGKH	0.54
DBNDD2	1.62466666666667
YIPF4	0.710875
THAP10	-0.636
ZNF513	0.96275
HAGHL	0.0498333333333333
ITGB4	0.9335
CCDC141	-1.6535
YTHDF3	0.24675
C5orf28	0.89475
RPL7L1	-0.9525
TMEM30B	2.2295
ANKRD35	1.1805
DUOXA2	-0.2235
TBC1D5	-0.252
DFNB59	-0.2165
HRH4	0.18725
MYO6	2.8077
DNAJA4	0.937125
RBM24	-0.373
CEACAM20	-1.577
RBM23	0.539
NGFB	0.5435
C1orf63	-0.8682
KRTAP7-1	0.394
PERLD1	1.47475
NPB	0.4435
C17orf59	1.2773
HSPBAP1	-0.79125
SLC15A4	-0.2425
PRTFDC1	-0.7335
OSMR	-0.610714285714286
CYSLTR2	0.0664999999999999
C19orf25	0.3823
KIAA1797	0.0875
NLRP6	0.2
FAM105B	0.1014
SCRN2	0.303
LRRC58	-0.0293
RNF17	-0.233125
NEIL3	-4.283
FAM137A	0.29825
SKP2	-3.625
PARVA	0.946916666666667
PKLR	-2.1815
RNF34	0.429125
A3GALT2	0.353
C12orf50	0.3196
SUNC1	-2.37825
FAM102B	-0.258666666666667
CCT2	-1.04025
LRRC37A2	-0.989
ARF4	1.3825
SIKE	-0.24375
C8orf48	1.24633333333333
MBTPS1	-0.220785714285714
GPSN2	-0.086
NCF2	2.294
SLC12A6	0.0761666666666667
MRPL48	-0.8115
HMGN3	0.370166666666667
LRRC62	-1.54925
PAX9	-1.28275
FAM55A	0.0255
C20orf42	-3.031
SCML2	-3.566
BCL9	0.9295
FAM40A	-0.151
C9orf41	-0.645833333333333
ZNF774	-0.3975
LETM1	-0.13775
PLXNB1	0.4145
NIPSNAP1	-0.418375
USP10	-1.0855
F9	-0.0455
LIPE	2.0025
CNGB3	-0.012
C12orf52	0.071125
PI4K2A	-0.001125
MED8	0.234875
STAT4	0.8725
FGD4	-0.2805
RNF145	-1.94533333333333
WDR32	1.4059
CLDN2	-0.233166666666667
TCEAL8	1.09425
ZMYND8	-0.0832
PDXK	-0.956375
GATAD2A	-0.7735
PTGES3	-0.496
CCM2	-0.562
TAP1	1.013
ZNF670	-0.06425
ETS2	-0.0831428571428571
C6orf166	-0.560666666666667
PRMT2	-0.160428571428571
OR4B1	0.3135
INTS8	-0.7675
CCDC102A	-0.12675
CCDC83	-1.63416666666667
ITGA1	-0.3669
EPHA5	-2.5181
FAM24B	-1.34916666666667
TSGA10	3.60975
HAL	-2.88333333333333
MYOT	-0.379
SPACA3	-0.237
BCL2L2	-0.159333333333333
CUGBP2	-0.074
CCNB3	1.1675
RNF113B	-0.15625
MERTK	-0.6625
BAG1	0.59675
VPS36	0.12325
ORMDL3	1.1729
C1orf190	-0.3605
ZNF625	0.05325
CORO2B	-1.6575
ALOX15	-0.213
CST1	3.738
NUPR1	1.98533333333333
CCL7	-0.401
SMCR5	-3.105
DSC2	-0.5155
RBMS2	0.36475
GRIK4	2.1205
TRIM65	0.0612
TMPRSS6	0.799571428571428
TP53INP2	0.502
GLB1L	0.5585
LOC388284	-0.1525
PUS1	-1.05385714285714
BCL9L	0.2085
OLFM1	-1.39966666666667
RET	2.9095
MASTL	-2.52733333333333
ALX3	0.14075
IL1RL1	0.458666666666667
ZNF765	-0.8677
C14orf138	-0.44275
SNX10	0.0328333333333333
TAC4	0.523
C1orf64	4.01075
POGK	0.138625
MAPK9	-0.124
ZNF366	3.86625
C8orf79	1.3661
CLDN7	2.08875
OR5AT1	0.741
TRIM37	-2.135
LRRC25	1.94475
GRHL2	2.5161
TEKT3	3.09325
LASS5	-0.0455
ABCC4	-2.28836363636364
DLG3	1.0085
VGLL1	0.596625
ZFP36L2	0.766
MFRP	-0.170666666666667
KIAA1799	1.0365
FLJ44379	2.505
PCNX	-0.008
ANXA9	1.9325
CYP4V2	2.3112
PIK3C2A	0.8075
SRR	1.4165
NOL3	-0.3995
IFITM2	0.9945
ARNTL2	-3.019
ZNF595	1.1475
NLRP13	0.369
ASPH	-0.541875
CPA2	1.0435
PVRIG	-1.09816666666667
LEPR	-0.370333333333333
C16orf42	0.442833333333333
SH3BGRL	2.29675
FAM77D	0.419
FNDC7	-0.7565
C9orf6	0.485
NOTCH2NL	0.432666666666667
PGBD1	-0.182833333333333
SYNGR2	1.592
PITPNA	0.0525625
PRPF4B	-0.4708
SLC43A3	-1.72957142857143
NRBP1	0.000499999999999997
SLC25A22	0.257
ILK	0.263625
SLC22A8	0.413666666666667
MRPS7	-0.179625
PITX2	-0.594
FABP3	-1.57125
OR1L1	-0.0145
LOC728215	-0.672375
BLID	-1.5375
KIAA1217	2.22458823529412
TFPT	0.1485
AP4B1	-0.69275
VBP1	-1.10875
OR1K1	0.2735
MORC3	0.97025
BHMT2	-0.1615
C3orf10	1.0865
FZD7	0.501666666666667
WFDC10A	2.5325
PMS2CL	-0.4315
CCDC32	0.7585
FA2H	-0.96675
ALG13	0.6485
TTLL7	-0.5172
SPOCK3	0.71175
SLC13A2	0.521
AIM1	1.46425
GPRC6A	-1.242
EGR2	4.0425
MED11	1.06775
WWC1	1.12225
SH3GL3	-4.863
RIF1	-0.432071428571429
PRLH	-0.0435
VLDLR	-1.4675
DBT	0.5970625
C21orf63	1.391
CGGBP1	-0.248
KRTAP12-2	0.236
TADA3L	-0.08325
ZBTB16	2.79475
PDGFB	0.9745
RFX1	0.46675
UQCRB	-0.2084
LOC133874	0.1825
HPS3	-2.494
LGALS3BP	0.7148
DKFZP564O0823	1.50157142857143
MRFAP1L1	1.0695
HOXA10	-1.20433333333333
NGB	-0.2285
KIF21A	-0.562384615384615
IFLTD1	-1.035
LZTS1	-0.7305
ARHGEF3	2.13775
RHBDL3	1.266
CSNK1G2	-0.287583333333333
ChGn	0.1795
KIAA1244	2.79516666666667
GABRB2	0.1175
MGC72080	-0.8995
CD27	3.4225
EGLN1	-3.1072
PEX13	0.904
RWDD3	0.415
RNF12	-0.3365
GRIN2B	0.1975
ADAMTS14	-0.796875
DYDC2	0.884
ATP6AP1	0.7874
NR1H2	-0.3575
PDK2	0.9975
C3orf17	-0.280833333333333
SLC38A2	-1.20157142857143
SLC25A29	0.00533333333333333
C15orf29	0.788625
ADAM9	-2.27541666666667
TMUB2	0.52625
GPR176	-0.6725
AGK	-0.476875
MCCD1	0.32925
NDUFA4	0.17175
TMEM146	-0.087
DUSP1	1.87125
UNQ6975	1.7235
EMX2OS	4.2915
INSM2	0.20375
LUZP4	-0.46425
SETD6	-0.97175
P2RY2	3.15025
SLC45A2	-2.0255
RABGAP1	0.633666666666667
UBXD5	0.63575
GPRC5A	0.9863
PAK3	0.221
LOC63920	-0.21475
TGFBR1	0.3626
KRTAP6-3	-0.10875
SFMBT2	-0.275
CDC42	0.181625
C11orf35	1.2125
TTLL2	0.1645
UACA	0.845583333333333
CD97	-1.2743
SETD5	-0.14625
NINJ2	-0.4395
PTER	1.42383333333333
POMGNT1	0.6305
KRTAP4-2	-0.663
ECGF1	1.789
HRB	-0.364818181818182
ATP1B2	0.1587
LOC400506	0.0835
COL4A3BP	0.79275
C6orf97	2.4235
GRHPR	0.549375
TAS2R1	1.394
SEMA7A	-2.01275
EDF1	0.4525
ODF2L	0.7235
PCID2	-0.455166666666667
GTF2H4	-0.590166666666667
ZCCHC3	-0.269125
CGB2	-0.1025
NEUROD1	0.19725
C20orf75	0.079
RP5-1054A22.3	2.0285
IFNA5	0.5745
ZNF134	0.861416666666667
MGC119295	-0.8591
ZSWIM6	-0.311875
SMEK1	-0.0466666666666667
PCGF2	0.79375
C1orf102	3.187
CYP2A13	0.666
KCNH6	-1.1065
MDM1	0.7355
ALDH7A1	0.274666666666667
C9orf75	1.0525
VDAC3	-0.351125
OR51T1	-0.007
EIF3F	-0.50875
KCNJ10	-0.547875
LENG8	0.029
EDEM2	-0.2655
CCNJL	-1.51633333333333
DHX37	-1.2895
CRYGN	0.481
AATF	-0.78925
ZNF630	2.0995
E2F5	-0.7705
WFDC13	2.616
FTSJ3	-1.57666666666667
C4orf33	1.70675
LHFPL4	-3.1775
C19orf56	0.34475
SMAD4	0.286375
AFM	-0.544
G0S2	-0.5335
FCHSD2	0.1409
RRP1B	-1.443
EEF1B2	-0.474833333333333
STAT6	1.29966666666667
ZNF195	-0.6815
GNL1	-0.982166666666667
ZNRF2	1.23416666666667
PER3	1.0185
ASB16	0.31475
C10orf10	1.17757142857143
ADCY8	-3.59583333333333
C9orf58	-1.44983333333333
ARMC10	0.160833333333333
PSG1	-1.285
DHX34	-0.23475
VARS2	-0.145125
NFIC	1.0475
ITPR2	0.82375
AGXT2	0.889666666666667
OR6K3	0.1905
H2AFZ	-1.09316666666667
MLLT3	0.7395
COX4I2	2.433
CCNT2	0.246625
PLK4	-3.104875
NUMBL	-0.675833333333333
MED16	0.20975
PLEKHQ1	1.0085
GOSR1	0.506222222222222
BTG4	0.43175
RPL30	0.110166666666667
IGSF5	-0.82575
IGFL2	2.5355
ELMOD2	1.76966666666667
SHC3	-1.93166666666667
HAVCR1	0.3635
DYNC2H1	-0.01225
RNF5	-0.323333333333333
C2orf7	0.4595
NLF1	0.266
KLHL25	0.747
LRP10	1.3942
KRI1	-0.6605
PUS7L	0.538833333333333
MGMT	0.93925
HOXD1	1.01866666666667
CSH1	0.0921
ATG16L2	-1.06925
FLJ44635	1.1005
CHODL	-0.167
EXOSC8	-1.242
SLC28A1	-0.167
MYO7B	-0.666166666666667
SEH1L	-0.5946
MTNR1A	0.351833333333333
TSPAN5	-0.6155
CDC45L	-4.53933333333333
AMIGO1	1.015
ATAD3A	-1.79075
OSGIN2	0.565333333333333
PDIK1L	0.954333333333333
DARC	3.73525
PIPSL	0.0315
SHMT1	-0.16275
CRISP3	-0.31
POPDC2	2.18833333333333
ZRANB2	-0.848833333333333
FBXL8	0.49175
TRIP13	-4.05136363636364
EIF5AL1	-1.013
POU5F1P3	-4.90583333333333
IL6	-0.313
CXorf38	1.57233333333333
IFNA16	-0.0275
FBXL2	1.7875
BRD1	-0.4525
STATH	0.398
FBXO44	0.58
MCCC2	1.26475
CDC2	-3.1217
C5orf23	-0.711
IVD	0.968
C10orf122	-1.616
MSL3L1	0.668
MVP	1.08
EPOR	-0.6326
ZMYM1	-0.386666666666667
BCL7C	0.668166666666667
PSTPIP2	1.3877
LYPD1	-1.9095
OR8G5	0.8095
ZP3	-0.141166666666667
BCAS4	1.21566666666667
EDG6	1.82275
ISY1	0.0905
PRAMEF2	-2.13375
CUL1	-0.29625
RNF213	0.2792
CCRK	0.851
DHX9	-0.602375
C13orf29	1.0945
NCKAP1	0.731666666666667
MRPL43	0.640642857142857
XPR1	-0.29825
PKN2	0.6301
PODNL1	0.6915
ZNF333	0.235375
DALRD3	1.52675
OPN1SW	-0.5175
BTBD6	0.56025
C11orf82	-2.581
OR5P3	0.8955
DUSP11	0.29175
L1CAM	-1.9093
NEK11	2.80933333333333
OR7E91P	1.2945
CNTN3	1.2224
CREB3L2	-0.06375
ZBTB37	-0.1005
KIAA1324L	1.21
NDUFB10	0.8545
NUDT2	0.64025
GTPBP8	-0.65075
CACNA1D	2.254
PRKAA2	0.4345
PRDM8	-0.111
MGC16075	-1.1065
KRT14	0.0565714285714286
PP8961	0.397625
MRPL18	0.164
ABCG2	-1.63725
PACRG	1.63225
BBS2	2.106
KREMEN2	-3.1505
FBXO21	0.67275
HNRPUL1	0.221083333333333
GRB10	-0.62225
CLSTN1	1.318625
LMAN2	0.4387
C17orf61	0.55125
NIPSNAP3A	0.5925
INSIG2	-1.9515
PCDHB7	0.776166666666667
STXBP2	0.8225
CMAH	1.96458333333333
SEMA5B	-0.87575
ZNF155	0.285666666666667
COQ6	1.055
PRPF4	-0.49075
TSPAN15	2.8095
VN1R5	0.277
LATS2	0.117
SELK	0.41025
PGK2	-0.21125
MS4A1	-0.572625
TYW3	-0.2627
KRTAP5-1	0.4175
RCCD1	-2.2595
BTN1A1	0.63775
DDX28	-0.893
TMEM65	-0.94575
LOC92345	0.24475
TTC31	-0.1895
WDR46	-0.812
CHP2	-1.41966666666667
LSP1	0.544125
ZNF542	0.99725
EXOSC1	-0.14975
ARHGAP18	-0.378333333333333
LRRTM4	-1.2
MAOB	0.525
CACNB4	-0.53825
MGC33846	0.0885
RANBP3L	3.241
ATP5L	0.29625
ONECUT1	-3.6145
NUDT9	0.59125
TMEM149	0.2105
STX17	0.9945
IGSF10	-2.56125
TMPRSS9	0.1885
BMPR2	1.2005
ALLC	0.72675
KLF7	-0.1305
GCC1	1.069
TIMM9	-0.5165
CDO1	0.965333333333333
MGC10701	-0.856833333333333
IFI6	0.7105
FRMD8	0.01525
MGAT2	0.0735
WBP5	0.5435
CNIH2	-0.17225
KIAA0907	-1.387
KCNH8	-0.4185
CTSG	-0.44725
GRIK1	0.136
CUL5	0.583
FRMD1	-0.0435
OR9A4	1.027
SYT6	-0.52675
FOXD4L2	1.26075
ANAPC2	0.1355
OPN5	0.688
TAF13	0.047
LYG2	-1.2145
GGNBP1	-0.35
C11orf40	0.9235
OTX2	-1.1315
REG4	0.628166666666667
EIF5	-0.35575
PALB2	-0.265
SEPSECS	0.5407
RNASE3	0.02
TRIM49	-2.2115
POLR2K	0.3457
GPR42	-0.0235
C8B	-2.8785
SASS6	-1.08625
PREB	-0.491
OR3A3	0.409
TUBA8	0.444625
IGLV2-14	0.18725
STIL	-2.978
ANKFN1	-0.996
NME7	-0.49625
HOXC12	2.60075
UBE2C	-2.743625
FHOD1	-0.573625
CDK2AP1	1.00841666666667
OR6K2	0.2005
DHPS	-0.0105
RPL5	-0.649833333333333
TRGV5	0.6475
LOC541472	0.4885
HCCS	-0.4728
DENND1B	-1.2545
LHX3	0.108
OR5D16	0.57
CXorf57	-1.18416666666667
IRF2BP1	0.67825
NDST2	0.937333333333333
LCE3D	0.173
BOLL	0.352125
SYT3	-1.359
PIH1D2	1.78825
C20orf7	-0.4665
IL1R2	-0.209833333333333
SLAMF9	0.062
PPME1	0.03575
PIK3CA	-0.101
TRAPPC1	0.545375
COLEC10	-1.862
SLC9A6	-1.91233333333333
PDDC1	-0.15325
CCDC53	0.80225
GK3P	-1.06925
DAZL	-1.23825
BRI3	-0.437
SDK1	-1.3385
CYP2C18	0.37125
IFI44L	2.67875
RPL3L	0.38
FUT9	0.207
KIFC2	-0.489333333333333
PMP2	-0.614
SLC4A9	-0.5055
PLAG1	-1.798
MYCBP2	0.0513333333333333
OR4E2	0.528
CCDC65	2.47925
C16orf82	-0.622
ENTPD4	0.319
BRP44L	0.911625
PMP22CD	0.81025
TMCO4	0.999333333333333
KCNN1	-0.971833333333333
WDR35	0.3015
CCDC80	2.343875
C3orf31	-0.91
SLC7A9	-0.54475
TMEM190	-2.50875
DBC1	-1.68466666666667
FADS3	-1.76533333333333
PDZD8	-0.0686666666666667
GRM5	-0.067
AZGP1	4.446
PEX3	0.7965
MED1	-0.0233571428571429
ATG4C	-0.733666666666667
HNRPH3	-0.837
FAM109B	1.9685
C4orf17	0.048
CA10	-0.5925
OPRD1	0.156
CCL16	-1.993
SACM1L	-0.244
CST6	3.87725
CD63	0.7483125
LGI1	-2.1715
ZNF784	0.5935
CRYBB1	-1.766
CX3CL1	0.6168
TOP2A	-3.51575
GYPB	-3.84133333333333
GADD45GIP1	-0.825
FEN1	-2.482
IGF1R	0.726375
WDR72	-2.7792
PURG	-0.623666666666667
DEFB126	0.261
PKD1L1	1.29375
CAV1	-1.9276
GNPDA2	1.2401
DGAT2	-1.24275
NLGN1	-4.3955
STRBP	0.207375
HPRT1	-1.53066666666667
FANCI	-2.616125
PSMA7	-0.038125
DBF4B	-1.39766666666667
TTF1	-0.35025
RAD54L	-3.26025
ELOF1	0.35575
PLAGL2	-1.07475
ZNF256	0.4435
HMGCL	1.188
MSI2	-0.0563333333333333
RPESP	-0.655
C11orf60	1.72825
ABCD1	0.039
ACAA1	1.0434
SPARCL1	5.11135714285714
IL6ST	0.8767
ZNF319	-0.07525
TMEM109	0.585
FAM90A1	-1.93483333333333
IL22RA1	-2.179
ATP4B	0.6785
TEC	-1.3668
C7orf30	-0.667
TXNDC2	-0.343666666666667
ABCB4	-0.404
KIAA1191	0.3365
C9orf38	-0.057
SFTPB	0.593375
CNTNAP2	0.503583333333333
FRK	2.5645
TBX19	-0.53675
CHD4	-0.0985
C6orf26	-3.394
MOSC2	2.58625
IKBKE	0.49225
HIF1A	-0.481333333333333
LOC595101	0.1615
RELA	0.264666666666667
TMEM16B	-1.02583333333333
ABHD12B	-2.6225
TSEN34	0.25675
KIF18A	-3.93375
TXNDC9	-0.05
SPATA2L	0.142
SEMA4G	-1.468
C21orf91	-0.180875
MATN1	0.179
KCNIP4	-0.374333333333333
TUSC1	1.633125
OR4C15	0.25475
ARMCX6	0.461083333333333
WBSCR27	-0.885
OR52I2	-0.393
KIAA1604	-0.49425
DYNC1I1	-1.245875
PPP4C	0.88475
SLC47A2	-2.45483333333333
TREH	0.336625
CD48	2.08916666666667
ST14	1.90516666666667
PKN1	-0.53575
SPON2	2.23775
XBP1	2.59508333333333
SFRS12	-0.573833333333333
EFCAB6	2.89375
SELT	0.86675
SLC39A2	1.1335
ERF	0.0478333333333333
ARL3	1.6005
SURF6	-0.8211
MLLT10	-0.857190476190476
FLJ11171	-0.041
TDGF1	-4.43066666666667
ERCC6	-0.03775
EIF2AK4	0.8735
BAZ1A	0.237166666666667
LRRN3	0.823666666666667
TMC3	0.6035
EFTUD1	-0.199
PTPRO	0.936833333333333
CLEC12A	0.886375
ACBD4	0.739125
ZDHHC14	-0.926125
OTUD7B	1.49175
ACTB	0.412125
MSRA	0.286
LCE5A	0.659
IFI35	1.01525
BSCL2	1.291
ANKRD12	1.22016666666667
CFHR2	0.464
RGAG1	-0.243666666666667
HSFY1	0.1275
SLC30A5	0.19325
IMPG1	0.029
GPR109A	0.607
ZNF185	-0.99375
IYD	1.34675
NPCDR1	2.235
SERPINA13	-1.436
HMGCLL1	-2.49375
NEUROG1	0.423833333333333
UBQLN1	0.2421875
LIN37	-0.0675
SOCS2	-1.6955
DSCR4	-2.14125
XKR6	-1.9185
GPR142	0.4945
KRTAP13-3	0.404
CCDC15	-0.159666666666667
MOS	0.456
CD1E	-0.9575
OFCC1	-0.179
FAM83D	-4.4465
SRFBP1	0.05575
C9orf96	0.197
DHDH	-2.809
CCDC90A	-0.3965
RABL3	1.82395
CD320	-2.02983333333333
ANGEL2	0.332166666666667
MRPL21	-0.3565
SMG6	0.466833333333333
INSR	1.8301875
FLJ14816	-0.3955
GLRB	2.99633333333333
C9orf89	1.364
CIZ1	-0.533875
URG4	0.1875
LRDD	-1.18916666666667
CBY1	0.603666666666667
NFX1	0.106125
MTERFD2	0.3845
C19orf23	0.719
PGC	-3.06575
IER3IP1	0.7129
RASAL2	0.7185
C1orf89	0.65625
SYNJ1	0.160625
NFKBIE	0.48075
FLJ40125	-1.46633333333333
TCEB2	-0.113
NOG	-2.0665
POLR2J2	-0.668166666666667
HLA-B	2.46575
PCDHA1	2.2345
PPP2R2B	-0.871
ARHGEF17	0.6715
TCF7L2	1.09185714285714
CHD5	-0.756833333333333
ZNF431	-0.012875
TBC1D25	-0.798
ZNF800	0.212
SCUBE2	0.409363636363636
MYCBP	0.863
GPX5	0.359
C6orf129	0.0555
QSER1	-0.566833333333333
ULK2	1.8525
PIGO	1.1155
NRCAM	-2.8315
SLC35E3	0.4865
CSRP2	-1.2575
HYPE	0.44425
MAPK15	0.739
MGC14327	0.08525
TIMM13	-0.650666666666667
ZNF462	-1.504
GBA3	1.24525
TEX13A	0.168
MCM6	-2.215
MTRF1	-0.71025
ABCA7	-0.376
EIF4A2	-0.4235
ZC3H10	1.0254
RPGR	0.496333333333333
C20orf94	0.498
RP1L1	0.40675
GPR125	-0.8405
USP22	0.0355714285714286
OR1L4	-0.0905
MLZE	0.5065
FLJ32065	0.87475
PTCD1	-0.434
CRTAC1	1.71183333333333
BXDC2	-1.3595
C18orf1	0.676833333333333
FAM107A	1.82528571428571
EFNA3	0.8635
P18SRP	-0.3008
CAMKK2	-0.0476666666666667
KIAA0649	0.018
NES	-1.43016666666667
HS6ST3	-2.11225
PON2	0.48425
TCP11L2	-0.43775
CLEC4A	2.323
PRR12	0.4175
MLXIPL	-0.9649
C2orf50	0.782
ZNF28	0.20525
ENC1	1.09133333333333
MAP2K1	-0.7295
FKSG2	1.5635
KIAA0430	0.98925
PTP4A1	-1.03588888888889
GPR156	0.584
GTF3C6	0.1135
UBR2	0.2946
LOC388272	-1.6295
MAK	2.05183333333333
ACOT4	3.593
STC2	1.76691666666667
PIGW	-0.928875
SAE1	-0.511875
COL6A1	1.08759090909091
OAZ1	-0.353833333333333
STMN4	0.441833333333333
EDG3	0.282666666666667
SGCE	-1.3415
IL11	-2.3905
PRSS8	3.313875
YIPF5	0.934916666666667
WNT4	4.016875
CSN2	0.245833333333333
TCF7	-3.13525
TDO2	1.739
SAMD9	0.075125
S100A7A	-0.7705
MMRN1	3.4765
GKAP1	0.894
AKR1C3	-0.34625
RNF19A	0.675875
GMDS	0.9335
YKT6	-0.643625
SPARC	2.2645
C12orf31	-0.4775
UBE2V2	-0.645333333333333
FBXL18	-1.19483333333333
KIAA0460	0.5845
ADAM22	-0.40875
SERPINC1	-4.05075
KCTD21	1.1275
MYOHD1	-2.391
ZNF37A	0.514166666666667
GTF3C1	0.2005
CTSZ	0.7405
PRNPIP	-0.597
DRD1IP	0.25875
NR1I2	-2.77633333333333
ZNF266	-0.2771
SPAG4L	-0.4075
COX4NB	-1.04325
SAPS1	0.154166666666667
APOA1	-3.6365
TATDN1	-0.726
C10orf82	3.2235
KPNB1	-1.37525
FOXO3	0.44875
CRYBB2	-0.341
ZBTB5	-0.818666666666667
SLC25A38	0.223
DCTN2	-0.1555
IFT20	1.0435
CTHRC1	2.6955
C1orf31	-0.942
UHRF1	-2.645625
GPC6	-1.96975
C10orf54	1.73875
MCF2L2	0.0265
WNT9B	0.203125
OLA1	-0.248375
FAM120B	1.24575
TTLL10	-0.025
CYorf15A	-4.721
RELN	-2.2998
SCN2B	1.05608333333333
MFHAS1	-2.24825
NKX3-2	-1.45016666666667
RASGRF2	0.1705
SSBP1	-0.320166666666667
KPNA6	-0.163785714285714
LOC389118	-0.2395
HS3ST4	-1.484
SUPT7L	-0.031
FLJ32658	-2.30325
IGFBPL1	-1.951
KIAA1641	-1.4311
SHKBP1	-0.395833333333333
CSF1R	4.61675
NAGK	1.0315
MYL2	0.51125
HIST1H4C	-2.19583333333333
TOMM7	-0.430125
ADAMTSL3	1.8495
TNFSF14	-0.516
PRRT2	-1.4955
VTA1	-0.039625
AOAH	3.55
CRISPLD2	2.32478571428571
PNN	-0.9928
TA-NFKBH	-0.4245
ESPN	-0.32225
RBM43	0.6165
KIAA1267	0.247375
DDX3X	1.12516666666667
KIAA1576	-4.9315
PLXDC1	4.45233333333333
FLJ25801	-4.7805
HNRNPL	-0.7
RUNDC3A	0.495333333333333
CASP12	2.0955
SH2D5	-1.8675
RPL26L1	-0.0235
OR51A7	-0.07275
HDC	3.6255
C2orf16	-0.172166666666667
SYTL3	2.623125
GOLGA4	1.148125
NOTCH1	-0.565166666666667
ATPAF2	0.89625
ECD	0.307
SSX5	-1.95233333333333
SNAP91	0.09575
OCA2	-4.56575
PNPO	0.292333333333333
DAPK1	-0.664333333333333
PINX1	-1.07183333333333
SELENBP1	1.85175
NEK3	-0.191416666666667
TMED4	0.7935
SSTR4	0.184
FOSL1	-2.7526
CD40LG	0.046
CES1	-1.42316666666667
DCI	0.9075
B3GAT3	-0.1275
STK17B	-0.1355
CNTN6	0.127
CYP3A4	-1.6308
MBOAT2	3.43635714285714
PISD	0.23925
USP1	-0.95375
PYDC1	2.532
CENPM	-2.265
SAR1B	1.424
TTC7B	-1.218375
DP58	-0.9825
GPC1	0.1635
RBL1	-2.161
TMEM137	-2.85383333333333
TOB1	0.975416666666667
TCEAL1	1.90716666666667
CENPF	-3.69236363636364
C6	2.8375
PRSS1	-4.196
PPIL6	1.5795
C6orf124	-0.338
ODZ4	0.901166666666667
SNCB	-0.4235
NDUFB9	-0.063
CNOT6L	0.587666666666667
S100A9	-1.06216666666667
TRIM50	-0.1335
KCTD1	2.5157
WDR63	1.17425
SPEF2	3.1105
RNGTT	-1.01516666666667
CXorf22	0.7015
KCNK16	0.364
CEP250	-1.50175
ATPBD1B	-0.2095
KCNJ2	3.7105
MT1B	-0.907
ZNF684	0.0715
SLC4A1	0.26675
PDHA1	-1.22225
ZNF492	0.328875
TKT	-2.092
BYSL	-1.33225
RNF38	0.476
AHDC1	1.0705
KLHL2	-0.116625
CMTM8	1.79325
DMP1	1.0385
HERPUD2	0.019625
CRTAM	3.495
ZNF572	-0.546
TMEM16J	-0.019
HSD17B2	-3.56625
UBE2G1	0.043
AHSA2	-2.134
PELI2	0.2145
TPX2	-4.0425
ATP9B	1.54116666666667
DAZAP1	-0.342875
HMGCS2	3.4755
C17orf38	0.56625
B9D1	0.663375
NKX2-5	-1.9035
KIAA1276	0.27025
LILRB2	3.15
CSTF1	-0.457833333333333
BTN2A1	-0.465833333333333
C15orf48	4.829
IGF2BP3	-4.2205
FAM113B	0.161333333333333
HRG	-0.0198571428571428
ZNF131	-0.21325
USP47	0.490928571428571
CCDC88B	-0.120625
HCN1	-1.15511111111111
HTN1	-0.917833333333333
SYCP3	-0.554
