Hybridization REF	TCGA-A7-A13D-01A-13R-A12P-07
NOL3	0.73575
IFITM2	1.328
ARNTL2	0.8665
ZNF595	-0.9
NLRP13	0.9605
ASPH	0.031625
CPA2	1.557
PVRIG	-3.22466666666667
LEPR	-0.860166666666667
C16orf42	0.155666666666667
SH3BGRL	0.049
FAM77D	0.475833333333333
FNDC7	-0.1885
C9orf6	-0.311666666666667
NOTCH2NL	0.583166666666667
PGBD1	-0.582666666666667
SYNGR2	1.1375
PITPNA	0.1879375
PRPF4B	-1.0092
SLC43A3	-0.676928571428571
NRBP1	0.677
SLC25A22	0.253
ILK	-0.152625
SLC22A8	0.174166666666667
MRPS7	0.598
PITX2	0.2065
FABP3	-0.576125
OR1L1	-0.6225
LOC728215	-1.10714285714286
BLID	-0.823
KIAA1217	2.89741176470588
TFPT	0.86975
AP4B1	-0.68625
VBP1	-0.93125
OR1K1	0.568
MORC3	0.4815
BHMT2	-0.838
C3orf10	1.115375
FZD7	2.8835
WFDC10A	0.29
PMS2CL	-0.276875
CCDC32	-0.0923333333333333
FA2H	-2.74275
ALG13	-0.7745
TTLL7	-0.4602
SPOCK3	-0.694666666666667
SLC13A2	0.9665
AIM1	1.12475
GPRC6A	0.0245
EGR2	4.28175
MED11	-0.1505
WWC1	2.16825
SH3GL3	-2.815
RIF1	0.218928571428571
PRLH	0.5535
VLDLR	-0.264
DBT	0.00606250000000001
C21orf63	-0.995
CGGBP1	-0.558875
KRTAP12-2	-0.079
TADA3L	-0.770875
ZBTB16	-0.8475
PDGFB	3.117
RFX1	0.30475
UQCRB	-0.0607
LOC133874	-2.2555
HPS3	0.53325
LGALS3BP	2.3848
DKFZP564O0823	1.16128571428571
MRFAP1L1	-0.369625
HOXA10	-1.36766666666667
NGB	0.149
KIF21A	0.899
IFLTD1	null
LZTS1	-0.097
ARHGEF3	0.617
RHBDL3	-3.9575
CSNK1G2	0.924333333333333
ChGn	-0.059625
KIAA1244	0.900166666666667
GABRB2	-0.3325
MGC72080	0.943
CD27	1.0685
EGLN1	-0.6971
PEX13	1.49875
RWDD3	0.39525
RNF12	0.4555
GRIN2B	1.313
ADAMTS14	-0.515125
DYDC2	0.0515
ATP6AP1	0.4139
NR1H2	0.819
PDK2	-0.8305
C3orf17	-0.212
SLC38A2	-0.653785714285714
SLC25A29	-0.439666666666667
C15orf29	0.019
ADAM9	0.238833333333333
TMUB2	-0.555875
GPR176	-0.289
AGK	-0.581666666666667
MCCD1	-0.1845
NDUFA4	0.2445
TMEM146	0.32525
DUSP1	0.82475
UNQ6975	1.986
EMX2OS	3.4105
INSM2	-0.467
LUZP4	-0.157
SETD6	-0.965
P2RY2	2.18325
SLC45A2	-3.1565
RABGAP1	0.542166666666667
UBXD5	-0.6115
GPRC5A	1.4866
PAK3	2.55266666666667
LOC63920	-0.43675
TGFBR1	0.5646
KRTAP6-3	2.8225
SFMBT2	0.3875
CDC42	0.2554375
C11orf35	-0.154
TTLL2	0.4295
UACA	0.623333333333333
CD97	-1.536
SETD5	-0.754125
NINJ2	-0.17525
PTER	1.48666666666667
POMGNT1	0.21175
KRTAP4-2	-0.3195
ECGF1	3.26925
HRB	-0.0732727272727273
ATP1B2	-0.336
LOC400506	-0.7125
COL4A3BP	-0.5905
C6orf97	-2.41166666666667
GRHPR	0.207125
TAS2R1	null
SEMA7A	1.32075
EDF1	-0.0705
ODF2L	1.36977777777778
PCID2	-0.627666666666667
GTF2H4	-1.175
ZCCHC3	-1.15225
CGB2	0.1095
NEUROD1	0.757666666666667
C20orf75	-0.4915
RP5-1054A22.3	1.6445
IFNA5	0.8975
ZNF134	0.29675
MGC119295	0.3429
ZSWIM6	-0.367875
SMEK1	-0.750333333333333
PCGF2	-0.207875
C1orf102	1.24375
CYP2A13	0.6295
KCNH6	-0.6098
MDM1	-1.1088
ALDH7A1	1.05466666666667
C9orf75	0.13525
VDAC3	-1.001875
OR51T1	-0.016
EIF3F	-1.07516666666667
KCNJ10	-0.186625
LENG8	0.18125
EDEM2	-0.0045
CCNJL	1.9735
DHX37	-0.429
CRYGN	-0.2115
AATF	-0.750875
ZNF630	1.176375
E2F5	0.8105
WFDC13	0.426333333333333
FTSJ3	-0.341666666666667
C4orf33	0.196
LHFPL4	-3.0785
C19orf56	-1.19366666666667
SMAD4	-0.367
AFM	-0.6626
G0S2	-1.33025
FCHSD2	-0.1688
RRP1B	-0.2422
EEF1B2	-1.52266666666667
STAT6	-1.14916666666667
ZNF195	-1.08325
GNL1	-0.961833333333333
ZNRF2	0.278333333333333
PER3	-0.8985
ASB16	0.26825
C10orf10	3.22464285714286
ADCY8	-3.55133333333333
C9orf58	0.995166666666667
ARMC10	0.395
PSG1	-1.1695
DHX34	0.535
VARS2	-1.002125
NFIC	0.06275
ITPR2	0.462
AGXT2	-0.573166666666667
OR6K3	0.5045
H2AFZ	-0.084
MLLT3	0.400916666666667
COX4I2	1.6495
CCNT2	-0.928
PLK4	-1.438875
NUMBL	0.263666666666667
MED16	0.13075
PLEKHQ1	0.5235
GOSR1	0.330777777777778
BTG4	-0.558333333333333
RPL30	-0.0531666666666667
IGSF5	-1.40066666666667
IGFL2	2.3685
ELMOD2	0.548
SHC3	-1.414
HAVCR1	-3.367
DYNC2H1	-1.88475
RNF5	-1.49966666666667
C2orf7	0.27575
NLF1	1.766
KLHL25	0.2905
LRP10	0.2666
KRI1	-0.95975
PUS7L	-0.47
MGMT	0.732
HOXD1	-0.958
CSH1	-0.0512
ATG16L2	-2.74825
FLJ44635	-0.2965
CHODL	3.985
EXOSC8	-1.07725
SLC28A1	0.2265
MYO7B	-0.460666666666667
SEH1L	0.1401
MTNR1A	0.215
TSPAN5	0.0281666666666667
CDC45L	-2.18233333333333
AMIGO1	-0.9015
ATAD3A	0.231
OSGIN2	0.7685
PDIK1L	-0.0428333333333333
DARC	-0.455833333333333
PIPSL	0.7555
SHMT1	-1.45675
CRISP3	-1.358
POPDC2	2.48266666666667
ZRANB2	-0.963333333333333
FBXL8	1.4145
TRIP13	0.138636363636364
EIF5AL1	-0.419
POU5F1P3	-4.6605
IL6	-0.607666666666667
CXorf38	-0.308
IFNA16	1.094
FBXL2	1.1265
BRD1	0.58
STATH	0.269
FBXO44	-0.118833333333333
MCCC2	-1.68525
CDC2	-0.6136
C5orf23	1.23775
IVD	-1.17816666666667
C10orf122	-1.39225
MSL3L1	1.1936
MVP	0.033
EPOR	-1.1292
ZMYM1	-0.635666666666667
BCL7C	0.360333333333333
PSTPIP2	0.8445
LYPD1	-0.138375
OR8G5	-0.099
ZP3	1.24683333333333
BCAS4	0.420666666666667
EDG6	0.328
ISY1	0.3525
PRAMEF2	-1.201
CUL1	0.3445
RNF213	1.028
CCRK	0.4905
DHX9	-0.38875
C13orf29	0.80875
NCKAP1	1.49416666666667
MRPL43	0.377142857142857
XPR1	-0.37275
PKN2	1.1741
PODNL1	0.9055
ZNF333	-0.354428571428571
DALRD3	-0.19325
OPN1SW	-0.489
BTBD6	-0.01275
C11orf82	-0.955
OR5P3	1.411
DUSP11	0.1915
L1CAM	-0.6217
NEK11	0.840833333333333
OR7E91P	2.0025
CNTN3	1.1821
CREB3L2	1.3255
ZBTB37	0.752
KIAA1324L	-1.527
NDUFB10	-0.965166666666667
NUDT2	0.05625
GTPBP8	-0.0875
CACNA1D	0.0223333333333333
PRKAA2	-1.35933333333333
PRDM8	0.137
MGC16075	-1.29066666666667
KRT14	3.11964285714286
PP8961	1.852
MRPL18	-0.18125
ABCG2	-4.0625
PACRG	0.86875
BBS2	-1.01075
KREMEN2	-1.4245
FBXO21	-0.41275
HNRPUL1	0.488666666666667
GRB10	1.499
CLSTN1	0.753
LMAN2	-0.2716
C17orf61	0.527
NIPSNAP3A	0.23375
INSIG2	-0.0863333333333333
PCDHB7	1.32933333333333
STXBP2	-0.313625
CMAH	-0.119818181818182
SEMA5B	-0.9185
ZNF155	0.289833333333333
COQ6	-0.660166666666667
PRPF4	-0.57725
TSPAN15	2.5269
VN1R5	-0.305333333333333
LATS2	1.21675
SELK	0.65625
PGK2	0.586666666666667
MS4A1	-2.68925
TYW3	-1.0529
KRTAP5-1	1.53075
RCCD1	-1.69516666666667
BTN1A1	0.164
DDX28	-0.52175
TMEM65	1.84775
LOC92345	0.0565
TTC31	-0.8445
WDR46	-0.913333333333333
CHP2	-1.5605
LSP1	-0.4755
ZNF542	0.261
EXOSC1	-1.0965
ARHGAP18	-0.285833333333333
LRRTM4	-0.78
MAOB	2.4675
CACNB4	-1.823
MGC33846	1.934875
RANBP3L	0.102571428571429
ATP5L	-0.59375
ONECUT1	-2.965
NUDT9	-0.5055
TMEM149	0.6665
STX17	0.3175
IGSF10	-3.1845
TMPRSS9	1.372
BMPR2	0.874583333333333
ALLC	0.11775
KLF7	0.785375
GCC1	0.3927
TIMM9	-1.07225
CDO1	-2.816
MGC10701	0.359166666666667
IFI6	3.97416666666667
FRMD8	1.81975
MGAT2	-0.476
WBP5	0.8435
CNIH2	0.89
KIAA0907	-0.419
KCNH8	0.0735
CTSG	-3.28975
GRIK1	-0.864
CUL5	0.203875
FRMD1	-0.234
OR9A4	1.835
SYT6	-2.4335
FOXD4L2	-1.2275
ANAPC2	-0.879166666666667
OPN5	1.037
TAF13	0.929
LYG2	-0.52325
GGNBP1	1.487
C11orf40	-0.0645
OTX2	-2.068
REG4	-0.733333333333333
EIF5	-1.4329375
PALB2	-1.584
SEPSECS	-2.0684
RNASE3	-0.4465
TRIM49	-1.809
POLR2K	1.1218
GPR42	-0.3715
C8B	-3.0425
SASS6	0.3095
PREB	-0.103
OR3A3	-0.8645
TUBA8	1.384375
IGLV2-14	-3.37225
STIL	-0.6255
ANKFN1	-0.023
NME7	-1.03725
HOXC12	3.37575
UBE2C	0.55875
FHOD1	-0.52425
CDK2AP1	1.598
OR6K2	0.203
DHPS	-1.33675
RPL5	-0.457916666666667
TRGV5	1.1515
LOC541472	-0.338375
HCCS	0.0382
DENND1B	1.1825
LHX3	0.0335
OR5D16	0.896
CXorf57	-2.14766666666667
IRF2BP1	0.63725
NDST2	0.547666666666667
LCE3D	-0.5425
BOLL	0.016875
SYT3	0.88525
PIH1D2	-0.6295
C20orf7	-0.294666666666667
IL1R2	2.43766666666667
SLAMF9	1.0935
PPME1	-0.138875
PIK3CA	-0.254
TRAPPC1	-0.07225
COLEC10	-1.54566666666667
SLC9A6	-0.479666666666667
PDDC1	0.01875
CCDC53	-0.57375
GK3P	-2.34125
DAZL	-1.1665
BRI3	0.76875
SDK1	0.813125
CYP2C18	0.291
IFI44L	4.14225
RPL3L	-0.0275
FUT9	1.87833333333333
KIFC2	-0.438166666666667
PMP2	-0.563285714285714
SLC4A9	0.346
PLAG1	-2.51783333333333
MYCBP2	-0.394
OR4E2	-0.103
CCDC65	0.449333333333333
C16orf82	-0.229285714285714
ENTPD4	-1.188875
BRP44L	-0.166
PMP22CD	-0.638666666666667
TMCO4	1.27833333333333
KCNN1	-1.3115
WDR35	-0.5055
CCDC80	1.546875
C3orf31	-1.91625
SLC7A9	-0.32325
TMEM190	-1.45775
DBC1	-3.3106
FADS3	-0.392833333333333
PDZD8	0.140166666666667
GRM5	0.058
AZGP1	4.1435
PEX3	-0.639
MED1	1.07221428571429
ATG4C	-0.708333333333333
HNRPH3	-0.860125
FAM109B	0.274
C4orf17	-0.423
CA10	-0.412666666666667
OPRD1	-0.1385
CCL16	-1.16675
SACM1L	-2.471
CST6	5.8435
CD63	0.2943125
LGI1	-2.20233333333333
ZNF784	1.5355
CRYBB1	-1.618
CX3CL1	2.18865
TOP2A	-1.310375
GYPB	-4.3644
GADD45GIP1	-1.11
FEN1	-1.53825
IGF1R	-0.9310625
WDR72	-1.94716666666667
PURG	-0.9805
DEFB126	0.2115
PKD1L1	0.238
CAV1	-1.8051
GNPDA2	-0.3434
DGAT2	2.251875
NLGN1	-5.537
STRBP	-0.409125
HPRT1	-0.233
FANCI	-1.336375
PSMA7	1.923875
DBF4B	-0.573666666666667
TTF1	-1.18425
RAD54L	-1.2005
ELOF1	-0.65875
PLAGL2	0.754
ZNF256	0.8715
HMGCL	-0.453
MSI2	-0.716166666666667
RPESP	-2.58883333333333
C11orf60	-0.56975
ABCD1	0.1375
ACAA1	0.3975
SPARCL1	4.29357142857143
IL6ST	-1.1415
ZNF319	-0.162
TMEM109	0.4812
FAM90A1	0.636333333333333
IL22RA1	-0.952
ATP4B	-0.451
TEC	-1.70333333333333
C7orf30	-0.24275
TXNDC2	-1.8194
ABCB4	-1.87866666666667
KIAA1191	-0.150625
C9orf38	-0.7465
SFTPB	-0.453125
CNTNAP2	-2.25463636363636
FRK	1.96
TBX19	1.638
CHD4	-0.44625
C6orf26	-2.925
MOSC2	-0.81775
IKBKE	0.5835
HIF1A	-1.06716666666667
LOC595101	0.1365
RELA	0.504833333333333
TMEM16B	-1.338
ABHD12B	-1.81133333333333
TSEN34	0.71625
KIF18A	-2.197
TXNDC9	0.232666666666667
SPATA2L	1.03
SEMA4G	-1.5515
C21orf91	0.062875
MATN1	-0.7595
KCNIP4	-0.7336
TUSC1	0.806875
OR4C15	-0.327
ARMCX6	0.639333333333333
WBSCR27	-0.0256666666666667
OR52I2	1.0915
KIAA1604	-0.06925
DYNC1I1	1.260375
PPP4C	-0.795
SLC47A2	-1.8265
TREH	0.05675
CD48	-1.91583333333333
ST14	3.19283333333333
PKN1	-0.482
SPON2	2.32275
XBP1	-1.21308333333333
SFRS12	-1.521
EFCAB6	0.72075
SELT	0.2065
SLC39A2	0.512
ERF	-0.3185
ARL3	-0.573125
SURF6	-0.6119
MLLT10	0.804142857142857
FLJ11171	-0.276333333333333
TDGF1	-4.862
ERCC6	0.74975
EIF2AK4	-0.224
BAZ1A	0.0355
LRRN3	0.159666666666667
TMC3	0.196
EFTUD1	-0.93
PTPRO	0.4034
CLEC12A	-0.137333333333333
ACBD4	0.233
ZDHHC14	-0.10425
OTUD7B	1.201375
ACTB	1.1031875
MSRA	-0.183125
LCE5A	2.2235
IFI35	0.96275
BSCL2	0.878
ANKRD12	-0.573083333333333
CFHR2	0.4825
RGAG1	-0.440833333333333
HSFY1	0.855
SLC30A5	-1.23816666666667
IMPG1	0.257
GPR109A	1.041
ZNF185	-0.43675
IYD	-0.048
NPCDR1	1.1885
SERPINA13	-1.214
HMGCLL1	-2.2975
NEUROG1	1.46316666666667
UBQLN1	-0.0874375
LIN37	1.06025
SOCS2	-2.923125
DSCR4	-2.11714285714286
XKR6	-0.67625
GPR142	1.571
KRTAP13-3	-0.266
CCDC15	-1.8025
MOS	0.0695
CD1E	-4.699
OFCC1	0.039
FAM83D	-0.3695
SRFBP1	-0.9155
C9orf96	-0.084
DHDH	0.75675
CCDC90A	0.4
RABL3	0.8612
CD320	-1.14433333333333
ANGEL2	-0.565916666666667
MRPL21	-0.53425
SMG6	0.200166666666667
INSR	1.48425
FLJ14816	0.036
GLRB	-0.423333333333333
C9orf89	0.01525
CIZ1	-0.685
URG4	0.150833333333333
LRDD	-2.02116666666667
CBY1	0.719166666666667
NFX1	-0.89325
MTERFD2	-0.641642857142857
C19orf23	0.161
PGC	-3.0445
IER3IP1	0.1456
RASAL2	1.73941666666667
C1orf89	-1.21975
SYNJ1	-0.546625
NFKBIE	0.89925
FLJ40125	-1.005
TCEB2	0.252
NOG	-1.0205
POLR2J2	-0.159333333333333
HLA-B	1.94175
PCDHA1	1.73
PPP2R2B	-0.732
ARHGEF17	0.6655
TCF7L2	1.52457142857143
CHD5	-0.1424
ZNF431	-1.5515
TBC1D25	-0.58725
ZNF800	-0.22075
SCUBE2	-1.74927272727273
MYCBP	-0.261166666666667
GPX5	0.223
C6orf129	0.5145
QSER1	-0.1095
ULK2	0.9495
PIGO	0.518333333333333
NRCAM	-2.20430769230769
SLC35E3	-1.300625
CSRP2	0.40725
HYPE	-1.04025
MAPK15	-0.00750000000000001
MGC14327	-0.78275
TIMM13	-0.370166666666667
ZNF462	1.76375
GBA3	-0.81975
TEX13A	-0.0645
MCM6	-0.891555555555555
MTRF1	-1.3225
ABCA7	-0.79325
EIF4A2	-1.04725
ZC3H10	-0.4609
RPGR	-0.353166666666667
C20orf94	0.278
RP1L1	-0.11125
GPR125	0.00885714285714286
USP22	-0.00414285714285714
OR1L4	-0.672
MLZE	4.84175
FLJ32065	0.15075
PTCD1	0.34675
CRTAC1	-0.173
BXDC2	0.132
C18orf1	1.3125
FAM107A	0.597923076923077
EFNA3	0.863
P18SRP	-1.392
CAMKK2	0.508416666666667
KIAA0649	-1.3315
NES	1.88016666666667
HS6ST3	-0.148125
PON2	0.43525
TCP11L2	-0.9675
CLEC4A	0.3675
PRR12	0.5605
MLXIPL	-1.6044
C2orf50	null
ZNF28	0.86
ENC1	1.35766666666667
MAP2K1	-0.599875
FKSG2	0.56625
KIAA0430	-0.057
PTP4A1	-0.930055555555556
GPR156	2.1905
GTF3C6	-0.323
UBR2	-0.775
LOC388272	-0.45775
MAK	-0.00566666666666664
ACOT4	0.537
STC2	-1.54391666666667
PIGW	-0.9765
SAE1	0.46875
COL6A1	1.51422727272727
OAZ1	-0.466666666666667
STMN4	0.418
EDG3	0.5845
SGCE	-0.305333333333333
IL11	-0.280166666666667
PRSS8	2.885125
YIPF5	0.796083333333333
WNT4	3.951625
CSN2	0.174833333333333
TCF7	-3.113875
TDO2	1.5485
SAMD9	0.40325
S100A7A	null
MMRN1	0.40025
GKAP1	-2.0915
AKR1C3	-0.60875
RNF19A	2.82575
GMDS	1.1105
YKT6	0.632125
SPARC	1.9029
C12orf31	-0.70775
UBE2V2	0.160833333333333
FBXL18	-0.298833333333333
KIAA0460	0.545
ADAM22	-1.36375
SERPINC1	-4.108
KCTD21	-0.637
MYOHD1	-0.877
ZNF37A	0.907166666666667
GTF3C1	-0.320166666666667
CTSZ	2.99975
PRNPIP	-0.572625
DRD1IP	0.8065
NR1I2	-3.3965
ZNF266	-0.9458
SPAG4L	0.1045
COX4NB	-0.42075
SAPS1	1.617
APOA1	-3.919375
TATDN1	0.069
C10orf82	-2.88575
KPNB1	-1.4545
FOXO3	0.436083333333333
CRYBB2	1.695
ZBTB5	-0.149833333333333
SLC25A38	-1.5355
DCTN2	-0.395166666666667
IFT20	0.3455
CTHRC1	2.5865
C1orf31	0.78125
UHRF1	-0.57075
GPC6	-3.71625
C10orf54	1.40175
MCF2L2	-0.31
WNT9B	0.427571428571429
OLA1	-0.331875
FAM120B	-0.27125
TTLL10	0.5055
CYorf15A	-4.46533333333333
RELN	-2.69066666666667
SCN2B	0.431375
MFHAS1	-0.66325
NKX3-2	-2.2675
RASGRF2	0.217
SSBP1	0.0148333333333333
KPNA6	0.335928571428571
LOC389118	-0.151
HS3ST4	-0.905333333333333
SUPT7L	-0.588875
FLJ32658	2.58125
IGFBPL1	-0.6305
KIAA1641	0.1662
SHKBP1	1.20666666666667
CSF1R	5.082
NAGK	1.2295
MYL2	0.0445
HIST1H4C	-1.08066666666667
TOMM7	0.106625
ADAMTSL3	3.3855
TNFSF14	-0.32575
PRRT2	-1.872
VTA1	-0.801125
AOAH	0.70625
CRISPLD2	0.790714285714286
PNN	-1.3168
TA-NFKBH	0.4405
ESPN	-0.3185
RBM43	-0.9795
KIAA1267	0.07725
DDX3X	0.992
KIAA1576	-3.60025
PLXDC1	4.61566666666667
FLJ25801	-2.73525
HNRNPL	0.0085
RUNDC3A	0.239833333333333
CASP12	2.305
SH2D5	-0.93725
RPL26L1	-0.422
OR51A7	1.00633333333333
HDC	0.1115
C2orf16	0.106
SYTL3	1.49925
GOLGA4	0.2268125
NOTCH1	0.949666666666667
ATPAF2	-0.43375
ECD	-0.26025
SSX5	-1.247
SNAP91	0.36575
OCA2	-1.9555
PNPO	-0.72
DAPK1	0.486333333333333
PINX1	-1.1625
SELENBP1	0.306625
NEK3	-1.56133333333333
TMED4	0.313142857142857
SSTR4	0.891
FOSL1	-1.9731
CD40LG	5.116
CES1	-1.512
DCI	-1.2905
B3GAT3	-0.173333333333333
STK17B	0.665
CNTN6	-0.0367500000000001
CYP3A4	-1.36183333333333
MBOAT2	1.27428571428571
PISD	-0.744
USP1	-0.558
PYDC1	3.25116666666667
CENPM	-0.119375
SAR1B	-0.59975
TTC7B	-0.541
DP58	-0.414
GPC1	1.0905
RBL1	-0.955625
TMEM137	-2.515
TOB1	0.0104166666666667
TCEAL1	-1.23183333333333
CENPF	-0.538909090909091
C6	1.67275
PRSS1	-3.15825
PPIL6	1.7055
C6orf124	-0.736
ODZ4	0.0593333333333333
SNCB	0.38825
NDUFB9	1.106375
CNOT6L	-0.533833333333333
S100A9	5.03366666666667
TRIM50	-0.6775
KCTD1	1.1431
WDR63	-0.794
SPEF2	2.8275
RNGTT	-0.799166666666667
CXorf22	3.2905
KCNK16	0.46775
CEP250	-0.806375
ATPBD1B	0.0365
KCNJ2	5.6555
MT1B	-0.817
ZNF684	-0.4415
SLC4A1	0.3965
PDHA1	-0.021
ZNF492	-0.878125
TKT	0.559
BYSL	-0.390375
RNF38	1.30575
AHDC1	0.397
KLHL2	0.709375
CMTM8	1.2745
DMP1	-1.154
HERPUD2	0.174125
CRTAM	1.1636
ZNF572	1.1195
TMEM16J	0.593
HSD17B2	-2.8345
UBE2G1	-0.16575
AHSA2	-2.489
PELI2	-0.1595
TPX2	-0.996125
ATP9B	0.906
DAZAP1	0.221375
HMGCS2	-0.520833333333333
C17orf38	-0.34425
B9D1	-0.52525
NKX2-5	-1.45883333333333
KIAA1276	-0.0439999999999999
LILRB2	3.3995
CSTF1	-0.5645
BTN2A1	-0.598666666666667
C15orf48	5.2615
IGF2BP3	-3.3075
FAM113B	-0.2996
HRG	0.638285714285714
ZNF131	0.17425
USP47	-0.6155
CCDC88B	-1.202375
HCN1	0.1529
HTN1	8.62016666666667
SYCP3	-0.501
C13orf23	0.1063
PAPOLA	-0.2736875
AATK	0.116
MSH3	-1.50816666666667
NDUFAB1	-0.811
ITLN2	-1.44216666666667
BAK1	0.535166666666667
MRPL45	-1.287
MTNR1B	-0.6335
LOC645843	0.579
SPECC1L	0.27525
PGCP	1.04375
SPN	-1.57675
GPR143	1.03416666666667
ZNF576	0.479
TMEM39A	0.8982
ATP5D	-1.27
MAGEB3	-2.556
RPS5	-0.629166666666667
ANP32E	0.305857142857143
MTMR1	0.20075
YEATS4	-1.80925
SYNGAP1	-0.88825
PCOLCE	-1.064
MNS1	-1.08675
PCYT2	0.609166666666667
ZNF182	-1.056
LAX1	-0.77725
SPPL2B	1.4217
ELOVL5	-1.4075
PCDHAC1	0.0165
B4GALNT1	-0.938166666666667
BLOC1S2	-0.1335
ZNF673	-0.7843
ARHGAP21	1.5205
IRX5	1.79975
LRFN5	-1.7375
FAM7A1	-2.575
RAB19	0.168
GINS1	-0.5055
ITM2B	0.3925
PAPSS2	0.785666666666667
OR5BF1	0.164
ACSL3	-0.658
KIAA1919	-0.76475
GLT8D2	0.810625
UTRN	0.403428571428571
CNN1	1.98025
HISPPD2A	-0.317666666666667
SDAD1	0.009375
SIGLEC9	0.334
RPL35	0.0660714285714286
C22orf26	-0.292
IMPDH2	-2.07875
WDR69	-0.609
SEC14L5	0.387833333333333
CLTA	0.9475
RP11-529I10.4	0.649
GPR37L1	0.1465
OGDH	-0.07425
ASB13	0.0353333333333333
ZFP14	-0.48275
ZCRB1	-0.271666666666667
KPNA3	0.44575
HSPA1L	-0.12675
RHOC	0.889875
LOC554175	-0.374
PPP3CA	0.9806
SLC1A7	-0.8923
ZNF529	-0.309833333333333
RBED1	0.32475
DDB2	-2.39725
FLJ11286	0.9525
SPATA1	0.153
MKNK1	0.603166666666667
DYSF	1.9195
ALKBH2	-0.63725
NKD1	-2.8835
C1orf174	0.0675
PLEKHO1	0.819833333333333
ASB10	-0.07575
RING1	-1.45766666666667
NPC2	1.272625
AVPR1B	1.5545
YTHDF1	0.28525
LMAN1L	0.3115
GSG2	-1.426
CEP170	-0.4456
RPS4Y2	-5.5135
MSH6	-0.0605
HECTD2	-1.13833333333333
ZNF556	-3.82
PLEKHC1	-0.7453
AIRE	0.761333333333333
BCL2L10	0.77525
LMOD3	1.2564
ZBTB8	-0.2244
FOXA2	-3.8929
SLCO2A1	-0.92975
C3orf46	-0.036
PRDM16	-0.9865
TMEM98	-0.10975
FRMD5	0.7565
PDE6C	-0.644
C1orf216	0.7015
EP400	-0.931
PTK2	0.426
RNF217	0.1135
NDUFA8	-0.016
ZFAT1	1
LAMP3	2.385
GLTSCR2	0.00387500000000001
NPW	-1.8615
LLGL2	1.4064
PPM1K	-1.37066666666667
C20orf177	-0.77
KIR2DL4	0.345888888888889
NFKB2	0.756
C21orf122	0.458666666666667
HESX1	-1.17175
GPR114	0.0926666666666667
SLC25A35	-1.60033333333333
GNAT1	1.00066666666667
ORAI3	-0.8865
FAM76B	-1.58475
TMEM99	0.8357
TRIM29	2.2028
CDS1	1.80775
RHEB	0.6576
C4orf27	0.227
RAB3A	-0.547
OTUD6B	-0.10825
GPD1	-1.124875
CDH15	-0.0571666666666667
NPM1	-0.848285714285714
TMEM117	1.08575
PRPS2	0.253333333333333
GCK	0.5925
ADRA2A	1.81016666666667
TSPYL4	-0.265833333333333
TASP1	0.00600000000000001
WDR19	-0.763363636363636
C10orf38	1.49675
PDE4C	-0.246333333333333
FYB	0.371272727272727
C1orf55	-0.546166666666667
PPFIA3	1.124
RAD18	-1.14525
C12orf44	1.1495
CRYBA4	-0.6525
HVCN1	-0.366
TAF10	-0.268333333333333
C16orf48	-1.81516666666667
DEPDC5	0.3665
LTBP1	-0.2015
MAPRE1	0.4535
FGF8	-0.3765
C3orf52	0.576875
SENP7	-0.525166666666667
LRRK2	-2.004
RUNDC2A	0.812333333333333
KIAA0355	1.49183333333333
CPEB1	-1.12
PPEF2	0.4165
ABI2	-0.867333333333333
KIAA0317	-0.70425
ATF1	-0.722833333333333
DYNC1H1	0.486875
DIP	-0.11375
TMEM33	-0.265882352941176
POLDIP3	-0.00750000000000001
C7orf24	0.789
GPR171	-0.77775
CDC6	-1.21483333333333
PLD1	-0.608
ITFG2	-0.7844
NDUFC1	0.00525
AKNA	-1.7475
NBR1	-0.8675
PKHD1	0.791666666666667
HPS4	-1.2202
MAFA	2.17525
ULBP3	0.242666666666667
DIRC1	-0.3995
IMMT	-0.559875
C22orf13	0.000916666666666686
CEL	0.14525
MARK3	-1.22625
ADAMTS2	0.8385
ARPC3	-0.743166666666667
TMEM10	-0.147
NPHS1	-0.1965
BRD8	-1.46516666666667
WDR12	-1.0305
IDI2	0.15425
HOXD13	-3.157
OR8G2	-1.4795
SLAIN1	-4.38166666666667
GABRQ	-0.12475
NR2C2	-0.97275
NKTR	-0.8418
TLE2	0.7285
KIAA0892	-0.9145
AURKA	-1.39709090909091
GPRC5C	0.639833333333333
TBC1D9B	-0.036625
PNPLA6	0.263
AP3B1	-0.80975
NAG	0.259375
C11orf68	-0.45925
AKR7A3	-0.031
AHCYL1	0.0844166666666667
COP1	-0.2102
RPP14	-0.450666666666667
PCDHB18	-1.19375
CDH24	2.44875
KRT17	1.7782
LACTB2	-0.451
DDX24	-0.3407
PHACTR1	-1.45083333333333
SLC35E2	0.00150000000000002
LOXL1	-0.514
IQSEC2	0.90975
RGSL1	1.1355
PCDHGC5	0.655
MEGF10	0.511875
PRRX1	0.999666666666667
ASTE1	-0.770666666666667
C6orf159	-0.316333333333333
MYOD1	2.0695
GAA	1.563
ZNF747	-0.69825
KLRC1	-3.31957142857143
IL1RL2	0.2525
GDF9	-0.70625
GPR119	0.1485
TRAF2	0.402333333333333
HCK	3.43616666666667
BMP6	-2.65825
IL8RA	0.276166666666667
FLJ35848	-0.77125
EFHA1	-0.65075
CDSN	-1.02616666666667
C14orf54	0.7555
LSM3	-0.498875
ZFP41	0.0885
