Hybridization REF	TCGA-C8-A1HM-01A-12R-A137-07
RASAL2	1.24808333333333
C1orf89	-0.87425
SYNJ1	-0.170875
NFKBIE	1.27175
FLJ40125	-0.953666666666667
TCEB2	0.6275
NOG	-2.203
POLR2J2	-0.719833333333333
HLA-B	3.7605
PCDHA1	-0.25
PPP2R2B	0.77975
ARHGEF17	-0.0755
TCF7L2	-0.566142857142857
CHD5	-0.298333333333333
ZNF431	0.00749999999999999
TBC1D25	-0.08725
ZNF800	-1.31825
SCUBE2	1.71118181818182
MYCBP	-0.532
GPX5	0.249
C6orf129	0.435833333333333
QSER1	0.269333333333333
ULK2	0.62275
PIGO	0.555333333333333
NRCAM	-3.151
SLC35E3	-0.272125
CSRP2	-0.98675
HYPE	-0.31975
MAPK15	0.411
MGC14327	-0.19275
TIMM13	-0.601
ZNF462	-1.07575
GBA3	1.53025
TEX13A	0.357
MCM6	-0.596444444444444
MTRF1	-0.432
ABCA7	-1.08675
EIF4A2	0.1175
ZC3H10	0.5791
RPGR	0.498833333333333
C20orf94	-0.04425
RP1L1	0.1965
GPR125	-1.10475
USP22	-0.276857142857143
OR1L4	0.29525
MLZE	2.6165
FLJ32065	0.73525
PTCD1	-0.51625
CRTAC1	0.106333333333333
BXDC2	-1.177
C18orf1	0.280833333333333
FAM107A	0.1245
EFNA3	-1.0315
P18SRP	0.1626
CAMKK2	0.322
KIAA0649	-0.93475
NES	-1.57683333333333
HS6ST3	0.661375
PON2	-0.588
TCP11L2	-0.27925
CLEC4A	3.325
PRR12	0.8575
MLXIPL	-1.324
C2orf50	1.4585
ZNF28	2.184
ENC1	-0.0606666666666667
MAP2K1	-0.114875
FKSG2	0.9515
KIAA0430	0.50625
PTP4A1	-0.771388888888889
GPR156	0.984
GTF3C6	0.78975
UBR2	0.5459
LOC388272	0.35825
MAK	1.91383333333333
ACOT4	1.71375
STC2	-2.78783333333333
PIGW	-0.805625
SAE1	0.01575
COL6A1	-0.164772727272727
OAZ1	0.4805
STMN4	0.2795
EDG3	1.20133333333333
SGCE	-3.397
IL11	-1.12333333333333
PRSS8	2.78325
YIPF5	0.0216666666666667
WNT4	3.13975
CSN2	0.347333333333333
TCF7	-2.45625
TDO2	3.727
SAMD9	1.79
S100A7A	-0.3925
MMRN1	1.38966666666667
GKAP1	0.64475
AKR1C3	-3.74375
RNF19A	0.978375
GMDS	-0.45425
YKT6	-0.571875
SPARC	0.0762
C12orf31	0.3475
UBE2V2	0.661166666666667
FBXL18	-1.15966666666667
KIAA0460	0.5935
ADAM22	0.0065
SERPINC1	-4.738
KCTD21	-0.033
MYOHD1	-1.527
ZNF37A	-0.1465
GTF3C1	0.0491666666666667
CTSZ	2.555
PRNPIP	-0.86475
DRD1IP	0.372
NR1I2	-1.7625
ZNF266	-0.1032
SPAG4L	-0.283
COX4NB	-0.4665
SAPS1	0.677333333333333
APOA1	-3.59225
TATDN1	0.286333333333333
C10orf82	3.978
KPNB1	-1.32775
FOXO3	0.888583333333333
CRYBB2	-0.8475
ZBTB5	-0.278166666666667
SLC25A38	-0.52375
DCTN2	1.38983333333333
IFT20	1.02
CTHRC1	1.37375
C1orf31	0.903875
UHRF1	0.0186875
GPC6	-1.6605
C10orf54	1.92525
MCF2L2	-0.423666666666667
WNT9B	0.12375
OLA1	-1.20175
FAM120B	0.6005
TTLL10	-0.9935
CYorf15A	-4.60825
RELN	-2.9608
SCN2B	-0.152166666666667
MFHAS1	-1.74225
NKX3-2	-1.51683333333333
RASGRF2	-0.7785
SSBP1	-0.4645
KPNA6	-0.1335
LOC389118	0.2025
HS3ST4	-1.8889
SUPT7L	-0.333625
FLJ32658	-1.77525
IGFBPL1	0.65375
KIAA1641	-1.1366
SHKBP1	-0.018
CSF1R	4.815
NAGK	1.26875
MYL2	0.318
HIST1H4C	-1.097
TOMM7	0.0345
ADAMTSL3	3.5221
TNFSF14	0.552
PRRT2	-0.90975
VTA1	1.59575
AOAH	4.05433333333333
CRISPLD2	0.990571428571429
PNN	-1.0093
TA-NFKBH	0.145
ESPN	-0.264
RBM43	-0.0455
KIAA1267	0.685625
DDX3X	0.731611111111111
KIAA1576	-4.3065
PLXDC1	2.46466666666667
FLJ25801	-4.505
HNRNPL	-0.22825
RUNDC3A	0.234166666666667
CASP12	0.4175
SH2D5	-1.354
RPL26L1	0.1895
OR51A7	-0.00525
HDC	2.4725
C2orf16	0.229
SYTL3	3.018125
GOLGA4	-0.0368125
NOTCH1	-0.469666666666667
ATPAF2	0.10525
ECD	2.29325
SSX5	-2.06366666666667
SNAP91	-0.124
OCA2	-4.92575
PNPO	0.631333333333333
DAPK1	0.374333333333333
PINX1	-1.03783333333333
SELENBP1	1.88075
NEK3	0.0604166666666667
TMED4	0.150285714285714
SSTR4	-0.156
FOSL1	-2.5302
CD40LG	2.2625
CES1	-1.88158333333333
DCI	0.503166666666667
B3GAT3	-0.2105
STK17B	0.58725
CNTN6	-0.44275
CYP3A4	-2.29616666666667
MBOAT2	1.2365
PISD	0.0495
USP1	-0.741
PYDC1	4.077
CENPM	-0.493625
SAR1B	0.82025
TTC7B	-1.08925
DP58	-0.0235
GPC1	-1.073
RBL1	0.449875
TMEM137	-1.83433333333333
TOB1	1.47441666666667
TCEAL1	1.65533333333333
CENPF	-0.377181818181818
C6	0.0305
PRSS1	-3.705
PPIL6	2.299
C6orf124	-0.866
ODZ4	-0.724
SNCB	-0.12225
NDUFB9	1.18975
CNOT6L	1.39766666666667
S100A9	3.44
TRIM50	0.345
KCTD1	0.868
WDR63	0.3695
SPEF2	2.506625
RNGTT	0.539833333333333
CXorf22	2.2495
KCNK16	0.54125
CEP250	-1.039875
ATPBD1B	0.09775
KCNJ2	3.6585
MT1B	0.7965
ZNF684	-0.7725
SLC4A1	0.6365
PDHA1	-0.48
ZNF492	0.075375
TKT	-1.49425
BYSL	-0.0885
RNF38	0.44925
AHDC1	0.3375
KLHL2	-0.612125
CMTM8	0.301
DMP1	-1.26
HERPUD2	0.264375
CRTAM	4.84233333333333
ZNF572	1.38125
TMEM16J	0.4865
HSD17B2	-3.3565
UBE2G1	-0.14025
AHSA2	-1.52375
PELI2	-2.3805
TPX2	-0.592
ATP9B	-0.157
DAZAP1	-0.057875
HMGCS2	0.964833333333333
C17orf38	0.82375
B9D1	-0.808625
NKX2-5	0.837
KIAA1276	-0.357
LILRB2	3.6635
CSTF1	0.156333333333333
BTN2A1	0.1445
C15orf48	5.101
IGF2BP3	-3.973
FAM113B	2.04283333333333
HRG	0.439
ZNF131	-0.9025
USP47	-0.8595
CCDC88B	0.5465
HCN1	-1.1743
HTN1	-0.717666666666667
SYCP3	-0.34425
C13orf23	0.4627
PAPOLA	-0.1075
AATK	-0.0055
MSH3	-1.17916666666667
NDUFAB1	0.26125
ITLN2	-1.01283333333333
BAK1	0.209166666666667
MRPL45	-0.338666666666667
MTNR1B	0.130666666666667
LOC645843	0.012
SPECC1L	-0.169375
PGCP	0.14825
SPN	-0.170875
GPR143	3.11533333333333
ZNF576	0.567833333333333
TMEM39A	0.4326
ATP5D	-0.898666666666667
MAGEB3	-1.639
RPS5	-0.863166666666667
ANP32E	0.240214285714286
MTMR1	1.54225
YEATS4	-0.70725
SYNGAP1	-0.42625
PCOLCE	-1.77066666666667
MNS1	0.4685
PCYT2	-0.0505
ZNF182	0.0755
LAX1	2.814375
SPPL2B	0.4891
ELOVL5	1.7688
PCDHAC1	0.062
B4GALNT1	1.68633333333333
BLOC1S2	0.515875
ZNF673	0.2219
ARHGAP21	-0.0978333333333333
IRX5	1.834875
LRFN5	-1.16366666666667
FAM7A1	-1.874
RAB19	0.3195
GINS1	-0.65125
ITM2B	1.5067
PAPSS2	-1.45708333333333
OR5BF1	0.6525
ACSL3	0.16575
KIAA1919	-0.0288333333333333
GLT8D2	0.54325
UTRN	0.863
CNN1	-1.65575
HISPPD2A	-0.0291666666666667
SDAD1	0.837625
SIGLEC9	1.74083333333333
RPL35	-0.187142857142857
C22orf26	0.515
IMPDH2	-2.12075
WDR69	-1.36925
SEC14L5	-0.6282
CLTA	0.467
RP11-529I10.4	-0.122
GPR37L1	0.4305
OGDH	-0.354
ASB13	0.360166666666667
ZFP14	-1.38975
ZCRB1	0.7935
KPNA3	0.911
HSPA1L	1.6555
RHOC	0.55975
LOC554175	-0.40475
PPP3CA	0.0761
SLC1A7	-0.8705
ZNF529	-0.412166666666667
RBED1	0.382
DDB2	-1.37325
FLJ11286	0.684833333333333
SPATA1	0.3745
MKNK1	0.35
DYSF	1.34916666666667
ALKBH2	-0.5585
NKD1	-2.5365
C1orf174	-0.5305
PLEKHO1	1.28733333333333
ASB10	0.144
RING1	-0.126833333333333
NPC2	0.996125
AVPR1B	0.538
YTHDF1	0.401416666666667
LMAN1L	0.4215
GSG2	-0.8845
CEP170	-0.4604
RPS4Y2	-5.247
MSH6	-0.472
HECTD2	0.714833333333333
ZNF556	-4.19633333333333
PLEKHC1	-1.3887
AIRE	0.201833333333333
BCL2L10	2.20025
LMOD3	0.385333333333333
ZBTB8	0.0615
FOXA2	-3.3437
SLCO2A1	1.426625
C3orf46	0.3685
PRDM16	-1.57383333333333
TMEM98	1.459
FRMD5	-3.4065
PDE6C	-0.1975
C1orf216	-0.5805
EP400	-0.443285714285714
PTK2	0.692583333333333
RNF217	1.92775
NDUFA8	0.698
ZFAT1	0.4595
LAMP3	4.53166666666667
GLTSCR2	0.148875
NPW	1.7205
LLGL2	-0.0627
PPM1K	0.313166666666667
C20orf177	0.135
KIR2DL4	2.1095
NFKB2	0.63575
C21orf122	0.6015
HESX1	0.43775
GPR114	1.8305
SLC25A35	0.0791666666666667
GNAT1	0.2425
ORAI3	0.1005
FAM76B	-0.450375
TMEM99	-0.3788
TRIM29	-1.358
CDS1	2.03025
RHEB	-0.0386
C4orf27	-1.21933333333333
RAB3A	-0.63625
OTUD6B	-0.30575
GPD1	-0.533375
CDH15	-0.9105
NPM1	-0.847428571428572
TMEM117	0.0755
PRPS2	0.975416666666667
GCK	0.01
ADRA2A	3.07716666666667
TSPYL4	0.325666666666667
TASP1	0.31625
WDR19	0.679666666666667
C10orf38	-2.9815
PDE4C	-0.599166666666667
FYB	1.86916666666667
C1orf55	0.862666666666667
PPFIA3	-0.07075
RAD18	0.19025
C12orf44	0.272
CRYBA4	-0.4265
HVCN1	1.91325
TAF10	0.6855
C16orf48	-0.0568333333333333
DEPDC5	0.8135
LTBP1	-1.488
MAPRE1	0.592875
FGF8	0.165
C3orf52	1.201
SENP7	0.178166666666667
LRRK2	2.2695
RUNDC2A	-0.220666666666667
KIAA0355	0.432666666666667
CPEB1	-2.94825
PPEF2	-0.857
ABI2	-0.1055
KIAA0317	0.034
ATF1	-0.0151666666666667
DYNC1H1	0.70175
DIP	-0.273
TMEM33	0.465222222222222
POLDIP3	-0.32
C7orf24	0.84825
GPR171	5.099
CDC6	-0.224166666666667
PLD1	0.0719
ITFG2	0.1755
NDUFC1	0.673
AKNA	-0.365
NBR1	0.72875
PKHD1	-0.101875
HPS4	-0.8108
MAFA	1.008
ULBP3	-0.64075
DIRC1	-0.543
IMMT	-0.48725
C22orf13	-0.028
CEL	0.1935
MARK3	-0.86
ADAMTS2	0.542166666666667
ARPC3	0.496833333333333
TMEM10	0.014875
NPHS1	0.116
BRD8	-0.417666666666667
WDR12	-0.7925
IDI2	-0.833875
HOXD13	-1.713
OR8G2	-0.25025
SLAIN1	-1.65
GABRQ	-0.2785
NR2C2	0.35
NKTR	-1.023
TLE2	0.8035
KIAA0892	-0.819166666666667
AURKA	-0.612363636363636
GPRC5C	1.06683333333333
TBC1D9B	-0.28275
PNPLA6	-0.409666666666667
AP3B1	-0.128
NAG	-0.567625
C11orf68	-0.54625
AKR7A3	-0.40375
AHCYL1	0.223916666666667
COP1	1.72
RPP14	-0.542583333333333
PCDHB18	-0.68925
CDH24	0.7615
KRT17	-2.3434
LACTB2	0.33675
DDX24	-0.2694
PHACTR1	-2.69583333333333
SLC35E2	-0.49775
LOXL1	-1.393
IQSEC2	0.752875
RGSL1	0.579
PCDHGC5	0.5705
MEGF10	-0.738625
PRRX1	-0.406666666666667
ASTE1	0.0233333333333333
C6orf159	-1.69975
MYOD1	0.6465
GAA	1.0085
ZNF747	-0.08975
KLRC1	2.3125
IL1RL2	0.4265
GDF9	0.05175
GPR119	0.59
TRAF2	0.714166666666667
HCK	3.968
BMP6	-2.8955
IL8RA	0.901833333333333
FLJ35848	-1.51925
EFHA1	-0.1195
CDSN	0.555333333333333
C14orf54	-0.057
LSM3	0.79675
ZFP41	0.273
C9orf126	-0.807333333333333
VIT	-3.3505
SPCS3	-0.615
DEF8	-0.5607
CHAF1A	-0.992
C1orf165	-0.573166666666667
ZFPM2	-0.866666666666667
FTH1	0.71375
SLC35F1	-2.0875
YWHAH	0.1575
C17orf66	1.562
ADRB1	-1.06716666666667
FOXL1	-0.589
RG9MTD3	0.268333333333333
UMPS	0.343875
MGC13008	0.2495
KIAA1161	0.116
CCDC77	-0.4775
C12orf65	-0.8214
COG4	-0.419166666666667
RCP9	-0.57375
RP4-692D3.1	2.53783333333333
CDC2L5	0.199
MGC7036	0.665333333333333
DNAJC11	-0.1265
GDF2	-0.0986666666666667
TIMM17A	0.2655
HNRNPA0	-1.0674
OR2H1	0.61175
PCBP1	-0.133375
COL23A1	-2.0865
LRRC2	-0.418785714285714
NSD1	-0.0114285714285714
FLJ37078	-0.1115
WDR91	-0.571666666666667
TMEM179	0.28725
DSCR10	0.1175
CNDP2	0.056
FYN	-0.3245
BEX2	1.071
KCND3	0.88475
YPEL5	1.331125
LRRC42	-1.32483333333333
C17orf45	-2.05375
ZNF649	-0.1944
LOC150763	0.507125
COL5A2	0.6895
CNGA2	0.746
ELA2B	-0.789666666666667
RAB9B	2.472
FAM100A	-0.0205
NAIP	0.322357142857143
MYOZ2	2.42125
SPATA12	-0.485
XRCC4	-0.26625
CYB561	1.969
CHST10	-0.21975
BAI1	-0.828166666666667
BRSK1	-0.1175
C17orf89	-0.183125
PDE6H	-0.504
FLJ20309	0.5403
MAP7	1.476875
SCN4B	-1.995
SPAG9	0.1818125
SERTAD1	1.01433333333333
FLJ21963	-0.18225
ANTXR1	-0.3425
TMPRSS13	2.08716666666667
ETV7	4.58316666666667
DGAT1	0.0566666666666667
NKIRAS1	0.0883333333333333
TAC3	-3.235
CORO1C	-0.355166666666667
RAD54B	0.33375
HRASLS3	1.5675
C21orf42	2.05325
BARD1	0.409
ZNF177	-1.75383333333333
MIP	0.3605
ZNF442	-0.227
F2	-3.661
GRIA1	-0.213375
GALNTL2	0.148166666666667
WNT5A	-1.7474
LENG9	0.3455
hCG_25371	-1.449
FOXR1	-0.069
TRA@	1.9466
PWWP2	-0.57025
C1QTNF7	0.358666666666667
SLC7A4	0.019
C4orf7	3.5485
C17orf80	0.2505
KLK4	0.0288333333333333
IL31	0.149
TMEM176A	4.249
CTNNB1	-0.9108125
BHLHB2	0.4275
TMEM185B	0.982
ARD1B	0.58875
C1orf93	0.1015
BRUNOL4	-0.7705
LOC541469	0.177
UPK2	0.0315
GAS8	0.241833333333333
PATE	-0.065
IMPACT	0.197125
WNK4	-0.3485
HNRPLL	-0.0875
GAD2	-0.4105
ITGA6	-0.85075
BMP15	0.394666666666667
CYP2A7	0.809875
RIC8A	0.344625
CCND1	1.65225
USP35	-0.4875
DSCR2	-0.256
CCL4	5.08466666666667
ZCCHC10	0.6795
NOL11	0.27425
TRPM2	2.66991666666667
PSMD2	0.0585454545454545
CHTF18	0.207
USP18	2.99075
RRAS	0.911
LAMC3	-1.80775
TOX	-1.2035
PCDH15	-1.27
GABRG3	-3.16325
NUDCD2	-0.0795
SGCZ	2.248
KCTD17	-0.1206
SPSB2	0.9985
TPPP3	0.561666666666667
CILP2	0.329833333333333
CALB2	-0.208625
CEBPZ	-0.388333333333333
ZNF479	-0.07625
FMOD	5.02933333333333
C21orf66	0.316857142857143
CLN6	0.497333333333333
ANAPC1	-0.657375
SH2D3C	1.43
PTPN14	-0.4159
TRIM42	0.01575
APTX	-0.29025
SNRPG	0.448166666666667
BMS1	-0.2865
MAGEA3	-2.465
NFATC3	-0.415833333333333
LRRC45	0.446166666666667
ARS2	-0.0375
LRIG1	0.641333333333333
EPSTI1	3.41283333333333
PRSS27	-0.3735
ERC2	-0.869375
PRKACB	0.614571428571429
PRDM13	-3.852
HCG27	-0.539
KLK12	-1.7385
HSD17B7	0.407333333333333
ZNF354A	-0.4745
PCDH11X	0.456
DMGDH	-1.0245
PCBD2	0.005
TMC6	-0.481
RIMS1	2.760125
SF3B2	-0.196166666666667
RCN1	-0.613833333333333
CPB1	0.104
BCAR3	-1.6505
FCRLB	0.8845
PAK1IP1	-0.4835
OR10H1	0.4095
KIF9	0.7792
PITPNM2	-0.5765
L3MBTL4	-1.05775
TGFB1	-0.4295
ZXDC	0.38925
SLC6A16	2.3465
SRrp35	-2.4015
LRRC8E	0.9125
PPIAL4	-0.70975
EOMES	3.70866666666667
PAX2	-0.2795
SCARF2	-0.0684999999999999
PSEN2	1.40158333333333
PCDHB13	-0.05675
C10orf28	-0.206125
DHRS7B	0.142571428571429
C1orf131	0.93625
ASB1	-1.3512
ZNF223	0.309166666666667
LCMT2	0.0545
MEP1A	-0.2575
TMEM53	0.10875
RSPH3	1.7555
C10orf33	-0.982
LOC644285	-1.35375
PTPN9	0.1935
ABCA12	1.047
CCDC37	-1.14775
RUNDC1	1.154
YES1	-0.581333333333333
FAM120AOS	0.2925
OR5M3	-1.1525
PPP1R3F	0.5865
IL13	0.9858
MDFI	0.74225
PRNT	0.42625
ZDBF2	-1.7335
OR10C1	0.223
CLIC1	-0.273166666666667
LILRA5	1.30166666666667
CSAG1	-0.857666666666667
TREML2	0.697666666666667
FAM125A	-0.163333333333333
ZNF74	-1.4295
FAM104A	0.276875
LRRC39	-0.4625
SAMD5	-1.8765
HYAL2	-0.10975
HIST2H2AC	2.012875
IGFBP5	-0.472565217391304
NRTN	0.223
KIAA0556	0.2154
FAM29A	-1.28755555555556
JMJD2A	-0.8855
EPHB1	0.02425
POLD4	0.228125
ANAPC10	-0.0875
LRRC36	-1.04325
MEGF6	-0.478625
LPHN3	-1.90933333333333
BMP10	0.097
C21orf55	0.6935
CREM	-0.299066666666667
PTGER4	1.30583333333333
METAP1	-0.7695
KCNQ1	1.94016666666667
NR2F2	0.418375
SSFA2	-0.819666666666667
CTTNBP2	-4.96975
BCL2A1	1.22175
ZBTB24	0.0995
SLCO6A1	-1.30375
PRDM1	0.854
OR7D2	-0.858833333333333
CCDC47	0.4
LOC646982	0.69
SLC26A6	-1.66216666666667
BIN1	-0.0321
SRRM1	-0.6815
PCSK1N	-0.70925
ALS2	-0.1908
ECT2	0.67978947368421
CACNA2D2	0.6375
DOCK6	-1.09075
C10orf119	-0.12625
FATE1	0.3095
DUSP23	1.95
TRIP6	-1.64871428571429
NUP35	-0.2285
CDH3	2.08275
KLHDC8A	0.04175
C9orf116	0.646125
EI24	-0.502
CENTD1	2.36216666666667
RWDD2B	-0.371333333333333
DOCK1	0.4025
NPAS2	-0.140375
NR3C2	0.276
FAM63A	0.189416666666667
INPP5F	-0.6105
FAM111A	0.8592
MYBL1	-0.0515
IQGAP3	0.826333333333333
CRADD	-0.977
DUSP12	-0.4565
PDZK1IP1	4.00475
VASH2	1.10275
CTR9	0.747
VIL1	-3.97425
OR8U1	0.174833333333333
CCDC107	0.395
PTTG1IP	0.160125
OR4X2	0.48
COL9A1	-2.999
PSMD9	-0.75325
ZFP62	-0.108
TIP39	0.2175
PARP15	2.499
TTC19	-0.393375
C1orf114	-2.34383333333333
GFPT1	0.4785
SLC27A6	-3.75075
MRPS10	-0.1389
CALML5	4.38733333333333
TRPM7	0.455
CGNL1	0.543875
CECR1	1.3715
SERPINB8	0.0268333333333333
TMEM102	0.631625
PDIA2	-1.87325
NUCKS1	0.083
HOTAIR	2.25275
EBI3	1.42475
NXN	-1.20225
ZMYND19	-0.567375
FOXJ3	-0.704
EIF5B	0.049
EIF2B4	-0.385166666666667
LEO1	1.011
ZIC5	-2.00083333333333
IL20	0.0953333333333333
KIAA0415	-1.11966666666667
FLJ37357	0.491
TSPAN12	1.89175
ACTR3B	-1.219625
TFAM	0.295833333333333
IL17RD	-1.379875
PARP12	2.39275
KLHDC7A	0.4635
KCTD4	-0.788333333333333
GTF2H1	0.2115
FLCN	0.0186666666666667
BIRC4	1.477125
LOC790955	0.11675
VKORC1L1	0.28225
CYP4F22	1.33666666666667
TAS2R5	0.763
ZNF582	0.9665
HS3ST3B1	-0.066125
CTNS	-0.14275
STK36	1.11233333333333
MMD2	0.79625
RP5-1103G7.6	-0.6745
FLJ23356	0.746
CRH	-0.276
C1orf182	0.964166666666667
ACP5	2.475
AMFR	0.1468
CA4	-2.49525
PLCB4	-0.8625
MPHOSPH10	-0.0525
UNQ473	3.559
G3BP2	1.3765
SR140	0.631416666666667
HOXA2	-0.667
PYGB	-1.216
BAT1	0.291666666666667
DKK3	-1.6925
DDX31	-0.494375
TULP1	-0.102
NHLRC2	-0.322
TNRC4	0.254166666666667
ZNF430	-0.138
TNRC6A	0.532875
PLA2G1B	0.568333333333333
RCHY1	1.90983333333333
GTF2A2	0.0406666666666667
MGC4294	-1.96
ZNF691	-0.28525
TACC3	-0.78925
DNAJC5G	-0.04575
LOC4951	0.42375
MS4A4A	0.71
LOC152485	-0.2835
PPP1R2P1	0.14125
PPP2R5B	-0.6485
RPGRIP1L	-0.17425
SPOP	0.7656
PTPRF	0.152166666666667
MGC42090	-0.5255
SUSD3	3.01425
THOC4	-0.171125
MAML1	-0.4144
FXR2	-0.7
TYK2	-0.26125
MUC6	0.239333333333333
DNAJB7	-0.014
PIP4K2A	0.258928571428571
MEX3A	-0.008
RRP1	-0.06475
TFAP4	0.00625
CXorf41	0.80225
MTMR4	0.780333333333333
CTLA4	2.796
SNX9	0.25475
CIB3	2.9375
NECAP1	0.93175
PLA2G2D	0.3106
GLMN	-0.751666666666667
DCLRE1A	-0.95225
PDX1	0.1615
SAMD11	-0.8625
MRPL55	1.2187
TLR7	2.5815
TBC1D21	-0.206166666666667
SMAD1	0.5435
ACTRT2	0.1855
RIOK2	-0.3625
PDLIM4	-1.673
SLC22A15	1.30466666666667
ABHD13	0.4961
STX18	-0.00229999999999998
CCPG1	0.176714285714286
DCBLD1	-0.124166666666667
SLC2A6	-0.398
NOLA3	0.032
TRDMT1	-0.328071428571429
IL17F	0.1635
ATP1A4	-0.954833333333334
OR52W1	0.2805
CFL1	-0.9065
IL4	-0.849
RBP2	0.6675
CPSF6	0.201125
TTC8	-0.4665
MUCL1	-0.6415
EYA3	-1.312
KRT38	0.34025
GNE	-1.25875
ZNF501	0.2565
SLC35A2	1.749125
CEP110	-0.4508
MYF6	0.7405
MGST2	-0.166666666666667
TRPV4	0.871166666666667
NEK8	0.527666666666667
NOX5	-1.075
NCKAP1L	1.186
EMP3	-1.37983333333333
BPY2C	-0.6985
C1orf38	1.206625
ELOVL2	0.0025
CBX7	0.197083333333333
OSBPL1A	-0.540833333333333
ZNF589	-1.08375
ESCO1	-0.318
TRA2A	0.367166666666667
C3orf26	-0.4675
PHF2	0.51275
PID1	-2.12116666666667
RFC1	0.260625
MTAP	-0.340375
ADORA3	4.97866666666667
LOC389458	0.65
TRNT1	-0.359125
CRIPAK	-1.497
RAI2	0.135166666666667
ANKRD44	-0.0985
GZMB	5.1165
NFE2L1	0.366625
STIP1	0.0543333333333333
RASL11B	-0.4575
NT5DC2	-2.69316666666667
LRP2	0.25275
MTDH	0.861866666666666
ARSG	-0.1825
HSP90AB1	0.116083333333333
CT45-6	-4.409
ZNF483	-0.86125
LMBR1L	-0.08925
S100A2	-2.6502
C2	1.56338888888889
C2orf27	0.6515
EIF4EBP1	-0.51775
GCKR	-2.6385
PPP1R9B	0.954
FER	-0.917
SNRK	-0.0418333333333333
OR5M10	-0.211
UTP6	-0.11075
CAPZA3	0.1875
FBP1	1.44077777777778
TERT	-1.5675
CCL1	-1.0305
FUCA1	0.6325
ALS2CR8	0.0525
KCMF1	-0.1315
SRCRB4D	-0.2915
OXCT2	-0.119666666666667
IL17RA	0.725
MPP5	-0.388125
SPA17	0.7285
FLJ10986	-0.378333333333333
GALNT14	0.62025
CXorf27	-1.0855
NPLOC4	0.129
RAB34	0.21325
KRTAP3-3	1.111
ARSD	2.0815
CPLX2	-1.618
PJA1	1.24675
WHDC1L1	-1.00883333333333
RB1	-0.4789
MTMR15	-0.315
PHLDA2	0.5548
GUCY2F	-0.763
MPV17	-0.5115
SLC35D1	0.484
LYSMD3	0.1104
COL16A1	0.35
ERLIN1	-0.818
JMJD4	0.94775
HIST1H2BK	-3.647
TP53I11	0.855833333333333
ST3GAL4	-0.8441
PF4V1	0.374333333333333
ALG8	-0.17775
REG1A	0.18475
MINA	-0.25825
CYB5R3	-0.312916666666667
HHLA1	-0.81
MYST4	0.8054
VASN	0.08725
UCHL5IP	-0.25475
TFAP2A	0.4640625
MGC9913	-2.744
C9orf97	-0.6185
LOC90379	-0.4435
PHF15	-0.123071428571429
ZNF169	-0.4585
KRT7	-1.9161
GLIPR1L2	0.136
LOC116236	0.9135
IQCF3	-0.02275
RDH14	0.584333333333333
HNRPK	0.279785714285714
RABEPK	-0.461666666666667
ISX	-2.9755
CBARA1	1.734
RAD51AP1	0.27725
MLL5	-0.45275
CXorf48	-3.606
SGCD	-2.61975
PHTF1	0.28875
CA3	-1.11375
CMTM5	-0.09375
STX10	-1.06225
JMJD2D	-0.4765
P4HA1	0.395166666666667
GAB3	0.567833333333333
DHRS4	0.824
COL4A1	1.7164375
C20orf20	-0.786125
OSBPL2	0.378375
PTTG2	-0.729
KIAA1688	1.953
STS	-1.67
SHROOM4	0.175333333333333
KBTBD5	0.065
ALDH1A3	-0.869555555555556
BTNL2	0.2945
TGIF1	0.0325
ZFAND5	0.67475
ICA1	1.51625
NAV3	-3.6345
FLJ12331	-0.76175
EPS8L2	0.6315
MNT	-0.0935
ENTPD1	1.49125
OR51E2	0.738
STK11	-0.4565
MX1	4.547875
TTTY9A	0.611
CX62	-0.47
LOXL4	-1.213625
EXOSC4	0.78625
PURB	0.283357142857143
SETD1A	-0.3205
RELB	1.5755
LAMB2	-0.584333333333333
HNF1B	-0.0616666666666667
PNLIPRP3	-2.228
C14orf139	-1.35
UMOD	0.8165
GRIN3B	-0.68175
GPR25	0.4215
ZNF512B	-1.4715
ATP6V0A1	-0.61825
SRA1	0.250833333333333
ZNF615	1.50975
ZNF768	-0.044
ZNF469	1.525
DYNC2LI1	0.747
DNAH3	-0.603
LOC387911	0.31175
LOC554234	0.319
ARRDC5	1.097
TMEM59L	-1.53966666666667
MARCH4	-2.10025
CNOT8	-0.6565
KIRREL3	-1.18016666666667
ADAM17	0.1875
MYOG	0.37175
CPNE1	0.496833333333333
AK5	0.846125
LOC204010	-1.4125
NDRG4	0.03475
LOC130074	-0.3445
PIAS4	0.5005
NCOA2	1.6175
TEGT	1.1234
USP5	-0.27025
ANKRD21	-2.099
KIAA0692	-0.424333333333333
HAPLN3	1.8065
LZIC	-0.28
NRXN3	-1.46975
CDKN2C	-1.11716666666667
KIAA0226	0.6405
CYB5D1	0.37725
WDR68	0.8284375
ABCB6	-0.7026
MRPS25	-0.5885
ZMAT2	-1.06341666666667
KRT25	0.053
RPL11	-0.926
GRAP	-0.0345
LOC198437	-0.529666666666667
RORC	2.13425
RAP2C	1.34328571428571
MXD1	0.049
AZI2	-0.314333333333333
NUAK2	0.68425
AHSG	-5.976875
MANSC1	2.54075
IMP3	0.356666666666667
C2orf3	-0.438625
VSTM3	4.76725
PCTP	1.04725
SIRT1	1.70125
MANBA	0.535
CD164	1.519
GFRA1	2.4413
PRM2	0.0175
