Hybridization REF	TCGA-E2-A15L-01A-11R-A12D-07
CELSR2	-0.397142857142857
STAM2	1.1864
TNAP	-0.6815
PTPMT1	-0.803666666666667
GRP	7.27
SV2A	-1.71716666666667
MAGEA12	-4.724
CACNG1	2.262
C18orf19	-0.94575
GSG1	-0.868666666666667
PTPRJ	0.692142857142857
FRMPD1	-0.018
ZNF668	0.283
PLEKHJ1	-0.573625
ADAT1	-0.442
TMEM50A	0.5831
UCN3	-0.09
HOOK1	1.97025
IL17B	-1.13
MLKL	-1.6385
TTC14	-0.510166666666667
KLHL5	1.177
CRYL1	-0.1875
FOXH1	-0.1495
NFYB	-0.147875
PPM1G	-0.52625
GOLGA2LY1	-1.766
NMT1	-0.63275
HADHA	-0.2999
CHSY-2	3.20075
PLEKHF1	0.745142857142857
SAGE1	-1.9395
MUSTN1	-0.27825
SUHW4	1.57825
TFEB	0.963333333333333
ZFYVE27	-0.29775
ATG12	-0.258666666666667
BMI1	0.903214285714286
ZIM3	0.623
MYH4	-0.482666666666667
MASP1	-1.76783333333333
KIAA0984	0.8275
RPAP2	-0.4
ASB5	-0.161
BOLA3	-1.3745
MIA3	1.32583333333333
KRT35	0.325
KIR3DL3	-0.3825
MRPL51	-0.70325
SEMA3F	1.7085
NDUFB2	0.0565
LOC253012	2.736
FAM46C	0.1697
G6PC	-3.05928571428571
CSAG3A	-5.2785
PREX1	1.3105
SLC25A45	0.02575
MAPKBP1	0.4693
CPE	0.3295
GNB1	0.001125
CXCR6	-1.091
TRIM46	0.442
C16orf3	0.2125
HPSE	0.144375
TIGD3	-0.2825
SPG3A	1.5005
LCAT	-2.05366666666667
ST6GAL1	-0.835529411764706
POMC	0.64625
FLJ36031	-0.341166666666667
NSMAF	-0.993166666666667
SKIL	1.2325
ADSS	1.10366666666667
HMGCS1	-1.2293
POLR3F	-0.4145
RAB10	0.21575
ZNF277P	-1.048125
ZBTB7B	1.288375
DHRS1	1.184
ABCC13	5.49457142857143
CNOT3	-0.0655
NFKBIA	1.28375
GAK	0.481833333333333
SFT2D2	1.2565
HOXA6	0.1455
CRTC1	0.677625
LY6D	-0.0926666666666667
C20orf72	-1.00516666666667
CPT1A	-0.2165
LMO1	-2.2565
EIF3I	-0.02
PRB4	0.372
MCM3APAS	-2.34475
C20orf132	-0.1908
FOXF2	-1.1005
S100A12	0.19775
MLH1	0.2435
ACTN1	1.4301
MRPL36	0.0135
C20orf106	-0.78625
FBXO6	1.84016666666667
MKS1	-0.2065
CX3CR1	-3.261625
PDE1B	0.7625
PLP1	-4.1585
KISS1	0.0851666666666667
C14orf2	-0.533833333333333
TBC1D3P2	-0.88
COMMD6	1.1213
ANKRD7	-1.69575
PTCHD1	-1.367875
NARS2	-0.5715
DOCK7	-0.113
FAM127B	-0.256125
LOC390243	-0.110833333333333
N6AMT2	0.85225
ZNF391	-0.4245
DNAJB14	0.2005
WRB	0.472
BPI	-0.176
TTC4	-0.495
FAM10A5	0.077
GOT1L1	0.320142857142857
MAGED1	1.1105
RESP18	-0.28675
WFDC6	1.9325
MT2A	-1.539
C11orf56	0.10275
KIAA1432	0.6425
ROR1	-1.726
HSD17B14	2.03366666666667
ZFAND2B	0.113875
SAMD4B	0.282
HEXA	0.026
HNRNPU	0.0977727272727273
USP39	-0.181375
NRD1	-0.58975
R3HDML	0.13675
FLT4	0.394833333333333
OMG	0.381333333333333
OR52N4	0.2615
LOC399818	-0.1415
ELA2	-2.50275
VENTXP1	0.9635
RFC5	-1.134
OR52L1	-0.233
PAX5	0.183
FBXO2	0.67875
GMEB1	0.056
AKT3	-0.182166666666667
CRB1	-1.22233333333333
CTTN	0.419666666666667
UTP15	0.524333333333333
HSBP1	-0.124833333333333
PHF11	1.551
NDEL1	0.338833333333333
USP8	-0.015
BAIAP2	0.365625
SI	0.6428
ARSJ	-0.125666666666667
BAAT	-2.8595
KCNS3	3.10316666666667
LOC126147	-1.095
TMEM37	-0.9335
C1orf162	3.3025
MBD1	0.1929
ITGAL	-0.609666666666667
WDR73	0.2875
GKN2	0.0133333333333333
ARFGAP1	-0.876875
SLC5A8	0.119333333333333
ZBTB40	-0.039
CYP4B1	2.016
LYPLAL1	0.06425
CHST3	-0.11075
MAP3K9	0.359
BTAF1	-1.09883333333333
TFAP2E	0.1085
RBM35B	-0.2055
LOC441251	-0.3335
ANKRD25	0.222222222222222
UQCRC2	-0.155
MAEA	0.3305
HYAL1	-3.7755
RNPEPL1	0.0521666666666667
CPSF2	-0.3325
PSD3	2.3585
ABCA13	0.305875
AGR2	3.674875
GBX1	-1.056
HDLBP	0.989
ACY3	-0.635
HECW1	0.27725
ZNF519	-1.19875
HOPX	3.891875
ZNF304	1.06525
OR12D3	-0.6855
FKSG43	0.11875
METTL1	0.004
MFSD3	0.8556
PSPH	-0.51075
CLCA3	0.1255
DARS2	-0.638666666666667
CDC25A	-2.84333333333333
BAIAP2L1	0.4045
B3GNT5	-0.95225
USP29	0.242
ARHGEF10L	0.6102
ATOX1	0.15825
ADAM30	-0.96625
DNASE1	-0.56125
STT3A	-0.13025
RAB6IP1	0.705
PTN	0.2402
C1orf106	-2.06623076923077
HECA	1.61025
RNF122	-0.31225
SLC22A18AS	-0.889333333333333
GNG8	0.0981666666666667
ELP4	-0.10425
FAM65A	0.174833333333333
RPL10A	0.163333333333333
IRS4	0.5475
MACF1	1.0956
SEC24D	1.11375
LOC374395	0.24375
TGFB2	-0.54525
MDFIC	0.14625
CHRNE	0.542166666666667
PCMTD2	-0.154
ATP6V0D1	-0.259666666666667
MTA2	-0.16425
LZTR1	-0.498
RAP1A	0.1315
AXIN1	-0.608875
POLR1C	0.0325
TRIO	1.30825
PLXNA4A	-1.07175
C5orf33	1.1695
DEPDC1B	-1.392625
ZNF473	-0.203166666666667
MTM1	0.428
GPR107	0.564166666666667
CSNK1A1L	1.1795
FLJ14154	-0.089
NLRC4	3.7805
ENPP4	3.00066666666667
PADI3	-0.822
RNF170	-0.2335
CG018	0.511666666666667
C16orf7	-0.41475
KCNE1	0.02625
NRM	-0.922
SLC37A3	0.0155
TPD52L2	-1.06033333333333
UNC5B	3.391
C12orf12	0.4645
SDHB	-0.3835
CLRN1	0.093
NUDT10	-0.1955
UGT3A1	0.395
FBXW8	0.470375
RHOF	-1.434875
PTPLAD1	0.46525
MYO3B	-0.113
DERA	-0.6495
TPP2	-0.49225
C19orf53	-0.358166666666667
GINS3	-1.285125
ST6GALNAC5	4.8045
CHSY1	0.809
MGC15705	-0.295
GPR83	-0.841833333333334
EXT2	-0.3065
DOLK	-0.15675
TUBAL3	-0.62325
ACVRL1	1.8524
ABL2	-0.247166666666667
C14orf156	-0.797833333333333
PTPRZ1	-2.978375
DIP2C	1.319125
LAMP1	1.5265
RXRA	0.0901
MAP3K5	1.85275
ALKBH1	0.569333333333333
PDLIM7	0.32775
ARL14	-2.101
SNIP1	0.211333333333333
TIMP3	2.93158333333333
RGS3	0.612333333333333
SPAG16	-1.0505
ABHD4	0.694
ARHGEF12	0.708833333333333
GLUD2	0.376
RAC2	-1.5265
UAP1L1	-0.23
SLC18A3	-0.4945
YOD1	-1.56816666666667
RALY	-0.2725
HMOX2	0.444875
DGKH	0.94625
DBNDD2	1.77133333333333
YIPF4	0.410875
THAP10	-0.1565
ZNF513	1.011
HAGHL	0.302666666666667
ITGB4	0.688
CCDC141	-0.8095
YTHDF3	0.1385
C5orf28	1.0625
RPL7L1	-0.631375
TMEM30B	1.55535714285714
ANKRD35	1.6185
DUOXA2	-0.6595
TBC1D5	-0.036125
DFNB59	-0.1085
HRH4	0.718
MYO6	2.7987
DNAJA4	3.12425
RBM24	3.104375
CEACAM20	-1.3
RBM23	0.0432142857142857
NGFB	-0.183
C1orf63	-0.7719
KRTAP7-1	0.535
PERLD1	2.07775
NPB	0.0025
C17orf59	0.8363
HSPBAP1	-0.848
SLC15A4	-0.166
PRTFDC1	-0.7575
OSMR	0.161857142857143
CYSLTR2	-1.4895
C19orf25	0.1902
KIAA1797	0.119
NLRP6	2.543
FAM105B	0.6653
SCRN2	0.5945
LRRC58	-0.2132
RNF17	0.223375
NEIL3	-3.0685
FAM137A	-1.24175
SKP2	-2.27625
PARVA	1.74608333333333
PKLR	-2.044
RNF34	0.401625
A3GALT2	-0.06925
C12orf50	0.412
SUNC1	-2.00875
FAM102B	-0.0466666666666667
CCT2	-0.68025
LRRC37A2	-0.846
ARF4	0.745
SIKE	-0.2535
C8orf48	0.437666666666667
MBTPS1	0.382714285714286
GPSN2	-0.5615
NCF2	2.8895
SLC12A6	-0.213
MRPL48	-0.76375
HMGN3	-0.26
LRRC62	-1.44875
PAX9	0.7375
FAM55A	0.277
C20orf42	-3.67466666666667
SCML2	-2.0356
BCL9	0.51275
FAM40A	-0.1155
C9orf41	-0.388333333333333
ZNF774	1.3275
LETM1	-0.784
PLXNB1	0.880166666666667
NIPSNAP1	0.04225
USP10	-1.03275
F9	0.7185
LIPE	1.36425
CNGB3	0.8775
C12orf52	-0.00825
PI4K2A	0.19975
MED8	0.000999999999999994
STAT4	-0.0964
FGD4	-0.171333333333333
RNF145	-1.9615
WDR32	1.0053
CLDN2	-0.0796666666666667
TCEAL8	1.141
ZMYND8	-0.1839
PDXK	-0.70053125
GATAD2A	-0.9635
PTGES3	-0.598
CCM2	-0.65125
TAP1	0.6215
ZNF670	-0.7405
ETS2	0.0804285714285714
C6orf166	-0.0843333333333334
PRMT2	0.101928571428571
OR4B1	0.4875
INTS8	-0.4715
CCDC102A	-0.3995
CCDC83	-0.964833333333334
ITGA1	1.1329
EPHA5	-1.7947
FAM24B	-1.52733333333333
TSGA10	3.74025
HAL	-2.109
MYOT	0.749
SPACA3	-0.101
BCL2L2	0.0776666666666666
CUGBP2	-0.0548333333333333
CCNB3	2.5315
RNF113B	-0.182
MERTK	0.71325
BAG1	0.71475
VPS36	0.776
ORMDL3	0.7952
C1orf190	0.299
ZNF625	-0.4495
CORO2B	-1.82475
ALOX15	-0.5545
CST1	0.85
NUPR1	2.14583333333333
CCL7	0.30625
SMCR5	-2.6455
DSC2	1.156
RBMS2	0.3675
GRIK4	1.49
TRIM65	-0.1054
TMPRSS6	0.0327142857142857
TP53INP2	0.6085
GLB1L	1.4475
LOC388284	0.4475
PUS1	-1.00328571428571
BCL9L	0.012
OLFM1	-1.41883333333333
RET	-0.62625
MASTL	-1.89366666666667
ALX3	0.05875
IL1RL1	0.0588333333333333
ZNF765	-0.416
C14orf138	-0.4685
SNX10	-0.466833333333333
TAC4	0.619
C1orf64	4.819125
POGK	0.277625
MAPK9	0.51875
ZNF366	3.5565
C8orf79	0.0674
CLDN7	2.5625
OR5AT1	0.495
TRIM37	-1.6045
LRRC25	2.092
GRHL2	2.1421
TEKT3	2.8805
LASS5	0.0845
ABCC4	-2.64981818181818
DLG3	1.5415
VGLL1	0.169
ZFP36L2	2.38216666666667
MFRP	0.0953333333333333
KIAA1799	0.1115
FLJ44379	1.7515
PCNX	-0.55475
ANXA9	2.29
CYP4V2	1.9189
PIK3C2A	0.04625
SRR	1.642
NOL3	-0.28
IFITM2	0.9535
ARNTL2	-2.05175
ZNF595	0.8105
NLRP13	1.1185
ASPH	0.51225
CPA2	-1.027
PVRIG	-2.81516666666667
LEPR	-0.639166666666667
C16orf42	0.305333333333333
SH3BGRL	3.77875
FAM77D	-1.4502
FNDC7	1.2215
C9orf6	0.521666666666667
NOTCH2NL	2.21983333333333
PGBD1	-0.507833333333333
SYNGR2	0.719833333333333
PITPNA	0.0008125
PRPF4B	-0.5064
SLC43A3	-1.45521428571429
NRBP1	0.131
SLC25A22	0.08475
ILK	0.492
SLC22A8	0.893
MRPS7	-0.405375
PITX2	0.4745
FABP3	0.461875
OR1L1	0.1865
LOC728215	1.347375
BLID	-2.1145
KIAA1217	2.62811764705882
TFPT	-0.55175
AP4B1	-1.139
VBP1	-1.3995
OR1K1	0.251
MORC3	0.94025
BHMT2	0.00533333333333334
C3orf10	1.23975
FZD7	0.719833333333333
WFDC10A	-0.1585
PMS2CL	-0.58225
CCDC32	0.768333333333333
FA2H	-1.5875
ALG13	0.3415
TTLL7	-0.5498
SPOCK3	-0.102
SLC13A2	0.8725
AIM1	0.9835
GPRC6A	-0.2525
EGR2	4.5365
MED11	0.77775
WWC1	1.9285
SH3GL3	-4.10775
RIF1	-0.632785714285714
PRLH	-0.167
VLDLR	-0.224
DBT	0.210375
C21orf63	1.57525
CGGBP1	0.02675
KRTAP12-2	-0.566
TADA3L	0.266625
ZBTB16	4.152
PDGFB	1.54675
RFX1	0.622125
UQCRB	-0.5071
LOC133874	-1.2155
HPS3	-2.8335
LGALS3BP	0.0619
DKFZP564O0823	2.64192857142857
MRFAP1L1	0.58
HOXA10	-1.07116666666667
NGB	-0.0175
KIF21A	-0.777384615384615
IFLTD1	0.7185
LZTS1	-0.3125
ARHGEF3	3.1305
RHBDL3	0.0205
CSNK1G2	-0.3145
ChGn	0.113125
KIAA1244	3.0355
GABRB2	-0.117
MGC72080	-1.025
CD27	2.92875
EGLN1	-2.6318
PEX13	0.7725
RWDD3	0.0205
RNF12	-0.168666666666667
GRIN2B	0.011
ADAMTS14	-0.171
DYDC2	-0.15
ATP6AP1	0.7693
NR1H2	-0.0798333333333334
PDK2	0.51075
C3orf17	-0.211
SLC38A2	-0.795785714285714
SLC25A29	0
C15orf29	0.220875
ADAM9	-1.14283333333333
TMUB2	0.255
GPR176	0.0605
AGK	-0.606125
MCCD1	0.716
NDUFA4	-0.0975
TMEM146	0.047
DUSP1	0.87125
UNQ6975	0.641
EMX2OS	3.83625
INSM2	-0.72975
LUZP4	-0.037
SETD6	-1.44125
P2RY2	1.84125
SLC45A2	-1.705
RABGAP1	0.382666666666667
UBXD5	0.542625
GPRC5A	1.957
PAK3	-0.1485
LOC63920	-0.75775
TGFBR1	1.2355
KRTAP6-3	0.1135
SFMBT2	-1.22525
CDC42	0.279875
C11orf35	0.96
TTLL2	-0.67
UACA	1.09958333333333
CD97	-2.0584
SETD5	0.41075
NINJ2	0.458
PTER	0.361
POMGNT1	0.9165
KRTAP4-2	0.068
ECGF1	2.7445
HRB	-0.112
ATP1B2	-0.2723
LOC400506	-0.16575
COL4A3BP	1.36975
C6orf97	2.03
GRHPR	0.734
TAS2R1	2.0595
SEMA7A	-0.32275
EDF1	0.2425
ODF2L	1.2016
PCID2	-0.374833333333333
GTF2H4	-0.6735
ZCCHC3	-0.5525
CGB2	-0.247
NEUROD1	-0.05525
C20orf75	-1.821
RP5-1054A22.3	1.75633333333333
IFNA5	-0.136
ZNF134	0.762333333333333
MGC119295	-0.5705
ZSWIM6	0.226125
SMEK1	0.100166666666667
PCGF2	0.563625
C1orf102	2.8275
CYP2A13	0.2795
KCNH6	-0.7755
MDM1	0.784
ALDH7A1	0.937166666666667
C9orf75	0.17
VDAC3	-0.392375
OR51T1	0.6055
EIF3F	-0.42625
KCNJ10	-0.00287500000000007
LENG8	0.034
EDEM2	0.0198333333333333
CCNJL	-1.37866666666667
DHX37	-1.5635
CRYGN	0.159
AATF	-0.43475
ZNF630	1.610625
E2F5	-0.7155
WFDC13	-1.14275
FTSJ3	-0.75
C4orf33	0.7715
LHFPL4	-3.0205
C19orf56	-0.17325
SMAD4	0.118625
AFM	0.828666666666667
G0S2	-2.1465
FCHSD2	0.2844
RRP1B	-1.3188
EEF1B2	-0.424166666666667
STAT6	-0.522666666666667
ZNF195	-0.68025
GNL1	-0.575333333333333
ZNRF2	0.377
PER3	-0.81825
ASB16	0.2565
C10orf10	1.22392857142857
ADCY8	-2.4886
C9orf58	-1.6065
ARMC10	-0.113666666666667
PSG1	-0.8875
DHX34	0.25125
VARS2	-0.16675
NFIC	1.26875
ITPR2	0.6785
AGXT2	0.726666666666667
OR6K3	-0.506
H2AFZ	-0.440333333333333
MLLT3	1.31975
COX4I2	1.174
CCNT2	-0.013125
PLK4	-1.907875
NUMBL	-0.398333333333333
MED16	0.5315
PLEKHQ1	0.74225
GOSR1	0.298666666666667
BTG4	0.32875
RPL30	-0.284166666666667
IGSF5	-1.25566666666667
IGFL2	3.07266666666667
ELMOD2	1.66216666666667
SHC3	-1.06066666666667
HAVCR1	0.685
DYNC2H1	2.20925
RNF5	-0.268666666666667
C2orf7	-0.12075
NLF1	1.092
KLHL25	0.70475
LRP10	1.4668
KRI1	-0.89975
PUS7L	-0.643333333333333
MGMT	1.137
HOXD1	-0.4195
CSH1	0.1868
ATG16L2	-0.105
FLJ44635	0.3845
CHODL	-0.735
EXOSC8	-0.99975
SLC28A1	-0.4225
MYO7B	-0.931
SEH1L	-0.4094
MTNR1A	0.353833333333333
TSPAN5	0.983
CDC45L	-2.57
AMIGO1	0.4525
ATAD3A	-1.4185
OSGIN2	0.765
PDIK1L	0.828333333333333
DARC	0.32075
PIPSL	0.182
SHMT1	0.17225
CRISP3	-1.4395
POPDC2	2.605
ZRANB2	-0.915833333333333
FBXL8	1.061
TRIP13	-1.26718181818182
EIF5AL1	-1.5405
POU5F1P3	-5.54233333333333
IL6	-3.19166666666667
CXorf38	-0.176
IFNA16	-0.0955
FBXL2	1.49966666666667
BRD1	0.2795
STATH	-0.607
FBXO44	0.500833333333333
MCCC2	2.24525
CDC2	-0.6336
C5orf23	2.3285
IVD	1.12416666666667
C10orf122	-0.63125
MSL3L1	-0.304
MVP	0.517
EPOR	-0.3139
ZMYM1	-0.432166666666667
BCL7C	0.2735
PSTPIP2	0.6816
LYPD1	-2.166625
OR8G5	0.357
ZP3	-0.636833333333333
BCAS4	0.706166666666667
EDG6	-0.055
ISY1	-0.1025
PRAMEF2	-0.2285
CUL1	-0.516125
RNF213	0.2509
CCRK	1.08625
DHX9	-0.11275
C13orf29	-1.083
NCKAP1	0.106333333333333
MRPL43	0.6755
XPR1	-0.43075
PKN2	0.578
PODNL1	1.322
ZNF333	0.413625
DALRD3	1.86475
OPN1SW	-0.4905
BTBD6	0.6375
C11orf82	-1.6895
OR5P3	-0.669
DUSP11	0.06975
L1CAM	-2.0554
NEK11	2.5375
OR7E91P	1.088
CNTN3	1.0928
CREB3L2	0.658
ZBTB37	0.8625
KIAA1324L	0.5515
NDUFB10	-0.054
NUDT2	0.47725
GTPBP8	-0.42075
CACNA1D	3.09175
PRKAA2	2.202
PRDM8	-0.195
MGC16075	-1.09616666666667
KRT14	-0.490071428571429
PP8961	0.844375
MRPL18	-0.32975
ABCG2	-2.61875
PACRG	1.40425
BBS2	0.0835
KREMEN2	-0.506
FBXO21	0.85625
HNRPUL1	0.31575
GRB10	0.213
CLSTN1	1.0525
LMAN2	0.5618
C17orf61	-0.041
NIPSNAP3A	0.59325
INSIG2	-1.3335
PCDHB7	0.321
STXBP2	1.136125
CMAH	1.48183333333333
SEMA5B	-0.82075
ZNF155	0.319333333333333
COQ6	0.8935
PRPF4	-0.57025
TSPAN15	2.4815
VN1R5	0.29075
LATS2	0.70775
SELK	0.44825
PGK2	-0.1405
MS4A1	-1.8135
TYW3	-0.3486
KRTAP5-1	1.06925
RCCD1	-0.385
BTN1A1	0.29575
DDX28	-0.78325
TMEM65	0.0895
LOC92345	0.08275
TTC31	-0.34925
WDR46	-0.709166666666667
CHP2	-1.327
LSP1	0.374875
ZNF542	1.0345
EXOSC1	-0.2745
ARHGAP18	-0.234166666666667
LRRTM4	-0.716428571428572
MAOB	4.50941666666667
CACNB4	-0.36425
MGC33846	2.05625
RANBP3L	3.196125
ATP5L	-0.15
ONECUT1	-3.13
NUDT9	0.91825
TMEM149	0.1645
STX17	0.44125
IGSF10	-2.70925
TMPRSS9	0.519
BMPR2	1.30283333333333
ALLC	-0.0135
KLF7	0.568875
GCC1	0.4473
TIMM9	-0.55025
CDO1	-0.532666666666667
MGC10701	-0.591666666666667
IFI6	-0.282666666666667
FRMD8	0.39525
MGAT2	-0.1785
WBP5	0.961833333333333
CNIH2	0.532
KIAA0907	-0.8531
KCNH8	-0.283
CTSG	-2.48375
GRIK1	-0.0116666666666667
CUL5	0.21325
FRMD1	0.0955
OR9A4	1.264
SYT6	-1.753125
FOXD4L2	0.1455
ANAPC2	-0.163666666666667
OPN5	-1.837
TAF13	0.08125
LYG2	-0.054
GGNBP1	0.479
C11orf40	0.589
OTX2	-1.7145
REG4	-0.253333333333333
EIF5	-0.3515
PALB2	-0.8865
SEPSECS	0.1755
RNASE3	0.07225
TRIM49	-2.6435
POLR2K	0.4075
GPR42	0.068
C8B	-2.4515
SASS6	-0.784
PREB	-0.685166666666667
OR3A3	0.341
TUBA8	0.16875
IGLV2-14	-2.819
STIL	-1.84125
ANKFN1	-0.425666666666667
NME7	-0.58425
HOXC12	-0.9695
UBE2C	-1.2635
FHOD1	-0.750375
CDK2AP1	0.718916666666667
OR6K2	0.0885
DHPS	-0.09725
RPL5	-0.346333333333333
TRGV5	0.2675
LOC541472	-0.4505
HCCS	-0.3318
DENND1B	3.535
LHX3	-0.5995
OR5D16	0.252
CXorf57	-1.5615
IRF2BP1	0.479
NDST2	0.584166666666667
LCE3D	0.039
BOLL	0.2885
SYT3	-1.057
PIH1D2	0.29825
C20orf7	-0.775666666666667
IL1R2	0.390666666666667
SLAMF9	1.793
PPME1	-0.05875
PIK3CA	-0.165
TRAPPC1	-0.0605
COLEC10	-0.428666666666667
SLC9A6	-1.39016666666667
PDDC1	-0.388833333333333
CCDC53	0.26775
GK3P	-0.27575
DAZL	-2.04275
BRI3	0.08125
SDK1	0.4595
CYP2C18	-0.15475
IFI44L	0.58175
RPL3L	0.175
FUT9	-1.6072
KIFC2	-0.393333333333333
PMP2	0.085
SLC4A9	-1.3165
PLAG1	-2.243
MYCBP2	-0.129666666666667
OR4E2	-0.005
CCDC65	0.6825
C16orf82	-1.121125
ENTPD4	0.467875
BRP44L	-0.210375
PMP22CD	-0.09675
TMCO4	1.298
KCNN1	-0.825333333333333
WDR35	0.48375
CCDC80	1.97475
C3orf31	-0.37975
SLC7A9	-0.55875
TMEM190	0.0335
DBC1	-1.88616666666667
FADS3	-1.798
PDZD8	0.3035
GRM5	0.525142857142857
AZGP1	4.7346
PEX3	0.4385
MED1	-0.164785714285714
ATG4C	-0.859333333333333
HNRPH3	-1.067
FAM109B	3.05475
C4orf17	0.4225
CA10	0.11425
OPRD1	0.231
CCL16	-1.037
SACM1L	-0.5535
CST6	5.75175
CD63	0.9749375
LGI1	-2.054
ZNF784	0.5785
CRYBB1	-0.6935
CX3CL1	0.7179
TOP2A	-1.2
GYPB	-3.48416666666667
GADD45GIP1	-0.74075
FEN1	-1.426375
IGF1R	1.3899375
WDR72	-2.74083333333333
PURG	-0.334333333333333
DEFB126	0.41075
PKD1L1	0.42725
CAV1	-2.2875
GNPDA2	1.2067
DGAT2	-1.838875
NLGN1	-5.01
STRBP	-0.177
HPRT1	-1.26883333333333
FANCI	-0.81925
PSMA7	-0.26225
DBF4B	-1.14066666666667
TTF1	-0.289
RAD54L	-2.3325
ELOF1	-0.1635
PLAGL2	-0.61025
ZNF256	0.349
HMGCL	0.994
MSI2	-0.290333333333333
RPESP	3.76833333333333
C11orf60	0.381
ABCD1	-0.5985
ACAA1	0.7832
SPARCL1	5.26121428571429
IL6ST	1.0634
ZNF319	-0.416
TMEM109	0.2683
FAM90A1	-1.15483333333333
IL22RA1	-1.135
ATP4B	1.126
TEC	-1.07216666666667
C7orf30	-1.08625
TXNDC2	-0.4455
ABCB4	-0.665
KIAA1191	0.343125
C9orf38	-0.005
SFTPB	0.0632857142857143
CNTNAP2	0.467583333333333
FRK	2.271
TBX19	-0.23375
CHD4	0.1805
C6orf26	-2.37583333333333
MOSC2	1.5965
IKBKE	0.38325
HIF1A	-1.5345
LOC595101	-0.4495
RELA	0.322333333333333
TMEM16B	-1.35733333333333
ABHD12B	-1.76925
TSEN34	0.277
KIF18A	-1.9615
TXNDC9	-0.0448333333333333
SPATA2L	0.3805
SEMA4G	-1.3115
C21orf91	-1.537
MATN1	-0.265
KCNIP4	0.418166666666667
TUSC1	1.644
OR4C15	0.38875
ARMCX6	1.01375
WBSCR27	-0.210333333333333
OR52I2	0.5955
KIAA1604	-0.6195
DYNC1I1	0.225125
PPP4C	-0.45175
SLC47A2	-1.57433333333333
TREH	0.022875
CD48	-0.27
ST14	1.975
PKN1	-0.55275
SPON2	3.50725
XBP1	3.99358333333333
SFRS12	0.643
EFCAB6	3.67425
SELT	0.43875
SLC39A2	-0.0165
ERF	-1.1495
ARL3	0.781125
SURF6	-1.1289
MLLT10	-0.982333333333334
FLJ11171	-0.21
TDGF1	-4.806
ERCC6	-0.00825
EIF2AK4	0.682
BAZ1A	-0.0565
LRRN3	-0.095
TMC3	0.5675
EFTUD1	0.46875
PTPRO	1.1434
CLEC12A	0.42125
ACBD4	0.650125
ZDHHC14	-1.268
OTUD7B	0.5525
ACTB	0.8474375
MSRA	0.1685
LCE5A	1.369
IFI35	0.07
BSCL2	0.373166666666667
ANKRD12	0.481
CFHR2	0.18025
RGAG1	0.956333333333333
HSFY1	1.132
SLC30A5	0.98625
IMPG1	-0.5815
GPR109A	0.629
ZNF185	-0.09425
IYD	0.3975
NPCDR1	0.161
SERPINA13	-0.5145
HMGCLL1	-0.6715
NEUROG1	0.886333333333333
UBQLN1	0.122625
LIN37	-0.22975
SOCS2	-2.897125
DSCR4	-2.22628571428571
XKR6	-0.8445
GPR142	0.461
KRTAP13-3	0.371
CCDC15	-0.311166666666667
MOS	0.138
CD1E	-1.0565
OFCC1	0.132833333333333
FAM83D	-2.05525
SRFBP1	0.27275
C9orf96	-0.163
DHDH	-1.1835
CCDC90A	-0.7185
RABL3	1.58735
CD320	-1.5865
ANGEL2	0.501416666666667
MRPL21	-0.60225
SMG6	0.351
INSR	1.7168125
FLJ14816	-1.083
GLRB	1.11766666666667
C9orf89	1.1745
CIZ1	-0.455375
URG4	-0.243666666666667
LRDD	-0.8125
CBY1	1.214
NFX1	0.1425
MTERFD2	0.241642857142857
C19orf23	0.393
PGC	-3.128875
IER3IP1	0.627
RASAL2	1.00516666666667
C1orf89	0.70675
SYNJ1	-0.7585
NFKBIE	0.8955
FLJ40125	-1.6325
TCEB2	-0.4193
NOG	-1.3525
POLR2J2	-0.576333333333333
HLA-B	1.604
PCDHA1	-1.0535
PPP2R2B	-2.18275
ARHGEF17	1.16016666666667
TCF7L2	0.502642857142857
CHD5	-0.6175
ZNF431	-0.422125
TBC1D25	0.04025
ZNF800	-0.05025
SCUBE2	5.30545454545455
MYCBP	0.430833333333333
GPX5	-0.027
C6orf129	-0.185333333333333
QSER1	-1.069
ULK2	2.34325
PIGO	0.660333333333333
NRCAM	-2.27876923076923
SLC35E3	0.570875
CSRP2	-0.07025
HYPE	0.19425
MAPK15	0.1645
MGC14327	-0.01125
TIMM13	-0.4075
ZNF462	1.034
GBA3	1.052
TEX13A	0.4495
MCM6	-1.11677777777778
MTRF1	-0.916
ABCA7	-0.3535
EIF4A2	-0.03725
ZC3H10	0.9718
RPGR	0.00616666666666671
C20orf94	0.34025
RP1L1	0.299
GPR125	-0.14675
USP22	0.506357142857143
OR1L4	-0.065
MLZE	2.014
FLJ32065	-0.033
PTCD1	-0.5335
CRTAC1	0.1675
BXDC2	-0.37675
C18orf1	2.85166666666667
FAM107A	1.20171428571429
EFNA3	0.07675
P18SRP	0.3347
CAMKK2	0.794083333333333
KIAA0649	-0.0715
NES	-1.9465
HS6ST3	-0.48675
PON2	0.5485
TCP11L2	0.18125
CLEC4A	1.72575
PRR12	-0.076
MLXIPL	-2.1075
C2orf50	-0.1805
ZNF28	0.94225
ENC1	2.70183333333333
MAP2K1	-0.624875
FKSG2	0.63025
KIAA0430	0.84475
PTP4A1	-0.374555555555556
GPR156	0.9245
GTF3C6	-0.34
UBR2	0.0857
LOC388272	-1.77575
MAK	1.4555
ACOT4	3.25075
STC2	-0.980583333333333
