Hybridization REF	TCGA-C8-A1HL-01A-11R-A137-07
SPAG4L	-0.011
COX4NB	-0.19775
SAPS1	0.6395
APOA1	-3.57725
TATDN1	-1.48216666666667
C10orf82	0.20875
KPNB1	-0.82625
FOXO3	0.886166666666667
CRYBB2	-0.551
ZBTB5	-1.10966666666667
SLC25A38	0.89775
DCTN2	0.176166666666667
IFT20	1.091
CTHRC1	2.474
C1orf31	0.19275
UHRF1	-0.0763125
GPC6	1.6025
C10orf54	2.09575
MCF2L2	0.708833333333333
WNT9B	0.481
OLA1	-0.548125
FAM120B	0.64175
TTLL10	-0.375
CYorf15A	-4.5375
RELN	-2.4881
SCN2B	-0.0169166666666667
MFHAS1	-1.288
NKX3-2	-0.668666666666667
RASGRF2	0.132
SSBP1	-0.450666666666667
KPNA6	-0.287357142857143
LOC389118	0.4615
HS3ST4	-1.7024
SUPT7L	-0.17875
FLJ32658	-0.77825
IGFBPL1	-0.81575
KIAA1641	-0.5778
SHKBP1	0.3995
CSF1R	4.44475
NAGK	0.71125
MYL2	1.2505
HIST1H4C	-2.395
TOMM7	-0.9315
ADAMTSL3	1.0946
TNFSF14	-1.26875
PRRT2	-0.062
VTA1	-0.53875
AOAH	2.865
CRISPLD2	2.10807142857143
PNN	-0.9126
TA-NFKBH	-0.11825
ESPN	-0.18825
RBM43	-0.4775
KIAA1267	-0.45025
DDX3X	0.296888888888889
KIAA1576	-4.257
PLXDC1	4.77033333333333
FLJ25801	-4.47775
HNRNPL	0.58325
RUNDC3A	0.730833333333333
CASP12	2.3215
SH2D5	-1.6785
RPL26L1	0.0525
OR51A7	1.0865
HDC	2.1715
C2orf16	-0.965333333333333
SYTL3	0.8405
GOLGA4	-0.13875
NOTCH1	0.391
ATPAF2	-0.16925
ECD	0.46675
SSX5	-1.8485
SNAP91	0.0375
OCA2	-4.70066666666667
PNPO	-0.32
DAPK1	-0.316333333333333
PINX1	-1.2755
SELENBP1	2.41925
NEK3	0.723
TMED4	0.0994285714285714
SSTR4	0.3705
FOSL1	-2.5084
CD40LG	0.9125
CES1	-2.15108333333333
DCI	1.013
B3GAT3	0.180166666666667
STK17B	-1.04625
CNTN6	3.527
CYP3A4	1.7235
MBOAT2	1.11014285714286
PISD	0.043375
USP1	-1.912
PYDC1	3.2805
CENPM	-0.118625
SAR1B	1.384
TTC7B	-0.602
DP58	-0.353
GPC1	1.25575
RBL1	-1.265125
TMEM137	-1.4395
TOB1	-0.118333333333333
TCEAL1	-0.538
CENPF	-0.483090909090909
C6	1.53083333333333
PRSS1	-2.416
PPIL6	0.1725
C6orf124	-0.633
ODZ4	1.6645
SNCB	-0.15325
NDUFB9	-0.173125
CNOT6L	-0.345666666666667
S100A9	1.01933333333333
TRIM50	0.02
KCTD1	2.1837
WDR63	-0.22325
SPEF2	1.33775
RNGTT	-1.02616666666667
CXorf22	-0.5945
KCNK16	0.62625
CEP250	-0.967125
ATPBD1B	0.259
KCNJ2	4.26225
MT1B	-0.7125
ZNF684	-0.453
SLC4A1	0.679
PDHA1	-0.74825
ZNF492	-1.18925
TKT	-0.834
BYSL	-0.46625
RNF38	-0.657375
AHDC1	-0.67
KLHL2	0.119125
CMTM8	1.968
DMP1	-0.695
HERPUD2	-0.031125
CRTAM	3.4285
ZNF572	0.11475
TMEM16J	0.6935
HSD17B2	-4.20725
UBE2G1	-1.080875
AHSA2	-1.4565
PELI2	-1.213
TPX2	-0.26075
ATP9B	1.18083333333333
DAZAP1	-0.2175
HMGCS2	0.633333333333333
C17orf38	1.31275
B9D1	-0.34975
NKX2-5	-1.76766666666667
KIAA1276	-0.65875
LILRB2	3.414
CSTF1	-0.228166666666667
BTN2A1	-0.225
C15orf48	6.173
IGF2BP3	-4.38375
FAM113B	-0.271833333333333
HRG	0.096625
ZNF131	-0.89525
USP47	0.927571428571428
CCDC88B	-0.575125
HCN1	-1.4125
HTN1	-1.474
SYCP3	-0.543
C13orf23	0.291
PAPOLA	-0.212875
AATK	0.0362
MSH3	-0.737333333333333
NDUFAB1	-0.832
ITLN2	1.4135
BAK1	0.814166666666667
MRPL45	-0.741
MTNR1B	0.544333333333333
LOC645843	3.089
SPECC1L	-0.100375
PGCP	-0.15325
SPN	-1.277875
GPR143	-0.459166666666667
ZNF576	-0.336333333333333
TMEM39A	0.3117
ATP5D	-0.469166666666667
MAGEB3	-2.5555
RPS5	-1.565
ANP32E	-0.887928571428572
MTMR1	0.135
YEATS4	-1.57275
SYNGAP1	0.22675
PCOLCE	-0.283166666666667
MNS1	0.1185
PCYT2	0.167
ZNF182	-0.0725
LAX1	-0.488625
SPPL2B	0.4235
ELOVL5	0.9307
PCDHAC1	0.328
B4GALNT1	-1.3375
BLOC1S2	0.369
ZNF673	-0.7569
ARHGAP21	-1.07683333333333
IRX5	3.108875
LRFN5	0.4365
FAM7A1	-1.494
RAB19	1.291
GINS1	-1.285
ITM2B	1.0365
PAPSS2	-0.0398333333333333
OR5BF1	0.577
ACSL3	-0.21325
KIAA1919	0.112
GLT8D2	2.754
UTRN	0.456357142857143
CNN1	0.7095
HISPPD2A	0.298666666666667
SDAD1	-0.551375
SIGLEC9	2.06733333333333
RPL35	-0.00657142857142857
C22orf26	0.596
IMPDH2	-0.703
WDR69	-1.17533333333333
SEC14L5	-0.190166666666667
CLTA	0.5065
RP11-529I10.4	0.63375
GPR37L1	0.5985
OGDH	0.015
ASB13	0.697166666666667
ZFP14	0.0235
ZCRB1	-0.1725
KPNA3	-0.6445
HSPA1L	1.9375
RHOC	1.113
LOC554175	0.9535
PPP3CA	0.5451
SLC1A7	-0.8078
ZNF529	-0.9935
RBED1	0.708
DDB2	0.51825
FLJ11286	0.201666666666667
SPATA1	1.117
MKNK1	0.536666666666667
DYSF	2.29166666666667
ALKBH2	-1.03675
NKD1	-3.58016666666667
C1orf174	-0.7865
PLEKHO1	0.817666666666667
ASB10	0.45925
RING1	-0.148833333333333
NPC2	0.33825
AVPR1B	-0.1675
YTHDF1	0.0138333333333334
LMAN1L	0.687
GSG2	-0.506
CEP170	-0.9469
RPS4Y2	-5.16975
MSH6	-1.578
HECTD2	0.840666666666667
ZNF556	-4.0095
PLEKHC1	-0.9889
AIRE	-0.0535
BCL2L10	1.70175
LMOD3	-0.402333333333333
ZBTB8	0.7311
FOXA2	-3.8661
SLCO2A1	3.57475
C3orf46	0.934
PRDM16	-0.139666666666667
TMEM98	-0.39125
FRMD5	-3.5125
PDE6C	-0.618
C1orf216	-0.0803333333333333
EP400	-0.384928571428571
PTK2	-0.09425
RNF217	-0.9485
NDUFA8	1.1025
ZFAT1	0.10875
LAMP3	0.1835
GLTSCR2	0.418875
NPW	2.715
LLGL2	1.7822
PPM1K	-0.439
C20orf177	-1.07
KIR2DL4	0.2899
NFKB2	0.88675
C21orf122	-0.0603333333333333
HESX1	-0.88525
GPR114	-0.2325
SLC25A35	0.2535
GNAT1	1.454
ORAI3	0.7605
FAM76B	-1.0605
TMEM99	-1.3095
TRIM29	-1.3866
CDS1	2.5115
RHEB	-0.3025
C4orf27	-1.2335
RAB3A	-0.42325
OTUD6B	-1.5475
GPD1	0.19275
CDH15	-1.33
NPM1	-0.872785714285714
TMEM117	-0.37075
PRPS2	-0.049
GCK	0.3875
ADRA2A	4.07783333333333
TSPYL4	0.0995
TASP1	-0.49225
WDR19	-0.270333333333333
C10orf38	-1.1125
PDE4C	-0.673666666666667
FYB	-0.7174
C1orf55	0.8505
PPFIA3	0.82125
RAD18	-1.29675
C12orf44	0.343166666666667
CRYBA4	0.0185
HVCN1	1.6005
TAF10	0.773
C16orf48	-0.0216666666666667
DEPDC5	0.889666666666666
LTBP1	-0.745
MAPRE1	0.3945
FGF8	-0.146
C3orf52	3.886375
SENP7	-0.499833333333333
LRRK2	0.32325
RUNDC2A	-0.3205
KIAA0355	0.606333333333333
CPEB1	-3.07
PPEF2	-2.2715
ABI2	-0.535833333333333
KIAA0317	0.37725
ATF1	-1.07683333333333
DYNC1H1	1.74825
DIP	0.51525
TMEM33	-0.357833333333333
POLDIP3	-0.4275
C7orf24	0.6855
GPR171	2.17525
CDC6	0.831
PLD1	-1.0154
ITFG2	0.4887
NDUFC1	0.2495
AKNA	-0.48325
NBR1	-0.069
PKHD1	0.331875
HPS4	-1.0617
MAFA	0.62275
ULBP3	-0.57225
DIRC1	-0.205
IMMT	-0.678125
C22orf13	0.340833333333333
CEL	0.299
MARK3	0.39775
ADAMTS2	0.958916666666667
ARPC3	1.6005
TMEM10	0.507875
NPHS1	0.62475
BRD8	0.2
WDR12	-1.19275
IDI2	0.039375
HOXD13	-2.6145
OR8G2	-2.61175
SLAIN1	-4.08925
GABRQ	-0.20225
NR2C2	-0.233
NKTR	-1.1214
TLE2	1.729
KIAA0892	-1.44316666666667
AURKA	-0.991181818181818
GPRC5C	0.917833333333333
TBC1D9B	0.822625
PNPLA6	0.00916666666666666
AP3B1	0.45075
NAG	-0.0545
C11orf68	-0.339
AKR7A3	3.40125
AHCYL1	0.2305
COP1	1.06533333333333
RPP14	0.0279166666666666
PCDHB18	1.0355
CDH24	-0.13775
KRT17	-2.0751
LACTB2	-2.0065
DDX24	-0.0163
PHACTR1	-2.31866666666667
SLC35E2	-0.19475
LOXL1	-0.60225
IQSEC2	1.146375
RGSL1	0.5325
PCDHGC5	0.623
MEGF10	0.082625
PRRX1	1.0815
ASTE1	0.659
C6orf159	-1.41075
MYOD1	0.3635
GAA	0.173
ZNF747	1.56375
KLRC1	-1.363625
IL1RL2	0.7325
GDF9	0.7355
GPR119	0.4225
TRAF2	1.048
HCK	3.5915
BMP6	-1.96775
IL8RA	1.377
FLJ35848	-2.70225
EFHA1	-0.01525
CDSN	-0.619666666666667
C14orf54	-0.8105
LSM3	-0.16125
ZFP41	0.335
C9orf126	-1.93233333333333
VIT	-2.466
SPCS3	-0.24125
DEF8	-0.8508
CHAF1A	-1.63366666666667
C1orf165	-0.956333333333333
ZFPM2	1.07016666666667
FTH1	-0.353
SLC35F1	-0.43575
YWHAH	0.70175
C17orf66	0.28
ADRB1	-0.43
FOXL1	-0.588
RG9MTD3	-0.753
UMPS	0.00687499999999999
MGC13008	0.368
KIAA1161	-0.6475
CCDC77	-1.44225
C12orf65	0.00459999999999997
COG4	0.2165
RCP9	-0.786833333333333
RP4-692D3.1	2.6935
CDC2L5	-0.59625
MGC7036	0.617166666666667
DNAJC11	-0.2065
GDF2	0.0456666666666667
TIMM17A	-0.41225
HNRNPA0	-0.0596
OR2H1	-0.32775
PCBP1	0.12725
COL23A1	-2.03925
LRRC2	-0.841307692307692
NSD1	0.876214285714286
FLJ37078	0.24375
WDR91	-0.128166666666667
TMEM179	0.499
DSCR10	-0.8375
CNDP2	1.1997
FYN	-0.753
BEX2	-1.21883333333333
KCND3	0.19375
YPEL5	1.134
LRRC42	-1.56766666666667
C17orf45	-0.468875
ZNF649	0.2489
LOC150763	1.906125
COL5A2	1.89016666666667
CNGA2	0.0465
ELA2B	-1.09316666666667
RAB9B	-0.4895
FAM100A	0.30975
NAIP	0.00678571428571433
MYOZ2	-0.32425
SPATA12	0.42
XRCC4	-0.86725
CYB561	2.4621
CHST10	0.8635
BAI1	-1.29133333333333
BRSK1	-0.0251666666666667
C17orf89	-0.83325
PDE6H	-1.075
FLJ20309	-0.3022
MAP7	1.054625
SCN4B	1.805
SPAG9	-1.5003125
SERTAD1	1.21466666666667
FLJ21963	-1.363
ANTXR1	0.2819
TMPRSS13	1.78116666666667
ETV7	2.86033333333333
DGAT1	0.816333333333333
NKIRAS1	-1.00183333333333
TAC3	-3.47825
CORO1C	-0.45175
RAD54B	-0.856
HRASLS3	1.58616666666667
C21orf42	-0.231
BARD1	0.011
ZNF177	-1.93433333333333
MIP	0.6715
ZNF442	-0.0655
F2	-3.5637
GRIA1	-0.5165
GALNTL2	0.766166666666667
WNT5A	-2.3282
LENG9	0.345
hCG_25371	-1.209
FOXR1	-0.3435
TRA@	0.5985
PWWP2	1.694
C1QTNF7	2.83133333333333
SLC7A4	3.2
C4orf7	-0.82325
C17orf80	0.230166666666667
KLK4	0.450166666666667
IL31	0.3815
TMEM176A	4.20825
CTNNB1	0.36975
BHLHB2	-0.10325
TMEM185B	0.966833333333333
ARD1B	0.83675
C1orf93	1.922
BRUNOL4	-0.138333333333333
LOC541469	1.0695
UPK2	-0.572
GAS8	2.2065
PATE	0.4565
IMPACT	0.428875
WNK4	0.732833333333333
HNRPLL	-0.833125
GAD2	-0.43925
ITGA6	1.011
BMP15	0.3375
CYP2A7	3.603875
RIC8A	0.69875
CCND1	0.628
USP35	1.082
DSCR2	-2.19875
CCL4	4.74066666666667
ZCCHC10	-0.013
NOL11	-0.212
TRPM2	3.19608333333333
PSMD2	-0.717272727272727
CHTF18	-0.27425
USP18	0.866875
RRAS	0.335375
LAMC3	-0.964
TOX	-4.103
PCDH15	-0.535
GABRG3	-2.602
NUDCD2	-0.679875
SGCZ	-0.7445
KCTD17	0.1615
SPSB2	0.9805
TPPP3	3.77583333333333
CILP2	1.54016666666667
CALB2	1.11075
CEBPZ	-0.853166666666667
ZNF479	-0.72825
FMOD	4.18216666666667
C21orf66	-1.56685714285714
CLN6	1.51066666666667
ANAPC1	-1.342125
SH2D3C	2.94975
PTPN14	-0.3946
TRIM42	-0.6665
APTX	-0.39125
SNRPG	-0.0325
BMS1	0.16775
MAGEA3	-4.026
NFATC3	-0.23725
LRRC45	1.44566666666667
ARS2	0.420714285714286
LRIG1	1.69533333333333
EPSTI1	0.385
PRSS27	-0.38875
ERC2	-1.61925
PRKACB	3.62778571428571
PRDM13	-4.414
HCG27	-0.41825
KLK12	-3.5675
HSD17B7	0.0306666666666667
ZNF354A	-0.0185
PCDH11X	-0.1535
DMGDH	-0.99325
PCBD2	1.0535
TMC6	-0.106125
RIMS1	-0.098875
SF3B2	0.553333333333333
RCN1	-1.29233333333333
CPB1	4.95025
BCAR3	1.28925
FCRLB	0.10425
PAK1IP1	-1.24125
OR10H1	0.305
KIF9	1.3837
PITPNM2	-0.890875
L3MBTL4	-0.447
TGFB1	0.3317
ZXDC	0.43375
SLC6A16	1.01875
SRrp35	-2.335125
LRRC8E	1.69425
PPIAL4	0.587083333333334
EOMES	0.628166666666667
PAX2	0.835
SCARF2	0.1245
PSEN2	2.22058333333333
PCDHB13	0.71875
C10orf28	-0.326125
DHRS7B	1.03942857142857
C1orf131	0.522
ASB1	-0.4791
ZNF223	0.166666666666667
LCMT2	0.969
MEP1A	-0.92325
TMEM53	0.9575
RSPH3	1.844
C10orf33	-0.4105
LOC644285	-0.3285
PTPN9	1.084
ABCA12	0.35
CCDC37	-1.67425
RUNDC1	0.8207
YES1	-0.904833333333333
FAM120AOS	0.46875
OR5M3	0.0885
PPP1R3F	0.289833333333333
IL13	-0.131333333333333
MDFI	-1.1375
PRNT	-0.139666666666667
ZDBF2	-1.1015
OR10C1	0.638666666666667
CLIC1	0.232166666666667
LILRA5	0.4785
CSAG1	-3.74633333333333
TREML2	-0.925
FAM125A	-0.228666666666667
ZNF74	-0.7655
FAM104A	0.677125
LRRC39	1.672
SAMD5	0.041
HYAL2	1.68675
HIST2H2AC	1.049875
IGFBP5	2.5135652173913
NRTN	-0.789333333333333
KIAA0556	0.4581
FAM29A	-1.96116666666667
JMJD2A	-0.974
EPHB1	1.576
POLD4	1.8855
ANAPC10	-0.5485
LRRC36	1.152
MEGF6	0.56675
LPHN3	-0.758333333333333
BMP10	0.498666666666667
C21orf55	-0.4555
CREM	-0.8923125
PTGER4	-0.0155
METAP1	-1.092375
KCNQ1	1.87033333333333
NR2F2	0.56775
SSFA2	-0.0745
CTTNBP2	-2.68225
BCL2A1	-0.561125
ZBTB24	-0.584875
SLCO6A1	-1.60825
PRDM1	0.8362
OR7D2	-0.720666666666667
CCDC47	-0.919
LOC646982	1.931
SLC26A6	-0.0291666666666667
BIN1	-0.7662
SRRM1	-1.30721428571429
PCSK1N	-1.748875
ALS2	-0.2292
ECT2	-0.581631578947368
CACNA2D2	3.44975
DOCK6	0.85725
C10orf119	-0.0755
FATE1	1.1785
DUSP23	2.2375
TRIP6	-1.42878571428571
NUP35	-0.2995
CDH3	-1.223
KLHDC8A	1.90175
C9orf116	1.1225
EI24	-0.6695
CENTD1	-0.550333333333333
RWDD2B	-0.0853333333333333
DOCK1	1.3625
NPAS2	-0.693625
NR3C2	1.042
FAM63A	1.323
INPP5F	-0.0146666666666667
FAM111A	-0.1712
MYBL1	-2.08825
IQGAP3	1.37766666666667
CRADD	-0.879666666666667
DUSP12	-1.1515
PDZK1IP1	4.07925
VASH2	-2.10925
CTR9	-0.2515
VIL1	-4.03
OR8U1	0.393333333333333
CCDC107	0.2595
PTTG1IP	0.168
OR4X2	0.784
COL9A1	-3.3205
PSMD9	0.012
ZFP62	0.409
TIP39	-0.1645
PARP15	-0.434
TTC19	-0.73
C1orf114	-2.502
GFPT1	0.968
SLC27A6	-1.59375
MRPS10	-0.4652
CALML5	4.48933333333333
TRPM7	-0.8195
CGNL1	-0.392875
CECR1	1.1395
SERPINB8	0.279166666666667
TMEM102	0.6885
PDIA2	-2.9225
NUCKS1	0.413166666666667
HOTAIR	-1.441
EBI3	0.2255
NXN	0.5815
ZMYND19	0.5245
FOXJ3	0.9275
EIF5B	-0.2618
EIF2B4	0.558166666666667
LEO1	0.88075
ZIC5	-2.01075
IL20	2.7525
KIAA0415	0.49
FLJ37357	1.643
TSPAN12	1.253375
ACTR3B	-0.88425
TFAM	-1.4355
IL17RD	-1.407875
PARP12	1.3045
KLHDC7A	0.674
KCTD4	0.301333333333333
GTF2H1	0.05275
FLCN	-0.478333333333333
BIRC4	-0.2785
LOC790955	-0.05
VKORC1L1	0.62175
CYP4F22	-0.410666666666667
TAS2R5	0.3955
ZNF582	0.6955
HS3ST3B1	-0.71375
CTNS	-0.238
STK36	0.988833333333333
MMD2	-0.2255
RP5-1103G7.6	0.9725
FLJ23356	-0.281
CRH	-1.713
C1orf182	0.935666666666667
ACP5	2.59933333333333
AMFR	1.255
CA4	-2.424
PLCB4	0.92475
MPHOSPH10	-0.062
UNQ473	3.792
G3BP2	0.149333333333333
SR140	-0.127083333333333
HOXA2	-0.476
PYGB	0.435
BAT1	0.365666666666667
DKK3	-0.0743333333333333
DDX31	-0.443625
TULP1	0.2605
NHLRC2	-0.323
TNRC4	0.239666666666667
ZNF430	-0.78325
TNRC6A	0.176875
PLA2G1B	0.115166666666667
RCHY1	-0.391666666666667
GTF2A2	-0.2685
MGC4294	0.6515
ZNF691	0.096
TACC3	-0.379
DNAJC5G	-0.14125
LOC4951	0.26275
MS4A4A	-0.5925
LOC152485	2.1315
PPP1R2P1	-0.61975
PPP2R5B	0.60675
RPGRIP1L	-0.66375
SPOP	-0.1066
PTPRF	0.805583333333333
MGC42090	0.1505
SUSD3	0.55525
THOC4	-0.247625
MAML1	0.8931
FXR2	0.1055
TYK2	0.163625
MUC6	2.443
DNAJB7	-0.6595
PIP4K2A	-0.770357142857143
MEX3A	1.065
RRP1	-0.003125
TFAP4	-0.36725
CXorf41	0.079
MTMR4	0.791833333333333
CTLA4	-1.2165
SNX9	0.4845
CIB3	2.3395
NECAP1	1.16575
PLA2G2D	-0.0354
GLMN	-1.87883333333333
DCLRE1A	-0.52525
PDX1	-0.5275
SAMD11	0.78025
MRPL55	1.7362
TLR7	2.36375
TBC1D21	0.058
SMAD1	1.2506
ACTRT2	0.6485
RIOK2	0.07825
PDLIM4	0.20325
SLC22A15	1.097
ABHD13	0.4931
STX18	-0.0878
CCPG1	-0.131142857142857
DCBLD1	-0.479666666666667
SLC2A6	-1.2735
NOLA3	0.22925
TRDMT1	-1.48671428571429
IL17F	3.775
ATP1A4	-0.1255
OR52W1	0.555
CFL1	-0.09925
IL4	-0.71175
RBP2	-0.5352
CPSF6	0.435875
TTC8	0.664333333333333
MUCL1	5.089
EYA3	-1.74083333333333
KRT38	0.4485
GNE	-1.7115
ZNF501	0.38925
SLC35A2	0.728625
CEP110	-0.9861
MYF6	1.14175
MGST2	0.685666666666667
TRPV4	0.6275
NEK8	0.199666666666667
NOX5	1.8355
NCKAP1L	0.193
EMP3	-1.54566666666667
BPY2C	0.671
C1orf38	0.215625
ELOVL2	-2.998625
CBX7	0.0870833333333334
OSBPL1A	0.493833333333333
ZNF589	0.1365
ESCO1	0.104333333333333
TRA2A	1.03275
C3orf26	-1.51875
PHF2	1.25675
PID1	-1.10566666666667
RFC1	-1.14875
MTAP	-1.085875
ADORA3	4.75783333333333
LOC389458	-0.9985
TRNT1	-0.739125
CRIPAK	-0.79425
RAI2	1.74266666666667
ANKRD44	-0.8635
GZMB	3.7835
NFE2L1	-0.531875
STIP1	-0.164333333333333
RASL11B	-0.329
NT5DC2	-0.9795
LRP2	1.49825
MTDH	-1.224
ARSG	2.6785
HSP90AB1	0.208
CT45-6	-4.5575
ZNF483	-1.124
LMBR1L	0.70175
S100A2	-2.3611
C2	-0.285166666666667
C2orf27	0.241375
EIF4EBP1	-0.0255
GCKR	-3.23716666666667
PPP1R9B	0.147125
FER	-0.9505
SNRK	1.1715
OR5M10	0.2385
UTP6	-0.50625
CAPZA3	0.311
FBP1	3.19844444444444
TERT	-0.9385
CCL1	-1.699
FUCA1	1.471
ALS2CR8	-0.342666666666667
KCMF1	-0.408
SRCRB4D	-0.995
OXCT2	-0.00783333333333336
IL17RA	0.436833333333333
MPP5	-0.326125
SPA17	0.5305
FLJ10986	-0.125833333333333
GALNT14	-0.27825
CXorf27	1.095875
NPLOC4	-0.475
RAB34	-0.76975
KRTAP3-3	1.042
ARSD	2.11433333333333
CPLX2	-1.8477
PJA1	-0.38
WHDC1L1	-0.432333333333333
RB1	-0.8023
MTMR15	-0.292
PHLDA2	0.3899
GUCY2F	-1.3925
MPV17	0.373166666666667
SLC35D1	-0.2395
LYSMD3	0.3727
COL16A1	0.82275
ERLIN1	-1.13916666666667
JMJD4	1.3635
HIST1H2BK	0.472
TP53I11	2.7185
ST3GAL4	0.1455
PF4V1	0.123166666666667
ALG8	-1.02725
REG1A	-0.257
MINA	-1.893
CYB5R3	-0.228333333333333
HHLA1	0.00525
MYST4	1.1071
VASN	-0.58225
UCHL5IP	0.333
TFAP2A	1.263375
MGC9913	-1.1585
C9orf97	-0.619
LOC90379	-0.24175
PHF15	0.620357142857143
ZNF169	-0.321166666666667
KRT7	2.9389
GLIPR1L2	0.550125
LOC116236	1.192
IQCF3	-0.7115
RDH14	-0.313666666666667
HNRPK	0.543571428571429
RABEPK	-0.840833333333333
ISX	-3.245
CBARA1	0.84525
RAD51AP1	-1.8275
MLL5	0.00162499999999998
CXorf48	-4.251
SGCD	-0.67
PHTF1	-0.251625
CA3	-0.3635
CMTM5	-0.10725
STX10	-0.133125
JMJD2D	-2.36525
P4HA1	-1.81133333333333
GAB3	-0.0841666666666667
DHRS4	0.5485
COL4A1	3.495125
C20orf20	-0.501375
OSBPL2	0.631375
PTTG2	-0.3685
KIAA1688	1.675
STS	-0.939625
SHROOM4	0.217666666666667
KBTBD5	0.231666666666667
ALDH1A3	0.1172
BTNL2	0.312
TGIF1	0.606
ZFAND5	-0.061875
ICA1	2.41975
NAV3	-2.005
FLJ12331	0.30475
EPS8L2	1.3997
MNT	0.097
ENTPD1	1.83175
OR51E2	2.087375
STK11	0.801875
MX1	3.357125
TTTY9A	1.95325
CX62	0.3175
LOXL4	-1.346875
EXOSC4	-0.31325
PURB	0.261142857142857
SETD1A	0.337166666666667
RELB	-0.014
LAMB2	1.915
HNF1B	-0.854166666666667
PNLIPRP3	-0.2665
C14orf139	-0.74175
UMOD	2.053
GRIN3B	-0.2335
GPR25	0.5725
ZNF512B	-0.611
ATP6V0A1	-1.03225
SRA1	1.20291666666667
ZNF615	1.3545
ZNF768	1.05125
ZNF469	2.50825
DYNC2LI1	-0.000666666666666667
DNAH3	-2.375
LOC387911	2.06675
LOC554234	0.61075
ARRDC5	0.53475
TMEM59L	-1.64316666666667
MARCH4	0.2795
CNOT8	0.4035
KIRREL3	-2.0825
ADAM17	0.29725
MYOG	0.518
CPNE1	-0.0481666666666667
AK5	1.331875
LOC204010	-0.32925
NDRG4	2.81775
LOC130074	-0.61725
PIAS4	1.5165
NCOA2	-0.265
TEGT	0.7849
USP5	-0.3665
ANKRD21	-2.5425
KIAA0692	0.346
HAPLN3	1.32275
LZIC	-1.271
NRXN3	1.897
CDKN2C	-1.07433333333333
KIAA0226	0.322333333333333
CYB5D1	-0.36875
WDR68	0.1845
ABCB6	-0.1621
MRPS25	0.0165
ZMAT2	0.00899999999999999
KRT25	-0.989
RPL11	-0.477
GRAP	0.959333333333333
LOC198437	2.51966666666667
RORC	2.46275
RAP2C	1.85335714285714
MXD1	0.4869375
AZI2	-0.173666666666667
NUAK2	1.74925
AHSG	-6.302375
MANSC1	2.68125
IMP3	0.6965
C2orf3	-1.229
VSTM3	2.8205
PCTP	0.4505
SIRT1	0.442
MANBA	0.0395
CD164	0.540375
GFRA1	-3.871
PRM2	-0.00550000000000003
ZKSCAN3	-0.1035
PLEKHG1	2.944
TPRKB	-0.4325
UBFD1	-0.393333333333333
CDKL5	0.639
HIST1H2BD	1.338
INPP4A	-0.538333333333333
BMX	1.175
PTPRU	0.1835
LOC554202	-0.1064
HOXC8	1.67125
IL12B	-0.537
ADPGK	0.225
ZNF418	1.6495
SIAE	0.818125
CWC15	-0.78625
RP13-401N8.2	-0.7735
KLHL11	-0.34075
DEDD2	1.538
PSMB3	1.159
DDX25	-4.05125
ZBTB3	-0.117
GFRAL	0.1455
RPS25	-1.09316666666667
FAM57B	-0.115833333333333
TESK2	-1.3275
DNM1L	-1.282125
ZNF207	0.188333333333333
CLEC11A	1.125875
TOLLIP	0.911375
TMEM61	-0.618333333333333
DLK1	-4.6682
PLVAP	4.455875
NOD2	3.5725
SCMH1	0.10425
FLJ40235	0.237666666666667
HTR2A	-1.58883333333333
ARMC5	0.521
FUT7	0.405
PRELP	0.7209
ALKBH6	0.8335
GYG1	0.183333333333333
POLR3GL	0.4095
COL8A2	3.7095
OR10A5	0.524
C1orf187	-1.85825
TXLNB	0.839
C16orf68	-0.4025
R3HDM1	-0.59125
C16orf75	-1.67425
BAALC	-1.085125
TNP1	0.275
GAPDH	-0.393
COX7C	1.1395
ERRFI1	-1.96841666666667
PGAM2	1.70816666666667
FAM108B1	-1.24425
APC	0.42675
TLR2	2.381
SUCNR1	1.32775
ZNF233	0.54775
WFDC1	-0.6905
PSG11	-0.1463
SLC39A1	0.976
PSAPL1	-0.5305
CDC42EP1	0.493
MECR	0.037
KIAA0101	0.1713
MACROD2	0.8529
MMP19	0.87875
LOC202459	-0.679333333333333
VNN2	2.43075
ACCN3	-0.321
TIMD4	1.3315
RNASE8	-0.1835
CCDC7	0.74375
SULT2B1	1.5135
ME1	-2.30225
MGRN1	0.4855
MRPL30	0.08075
IVL	-0.271125
CALM1	1.74515
PLEKHA6	2.6398
B4GALNT2	0.222
PGDS	5.79875
C8orf33	-0.461666666666667
TMEM56	0.158666666666667
CKM	-0.742166666666667
ESR2	0.1922
ACOT8	1.50425
AGTR2	0.27525
LOC155006	1.26425
BC37295_3	0.782
EPM2AIP1	-0.423833333333333
PZP	1.7395
RPS9	0.427666666666667
C18orf51	-2.49125
SIVA1	0.9663
HEATR2	-0.6255
CD3E	-0.456416666666667
C20orf142	0.147
PGLYRP3	0.6315
CCDC139	-0.7305
GPS2	-0.0768333333333333
NOL14	-1.5455
LRTM2	-0.45
TRIM36	1.45425
TP53RK	0.7804
FBXL13	-0.594
RUFY2	-0.262571428571429
C11orf70	-0.241833333333333
HSPB9	0.242333333333333
GJA5	3.79325
HGF	-1.56033333333333
EPHB4	1.295
SOX18	1.14375
IFRG15	-0.3725
SERPINA10	-3.8225
WDR23	1.42225
REEP2	-1.714
