Hybridization REF	TCGA-AR-A1AN-01A-11R-A12P-07
MCM2	-1.85933333333333
SOX14	0.752
FLJ39743	6.135
KIAA0922	-0.657142857142857
HIPK4	1.3015
FLJ25758	-0.702
C16orf57	-0.805583333333333
PDZD2	1.29975
MCC	0.989125
HHLA3	0.0474
ID2	-0.2135
C20orf23	1.14633333333333
ZNF688	0.66375
APOC2	-3.092
LOC440093	-0.05625
FAM50B	1.60783333333333
PWP1	-0.398
DNAH10	-0.07475
HIST1H2BA	0.273333333333333
GPR56	0.393833333333333
METAP2	-0.363375
PAN3	1.22983333333333
STXBP4	0.406375
PDHX	-0.1615
MTA1	-0.163583333333333
ZBED4	0.062625
ZNF720	0.59475
CDK2	-2.285
RHOJ	1.43375
CDC37	0.620333333333333
ZER1	0.867
GRK4	-0.8885
PRPH	-0.44525
POLR2A	0.64025
OGFOD1	-1.78
NOL5A	-1.37875
PHEX	-0.2335
FLJ16478	-0.988666666666667
C20orf117	-1.2535
CAMTA2	0.66725
C11orf74	-0.138
DDX17	0.8605
C5orf27	0.221125
PLEKHA2	-1.9419
PDE4DIP	-0.0155
SCN7A	0.0296666666666667
ZNF559	0.4625
CXCL10	2.273
ZMYM4	-0.338
STK32B	1.06606666666667
KIAA0888	-1.8613
TACR3	0.902
CKAP2L	-3.292
KIF1A	-1.5185
RSPRY1	0.13225
VCAN	2.09925
CYP27C1	0.1125
SYDE1	-1.522
MED12L	-0.530333333333333
ZDHHC21	0.428375
NHS	0.1435
TM9SF3	0.6175
DDHD1	-1.064625
MAFG	-0.683916666666667
BICD2	-0.5382
C14orf119	0.575
C14orf43	0.122285714285714
CDH7	-1.3925
ALKBH5	0.179714285714286
JUP	0.743875
TMEM41A	0.0835
MAMDC4	-1.68566666666667
CBX3	0.394125
LRRC18	0.1795
RBMXL2	0.382
PLA2G4D	0.408
FGF13	1.56975
KIF3A	0.422166666666667
PDIA6	-1.048
DCXR	0.13025
CASKIN2	0.785666666666667
EHD1	0.490166666666667
MARCKSL1	0.071
ZNF496	0.0958333333333333
SCAF1	0.2835
KCTD8	-1.082
TRAF3IP3	0.980571428571429
LSR	1.209
CXorf1	-0.593333333333333
C14orf112	-0.103166666666667
EIF2B1	0.12975
OMP	0.6255
GSTZ1	0.20575
LOC92017	0.78625
ISLR2	1.193
C12orf36	0.105
GATA2	-0.949333333333333
GABRA5	-1.7515
CELSR2	-0.5835
STAM2	0.3807
TNAP	0.117
PTPMT1	-0.9935
GRP	6.22475
SV2A	-1.142
MAGEA12	-4.775
CACNG1	1.1345
C18orf19	-1.538
GSG1	-0.643
PTPRJ	0.231714285714286
FRMPD1	0.168
ZNF668	0.90275
PLEKHJ1	-0.3235
ADAT1	-0.948
TMEM50A	0.7181
UCN3	-0.135
HOOK1	-0.029
IL17B	2.7255
MLKL	-1.75366666666667
TTC14	-0.489833333333333
KLHL5	0.82425
CRYL1	0.949166666666667
FOXH1	-0.4445
NFYB	0.174625
PPM1G	-0.21075
GOLGA2LY1	-1.6295
NMT1	-0.333875
HADHA	-0.1474
CHSY-2	2.24925
PLEKHF1	0.782142857142857
SAGE1	-2.3325
MUSTN1	1.13875
SUHW4	1.47275
TFEB	1.8565
ZFYVE27	-0.43425
ATG12	-0.771333333333333
BMI1	1.58835714285714
ZIM3	2.902
MYH4	-0.2425
MASP1	-1.16827272727273
KIAA0984	-0.35125
RPAP2	-0.65725
ASB5	0.075
BOLA3	-1.6565
MIA3	1.09516666666667
KRT35	0.63
KIR3DL3	-1.4655
MRPL51	-0.552
SEMA3F	1.58616666666667
NDUFB2	-0.0516666666666667
LOC253012	1.455
FAM46C	0.4234
G6PC	-2.56742857142857
CSAG3A	-5.56083333333333
PREX1	0.0785
SLC25A45	-0.067625
MAPKBP1	0.5477
CPE	0.9366
GNB1	-0.64075
CXCR6	1.174
TRIM46	1.56075
C16orf3	0.236666666666667
HPSE	-0.445
TIGD3	-0.7905
SPG3A	2.42475
LCAT	-0.965
ST6GAL1	-0.241176470588235
POMC	-0.34925
FLJ36031	0.0175
NSMAF	-0.9915
SKIL	0.6115
ADSS	0.2995
HMGCS1	-1.2023
POLR3F	-0.2865
RAB10	-0.360625
ZNF277P	-0.816625
ZBTB7B	0.648875
DHRS1	0.739875
ABCC13	-0.0662857142857143
CNOT3	0.1
NFKBIA	1.648
GAK	1.00866666666667
SFT2D2	1.13683333333333
HOXA6	-0.349
CRTC1	0.4655
LY6D	-1.09183333333333
C20orf72	-1.4395
CPT1A	-1.402
LMO1	-1.516
EIF3I	-0.31175
PRB4	-0.482333333333333
MCM3APAS	-1.919
C20orf132	-0.6418
FOXF2	-2.971
S100A12	1.14225
MLH1	0.000166666666666667
ACTN1	1.2491
MRPL36	-1.0565
C20orf106	-1.18525
FBXO6	1.5685
MKS1	0.378333333333333
CX3CR1	0.189125
PDE1B	1.039
PLP1	-2.36275
KISS1	-0.0388333333333333
C14orf2	-1.11616666666667
TBC1D3P2	-1.141
COMMD6	1.48
ANKRD7	-1.794
PTCHD1	1.09675
NARS2	-0.72025
DOCK7	-1.0965
FAM127B	-0.39025
LOC390243	-0.308666666666667
N6AMT2	1.2875
ZNF391	-0.6545
DNAJB14	-0.3735
WRB	1.098375
BPI	-0.639
TTC4	-0.530166666666667
FAM10A5	-0.24825
GOT1L1	-0.52525
MAGED1	0.027375
RESP18	0.579
WFDC6	1.62175
MT2A	-0.304
C11orf56	0.23
KIAA1432	-0.3205
ROR1	-1.0015
HSD17B14	1.832
ZFAND2B	0.585875
SAMD4B	0.44725
HEXA	0.453375
HNRNPU	-0.191409090909091
USP39	-0.491625
NRD1	-0.87225
R3HDML	0.8425
FLT4	0.517
OMG	-0.524333333333333
OR52N4	-0.0225
LOC399818	0.25375
ELA2	-0.808
VENTXP1	-0.586
RFC5	-2.018
OR52L1	0.801
PAX5	0.4375
FBXO2	0.443
GMEB1	-0.2185
AKT3	-0.636166666666667
CRB1	-0.544333333333333
CTTN	0.436666666666667
UTP15	-0.7955
HSBP1	-0.0769166666666666
PHF11	1.8915
NDEL1	0.962166666666667
USP8	-0.233
BAIAP2	0.2785
SI	0.2846
ARSJ	-0.142166666666667
BAAT	-3.16275
KCNS3	2.52583333333333
LOC126147	-0.309333333333333
TMEM37	-0.1835
C1orf162	3.56316666666667
MBD1	0.205
ITGAL	0.957333333333333
WDR73	-0.370333333333333
GKN2	0.374
ARFGAP1	-0.41075
SLC5A8	-1.08616666666667
ZBTB40	-0.158888888888889
CYP4B1	3.45
LYPLAL1	0.272
CHST3	0.41525
MAP3K9	0.054
BTAF1	-0.6765
TFAP2E	0.3945
RBM35B	-0.14075
LOC441251	-0.1645
ANKRD25	-0.573666666666667
UQCRC2	0.286
MAEA	0.16475
HYAL1	-1.5866
RNPEPL1	0.450333333333333
CPSF2	-0.808285714285714
PSD3	-0.1605
ABCA13	0.571375
AGR2	3.37875
GBX1	-0.171
HDLBP	0.418785714285714
ACY3	-0.195
HECW1	-0.015
ZNF519	-0.48025
HOPX	4.36675
ZNF304	0.78925
OR12D3	0.1885
FKSG43	-0.186
METTL1	0.0785
MFSD3	-0.0769
PSPH	-0.80625
CLCA3	-0.172
DARS2	-1.183
CDC25A	-2.5056
BAIAP2L1	-0.47575
B3GNT5	0.261375
USP29	-1.035
ARHGEF10L	1.0995
ATOX1	-0.7425
ADAM30	-0.70075
DNASE1	-0.7575
STT3A	-0.256416666666667
RAB6IP1	0.43675
PTN	4.0994
C1orf106	-1.56225
HECA	1.60775
RNF122	0.939
SLC22A18AS	-0.1545
GNG8	0.204166666666667
ELP4	-0.401
FAM65A	0.480166666666667
RPL10A	0.4765
IRS4	0.016
MACF1	0.436
SEC24D	-0.065
LOC374395	0.9885
TGFB2	4.117375
MDFIC	-0.145125
CHRNE	0.3495
PCMTD2	-0.380166666666667
ATP6V0D1	0.355833333333333
MTA2	-0.229
LZTR1	0.107166666666667
RAP1A	0.791
AXIN1	0.919875
POLR1C	0.826
TRIO	-1.0445
PLXNA4A	0.272272727272727
C5orf33	-0.5405
DEPDC1B	-3.8415
ZNF473	0.0126666666666667
MTM1	0.865625
GPR107	0.158
CSNK1A1L	-0.129
FLJ14154	1.4785
NLRC4	3.45825
ENPP4	2.53316666666667
PADI3	0.321
RNF170	0.027875
CG018	1.73016666666667
C16orf7	0.25425
KCNE1	1.39375
NRM	-1.18783333333333
SLC37A3	0.424642857142857
TPD52L2	-0.564833333333333
UNC5B	1.07
C12orf12	-1.256
SDHB	0.58525
CLRN1	0.76525
NUDT10	-0.953333333333333
UGT3A1	0.378714285714286
FBXW8	0.239625
RHOF	-0.8155
PTPLAD1	-0.284125
MYO3B	-0.238
DERA	-0.49875
TPP2	-0.741
C19orf53	0.7195
GINS3	-1.67625
ST6GALNAC5	0.9585
CHSY1	1.09025
MGC15705	-0.221
GPR83	-0.425666666666667
EXT2	-0.249125
DOLK	0.22725
TUBAL3	-0.81225
ACVRL1	1.8764
ABL2	0.1335
C14orf156	-1.5385
PTPRZ1	-1.815375
DIP2C	0.10525
LAMP1	0.887125
RXRA	-0.5264
MAP3K5	0.44575
ALKBH1	-0.151333333333333
PDLIM7	0.229125
ARL14	-1.8835
SNIP1	0.274666666666667
TIMP3	1.78766666666667
RGS3	1.2475
SPAG16	1.0448
ABHD4	0.24075
ARHGEF12	0.8803
GLUD2	-0.5675
RAC2	-0.8862
UAP1L1	-0.368
SLC18A3	-0.2645
YOD1	-0.586333333333333
RALY	0.389
HMOX2	1.069125
DGKH	0.4745
DBNDD2	2.22283333333333
YIPF4	0.063875
THAP10	-0.80375
ZNF513	1.45725
HAGHL	0.833833333333333
ITGB4	1.139
CCDC141	-1.517
YTHDF3	-0.01925
C5orf28	0.65175
RPL7L1	-0.068875
TMEM30B	1.46457142857143
ANKRD35	2.9115
DUOXA2	-0.3445
TBC1D5	-0.62925
DFNB59	0.0655
HRH4	0.156333333333333
MYO6	2.0217
DNAJA4	1.696375
RBM24	1.944
CEACAM20	-1.1215
RBM23	0.977714285714286
NGFB	0.518
C1orf63	-1.2868
KRTAP7-1	-1.199
PERLD1	1.25125
NPB	0.474
C17orf59	0.9886
HSPBAP1	-0.45825
SLC15A4	-0.022
PRTFDC1	-0.2095
OSMR	-0.373928571428571
CYSLTR2	1.079
C19orf25	0.3689
KIAA1797	-0.4725
NLRP6	-1.797
FAM105B	-0.6119
SCRN2	1.00416666666667
LRRC58	-1.0914
RNF17	-0.0282857142857143
NEIL3	-4.0265
FAM137A	-2.8495
SKP2	-3.3485
PARVA	1.09275
PKLR	-1.941
RNF34	0.228875
A3GALT2	0.117
C12orf50	-0.7138
SUNC1	-2.16375
FAM102B	-1.1545
CCT2	-0.95925
LRRC37A2	0.334
ARF4	0.48
SIKE	-0.969125
C8orf48	0.680166666666667
MBTPS1	-0.0499285714285714
GPSN2	0.383
NCF2	2.1785
SLC12A6	-0.472833333333333
MRPL48	-0.5935
HMGN3	0.565
LRRC62	-1.35225
PAX9	0.95575
FAM55A	0.5035
C20orf42	-2.344
SCML2	-1.2984
BCL9	0.68725
FAM40A	-0.32375
C9orf41	-1.18233333333333
ZNF774	0.0025
LETM1	-1.765
PLXNB1	2.038
NIPSNAP1	0.328
USP10	-1.67125
F9	0.0546666666666666
LIPE	1.84575
CNGB3	-1.2525
C12orf52	-0.1535
PI4K2A	0.239125
MED8	0.084625
STAT4	1.1539
FGD4	-0.162
RNF145	-1.12666666666667
WDR32	1.8066
CLDN2	0.465
TCEAL8	0.334
ZMYND8	-0.616555555555556
PDXK	-0.30090625
GATAD2A	-0.65375
PTGES3	-0.7935
CCM2	0.3675
TAP1	0.909
ZNF670	-0.5395
ETS2	1.37171428571429
C6orf166	-0.345666666666667
PRMT2	0.772571428571429
OR4B1	0.67
INTS8	-0.746
CCDC102A	0.4525
CCDC83	-1.1874
ITGA1	-0.3894
EPHA5	-1.72233333333333
FAM24B	-0.597666666666667
TSGA10	1.593
HAL	-1.7315
MYOT	-0.751333333333333
SPACA3	0.1135
BCL2L2	0.1155
CUGBP2	0.533833333333333
CCNB3	0.85575
RNF113B	-0.12975
MERTK	-0.4355
BAG1	0.66025
VPS36	0.46525
ORMDL3	0.7673
C1orf190	-0.06025
ZNF625	-0.7525
CORO2B	-0.91625
ALOX15	-0.0905
CST1	2.536
NUPR1	2.107
CCL7	0.172
SMCR5	-3.197
DSC2	1.554
RBMS2	-0.06525
GRIK4	-0.2025
TRIM65	-0.0722
TMPRSS6	0.441928571428571
TP53INP2	0.799
GLB1L	1.1595
LOC388284	0.8545
PUS1	-0.862642857142857
BCL9L	0.2345
OLFM1	-0.0676666666666666
RET	1.510625
MASTL	-2.35816666666667
ALX3	-0.31825
IL1RL1	0.400166666666667
ZNF765	-1.2276
C14orf138	-0.18025
SNX10	-1.71183333333333
TAC4	0.538
C1orf64	3.299375
POGK	0.89325
MAPK9	0.49675
ZNF366	3.0775
C8orf79	1.81555555555556
CLDN7	1.879875
OR5AT1	0.38
TRIM37	-2.29
LRRC25	2.2035
GRHL2	2.2446
TEKT3	2.618
LASS5	1.0965
ABCC4	-2.02816666666667
DLG3	0.840625
VGLL1	2.28725
ZFP36L2	1.67083333333333
MFRP	-0.460166666666667
KIAA1799	-0.25675
FLJ44379	1.487
PCNX	-0.38375
ANXA9	1.5245
CYP4V2	1.7188
PIK3C2A	-0.50425
SRR	0.747
NOL3	-1.2435
IFITM2	1.1435
ARNTL2	-1.971
ZNF595	0.54325
NLRP13	-0.254
ASPH	-0.357875
CPA2	0.00799999999999999
PVRIG	-0.603166666666667
LEPR	0.525833333333333
C16orf42	1.35866666666667
SH3BGRL	2.44675
FAM77D	0.0296
FNDC7	1.0355
C9orf6	0.2965
NOTCH2NL	0.271
PGBD1	-0.9975
SYNGR2	2.07816666666667
PITPNA	0.3970625
PRPF4B	-0.6933
SLC43A3	-0.200714285714286
NRBP1	0.5705
SLC25A22	-0.1305
ILK	0.891375
SLC22A8	0.546666666666667
MRPS7	-0.13825
PITX2	-1.837
FABP3	0.43125
OR1L1	-0.716
LOC728215	0.31675
BLID	-0.356
KIAA1217	2.66223529411765
TFPT	0.333
AP4B1	-1.19925
VBP1	-0.75125
OR1K1	0.016
MORC3	0.7355
BHMT2	0.536833333333333
C3orf10	0.9965
FZD7	1.88133333333333
WFDC10A	0.8275
PMS2CL	-0.337125
CCDC32	0.876666666666667
FA2H	-1.7485
ALG13	0.5315
TTLL7	-0.0651
SPOCK3	0.79975
SLC13A2	0.7915
AIM1	1.27225
GPRC6A	1.75
EGR2	5.8175
MED11	1.10475
WWC1	1.07675
SH3GL3	-3.18025
RIF1	-1.33878571428571
PRLH	0.029
VLDLR	-1.9025
DBT	-0.10175
C21orf63	1.61525
CGGBP1	-0.47325
KRTAP12-2	3.207
TADA3L	-0.545375
ZBTB16	1.9095
PDGFB	1.833625
RFX1	0.399125
UQCRB	-0.5454
LOC133874	0.0185
HPS3	-1.235
LGALS3BP	0.6756
DKFZP564O0823	1.87342857142857
MRFAP1L1	1.150125
HOXA10	-1.091
NGB	0.0485
KIF21A	-1.97892307692308
IFLTD1	-1.815
LZTS1	0.381125
ARHGEF3	1.947
RHBDL3	-0.626
CSNK1G2	0.0706666666666667
ChGn	-0.22475
KIAA1244	2.421
GABRB2	-0.0135
MGC72080	-1.582
CD27	3.65825
EGLN1	-2.802
PEX13	0.20575
RWDD3	-0.12475
RNF12	-1.06666666666667
GRIN2B	-0.225
ADAMTS14	-0.143625
DYDC2	1.8975
ATP6AP1	1.0455
NR1H2	0.479333333333333
PDK2	0.39275
C3orf17	-0.122833333333333
SLC38A2	-0.696714285714286
SLC25A29	-0.0435
C15orf29	0.640125
ADAM9	-0.776083333333333
TMUB2	0.830875
GPR176	-1.05875
AGK	-0.791125
MCCD1	1.99525
NDUFA4	-0.10075
TMEM146	-1.03766666666667
DUSP1	2.91475
UNQ6975	1.0775
EMX2OS	5.20175
INSM2	-0.4715
LUZP4	-0.59225
SETD6	-1.532
P2RY2	2.33
SLC45A2	-2.448
RABGAP1	0.330333333333333
UBXD5	0.644625
GPRC5A	0.4278
PAK3	1.78233333333333
LOC63920	-1.372
TGFBR1	0.4775
KRTAP6-3	0.51725
SFMBT2	-0.282
CDC42	0.1855
C11orf35	0.9485
TTLL2	-0.355
UACA	0.61175
CD97	-1.061
SETD5	0.067125
NINJ2	-0.327
PTER	0.733
POMGNT1	0.14275
KRTAP4-2	-0.242
ECGF1	1.92725
HRB	-0.630818181818182
ATP1B2	0.0903
LOC400506	0.5245
COL4A3BP	0.04675
C6orf97	0.511
GRHPR	1.107125
TAS2R1	2.495
SEMA7A	-2.20133333333333
EDF1	0.5585
ODF2L	0.6589
PCID2	-0.316333333333333
GTF2H4	-0.4525
ZCCHC3	-0.45475
CGB2	-0.463833333333333
NEUROD1	0.483
C20orf75	-0.0925
RP5-1054A22.3	2.26833333333333
IFNA5	-0.028
ZNF134	0.52925
MGC119295	-0.8679
ZSWIM6	0.411125
SMEK1	-0.5095
PCGF2	0.59075
C1orf102	2.06125
CYP2A13	1.244
KCNH6	-0.9798
MDM1	0.472
ALDH7A1	0.279833333333333
C9orf75	0.95475
VDAC3	-0.161125
OR51T1	0.8725
EIF3F	0.0521666666666667
KCNJ10	-0.633875
LENG8	0.05375
EDEM2	-0.738583333333333
CCNJL	-0.288666666666667
DHX37	-0.8655
CRYGN	-0.396
AATF	-0.56625
ZNF630	1.165125
E2F5	-0.89
WFDC13	0.448666666666667
FTSJ3	-1.585
C4orf33	1.04375
LHFPL4	-2.943
C19orf56	-0.0893333333333333
SMAD4	-0.025625
AFM	-0.461
G0S2	0.47325
FCHSD2	0.0595
RRP1B	-1.559
EEF1B2	-0.0555
STAT6	1.52933333333333
ZNF195	-1.0045
GNL1	0.2675
ZNRF2	0.7885
PER3	0.06125
ASB16	-0.28175
C10orf10	2.92978571428571
ADCY8	-3.81533333333333
C9orf58	-0.570333333333333
ARMC10	-0.3915
PSG1	0.55
DHX34	0.11125
VARS2	-0.738125
NFIC	0.17275
ITPR2	0.777
AGXT2	0.0263333333333333
OR6K3	0.0335
H2AFZ	-0.412333333333333
MLLT3	0.385333333333333
COX4I2	1.60875
CCNT2	-0.0945
PLK4	-2.68475
NUMBL	-0.267666666666667
MED16	1.022
PLEKHQ1	1.75125
GOSR1	0.149277777777778
BTG4	0.9125
RPL30	-0.0919166666666666
IGSF5	0.06
IGFL2	0.235166666666667
ELMOD2	0.882333333333333
SHC3	-0.617666666666667
HAVCR1	-1.1185
DYNC2H1	0.239285714285714
RNF5	-0.323
C2orf7	-0.53025
NLF1	0.1655
KLHL25	0.63775
LRP10	1.2158
KRI1	-0.75525
PUS7L	-0.527833333333333
MGMT	1.3805
HOXD1	1.24266666666667
CSH1	-0.0338
ATG16L2	-0.40275
FLJ44635	1.8705
CHODL	-0.06925
EXOSC8	-0.8825
SLC28A1	0.39075
MYO7B	-0.526
SEH1L	-0.7285
MTNR1A	0.498
TSPAN5	0.109833333333333
CDC45L	-3.92833333333333
AMIGO1	0.5525
ATAD3A	-1.5765
OSGIN2	-0.177333333333333
PDIK1L	0.691
DARC	4.73825
PIPSL	-0.158
SHMT1	-0.3405
CRISP3	-0.1705
POPDC2	2.49616666666667
ZRANB2	-1.04966666666667
FBXL8	0.84575
TRIP13	-2.947
EIF5AL1	-1.303
POU5F1P3	-5.508
IL6	2.33583333333333
CXorf38	-0.923666666666667
IFNA16	-0.7045
FBXL2	1.34816666666667
BRD1	0.18475
STATH	1.1165
FBXO44	0.225666666666667
MCCC2	-0.41825
CDC2	-1.8562
C5orf23	-0.91225
IVD	0.464333333333333
C10orf122	-2.64966666666667
MSL3L1	-0.3331
MVP	0.825
EPOR	-0.9607
ZMYM1	-0.752833333333333
BCL7C	0.978666666666667
PSTPIP2	0.938
LYPD1	-2.450875
OR8G5	-0.6825
ZP3	0.433
BCAS4	0.964666666666667
EDG6	2.817
ISY1	-0.60575
PRAMEF2	-1.39733333333333
CUL1	-0.5845
RNF213	-0.1372
CCRK	1.4315
DHX9	-0.240625
C13orf29	-0.59375
NCKAP1	1.01933333333333
MRPL43	0.363
XPR1	-0.03025
PKN2	0.2424
PODNL1	0.7785
ZNF333	0.26375
DALRD3	1.14175
OPN1SW	0.309
BTBD6	-0.2435
C11orf82	-2.86
OR5P3	1.3115
DUSP11	0.597
L1CAM	-1.3872
NEK11	2.356
OR7E91P	0.826
CNTN3	2.9268
CREB3L2	-0.5145
ZBTB37	0.065
KIAA1324L	0.0205
NDUFB10	0.396666666666667
NUDT2	0.5625
GTPBP8	-1.044
CACNA1D	2.121625
PRKAA2	-0.119
PRDM8	0.3315
MGC16075	0.394666666666667
KRT14	2.75021428571429
PP8961	0.06825
MRPL18	0.14975
ABCG2	-1.92625
PACRG	2.9805
BBS2	-0.03225
KREMEN2	-2.1215
FBXO21	0.2455
HNRPUL1	-0.106166666666667
GRB10	-0.41775
CLSTN1	0.666125
LMAN2	0.4411
C17orf61	-0.12875
NIPSNAP3A	0.78575
INSIG2	-0.322
PCDHB7	0.7065
STXBP2	0.53975
CMAH	2.39125
SEMA5B	-0.791
ZNF155	0.084
COQ6	0.0356666666666667
PRPF4	-0.2335
TSPAN15	3.4702
VN1R5	1.34666666666667
LATS2	0.69175
SELK	0.34425
PGK2	0.2345
MS4A1	0.213125
TYW3	-0.7129
KRTAP5-1	0.47175
RCCD1	-1.99
BTN1A1	0.12575
DDX28	-0.608
TMEM65	-1.517125
LOC92345	-0.7945
TTC31	-0.166
WDR46	-0.6675
CHP2	-1.11
LSP1	0.887
ZNF542	-0.09225
EXOSC1	-0.296
ARHGAP18	0.136666666666667
LRRTM4	-1.272
MAOB	3.64608333333333
CACNB4	-0.441
MGC33846	0.385375
RANBP3L	1.003
ATP5L	0.28275
ONECUT1	-3.6585
NUDT9	0.02725
TMEM149	-0.263
STX17	0.05525
IGSF10	-0.9425
TMPRSS9	0.0465
BMPR2	0.4475
ALLC	0.04075
KLF7	0.5445
GCC1	0.3887
TIMM9	-0.39475
CDO1	2.23716666666667
MGC10701	-0.511833333333333
IFI6	1.30266666666667
FRMD8	0.6135
MGAT2	-0.25625
WBP5	0.179166666666667
CNIH2	0.47125
KIAA0907	-0.8557
KCNH8	0.9265
CTSG	1.8045
GRIK1	3.92533333333333
CUL5	0.261875
FRMD1	0.436
OR9A4	-0.24
SYT6	-1.480375
FOXD4L2	0.8955
ANAPC2	0.3315
OPN5	1.249
TAF13	0.09425
LYG2	-0.1705
GGNBP1	-0.423
C11orf40	0.9665
OTX2	-3.1435
REG4	-0.0236666666666667
EIF5	-0.93275
PALB2	-1.03225
SEPSECS	-0.1131
RNASE3	0.249
TRIM49	-2.065
POLR2K	0.1995
GPR42	-0.153
C8B	-1.75575
SASS6	-0.9805
PREB	-0.2135
OR3A3	0.291
TUBA8	0.14775
IGLV2-14	-0.529
STIL	-3.249
ANKFN1	-1.7954
NME7	0.3955
HOXC12	0.47275
UBE2C	-2.461125
FHOD1	-0.29925
CDK2AP1	0.521083333333333
OR6K2	0.06675
DHPS	-0.42575
RPL5	0.675416666666667
TRGV5	0.4375
LOC541472	0.91325
HCCS	-0.4108
DENND1B	2.5095
LHX3	0.1815
OR5D16	0.1285
CXorf57	-1.04266666666667
IRF2BP1	-0.04925
NDST2	0.476833333333333
LCE3D	0.057
BOLL	-0.0542857142857143
SYT3	-0.8955
PIH1D2	1.52025
C20orf7	-0.593666666666667
IL1R2	2.505
SLAMF9	1.0915
PPME1	-0.369375
PIK3CA	-0.39925
TRAPPC1	0.345125
COLEC10	-0.7315
SLC9A6	-1.05166666666667
PDDC1	-0.271166666666667
CCDC53	0.745
GK3P	-0.76
DAZL	-1.374
BRI3	-0.221
SDK1	-0.743125
CYP2C18	-0.372333333333333
IFI44L	2.549875
RPL3L	0.023
FUT9	1.91216666666667
KIFC2	0.0673333333333333
PMP2	-0.0285
SLC4A9	-1.194
PLAG1	-1.64483333333333
MYCBP2	-0.3095
OR4E2	0.3295
CCDC65	2.1925
C16orf82	0.453
ENTPD4	0.4685
BRP44L	0.3305
PMP22CD	-0.918333333333333
TMCO4	1.11916666666667
KCNN1	-0.264666666666667
WDR35	-0.15075
CCDC80	3.232625
C3orf31	-0.6425
SLC7A9	-1.31866666666667
TMEM190	-0.9055
DBC1	0.61425
FADS3	-0.8075
PDZD8	-0.804333333333333
GRM5	0.0901666666666667
AZGP1	4.2012
PEX3	0.762
MED1	-0.392928571428571
ATG4C	-0.962833333333333
HNRPH3	-0.77975
FAM109B	2.17625
C4orf17	-1.2515
CA10	-1.512
OPRD1	-0.284
CCL16	-1.735
SACM1L	-0.9145
CST6	4.46175
CD63	1.30425
LGI1	4.6635
ZNF784	0.3695
CRYBB1	-1.279
CX3CL1	1.87745
TOP2A	-2.9405
GYPB	-2.8934
GADD45GIP1	-1.23575
FEN1	-1.896625
IGF1R	0.8230625
WDR72	1.49183333333333
PURG	-1.06916666666667
DEFB126	-0.48225
PKD1L1	2.466
CAV1	-1.0095
GNPDA2	1.0913
DGAT2	-0.030625
NLGN1	-3.39225
STRBP	-0.737
HPRT1	-1.01933333333333
FANCI	-2.4305
PSMA7	-0.325625
DBF4B	-1.0282
TTF1	-0.283
RAD54L	-3.24075
ELOF1	0.81975
PLAGL2	-1.043375
ZNF256	0.2825
HMGCL	1.41475
MSI2	-1.066
RPESP	1.404
C11orf60	1.1545
ABCD1	-0.528
ACAA1	0.5895
SPARCL1	6.23378571428571
IL6ST	0.8275
ZNF319	-0.07575
TMEM109	0.6783
FAM90A1	0.230666666666667
IL22RA1	-1.6435
ATP4B	0.8935
TEC	-1.056
C7orf30	-1.35575
TXNDC2	-0.742333333333333
ABCB4	-0.372
KIAA1191	0.371
C9orf38	-0.334
SFTPB	0.364428571428571
CNTNAP2	-0.149
FRK	1.0375
TBX19	0.0835
CHD4	0.1085
C6orf26	-3.18566666666667
MOSC2	2.12725
IKBKE	1.04375
HIF1A	-0.723666666666667
LOC595101	0.2705
RELA	0.720666666666667
TMEM16B	0.1215
ABHD12B	2.47075
TSEN34	0.10825
KIF18A	-3.6265
TXNDC9	0.460833333333333
SPATA2L	0.067
SEMA4G	-1.9875
C21orf91	-0.566375
MATN1	0.245
KCNIP4	0.606
TUSC1	1.357
OR4C15	0.143333333333333
ARMCX6	1.273
WBSCR27	-1.93733333333333
OR52I2	0.715
KIAA1604	-0.45025
DYNC1I1	0.187875
PPP4C	-0.386
SLC47A2	-1.8835
TREH	-0.199875
CD48	2.76933333333333
ST14	1.51166666666667
PKN1	0.54775
SPON2	3.177
XBP1	2.77525
SFRS12	-0.644833333333333
EFCAB6	2.73575
SELT	0.51375
SLC39A2	1.2225
ERF	-0.272333333333333
ARL3	0.7055
SURF6	-0.7212
MLLT10	-0.577761904761905
FLJ11171	0.166
TDGF1	-3.40716666666667
ERCC6	-0.342
EIF2AK4	-0.24275
BAZ1A	-0.482833333333333
LRRN3	0.743166666666667
TMC3	0.606
EFTUD1	-0.36175
PTPRO	1.1746
CLEC12A	0.38925
ACBD4	0.538625
ZDHHC14	-0.875375
OTUD7B	1.39225
ACTB	1.2146875
MSRA	0.276375
LCE5A	1.165
IFI35	1.191
BSCL2	1.00583333333333
ANKRD12	0.0174166666666667
CFHR2	0.93825
RGAG1	-0.178833333333333
HSFY1	0.478
SLC30A5	-0.330916666666667
IMPG1	1.644
GPR109A	0.182
ZNF185	0.233
IYD	1.4715
NPCDR1	1.043
SERPINA13	4.728
HMGCLL1	1.061
NEUROG1	0.357333333333333
UBQLN1	-0.47975
LIN37	-0.4115
SOCS2	0.50025
DSCR4	-1.744625
XKR6	-0.522
GPR142	0.0505
KRTAP13-3	2.006
CCDC15	-1.06066666666667
MOS	0.5885
CD1E	1.6265
OFCC1	-0.922666666666667
FAM83D	-3.43725
SRFBP1	0.12
