Hybridization REF	TCGA-E2-A14P-01A-31R-A12D-07
TMEM176A	3.372
CTNNB1	0.172
BHLHB2	-0.9845
TMEM185B	1.71133333333333
ARD1B	0.251
C1orf93	1.5155
BRUNOL4	0.878833333333333
LOC541469	-0.9885
UPK2	0.00575
GAS8	1.95383333333333
PATE	0.0805
IMPACT	0.125375
WNK4	-2.61983333333333
HNRPLL	-0.712375
GAD2	0.1555
ITGA6	1.13025
BMP15	0.272666666666667
CYP2A7	0.226125
RIC8A	0.95325
CCND1	1.75116666666667
USP35	-1.147
DSCR2	-1.14625
CCL4	4.89733333333333
ZCCHC10	-0.69
NOL11	0.1635
TRPM2	2.09566666666667
PSMD2	0.631818181818182
CHTF18	-2.048
USP18	1.9565
RRAS	0.0385
LAMC3	-1.23775
TOX	-2.87316666666667
PCDH15	0.153
GABRG3	-1.53225
NUDCD2	-0.63275
SGCZ	-0.355
KCTD17	0.2207
SPSB2	-0.3745
TPPP3	3.999
CILP2	1.88116666666667
CALB2	3.224625
CEBPZ	-0.781
ZNF479	0.0435
FMOD	4.0795
C21orf66	-1.06178571428571
CLN6	-0.234666666666667
ANAPC1	-0.88925
SH2D3C	2.218
PTPN14	-0.0247
TRIM42	-0.307
APTX	-0.174
SNRPG	0.140166666666667
BMS1	0.18625
MAGEA3	0.5775
NFATC3	1.41891666666667
LRRC45	1.8575
ARS2	-0.0993571428571429
LRIG1	2.20433333333333
EPSTI1	0.4275
PRSS27	0.4395
ERC2	-1.403375
PRKACB	-0.789285714285714
PRDM13	-5.4615
HCG27	-1.477
KLK12	-4.0905
HSD17B7	-0.6705
ZNF354A	-0.14325
PCDH11X	0.8895
DMGDH	-0.74875
PCBD2	-0.510333333333333
TMC6	-1.431
RIMS1	0.195142857142857
SF3B2	1.24166666666667
RCN1	-2.08733333333333
CPB1	-0.32025
BCAR3	-1.537
FCRLB	0.387625
PAK1IP1	-1.0685
OR10H1	-0.03
KIF9	1.4066
PITPNM2	-1.167375
L3MBTL4	0.1015
TGFB1	-1.1366
ZXDC	0.38825
SLC6A16	0.30675
SRrp35	-2.587375
LRRC8E	2.1285
PPIAL4	-1.21466666666667
EOMES	1.17333333333333
PAX2	0.1645
SCARF2	1.388
PSEN2	0.92
PCDHB13	0.829
C10orf28	-0.385625
DHRS7B	1.2025
C1orf131	-0.1505
ASB1	-0.2701
ZNF223	-0.361
LCMT2	0.23475
MEP1A	-0.91875
TMEM53	2.034
RSPH3	1.41025
C10orf33	-1.0865
LOC644285	-1.266
PTPN9	0.762333333333333
ABCA12	3.577
CCDC37	-1.092
RUNDC1	1.7723
YES1	0.607166666666667
FAM120AOS	-0.2955
OR5M3	-0.0995
PPP1R3F	0.0911666666666667
IL13	0.00599999999999999
MDFI	-0.833
PRNT	0.21
ZDBF2	-1.838
OR10C1	0.478666666666667
CLIC1	-0.371666666666667
LILRA5	0.304666666666667
CSAG1	-0.237333333333333
TREML2	-0.152166666666667
FAM125A	0.1915
ZNF74	0.5985
FAM104A	0.873125
LRRC39	-1.399
SAMD5	-0.88775
HYAL2	1.1135
HIST2H2AC	1.89125
IGFBP5	0.740260869565217
NRTN	-0.3505
KIAA0556	0.525
FAM29A	-0.7995
JMJD2A	1.50225
EPHB1	0.4495
POLD4	0.463375
ANAPC10	-1.49
LRRC36	-1.07125
MEGF6	0.14425
LPHN3	-0.114166666666667
BMP10	-0.430833333333333
C21orf55	0.277
CREM	-1.2159375
PTGER4	0.2565
METAP1	-1.83075
KCNQ1	0.638
NR2F2	0.124375
SSFA2	-0.455333333333333
CTTNBP2	-2.5475
BCL2A1	0.0225
ZBTB24	0.2015
SLCO6A1	-1.078
PRDM1	0.774
OR7D2	-0.765166666666667
CCDC47	1.5979
LOC646982	0.674
SLC26A6	0.292
BIN1	0.3864
SRRM1	0.183571428571429
PCSK1N	0.3285
ALS2	0.7469
ECT2	0.343473684210526
CACNA2D2	1.07
DOCK6	-0.80575
C10orf119	-0.54325
FATE1	0.50275
DUSP23	0.06025
TRIP6	0.680142857142857
NUP35	-0.05975
CDH3	2.85675
KLHDC8A	-0.40375
C9orf116	-0.25325
EI24	-0.186
CENTD1	-0.4515
RWDD2B	0.0725
DOCK1	-0.471
NPAS2	-1.606375
NR3C2	1.99433333333333
FAM63A	-0.688416666666667
INPP5F	-0.726
FAM111A	0.7646
MYBL1	-3.49033333333333
IQGAP3	-0.857166666666667
CRADD	-1.8695
DUSP12	-1.7215
PDZK1IP1	3.3745
VASH2	-0.09425
CTR9	-0.3015
VIL1	-3.836
OR8U1	0.189666666666667
CCDC107	0.8185
PTTG1IP	0.677875
OR4X2	0.443
COL9A1	-2.7185
PSMD9	-1.19375
ZFP62	-0.21025
TIP39	0.20025
PARP15	-0.0315
TTC19	0.076
C1orf114	-2.34433333333333
GFPT1	0.8895
SLC27A6	-2.39
MRPS10	-0.7025
CALML5	4.93083333333333
TRPM7	-0.73525
CGNL1	0.605375
CECR1	0.99725
SERPINB8	-0.806333333333333
TMEM102	0.576875
PDIA2	-3.34825
NUCKS1	-0.500833333333333
HOTAIR	3.28
EBI3	0.74525
NXN	2.71925
ZMYND19	0.33275
FOXJ3	0.7335
EIF5B	0.0677
EIF2B4	0.637833333333333
LEO1	-0.189
ZIC5	-1.89183333333333
IL20	-0.132166666666667
KIAA0415	1.115
FLJ37357	0.574
TSPAN12	-0.519625
ACTR3B	0.23725
TFAM	-0.175833333333333
IL17RD	-1.193375
PARP12	1.548
KLHDC7A	0.467
KCTD4	-0.523333333333333
GTF2H1	-0.61675
FLCN	0.6755
BIRC4	0.30975
LOC790955	0.97775
VKORC1L1	1.49775
CYP4F22	-0.507166666666667
TAS2R5	0.496
ZNF582	-0.381
HS3ST3B1	-0.743625
CTNS	-0.191
STK36	0.1515
MMD2	0.07475
RP5-1103G7.6	0.13
FLJ23356	0.7475
CRH	-0.319
C1orf182	-0.097
ACP5	1.80783333333333
AMFR	-0.4339
CA4	0.61525
PLCB4	0.92275
MPHOSPH10	0.11375
UNQ473	1.5045
G3BP2	1.70133333333333
SR140	-1.20058333333333
HOXA2	-0.68425
PYGB	0.78325
BAT1	-0.0863333333333333
DKK3	-1.867
DDX31	-0.645625
TULP1	0.36325
NHLRC2	0.4125
TNRC4	0.728
ZNF430	-0.61525
TNRC6A	-0.32375
PLA2G1B	-0.473333333333333
RCHY1	2.02533333333333
GTF2A2	-0.204666666666667
MGC4294	-1.616
ZNF691	-0.20925
TACC3	-0.1
DNAJC5G	-0.14975
LOC4951	-0.521
MS4A4A	-1.984
LOC152485	0.9415
PPP1R2P1	-0.167
PPP2R5B	0.30475
RPGRIP1L	-0.793625
SPOP	0.1269
PTPRF	2.52816666666667
MGC42090	-0.191
SUSD3	-1.2775
THOC4	-0.49025
MAML1	0.5786
FXR2	0.389333333333333
TYK2	0.4165
MUC6	2.27433333333333
DNAJB7	-0.1395
PIP4K2A	-0.263857142857143
MEX3A	0.168166666666667
RRP1	0.270375
TFAP4	-0.00675000000000001
CXorf41	0.991
MTMR4	2.15816666666667
CTLA4	0.4535
SNX9	-0.00849999999999997
CIB3	0.143833333333333
NECAP1	0.401
PLA2G2D	0.4136
GLMN	-1.32883333333333
DCLRE1A	-0.93875
PDX1	0.403
SAMD11	1.19925
MRPL55	0.8753
TLR7	0.68775
TBC1D21	-0.0776666666666667
SMAD1	1.0852
ACTRT2	0.1215
RIOK2	-1.299
PDLIM4	-0.75125
SLC22A15	-1.446
ABHD13	-0.0516
STX18	-0.2579
CCPG1	-1.16035714285714
DCBLD1	1.3855
SLC2A6	-0.418
NOLA3	0.556
TRDMT1	-2.31935714285714
IL17F	0.273
ATP1A4	-0.180333333333333
OR52W1	-0.155
CFL1	0.16875
IL4	-1.258
RBP2	-0.538
CPSF6	-0.554125
TTC8	-0.301333333333333
MUCL1	6.625
EYA3	-1.95966666666667
KRT38	0.6515
GNE	-0.84575
ZNF501	0.52275
SLC35A2	0.929875
CEP110	0.0984
MYF6	0.5105
MGST2	0.100166666666667
TRPV4	0.511833333333333
NEK8	1.86133333333333
NOX5	-1.3145
NCKAP1L	-0.501
EMP3	-1.90716666666667
BPY2C	0.084
C1orf38	0.239625
ELOVL2	-2.21171428571429
CBX7	0.752666666666667
OSBPL1A	-0.331333333333333
ZNF589	-0.596
ESCO1	0.00716666666666667
TRA2A	-0.0256666666666667
C3orf26	-1.52125
PHF2	0.837166666666667
PID1	-1.52666666666667
RFC1	-0.99
MTAP	-2.515875
ADORA3	1.802
LOC389458	1.31625
TRNT1	-1.484125
CRIPAK	-2.06175
RAI2	1.633
ANKRD44	-0.802666666666667
GZMB	4.163
NFE2L1	-0.24975
STIP1	1.3985
RASL11B	0.2365
NT5DC2	-0.0465
LRP2	-0.05025
MTDH	-0.522066666666667
ARSG	-0.18025
HSP90AB1	0.61125
CT45-6	-5.25675
ZNF483	0.09325
LMBR1L	-0.09175
S100A2	-1.3909
C2	-0.391277777777778
C2orf27	0.083375
EIF4EBP1	-0.3865
GCKR	-3.1965
PPP1R9B	1.072625
FER	-1.46825
SNRK	0.8055
OR5M10	0.2195
UTP6	0.418
CAPZA3	0.0917500000000001
FBP1	-0.187666666666667
TERT	-0.8115
CCL1	-1.173
FUCA1	0.4
ALS2CR8	-0.496833333333333
KCMF1	0.1905
SRCRB4D	-1.3
OXCT2	3.17016666666667
IL17RA	1.2535
MPP5	0.5995
SPA17	1.5615
FLJ10986	0.660166666666667
GALNT14	-1.98275
CXorf27	-0.9295
NPLOC4	0.1155
RAB34	1.07175
KRTAP3-3	-1.306
ARSD	1.19733333333333
CPLX2	-1.5971
PJA1	0.46825
WHDC1L1	0.245166666666667
RB1	-0.6243
MTMR15	0.3215
PHLDA2	-0.0191
GUCY2F	-0.0185
MPV17	0.789166666666667
SLC35D1	-0.4355
LYSMD3	-0.1737
COL16A1	-0.48825
ERLIN1	-0.899166666666667
JMJD4	1.5495
HIST1H2BK	-0.809
TP53I11	2.67566666666667
ST3GAL4	-0.3749
PF4V1	2.022
ALG8	-0.85375
REG1A	-0.2995
MINA	-0.2145
CYB5R3	0.963166666666667
HHLA1	-1.2075
MYST4	0.8176
VASN	0.1325
UCHL5IP	0.084
TFAP2A	1.429625
MGC9913	-0.9875
C9orf97	0.065
LOC90379	-0.29225
PHF15	-0.304142857142857
ZNF169	-0.488333333333333
KRT7	3.9474
GLIPR1L2	0.37175
LOC116236	2.66425
IQCF3	-0.14775
RDH14	-0.183
HNRPK	0.438214285714286
RABEPK	-0.341166666666667
ISX	-3.4345
CBARA1	0.08625
RAD51AP1	-2.44625
MLL5	0.634125
CXorf48	-6.1965
SGCD	-2.71025
PHTF1	-1.972375
CA3	0.3735
CMTM5	-0.19275
STX10	-0.314125
JMJD2D	-0.947
P4HA1	-0.4685
GAB3	-1.1835
DHRS4	1.57616666666667
COL4A1	1.78575
C20orf20	0.81025
OSBPL2	1.557375
PTTG2	-1.79325
KIAA1688	1.81425
STS	-1.05675
SHROOM4	0.880833333333333
KBTBD5	0.2065
ALDH1A3	0.534
BTNL2	-0.234166666666667
TGIF1	-0.3885
ZFAND5	-0.43025
ICA1	1.688875
NAV3	-3.44466666666667
FLJ12331	-0.5995
EPS8L2	0.0925
MNT	0.00599999999999999
ENTPD1	0.897666666666667
OR51E2	0.660625
STK11	1.001625
MX1	2.715625
TTTY9A	0.356
CX62	-0.0765
LOXL4	-1.00275
EXOSC4	-0.05225
PURB	0.328
SETD1A	0.615833333333333
RELB	0.3365
LAMB2	0.14
HNF1B	-0.0042
PNLIPRP3	0.1475
C14orf139	-0.55875
UMOD	0.25175
GRIN3B	-0.28325
GPR25	0.372
ZNF512B	0.54525
ATP6V0A1	-1.55125
SRA1	-0.102666666666667
ZNF615	0.852
ZNF768	1.861
ZNF469	1.5025
DYNC2LI1	0.0396666666666667
DNAH3	0.5545
LOC387911	1.64325
LOC554234	0.7855
ARRDC5	2.11425
TMEM59L	0.4995
MARCH4	-1.51125
CNOT8	-0.814
KIRREL3	-1.41066666666667
ADAM17	0.958125
MYOG	0.246
CPNE1	-0.756
AK5	-1.0255
LOC204010	-0.445
NDRG4	2.36225
LOC130074	0.3145
PIAS4	1.8105
NCOA2	-0.56325
TEGT	0.4991
USP5	0.74675
ANKRD21	0.33025
KIAA0692	-0.152666666666667
HAPLN3	1.13525
LZIC	-0.12475
NRXN3	-0.39975
CDKN2C	-1.193
KIAA0226	0.9735
CYB5D1	1.03075
WDR68	1.763125
ABCB6	1.1895
MRPS25	-0.312
ZMAT2	0.302666666666667
KRT25	0.472
RPL11	0.356
GRAP	0.567666666666667
LOC198437	3.09883333333333
RORC	0.255
RAP2C	0.0394285714285715
MXD1	-0.735066666666667
AZI2	-0.845
NUAK2	-1.42525
AHSG	-6.154625
MANSC1	1.7475
IMP3	-0.380666666666667
C2orf3	-1.2795
VSTM3	3.98775
PCTP	1.0455
SIRT1	-0.22975
MANBA	1.0545
CD164	2.08225
GFRA1	-3.7476
PRM2	0.28
ZKSCAN3	-0.497
PLEKHG1	1.38175
TPRKB	0.23525
UBFD1	-0.443083333333333
CDKL5	0.7235
HIST1H2BD	0.860083333333333
INPP4A	0.67
BMX	-0.593375
PTPRU	0.5245
LOC554202	-1.13416666666667
HOXC8	0.317625
IL12B	0.8405
ADPGK	-0.4095
ZNF418	-0.192
SIAE	0.9985
CWC15	-0.2245
RP13-401N8.2	-0.122
KLHL11	-0.53275
DEDD2	0.63325
PSMB3	-1.58275
DDX25	-3.0015
ZBTB3	-0.253
GFRAL	-0.0545000000000001
RPS25	-0.834666666666667
FAM57B	-0.4725
TESK2	0.354833333333333
DNM1L	-0.956125
ZNF207	-0.128166666666667
CLEC11A	1.72675
TOLLIP	0.716625
TMEM61	1.24933333333333
DLK1	-4.7637
PLVAP	2.40275
NOD2	1.09733333333333
SCMH1	2.313
FLJ40235	0.65525
HTR2A	-0.5195
ARMC5	0.061
FUT7	0.6575
PRELP	1.5184
ALKBH6	0.705666666666667
GYG1	-0.239166666666667
POLR3GL	-0.5595
COL8A2	2.10983333333333
OR10A5	0.4235
C1orf187	-1.389
TXLNB	-0.5535
C16orf68	-0.315
R3HDM1	-0.7325
C16orf75	-0.673
BAALC	-0.0452499999999998
TNP1	-0.03375
GAPDH	-0.429833333333333
COX7C	0.146
ERRFI1	-0.743583333333333
PGAM2	0.0988333333333333
FAM108B1	-1.58375
APC	-0.713375
TLR2	2.56575
SUCNR1	1.3655
ZNF233	1.40725
WFDC1	-2.25983333333333
PSG11	-0.144
SLC39A1	2.076
PSAPL1	0.0235
CDC42EP1	0.529
MECR	-0.6745
KIAA0101	-1.7579
MACROD2	-1.8127
MMP19	0.269416666666667
LOC202459	0.0106666666666667
VNN2	1.44775
ACCN3	-0.7995
TIMD4	1.5375
RNASE8	0.085
CCDC7	0.6695
SULT2B1	1.55
ME1	1.04975
MGRN1	0.105
MRPL30	-0.222
IVL	-0.02125
CALM1	1.3686
PLEKHA6	0.6
B4GALNT2	0.311
PGDS	1.9655
C8orf33	-1.01225
TMEM56	-2.018
CKM	-1.4555
ESR2	0.1875
ACOT8	2.15525
AGTR2	-1.1985
LOC155006	0.80575
BC37295_3	0.0425
EPM2AIP1	-0.476833333333333
PZP	0.25075
RPS9	0.53
C18orf51	-0.3845
SIVA1	1.6723
HEATR2	0.5755
CD3E	-0.218166666666667
C20orf142	1.2805
PGLYRP3	-0.0115
CCDC139	-0.01925
GPS2	-0.000666666666666665
NOL14	0.094
LRTM2	2.44075
TRIM36	1.695
TP53RK	0.564
FBXL13	-1.28883333333333
RUFY2	-0.399071428571428
C11orf70	0.384
HSPB9	0.465666666666667
GJA5	1.72075
HGF	-2.58433333333333
EPHB4	2.46275
SOX18	2.46925
IFRG15	-0.1855
SERPINA10	-3.9615
WDR23	1.532375
REEP2	-1.5055
CDK3	0.32375
HSPA12A	0.470125
ARL8B	0.4372
SATB1	-1.65066666666667
PPM1D	-0.730166666666667
VPS45	-0.200833333333333
TP53BP2	-0.21175
GJE1	2.433
CACNA1G	-0.138166666666667
VGLL4	0.684125
GNPTG	-0.477
ROS1	-1.61375
C21orf128	0.172333333333333
BMP8B	2.1085
SLC5A4	-0.402
SLC6A3	0.085
C16orf53	0.986875
TMEM81	-0.8525
APC2	0.5365
SYAP1	0.868875
C6orf54	-0.909166666666667
ZBED5	-1.4936
PVR	-0.29525
LTA4H	-1.01816666666667
CCDC24	1.9067
MAGEA4	0.561166666666667
IFIT3	1.31116666666667
MYADM	0.491875
C21orf82	1.124
PDE3B	-1.114
TMPRSS11A	0.37825
PGK1	-0.264764705882353
CCL13	4.26866666666667
DERL3	-0.215833333333333
MLXIP	-0.095
PLOD1	-0.336875
MTFR1	-0.2645
NPDC1	0.0213333333333333
GPAA1	0.375833333333333
LTV1	-0.10175
RYR3	-0.61825
C7orf46	-1.0365
VAMP2	0.201125
RNF135	0.6011
SUPV3L1	-1.49675
FIBP	0.899875
ADAMTS18	1.0445
RNF25	1.034
SOS1	0.29675
PLAU	-0.09075
MATK	-1.766
EHF	6.572
CTNND2	3.32
PTEN	0.627285714285714
ZNF189	-0.43325
SLC28A3	0.6255
GUCY1A3	3.56775
SETD2	0.5136875
ROGDI	2.08725
TICAM1	-0.2712
RASSF3	0.8335
PACSIN2	0.771333333333333
SERPINB5	-1.37833333333333
PRKCDBP	-0.679625
TFDP3	0.3465
LGR6	1.004125
RFX5	-1.346
OR52J3	0.5855
PTPN18	0.97025
ZBTB34	0.324375
KCNF1	-0.07475
SYNE2	2.08071428571429
SLC22A4	-2.33725
NETO2	-0.215375
VCPIP1	-0.85675
LDHD	-0.847
ESX1	-3.781
SQRDL	1.92
GALK1	0.083
SERPINA6	-3.8835
HD	-0.193375
ASCL3	0.3365
FBXL6	0.69475
FABP7	-1.39725
MAGEC3	-0.755
KLC4	-0.436125
CD1D	-1.73125
PRAM1	0.65625
EIF3B	0.471785714285714
DSCR8	-6.46275
FLVCR1	0.5375
KIAA0141	-0.82975
PROM2	3.06633333333333
ALOX5	0.8068
GPR162	-1.067
LYRM2	0.541125
RNASE6	-1.376125
HES5	1.55925
GJA1	-1.618125
MRPS14	-0.897
HMHB1	0.266
TAF7	0.630875
BTNL9	1.0616
SFXN2	-0.507625
VEPH1	-3.8245
GK2	0.136166666666667
AMBP	-4.941875
KIAA0953	0.043
XAGE5	-0.8925
CCBP2	2.727
TGM2	0.133166666666667
ZNF202	-0.8085
ACTL6A	1.4705
SLC23A2	-0.7069
ARHGEF7	0.472583333333333
LOC728635	2.325
CRYM	-2.31183333333333
PKD2	-0.75625
MANBAL	0.663166666666667
LIN54	-1.4695
ACTL7B	0.1665
OR4D9	-0.3495
KIAA1683	-0.82925
ZNF704	2.49983333333333
TCP10	-0.4355
MAGEB18	0.259
DEFA4	0.46
ZNF197	-0.29925
PTOV1	0.481166666666667
RNF208	0.678333333333333
CMIP	0.635333333333333
TRDN	-0.138
UCHL1	-2.8725
APOL6	0.2604
PLK1	-0.711
NPHP1	0.584833333333333
NDUFA11	0.2175
DAB1	0.472
RTN4R	1.43375
PUSL1	-1.102
SYT2	0.52025
ANXA13	0.617
RFTN1	1.90525
ATP8B2	-0.285416666666667
VN1R2	0.4945
OR52E4	-0.257
NPPB	-3.38166666666667
ZNF148	-0.436875
ZNF141	-0.37775
IKZF1	-1.802375
PSMC2	-0.054
GGA3	-0.783166666666667
LPGAT1	0.0873333333333333
SEC16B	-0.55
C5orf38	2.75
THOC2	-0.3942
SLC16A12	-0.694666666666667
ALK	-1.1535
DACT3	-0.164
CACHD1	-2.885
GAN	0.59
EXOC6B	0.286
HIST1H2AE	1.019
VAMP1	-0.5645
SRI	0.54675
AKAP14	0.2105
HLA-E	2.1605
SLC25A32	-1.25766666666667
FLT3LG	-0.514
ATP1B1	0.397875
WDR1	0.1935625
SWAP70	0.62
TRIM31	-0.1685
ARNT	-0.1045
ZNF596	-0.6204
CDKN1B	0.325916666666667
FOXC1	-1.8464375
SEMA3A	-3.9853
LSM14A	-0.107916666666667
STEAP3	1.071375
ABCA1	-0.302333333333333
PLSCR2	0.538833333333333
EDC3	-0.380416666666667
THBS3	0.98175
C15orf43	0.209
GMCL1	-0.343333333333333
C9orf71	0.90725
MGAT5	0.4615
LOC402164	0.41275
TSPAN8	-1.948
DYNLT1	1.386875
IGSF1	-3.24675
TMEM143	-0.463
FLJ25006	-0.13325
ATP13A3	0.307
C3AR1	1.04425
CADM2	0.0611666666666667
EFNA4	2.624
HAO1	-0.62875
TWF1	-0.0385
MRPS17	0.593
MYH9	1.48116666666667
C9orf9	-0.5435
C17orf79	0.485
FSCN3	0.24575
BDKRB2	0.8545
PCGF6	-1.48416666666667
RAP1GAP	2.54216666666667
TAS2R41	0.6415
DCLK1	-0.5778
DEFT1P	-0.2555
TAF2	-0.630833333333333
COPZ1	-0.185
KATNA1	-0.31525
STIM1	0.73475
TBX2	-2.73833333333333
RPS4X	0.370923076923077
MARCH8	0.0538333333333333
DHX33	0.348833333333333
TMEM161B	-1.52116666666667
SYPL2	0.3615
ADCY5	0.770875
SRPK3	1.2685
CXorf9	1.349
REC8	0.063125
CLP1	-0.1328
MGC52498	-1.1895
DUOX2	0.73875
C6orf150	0.232
TSC22D3	2.627875
CASP8	-1.5051
PRKD3	-2.1935
CFH	0.6075
TRO	-0.145
NRIP1	1.149
ZNF707	0.1105
TBC1D22B	-0.752166666666667
HYI	1.0875
COX7B2	-0.43825
GPR52	0.54475
CASC3	3.01128571428571
METRN	0.4675
KRT3	0.613
ARF1	1.61035714285714
C1orf111	0.3955
MOG	0.4895
C6orf50	0.585
MGC12966	-0.6455
ATP7A	1.77
NOTUM	-2.01016666666667
LOC342897	1.086
ITSN2	0.409583333333333
GIP	-0.2035
LOC89944	0.572
UBXD8	-0.1105
GYPE	-1.91816666666667
JAG1	-0.636333333333333
RLBP1L2	-0.6425
HIST1H2AL	1.706875
PAPPA	-1.8826
CYP4F8	-0.805
TRH	-1.09425
DCTN3	-0.419
NT5C	0.3955
HTR3C	-0.152
VPS41	-0.758875
KIAA0174	0.6986
ANKS6	-2.32425
MPV17L	0.209333333333333
MT1M	1.514
DTX1	1.450125
LOC146325	0.883666666666667
ZNF639	0.2295
CACNG4	2.0144
TNNC1	-2.3175
MGC27345	-0.712625
CASD1	0.1743
HOXD4	0.037
SMC4	-1.296
TTC35	-0.6062
CTXN1	0.89875
RGS19	1.77525
SFRS3	-0.232333333333333
TRIM43	-0.4155
HLA-DQB1	2.384625
NUPL1	-0.524
NRAS	-1.64375
RPL22L1	-2.075
ZNF138	0.2225
FBXW2	1.4966
SIX3	0.604666666666667
HDAC9	-0.504333333333333
OGG1	-0.503125
APLP1	-0.0851666666666667
OR7A5	0.3225
DLX4	-0.1685
TUBA1B	-0.495916666666667
CRY1	-0.2865
C12orf29	-1.488125
MGC70863	0.874909090909091
OR1D2	-0.6695
C1orf25	-0.771625
CUZD1	-1.437
PUNC	-3.6495
SCAND1	1.80083333333333
MYT1	1.659
MPND	1.38675
GOLGA1	1.1811
ZBTB43	1.794
VAPA	0.270166666666667
C4orf36	-0.64975
STAP1	1.5895
SLC34A1	-0.265
PIK3R3	2.3543
TGM5	-0.055
USPL1	-0.9563
FBXO40	0.1855
BRF1	1.2112
CCL27	-1.57
hCG_1657980	-0.3775
PFN2	-0.7767
MYBPH	-3.081
PPP1CC	-0.8463125
CDCA7L	-2.8165
KCNB2	0.189
C20orf151	1.8295
USP13	0.79
RCOR2	1.74816666666667
FBXW4	1.78616666666667
WT1	-3.12166666666667
TAS2R46	0.0895
STK38L	0.244166666666667
LEPROT	1.032
DDX42	1.87525
TXNRD2	-0.410166666666667
TNFRSF4	2.567
KSR1	0.3765
SLC27A1	0.2065
POU5F2	0.01125
SLC22A11	0.25
C8orf32	-0.5875
ZNF236	0.4785
GABRB1	-5.414
LRRC29	0.668
FBLN1	1.50866666666667
MRRF	0.398666666666667
RP1	-0.1065
MARVELD1	-1.536
AFF4	-0.089
C17orf54	0.586
RAF1	-0.39575
SUB1	0.331166666666667
MRPS33	0.86075
ZIC1	0.6084
ARL10	-0.00649999999999998
RAG1AP1	2.20116666666667
P2RX5	-2.1373
NCR3	0.759166666666667
LTB4R2	0.4965
HLA-DPA1	4.45975
FKBPL	-0.348333333333333
JAKMIP1	-0.441
SNX4	0.146
CD248	1.3305
CCR2	-0.683125
LOC401152	0.934833333333334
SH3KBP1	-1.235
LMBRD2	0.263857142857143
WDR51A	0.272166666666667
SYT15	-0.1319
SMOX	-1.01825
NACAP1	-0.94675
DRD2	0.180666666666667
COPS2	-0.53325
FCER1A	2.89225
TMEM112B	0.217
SUGT1	-1.3335
CALR	0.5175
DPY19L2P4	-1.44125
ADRA1B	-0.958875
LTB	4.10825
SNRPD1	-1.183
NCAPG2	-1.95633333333333
KCNMB1	2.01116666666667
ITGAV	-0.752416666666667
LENG4	0.898875
C13orf16	0.528333333333333
C20orf3	1.21625
PIP5K1A	-0.211916666666667
PCNA	-1.4895
C1orf34	2.60775
MMACHC	-0.81575
BEST1	0.678333333333333
REV3L	-2.141
ZRANB1	0.184
AVPI1	-2.292
ATG5	1.313625
SARM1	-0.299
RGS7	-1.58475
HMP19	-0.1785
SGTB	-0.0909
FEM1A	-0.1603
C1orf122	0.3505
MYCT1	1.89383333333333
GM2A	0.861375
ZCCHC7	0.239928571428571
MYH10	-0.126125
DKFZp761B107	-0.025
ADAL	-0.87375
OR10J1	0.2055
TMEM9B	0.728125
DNAJA1	0.482375
SCGB1D4	0.3185
LRRC50	2.0745
PRKX	-0.585
NUDT14	1.9957
PCTK1	0.502363636363636
ARG1	-3.895
KIF2C	-0.69925
GFM1	-1.44625
RAB11FIP3	0.674166666666667
HBD	-2.43316666666667
NPR3	-0.2341
IRAK3	0.979833333333333
OLAH	-1.21016666666667
CYB561D2	0.21825
CNNM4	1.18775
MYO5A	-0.115
SIPA1L3	0.466416666666667
ADAM10	-0.1615
LIPA	0.242833333333333
NAP1L4	0.2436
MRPS22	-1.8515
GNG4	0.839833333333333
PSG5	-0.0523333333333333
PPP2R2C	1.7145
P2RY12	0.37125
SLC6A13	0.033375
AGPAT4	-1.5123
C6orf199	1.700375
FAM53C	-0.644375
TPM1	0.931545454545455
PYHIN1	1.38933333333333
LINGO1	-0.6145
CIDEC	1.778
CRIM1	-0.2198
DHTKD1	1.62008333333333
ZNF546	-0.74575
CD300LG	0.8133
SFRS2IP	0.0221666666666667
FLNB	1.158125
NOC2L	1.1165
SPINK7	0.17525
CRTC2	0.3145
HMG4L	1.08375
C14orf162	1.43775
CCDC123	0.82575
HTRA3	1.463125
SPTBN5	0.729
C1orf77	0.0241666666666667
TAF1L	1.0145
WDR78	0.860833333333333
WDR49	0.3955
SIN3A	0.0655
ECSIT	0.6415
VSIG4	4.1405
DIRAS2	0.0934
TXNL1	-0.41975
MTERFD3	-0.3815
CCNYL1	1.3105
CISD2	0.0723333333333333
OR5C1	0.736
OBSCN	-0.495125
GBA	1.1095
SLC9A11	1.6595
C6orf64	0.334583333333333
ESD	-1.298125
CYYR1	0.5175
PNRC1	-0.21425
FCAMR	0.4205
PPIA	-0.902857142857143
VDAC1	-0.0475
TRIB1	0.614
NT5C1B	0.134833333333333
CLDN17	0.7365
ICOSLG	0.65025
RGR	0.183625
DSG1	0.428
TMEM27	-0.096
C1orf69	-0.25025
PRAP1	-1.05525
DQX1	-3.303125
C20orf46	0.291454545454545
NHEJ1	-0.324666666666667
DNAJC18	-1.456375
MANEAL	0.982666666666667
MTBP	-1.45225
S100A6	-1.190125
ABHD7	-2.2185
NEDD1	-0.845
TINF2	1.46725
SLC7A10	0.756
KIAA1875	-0.795333333333333
TMEM20	-1.07225
COX19	-2.148625
SPRR1A	0.3745
SCEL	0.838125
CCDC70	0.722
CRISP2	-0.2175
