Hybridization REF	TCGA-C8-A1HG-01A-11R-A137-07
HHLA3	-0.2951
ID2	-0.036
C20orf23	0.912166666666667
ZNF688	1.21275
APOC2	-0.520166666666667
LOC440093	0.79025
FAM50B	1.647
PWP1	0.4365
DNAH10	0.21125
HIST1H2BA	0.19025
GPR56	0.947833333333333
METAP2	-0.789375
PAN3	0.9325
STXBP4	0.37975
PDHX	-0.022
MTA1	-1.1405
ZBED4	0.60325
ZNF720	0.30725
CDK2	-2.3415
RHOJ	-0.49175
CDC37	-0.761666666666667
ZER1	0.8285
GRK4	0.82825
PRPH	0.34875
POLR2A	-0.0715
OGFOD1	-0.33225
NOL5A	-1.17975
PHEX	-0.4145
FLJ16478	0.3855
C20orf117	-0.75225
CAMTA2	-0.22775
C11orf74	0.153833333333333
DDX17	-0.3975
C5orf27	0.423875
PLEKHA2	-1.4391
PDE4DIP	-0.1706
SCN7A	0.25
ZNF559	0.0661666666666667
CXCL10	4.12075
ZMYM4	0.230833333333333
STK32B	-0.0906666666666667
KIAA0888	-2.337
TACR3	1.035
CKAP2L	-2.024
KIF1A	2.56983333333333
RSPRY1	0.50975
VCAN	1.35525
CYP27C1	-0.074
SYDE1	-1.36283333333333
MED12L	-0.34325
ZDHHC21	1.10425
NHS	1.0935
TM9SF3	1.608
DDHD1	0.318125
MAFG	0.368583333333333
BICD2	-1.2453
C14orf119	-0.266833333333333
C14orf43	0.0132142857142857
CDH7	-0.186
ALKBH5	0.273571428571429
JUP	0.2705
TMEM41A	-0.0968333333333333
MAMDC4	-0.979833333333333
CBX3	-0.375375
LRRC18	0.281
RBMXL2	-0.162
PLA2G4D	0.694166666666667
FGF13	-1.859125
KIF3A	1.52866666666667
PDIA6	-1.06025
DCXR	0.9665
CASKIN2	0.72825
EHD1	0.319666666666667
MARCKSL1	0.105833333333333
ZNF496	-0.598666666666667
SCAF1	0.184333333333333
KCTD8	0.50825
TRAF3IP3	1.40492857142857
LSR	0.928
CXorf1	0.2676
C14orf112	-0.254833333333333
EIF2B1	-0.51125
OMP	0.3135
GSTZ1	-0.697
LOC92017	1.3895
ISLR2	0.7685
C12orf36	0.7205
GATA2	-1.62116666666667
GABRA5	-2.386
CELSR2	0.289
STAM2	0.2246
TNAP	-1.19
PTPMT1	-0.702666666666667
GRP	6.00475
SV2A	-1.46516666666667
MAGEA12	-2.319
CACNG1	2.788
C18orf19	0.32575
GSG1	-0.584166666666667
PTPRJ	-0.347714285714286
FRMPD1	0.74
ZNF668	0.51475
PLEKHJ1	-0.321875
ADAT1	-1.6203
TMEM50A	0.8417
UCN3	0.051
HOOK1	1.31375
IL17B	-0.7505
MLKL	-0.625833333333333
TTC14	0.259333333333333
KLHL5	0.95025
CRYL1	-1.05
FOXH1	0.0875
NFYB	-0.1725
PPM1G	-0.5975
GOLGA2LY1	-1.33675
NMT1	0.493625
HADHA	-1.2736
CHSY-2	1.928
PLEKHF1	0.555285714285714
SAGE1	-1.9365
MUSTN1	-0.06275
SUHW4	0.97375
TFEB	1.53616666666667
ZFYVE27	0.74425
ATG12	0.228333333333333
BMI1	0.486642857142857
ZIM3	0.489
MYH4	-0.73525
MASP1	-1.4425
KIAA0984	1.7065
RPAP2	-0.22975
ASB5	-0.0335000000000001
BOLA3	0.06
MIA3	0.801
KRT35	0.108
KIR3DL3	-1.1235
MRPL51	1.57575
SEMA3F	0.398833333333333
NDUFB2	0.808333333333333
LOC253012	0.49125
FAM46C	0.4725
G6PC	-2.488375
CSAG3A	-1.239
PREX1	1.5835
SLC25A45	0.021
MAPKBP1	0.521
CPE	0.7156
GNB1	-1.03475
CXCR6	3.92
TRIM46	-0.1145
C16orf3	0.198666666666667
HPSE	1.326
TIGD3	1.199
SPG3A	3.0265
LCAT	-1.62783333333333
ST6GAL1	-0.3025
POMC	0.44275
FLJ36031	-1.02466666666667
NSMAF	0.95
SKIL	0.15
ADSS	-0.0881666666666667
HMGCS1	-1.7933
POLR3F	-0.03
RAB10	-0.25225
ZNF277P	-1.107
ZBTB7B	0.747125
DHRS1	1.223
ABCC13	4.2925
CNOT3	-0.003
NFKBIA	0.8085
GAK	0.368833333333333
SFT2D2	1.042
HOXA6	0.202
CRTC1	-0.201625
LY6D	0.154833333333333
C20orf72	-1.42383333333333
CPT1A	0.4695
LMO1	-1.34
EIF3I	0.0785
PRB4	-0.158
MCM3APAS	-2.017125
C20orf132	-0.2841
FOXF2	-2.0665
S100A12	0.31375
MLH1	-0.341333333333333
ACTN1	-0.00149999999999999
MRPL36	-0.500333333333333
C20orf106	0.08075
FBXO6	1.72516666666667
MKS1	-0.2935
CX3CR1	-3.05775
PDE1B	0.4145
PLP1	-3.801
KISS1	0.129166666666667
C14orf2	-0.257
TBC1D3P2	-0.99125
COMMD6	1.6668
ANKRD7	-0.39625
PTCHD1	-2.3155
NARS2	-0.5325
DOCK7	-0.602625
FAM127B	0.08425
LOC390243	-0.0896666666666667
N6AMT2	1.29025
ZNF391	-1.517
DNAJB14	-0.318666666666667
WRB	0.778875
BPI	0.187666666666667
TTC4	-0.761666666666667
FAM10A5	0.13
GOT1L1	-0.0281
MAGED1	-1.386875
RESP18	-0.3795
WFDC6	0.51425
MT2A	0.33
C11orf56	-0.381
KIAA1432	-0.2095
ROR1	-1.894
HSD17B14	0.807166666666667
ZFAND2B	0.1815
SAMD4B	0.2465
HEXA	0.755875
HNRNPU	-0.192545454545455
USP39	-0.08
NRD1	-0.1005
R3HDML	0.1765
FLT4	0.352
OMG	-0.0221666666666667
OR52N4	0.603
LOC399818	0.129
ELA2	-1.09925
VENTXP1	0.594
RFC5	-1.559
OR52L1	0.165
PAX5	-0.0655
FBXO2	2.4925
GMEB1	-0.307
AKT3	-1.25916666666667
CRB1	-0.1455
CTTN	1.28366666666667
UTP15	0.247166666666667
HSBP1	0.222833333333333
PHF11	2.0055
NDEL1	-0.368333333333333
USP8	0.12975
BAIAP2	0.4568125
SI	0.572333333333333
ARSJ	-1.472
BAAT	-2.407
KCNS3	1.3425
LOC126147	0.0981666666666667
TMEM37	-0.20675
C1orf162	3.55816666666667
MBD1	-0.4778
ITGAL	0.9165
WDR73	-0.114
GKN2	0.294333333333333
ARFGAP1	-0.954125
SLC5A8	4.727
ZBTB40	0.1283
CYP4B1	-1.18766666666667
LYPLAL1	0.311
CHST3	-1.536
MAP3K9	0.3825
BTAF1	-0.945166666666667
TFAP2E	-0.0105
RBM35B	-0.653
LOC441251	-0.387833333333333
ANKRD25	-1.14122222222222
UQCRC2	-0.355
MAEA	0.0645833333333333
HYAL1	-2.4584
RNPEPL1	0.288666666666667
CPSF2	-0.491375
PSD3	1.2811
ABCA13	0.25225
AGR2	2.714375
GBX1	-0.8115
HDLBP	0.4565
ACY3	-0.37625
HECW1	-0.564
ZNF519	-0.25975
HOPX	3.389125
ZNF304	-0.16775
OR12D3	0.3395
FKSG43	0.07525
METTL1	0.13
MFSD3	1.9648
PSPH	-0.25325
CLCA3	-1.525
DARS2	-0.692
CDC25A	-1.84033333333333
BAIAP2L1	-0.7875
B3GNT5	-1.09525
USP29	0.036
ARHGEF10L	1.3555
ATOX1	0.9145
ADAM30	0.223
DNASE1	0.73475
STT3A	0.31775
RAB6IP1	-0.209
PTN	0.6565
C1orf106	-1.64376923076923
HECA	2.05925
RNF122	-0.17925
SLC22A18AS	0.4065
GNG8	1.14066666666667
ELP4	-0.51675
FAM65A	0.2875
RPL10A	-0.751
IRS4	-0.223
MACF1	-0.056
SEC24D	2.1625
LOC374395	0.5365
TGFB2	-0.814375
MDFIC	0.2195
CHRNE	0.4155
PCMTD2	0.1265
ATP6V0D1	-0.0116666666666667
MTA2	-0.0495
LZTR1	-0.378333333333333
RAP1A	0.398166666666667
AXIN1	0.061625
POLR1C	-0.23225
TRIO	-0.882583333333333
PLXNA4A	-0.70475
C5orf33	-0.4425
DEPDC1B	-1.442875
ZNF473	0.271166666666667
MTM1	1.132125
GPR107	0.742666666666667
CSNK1A1L	-0.3
FLJ14154	-0.4715
NLRC4	4.5
ENPP4	1.53116666666667
PADI3	0.335
RNF170	1.896625
CG018	1.3435
C16orf7	-0.2555
KCNE1	0.51475
NRM	-0.009
SLC37A3	-0.282642857142857
TPD52L2	-0.507
UNC5B	2.08575
C12orf12	0.00616666666666667
SDHB	0.04475
CLRN1	0.422875
NUDT10	-1.00016666666667
UGT3A1	-0.004375
FBXW8	-0.507625
RHOF	-0.247875
PTPLAD1	0.7395
MYO3B	-2.345
DERA	-1.71725
TPP2	-0.8225
C19orf53	0.461333333333333
GINS3	-0.8445
ST6GALNAC5	3.355
CHSY1	0.2985
MGC15705	0.4555
GPR83	-0.115333333333333
EXT2	-0.78
DOLK	0.94625
TUBAL3	0.41925
ACVRL1	1.6508
ABL2	-0.692583333333333
C14orf156	-0.951666666666667
PTPRZ1	-3.74025
DIP2C	-0.099875
LAMP1	0.89825
RXRA	0.3915
MAP3K5	1.16425
ALKBH1	-0.8405
PDLIM7	-0.339375
ARL14	-2.1245
SNIP1	-0.347166666666667
TIMP3	1.10933333333333
RGS3	-0.182333333333333
SPAG16	1.0545
ABHD4	0.02975
ARHGEF12	0.34425
GLUD2	-0.3425
RAC2	0.0876
UAP1L1	0.4745
SLC18A3	0.139
YOD1	-1.45516666666667
RALY	-0.0485
HMOX2	0.86925
DGKH	-1.161
DBNDD2	2.00266666666667
YIPF4	0.53675
THAP10	1.216
ZNF513	0.25725
HAGHL	0.4745
ITGB4	-1.22416666666667
CCDC141	-1.745
YTHDF3	1.44
C5orf28	0.442
RPL7L1	-0.470625
TMEM30B	0.340857142857143
ANKRD35	1.759
DUOXA2	0.44625
TBC1D5	-0.100375
DFNB59	-0.2185
HRH4	-0.1305
MYO6	1.237
DNAJA4	3.3205
RBM24	2.3505
CEACAM20	0.96725
RBM23	-0.232928571428571
NGFB	-0.1345
C1orf63	-0.7594
KRTAP7-1	0.4935
PERLD1	1.609
NPB	0.2695
C17orf59	0.6583
HSPBAP1	0.0415
SLC15A4	-0.213
PRTFDC1	-1.589
OSMR	-2.09171428571429
CYSLTR2	-0.3565
C19orf25	0.469
KIAA1797	-0.386
NLRP6	0.734
FAM105B	0.6687
SCRN2	-0.432333333333333
LRRC58	-1.4366
RNF17	0.2825
NEIL3	-1.1795
FAM137A	-0.08325
SKP2	-2.22675
PARVA	0.559916666666667
PKLR	-1.582
RNF34	-0.516375
A3GALT2	0.31775
C12orf50	-0.281333333333333
SUNC1	-1.62975
FAM102B	-0.334
CCT2	0.3535
LRRC37A2	-0.726
ARF4	0.1865
SIKE	0.084
C8orf48	1.3825
MBTPS1	-0.356285714285714
GPSN2	0.1285
NCF2	3.6865
SLC12A6	-0.113666666666667
MRPL48	-0.1165
HMGN3	-0.163333333333333
LRRC62	-0.62075
PAX9	0.54075
FAM55A	-0.385
C20orf42	-3.32083333333333
SCML2	-0.883666666666667
BCL9	0.039
FAM40A	-0.25125
C9orf41	0.0515
ZNF774	0.156
LETM1	-0.2475
PLXNB1	-0.802666666666667
NIPSNAP1	-0.455625
USP10	-1.21225
F9	0.40975
LIPE	1.43475
CNGB3	0.0935
C12orf52	-0.50525
PI4K2A	0.10375
MED8	0.701125
STAT4	1.7825
FGD4	-0.487833333333333
RNF145	-2.37983333333333
WDR32	0.4319
CLDN2	0.143166666666667
TCEAL8	0.46475
ZMYND8	-0.0175
PDXK	-0.53034375
GATAD2A	-0.261
PTGES3	-0.3375
CCM2	0.08225
TAP1	2.22
ZNF670	0.28775
ETS2	-0.550214285714286
C6orf166	-0.281
PRMT2	0.111428571428571
OR4B1	0.649
INTS8	0.839
CCDC102A	-0.58
CCDC83	-2.295
ITGA1	0.1055
EPHA5	-2.7937
FAM24B	0.515666666666667
TSGA10	2.74525
HAL	-2.773
MYOT	0.09775
SPACA3	-0.09825
BCL2L2	0.0273333333333333
CUGBP2	0.087
CCNB3	0.914
RNF113B	0.63625
MERTK	0.5205
BAG1	0.303
VPS36	0.1455
ORMDL3	0.8795
C1orf190	0.75225
ZNF625	-0.243
CORO2B	-1.6
ALOX15	-0.233
CST1	3.5055
NUPR1	2.63283333333333
CCL7	1.93775
SMCR5	-2.5185
DSC2	1.1735
RBMS2	0.31725
GRIK4	0.9985
TRIM65	-0.0239
TMPRSS6	-0.538214285714286
TP53INP2	-0.0575
GLB1L	0.4265
LOC388284	0.367
PUS1	-1.10942857142857
BCL9L	-0.823
OLFM1	1.85883333333333
RET	-1.43225
MASTL	-1.8195
ALX3	0.43
IL1RL1	0.411666666666667
ZNF765	-0.987
C14orf138	-0.379
SNX10	0.684666666666667
TAC4	-0.017
C1orf64	-2.828875
POGK	0.148
MAPK9	0.504
ZNF366	2.31075
C8orf79	0.4401
CLDN7	1.186625
OR5AT1	0.4835
TRIM37	-1.5965
LRRC25	3.15675
GRHL2	4.3404
TEKT3	0.7915
LASS5	-0.9935
ABCC4	-2.721
DLG3	0.815625
VGLL1	0.211875
ZFP36L2	0.955166666666667
MFRP	0.0816666666666667
KIAA1799	0.9085
FLJ44379	0.4645
PCNX	-0.66275
ANXA9	-0.5485
CYP4V2	-0.3878
PIK3C2A	-0.72175
SRR	-0.2095
NOL3	0.0035
IFITM2	0.4675
ARNTL2	-2.028
ZNF595	0.147
NLRP13	-0.149
ASPH	-0.098125
CPA2	0.2905
PVRIG	0.275666666666667
LEPR	-0.561166666666667
C16orf42	0.233166666666667
SH3BGRL	1.8385
FAM77D	-1.04966666666667
FNDC7	0.8035
C9orf6	0.348833333333333
NOTCH2NL	0.4765
PGBD1	-1.378
SYNGR2	-0.0398333333333333
PITPNA	-0.28725
PRPF4B	-1.7802
SLC43A3	-2.22864285714286
NRBP1	-0.733
SLC25A22	0.3725
ILK	-0.5885
SLC22A8	0.710666666666667
MRPS7	-0.171375
PITX2	2.237
FABP3	-0.142625
OR1L1	0.5265
LOC728215	2.8865
BLID	-2.688
KIAA1217	1.75941176470588
TFPT	0.28375
AP4B1	-0.385
VBP1	-0.267
OR1K1	0.737
MORC3	-0.15275
BHMT2	-1.23233333333333
C3orf10	0.84275
FZD7	0.304
WFDC10A	-0.048
PMS2CL	-0.046625
CCDC32	0.809666666666667
FA2H	-2.94875
ALG13	0.4185
TTLL7	-0.7485
SPOCK3	-0.033
SLC13A2	0.3885
AIM1	2.14375
GPRC6A	-0.2855
EGR2	3.957
MED11	0.172
WWC1	0.45725
SH3GL3	-1.12575
RIF1	-1.43842857142857
PRLH	0.987
VLDLR	-3.264
DBT	0.45525
C21orf63	-0.57725
CGGBP1	-0.80475
KRTAP12-2	-0.228
TADA3L	-0.58175
ZBTB16	2.66375
PDGFB	0.926625
RFX1	0.261
UQCRB	1.8783
LOC133874	-0.71
HPS3	-2.33175
LGALS3BP	1.386
DKFZP564O0823	2.25564285714286
MRFAP1L1	0.739625
HOXA10	-2.057
NGB	0.557
KIF21A	0.341461538461538
IFLTD1	1.173
LZTS1	-0.869875
ARHGEF3	1.2135
RHBDL3	0.315
CSNK1G2	0.231833333333333
ChGn	-1.386875
KIAA1244	2.21516666666667
GABRB2	0.9065
MGC72080	-0.8325
CD27	4.1375
EGLN1	-1.6269
PEX13	0.26575
RWDD3	0.5615
RNF12	-0.851333333333333
GRIN2B	-0.1205
ADAMTS14	-0.719875
DYDC2	0.800166666666667
ATP6AP1	1.2143
NR1H2	-0.487
PDK2	0.49825
C3orf17	-0.618166666666667
SLC38A2	-0.800357142857143
SLC25A29	-1.73983333333333
C15orf29	0.37375
ADAM9	-0.372916666666667
TMUB2	0.72225
GPR176	-0.80325
AGK	-0.60225
MCCD1	0.48775
NDUFA4	0.4105
TMEM146	0.0215
DUSP1	0.070125
UNQ6975	0.386
EMX2OS	2.70825
INSM2	0.56525
LUZP4	-0.2475
SETD6	-0.67775
P2RY2	0.228
SLC45A2	-0.652
RABGAP1	0.8
UBXD5	0.02475
GPRC5A	-1.4608
PAK3	0.214666666666667
LOC63920	0.1175
TGFBR1	0.1258
KRTAP6-3	0.22525
SFMBT2	-0.5285
CDC42	0.420375
C11orf35	-0.2415
TTLL2	-0.31575
UACA	0.0139166666666667
CD97	-0.8882
SETD5	-0.726125
NINJ2	-0.2705
PTER	-1.46666666666667
POMGNT1	0.38475
KRTAP4-2	0.2435
ECGF1	2.61825
HRB	-0.781909090909091
ATP1B2	-0.3015
LOC400506	0.37825
COL4A3BP	0.54375
C6orf97	1.24725
GRHPR	0.861875
TAS2R1	1.3155
SEMA7A	-0.853
EDF1	0.93325
ODF2L	0.561
PCID2	-1.463
GTF2H4	-0.6615
ZCCHC3	-1.166375
CGB2	0.270833333333333
NEUROD1	2.39775
C20orf75	-0.578
RP5-1054A22.3	1.15516666666667
IFNA5	0.656
ZNF134	-0.337916666666667
MGC119295	-0.5192
ZSWIM6	0.69025
SMEK1	-0.804666666666667
PCGF2	0.194125
C1orf102	3.0165
CYP2A13	0.836
KCNH6	0.9113
MDM1	1.4906
ALDH7A1	-0.505333333333333
C9orf75	0.00575
VDAC3	0.902
OR51T1	0.3895
EIF3F	-0.908166666666667
KCNJ10	0.137875
LENG8	0.34425
EDEM2	0.4385
CCNJL	-1.607
DHX37	-0.31
CRYGN	1.13
AATF	-0.32825
ZNF630	0.685625
E2F5	0.953
WFDC13	-0.7
FTSJ3	-1.05533333333333
C4orf33	0.6815
LHFPL4	1.1825
C19orf56	-0.1865
SMAD4	0.69075
AFM	-0.978
G0S2	-0.49175
FCHSD2	0.2055
RRP1B	-0.1583
EEF1B2	-1.20816666666667
STAT6	-2.24916666666667
ZNF195	-1.03475
GNL1	-0.1665
ZNRF2	1.328
PER3	0.333875
ASB16	0.71
C10orf10	1.2825
ADCY8	-2.417
C9orf58	0.734833333333333
ARMC10	-0.472833333333333
PSG1	-0.643
DHX34	0.00575000000000001
VARS2	0.155625
NFIC	0.014
ITPR2	2.85
AGXT2	-0.193333333333333
OR6K3	0.3695
H2AFZ	-0.0984166666666667
MLLT3	0.1225
COX4I2	1.298
CCNT2	-0.736375
PLK4	-1.4735
NUMBL	-0.3075
MED16	0.16275
PLEKHQ1	1.86975
GOSR1	0.673388888888889
BTG4	0.09625
RPL30	1.46158333333333
IGSF5	0.28675
IGFL2	4.19666666666667
ELMOD2	0.6655
SHC3	-0.340333333333333
HAVCR1	-0.476
DYNC2H1	-0.5375
RNF5	-0.682333333333333
C2orf7	0.59175
NLF1	0.6075
KLHL25	1.1305
LRP10	-0.0255
KRI1	-0.623
PUS7L	0.3165
MGMT	1.26675
HOXD1	-0.508166666666667
CSH1	0.4199
ATG16L2	-0.541
FLJ44635	0.012
CHODL	1.23225
EXOSC8	-1.1125
SLC28A1	-0.08575
MYO7B	-0.8725
SEH1L	1.0088
MTNR1A	0.249333333333333
TSPAN5	1.50883333333333
CDC45L	-1.6475
AMIGO1	0.1475
ATAD3A	-0.531875
OSGIN2	1.86216666666667
PDIK1L	0.637
DARC	1.4315
PIPSL	1.098
SHMT1	-0.77925
CRISP3	-0.498
POPDC2	1.48233333333333
ZRANB2	-1
FBXL8	-0.37825
TRIP13	-1.14018181818182
EIF5AL1	-1.087
POU5F1P3	-4.15083333333333
IL6	-2.05733333333333
CXorf38	-0.425166666666667
IFNA16	0.422
FBXL2	2.385
BRD1	0.9965
STATH	0.8255
FBXO44	1.88283333333333
MCCC2	0.8895
CDC2	-0.5447
C5orf23	0.1525
IVD	0.0476666666666667
C10orf122	-1.3245
MSL3L1	0.5971
MVP	0.46575
EPOR	-0.5912
ZMYM1	-0.572333333333333
BCL7C	0.667333333333333
PSTPIP2	2.0318
LYPD1	-1.661125
OR8G5	0.607
ZP3	-0.190166666666667
BCAS4	0.94225
EDG6	3.3395
ISY1	-0.90025
PRAMEF2	-1.109
CUL1	-0.3415
RNF213	0.6624
CCRK	1.74875
DHX9	-0.36225
C13orf29	-0.92625
NCKAP1	0.236
MRPL43	1.28442857142857
XPR1	-0.23625
PKN2	-0.6239
PODNL1	0.7795
ZNF333	0.833
DALRD3	-0.043
OPN1SW	0.917
BTBD6	-0.3455
C11orf82	-1.3955
OR5P3	1.3125
DUSP11	0.07375
L1CAM	-0.7379
NEK11	0.629833333333333
OR7E91P	0.912
CNTN3	1.3849
CREB3L2	1.08825
ZBTB37	-0.2985
KIAA1324L	0.55425
NDUFB10	0.6845
NUDT2	0.46975
GTPBP8	-0.568
CACNA1D	0.940875
PRKAA2	-1.56316666666667
PRDM8	0.479
MGC16075	1.03866666666667
KRT14	0.00535714285714285
PP8961	0.47875
MRPL18	-0.0195
ABCG2	-2.627
PACRG	1.7025
BBS2	0.01925
KREMEN2	2.31
FBXO21	0.28
HNRPUL1	-0.212583333333333
GRB10	0.59725
CLSTN1	0.82575
LMAN2	0.0761
C17orf61	0.39425
NIPSNAP3A	1.34325
INSIG2	-1.25083333333333
PCDHB7	-0.770333333333333
STXBP2	0.02425
CMAH	0.492416666666667
SEMA5B	-1.01825
ZNF155	-0.262333333333333
COQ6	-0.808166666666667
PRPF4	-0.261
TSPAN15	1.0925
VN1R5	0.49525
LATS2	-0.0385
SELK	1.39325
PGK2	-0.00425
MS4A1	1.368125
TYW3	-0.4956
KRTAP5-1	0.0435
RCCD1	-0.168
BTN1A1	0.334
DDX28	-0.0695
TMEM65	0.695125
LOC92345	1.416
TTC31	-0.1935
WDR46	-0.574833333333333
CHP2	-1.60916666666667
LSP1	0.82325
ZNF542	-1.2395
EXOSC1	0.2195
ARHGAP18	-0.3845
LRRTM4	-1.064125
MAOB	4.59533333333333
CACNB4	-1.88625
MGC33846	-0.177125
RANBP3L	0.355875
ATP5L	0.42675
ONECUT1	-3.0285
NUDT9	1.5055
TMEM149	1.771
STX17	0.95625
IGSF10	-4.094
TMPRSS9	0.0305
BMPR2	0.362583333333333
ALLC	0.22325
KLF7	0.304375
GCC1	0.678
TIMM9	-1.02175
CDO1	-0.8565
MGC10701	-2.03216666666667
IFI6	2.83216666666667
FRMD8	0.905
MGAT2	0.55275
WBP5	-1.06766666666667
CNIH2	-0.3115
KIAA0907	-1.4838
KCNH8	-0.692
CTSG	-1.94075
GRIK1	-0.918833333333333
CUL5	0.231875
FRMD1	0.646
OR9A4	1.1155
SYT6	-1.154125
FOXD4L2	1.10275
ANAPC2	-0.267666666666667
OPN5	2.202
TAF13	1.221
LYG2	-0.69425
GGNBP1	0.1265
C11orf40	0.887
OTX2	-0.948
REG4	-0.306166666666667
EIF5	-0.713375
PALB2	-0.14525
SEPSECS	0.06
RNASE3	0.2365
TRIM49	-1.277
POLR2K	2.2606
GPR42	0.131
C8B	-2.3765
SASS6	0.068
PREB	-0.228
OR3A3	0.586
TUBA8	1.0175
IGLV2-14	2.7795
STIL	-1.27225
ANKFN1	-0.9115
NME7	-0.19
HOXC12	2.374
UBE2C	0.576875
FHOD1	-1.09675
CDK2AP1	0.208083333333333
OR6K2	0.71025
DHPS	-0.0345
RPL5	-0.729416666666667
TRGV5	0.74
LOC541472	0.302428571428571
HCCS	0.1211
DENND1B	0.3995
LHX3	0.0485
OR5D16	0.619
CXorf57	-1.77016666666667
IRF2BP1	0.59725
NDST2	0.8755
LCE3D	0.3605
BOLL	0.371285714285714
SYT3	-0.70475
PIH1D2	0.7675
C20orf7	0.091
IL1R2	1.24533333333333
SLAMF9	0.4695
PPME1	0.024875
PIK3CA	0.215
TRAPPC1	-0.136125
COLEC10	-0.53575
SLC9A6	-1.6385
PDDC1	0.131166666666667
CCDC53	0.2985
GK3P	-1.23175
DAZL	-1.20075
BRI3	0.635
SDK1	0.423125
CYP2C18	0.59925
IFI44L	4.16375
RPL3L	0.7335
FUT9	-1.47833333333333
KIFC2	1.15933333333333
PMP2	-1.3365
SLC4A9	1.385
PLAG1	-1.28783333333333
MYCBP2	0.487666666666667
OR4E2	0.3275
CCDC65	0.293
C16orf82	0.141125
ENTPD4	-0.806375
BRP44L	0.61825
PMP22CD	0.3515
TMCO4	-0.163666666666667
KCNN1	-0.7345
WDR35	-0.06
CCDC80	1.2885
C3orf31	-1.048
SLC7A9	-1.22075
TMEM190	-1.0735
DBC1	-0.0886666666666667
FADS3	-1.42233333333333
PDZD8	0.434166666666667
GRM5	0.215125
AZGP1	1.5586
PEX3	0.845
MED1	0.362571428571429
ATG4C	-0.4495
HNRPH3	-0.675625
FAM109B	0.73975
C4orf17	0.124
CA10	-0.335
OPRD1	-0.093
CCL16	-1.37725
SACM1L	-0.63175
CST6	4.29675
CD63	0.4114375
LGI1	-2.00625
ZNF784	-0.39075
CRYBB1	-0.8665
CX3CL1	0.6046
TOP2A	-0.75375
GYPB	-2.92866666666667
GADD45GIP1	0.21725
FEN1	-1.49825
IGF1R	1.4685625
WDR72	1.388
PURG	-1.058
DEFB126	1.56375
PKD1L1	0.722
CAV1	-2.4124
GNPDA2	0.5952
DGAT2	-0.096375
NLGN1	-4.33
STRBP	1.021375
HPRT1	-0.0111666666666667
FANCI	-0.606
PSMA7	0.851625
DBF4B	-0.460166666666667
TTF1	-0.35775
RAD54L	-1.5535
ELOF1	0.06425
PLAGL2	0.3875
ZNF256	-0.2695
HMGCL	0.30275
MSI2	0.0398333333333333
RPESP	1.93966666666667
C11orf60	-0.809
ABCD1	0.7915
ACAA1	0.156
SPARCL1	4.30178571428571
IL6ST	1.0205
ZNF319	0.44025
TMEM109	-0.5577
FAM90A1	-2.12183333333333
IL22RA1	-1.738
ATP4B	0.4695
TEC	-1.3615
C7orf30	-0.6645
TXNDC2	0.632666666666667
ABCB4	-0.8815
KIAA1191	1.205375
C9orf38	0.14
SFTPB	0.57375
CNTNAP2	1.461
FRK	0.214
TBX19	0.356
CHD4	-0.4815
C6orf26	-2.93933333333333
MOSC2	0.3
IKBKE	-0.653
HIF1A	-2.3615
LOC595101	0.2895
RELA	-0.241
TMEM16B	-0.552833333333333
ABHD12B	-3.15125
TSEN34	0.6975
KIF18A	-2.15525
TXNDC9	-0.0136666666666667
SPATA2L	0.069
SEMA4G	-0.876
C21orf91	-0.012625
MATN1	0.091
KCNIP4	0.580666666666667
TUSC1	0.94625
OR4C15	0.742
ARMCX6	-0.166583333333333
WBSCR27	0.148166666666667
OR52I2	0.4645
KIAA1604	-0.52075
DYNC1I1	-1.3235
PPP4C	-0.56975
SLC47A2	-2.21983333333333
TREH	0.039625
CD48	2.64866666666667
ST14	0.742666666666667
PKN1	-0.531
SPON2	1.66975
XBP1	1.95733333333333
SFRS12	-0.885666666666667
EFCAB6	2.82325
SELT	0.514
SLC39A2	0.357
ERF	-0.819833333333333
ARL3	1.9875
SURF6	-0.7512
MLLT10	-0.960857142857143
FLJ11171	0.0518333333333333
TDGF1	-3.5745
ERCC6	0.0225
EIF2AK4	0.582
BAZ1A	0.429666666666667
LRRN3	2.65366666666667
TMC3	0.4025
EFTUD1	-0.20625
PTPRO	1.51966666666667
CLEC12A	2.080125
ACBD4	0.049625
ZDHHC14	-1.569875
OTUD7B	0.221
ACTB	-0.076625
MSRA	-0.471
LCE5A	-0.888
IFI35	0.705
BSCL2	-0.272833333333333
ANKRD12	0.68275
CFHR2	0.546
RGAG1	1.6445
HSFY1	0.143
SLC30A5	0.835
IMPG1	0.635
GPR109A	0.617
ZNF185	-0.87775
IYD	1.00575
NPCDR1	-0.238
SERPINA13	-0.191
HMGCLL1	0.7955
NEUROG1	0.446333333333333
UBQLN1	0.4283125
LIN37	0.96725
SOCS2	-3.01625
DSCR4	-1.918
XKR6	-1.659
GPR142	0.7865
KRTAP13-3	0.8095
CCDC15	-2.533
MOS	0.5495
CD1E	-1.419
OFCC1	-0.0476666666666667
FAM83D	-0.9355
SRFBP1	0.54875
C9orf96	0.247
DHDH	0.1335
CCDC90A	0.4755
RABL3	0.48195
CD320	0.0198333333333333
ANGEL2	0.257416666666667
MRPL21	1.393
SMG6	0.241333333333333
INSR	0.8306875
FLJ14816	-0.6755
GLRB	1.59733333333333
