Hybridization REF	TCGA-E2-A15J-01A-11R-A12P-07
MAP2K1	-0.661375
FKSG2	1.942
KIAA0430	0.58375
PTP4A1	-0.376055555555556
GPR156	1.577
GTF3C6	-0.56375
UBR2	-0.1337
LOC388272	-2.279
MAK	1.49883333333333
ACOT4	2.99325
STC2	-1.89491666666667
PIGW	-1.163625
SAE1	-1.04225
COL6A1	1.004
OAZ1	-0.244666666666667
STMN4	0.223666666666667
EDG3	-0.139166666666667
SGCE	-2.76616666666667
IL11	-1.856
PRSS8	2.395375
YIPF5	0.302
WNT4	0.766875
CSN2	0.5356
TCF7	-3.554625
TDO2	3.272
SAMD9	-0.224625
S100A7A	-0.6865
MMRN1	0.112333333333333
GKAP1	0.04375
AKR1C3	-2.38975
RNF19A	2.638625
GMDS	0.77075
YKT6	-0.762625
SPARC	1.1959
C12orf31	-0.73
UBE2V2	-0.559833333333333
FBXL18	-0.521
KIAA0460	0.857
ADAM22	-1.75175
SERPINC1	-3.4225
KCTD21	0.72275
MYOHD1	-1.64575
ZNF37A	-0.447666666666667
GTF3C1	0.146333333333333
CTSZ	2.0155
PRNPIP	-0.117875
DRD1IP	1.86225
NR1I2	-2.6442
ZNF266	-0.7404
SPAG4L	0.074
COX4NB	-1.2475
SAPS1	0.516333333333333
APOA1	-3.50125
TATDN1	0.431833333333333
C10orf82	0.39725
KPNB1	-1.2915
FOXO3	0.141583333333333
CRYBB2	-1.3925
ZBTB5	-0.5775
SLC25A38	-0.0215
DCTN2	-0.098
IFT20	0.32325
CTHRC1	1.155
C1orf31	-0.064375
UHRF1	-1.3490625
GPC6	-0.92875
C10orf54	0.99325
MCF2L2	0.0012
WNT9B	0.29975
OLA1	0.055375
FAM120B	0.2015
TTLL10	0.2125
CYorf15A	-4.99166666666667
RELN	-3.214
SCN2B	-0.159454545454545
MFHAS1	-2.1575
NKX3-2	-1.46433333333333
RASGRF2	-0.5845
SSBP1	-1.01633333333333
KPNA6	-0.0702142857142857
LOC389118	0.1405
HS3ST4	-1.9141
SUPT7L	-0.659625
FLJ32658	-2.828
IGFBPL1	-0.623
KIAA1641	-1.3715
SHKBP1	0.0795
CSF1R	4.36525
NAGK	0.69175
MYL2	0.484
HIST1H4C	-2.7705
TOMM7	-0.215875
ADAMTSL3	1.3789
TNFSF14	-1.615
PRRT2	0.67
VTA1	-0.088125
AOAH	2.4325
CRISPLD2	0.960928571428571
PNN	-0.6136
TA-NFKBH	0.52225
ESPN	1.32825
RBM43	-1.3385
KIAA1267	0.337
DDX3X	0.594
KIAA1576	-3.979
PLXDC1	3.662
FLJ25801	-4.37475
HNRNPL	-0.0195
RUNDC3A	0.46875
CASP12	-0.1105
SH2D5	-1.5285
RPL26L1	-0.387
OR51A7	-0.199
HDC	-0.124
C2orf16	0.1955
SYTL3	1.041875
GOLGA4	0.1481875
NOTCH1	-0.4985
ATPAF2	1.04225
ECD	0.5475
SSX5	-0.3335
SNAP91	-0.12275
OCA2	-5.37275
PNPO	0.837333333333333
DAPK1	-1.24683333333333
PINX1	-1.383
SELENBP1	1.682625
NEK3	-0.626583333333333
TMED4	-0.0617857142857143
SSTR4	0.7305
FOSL1	-2.4645
CD40LG	0.409
CES1	-2.51166666666667
DCI	0.218166666666667
B3GAT3	0.575833333333333
STK17B	-0.027
CNTN6	-0.07625
CYP3A4	-1.48733333333333
MBOAT2	-0.276714285714286
PISD	0.89525
USP1	-1.4735
PYDC1	2.41116666666667
CENPM	-1.397625
SAR1B	0.442
TTC7B	-1.333125
DP58	-0.4015
GPC1	0.0225
RBL1	-1.938875
TMEM137	-2.0355
TOB1	1.03533333333333
TCEAL1	1.1025
CENPF	-1.87390909090909
C6	1.29016666666667
PRSS1	-3.96675
PPIL6	1.95983333333333
C6orf124	-0.4795
ODZ4	0.1845
SNCB	-0.12325
NDUFB9	0.005875
CNOT6L	0.242666666666667
S100A9	-0.2445
TRIM50	0.405
KCTD1	2.3879
WDR63	1.34025
SPEF2	3.12875
RNGTT	-0.278666666666667
CXorf22	0.4345
KCNK16	0.5045
CEP250	-1.58725
ATPBD1B	-0.3765
KCNJ2	3.54475
MT1B	-1.877
ZNF684	-0.8845
SLC4A1	0.591
PDHA1	-1.41975
ZNF492	-0.9465
TKT	-0.506
BYSL	-0.352625
RNF38	0.1945
AHDC1	0.6675
KLHL2	0.22575
CMTM8	-2.503
DMP1	2.486
HERPUD2	-0.10575
CRTAM	1.6652
ZNF572	-1.88225
TMEM16J	1.5645
HSD17B2	-1.98425
UBE2G1	0.3255
AHSA2	-1.03575
PELI2	-2.365
TPX2	-2.6885
ATP9B	1.2735
DAZAP1	-0.0465
HMGCS2	-0.1225
C17orf38	0.20425
B9D1	0.30875
NKX2-5	-1.3815
KIAA1276	1.38475
LILRB2	3.232
CSTF1	-0.728333333333333
BTN2A1	-0.720333333333333
C15orf48	3.44475
IGF2BP3	-4.73125
FAM113B	2.32633333333333
HRG	0.319571428571429
ZNF131	-0.88125
USP47	0.223214285714286
CCDC88B	0.283625
HCN1	-0.775777777777778
HTN1	-0.676666666666667
SYCP3	-1.89175
C13orf23	-0.4774
PAPOLA	-0.0803125
AATK	0.1847
MSH3	-0.6315
NDUFAB1	-0.76225
ITLN2	-1.52366666666667
BAK1	-0.632333333333333
MRPL45	0.0238333333333333
MTNR1B	-0.286333333333333
LOC645843	-0.367
SPECC1L	0.241875
PGCP	0.549
SPN	-1.51525
GPR143	1.66816666666667
ZNF576	0.198
TMEM39A	0.4647
ATP5D	0.441
MAGEB3	-2.391
RPS5	0.127833333333333
ANP32E	-2.48428571428571
MTMR1	0.08975
YEATS4	-0.8455
SYNGAP1	0.47675
PCOLCE	-1.11416666666667
MNS1	-1.045
PCYT2	-0.127
ZNF182	-0.191
LAX1	-1.19285714285714
SPPL2B	0.9364
ELOVL5	2.3714
PCDHAC1	-0.79
B4GALNT1	-1.36083333333333
BLOC1S2	0.498875
ZNF673	-0.9054
ARHGAP21	-0.9485
IRX5	2.670375
LRFN5	-1.717
FAM7A1	-1.6805
RAB19	-0.059
GINS1	-2.909
ITM2B	0.8185
PAPSS2	1.74258333333333
OR5BF1	0.89
ACSL3	-0.148125
KIAA1919	-0.837583333333333
GLT8D2	1.574
UTRN	-0.597357142857143
CNN1	0.6935
HISPPD2A	0.0838333333333333
SDAD1	0.170625
SIGLEC9	1.16866666666667
RPL35	0.0115
C22orf26	0.3805
IMPDH2	0.708375
WDR69	-0.711
SEC14L5	-0.686166666666666
CLTA	0.10775
RP11-529I10.4	1.008
GPR37L1	0.822
OGDH	-0.194666666666667
ASB13	1.48283333333333
ZFP14	0.0915
ZCRB1	-0.1455
KPNA3	-0.34175
HSPA1L	0.55625
RHOC	1.399875
LOC554175	-0.7415
PPP3CA	0.1124
SLC1A7	-1.2399
ZNF529	-0.554
RBED1	0.74625
DDB2	-1.94825
FLJ11286	0.244833333333333
SPATA1	0.1425
MKNK1	-0.0191666666666667
DYSF	0.686
ALKBH2	-0.15625
NKD1	-3.4875
C1orf174	-0.33625
PLEKHO1	-0.421333333333333
ASB10	0.3655
RING1	-0.267833333333333
NPC2	0.003
AVPR1B	0.862
YTHDF1	-0.402
LMAN1L	0.492
GSG2	-2.51
CEP170	-0.6926
RPS4Y2	-5.384
MSH6	-1.131
HECTD2	0.00516666666666669
ZNF556	-0.573833333333333
PLEKHC1	-1.4001
AIRE	0.717
BCL2L10	0.5495
LMOD3	0.5695
ZBTB8	0.1067
FOXA2	-3.5919
SLCO2A1	1.228875
C3orf46	-1.052
PRDM16	-1.13833333333333
TMEM98	0.99975
FRMD5	-3.5805
PDE6C	0.072
C1orf216	0.0593333333333333
EP400	-0.206714285714286
PTK2	0.554333333333333
RNF217	0.853
NDUFA8	-0.0105
ZFAT1	1.11275
LAMP3	-0.6805
GLTSCR2	0.91725
NPW	-1.287
LLGL2	0.00699999999999999
PPM1K	-2.40983333333333
C20orf177	-0.5025
KIR2DL4	0.4245
NFKB2	1.502
C21orf122	-1.26033333333333
HESX1	-0.59025
GPR114	-0.723166666666667
SLC25A35	0.2705
GNAT1	-0.99225
ORAI3	0.883
FAM76B	-0.4655
TMEM99	1.3064
TRIM29	-2.4113
CDS1	2.46175
RHEB	-0.439
C4orf27	-0.560833333333333
RAB3A	0.1185
OTUD6B	-1.01275
GPD1	-0.63975
CDH15	0.597666666666667
NPM1	-0.176857142857143
TMEM117	-0.53525
PRPS2	0.89875
GCK	-0.143
ADRA2A	5.43116666666667
TSPYL4	-0.0391666666666667
TASP1	-0.2525
WDR19	0.7985
C10orf38	-2.51525
PDE4C	-0.954666666666667
FYB	-1.26258333333333
C1orf55	0.574
PPFIA3	0.2035
RAD18	-0.90975
C12orf44	0.3285
CRYBA4	0.272
HVCN1	0.31875
TAF10	0.421333333333333
C16orf48	-0.563166666666667
DEPDC5	0.830166666666667
LTBP1	-0.35
MAPRE1	-0.3725
FGF8	-0.414
C3orf52	0.078125
SENP7	-0.155166666666667
LRRK2	-0.072
RUNDC2A	-0.238166666666667
KIAA0355	-0.361666666666667
CPEB1	-2.61275
PPEF2	0.3055
ABI2	-0.323333333333333
KIAA0317	0.247125
ATF1	-0.505666666666667
DYNC1H1	0.44975
DIP	0.57425
TMEM33	0.350722222222222
POLDIP3	0.23
C7orf24	0.267
GPR171	1.27
CDC6	-2.70233333333333
PLD1	-1.2476
ITFG2	0.00320000000000004
NDUFC1	0.071
AKNA	-1.199
NBR1	0.50275
PKHD1	0.05675
HPS4	-0.0517
MAFA	1.834
ULBP3	-0.919666666666667
DIRC1	0.053
IMMT	-0.406375
C22orf13	0.466083333333333
CEL	0.2085
MARK3	-0.3695
ADAMTS2	0.388333333333333
ARPC3	0.0168333333333333
TMEM10	0.219625
NPHS1	1.44125
BRD8	-0.0263333333333333
WDR12	-1.0835
IDI2	-0.144875
HOXD13	-3.003
OR8G2	-0.91275
SLAIN1	-4.65675
GABRQ	-1.13025
NR2C2	-1.4205
NKTR	-1.0289
TLE2	0.3305
KIAA0892	-0.9165
AURKA	-2.833
GPRC5C	-0.248833333333333
TBC1D9B	0.124125
PNPLA6	0.749333333333333
AP3B1	0.029
NAG	0.379125
C11orf68	-0.3055
AKR7A3	2.40675
AHCYL1	0.626
COP1	-0.351333333333333
RPP14	-0.614
PCDHB18	-1.16325
CDH24	1.6895
KRT17	-2.6627
LACTB2	-0.1725
DDX24	-0.0953
PHACTR1	-2.44083333333333
SLC35E2	0.319
LOXL1	-1.2155
IQSEC2	1.12825
RGSL1	0.233
PCDHGC5	0.3365
MEGF10	0.228375
PRRX1	0.128833333333333
ASTE1	-0.0873333333333333
C6orf159	-1.39875
MYOD1	1.5385
GAA	0.4535
ZNF747	1.01675
KLRC1	0.0667500000000001
IL1RL2	0.793
GDF9	0.27325
GPR119	-0.025
TRAF2	0.352666666666667
HCK	3.14183333333333
BMP6	-3.58175
IL8RA	0.361833333333333
FLJ35848	-1.225
EFHA1	0.76225
CDSN	0.258833333333333
C14orf54	-0.314666666666667
LSM3	-0.891
ZFP41	0.53
C9orf126	-1.7445
VIT	-2.0515
SPCS3	-1.3455
DEF8	-1.7823
CHAF1A	-1.9235
C1orf165	-0.687833333333333
ZFPM2	0.538333333333333
FTH1	1.79575
SLC35F1	-1.10525
YWHAH	0.70275
C17orf66	-0.673833333333333
ADRB1	3.37883333333333
FOXL1	-0.657
RG9MTD3	-0.494666666666667
UMPS	0.304
MGC13008	0.132
KIAA1161	0.5625
CCDC77	-1.884
C12orf65	-1.9035
COG4	-0.748166666666667
RCP9	-0.837666666666667
RP4-692D3.1	4.1615
CDC2L5	0.1305
MGC7036	0.369166666666667
DNAJC11	-0.273
GDF2	0.233
TIMM17A	-0.14825
HNRNPA0	-0.2557
OR2H1	0.235666666666667
PCBP1	-0.174875
COL23A1	-1.76075
LRRC2	-0.882642857142857
NSD1	0.298857142857143
FLJ37078	-0.99075
WDR91	0.014
TMEM179	-0.16025
DSCR10	0.412
CNDP2	1.2518
FYN	-1.8785
BEX2	-1.02716666666667
KCND3	1.68475
YPEL5	1.252625
LRRC42	-0.617666666666667
C17orf45	1.177125
ZNF649	-1.2982
LOC150763	0.922375
COL5A2	1.33891666666667
CNGA2	0.955
ELA2B	-0.801666666666667
RAB9B	-2.7825
FAM100A	0.76125
NAIP	1.77307142857143
MYOZ2	-0.598571428571429
SPATA12	0.3675
XRCC4	-1.10575
CYB561	0.9257
CHST10	0.23525
BAI1	-0.1155
BRSK1	0.148833333333333
C17orf89	-0.399125
PDE6H	-2.319
FLJ20309	0.3153
MAP7	1.64175
SCN4B	-0.5555
SPAG9	-1.2976875
SERTAD1	0.473333333333333
FLJ21963	-0.85725
ANTXR1	0.3544
TMPRSS13	2.6485
ETV7	3.177
DGAT1	0.832333333333333
NKIRAS1	0.469833333333333
TAC3	-4.31175
CORO1C	-0.600583333333333
RAD54B	-1.19375
HRASLS3	2.31616666666667
C21orf42	0.1075
BARD1	-1.11383333333333
ZNF177	-1.41933333333333
MIP	0.5515
ZNF442	-0.0125
F2	-3.6225
GRIA1	-0.069125
GALNTL2	0.0458333333333333
WNT5A	-1.168
LENG9	0.4895
hCG_25371	-1.44
FOXR1	0.1605
TRA@	0.629444444444444
PWWP2	1.37725
C1QTNF7	1.5315
SLC7A4	2.7745
C4orf7	-0.72525
C17orf80	-0.375666666666667
KLK4	0.223833333333333
IL31	-0.789
TMEM176A	4.15175
CTNNB1	0.295625
BHLHB2	0.97575
TMEM185B	0.383833333333333
ARD1B	0.23
C1orf93	1.4945
BRUNOL4	-0.6855
LOC541469	1.43766666666667
UPK2	-0.20225
GAS8	0.177
PATE	0.389
IMPACT	1.12125
WNK4	-2.5785
HNRPLL	-0.557125
GAD2	0.839
ITGA6	-1.579
BMP15	-0.011
CYP2A7	2.44
RIC8A	0.17375
CCND1	0.222
USP35	0.6895
DSCR2	-1.50225
CCL4	4.57266666666667
ZCCHC10	-0.141
NOL11	-0.67525
TRPM2	2.135
PSMD2	-0.807636363636364
CHTF18	-1.52975
USP18	0.366375
RRAS	0.308
LAMC3	-1.66575
TOX	-3.63016666666667
PCDH15	-0.691
GABRG3	-3.14425
NUDCD2	-0.05275
SGCZ	-5.008
KCTD17	0.4654
SPSB2	0.5505
TPPP3	2.659
CILP2	0.848
CALB2	1.55525
CEBPZ	-0.520166666666667
ZNF479	-0.45525
FMOD	5.46883333333333
C21orf66	-1.20642857142857
CLN6	-0.196333333333333
ANAPC1	-0.576
SH2D3C	0.99
PTPN14	-1.6688
TRIM42	0.39975
APTX	0.664
SNRPG	-1.10666666666667
BMS1	-0.255
MAGEA3	-4.191
NFATC3	-1.38916666666667
LRRC45	0.602833333333333
ARS2	0.0735714285714286
LRIG1	2.62516666666667
EPSTI1	0.672833333333333
PRSS27	1.42175
ERC2	-1.48825
PRKACB	-2.285
PRDM13	-4.7095
HCG27	-2.329
KLK12	-3.9855
HSD17B7	0.263666666666667
ZNF354A	0.5135
PCDH11X	-0.0615
DMGDH	-1.169
PCBD2	-0.385333333333333
TMC6	-0.91675
RIMS1	-0.371875
SF3B2	-0.622
RCN1	-0.3845
CPB1	1.2545
BCAR3	-1.5735
FCRLB	0.7915
PAK1IP1	-0.97925
OR10H1	0.468
KIF9	1.8763
PITPNM2	-1.193
L3MBTL4	0.94475
TGFB1	-0.1756
ZXDC	-0.17125
SLC6A16	-0.9075
SRrp35	-2.764375
LRRC8E	1.91175
PPIAL4	-0.708416666666667
EOMES	-0.356
PAX2	0.878
SCARF2	0.586375
PSEN2	1.67458333333333
PCDHB13	-0.829
C10orf28	-0.31125
DHRS7B	0.459285714285714
C1orf131	0.02525
ASB1	-0.8502
ZNF223	-0.132833333333333
LCMT2	0.2795
MEP1A	-0.8835
TMEM53	1.1045
RSPH3	1.32125
C10orf33	-0.154
LOC644285	-0.9615
PTPN9	0.707333333333333
ABCA12	0.579
CCDC37	-2.10575
RUNDC1	1.0628
YES1	-0.141166666666667
FAM120AOS	0.3265
OR5M3	1.177
PPP1R3F	0.408333333333333
IL13	0.0332
MDFI	0.39325
PRNT	0.498
ZDBF2	0.396
OR10C1	-0.0721666666666667
CLIC1	-0.473166666666667
LILRA5	0.3065
CSAG1	-3.81533333333333
TREML2	-1.22833333333333
FAM125A	0.5805
ZNF74	-0.404
FAM104A	-0.12325
LRRC39	-1.0735
SAMD5	-1.74225
HYAL2	0.553
HIST2H2AC	-0.478375
IGFBP5	-0.458304347826087
NRTN	-2.05883333333333
KIAA0556	0.7307
FAM29A	-1.74633333333333
JMJD2A	-1.02725
EPHB1	-0.299
POLD4	0.64825
ANAPC10	-0.65175
LRRC36	-0.3585
MEGF6	-0.044125
LPHN3	-1.19766666666667
BMP10	-0.855666666666666
C21orf55	-0.286
CREM	-0.119875
PTGER4	-1.70633333333333
METAP1	-0.61125
KCNQ1	2.46066666666667
NR2F2	0.5025
SSFA2	-0.592333333333333
CTTNBP2	-3.8785
BCL2A1	-1.56325
ZBTB24	-0.292375
SLCO6A1	-1.44525
PRDM1	-0.3882
OR7D2	-0.799
CCDC47	-0.2529
LOC646982	0.1875
SLC26A6	-0.606833333333333
BIN1	-0.5144
SRRM1	-0.804357142857143
PCSK1N	-0.163
ALS2	-0.0843
ECT2	-0.778210526315789
CACNA2D2	-0.297
DOCK6	-0.60525
C10orf119	0.03175
FATE1	0.076
DUSP23	2.27
TRIP6	0.5855
NUP35	-0.468
CDH3	-0.16525
KLHDC8A	0.60775
C9orf116	2.291875
EI24	0.1155
CENTD1	0.584166666666667
RWDD2B	-0.136333333333333
DOCK1	0.709
NPAS2	0.326875
NR3C2	0.612166666666667
FAM63A	1.45183333333333
INPP5F	-0.9675
FAM111A	0.1724
MYBL1	-2.52391666666667
IQGAP3	0.169666666666667
CRADD	-0.650666666666667
DUSP12	-0.71775
PDZK1IP1	3.8175
VASH2	-1.932
CTR9	0.3155
VIL1	-3.8465
OR8U1	0.5345
CCDC107	0.45
PTTG1IP	-0.434125
OR4X2	-0.24025
COL9A1	-2.54
PSMD9	-0.522
ZFP62	0.6385
TIP39	0.24375
PARP15	0.243
TTC19	0.797875
C1orf114	-2.96816666666667
GFPT1	0.183
SLC27A6	-3.55825
MRPS10	-0.3888
CALML5	4.32316666666667
TRPM7	-0.576125
CGNL1	-1.268125
CECR1	0.74725
SERPINB8	-0.268166666666667
TMEM102	1.7705
PDIA2	-2.541
NUCKS1	-0.533166666666667
HOTAIR	-0.65125
EBI3	0.461
NXN	-0.18575
ZMYND19	-0.258375
FOXJ3	-0.4895
EIF5B	0.1134
EIF2B4	0.565666666666667
LEO1	-0.22525
ZIC5	-1.81718181818182
IL20	2.2165
KIAA0415	0.945
FLJ37357	1.3335
TSPAN12	-0.309625
ACTR3B	-0.133875
TFAM	-0.396
IL17RD	-2.00275
PARP12	1.12625
KLHDC7A	0.6405
KCTD4	-0.189833333333333
GTF2H1	-0.234
FLCN	-0.188666666666667
BIRC4	0.10625
LOC790955	0.2575
VKORC1L1	-0.21225
CYP4F22	2.50766666666667
TAS2R5	0.708
ZNF582	1.438
HS3ST3B1	-1.044375
CTNS	0.67575
STK36	1.15766666666667
MMD2	-0.3665
RP5-1103G7.6	0.382
FLJ23356	0.025
CRH	-1.38775
C1orf182	1.52316666666667
ACP5	1.8595
AMFR	1.9557
CA4	-3.07225
PLCB4	-0.158625
MPHOSPH10	-0.5945
UNQ473	3.23566666666667
G3BP2	-0.171416666666667
SR140	-0.689
HOXA2	-0.493
PYGB	-0.989625
BAT1	-0.227416666666667
DKK3	-0.644
DDX31	-0.231
TULP1	0.354
NHLRC2	0.757
TNRC4	-0.2638
ZNF430	-0.8
TNRC6A	0.38525
PLA2G1B	0.176833333333333
RCHY1	0.686
GTF2A2	-0.592
MGC4294	-1.025
ZNF691	0.46625
TACC3	-1.73
DNAJC5G	-0.418
LOC4951	0.18575
MS4A4A	-2.448
LOC152485	0.5425
PPP1R2P1	-0.2085
PPP2R5B	0.28125
RPGRIP1L	-0.474
SPOP	0.2471
PTPRF	1.46833333333333
MGC42090	-0.6505
SUSD3	3.1735
THOC4	-0.887
MAML1	0.2462
FXR2	0.22
TYK2	0.356625
MUC6	1.995
DNAJB7	-0.1895
PIP4K2A	-0.0839285714285714
MEX3A	0.493
RRP1	-0.367875
TFAP4	0.45
CXorf41	0.737
MTMR4	0.0946666666666667
CTLA4	-0.7305
SNX9	0.126125
CIB3	0.6345
NECAP1	0.568875
PLA2G2D	-0.1901
GLMN	-1.10616666666667
DCLRE1A	-0.35525
PDX1	0.1575
SAMD11	-0.9455
MRPL55	0.5838
TLR7	1.702375
TBC1D21	0.5005
SMAD1	1.6543
ACTRT2	-0.1165
RIOK2	-0.16325
PDLIM4	0.17725
SLC22A15	0.582833333333333
ABHD13	0.2676
STX18	1.047
CCPG1	0.361857142857143
DCBLD1	-0.8365
SLC2A6	-1.286
NOLA3	-0.92125
TRDMT1	-1.29
IL17F	0.9875
ATP1A4	-0.140666666666667
OR52W1	0.3665
CFL1	-0.316
IL4	-0.77475
RBP2	-0.363666666666667
CPSF6	0.61375
TTC8	0.5805
MUCL1	-1.9625
EYA3	-1.8275
KRT38	0.6255
GNE	-2.04425
ZNF501	-1.2975
SLC35A2	0.172
CEP110	-1.885
MYF6	0.6135
MGST2	0.318166666666667
TRPV4	-0.254166666666667
NEK8	0.204
NOX5	-1.027
NCKAP1L	-0.932833333333333
EMP3	-1.92483333333333
BPY2C	-0.858
C1orf38	0.041875
ELOVL2	-1.281375
CBX7	0.878333333333333
OSBPL1A	1.33483333333333
ZNF589	-0.395
ESCO1	-0.7775
TRA2A	0.387916666666667
C3orf26	-1.1235
PHF2	0.627583333333333
PID1	-1.48066666666667
RFC1	-0.9185
MTAP	-0.04425
ADORA3	2.9055
LOC389458	-0.70075
TRNT1	-0.09675
CRIPAK	0.57225
RAI2	0.627333333333333
ANKRD44	-1.14375
GZMB	2.725
NFE2L1	0.138
STIP1	-0.401166666666667
RASL11B	-2.0665
NT5DC2	-2.49966666666667
LRP2	0.0495
MTDH	0.353
ARSG	2.03925
HSP90AB1	-0.2865
CT45-6	-5.113
ZNF483	-0.8515
LMBR1L	-0.56875
S100A2	-3.1676
C2	-1.04144444444444
C2orf27	0.036625
EIF4EBP1	-1.19875
GCKR	-3.4675
PPP1R9B	0.288875
FER	-1.608
SNRK	1.089
OR5M10	-0.615
UTP6	-0.61575
CAPZA3	0.161
FBP1	1.27566666666667
TERT	-1.294
CCL1	-1.453
FUCA1	0.2875
ALS2CR8	0.260333333333333
KCMF1	-0.0778333333333333
SRCRB4D	-1.7565
OXCT2	-0.0553333333333333
IL17RA	0.419666666666667
MPP5	-0.396875
SPA17	0.96975
FLJ10986	0.690666666666667
GALNT14	2.1335
CXorf27	-0.463875
NPLOC4	-0.3025
RAB34	0.327
KRTAP3-3	0.1795
ARSD	1.04966666666667
CPLX2	-1.2244
PJA1	0.012
WHDC1L1	-0.43
RB1	-0.7181
MTMR15	0.364
PHLDA2	-1.3037
GUCY2F	-0.4595
MPV17	0.258166666666667
SLC35D1	-0.163
LYSMD3	0.097
COL16A1	1.24675
ERLIN1	-0.707166666666667
JMJD4	0.1985
HIST1H2BK	-0.40725
TP53I11	0.994833333333333
ST3GAL4	-0.1984
PF4V1	0.985666666666666
ALG8	-0.0225
REG1A	-1.59875
MINA	0.1955
CYB5R3	-0.144916666666667
HHLA1	0.8515
MYST4	0.2935
VASN	-2.59775
UCHL5IP	-0.897
TFAP2A	1.339
MGC9913	0.196
C9orf97	0.135
LOC90379	-0.39975
PHF15	0.560571428571429
ZNF169	-0.164666666666667
KRT7	2.7368
GLIPR1L2	1.61716666666667
LOC116236	0.072
IQCF3	0.7595
RDH14	0.576166666666667
HNRPK	0.592428571428571
RABEPK	-0.419833333333333
ISX	-4.136
CBARA1	0.3415
RAD51AP1	-2.699
MLL5	-0.210375
CXorf48	-6.0715
SGCD	-0.897
PHTF1	-0.883875
CA3	2.119
CMTM5	0.11725
STX10	0.123
JMJD2D	-2.3065
P4HA1	0.1645
GAB3	-1.499
DHRS4	0.311666666666667
COL4A1	2.1716875
C20orf20	-1.3855
OSBPL2	-0.028
PTTG2	-2.806
KIAA1688	1.75225
STS	-1.803875
SHROOM4	0.182333333333333
KBTBD5	0.373666666666667
ALDH1A3	0.4729
BTNL2	0.234333333333333
TGIF1	0.8395
ZFAND5	0.393
ICA1	2.2885
NAV3	-3.09766666666667
FLJ12331	0.80825
EPS8L2	0.738
MNT	0.360333333333333
ENTPD1	1.46191666666667
OR51E2	1.577375
STK11	0.725125
MX1	2.7315
TTTY9A	0.43475
CX62	0.0905
LOXL4	-2.11675
EXOSC4	0.246
PURB	-0.322642857142857
SETD1A	0.190666666666667
RELB	1.7065
LAMB2	1.0675
HNF1B	-0.357666666666667
PNLIPRP3	-0.7145
C14orf139	-1.05125
UMOD	2.5705
GRIN3B	-0.65175
GPR25	0.348
ZNF512B	-0.21575
ATP6V0A1	-0.14575
SRA1	0.253416666666667
ZNF615	1.2535
ZNF768	0.63725
ZNF469	2.325
DYNC2LI1	0.808
DNAH3	0.3505
LOC387911	-0.33825
LOC554234	0.1025
ARRDC5	1.40475
TMEM59L	-1.48883333333333
MARCH4	-0.59325
CNOT8	0.0703333333333333
KIRREL3	-2.02666666666667
ADAM17	0.09025
MYOG	0.1825
CPNE1	-0.484333333333333
AK5	0.896125
LOC204010	-0.05125
NDRG4	-1.30125
LOC130074	0.042
PIAS4	0.393
NCOA2	0.85075
TEGT	0.133
USP5	0.05475
ANKRD21	-1.30125
KIAA0692	-0.00383333333333333
HAPLN3	-0.411
LZIC	-1.06175
NRXN3	0.657
CDKN2C	-2.80916666666667
KIAA0226	-0.0973333333333333
CYB5D1	1.11425
WDR68	-0.8144375
ABCB6	-0.5484
MRPS25	-0.771
ZMAT2	-0.241583333333333
KRT25	0.8755
RPL11	0.2415
GRAP	-0.849666666666667
LOC198437	1.292
RORC	2.6515
RAP2C	0.359785714285714
MXD1	-0.339375
AZI2	0.0386666666666667
NUAK2	0.96075
AHSG	-6.029375
MANSC1	2.326
IMP3	-0.137666666666667
C2orf3	-0.800875
VSTM3	1.102
PCTP	0.48275
SIRT1	0.289
MANBA	0.42275
CD164	0.70725
GFRA1	-3.2832
PRM2	0.46325
ZKSCAN3	0.163
PLEKHG1	1.29525
TPRKB	-0.53775
UBFD1	0.397083333333333
CDKL5	-0.1
HIST1H2BD	0.424833333333333
INPP4A	-0.613
BMX	-1.575875
PTPRU	0.78
LOC554202	-1.27466666666667
HOXC8	0.681875
IL12B	0.1745
ADPGK	-0.7195
ZNF418	1.653
SIAE	0.834
CWC15	-0.477
RP13-401N8.2	-0.642
KLHL11	0.172
DEDD2	0.60375
PSMB3	-0.40675
DDX25	-2.98925
ZBTB3	-0.134
GFRAL	0.1465
RPS25	0.111166666666667
FAM57B	-0.776
TESK2	-1.068
DNM1L	-0.988
ZNF207	-0.1475
CLEC11A	1.207
TOLLIP	0.764
TMEM61	0.236833333333333
DLK1	-4.5191
PLVAP	3.237
NOD2	0.327166666666667
SCMH1	0.43525
FLJ40235	-1.1185
HTR2A	-0.686666666666667
ARMC5	0.3025
FUT7	-0.1405
PRELP	0.6362
ALKBH6	-0.299833333333333
GYG1	0.289083333333333
POLR3GL	0.19425
COL8A2	3.20883333333333
OR10A5	0.349
C1orf187	-1.78625
TXLNB	2.82783333333333
C16orf68	-1.092
R3HDM1	-0.708
C16orf75	-2.142
BAALC	0.767875
TNP1	0.47875
GAPDH	-1.33775
COX7C	0.924
ERRFI1	1.40183333333333
PGAM2	0.220333333333333
FAM108B1	-0.581
APC	0.1415
TLR2	4.00625
SUCNR1	0.283875
ZNF233	1.67275
WFDC1	-2.262
PSG11	-0.9396
SLC39A1	1.6115
PSAPL1	0.0535
CDC42EP1	0.981875
MECR	0.0975
