Hybridization REF	TCGA-AR-A1AQ-01A-11R-A12P-07
SFTPB	0.592571428571429
CNTNAP2	0.575454545454545
FRK	2.5135
TBX19	1.4005
CHD4	0.163
C6orf26	-3.07
MOSC2	-1.08575
IKBKE	1.09825
HIF1A	-1.49833333333333
LOC595101	0.2705
RELA	0.512
TMEM16B	-2.43883333333333
ABHD12B	-0.145
TSEN34	0.47875
KIF18A	-0.6725
TXNDC9	0.232333333333333
SPATA2L	-0.164
SEMA4G	-0.8415
C21orf91	1.071
MATN1	-0.0565
KCNIP4	0.731666666666667
TUSC1	2.0095
OR4C15	0.2715
ARMCX6	0.390083333333333
WBSCR27	-0.184833333333333
OR52I2	-0.0239999999999999
KIAA1604	0.14375
DYNC1I1	-0.40175
PPP4C	0.2065
SLC47A2	-1.9375
TREH	-0.03125
CD48	3.149
ST14	2.68933333333333
PKN1	0.7655
SPON2	1.9105
XBP1	0.737833333333333
SFRS12	-0.895
EFCAB6	1.011
SELT	0.075
SLC39A2	1.1515
ERF	0.520666666666667
ARL3	0.391375
SURF6	-0.3625
MLLT10	1.38228571428571
FLJ11171	-0.4935
TDGF1	-4.1945
ERCC6	0.134
EIF2AK4	-0.0965
BAZ1A	0.726333333333333
LRRN3	0.270666666666667
TMC3	-0.437
EFTUD1	-0.3675
PTPRO	1.10083333333333
CLEC12A	1.788
ACBD4	0.082375
ZDHHC14	-0.58
OTUD7B	0.39725
ACTB	0.414375
MSRA	0.153125
LCE5A	-0.347
IFI35	1.40075
BSCL2	1.38883333333333
ANKRD12	0.531583333333333
CFHR2	0.885
RGAG1	0.109333333333333
HSFY1	0.277
SLC30A5	-0.170666666666667
IMPG1	1.1205
GPR109A	0.608
ZNF185	0.50525
IYD	0.09675
NPCDR1	-0.1075
SERPINA13	-0.133
HMGCLL1	2.5045
NEUROG1	0.2545
UBQLN1	-0.0875
LIN37	0.8355
SOCS2	-3.320875
DSCR4	-1.683375
XKR6	-1.33975
GPR142	0.8565
KRTAP13-3	-0.1345
CCDC15	-0.206
MOS	0.3175
CD1E	0.6985
OFCC1	0.088
FAM83D	0.0605
SRFBP1	-0.42725
C9orf96	0.063
DHDH	1.99425
CCDC90A	-0.9255
RABL3	-0.0729
CD320	-0.5725
ANGEL2	-0.03125
MRPL21	-0.4375
SMG6	-0.1305
INSR	1.1446875
FLJ14816	-0.00600000000000001
GLRB	-2.75483333333333
C9orf89	0.15875
CIZ1	-0.241625
URG4	-0.577166666666667
LRDD	-0.4515
CBY1	0.3985
NFX1	0.50775
MTERFD2	0.00057142857142863
C19orf23	0.3675
PGC	-2.491375
IER3IP1	1.2691
RASAL2	0.958666666666667
C1orf89	-0.67925
SYNJ1	-0.673125
NFKBIE	2.381
FLJ40125	-0.214333333333333
TCEB2	-0.3015
NOG	-1.96
POLR2J2	-0.493833333333333
HLA-B	3.84325
PCDHA1	-0.521
PPP2R2B	-0.0035
ARHGEF17	0.5975
TCF7L2	1.1665
CHD5	0.169833333333333
ZNF431	-0.245875
TBC1D25	-0.46925
ZNF800	-0.32175
SCUBE2	-1.69209090909091
MYCBP	-0.178666666666667
GPX5	1.0315
C6orf129	0.954166666666667
QSER1	0.570833333333333
ULK2	1.09
PIGO	0.5775
NRCAM	-2.23
SLC35E3	-1.139875
CSRP2	1.34275
HYPE	-0.02875
MAPK15	0.642333333333333
MGC14327	-0.56225
TIMM13	-0.465
ZNF462	1.067
GBA3	0.0575
TEX13A	0.5435
MCM6	0.217333333333333
MTRF1	0.15925
ABCA7	-1.468
EIF4A2	0.5675
ZC3H10	0.3567
RPGR	-0.156166666666667
C20orf94	-0.691
RP1L1	0.5005
GPR125	-0.19675
USP22	-0.941928571428571
OR1L4	-0.39025
MLZE	3.51775
FLJ32065	0.21625
PTCD1	-0.29825
CRTAC1	0.452
BXDC2	-0.682
C18orf1	0.450333333333333
FAM107A	0.500357142857143
EFNA3	0.60625
P18SRP	-1.1425
CAMKK2	0.05325
KIAA0649	-0.48225
NES	1.88516666666667
HS6ST3	-2.011125
PON2	-0.9625
TCP11L2	-0.9895
CLEC4A	3.213
PRR12	-0.197
MLXIPL	-1.24
C2orf50	0.4555
ZNF28	-0.03775
ENC1	1.15233333333333
MAP2K1	-1.069375
FKSG2	1.67575
KIAA0430	-0.2205
PTP4A1	-1.55344444444444
GPR156	0.374
GTF3C6	0.21675
UBR2	0.9513
LOC388272	-0.4905
MAK	0.0101666666666667
ACOT4	1.3195
STC2	-2.18983333333333
PIGW	-1.249
SAE1	-0.739
COL6A1	0.525318181818182
OAZ1	0.056
STMN4	1.568
EDG3	-0.100833333333333
SGCE	-0.728333333333333
IL11	-2.39416666666667
PRSS8	2.112375
YIPF5	0.177416666666667
WNT4	1.11825
CSN2	0.197833333333333
TCF7	-2.4645
TDO2	5.01125
SAMD9	0.446
S100A7A	2.905
MMRN1	0.533
GKAP1	-0.13925
AKR1C3	2.10075
RNF19A	0.97175
GMDS	0.06975
YKT6	-0.37725
SPARC	1.1766
C12orf31	-0.4255
UBE2V2	0.3725
FBXL18	-1.23616666666667
KIAA0460	0.84025
ADAM22	-0.194375
SERPINC1	-4.94775
KCTD21	0.6515
MYOHD1	-0.707
ZNF37A	0.799833333333333
GTF3C1	-0.1515
CTSZ	3.33425
PRNPIP	0.64125
DRD1IP	0.41875
NR1I2	-1.57466666666667
ZNF266	-0.2631
SPAG4L	0.2735
COX4NB	-0.63025
SAPS1	0.229333333333333
APOA1	-3.576375
TATDN1	0.551833333333333
C10orf82	-2.5655
KPNB1	-0.8895
FOXO3	0.590333333333333
CRYBB2	-0.7385
ZBTB5	0.368833333333333
SLC25A38	-0.3445
DCTN2	-0.193333333333333
IFT20	0.307
CTHRC1	2.226
C1orf31	-0.61375
UHRF1	0.15975
GPC6	1.195
C10orf54	2.53575
MCF2L2	-0.189833333333333
WNT9B	-0.08575
OLA1	0.26725
FAM120B	-0.29425
TTLL10	0.002
CYorf15A	-5.1795
RELN	-2.1188
SCN2B	0.0350833333333333
MFHAS1	0.45725
NKX3-2	-1.2955
RASGRF2	-0.074
SSBP1	-0.409666666666667
KPNA6	-0.00107142857142858
LOC389118	0.5595
HS3ST4	-1.8088
SUPT7L	-0.428375
FLJ32658	0.158
IGFBPL1	-0.89825
KIAA1641	-1.4697
SHKBP1	1.02133333333333
CSF1R	4.41825
NAGK	1.15125
MYL2	0.68475
HIST1H4C	-2.21516666666667
TOMM7	-1.38
ADAMTSL3	1.3417
TNFSF14	-0.18875
PRRT2	-1.44575
VTA1	0.46425
AOAH	3.92966666666667
CRISPLD2	1.4815
PNN	-1.1884
TA-NFKBH	0.48925
ESPN	0.2855
RBM43	-0.3295
KIAA1267	-0.162375
DDX3X	0.137333333333333
KIAA1576	-4.22425
PLXDC1	3.89883333333333
FLJ25801	-4.41025
HNRNPL	0.51925
RUNDC3A	0.5345
CASP12	0.46
SH2D5	-1.298375
RPL26L1	-0.606
OR51A7	0.212
HDC	1.121
C2orf16	0.274333333333333
SYTL3	3.113375
GOLGA4	-0.0871875
NOTCH1	0.149833333333333
ATPAF2	-0.21075
ECD	-0.172
SSX5	-1.914
SNAP91	0.55
OCA2	-2.355
PNPO	-0.4595
DAPK1	1.1305
PINX1	0.784
SELENBP1	0.611875
NEK3	0.654
TMED4	-0.0937857142857143
SSTR4	0.268
FOSL1	-1.0141
CD40LG	1.231
CES1	-2.38266666666667
DCI	-1.25933333333333
B3GAT3	0.666666666666667
STK17B	1.026
CNTN6	0.478
CYP3A4	-1.139
MBOAT2	1.38042857142857
PISD	-0.59275
USP1	0.03825
PYDC1	0.742166666666667
CENPM	-0.923
SAR1B	-0.25975
TTC7B	0.196125
DP58	-0.428
GPC1	-0.03625
RBL1	-0.099125
TMEM137	-2.92366666666667
TOB1	-0.543166666666667
TCEAL1	-0.389333333333333
CENPF	-0.247
C6	0.571
PRSS1	-3.44
PPIL6	0.744333333333333
C6orf124	-0.443
ODZ4	0.736333333333333
SNCB	0.529
NDUFB9	0.00387500000000002
CNOT6L	0.423
S100A9	3.2465
TRIM50	0.3585
KCTD1	1.7327
WDR63	-0.2925
SPEF2	0.84175
RNGTT	-0.416333333333333
CXorf22	0.21
KCNK16	0.37775
CEP250	-1.019625
ATPBD1B	-0.31575
KCNJ2	4.01125
MT1B	0.472
ZNF684	-0.265
SLC4A1	0.06225
PDHA1	0.30925
ZNF492	0.404625
TKT	-0.246
BYSL	0.822375
RNF38	1.354125
AHDC1	-0.8445
KLHL2	0.00437499999999999
CMTM8	0.7565
DMP1	-0.758
HERPUD2	-0.50325
CRTAM	4.50816666666667
ZNF572	-1.822
TMEM16J	1.1595
HSD17B2	-0.468
UBE2G1	0.279125
AHSA2	-1.8845
PELI2	-1.196
TPX2	-0.479125
ATP9B	2.32133333333333
DAZAP1	-0.362625
HMGCS2	0.570166666666667
C17orf38	0.9235
B9D1	0.036375
NKX2-5	-0.824
KIAA1276	-0.2125
LILRB2	3.223
CSTF1	-0.261833333333333
BTN2A1	-0.1745
C15orf48	4.58425
IGF2BP3	-3.82325
FAM113B	2.29183333333333
HRG	0.033
ZNF131	-1.203
USP47	0.0826428571428571
CCDC88B	0.29
HCN1	-0.5955
HTN1	-0.725833333333333
SYCP3	-0.22175
C13orf23	1.0676
PAPOLA	-0.26475
AATK	0.3254
MSH3	-0.488166666666667
NDUFAB1	-0.97975
ITLN2	-0.364333333333333
BAK1	0.5685
MRPL45	-0.921333333333333
MTNR1B	0.292166666666667
LOC645843	0.4405
SPECC1L	-0.624375
PGCP	0.94575
SPN	-0.280125
GPR143	1.3815
ZNF576	0.717333333333333
TMEM39A	0.3978
ATP5D	-0.4155
MAGEB3	null
RPS5	-0.858
ANP32E	0.722428571428572
MTMR1	-0.066
YEATS4	-0.3935
SYNGAP1	-0.081
PCOLCE	-0.562166666666667
MNS1	-0.1805
PCYT2	0.610833333333333
ZNF182	-0.337
LAX1	4.013625
SPPL2B	-0.3816
ELOVL5	0.7103
PCDHAC1	-0.778
B4GALNT1	-0.501
BLOC1S2	0.16475
ZNF673	-0.7107
ARHGAP21	1.134
IRX5	2.10175
LRFN5	-0.733166666666667
FAM7A1	-1.21025
RAB19	-0.182
GINS1	-0.49925
ITM2B	0.9717
PAPSS2	1.31408333333333
OR5BF1	0.7685
ACSL3	-0.7225
KIAA1919	-1.07683333333333
GLT8D2	2.2635
UTRN	0.768928571428572
CNN1	-0.98875
HISPPD2A	-0.0201666666666667
SDAD1	-0.104375
SIGLEC9	1.782
RPL35	-0.653928571428571
C22orf26	-0.4255
IMPDH2	-0.81675
WDR69	0.286
SEC14L5	1.503
CLTA	0.8395
RP11-529I10.4	0.27025
GPR37L1	0.539333333333333
OGDH	-0.0830833333333333
ASB13	1.36766666666667
ZFP14	0.709
ZCRB1	-0.872333333333333
KPNA3	0.67875
HSPA1L	0.1555
RHOC	0.567125
LOC554175	0.79825
PPP3CA	-0.0324
SLC1A7	-0.6964
ZNF529	-0.435333333333333
RBED1	-0.089
DDB2	-1.01875
FLJ11286	1.87966666666667
SPATA1	0.954
MKNK1	0.499333333333333
DYSF	2.05266666666667
ALKBH2	-0.44925
NKD1	-2.7705
C1orf174	0.22225
PLEKHO1	1.69233333333333
ASB10	-0.23975
RING1	-0.339166666666667
NPC2	1.248375
AVPR1B	0.4475
YTHDF1	0.132
LMAN1L	0.479
GSG2	-0.838
CEP170	-0.4674
RPS4Y2	-5.8
MSH6	-0.182
HECTD2	0.289
ZNF556	-3.95333333333333
PLEKHC1	-1.1744
AIRE	0.086
BCL2L10	0.083
LMOD3	0.206666666666667
ZBTB8	0.7121
FOXA2	-3.4208
SLCO2A1	1.705
C3orf46	-0.243
PRDM16	-1.455
TMEM98	1.29125
FRMD5	-3.078
PDE6C	-0.4055
C1orf216	0.148333333333333
EP400	-1.03985714285714
PTK2	0.273916666666667
RNF217	1.38125
NDUFA8	-0.348
ZFAT1	1.30175
LAMP3	5.05533333333333
GLTSCR2	0.00812500000000001
NPW	-0.009
LLGL2	-0.0633
PPM1K	-0.0285
C20orf177	0.2465
KIR2DL4	2.4432
NFKB2	1.612
C21orf122	0.0221666666666667
HESX1	0.114
GPR114	2.10983333333333
SLC25A35	-0.939333333333333
GNAT1	0.3085
ORAI3	-0.96475
FAM76B	-0.0515
TMEM99	-0.4174
TRIM29	1.5731
CDS1	1.57375
RHEB	0.2217
C4orf27	-0.212833333333333
RAB3A	0.4815
OTUD6B	-0.1765
GPD1	-0.302125
CDH15	0.734666666666667
NPM1	-0.905642857142857
TMEM117	-0.14525
PRPS2	1.39566666666667
GCK	-0.5255
ADRA2A	3.06366666666667
TSPYL4	0.466166666666667
TASP1	0.056
WDR19	-0.056
C10orf38	1.96375
PDE4C	-0.736333333333333
FYB	1.56158333333333
C1orf55	0.402833333333333
PPFIA3	-0.10225
RAD18	-0.835
C12orf44	0.0483333333333333
CRYBA4	-0.0645
HVCN1	1.97575
TAF10	0.483833333333333
C16orf48	-1.09383333333333
DEPDC5	0.6635
LTBP1	-0.734
MAPRE1	-0.181625
FGF8	0.0145
C3orf52	-0.779625
SENP7	0.0291666666666667
LRRK2	1.7495
RUNDC2A	-0.0828333333333333
KIAA0355	0.0123333333333333
CPEB1	-0.85525
PPEF2	0.408
ABI2	0.3255
KIAA0317	0.103875
ATF1	-0.765166666666667
DYNC1H1	0.084
DIP	0.89175
TMEM33	0.0388333333333333
POLDIP3	-0.08775
C7orf24	-0.15925
GPR171	4.33275
CDC6	-2.0005
PLD1	0.814
ITFG2	0.4591
NDUFC1	-0.48325
AKNA	-0.511
NBR1	-0.18725
PKHD1	0.550428571428571
HPS4	-1.1963
MAFA	0.071
ULBP3	0.30975
DIRC1	-0.494
IMMT	-0.680125
C22orf13	-0.12975
CEL	0.35525
MARK3	-0.416
ADAMTS2	0.8445
ARPC3	0.043
TMEM10	-0.087
NPHS1	0.45775
BRD8	-0.851666666666667
WDR12	-0.077
IDI2	0.097375
HOXD13	-0.2675
OR8G2	-0.8695
SLAIN1	-1.68925
GABRQ	-0.4585
NR2C2	-0.71125
NKTR	-1.1557
TLE2	-0.026
KIAA0892	0.1215
AURKA	-0.989
GPRC5C	-2.63983333333333
TBC1D9B	-0.396125
PNPLA6	1.19533333333333
AP3B1	-0.32375
NAG	0.092875
C11orf68	-0.1695
AKR7A3	-0.2275
AHCYL1	-0.0930833333333333
COP1	1.48766666666667
RPP14	-0.0874166666666666
PCDHB18	-1.12725
CDH24	-0.71375
KRT17	1.6726
LACTB2	0.41575
DDX24	0.1121
PHACTR1	-2.41483333333333
SLC35E2	-0.09975
LOXL1	-1.54325
IQSEC2	0.41625
RGSL1	0.74
PCDHGC5	1.407
MEGF10	-1.393
PRRX1	1.1535
ASTE1	-0.330666666666667
C6orf159	2.23625
MYOD1	-0.03325
GAA	0.3615
ZNF747	-0.4105
KLRC1	0.2535
IL1RL2	0.649
GDF9	-0.50575
GPR119	1.527
TRAF2	0.3515
HCK	4.08583333333333
BMP6	-1.1385
IL8RA	0.701666666666667
FLJ35848	-1.3785
EFHA1	0.53675
CDSN	1.475
C14orf54	-0.599333333333333
LSM3	-0.99525
ZFP41	-0.0535
C9orf126	-1.2615
VIT	-3.278
SPCS3	0.8245
DEF8	-0.4453
CHAF1A	-0.804
C1orf165	0.0621666666666667
ZFPM2	-0.229
FTH1	0.27825
SLC35F1	-1.1045
YWHAH	0.631
C17orf66	0.581333333333333
ADRB1	-0.0266666666666667
FOXL1	1.7505
RG9MTD3	0.503
UMPS	-0.2815
MGC13008	-0.1185
KIAA1161	0.7355
CCDC77	-0.13575
C12orf65	-0.541
COG4	-0.805666666666667
RCP9	-0.0126666666666667
RP4-692D3.1	1.09416666666667
CDC2L5	-0.4125
MGC7036	0.32
DNAJC11	0.2255
GDF2	-0.172333333333333
TIMM17A	0.18225
HNRNPA0	-0.681
OR2H1	0.1955
PCBP1	0.208125
COL23A1	-1.00425
LRRC2	0.0754285714285714
NSD1	0.0245714285714286
FLJ37078	-1.7165
WDR91	-0.0555
TMEM179	1.1225
DSCR10	-0.3105
CNDP2	0.9546
FYN	-0.4085
BEX2	0.215833333333333
KCND3	0.115666666666667
YPEL5	0.648625
LRRC42	0.676166666666667
C17orf45	0.7155
ZNF649	0.0814
LOC150763	0.201875
COL5A2	1.69366666666667
CNGA2	0.7215
ELA2B	-0.623333333333333
RAB9B	1.0265
FAM100A	0.6905
NAIP	-0.135357142857143
MYOZ2	-1.505
SPATA12	-0.527
XRCC4	-0.72375
CYB561	0.2742
CHST10	0.61
BAI1	-1.1545
BRSK1	1.1315
C17orf89	-0.70675
PDE6H	-1.3845
FLJ20309	0.0202
MAP7	0.533125
SCN4B	0.46175
SPAG9	-0.820875
SERTAD1	0.376166666666667
FLJ21963	-2.6695
ANTXR1	0.2982
TMPRSS13	2.90216666666667
ETV7	4.2385
DGAT1	0.754833333333333
NKIRAS1	-0.406666666666667
TAC3	-3.53775
CORO1C	-0.119166666666667
RAD54B	-0.491
HRASLS3	0.993833333333333
C21orf42	1.63875
BARD1	-0.117
ZNF177	-0.0198333333333333
MIP	0.00650000000000001
ZNF442	-0.3175
F2	-3.3565
GRIA1	0.224
GALNTL2	0.0638
WNT5A	-2.9538
LENG9	0.7095
hCG_25371	0.053
FOXR1	0.1285
TRA@	1.9888
PWWP2	0.4865
C1QTNF7	0.0655
SLC7A4	0.1965
C4orf7	3.538
C17orf80	0.0378333333333333
KLK4	0.795166666666667
IL31	-0.1665
TMEM176A	4.1875
CTNNB1	0.5095625
BHLHB2	-1.02025
TMEM185B	1.05883333333333
ARD1B	0.43375
C1orf93	0.7755
BRUNOL4	1.86933333333333
LOC541469	-1.12433333333333
UPK2	0.3795
GAS8	-0.1175
PATE	0.824
IMPACT	-0.0355
WNK4	-2.92066666666667
HNRPLL	-0.03775
GAD2	0.2615
ITGA6	0.47125
BMP15	0.186833333333333
CYP2A7	0.32525
RIC8A	0.540625
CCND1	-1.04091666666667
USP35	0.0295
DSCR2	-0.0235
CCL4	4.82966666666667
ZCCHC10	-0.869
NOL11	0.2335
TRPM2	2.41366666666667
PSMD2	-0.138
CHTF18	-1.238
USP18	2.16625
RRAS	0.441125
LAMC3	-0.8515
TOX	-1.444
PCDH15	0.2355
GABRG3	-1.6505
NUDCD2	-0.605375
SGCZ	0.4365
KCTD17	0.1342
SPSB2	0.286
TPPP3	2.42266666666667
CILP2	0.353
CALB2	3.80975
CEBPZ	-0.2855
ZNF479	-0.0765
FMOD	4.01966666666667
C21orf66	0.094
CLN6	0.015
ANAPC1	0.024875
SH2D3C	1.6255
PTPN14	1.048
TRIM42	0.322
APTX	0.25275
SNRPG	-0.284333333333333
BMS1	-0.092
MAGEA3	-4.3415
NFATC3	-0.312333333333333
LRRC45	0.599333333333333
ARS2	0.1885
LRIG1	0.517166666666667
EPSTI1	2.92833333333333
PRSS27	0.5135
ERC2	-0.259
PRKACB	0.549357142857143
PRDM13	-1.129
HCG27	-1.04825
KLK12	-2.5175
HSD17B7	-1.22
ZNF354A	0.097
PCDH11X	-0.4945
DMGDH	-0.1925
PCBD2	-0.991333333333333
TMC6	-0.94475
RIMS1	0.0711428571428572
SF3B2	-0.105166666666667
RCN1	0.275166666666667
CPB1	1.4855
BCAR3	-1.14825
FCRLB	0.13175
PAK1IP1	-0.7025
OR10H1	0.298
KIF9	-0.0657
PITPNM2	-1.075875
L3MBTL4	2.847
TGFB1	-0.149
ZXDC	-0.4995
SLC6A16	-0.497
SRrp35	2.087
LRRC8E	1.34625
PPIAL4	-0.34875
EOMES	2.28083333333333
PAX2	-0.044
SCARF2	-0.412375
PSEN2	1.11233333333333
PCDHB13	-0.48225
C10orf28	0.497875
DHRS7B	0.176428571428571
C1orf131	-0.05175
ASB1	-1.0643
ZNF223	-0.538166666666667
LCMT2	-0.4855
MEP1A	0.29225
TMEM53	0.265
RSPH3	1.12675
C10orf33	-1.172
LOC644285	-1.35175
PTPN9	0.519666666666667
ABCA12	-4.076
CCDC37	0.06375
RUNDC1	-0.5647
YES1	0.983833333333333
FAM120AOS	-0.57125
OR5M3	0.571
PPP1R3F	-0.0755
IL13	1.5619
MDFI	-0.084
PRNT	0.703
ZDBF2	-1.201
OR10C1	-0.174666666666667
CLIC1	-0.198833333333333
LILRA5	1.09916666666667
CSAG1	-3.453
TREML2	0.592
FAM125A	0.0576666666666667
ZNF74	-0.9465
FAM104A	0.02025
LRRC39	-0.777
SAMD5	1.27775
HYAL2	0.000749999999999987
HIST2H2AC	-0.36575
IGFBP5	0.992130434782609
NRTN	0.6185
KIAA0556	-0.3484
FAM29A	-0.179222222222222
JMJD2A	0.257
EPHB1	1.15625
POLD4	-0.086
ANAPC10	-0.374
LRRC36	-0.69725
MEGF6	-0.23875
LPHN3	1.395
BMP10	0.7045
C21orf55	0.319
CREM	0.814125
PTGER4	1.26233333333333
METAP1	-0.434625
KCNQ1	0.988666666666667
NR2F2	-1.675125
SSFA2	-0.828916666666667
CTTNBP2	-5.04175
BCL2A1	0.655875
ZBTB24	-0.391875
SLCO6A1	-1.5065
PRDM1	2.1939
OR7D2	1.483
CCDC47	-0.6462
LOC646982	0.164
SLC26A6	-0.958
BIN1	0.5702
SRRM1	-0.504
PCSK1N	-1.562625
ALS2	0.0955
ECT2	-0.139421052631579
CACNA2D2	-0.68975
DOCK6	-0.34425
C10orf119	-0.26225
FATE1	0.854
DUSP23	0.968
TRIP6	0.563142857142857
NUP35	-0.08125
CDH3	2.1115
KLHDC8A	1.20625
C9orf116	-0.818875
EI24	0.321
CENTD1	1.2595
RWDD2B	0.441333333333333
DOCK1	-0.361
NPAS2	-0.84725
NR3C2	2.303
FAM63A	0.134833333333333
INPP5F	-1.20033333333333
FAM111A	-0.9645
MYBL1	-1.16425
IQGAP3	0.485666666666667
CRADD	-1.2625
DUSP12	-0.90775
PDZK1IP1	3.5455
VASH2	-0.0215
CTR9	0.41725
VIL1	-3.83175
OR8U1	0.184666666666667
CCDC107	0.7465
PTTG1IP	0.036125
OR4X2	1.05025
COL9A1	-2.3685
PSMD9	-0.41825
ZFP62	-0.5665
TIP39	-0.78675
PARP15	1.7415
TTC19	-0.049625
C1orf114	-2.55283333333333
GFPT1	1.261
SLC27A6	0.52825
MRPS10	0.7826
CALML5	2.0135
TRPM7	-0.50275
CGNL1	-0.33275
CECR1	1.43475
SERPINB8	1.0605
TMEM102	0.6345
PDIA2	-2.4285
NUCKS1	-0.458
HOTAIR	-0.0815
EBI3	0.77025
NXN	1.592
ZMYND19	-0.262125
FOXJ3	-0.295
EIF5B	0.0282
EIF2B4	0.702166666666667
LEO1	-0.67125
ZIC5	-1.64108333333333
IL20	-0.348166666666667
KIAA0415	2.20166666666667
FLJ37357	0.639
TSPAN12	0.952125
ACTR3B	1.652875
TFAM	-0.346833333333333
IL17RD	0.69725
PARP12	1.97675
KLHDC7A	0.4215
KCTD4	0.279333333333333
GTF2H1	0.38375
FLCN	-0.425166666666667
BIRC4	0.284375
LOC790955	0.54175
VKORC1L1	0.02475
CYP4F22	0.244333333333333
TAS2R5	1.2435
ZNF582	-0.544
HS3ST3B1	-0.37725
CTNS	-0.25925
STK36	-0.056
MMD2	0.18675
RP5-1103G7.6	-0.587
FLJ23356	0.37
CRH	-1.1395
C1orf182	1.0335
ACP5	2.57233333333333
AMFR	0.2834
CA4	-2.262
PLCB4	0.99475
MPHOSPH10	0.577
UNQ473	3.3705
G3BP2	-0.36575
SR140	-0.495833333333333
HOXA2	-0.3655
PYGB	0.518125
BAT1	-0.5205
DKK3	-1.3255
DDX31	-0.70575
TULP1	0.051875
NHLRC2	0.08075
TNRC4	-0.135833333333333
ZNF430	0.105
TNRC6A	-0.97275
PLA2G1B	1.20016666666667
RCHY1	0.335833333333333
GTF2A2	-0.439833333333333
MGC4294	-1.1335
ZNF691	0.50275
TACC3	-0.9045
DNAJC5G	0.46325
LOC4951	0.184
MS4A4A	1.0895
LOC152485	1.0915
PPP1R2P1	0.2135
PPP2R5B	0.3595
RPGRIP1L	0.02425
SPOP	-0.4091
PTPRF	1.42508333333333
MGC42090	0.469
SUSD3	0.5765
THOC4	0.887625
MAML1	-0.2065
FXR2	-0.0318333333333334
TYK2	0.25525
MUC6	0.584333333333333
DNAJB7	-0.301
PIP4K2A	0.0777857142857143
MEX3A	2.33916666666667
RRP1	0.19675
TFAP4	0.96725
CXorf41	-0.09275
MTMR4	-0.0726666666666667
CTLA4	1.716
SNX9	0.091625
CIB3	0.119166666666667
NECAP1	0.842125
PLA2G2D	0.9718
GLMN	0.0845
DCLRE1A	-0.83525
PDX1	-0.8775
SAMD11	-1.30825
MRPL55	0.3416
TLR7	2.99475
TBC1D21	-0.411333333333333
SMAD1	1.3704
ACTRT2	0.28325
RIOK2	-0.88
PDLIM4	0.11225
SLC22A15	-0.4755
ABHD13	0.8037
STX18	0.3376
CCPG1	0.0192857142857143
DCBLD1	1.6535
SLC2A6	-0.587
NOLA3	-0.4515
TRDMT1	1.11878571428571
IL17F	0.5
ATP1A4	0.431333333333333
OR52W1	0.5985
CFL1	0.64325
IL4	-1.692
RBP2	-0.4695
CPSF6	0.2115
TTC8	-0.972
MUCL1	2.2365
EYA3	0.225666666666667
KRT38	1.2825
GNE	-1.48175
ZNF501	-0.0355
SLC35A2	1.133875
CEP110	-0.3756
MYF6	2.05375
MGST2	-0.152833333333333
TRPV4	0.4455
NEK8	-0.0686666666666667
NOX5	-0.9055
NCKAP1L	0.968166666666667
EMP3	-0.771333333333333
BPY2C	0.256
C1orf38	2.05525
ELOVL2	-2.41375
CBX7	-0.154
OSBPL1A	1.54216666666667
ZNF589	-0.62575
ESCO1	0.08
TRA2A	-0.4975
C3orf26	-0.27275
PHF2	0.593416666666667
PID1	-0.103
RFC1	-0.7505
MTAP	1.02225
ADORA3	3.6185
LOC389458	-0.847
TRNT1	-0.8715
CRIPAK	-1.42825
RAI2	1.2235
ANKRD44	-0.23925
GZMB	4.8085
NFE2L1	-0.700375
STIP1	0.340333333333333
RASL11B	-1.478
NT5DC2	0.103
LRP2	0.593
MTDH	0.362266666666667
ARSG	-1.4895
HSP90AB1	1.39725
CT45-6	-4.80525
ZNF483	-0.736
LMBR1L	-0.021
S100A2	1.0732
C2	0.885888888888889
C2orf27	1.130125
EIF4EBP1	1.10975
GCKR	-3.318
PPP1R9B	0.20475
FER	-1.4535
SNRK	0.480833333333333
OR5M10	-0.149
UTP6	-0.4895
CAPZA3	1.96775
FBP1	-0.302444444444445
TERT	-0.5545
CCL1	-0.128
FUCA1	1.1105
ALS2CR8	-0.0346666666666667
KCMF1	0.467833333333333
SRCRB4D	-1.138
OXCT2	-0.546166666666667
IL17RA	0.596
MPP5	-1.441625
SPA17	-0.05675
FLJ10986	0.4255
GALNT14	1.27625
CXorf27	-1.26175
NPLOC4	0.033
RAB34	-0.31425
KRTAP3-3	0.7585
ARSD	0.0523333333333333
CPLX2	-1.6338
PJA1	0.45825
WHDC1L1	-0.5495
RB1	-1.4707
MTMR15	-0.756
PHLDA2	-1.993
GUCY2F	-0.00949999999999999
MPV17	0.767
SLC35D1	0.5985
LYSMD3	-0.3015
COL16A1	1.839
ERLIN1	-0.960333333333333
JMJD4	0.40725
HIST1H2BK	-1.12125
TP53I11	0.941666666666667
ST3GAL4	-0.1003
PF4V1	1.59516666666667
ALG8	-0.39975
REG1A	0.27875
MINA	0.70825
CYB5R3	-0.253
HHLA1	-0.36675
MYST4	-0.389
VASN	0.63525
UCHL5IP	-0.3605
TFAP2A	0.175625
MGC9913	0.8945
C9orf97	0.2295
LOC90379	0.85775
PHF15	-0.966
ZNF169	-0.318
KRT7	2.8488
GLIPR1L2	0.092
LOC116236	-0.756
IQCF3	-0.43275
RDH14	0.243166666666667
HNRPK	-0.095
RABEPK	-0.7235
ISX	-2.6985
CBARA1	0.01
